,compOrig,baseOrig,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compStr,baseStr,bRange,cRange,compOrder,baseOrder,dam-lev,jac,compWork,canonCite,refRange
6261,ref-t.4.1.7.13.119-ref-t.4.1.7.14.15,ref-mek.7.15.1.139-ref-mek.7.15.1.146,758247,758352,119726,119744,ref-t.4.1.7.13.119,ref-t.4.1.7.14.15,341336,341376,55196,55203,ref-mek.7.15.1.139,ref-mek.7.15.1.146,ונמצא ישלם שבעתים וגו' גנב ונתן לאחר וטבח גנב ונתן לאחר ומכר גנב ונתן לאחר והחליף גנב והקדיש גנב ,מאחר הגנב אם ימצא הגנב שנים ישלם הגנב ,19,8,365,475,0.7422680412371134,0.7857142857142857,ref-t,ref-mek.7.15.1,ref-mek.7.15.1.134-ref-mek.7.15.2.18
6262,ref-y.04.04.8.00.403-ref-y.04.04.8.00.421,ref-mek.7.15.1.139-ref-mek.7.15.1.152,3167183,3167270,482015,482028,ref-y.04.04.8.00.403,ref-y.04.04.8.00.421,341336,341409,55196,55209,ref-mek.7.15.1.139,ref-mek.7.15.1.152,לשלם תשלומי כפל על מנת לשלם תשלומי ארבעה וחמשה בן בג בג אומר לא תגנוב את שלך מאחר הגנב ,מאחר הגנב אם ימצא הגנב שנים ישלם הגנב משלם תשלומי כפל הגזלן אינו משלם ,14,19,1285,1160,0.7586206896551724,0.6842105263157895,ref-y,ref-mek.7.15.1,ref-mek.7.15.1.134-ref-mek.7.15.2.18
6263,ref-sifra.11.02-00.2.10-ref-sifra.11.02-00.2.29,ref-mek.7.15.1.139-ref-mek.7.15.1.153,491141,491234,74810,74826,ref-sifra.11.2-00.2.10,ref-sifra.11.2-00.2.29,341336,341416,55196,55210,ref-mek.7.15.1.139,ref-mek.7.15.1.153,לשלם תשלומי כפל ולא על מנת לשלם תשלומי ארבעה וחמשה בן בג בג אומר לא תגנוב את שלך מאחר הגנב ,מאחר הגנב אם ימצא הגנב שנים ישלם הגנב משלם תשלומי כפל הגזלן אינו משלם תשלומי ,15,20,399,593,0.7472527472527473,0.7,ref-sifra,ref-mek.7.15.1,ref-mek.7.15.1.134-ref-mek.7.15.2.18
6264,ref-y.04.02.3.00.43-ref-y.04.02.3.00.48,ref-mek.7.15.1.142-ref-mek.7.15.1.149,2958637,2958668,449294,449299,ref-y.04.02.3.00.43,ref-y.04.02.3.00.48,341350,341392,55199,55206,ref-mek.7.15.1.142,ref-mek.7.15.1.149,לשלם נמצא הגנב משלם תשלומי כפל ,ימצא הגנב שנים ישלם הגנב משלם תשלומי כפל ,8,6,1125,1161,0.3902439024390244,0.16666666666666666,ref-y,ref-mek.7.15.1,ref-mek.7.15.1.134-ref-mek.7.15.2.18
6265,ref-t.4.1.7.1.12-ref-t.4.1.7.2.44,ref-mek.7.15.1.150-ref-mek.7.15.1.198,754030,754305,119046,119091,ref-t.4.1.7.1.12,ref-t.4.1.7.2.44,341393,341662,55207,55251,ref-mek.7.15.1.150,ref-mek.7.15.1.198,הגזלנין בין כך ובין כך אין משלמין אלא קרן שאלו תלמידיו את רבן יוחנן בן זכיי וכי מה ראת תורה להחמיר בגנב יותר מבגזלן אמ' להן גזלן השוה עבד לקוניו וגנב חלק כבוד לעבד יתר על כבוד קוניו כביכול עשה גנב עין העליונה כולה אינה רואה ואת האזן שאינה שומעת שנ' הוי המעמיקים ,הגזלן אינו משלם תשלומי כפל ומה ראתה תורה להחמיר על הגנב יותר מהגזלן ר' יוחנן בן זכאי אומר הגזלן השוה כבוד העבד לכבוד קונו והגנב חלק כבוד לעבד יותר מקונו כביכול הגנב עשה את העין של מטה כאלו אינה רואה ואת האוזן כאילו אינה שומעת כענין שנאמר הוי המעמיקים ,53,49,342,476,0.5190839694656488,0.43181818181818177,ref-t,ref-mek.7.15.1,ref-mek.7.15.1.134-ref-mek.7.15.2.18
6266,ref-b.4.01.79b.106-ref-b.4.01.79b.167,ref-mek.7.15.1.157-ref-mek.7.15.1.225,4798353,4798671,697708,697767,ref-b.4.01.79b.106,ref-b.4.01.79b.167,341431,341798,55214,55277,ref-mek.7.15.1.157,ref-mek.7.15.1.225,החמירה תורה בגנב יותר מגזלן אמר להן זה השוה כבוד עבד לכבוד קונו וזה לא השוה כבוד עבד לכבוד קונו כביכול עשה עין של מטה כאילו אינה רואה ואוזן של מטה כאילו אינה שומעת שנאמר הוי המעמיקים מה' לסתיר עצה והיה במחשך מעשיהם וגו' וכתיב ויאמרו לא יראה יה ולא יבין אלהי יעקב וכתיב כי עזב ה' את הארץ ואין ה' רואה ,תורה להחמיר על הגנב יותר מהגזלן ר' יוחנן בן זכאי אומר הגזלן השוה כבוד העבד לכבוד קונו והגנב חלק כבוד לעבד יותר מקונו כביכול הגנב עשה את העין של מטה כאלו אינה רואה ואת האוזן כאילו אינה שומעת כענין שנאמר הוי המעמיקים בה' לסתור עצה והיה במחשך מעשיהם ויאמרו מי רואנו ומי יודענו וכתיב ויאמרו לא יראה יה וכתיב כי יאמרו כי עזב ה' את הארץ אין ה' רואה ,69,62,1548,2193,0.3498542274052478,0.2954545454545454,ref-b,ref-mek.7.15.1,ref-mek.7.15.1.134-ref-mek.7.15.2.18
6267,ref-bible.0207.29.15.1-ref-bible.0207.29.15.13,ref-mek.7.15.1.197-ref-mek.7.15.1.209,814737,814815,137764,137776,ref-bible.0207.29.15.1,ref-bible.0207.29.15.13,341649,341725,55250,55262,ref-mek.7.15.1.197,ref-mek.7.15.1.209,הוי המעמיקים מיהוה לסתר עצה והיה במחשך מעשיהם ויאמרו מי ראנו ומי יודענו ,הוי המעמיקים בה' לסתור עצה והיה במחשך מעשיהם ויאמרו מי רואנו ומי יודענו ,13,13,846,1173,0.08333333333333333,0.09999999999999998,ref-bible,ref-mek.7.15.1,ref-mek.7.15.1.134-ref-mek.7.15.2.18
6268,ref-sifre-d.321.12.32-ref-sifre-d.321.12.39,ref-mek.7.15.1.217-ref-mek.7.15.1.225,334062,334098,55952,55958,ref-sifre-d.321.12.32,ref-sifre-d.321.12.39,341762,341798,55270,55277,ref-mek.7.15.1.217,ref-mek.7.15.1.225,ואומר עזב ה' את הארץ ואין ה' רואה ,יאמרו כי עזב ה' את הארץ אין ה' רואה ,9,8,853,794,0.19444444444444445,0.0,ref-sifre-d,ref-mek.7.15.1,ref-mek.7.15.1.134-ref-mek.7.15.2.18
6269,ref-b.4.01.106b.95-ref-b.4.01.106b.109,ref-mek.7.15.1.223-ref-mek.7.15.2.11,4902198,4902271,712515,712522,ref-b.4.01.106b.95,ref-b.4.01.106b.109,341787,341854,55275,55287,ref-mek.7.15.1.223,ref-mek.7.15.2.11,אם ימצא הגנב ואם לא ימצא תרוייהו בטוען טענת גנב מאי איכא למימר אמרי גנב ,אין ה' רואה ואם לא ימצא הגנב למה נאמר ממשמע שנאמר אם ימצא הגנב ,14,15,1576,2194,0.6111111111111112,0.6923076923076923,ref-b,ref-mek.7.15.1,ref-mek.7.15.1.134-ref-mek.7.15.2.18
6270,ref-b.4.01.106b.95-ref-b.4.01.106b.109,ref-mek.7.15.2.1-ref-mek.7.15.2.11,4902198,4902271,712515,712522,ref-b.4.01.106b.95,ref-b.4.01.106b.109,341799,341854,55278,55287,ref-mek.7.15.2.1,ref-mek.7.15.2.11,אם ימצא הגנב ואם לא ימצא תרוייהו בטוען טענת גנב מאי איכא למימר אמרי גנב ,ואם לא ימצא הגנב למה נאמר ממשמע שנאמר אם ימצא הגנב ,11,15,1577,2195,0.6111111111111112,0.6363636363636364,ref-b,ref-mek.7.15.2,ref-mek.7.15.1.134-ref-mek.7.15.2.18
6271,ref-bible.0102.22.6.13-ref-bible.0102.22.7.4,ref-mek.7.15.2.1-ref-mek.7.15.2.13,149053,149093,26240,26247,ref-bible.0102.22.6.13,ref-bible.0102.22.7.4,341799,341864,55278,55289,ref-mek.7.15.2.1,ref-mek.7.15.2.13,אם ימצא הגנב ישלם שנים אם לא ימצא הגנב ,ואם לא ימצא הגנב למה נאמר ממשמע שנאמר אם ימצא הגנב ישלם שנים ,9,13,433,1174,0.5409836065573771,0.375,ref-bible,ref-mek.7.15.2,ref-mek.7.15.1.134-ref-mek.7.15.2.18
6272,ref-b.4.01.63b.170-ref-b.4.01.63b.180,ref-mek.7.15.2.1-ref-mek.7.15.2.13,4751605,4751655,691392,691401,ref-b.4.01.63b.170,ref-b.4.01.63b.180,341799,341864,55278,55289,ref-mek.7.15.2.1,ref-mek.7.15.2.13,אם לא ימצא כמה שאמר אלא שהוא עצמו גנבו ישלם שנים ,ואם לא ימצא הגנב למה נאמר ממשמע שנאמר אם ימצא הגנב ישלם שנים ,13,11,1532,2196,0.3934426229508197,0.5833333333333333,ref-b,ref-mek.7.15.2,ref-mek.7.15.1.134-ref-mek.7.15.2.18
6273,ref-b.4.01.63b.139-ref-b.4.01.63b.161,ref-mek.7.15.2.1-ref-mek.7.15.2.25,4751458,4751566,691375,691388,ref-b.4.01.63b.139,ref-b.4.01.63b.161,341799,341917,55278,55300,ref-mek.7.15.2.1,ref-mek.7.15.2.25,הרי טוען טענת גנב אמור הא מה אני מקיים אם ימצא הגנב בגנב עצמו הכתוב מדבר דכולי עלמא מיהת אם לא ימצא הגנב ,ואם לא ימצא הגנב למה נאמר ממשמע שנאמר אם ימצא הגנב ישלם שנים שומע אני אם נמצא הגנב ויש לו בעל בית פטור מכל דבר ,25,23,1531,2197,0.6756756756756757,0.7083333333333333,ref-b,ref-mek.7.15.2,ref-mek.7.15.1.134-ref-mek.7.15.2.18
6274,ref-b.4.01.63b.77-ref-b.4.01.63b.117,ref-mek.7.15.2.9-ref-mek.7.15.2.18,4751144,4751351,691340,691362,ref-b.4.01.63b.77,ref-b.4.01.63b.117,341841,341887,55285,55294,ref-mek.7.15.2.9,ref-mek.7.15.2.18,אינו משלם תשלומי כפל מנהני מילי דתנו רבנן אם ימצא הגנב בטוען טענת גנב הכתוב מדבר אתה אומר בטוען טענת גנב או אינו אלא בגנב עצמו כשהוא אומר אם לא ימצא הגנב בטוען טענת גנב הכתוב מדבר תניא אידך אם ימצא ,אם ימצא הגנב ישלם שנים שומע אני אם נמצא הגנב ,10,41,1529,2199,0.8232323232323232,0.7826086956521741,ref-b,ref-mek.7.15.2,ref-mek.7.15.1.134-ref-mek.7.15.2.18
6275,ref-bible.0102.22.6.10-ref-bible.0102.22.7.3,ref-mek.7.15.2.29-ref-mek.7.15.2.40,149035,149087,26237,26246,ref-bible.0102.22.6.10,ref-bible.0102.22.7.3,341932,341985,55302,55311,ref-mek.7.15.2.29,ref-mek.7.15.2.40,וגנב מבית האיש אם ימצא הגנב ישלם שנים אם לא ימצא ,אם לא ימצא הגנב שומע אני שאם נמצא גנב ואין לו לשלם ,11,12,432,1175,0.7254901960784313,0.6,ref-bible,ref-mek.7.15.2,ref-mek.7.15.2.29-ref-mek.7.15.2.40
6276,ref-y.04.04.1.00.22-ref-y.04.04.1.00.38,ref-mek.7.15.2.79-ref-mek.7.15.2.90,3051461,3051549,463854,463869,ref-y.04.04.1.00.22,ref-y.04.04.1.00.38,342177,342242,55344,55352,ref-mek.7.15.2.79,ref-mek.7.15.2.90,שהן בשלשה ונקרב בעל הבית אל האלהים ריבה בה דיין אחד עד האלהים הרי שנים אשר ירשיעון ,אלהים לא אמרתי אלא אלהים שהם מרשיעין ונקרב בעל הבית אל האלהים ,12,17,1142,1163,0.6867469879518072,0.75,ref-y,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6277,ref-sifra.12.07-07.2.22-ref-sifra.12.07-07.2.40,ref-mek.7.15.2.83-ref-mek.7.15.2.92,563363,563443,85708,85723,ref-sifra.12.7-07.2.22,ref-sifra.12.7-07.2.40,342196,342254,55346,55354,ref-mek.7.15.2.83,ref-mek.7.15.2.92,תקריבו אלה לה'  אלה אין אתה מקריב אבל מקריב אתה את שנעבדה בה עבודה  אלה אין אתה ,אלהים שהם מרשיעין ונקרב בעל הבית אל האלהים לשבועה אתה ,10,17,587,594,0.6625,0.8571428571428572,ref-sifra,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6278,ref-b.4.01.64a.674-ref-b.4.01.64a.682,ref-mek.7.15.2.91-ref-mek.7.15.2.99,4756168,4756217,691930,691936,ref-b.4.01.64a.674,ref-b.4.01.64a.682,342243,342293,55353,55359,ref-mek.7.15.2.91,ref-mek.7.15.2.99,בשבועה אתה אומר שלא בשבועה או אינו אלא בשבועה ,לשבועה אתה אומר לשבועה או אינו אלא בשבועה ושלא ,9,9,1536,2201,0.2127659574468085,0.0,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6279,ref-b.4.01.63b.189-ref-b.4.01.63b.210,ref-mek.7.15.2.91-ref-mek.7.15.2.117,4751703,4751819,691406,691423,ref-b.4.01.63b.189,ref-b.4.01.63b.210,342243,342378,55353,55373,ref-mek.7.15.2.91,ref-mek.7.15.2.117,לשבועה אתה אומר לשבועה או אינו אלא לדין נאמר שליחות יד למטה ונאמר שליחות יד למעלה מה להלן לשבועה אף כאן לשבועה ,לשבועה אתה אומר לשבועה או אינו אלא בשבועה ושלא בשבועה הרי אתה דן נאמר כאן שליחת יד ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה ,27,22,1533,2202,0.3692307692307693,0.4375,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6280,ref-b.4.02.41b.108-ref-b.4.02.41b.149,ref-mek.7.15.2.91-ref-mek.7.15.2.117,5096695,5096914,740773,740799,ref-b.4.02.41b.108,ref-b.4.02.41b.149,342243,342378,55353,55373,ref-mek.7.15.2.91,ref-mek.7.15.2.117,שליחות יד למה לי חדא שלא תאמר דיו לבא מן הדין להיות כנדון ואידך לכדתניא ונקרב בעל הבית אל האלהים לשבועה אתה אומר לשבועה או אינו אלא לדין נאמרה שליחות יד למטה ונאמרה שליחות יד למעלה מה להלן לשבועה אף כאן לשבועה ,לשבועה אתה אומר לשבועה או אינו אלא בשבועה ושלא בשבועה הרי אתה דן נאמר כאן שליחת יד ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה ,27,42,1620,2203,0.5523809523809524,0.6153846153846154,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6281,ref-b.3.05.38a.120-ref-b.3.05.38a.134,ref-mek.7.15.2.108-ref-mek.7.15.2.116,3910439,3910514,570059,570072,ref-b.3.05.38a.120,ref-b.3.05.38a.134,342331,342372,55364,55372,ref-mek.7.15.2.108,ref-mek.7.15.2.116,ונאמר להלן וישא אהרן את ידיו אל העם ויברכם מה להלן בנשיאות כפים אף כאן ,ונאמר להלן שליחת יד מה להלן שבועה אף כאן ,9,15,1225,2204,0.5070422535211268,0.6428571428571428,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6282,ref-sifra.12.04-00.2.9-ref-sifra.12.04-00.2.20,ref-mek.7.15.2.108-ref-mek.7.15.2.118,546869,546927,83383,83394,ref-sifra.12.4-00.2.9,ref-sifra.12.4-00.2.20,342331,342381,55364,55374,ref-mek.7.15.2.108,ref-mek.7.15.2.118,ונאמר להלן חילול מה חילול שנאמר להלן זמן אף כאן זמן ומה ,ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה מה ,11,12,572,595,0.4642857142857143,0.6363636363636364,ref-sifra,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6283,ref-sifre-n.10.1.199-ref-sifre-n.10.1.213,ref-mek.7.15.2.108-ref-mek.7.15.2.119,21762,21830,3272,3284,ref-sifre-n.10.1.199,ref-sifre-n.10.1.213,342331,342386,55364,55375,ref-mek.7.15.2.108,ref-mek.7.15.2.119,ונאמר להלן עפר מה עפר האמורה להלן כאן עפר על פני המים אף כאן להלן ,ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה מה להלן ,12,15,29,692,0.5151515151515151,0.6666666666666667,ref-sifre-n,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6284,ref-sifre-d.90.2.7-ref-sifre-d.90.2.20,ref-mek.7.15.2.108-ref-mek.7.15.2.119,133307,133381,22278,22291,ref-sifre-d.90.2.7,ref-sifre-d.90.2.20,342331,342386,55364,55375,ref-mek.7.15.2.108,ref-mek.7.15.2.119,ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן להלן ,ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה מה להלן ,12,14,336,795,0.4647887323943662,0.6,ref-sifre-d,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6285,ref-b.4.06.35b.457-ref-b.4.06.35b.467,ref-mek.7.15.2.108-ref-mek.7.15.2.119,6455508,6455558,940516,940526,ref-b.4.06.35b.457,ref-b.4.06.35b.467,342331,342386,55364,55375,ref-mek.7.15.2.108,ref-mek.7.15.2.119,ונאמר להלן אלה מה להלן שבועה אף כאן שבועה מה להלן ,ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה מה להלן ,12,11,2190,2209,0.12727272727272726,0.375,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6286,ref-sifre-n.12.1.12-ref-sifre-n.12.1.24,ref-mek.7.15.2.108-ref-mek.7.15.2.122,23323,23392,3536,3548,ref-sifre-n.12.1.12,ref-sifre-n.12.1.24,342331,342399,55364,55378,ref-mek.7.15.2.108,ref-mek.7.15.2.122,כאן שבועה ונאמר להלן שבועה מה שבועה האמורה להלן היא נשבעת מאליה אף ,"ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה מה להלן ביו""ד הא אף ",15,13,34,693,0.5671641791044776,0.5454545454545454,ref-sifre-n,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6287,ref-sifre-d.244.4.44-ref-sifre-d.244.4.59,ref-mek.7.15.2.108-ref-mek.7.15.2.130,243859,243933,40632,40645,ref-sifre-d.244.4.44,ref-sifre-d.244.4.59,342331,342434,55364,55385,ref-mek.7.15.2.108,ref-mek.7.15.2.130,ונאמר להלן אשר לא אורשה מה כאן חמשים אף להלן חמשים ומה להלן שקלים אף כאן ,"ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא מה כאן בבית דין אף ",23,16,644,797,0.58,0.7142857142857143,ref-sifre-d,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6288,ref-b.3.02.38a.261-ref-b.3.02.38a.276,ref-mek.7.15.2.108-ref-mek.7.15.2.130,3267079,3267147,475143,475156,ref-b.3.02.38a.261,ref-b.3.02.38a.276,342331,342434,55364,55385,ref-mek.7.15.2.108,ref-mek.7.15.2.130,ונאמר להלן אשר לא אורשה מה כאן נ' אף להלן נ' ומה להלן שקלים אף כאן ,"ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא מה כאן בבית דין אף ",23,16,1020,2211,0.58,0.7142857142857143,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6289,ref-b.5.02.51b.207-ref-b.5.02.51b.226,ref-mek.7.15.2.108-ref-mek.7.15.2.130,7296143,7296238,1062377,1062392,ref-b.5.02.51b.207,ref-b.5.02.51b.226,342331,342434,55364,55385,ref-mek.7.15.2.108,ref-mek.7.15.2.130,ונאמר להלן כליל מה כאן בכליל תקטר אף להלן בכליל תקטר ומה להלן ליתן לא תעשה על אכילתו אף כאן ,"ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא מה כאן בבית דין אף ",23,20,2408,2212,0.58,0.7647058823529411,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6290,ref-b.3.05.16b.229-ref-b.3.05.16b.251,ref-mek.7.15.2.108-ref-mek.7.15.2.131,3850521,3850617,561008,561024,ref-b.3.05.16b.229,ref-b.3.05.16b.251,342331,342439,55364,55386,ref-mek.7.15.2.108,ref-mek.7.15.2.131,ונאמר להלן עפר מה להלן עפר על גבי מים אף כאן עפר על גבי מים ומה כאן הקדים עפר למים כשר אף להלן ,"ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא מה כאן בבית דין אף להלן ",24,23,1139,2213,0.5904761904761905,0.7333333333333334,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6291,ref-b.4.03.120b.25-ref-b.4.03.120b.46,ref-mek.7.15.2.108-ref-mek.7.15.2.131,5654712,5654818,823153,823168,ref-b.4.03.120b.25,ref-b.4.03.120b.46,342331,342439,55364,55386,ref-mek.7.15.2.108,ref-mek.7.15.2.131,ונאמר להלן זה הדבר מה להלן אהרן ובניו וכל ישראל אף כאן אהרן ובניו וכל ישראל ומה כאן ראשי המטות אף להלן ,"ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא מה כאן בבית דין אף להלן ",24,22,1730,2214,0.5619047619047619,0.7777777777777778,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6292,ref-b.4.04.75a.291-ref-b.4.04.75a.307,ref-mek.7.15.2.108-ref-mek.7.15.2.131,6083317,6083403,885060,885076,ref-b.4.04.75a.291,ref-b.4.04.75a.307,342331,342439,55364,55386,ref-mek.7.15.2.108,ref-mek.7.15.2.131,ונאמר להלן זמה מה להלן למטה כלמעלה אף כאן למטה כלמעלה ומה כאן למעלה כלמטה אף להלן ,"ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא מה כאן בבית דין אף להלן ",24,17,1972,2215,0.5523809523809524,0.7333333333333334,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6293,ref-b.5.02.74a.260-ref-b.5.02.74a.279,ref-mek.7.15.2.108-ref-mek.7.15.2.131,7364438,7364533,1072122,1072137,ref-b.5.02.74a.260,ref-b.5.02.74a.279,342331,342439,55364,55386,ref-mek.7.15.2.108,ref-mek.7.15.2.131,ונאמר להלן כליל מה להלן בכליל תקטר אף כאן בכליל תקטר ומה כאן ליתן לא תעשה על אכילתו אף להלן ,"ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא מה כאן בבית דין אף להלן ",24,20,2445,2216,0.5333333333333333,0.7647058823529411,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6294,ref-sifre-n.121.1.391-ref-sifre-n.121.1.405,ref-mek.7.15.2.112-ref-mek.7.15.2.125,203869,203935,32210,32224,ref-sifre-n.121.1.391,ref-sifre-n.121.1.405,342352,342414,55368,55381,ref-mek.7.15.2.112,ref-mek.7.15.2.125,מה להלן שהיא עולה אף כאן שהיא עולה אי מה להלן במאה ואחד אף כאן ,"מה להלן שבועה אף כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא ",14,15,620,694,0.5396825396825397,0.6666666666666667,ref-sifre-n,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6295,ref-b.2.06.2a.210-ref-b.2.06.2a.220,ref-mek.7.15.2.112-ref-mek.7.15.2.131,1626795,1626840,235868,235878,ref-b.2.06.2a.210,ref-b.2.06.2a.220,342352,342439,55368,55386,ref-mek.7.15.2.112,ref-mek.7.15.2.131,מה להלן פרה אף כאן פרה ומה כאן פרישה אף להלן ,"מה להלן שבועה אף כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא מה כאן בבית דין אף להלן ",20,11,483,2222,0.5647058823529412,0.7,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6296,ref-b.4.04.64a.528-ref-b.4.04.64a.538,ref-mek.7.15.2.112-ref-mek.7.15.2.131,6042226,6042272,878959,878969,ref-b.4.04.64a.528,ref-b.4.04.64a.538,342352,342439,55368,55386,ref-mek.7.15.2.112,ref-mek.7.15.2.131,מה להלן באש אף כאן באש ומה כאן מולך אף להלן ,"מה להלן שבועה אף כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא מה כאן בבית דין אף להלן ",20,11,1903,2223,0.5647058823529412,0.7,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6297,ref-b.2.07.47a.415-ref-b.2.07.47a.425,ref-mek.7.15.2.116-ref-mek.7.15.2.135,2027321,2027366,294243,294253,ref-b.2.07.47a.415,ref-b.2.07.47a.425,342369,342457,55372,55389,ref-mek.7.15.2.116,ref-mek.7.15.2.135,מה כאן כהן אף להלן כהן ומה להלן בעלים אף כאן ,"כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא מה כאן בבית דין אף להלן בבית דין מה להלן ",20,11,661,2224,0.6470588235294118,0.6666666666666667,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6298,ref-b.3.05.19a.106-ref-b.3.05.19a.116,ref-mek.7.15.2.116-ref-mek.7.15.2.135,3855653,3855698,561846,561856,ref-b.3.05.19a.106,ref-b.3.05.19a.116,342369,342457,55372,55389,ref-mek.7.15.2.116,ref-mek.7.15.2.135,מה כאן כהן אף להלן כהן ומה להלן בעלים אף כאן ,"כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא מה כאן בבית דין אף להלן בבית דין מה להלן ",20,11,1152,2225,0.6470588235294118,0.6666666666666667,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6299,ref-b.3.07.36b.93-ref-b.3.07.36b.103,ref-mek.7.15.2.116-ref-mek.7.15.2.135,4383376,4383419,638214,638224,ref-b.3.07.36b.93,ref-b.3.07.36b.103,342369,342457,55372,55389,ref-mek.7.15.2.116,ref-mek.7.15.2.135,מה כאן כהן אף להלן כהן מה להלן בעלים אף כאן ,"כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא מה כאן בבית דין אף להלן בבית דין מה להלן ",20,11,1420,2226,0.6352941176470588,0.625,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6300,ref-b.4.05.18b.345-ref-b.4.05.18b.355,ref-mek.7.15.2.116-ref-mek.7.15.2.135,6333089,6333132,923305,923315,ref-b.4.05.18b.345,ref-b.4.05.18b.355,342369,342457,55372,55389,ref-mek.7.15.2.116,ref-mek.7.15.2.135,מה כאן כהן אף להלן כהן מה להלן בעלים אף כאן ,"כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא מה כאן בבית דין אף להלן בבית דין מה להלן ",20,11,2135,2227,0.6352941176470588,0.625,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
6301,ref-b.5.02.61a.181-ref-b.5.02.61a.191,ref-mek.7.15.2.116-ref-mek.7.15.2.135,7324402,7324447,1066502,1066512,ref-b.5.02.61a.181,ref-b.5.02.61a.191,342369,342457,55372,55389,ref-mek.7.15.2.116,ref-mek.7.15.2.135,מה כאן כהן אף להלן כהן ומה להלן בעלים אף כאן ,"כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא מה כאן בבית דין אף להלן בבית דין מה להלן ",20,11,2430,2228,0.6470588235294118,0.6666666666666667,ref-b,ref-mek.7.15.2,ref-mek.7.15.2.79-ref-mek.7.15.2.141
