,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
3059,ref-Sifra.14.02-08.10.96-ref-Sifra.14.02-08.10.104,ref-sifre-d.58.1.9-ref-sifre-d.58.1.15,666075,666138,101447,101455,ref-Sifra.14.2-08.10.96,ref-Sifra.14.2-08.10.104,105907,105952,17744,17750,ref-sifre-d.58.1.9,ref-sifre-d.58.1.15,החוקים החוקים אלו המדרשות אלו המדרשות והמשפטים אלו הדינים ,החקים אלו המדרשות ואת המשפטים אלו הדינים ,9,7,3059,396,0.3103448275862069,0.2931034482758621,0.3103448275862069
3062,ref-Sifra.14.02-08.10.105-ref-Sifra.14.02-08.10.113,ref-sifre-d.351.2.1-ref-sifre-d.351.2.13,666139,666191,101456,101464,ref-Sifra.14.2-08.10.105,ref-Sifra.14.2-08.10.113,368110,368181,61773,61784,ref-sifre-d.351.2.1,ref-sifre-d.351.2.13,והתורות מלמד ששתי תורות ניתנו להם לישראל אחד בכתב ,ותורתך לישראל מלמד ששתי תורות ניתנו להם לישראל אחת על פה ואחת בכתב ,9,13,3062,3244,0.3283582089552239,0.27941176470588236,0.29850746268656714
3064,ref-Sifra.14.02-08.10.108-ref-Sifra.14.02-08.10.115,ref-sifre-d.351.2.23-ref-sifre-d.351.2.32,666158,666204,101459,101466,ref-Sifra.14.2-08.10.108,ref-Sifra.14.2-08.10.115,368225,368279,61791,61799,ref-sifre-d.351.2.23,ref-sifre-d.351.2.32,תורות ניתנו להם לישראל אחד בכתב ואחד בעל פה ,תורות ניתנו לישראל אמר לו שתים אחת בכתב ואחת בעל פה ,9,11,3064,3246,0.3076923076923077,0.2545454545454545,0.2692307692307692
3065,ref-Sifra.14.02-08.10.142-ref-Sifra.14.02-08.10.153,ref-sifre-d.339.1.62-ref-sifre-d.339.1.71,666333,666392,101490,101499,ref-Sifra.14.2-08.10.142,ref-Sifra.14.2-08.10.153,350544,350596,58786,58795,ref-sifre-d.339.1.62,ref-sifre-d.339.1.71,זאת תורת זבח השלמים זאת התורה אדם כי ימות באהל התורה אדם ,וזאת התורה אדם כי ימות באהל ואומר זאת תורת האדם ,12,10,3065,3234,0.543859649122807,0.25,0.3684210526315789
3067,ref-sifra.14.03-00.3.50-ref-sifra.14.03-00.3.63,ref-sifre-d.261.2.23-ref-sifre-d.261.2.33,667474,667538,101639,101652,ref-sifra.14.3-00.3.50,ref-sifra.14.3-00.3.63,251771,251828,42027,42037,ref-sifre-d.261.2.23,ref-sifre-d.261.2.33,כי יפליא נדר נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור ,כי תועבת נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר ,14,11,3067,2393,0.5238095238095238,0.5662650602409638,0.4444444444444444
3068,ref-sifra.14.03-00.3.50-ref-sifra.14.03-00.3.70,ref-sifre-d.90.2.1-ref-sifre-d.90.2.20,667474,667570,101639,101659,ref-sifra.14.3-00.3.50,ref-sifra.14.3-00.3.70,133279,133381,22272,22291,ref-sifre-d.90.2.1,ref-sifre-d.90.2.20,כי יפליא נדר נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן ,כי בקש להדיחך נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן להלן ,21,20,3068,927,0.45454545454545453,0.4180327868852459,0.35353535353535354
3069,ref-sifra.14.03-00.3.50-ref-sifra.14.03-00.3.81,ref-sifre-d.264.1.1-ref-sifre-d.264.1.32,667474,667621,101639,101670,ref-sifra.14.3-00.3.50,ref-sifra.14.3-00.3.81,253223,253374,42290,42320,ref-sifre-d.264.1.1,ref-sifre-d.264.1.32,כי יפליא נדר נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר ,כי תדור נדר לה' נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן נדר ונדבה ומה נדר האמור כאן לא תאחר לשלמו אף נדר האמור ,32,32,3069,2474,0.3194444444444444,0.25,0.25
3073,ref-sifra.14.03-00.3.52-ref-sifra.14.03-00.3.69,ref-sifre-d.248.5.2-ref-sifre-d.248.5.22,667483,667565,101641,101658,ref-sifra.14.3-00.3.52,ref-sifra.14.3-00.3.69,245842,245947,40992,41011,ref-sifre-d.248.5.2,ref-sifre-d.248.5.22,נדר נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור ,דור עשירי נאמר כאן דור עשירי ונאמר למטן דור עשירי מה דור עשירי האמור למטן עד עולם אף דור עשירי האמור ,18,21,3073,2352,0.5148514851485149,0.45299145299145294,0.42574257425742573
3074,ref-Sifra.14.03-00.3.52-ref-Sifra.14.03-00.3.69,ref-sifre-d.249.5.27-ref-sifre-d.249.5.44,667483,667565,101641,101658,ref-Sifra.14.3-00.3.52,ref-Sifra.14.3-00.3.69,246865,246952,41171,41187,ref-sifre-d.249.5.27,ref-sifre-d.249.5.44,נדר נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור ,כאן דור עשירי ונאמר להלן דור עשירי מה דור עשירי האמור כאן עד עולם אף דור עשירי האמור ,18,18,3074,2375,0.5529411764705883,0.38235294117647056,0.3764705882352941
3076,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.64,ref-sifre-d.51.2.11-ref-sifre-d.51.2.20,667487,667542,101642,101653,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.64,98849,98898,16574,16583,ref-sifre-d.51.2.11,ref-sifre-d.51.2.20,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן ,נאמר כאן יהיה ונאמר להלן יהיה מה יהיה האמור כאן ,12,10,3076,376,0.37037037037037035,0.4545454545454546,0.3333333333333333
3078,ref-sifra.14.03-00.3.53-ref-sifra.14.03-00.3.69,ref-sifre-d.249.5.10-ref-sifre-d.249.5.44,667487,667565,101642,101658,ref-sifra.14.3-00.3.53,ref-sifra.14.3-00.3.69,246781,246952,41155,41187,ref-sifre-d.249.5.10,ref-sifre-d.249.5.44,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור ,"נאמר דור עשירי ואם נאמר דור עשירי למה נאמר עד עולם אלא מופנה להקיש ולדון ג""ש נאמר כאן דור עשירי ונאמר להלן דור עשירי מה דור עשירי האמור כאן עד עולם אף דור עשירי האמור ",17,35,3078,2370,0.6407185628742516,0.5705882352941176,0.6107784431137725
3079,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.70,ref-sifre-d.103.4.4-ref-sifre-d.103.4.22,667487,667570,101642,101659,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.70,141579,141666,23671,23688,ref-sifre-d.103.4.4,ref-sifre-d.103.4.22,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן ,נאמר כאן איה ונאמר להלן איה מה איה האמורה כאן עשה את הראה מין איה אף איה האמורה להלן ,18,19,3079,1183,0.4470588235294118,0.37254901960784315,0.3411764705882353
3081,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.70,ref-sifre-d.190.3.21-ref-sifre-d.190.3.37,667487,667570,101642,101659,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.70,201757,201838,33675,33691,ref-sifre-d.190.3.21,ref-sifre-d.190.3.37,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן ,נאמר כאן שני ונאמר להלן שני מה שני האמור כאן אנשים ולא נשים אף שני האמור להלן ,18,17,3081,1985,0.38271604938271603,0.3085106382978723,0.25925925925925924
3083,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.70,ref-sifre-d.357.37.20-ref-sifre-d.357.37.35,667487,667570,101642,101659,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.70,388722,388792,65343,65357,ref-sifre-d.357.37.20,ref-sifre-d.357.37.35,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן ,נא' כאן ימי ונא' להלן ימי מה ימי האמור כאן ל' יום אף ימי האמור להלן ,18,16,3083,3276,0.37037037037037035,0.3978494623655914,0.37037037037037035
3085,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.76,ref-sifre-d.36.2.56-ref-sifre-d.36.2.65,667487,667600,101642,101665,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.76,51448,51495,8632,8641,ref-sifre-d.36.2.56,ref-sifre-d.36.2.65,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,24,10,3085,99,0.6330275229357798,0.6521739130434783,0.6330275229357798
3086,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.76,ref-sifre-d.103.3.7-ref-sifre-d.103.3.16,667487,667600,101642,101665,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.76,141400,141447,23636,23645,ref-sifre-d.103.3.7,ref-sifre-d.103.3.16,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן ,נאמר כאן נשר ונאמר להלן נשר מה נשר האמור להלן ,24,10,3086,1155,0.6055045871559633,0.6160714285714286,0.6055045871559633
3087,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.80,ref-sifre-d.43.24.43-ref-sifre-d.43.25.12,667487,667617,101642,101669,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.80,82634,82690,13897,13909,ref-sifre-d.43.24.43,ref-sifre-d.43.25.12,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף ,אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן ,28,13,3087,289,0.6507936507936508,0.5859375,0.6349206349206349
3088,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.80,ref-sifre-d.62.4.17-ref-sifre-d.62.4.38,667487,667617,101642,101669,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.80,110387,110508,18477,18496,ref-sifre-d.62.4.17,ref-sifre-d.62.4.38,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף ,האמור להלן בלשון הקדש אף שמי האמור כאן בלשון הקדש כאן בית הבחירה אף שמי האמור להלן בית הבחירה ומה שמי האמור ,28,22,3088,493,0.6349206349206349,0.41891891891891897,0.5317460317460317
3089,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.83,ref-sifre-d.36.2.102-ref-sifre-d.36.2.118,667487,667632,101642,101672,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.83,51683,51764,8674,8690,ref-sifre-d.36.2.102,ref-sifre-d.36.2.118,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,31,17,3089,199,0.5571428571428572,0.5436241610738255,0.5571428571428572
3090,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.83,ref-sifre-d.86.6.4-ref-sifre-d.86.6.18,667487,667632,101642,101672,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.83,131306,131387,21925,21939,ref-sifre-d.86.6.4,ref-sifre-d.86.6.18,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,31,15,3090,873,0.6071428571428571,0.5844155844155844,0.5642857142857143
3091,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.83,ref-sifre-d.107.18.9-ref-sifre-d.107.18.25,667487,667632,101642,101672,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.83,147877,147963,24697,24713,ref-sifre-d.107.18.9,ref-sifre-d.107.18.25,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן ,31,17,3091,1274,0.5928571428571429,0.5165562913907285,0.5428571428571428
3092,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.83,ref-sifre-d.111.1.12-ref-sifre-d.111.1.28,667487,667632,101642,101672,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.83,150485,150567,25160,25176,ref-sifre-d.111.1.12,ref-sifre-d.111.1.28,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן בסופה ולא בתחילתה אף קץ האמור כאן ,31,17,3092,1426,0.5571428571428572,0.5629139072847682,0.5571428571428572
3093,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.83,ref-sifre-d.122.3.2-ref-sifre-d.122.3.16,667487,667632,101642,101672,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.83,159893,159968,26768,26782,ref-sifre-d.122.3.2,ref-sifre-d.122.3.16,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן ,31,15,3093,1545,0.5714285714285714,0.5208333333333333,0.5571428571428572
3094,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.83,ref-sifre-d.149.4.17-ref-sifre-d.149.4.37,667487,667632,101642,101672,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.83,179909,180017,30019,30035,ref-sifre-d.149.4.17,ref-sifre-d.149.4.37,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן שער שנמצאו בו ולא שער שנדונו בו אף שעריך האמור כאן ,31,21,3094,1875,0.5642857142857143,0.49068322981366463,0.5071428571428571
3095,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.83,ref-sifre-d.289.9.18-ref-sifre-d.289.9.32,667487,667632,101642,101672,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.83,275341,275407,46033,46047,ref-sifre-d.289.9.18,ref-sifre-d.289.9.32,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,נאמר כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן ,31,15,3095,2868,0.6071428571428571,0.6122448979591837,0.6071428571428571
3096,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.83,ref-sifre-d.291.6.2-ref-sifre-d.291.6.18,667487,667632,101642,101672,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.83,276844,276939,46303,46319,ref-sifre-d.291.6.2,ref-sifre-d.291.6.18,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן ,31,17,3096,2971,0.5642857142857143,0.48684210526315785,0.5142857142857142
3097,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.83,ref-sifre-d.302.1.6-ref-sifre-d.302.1.20,667487,667632,101642,101672,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.83,288558,288623,48290,48304,ref-sifre-d.302.1.6,ref-sifre-d.302.1.20,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,31,15,3097,3100,0.6142857142857143,0.6375838926174497,0.6142857142857143
3098,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.85,ref-sifre-d.194.6.12-ref-sifre-d.194.6.26,667487,667640,101642,101674,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.85,206762,206832,34504,34518,ref-sifre-d.194.6.12,ref-sifre-d.194.6.26,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן בל תאחר ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,33,15,3098,2067,0.5945945945945946,0.56,0.5878378378378378
3099,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.85,ref-sifre-d.195.7.13-ref-sifre-d.195.7.27,667487,667640,101642,101674,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.85,207312,207382,34601,34615,ref-sifre-d.195.7.13,ref-sifre-d.195.7.27,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן בל תאחר ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,33,15,3099,2160,0.5945945945945946,0.56,0.5878378378378378
3100,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.86,ref-sifre-d.69.1.2-ref-sifre-d.69.1.17,667487,667646,101642,101675,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.86,114321,114406,19130,19145,ref-sifre-d.69.1.2,ref-sifre-d.69.1.17,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן בל תאחר לשלמו ,נאמרה כאן שמחה ונאמרה להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן שלמים ,34,16,3100,666,0.6363636363636364,0.572289156626506,0.5844155844155844
3102,ref-Sifra.14.03-00.3.53-ref-Sifra.14.03-00.3.86,ref-sifre-d.138.1.6-ref-sifre-d.138.1.21,667487,667646,101642,101675,ref-Sifra.14.3-00.3.53,ref-Sifra.14.3-00.3.86,170594,170677,28530,28545,ref-sifre-d.138.1.6,ref-sifre-d.138.1.21,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן בל תאחר לשלמו ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן שלמים ,34,16,3102,1740,0.6233766233766234,0.5670731707317074,0.5844155844155844
3104,ref-sifra.14.03-00.3.67-ref-sifra.14.03-00.3.83,ref-sifre-d.43.24.43-ref-sifre-d.43.25.12,667552,667632,101656,101672,ref-sifra.14.3-00.3.67,ref-sifra.14.3-00.3.83,82634,82690,13897,13909,ref-sifre-d.43.24.43,ref-sifre-d.43.25.12,אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן ,17,13,3104,290,0.5714285714285714,0.3291139240506329,0.4935064935064935
3105,ref-Sifra.14.03-00.3.67-ref-Sifra.14.03-00.3.83,ref-sifre-d.43.25.14-ref-sifre-d.43.25.23,667552,667632,101656,101672,ref-Sifra.14.3-00.3.67,ref-Sifra.14.3-00.3.83,82695,82740,13911,13920,ref-sifre-d.43.25.14,ref-sifre-d.43.25.23,אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,אף חרי האמור כאן חרב ומה חרי אף האמור להלן ,17,10,3105,333,0.6103896103896104,0.4810126582278481,0.5714285714285714
3106,ref-Sifra.14.03-00.3.67-ref-Sifra.14.03-00.3.83,ref-sifre-d.43.25.27-ref-sifre-d.43.25.39,667552,667632,101656,101672,ref-Sifra.14.3-00.3.67,ref-Sifra.14.3-00.3.83,82755,82813,13924,13936,ref-sifre-d.43.25.27,ref-sifre-d.43.25.39,אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,אף חרי אף האמור כאן דבר וחיה רעה ומה חרי אף האמור להלן ,17,13,3106,337,0.6103896103896104,0.37037037037037035,0.5324675324675324
3107,ref-sifra.14.03-00.3.69-ref-sifra.14.03-00.3.83,ref-sifre-d.36.2.105-ref-sifre-d.36.2.118,667559,667632,101658,101672,ref-sifra.14.3-00.3.69,ref-sifra.14.3-00.3.83,51696,51764,8677,8690,ref-sifre-d.36.2.105,ref-sifre-d.36.2.118,האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,15,14,3107,227,0.35714285714285715,0.30379746835443033,0.34285714285714286
3108,ref-sifra.14.03-00.3.69-ref-sifra.14.03-00.3.83,ref-sifre-d.86.6.7-ref-sifre-d.86.6.18,667559,667632,101658,101672,ref-sifra.14.3-00.3.69,ref-sifra.14.3-00.3.83,131321,131387,21928,21939,ref-sifre-d.86.6.7,ref-sifre-d.86.6.18,האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,15,12,3108,904,0.45714285714285713,0.41666666666666663,0.37142857142857144
3109,ref-sifra.14.03-00.3.69-ref-sifra.14.03-00.3.83,ref-sifre-d.111.1.15-ref-sifre-d.111.1.28,667559,667632,101658,101672,ref-sifra.14.3-00.3.69,ref-sifra.14.3-00.3.83,150497,150567,25163,25176,ref-sifre-d.111.1.15,ref-sifre-d.111.1.28,האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,ונאמר להלן קץ מה קץ האמור להלן בסופה ולא בתחילתה אף קץ האמור כאן ,15,14,3109,1451,0.44285714285714284,0.3125,0.34285714285714286
3110,ref-sifra.14.03-00.3.69-ref-sifra.14.03-00.3.83,ref-sifre-d.122.3.5-ref-sifre-d.122.3.16,667559,667632,101658,101672,ref-sifra.14.3-00.3.69,ref-sifra.14.3-00.3.83,159907,159968,26771,26782,ref-sifre-d.122.3.5,ref-sifre-d.122.3.16,האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן ,15,12,3110,1578,0.45714285714285713,0.34615384615384615,0.37142857142857144
3111,ref-sifra.14.03-00.3.69-ref-sifra.14.03-00.3.83,ref-sifre-d.149.4.20-ref-sifre-d.149.4.37,667559,667632,101658,101672,ref-sifra.14.3-00.3.69,ref-sifra.14.3-00.3.83,179925,180017,30022,30035,ref-sifre-d.149.4.20,ref-sifre-d.149.4.37,האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,ונאמר להלן שעריך מה שעריך האמור להלן שער שנמצאו בו ולא שער שנדונו בו אף שעריך האמור כאן ,15,18,3111,1896,0.5,0.3711340206185567,0.4318181818181818
3112,ref-sifra.14.03-00.3.69-ref-sifra.14.03-00.3.83,ref-sifre-d.261.2.28-ref-sifre-d.261.2.41,667559,667632,101658,101672,ref-sifra.14.3-00.3.69,ref-sifra.14.3-00.3.83,251795,251870,42032,42045,ref-sifre-d.261.2.28,ref-sifre-d.261.2.41,האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,15,14,3112,2458,0.5,0.43956043956043955,0.3888888888888889
3113,ref-Sifra.14.03-00.3.69-ref-Sifra.14.03-00.3.83,ref-sifre-d.284.6.8-ref-sifre-d.284.6.24,667559,667632,101658,101672,ref-Sifra.14.3-00.3.69,ref-Sifra.14.3-00.3.83,268492,268578,44846,44862,ref-sifre-d.284.6.8,ref-sifre-d.284.6.24,האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,ונאמר להלן גר יתום מה גר יתום האמור להלן בעושה פחות מסאתים אף גר ויתום האמור כאן ,15,17,3113,2672,0.48148148148148145,0.3222222222222222,0.3950617283950617
3115,ref-Sifra.14.03-00.3.69-ref-Sifra.14.03-00.3.83,ref-sifre-d.285.4.7-ref-sifre-d.285.4.22,667559,667632,101658,101672,ref-Sifra.14.3-00.3.69,ref-Sifra.14.3-00.3.83,269154,269231,44959,44974,ref-sifre-d.285.4.7,ref-sifre-d.285.4.22,האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,ונאמר להלן גר יתום מה גר יתום האמור להלן פחות מסאתים אף גר יתום האמור כאן ,15,16,3115,2756,0.4864864864864865,0.32558139534883723,0.36486486486486486
3117,ref-sifra.14.03-00.3.69-ref-sifra.14.03-00.3.83,ref-sifre-d.289.9.21-ref-sifre-d.289.9.32,667559,667632,101658,101672,ref-sifra.14.3-00.3.69,ref-sifra.14.3-00.3.83,275353,275407,46036,46047,ref-sifre-d.289.9.21,ref-sifre-d.289.9.32,האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן ,15,12,3117,2902,0.4142857142857143,0.3733333333333333,0.4
3118,ref-sifra.14.03-00.3.69-ref-sifra.14.03-00.3.83,ref-sifre-d.291.6.6-ref-sifre-d.291.6.18,667559,667632,101658,101672,ref-sifra.14.3-00.3.69,ref-sifra.14.3-00.3.83,276866,276939,46307,46319,ref-sifre-d.291.6.6,ref-sifre-d.291.6.18,האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן ,15,13,3118,3009,0.42857142857142855,0.38372093023255816,0.3142857142857143
