ref-Sifra.1.1,רבי ישמעאל אומ׳ 
ref-Sifra.12.01-00.8,יאמר לאחיו ולאחותו מה תלמוד לומר ׳לבנו ולבתו׳ אחיו ואחותו שאינו חייב בהם מצוות הרי הוא  להם בנו ובתו שהוא חייב בהם מצוות אינו דין שיהא מטמא להם אילו כן הייתי אומר לאחיו ולאחותו יכול לאחיו ולאחותו מאמו תלמוד לומר לבנו ולבתו מה בנו ובתו שהוא יורשו אף אחיו ואחותו שהוא יורשו יצאו אחיו ואחותו מאמו שאינו יורשו 
ref-Sifra.12.01-00.9,יאמר ׳לאחיו׳ מה תלמוד לומר ׳לאחותו׳ שאילו נאמר ׳לאחיו׳ ולא נאמר ׳לאחותו׳ הייתי אומר מה אחיו בין גדול בין קטן אף אחותו בין קטנה בין גדולה תלמוד לומר ולאחותו הבתולה הקטנה ולא הגדולה 
ref-Sifra.12.01-00.10,אילו נאמר ׳לאחותו׳ ולא נאמר ׳לאחיו׳ הייתי אומר מה אחותו שהיא קטנה ולא גדולה אף אחיו הקטן ולא הגדול תלמוד לומר ולאחיו בין קטן בין גדול 
ref-Sifra.12.01-00.11,ולאחותו הבתולה פרט לאנוסה ולמפותה או יכול שאני מוציא את מוכת עץ תלמוד לומר אשר לא היתה לאיש שהויתה על ידי איש ולא שהויתה בדבר אחר 
ref-Sifra.12.01-00.12,הקרובה לרבות את הארוסה אליו לרבות את הבוגרת לה יטמא מצוה לא רצה לטמא מטמין אותו בעל כרחו ומעשה ביוסף הכהן שמתה אשתו בערב פסח ולא רצה לטמא לה ודחפוהו חכמים וטימאוהו בעל כרחו 
ref-Sifra.12.01-00.13,לה יטמא מטמא הוא על הודאי ואינו מטמא על הספק לה יטמא אינו מטמא לאחרים עמה שלא יאמר הואיל ונטמאתי אלקט עצמות פלוני בידי ״לה יטמא לה יטמא״ אינו מטמא על איבריה שאין אדם מטמא על אבר מן החי מאביו אבל מטמא הוא על עצם כשעורה מאביו ר׳ יוסי אומר אין אדם מטמא על עצם כשעורה מאביו אינו מטמא על איבריה שאין אדם מטמא על אבר מן החי מאביו אבל מטמא הוא על עצם כשעורה מאביו ר׳ יוסי אומר אין אדם מטמא על עצם כשעורה מאביו 
ref-Sifra.12.01-00.14,מעשה ביוסף פן פכסס שעלת נומי על רגלו ובקש הרופא לחותכה אמר לו כשתניח בה כחוט השערה הודיעני חתכה והניח בה כחוט השערה והודיעו קרא לנחוניא בנו אמר לו חוניא בני עד כאן היית חייב ליטפל בי מיכן ואילך צא לך שאין מטמא על אבר מן החי מאביו וכשבא דבר לפני חכמים אמרו על זה נאמר יש צדיק אובד בצדקו הצדיק אבד וצדקו עמו 
ref-Sifra.12.01-00.15,לא יטמא בעל בעמיו מה תלמוד לומר לפי שנאמר ׳לאמו ולאביו ולבנו ולבתו ולאחיו ולאחותו׳ מטמא להם בין פסולים בין כשרים יכול אף לאשתו יטמא בין כשרה בין פסולה תלמוד לומר לא יטמא בעל בעמיו יש בעל שמטמא ויש בעל שאין מטמא הא כיצד מטמא הוא לאשתו כשרה ואינו מטמא לאשתו פסולה 
ref-Sifra.12.01-00.16,בעמיו בזמן שעושים כמעשה עמיו לא בזמן שפירשו מדרכי ציבור להחלו נהג מנהג כזה הרי הוא חולין יכול יהא חולין לעולם תלמוד לומר להחלו בזמן שהוא מתעסק עמו הרי הוא חולין פירש הרי הוא בקדושתו 
ref-Sifra.12.01-01.1,לא יקרחו יכול על חמש קריחות לא יהא חייב אלא אחת תלמוד לומר קרחה לחייב על כל קרחה וקרחה 
ref-Sifra.12.01-01.2,בראשם מה תלמוד לומר לפי שנאמר לא תתגודדו ולא תשימו קרחה בין עיניכם למת שיכול אין חייבים אלא על בין העינים לבד מנין לרבות הראש תלמוד לומר בראשם לרבות את הראש 
ref-Sifra.12.01-01.3,יכול בכהנים שריבה בהם הכתוב מצוות יתירות חייבים על כל קרחה וקרחה ועל הראש כבין העינים אבל ישראל שלא ריבה בהם הכתוב מצוות יתירות לא יהיו חייבים אלא אחת ולא יהיו חייבים אלא בין העינים לבד תלמוד לומר קרחה ״קרחה לגזירה שוה מה לגזירה שוה מה ״קרחה האמור בכהנים על כל קרחה וקרחה ועל הראש כבין העינים אף קרחה האמורה בישראל חייבים על כל קרחה וקרחה ועל הראש כבין העינים ומה קרחה האמורה בישראל אין חייבים אלא על המת אף קרחה האמורה בכהנים לא יהיו חייבים אלא על המת 
ref-Sifra.12.01-01.4,ובבשרם לא ישרטו שרטת יכול על חמש שריטות לא יהא חייב אלא אחת תלמוד לומר שרטת לחייב על כל שריטה ושריטה 
ref-Sifra.12.01-01.5,יכול הכהנים שריבה בהם הכתוב מצות יתירות חייבים על כל שריטה ושריטה אבל ישראל שלא ריבה בהם הכתוב מצות יתירות לא יהיו חייבים אלא אחת תלמוד לומר שרטת ״שרטת שרטת״ לגזירה שוה מה שריטה האמורה בכהנים חייבים על כל שריטה ושריטה אף שריטה האמורה בישראל חייבים על כל שריטה ושריטה ומה שריטה האמורה בישראל אין חייבים אלא על המת אף שריטה האמורה בכהנים אין חייבים אלא על המת 
ref-Sifra.12.01-01.6,קדושים יהיו לאלקיהם על כרחם ולא יחללו את שם אלקיהם כי את אשי ה׳ לחם אלקיהם הם מקריבים והיו קדש להגיד מה גרם הם מקריבים ולא הלוים והיו קדש לרבות בעלי מומים 
ref-Sifra.12.01-01.7,אשה זונה ר׳ יהודה אומר זו איילונית וחכמים אומרים אין זונה אלא גיורת ומשוחררת ושנבעלה בעילת זנות ר׳ אליעזר אומר פנוי הבא על הפנויה שלא לשם אישות 
ref-Sifra.12.01-01.8,וחללה איזו היא חללה זו שנולדה מאחד מכל הפסולים 
ref-Sifra.12.01-01.9,גרושה אין לי אלא גרושה חלוצה מנין ודין הוא ומה אם גרושה שהיא מותרת למגרש פסולה מן הכהונה חלוצה שהיא אסורה לחזור לחולץ אינו דין שתהא פסולה מן הכהונה 
ref-Sifra.12.01-01.10,צרה תוכיח שהיא אסורה לחזור לחולץ וכשרה לכהונה הפרש גרושה עשה בה מעשה חלוצה עשה בה מעשה ואל תוכיח צרה שלא עשה בה מעשה ואם נפשך לומר ואשה לרבות את החלוצה יכול אף הצרה תהי כחלוצה ופסולה מן הכהונה תלמוד לומר ואשה גרושה מאישה שגירושיה ביד אישה ולא שאין גירושיה ביד אישה 
ref-Sifra.12.01-01.11,אשה גרושה זו דרש ר׳ אלעזר בן מתיא הרי שהלך בעלה למדינת הים ובאו ואמרו לה מת בעלה ונתקדשה ואחר כך בא בעלה מנין שהיא מותרת לחזור לראשון שאף על פי שנתן לה האחרון גט לא פסלה מן הכהונה תלמוד לומר ואשה גרושה מאישה ולא מאיש שאינו אישה 
ref-Sifra.12.01-01.12,לא יקחו לא יקחו מלמד שהאשה מוזהרת על ידי האיש 
ref-Sifra.12.01-01.13,ומנין שאם אינו רוצה  תלמוד לומר וקדשתו בעל כרחו כי את לחם אלקיך הוא מקריב להגיד מה גרם קדוש יהיה לך לרבות בעלי מומין כי קדוש אני ה׳ מקדשכם להזהיר בית דין על כך 
ref-Sifra.12.01-01.14,ובת כהן כי תחל יכול אם חללה את השבת תדון בשריפה תלמוד לומר כי תחל לזנות כשחיללתה בזנות ולא חללה בדבר אחר 
ref-Sifra.12.01-01.15,יכול אם זנתה פנויה תהיה בשריפה תלמוד לומר כאן אביה ונאמר להלן אביה מה אביה האמור להלן זנות עם זיקת הבעל אף אביה האמור כאן זנות עם זיקת הבעל או אינו אומר אביה אלא להוציא את כל הארץ כשהוא אומר היא מחללת הרי כל הארץ אמור הא מה אני מקיים אביה מה אביה האמור להלן זנות עם זיקת הבעל אף אביה האמור כאן זנות עם זיקת הבעל 
ref-Sifra.12.01-01.16,אי מה אביה האמור להלן נערה ארוסה אף אין לי אלא נערה ארוסה מנין נערה נשואה בוגרת ארוסה בוגרת נשואה אפילו זקנה מנין תלמוד לומר ובת כהן מכל מקום 
ref-Sifra.12.01-01.17,אין לי אלא בת כהן לכהן מנין בת כהן ללוי בת כהן לישראל אפילו לנתין ולממזר מנין תלמוד לומר ובת איש כהן אף על פי שאינה כהנת 
ref-Sifra.12.01-01.18,את אביה היא מחללת ר׳ אליעזר אומר עם אביה בשריפה ועם חמיה בסקילה היא באש תשרף היא בשריפה ואין בועלה בשריפה היא בשריפה ואין זוממין בשריפה 
ref-Sifra.12.02-00.1,והכהן הגדול מאחיו שיהא גדול מאחיו בנוי בעושר בכח בחכמה ובמראה אין לו מנין שיגדלוהו משל אחיו תלמוד לומר הגדול מאחיו שיהא גדול מאחיו אמרו עליו על פינחס איש הבתה שעלה גורלו להיות כהן גדול והלכו אחריו גזברין ומרכולין ומצאוהו חוצב ומלאו עליו את המחצב דינרי זהב אמר ר׳ חנניא בן גמליאל וכי סתת היה והלא חתנינו היה והלא לא מצאוהו אלא חורש כענין שנאמר ושנים עשר צמדים לפניו והוא בשנים העשר 
ref-Sifra.12.02-00.2,אשר יוצק על ראשו שמן המשחה מה תלמוד לומר לפי שנאמר שבעת ימים ילבשם הכהן תחתיו מבניו אשר יבא אל אהל מועד לשרת בקדש שיכול אין לי אלא שנמשח שבעה ונתרבה שבעה נמשח שבעה ונתרבה יום אחד נמשח יום אחד ונתרבה שבעה נמשח יום אחד ונתרבה יום אחד ואפילו שעה אחת מנין תלמוד לומר אשר יוצק על ראשו שמן המשחה אפילו שעה אחת ומלא את ידו ללבוש את הבגדים אפילו שעה אחת 
ref-Sifra.12.02-00.3,אילו אמר ראש לא יפרע ובגד לא יפרום יכול לא יפרע ולא יפרום של סוטה תלמוד לומר את ראשו לא יפרע ובגדיו לא יפרום ״ שאינו בפריעה ופרימה כל עיקר דברי רבי יהודה ר׳ מאיר אומר ר׳ מאיר אומר ״ראשו לא יפרע ובגדיו לא יפרום לא יפרע ובגדיו לא יפרום על מתו כדרך שבני אדם פורעים ופורמים על מתיהם לא יפרום לא יפרום כדרך הפורמים הא כיצד כהן גדול פורם מלמטה וההדיוט מלמעלה 
ref-Sifra.12.02-00.4,ועל כל נפשות מת לא יבא אמר ר׳ עקיבא מנין לרביעית דם שהיא משתי מתים תלמוד לומר ועל כל נפשות מת שתי נפשות ומת אחד לא יבא ולא  חייב בלא יבוא וחייב בלא יטמא אין לי אלא כהן גדול שהוא חייב בלא יבא וחייב בלא יטמא מנין לכהן הדיוט שהוא בלא יבא ושהוא בלא יטמא תלמוד לומר לא  ״לא  לגזירה שוה מה לגזירה שוה מה ״לא יטמא יטמא האמור בכהן גדול חייב בלא יבא וחייב בלא יטמא אף לא יטמא האמור בכהן הדיוט חייב בלא יבא וחייב בלא יטמא ״לאביו ולאמו לא יטמא לאביו ולאמו לא יטמא״ מטמא הוא למת מצוה מטמא הוא למת מצוה 
ref-Sifra.12.02-00.5,ומן המקדש לא יצא עמהם אינו יוצא אבל יוצא הוא אחריהם אלא הם נכסים והוא נגלה הם נכסים והוא נגלה ויוצא עמהם עד פתח העיר דברי ר׳ מאיר ר׳ יהודה אומר ומן המקדש לא יצא אינו יוצא כל עיקר 
ref-Sifra.12.02-00.6,ומנין שאם עבד עבודתו כשרה תלמוד לומר ולא יחלל את מקדש אלקיו הא כהן הדיוט שעבד אונן עבודתו פסולה כי שמן משחת אלקיו עליו אין לי אלא משיח בשמן המשחה מרובה בגדים מנין תלמוד לומר כי נזר שמן משחת אלקיו עליו ״אני ה׳ אני ה׳ ״ להגיד מה גרם להגיד מה גרם 
ref-Sifra.12.02-00.7,׳הוא׳ ולא המלך ׳הוא׳ ולא הנזיר ׳הוא׳ לרבות כהן משיח מלחמה אשה בבתוליה יקח פרט לבוגרת שכלו בתוליה ר׳ אליעזר ור׳ שמעון מכשירין בבוגרת 
ref-Sifra.12.02-02.1,יאמר אלמנה מה תלמוד לומר גרושה שאילו נאמר אלמנה ולא נאמר גרושה הייתי אומר אלמנה שהיא מותרת לכהן הדיוט אסורה לכהן גדול גרושה שהיא אסורה לכהן הדיוט אינו דין שתהא אסורה לכהן גדול אילו כן הייתי אומר אלמנה שהיא מותרת לכהן הדיוט זרעו ממנה חולין גרושה שהיא אסורה לכהן הדיוט יהא זרעו ממנה ממזר תלמוד לומר גרושה ולא יחלל 
ref-Sifra.12.02-02.2,או אילו נאמר גרושה ולא נאמר אלמנה הייתי אומר גרושה שהיא אסורה לכהן הדיוט זרעו ממנה חולין אלמנה שהיא מותרת לכהן הדיוט זרעו ממנה כשר תלמוד לומר אלמנה ולא יחלל ״גרושה ולא יחלל גרושה ולא יחלל״ אלמנה להחמיר עליה וגרושה להקל עליה אלמנה להחמיר עליה וגרושה להקל עליה 
ref-Sifra.12.02-02.3,וחללה איזו היא חללה זו שנולדה מאחד מכל הפסולים 
ref-Sifra.12.02-02.4, מה תלמוד לומר שיכול אין לי אלא כהן גדול שנעשה זרעו מן הפסולות ממנו חולין מנין לכהן הדיוט שנעשה זרעו מן הפסולות ממנו חולין תלמוד לומר   לגזירה שוה מה לגזירה שוה מה  האמורה בכהן גדול זרעו מן הפסולות ממנו חולין אף  האמורה בכהן הדיוט זרעו ממנה חולין 
ref-Sifra.12.02-02.5,את אלה לא יקח אלה לא יקח ולא יחלל ואין זרעו מן הנדה חולין והלא דין הוא מה אלו שאין חייב על ביאתו כרת זרעו ממנה חולין נדה שהוא חייב על ביאתו כרת אינו דין שיהא זרעו ממנה חולין תלמוד לומר את אלה לא יקח ולא יחלל אין זרעו מן הנדה חולין 
ref-Sifra.12.02-02.6,כי אם בתולה מלמד שהוא מצוה על הבתולה מעמיו להביא בת גיורת עמונית שתהא כשרה לכהונה יקח אשה מה תלמוד לומר מנין אתה אומר ארס את האלמנה ונתמנה להיות כהן גדול יכנוס תלמוד לומר יקח אשה מעשה ביהושע בן גמלא שקידש מרתא בת בייתוס ומינהו המלך להיות כהן גדול וכנסה יכול אפילו עשה מאמר ביבמתו יכנס תלמוד לומר יקח אשה ולא יבמה 
ref-Sifra.12.02-02.7,ולא יחלל זרעו אין לי אלא זרע שהוא מתחלל היא עצמה מנין ודין הוא ומה אם הזרע שלא עבר עבירה הרי היא מתחלל היא שעברה עבירה אינו דין שיתחלל הוא עצמו יוכיח שעבר עבירה ואינו מתחלל לא אם אמרת באיש שאינו מתחלל בכל מקום תאמר באשה שהיא מתחללת בכל מקום ואם נפשך לומר ׳לא יחלל׳ ולא יחלל אף מי שהיה כשר ונתחלל 
ref-Sifra.12.02-02.8,בעמיו להביא בת חלל זכר שתהא פסולה מן הכהונה ר׳ יהודה אומר בת גר זכר כבת חלל זכר כי אני ה׳ מקדשו להגיד מה גרם 
ref-Sifra.12.03-00.1,וידבר ה׳ אל משה לאמר איש מזרעך לדרתם אשר יהיה בו מום לא יקרב להקריב לחם אלקיו אמר ר׳ אלעזר בר׳ יוסי הא תינוק פסול אף על פי שהוא תמים אימתי עבודתו כשרה משיביא שתי שערות אבל אין אחיו הכהנים מקריבים אותו לעבודה עד שיהיה בן כ׳ שנה 
ref-Sifra.12.03-00.2,אשר יהיה בו מום אין לי אלא שלא יהיה בו מום לאחר הדיבור כזיבה וכנגעים היה בו מום לפני הדיבור מנין תלמוד לומר אשר יהיה בו מום אין לי אלא שנולד תמים ונעשה בעל מום נולד בעל מום ממעי אמו מנין תלמוד לומר אשר יהיה בו מום 
ref-Sifra.12.03-00.3,לא יקרב להקריב לחם אלקיו אין לי אלא תמידים שהם קרוים לחם שנאמר את קרבני לחמי לאשי שאר כל הקרבנות מנין תלמוד לומר שוב לחם מנין לרבות את הדם תלמוד לומר לא יקרב ואומר ויקריבו בני אהרן את הדם אליו 
ref-Sifra.12.03-00.4,מנין אימורי חטאת ואימורי אשם ואימורי קדשי קדשים ואימורי קדשים קלים תלמוד לומר לא יגש להקריב מנין הקומץ והלבונה והקטורת ומנחת כהנים ומנחת כהן משיח ומנחת נסכים תלמוד לומר לא יגש להקריב מנין היציקות והבלילות והתנופות וההגשות והקמיצות והפתיתות והמליחות והמליקות והקבלות תלמוד לומר לא יגש להקריב יכול יהיו חייבים על כולם תלמוד לומר לחם מה לחם מיוחד שהוא משום עבודה יצאו אלו שאינם משום עבודה 
ref-Sifra.12.03-00.5,כל איש אשר בו מום מה תלמוד לומר לפי שנאמר זרע אהרן אין לי אלא זרעו אהרן עצמו מנין תלמוד לומר כל איש אשר בו מום אין לי אלא בעל מום קבוע מום עובר מנין תלמוד לומר כל איש אשר בו מום 
ref-Sifra.12.03-00.6, בין סומא בשתי עיניו בין סומא אפילו בעינו אחת  קבוע והמים הקבועים מנין תלמוד לומר איש עור 
ref-Sifra.12.03-00.7,פסח בין חגר בשתי רגליו בין חגר ברגלו אחת רגלו חלולה ועקומה ודומה למגל מנין תלמוד לומר או פסח ״חרום שחוטמו שקוע חוטמו בלום חוטמו סולד חוטמו נוטף מנין תלמוד לומר שחוטמו שקוע חוטמו בלום חוטמו סולד חוטמו נוטף מנין תלמוד לומר ״או חרום חרום 
ref-Sifra.12.03-00.8,אבא יוסי אומר איזהו החרום הכוחל שתי עיניו כאחת אמרו לו הפלגת אף על גב שאין יכול לכחול שתי עיניו כאחת 
ref-Sifra.12.03-00.9,שרוע שנשמטה יריכו פיקה יוצא מגודלו עקיבו יוצא לאחוריו פרסתו רחבה כשל אווז מנין תלמוד לומר או שרוע 
ref-Sifra.12.03-00.10,שבר רגל אין לי אלא שנשברה רגלו הקשן והעקלן והקולבן מנין תלמוד לומר איש 
ref-Sifra.12.03-00.11,שבר יד אין לי אלא שנשברה ידו אצבעותיו מורכבות זו על זו או קולטות עד הפרק כשר למטה מן הפרק פסול חתכה כשר מנין תלמוד לומר או שבר יד 
ref-Sifra.12.03-00.12,גבן שיש לו גבינים הרבה אין לו גבינים או אין לו אלא גבן אחד זה גבן האמור בתורה ר׳ דוסא אומר מי שגביניו שוכבים ר׳ חנינא בן אנטיגנוס אומר כל שיש לו שתי גבים ושתי שדראות דק זה הדוק חלזון נחש עינב מנין תלמוד לומר או דק 
ref-Sifra.12.03-00.13,תבלול לבן נכנס בשחור ושחור בלבן ר׳ יוסי אומר אין מומים בלבן איזהו תבלול לבן פוסק בסירה ונכנס בשחור 
ref-Sifra.12.03-00.14,בעינו להביא את שבעיניו שתי עיניו למעלה ושתי עיניו למטה עינו אחת למעלה ועינו אחת למטה ורואה את החדר ואת העליה כאחת סני שמש והזוגדן והמדבר עם חבירו ואחר אומר לי הוא רואה 
ref-Sifra.12.03-00.15,גרב זו החרס ילפת זו חזזית מצרית מרוח אשך ר׳ ישמעאל אומר כל שנמרחו אשכיו ר׳ עקיבא אומר כל שרוח באשכיו חנניא בן אנטיגנוס אומר כל שמראיו חשוכים 
ref-Sifra.12.03-03.1,אין לי אלא אלו בלבד מנין לרבות שאר המומים תלמוד לומר מום מום ריבה 
ref-Sifra.12.03-03.2,מנין הכושי והגיחור והלבקן והקופח והננס והחרש והשוטה והשיכור ובעלי נגעים טהורים תלמוד לומר איש איש ריבה 
ref-Sifra.12.03-03.3,והלא דין הוא ומה אם בהמה שפסל בה אותו ואת בנו וטריפה ויוצא דופן הכשיר בה הכושי והגיחור והלבקן והקופח והננס והחרש והשוטה והשיכור ובעלי נגעים טהורים 
ref-Sifra.12.03-03.4,אדם שהכשיר בו אותו ואת בנו וטריפה ויוצא דופן אינו דין שנכשיר בו את הכושי והגיחור והלבקן והקופח והננס והחרש והשוטה והשיכור ובעלי נגעים טהורים תלמוד לומר איש איש ריבה 
ref-Sifra.12.03-03.5,מום בו פרט לאותו ואת בנו וטריפה ויוצא דופן והלא דין הוא ומה אם בהמה שהכשיר בה הכושי והגיחור והקופח והננס והחרש והשוטה והשיכור ובעלי נגעים טהורים פסל בה אותו ואת בנו וטריפה ויוצא דופן אדם שפסל בו הכושי והגיחור והקופח והננס והחרש והשוטה והשיכור ובעלי נגעים טהורים אינו דין שיפסל בו אותו ואת בנו וטריפה ויוצא דופן תלמוד לומר מום בו פרט לאותו ואת בנו וטריפה ויוצא דופן 
ref-Sifra.12.03-03.6,מום בו פרט לשעבר מומו והלא דין הוא ומה אם בהמה שפסל בה אותו ואת בנו וטריפה ויוצא דופן אם עבר מומה כשרה אדם שהכשיר בו אותו ואת בנו וטריפה ויוצא דופן אם עבר מומו לא יהיה כשר 
ref-Sifra.12.03-03.7,לא אם אמרת בבהמה שהכשיר בה הכושי והגיחור והלבקן והקופח והננס והחרש והשוטה והשיכור ובעלי נגעים טהורים תאמר באדם שפסל בו את כל אלו אם עבר מומו לא יהא כשר תלמוד לומר מום בו פרט לשעבר מומו 
ref-Sifra.12.03-03.8,לחם אלקיו מקדשי הקדשים ומן הקדשים יאכל אם נאמר מקדשי הקדשים למה נאמר ומן הקדשים ואם נאמר מן הקדשים למה נאמר מקדשי הקדשים שאילו נאמר מקדשי הקדשים ולא נאמר מן הקדשים הייתי אומר קדשי קדשים שהותרו לזה מהם יאכל ומקדשים קלים לא יאכל צריך לומר מן הקדשים או אילו נאמר מן הקדשים ולא נאמר מקדשי הקדשים הייתי אומר מקדשים קלים יאכל ומקדשי קדשים לא יאכל צריך לומר מקדשי הקדשים וצריך לומר מן הקדשים 
ref-Sifra.12.03-03.9,יאכל אף במחלוקת והלא דין הוא ומה אם טבול יום ומחוסר כפורים שהם כשרים לעבודה מחר אינם אוכלים במחלוקת בעל מום שאינו כשר לעבודה מחר אינו דין שלא יאכל במחלוקת תלמוד לומר יאכל אף במחלוקת 
ref-Sifra.12.03-03.10,אם נאמר אל הפרוכת למה נאמר אל המזבח ואם נאמר אל המזבח למה נאמר אל הפרוכת שאילו נאמר אל הפרוכת ולא נאמר אל המזבח הייתי אומר אל הפרוכת שהיא בפנים יהיה פסול אל המזבח שאינו בפנים לא יהיה פסול צריך לומר אל המזבח ואילו נאמר אל המזבח ולא נאמר אל הפרוכת הייתי אומר אל המזבח שהוא כשר לעבודה יהיה פסול אל הפרוכת שאינה כשרה לעבודה לא יהיה פסול צריך לומר אל המזבח וצריך לומר אל הפרוכת 
ref-Sifra.12.03-03.11,יכול לא יכנס לעשות רקועיןס״א רקיעות תלמוד לומר אך כך היא מצוותו הכהנים נכנסים אם אין כהנים לוים נכנסים [אין לוים ישראלים נכנסים מלבים] אם אין טהורים נכנסים טמאים ואם אין תמימים נכנסים בעלי מומין ומנין שאם עבד עבודתו פסולה תלמוד לומר ם] אם אין טהורים נכנסים טמאים ואם אין תמימים נכנסים בעלי מומין ומנין שאם עבד עבודתו פסולה תלמוד לומר ״ולא יחלל את מקדשי יחלל את מקדשי ומנין שבעל מום במיתה ר׳ יהודה אומר נאמר כאן חילול ונאמר להלן חילול מה חילול שנאמר להלן מיתה אף כאן מיתה וחכמים אומרים אין בעל מום במיתה אלא באזהרה 
ref-Sifra.12.03-03.12,וידבר משה אל אהרן ואל בניו ואל כל בני ישראל הזהיר את אהרן על ידי הבנים ואת הבנים על ידי ישראל ואת הבנים זה על ידי זה 
ref-Sifra.12.04-00.1,וידבר ה׳ אל משה לאמר דבר אל אהרן ואל בניו וינזרו אין נזירה אלא הפרשה וכן הוא אומר וינזר מאחרי ויעל גלוליו ואומר נזורו אחור ״וינזרו מקדשי בני ישראל על קדשי בני ישראל חייבים על פיגול נותר וטמא ואין חייבים על קדשי העכום משום פיגול נותר וטמא קדשי בני ישראל אין לי אלא קדשי בני ישראל קדשי עצמן מנין תלמוד לומר אין לי אלא קדשי בני ישראל קדשי עצמן מנין תלמוד לומר ״אשר הם מקדישים לי אני ה׳ ״ לרבות את כולם הם מקדישים לי אני ה׳ אין לי אלא קדשי בני ישראל קדשי עצמן מנין תלמוד לומר ״אשר הם מקדישים לי אני ה׳ ״ לרבות את כולם לרבות את כולם 
ref-Sifra.12.04-00.2,מנין שמדבר אף בפסול זמן נאמר כאן חילול ונאמר להלן חילול מה חילול שנאמר להלן זמן אף כאן זמן ומה חילול שנאמר להלן מיתה אף כאן מיתה ומה חילול שנאמר להלן הרציה אף כאן הרציה ר׳ יהודה אומר נאמר כאן שנאמר להלן הרציה אף כאן הרציה ר׳ יהודה אומר נאמר כאן ״אני ה׳ ״ ונאמר להלן ״אני ה׳ ״ מה ״אני ה׳ ״ האמור למטה מכרית אף ״אני ה׳ ״ האמור כאן מכרית ה׳ שנאמר להלן הרציה אף כאן הרציה ר׳ יהודה אומר נאמר כאן ״אני ה׳ ״ ונאמר להלן ״אני ה׳ ״ מה ״אני ה׳ ״ האמור למטה מכרית אף ״אני ה׳ ״ האמור כאן מכרית ונאמר להלן שנאמר להלן הרציה אף כאן הרציה ר׳ יהודה אומר נאמר כאן ״אני ה׳ ״ ונאמר להלן ״אני ה׳ ״ מה ״אני ה׳ ״ האמור למטה מכרית אף ״אני ה׳ ״ האמור כאן מכרית ה׳ שנאמר להלן הרציה אף כאן הרציה ר׳ יהודה אומר נאמר כאן ״אני ה׳ ״ ונאמר להלן ״אני ה׳ ״ מה ״אני ה׳ ״ האמור למטה מכרית אף ״אני ה׳ ״ האמור כאן מכרית מה שנאמר להלן הרציה אף כאן הרציה ר׳ יהודה אומר נאמר כאן ״אני ה׳ ״ ונאמר להלן ״אני ה׳ ״ מה ״אני ה׳ ״ האמור למטה מכרית אף ״אני ה׳ ״ האמור כאן מכרית ה׳ שנאמר להלן הרציה אף כאן הרציה ר׳ יהודה אומר נאמר כאן ״אני ה׳ ״ ונאמר להלן ״אני ה׳ ״ מה ״אני ה׳ ״ האמור למטה מכרית אף ״אני ה׳ ״ האמור כאן מכרית האמור למטה מכרית אף שנאמר להלן הרציה אף כאן הרציה ר׳ יהודה אומר נאמר כאן ״אני ה׳ ״ ונאמר להלן ״אני ה׳ ״ מה ״אני ה׳ ״ האמור למטה מכרית אף ״אני ה׳ ״ האמור כאן מכרית ה׳ שנאמר להלן הרציה אף כאן הרציה ר׳ יהודה אומר נאמר כאן ״אני ה׳ ״ ונאמר להלן ״אני ה׳ ״ מה ״אני ה׳ ״ האמור למטה מכרית אף ״אני ה׳ ״ האמור כאן מכרית האמור כאן מכרית 
ref-Sifra.12.04-00.3,אמר אלהם אלו העומדים לפני הר סיני לדרתיכם שינהג הדבר לדורות אם נאמר לאבות למה נאמר לבנים ואם נאמר לבנים למה נאמר לאבות לפי שיש באבות מה שאין בבנים ובבנים מה שאין באבות באבות מהו אומר וכל בת יורשת נחלה ממטות בני ישראל לאחד ממשפחת מטה אבותיו תהיה לאשה למען יירשו בני ישראל איש נחלת אבותיו והרבה מצות בבנים מה שאין באבות הא לפי שיש באבות מה שאין בבנים ובבנים מה שאין באבות צריך לומר באבות וצריך לומר בבנים 
ref-Sifra.12.04-00.4,איש אין לי אלא איש אשה מנין תלמוד לומר מכל זרעכם מנין לרבות כל ישראל תלמוד לומר כל איש 
