baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-sifra,dam-lev,jac,id
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.3.5.6.31b.8.12-ref-b.3.5.6.31b.8.23,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,4004175,4004229,ref-b.3.5.6.31b.8.12,ref-b.3.5.6.31b.8.23,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן דבר ונאמר להלן דבר מה להלן בשני עדים אף כאן ,13,12,2959,2955.0,6928,6918.0,0.4393939393939394,0.5,4080004937
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.3.5.7.38a.4.14-ref-b.3.5.7.38a.4.27,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,4028015,4028082,ref-b.3.5.7.38a.4.14,ref-b.3.5.7.38a.4.27,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן כה תברכו ונאמר להלן אלה יעמדו לברך מה להלן בעמידה אף כאן ,13,14,2969,2966.0,6929,6918.0,0.42424242424242425,0.5454545454545454,4080004938
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.3.5.7.38a.10.5-ref-b.3.5.7.38a.10.21,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,4028812,4028887,ref-b.3.5.7.38a.10.5,ref-b.3.5.7.38a.10.21,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן ושמו את שמי ונאמר להלן לשום את שמו שם מה להלן בית הבחירה אף כאן ,13,17,2987,2974.0,6930,6918.0,0.4931506849315068,0.5,4080004939
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.3.5.9.46a.14.1-ref-b.3.5.9.46a.14.12,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,4060784,4060836,ref-b.3.5.9.46a.14.1,ref-b.3.5.9.46a.14.12,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן על ונאמר להלן על מה להלן שאר עבודות אף כאן ,13,12,3045,3036.0,6931,6918.0,0.4393939393939394,0.5,4080004940
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.3.7.1.15a.1.16-ref-b.3.7.1.15a.1.26,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,4429454,4429502,ref-b.3.7.1.15a.1.16,ref-b.3.7.1.15a.1.26,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן אזן ונאמר להלן אזן מה להלן ימין אף כאן ,13,11,3157,3152.0,6932,6918.0,0.4090909090909091,0.4444444444444444,4080004941
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.4.3.8.120b.3.5-ref-b.4.3.8.120b.3.20,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,5797774,5797848,ref-b.4.3.8.120b.3.5,ref-b.4.3.8.120b.3.20,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן זה הדבר ונאמר להלן זה הדבר מה להלן אהרן ובניו וכל ישראל אף כאן ,13,16,3840,3835.0,6933,6918.0,0.4583333333333333,0.6153846153846154,4080004942
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.4.4.7.50b.19.4-ref-b.4.4.7.50b.19.17,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,6132421,6132484,ref-b.4.4.7.50b.19.4,ref-b.4.4.7.50b.19.17,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן אביה ונאמר להלן אביה מה להלן זנות עם זיקת הבעל אף כאן ,13,14,4018,4018.0,6934,6934.0,0.3939393939393939,0.5833333333333333,4080004943
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.4.4.7.50b.21.6-ref-b.4.4.7.50b.21.19,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,6132603,6132666,ref-b.4.4.7.50b.21.6,ref-b.4.4.7.50b.21.19,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן אביה ונאמר להלן אביה מה להלן זנות עם זיקת הבעל אף כאן ,13,14,4031,4031.0,6935,6934.0,0.3939393939393939,0.5833333333333333,4080004944
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.4.4.7.51b.14.12-ref-b.4.4.7.51b.14.25,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,6136429,6136492,ref-b.4.4.7.51b.14.12,ref-b.4.4.7.51b.14.25,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן אביה ונאמר להלן אביה מה להלן זנות עם זיקת הבעל אף כאן ,13,14,4046,4042.0,6936,6918.0,0.3939393939393939,0.5833333333333333,4080004945
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.4.4.8.75a.17.5-ref-b.4.4.8.75a.17.16,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,6229508,6229565,ref-b.4.4.8.75a.17.5,ref-b.4.4.8.75a.17.16,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן זמה ונאמר להלן זמה מה להלן זכרים כנקבות אף כאן ,13,12,4276,4276.0,6937,6937.0,0.42424242424242425,0.5,4080004946
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.4.4.8.75a.18.5-ref-b.4.4.8.75a.18.16,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,6229604,6229660,ref-b.4.4.8.75a.18.5,ref-b.4.4.8.75a.18.16,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן זמה ונאמר להלן זמה מה להלן למטה כלמעלה אף כאן ,13,12,4288,4288.0,6938,6937.0,0.36363636363636365,0.5,4080004947
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.4.10.2.7b.14.14-ref-b.4.10.2.7b.14.32,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,6778215,6778304,ref-b.4.10.2.7b.14.14,ref-b.4.10.2.7b.14.32,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן מעיני ונאמר להלן מעיני מה להלן אין חייבין אלא על העלם דבר עם שגגת מעשה אף כאן ,13,19,4673,4668.0,6939,6918.0,0.5057471264367817,0.6875,4080004948
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.5.1.1.13a.12.13-ref-b.5.1.1.13a.12.32,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,6849135,6849233,ref-b.5.1.1.13a.12.13,ref-b.5.1.1.13a.12.32,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן בני אהרן ונאמר להלן אלה שמות בני אהרן הכהנים המשוחים מה להלן בכהן כשר ובכלי שרת אף כאן ,13,20,4897,4895.0,6940,6918.0,0.5,0.6666666666666667,4080004949
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.5.1.4.43b.8.10-ref-b.5.1.4.43b.8.24,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,6932902,6932978,ref-b.5.1.4.43b.8.10,ref-b.5.1.4.43b.8.24,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן טומאתו ונאמר להלן טומאתו בו מה להלן בטומאת הגוף הכתוב מדבר אף כאן ,13,15,5186,5174.0,6941,6918.0,0.5066666666666667,0.5454545454545454,4080004950
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.5.1.6.65a.11.15-ref-b.5.1.6.65a.11.26,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,6991988,6992046,ref-b.5.1.6.65a.11.15,ref-b.5.1.6.65a.11.26,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן ומלק ונאמר להלן ומלק מה להלן ממול עורף אף כאן ,13,12,5580,5560.0,6942,6918.0,0.42424242424242425,0.5,4080004951
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.5.2.8.77b.8.14-ref-b.5.2.8.77b.8.27,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,7378014,7378081,ref-b.5.2.8.77b.8.14,ref-b.5.2.8.77b.8.27,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן לחם ונאמר להלן בשתי הלחם לחם מה להלן עשרון לחלה אף כאן ,13,14,6920,6908.0,6943,6918.0,0.4393939393939394,0.5833333333333333,4080004952
ref-sifra.11.4-11.1.29-ref-sifra.11.4-11.1.43,ref-b.5.3.4.71a.7.6-ref-b.5.3.4.71a.8.14,518612,518693,ref-sifra.11.4-11.1.29,ref-sifra.11.4-11.1.43,7700415,7700496,ref-b.5.3.4.71a.7.6,ref-b.5.3.4.71a.8.14,הבהמה תהרוגו נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,בהמה למה נאמרה נאמרה כאן בהמה טמאה ונאמר להלן בהמה טמאה מה להלן טומאת קדש אף כאן ,15,17,7508,7508.0,6919,6918.0,0.48148148148148145,0.6153846153846154,4080004953
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-b.5.5.9.33b.22.5-ref-b.5.5.9.33b.22.16,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,8228398,8228456,ref-b.5.5.9.33b.22.5,ref-b.5.5.9.33b.22.16,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן חומה ונאמר להלן חומה מה להלן עובדי כוכבים אף כאן ,13,12,8290,8287.0,6944,6918.0,0.42424242424242425,0.5,4080004954
ref-sifra.11.4-11.2.5-ref-sifra.11.4-11.2.22,ref-b.4.4.1.15a.14.8-ref-b.4.4.1.15a.14.25,518719,518810,ref-sifra.11.4-11.2.5,ref-sifra.11.4-11.2.22,5979451,5979553,ref-b.4.4.1.15a.14.8,ref-b.4.4.1.15a.14.25,לשוכב עונש לנשכב מנין תלמוד לומר כל שוכב עם בהמה מות יומת אם אינו ענין לשוכב תנהו לנשכב ,אם אינו ענין לשוכב תניהו ענין לנשכב ואפקיה רחמנא בלשון שוכב לאקושי נשכב לשוכב מה שוכב הוא ובהמתו ,18,18,3920,3920.0,6946,6945.0,0.6907216494845361,0.6470588235294117,4080004955
ref-sifra.11.4-11.2.40-ref-sifra.11.4-11.2.57,ref-b.4.4.7.54b.2.1-ref-b.4.4.7.54b.2.17,518900,518996,ref-sifra.11.4-11.2.40,ref-sifra.11.4-11.2.57,6147612,6147703,ref-b.4.4.7.54b.2.1,ref-b.4.4.7.54b.2.17,למדנו אזהרה לשוכב אזהרה לנשכב מנין תלמוד לומר ולא יהיה קדש מבני ישראל ואומר וגם  היה בארץ ,"למדנו אזהרה לשוכב אזהרה לנשכב מניין ת""ל לא יהיה קדש מבני ישראל ואומר וגם קדש היה בארץ ",18,17,4109,4109.0,6951,6945.0,0.14444444444444443,0.2142857142857143,4080004956
ref-sifra.11.4-11.2.3-ref-sifra.11.4-11.2.74,ref-b.4.4.7.54b.6.1-ref-b.4.4.7.54b.9.14,518708,519076,ref-sifra.11.4-11.2.3,ref-sifra.11.4-11.2.74,6148065,6148422,ref-b.4.4.7.54b.6.1,ref-b.4.4.7.54b.9.14,למדנו עונש לשוכב עונש לנשכב מנין תלמוד לומר כל שוכב עם בהמה מות יומת אם אינו ענין לשוכב תנהו לנשכב למדנו עונש בין לשוכב בין לנשכב אזהרה מנין תלמוד לומר ובכל בהמה לא תתן שכבתך לטמאה בה למדנו אזהרה לשוכב אזהרה לנשכב מנין תלמוד לומר ולא יהיה קדש מבני ישראל ואומר וגם  היה בארץ דברי ר' ישעמאל רבי עקיבא אומר אינו צריך הרי הוא אומר לא תתן שכבתך לא תתן שכיבתך ,"למדנו עונש לשוכב עונש לנשכב מנלן ת""ל כל שוכב עם בהמה מות יומת אם אינו ענין לשוכב תניהו ענין לנשכב למדנו עונש בין לשוכב בין לנשכב אזהרה מניין ת""ל ובכל בהמה לא תתן שכבתך לטמאה בה למדנו אזהרה לשוכב לנשכב מניין ת""ל לא יהיה קדש מבני ישראל ואומר וגם קדש היה בארץ וגו' דברי רבי ישמעאל רבי עקיבא אומר אינו צריך הרי הוא אומר לא תתן שכבתך לא תתן שכיבתך ",72,70,4115,4115.0,6945,6945.0,0.1440677966101695,0.20588235294117652,4080004957
ref-sifra.11.4-11.2.5-ref-sifra.11.4-11.2.29,ref-b.4.4.7.54b.14.16-ref-b.4.4.7.54b.15.12,518719,518849,ref-sifra.11.4-11.2.5,ref-sifra.11.4-11.2.29,6148906,6149008,ref-b.4.4.7.54b.14.16,ref-b.4.4.7.54b.15.12,אם אינו ענין לשוכב תניהו ענין לנשכב ואפקיה רחמנא לנשכב בלשון שוכב מה שוכב ענש והזהיר אף נשכב ענש,אם אינו ענין לשוכב תניהו ענין לנשכב ואפקיה רחמנא לנשכב בלשון שוכב מה שוכב ענש והזהיר אף נשכב ענש,20,19,4119,4118.0,6947,6947.0,0.0,0.0,4080004958
ref-sifra.11.4-11.2.5-ref-sifra.11.4-11.2.29,ref-b.4.4.7.54b.17.17-ref-b.4.4.7.54b.17.35,518719,518849,ref-sifra.11.4-11.2.5,ref-sifra.11.4-11.2.29,6149261,6149363,ref-b.4.4.7.54b.17.17,ref-b.4.4.7.54b.17.35,אם אינו ענין לשוכב תניהו ענין לנשכב ואפקיה רחמנא לנשכב בלשון שוכב מה שוכב ענש והזהיר אף נשכב ענש,אם אינו ענין לשוכב תניהו ענין לנשכב ואפקיה רחמנא לנשכב בלשון שוכב מה שוכב ענש והזהיר אף נשכב ענש,20,19,4124,4123.0,6948,6948.0,0.0,0.0,4080004959
ref-sifra.11.4-11.3.32-ref-sifra.11.4-11.3.47,ref-b.4.4.1.4b.5.4-ref-b.4.4.1.4b.6.24,519236,519314,ref-sifra.11.4-11.3.32,ref-sifra.11.4-11.3.47,5939466,5939711,ref-b.4.4.1.4b.5.4,ref-b.4.4.1.4b.6.24,נאמר דמים למטה ונאמר דמים למעלה מה דמים האמורים למטה שנתנן במתנה אחת כיפר אף דמים האמורים למעלה שנתנן במתנה אחת כיפר או כלך לדרך זו נאמר דמים,נאמר דמים למטה ונאמר דמים למעלה מה דמים האמורים למטה שנתנן במתנה אחת כיפר אף דמים האמורים למעלה שנתנן במתנה אחת כיפר או כלך לדרך זו נאמר דמים,16,28,3886,3886.0,6957,6957.0,0.0,0.0,4080004960
ref-sifra.11.4-11.3.27-ref-sifra.11.4-11.3.40,ref-b.4.4.7.53a.4.17-ref-b.4.4.7.53a.6.2,519207,519277,ref-sifra.11.4-11.3.27,ref-sifra.11.4-11.3.40,6142114,6142216,ref-b.4.4.7.53a.4.17,ref-b.4.4.7.53a.6.2,מיתות שבתורה תלמוד לומר כאן דמיהם בם ולהלן נאמר דמיהם בם מה דמיהם בם ,יומתו גמרי או בדמיהם בם גמרי אל בדמיהם דמיהם בם גמרי דאי במות יומתו גמרי דמיהם דמיהם למה לי אלא מאי ,14,21,4068,4066.0,6952,6952.0,0.63,0.8333333333333334,4080004961
ref-sifra.11.4-11.3.28-ref-sifra.11.4-11.3.37,ref-b.4.4.7.54a.3.14-ref-b.4.4.7.54a.3.23,519213,519265,ref-sifra.11.4-11.3.28,ref-sifra.11.4-11.3.37,6145110,6145165,ref-b.4.4.7.54a.3.14,ref-b.4.4.7.54a.3.23,שבתורה תלמוד לומר כאן דמיהם בם ולהלן נאמר דמיהם בם ,בתורה נאמר כאן דמיהם בם ונאמר באוב וידעוני דמיהם בם ,10,10,4089,4082.0,6953,6952.0,0.46153846153846156,0.6363636363636364,4080004962
ref-sifra.11.4-11.3.28-ref-sifra.11.4-11.3.37,ref-b.4.4.7.54a.31.14-ref-b.4.4.7.54a.31.23,519213,519265,ref-sifra.11.4-11.3.28,ref-sifra.11.4-11.3.37,6147463,6147518,ref-b.4.4.7.54a.31.14,ref-b.4.4.7.54a.31.23,שבתורה תלמוד לומר כאן דמיהם בם ולהלן נאמר דמיהם בם ,בתורה נאמר כאן דמיהם בם ונאמר באוב וידעוני דמיהם בם ,10,10,4108,4105.0,6954,6952.0,0.46153846153846156,0.6363636363636364,4080004963
ref-sifra.11.4-11.3.28-ref-sifra.11.4-11.3.45,ref-b.4.4.7.66a.11.14-ref-b.4.4.7.66a.11.22,519213,519304,ref-sifra.11.4-11.3.28,ref-sifra.11.4-11.3.45,6194111,6194155,ref-b.4.4.7.66a.11.14,ref-b.4.4.7.66a.11.22,בתורה נאמר כאן דמיו בו ונאמר להלן דמיהם בם,בתורה נאמר כאן דמיו בו ונאמר להלן דמיהם בם,14,9,4227,4227.0,6955,6955.0,0.0,0.0,4080004964
ref-sifra.11.4-11.3.32-ref-sifra.11.4-11.3.47,ref-b.5.1.4.38a.5.5-ref-b.5.1.4.38a.6.25,519236,519314,ref-sifra.11.4-11.3.32,ref-sifra.11.4-11.3.47,6920757,6921013,ref-b.5.1.4.38a.5.5,ref-b.5.1.4.38a.6.25,נאמרו דמים למטה ונאמרו דמים למעלה מה מתן דמים האמורים למטה שנתנן במתנה אחת כיפר אף דמים האמורים למעלה שנתנן במתנה אחת כיפר או כלך לדרך זו נאמרו דמים,נאמרו דמים למטה ונאמרו דמים למעלה מה מתן דמים האמורים למטה שנתנן במתנה אחת כיפר אף דמים האמורים למעלה שנתנן במתנה אחת כיפר או כלך לדרך זו נאמרו דמים,16,29,5134,5134.0,6960,6960.0,0.0,0.0,4080004965
ref-sifra.11.4-11.3.32-ref-sifra.11.4-11.3.47,ref-b.5.1.5.52b.4.3-ref-b.5.1.5.52b.4.19,519236,519314,ref-sifra.11.4-11.3.32,ref-sifra.11.4-11.3.47,6958226,6958323,ref-b.5.1.5.52b.4.3,ref-b.5.1.5.52b.4.19,דמים למעלה ונאמרו דמים למטן מה דמים האמורים למטן שנתנן למעלן לא כיפר אף דמים האמורים,נאמרו דמים למעלה ונאמרו דמים למטן מה דמים האמורים למטן שנתנן למעלן לא כיפר אף דמים האמורים,16,17,5381,5381.0,6963,6963.0,0.06666666666666667,0.0,4080004966
ref-sifra.11.4-11.5.8-ref-sifra.11.4-11.5.14,ref-b.2.5.2.22b.9.1-ref-b.2.5.2.22b.9.18,519444,519471,ref-sifra.11.4-11.5.8,ref-sifra.11.4-11.5.14,1742482,1742562,ref-b.2.5.2.22b.9.1,ref-b.2.5.2.22b.9.18,אם אדם חטא בהמה מה חטאה אלא ,ואם אדם חטא בהמה מה חטאה ואם גדולים חטאו קטנים מה חטאו יצאה בת קול ואמרה לו אל ,7,18,996,996.0,6965,6965.0,0.6455696202531646,0.6,4080004967
ref-sifra.11.4-11.5.37-ref-sifra.11.4-11.5.53,ref-b.4.4.7.55a.13.19-ref-b.4.4.7.55a.13.31,519578,519685,ref-sifra.11.4-11.5.37,ref-sifra.11.4-11.5.53,6151140,6151219,ref-b.4.4.7.55a.13.19,ref-b.4.4.7.55a.13.31,שבאת תקלה על ידה לאדם אמר הכתוב תסקל' אדם שגורם לחברו להטותו מדרך החיים לדרך המות על אחת כמה וכמה ש,ובא לאדם תקלה על ידן המתעה את חבירו מדרכי חיים לדרכי מיתה על אחת כמה וכמה א,21,17,4130,4129.0,6966,6966.0,0.5151515151515151,0.5714285714285714,4080004968
ref-sifra.11.4-11.6.32-ref-sifra.11.4-11.6.54,ref-b.4.4.7.55a.13.13-ref-b.4.4.7.55a.13.31,519875,520011,ref-sifra.11.4-11.6.32,ref-sifra.11.4-11.6.54,6151108,6151219,ref-b.4.4.7.55a.13.13,ref-b.4.4.7.55a.13.31,שבאה לאדם תקלה על ידיהם אמר הכתוב השחת שרוף וכלה והעבר מן העולם אדם שהוא גורם לחברו להטותו מדרך חיים לדרך מות על אחת כמה וכמה ש,אמרה תורה השחת שרוף וכלה הואיל ובא לאדם תקלה על ידן המתעה את חבירו מדרכי חיים לדרכי מיתה על אחת כמה וכמה א,27,23,4129,4129.0,6967,6967.0,0.5433070866141733,0.5185185185185186,4080004969
ref-sifra.11.4-11.6.124-ref-sifra.11.4-11.6.129,ref-b.2.9.1.7a.7.4-ref-b.2.9.1.7a.7.9,520347,520375,ref-sifra.11.4-11.6.124,ref-sifra.11.4-11.6.129,2381748,2381774,ref-b.2.9.1.7a.7.4,ref-b.2.9.1.7a.7.9,כי ממנו תאכל ואותו לא תכרות ,כי ממנו תאכל ואתו לא תכרת ,6,6,1792,1792.0,6968,6968.0,0.07142857142857142,0.4,4080004970
ref-sifra.11.4-11.6.124-ref-sifra.11.4-11.6.131,ref-b.4.5.3.22a.10.11-ref-b.4.5.3.22a.11.1,520347,520383,ref-sifra.11.4-11.6.124,ref-sifra.11.4-11.6.131,6490458,6490489,ref-b.4.5.3.22a.10.11,ref-b.4.5.3.22a.11.1,כי ממנו תאכל ואותו לא תכרות תצור אל ,כי ממנו תאכל ואותו לא תכרות אל ,8,7,4526,4525.0,6969,6968.0,0.1388888888888889,0.16666666666666663,4080004971
ref-sifra.11.4-11.6.142-ref-sifra.11.4-11.6.147,ref-b.2.9.1.7a.7.4-ref-b.2.9.1.7a.7.9,520430,520458,ref-sifra.11.4-11.6.142,ref-sifra.11.4-11.6.147,2381748,2381774,ref-b.2.9.1.7a.7.4,ref-b.2.9.1.7a.7.9,כי ממנו תאכל ואותו לא תכרות ,כי ממנו תאכל ואתו לא תכרת ,6,6,1793,1792.0,6970,6970.0,0.07142857142857142,0.4,4080004972
ref-sifra.11.4-11.6.142-ref-sifra.11.4-11.6.147,ref-b.4.5.3.22a.10.11-ref-b.4.5.3.22a.10.16,520430,520458,ref-sifra.11.4-11.6.142,ref-sifra.11.4-11.6.147,6490458,6490486,ref-b.4.5.3.22a.10.11,ref-b.4.5.3.22a.10.16,כי ממנו תאכל ואותו לא תכרות ,כי ממנו תאכל ואותו לא תכרות ,6,6,4525,4525.0,6971,6970.0,0.0,0.0,4080004973
ref-sifra.11.4-11.7.7-ref-sifra.11.4-11.7.14,ref-b.4.1.8.91b.20.4-ref-b.4.1.8.91b.20.13,520723,520750,ref-sifra.11.4-11.7.7,ref-sifra.11.4-11.7.14,4984076,4984111,ref-b.4.1.8.91b.20.4,ref-b.4.1.8.91b.20.13,רק עץ אשר תדע כי לא עץ מאכל ,רק עץ אשר תדע זה אילן מאכל כי לא עץ ,8,10,3530,3530.0,6972,6972.0,0.4166666666666667,0.2857142857142857,4080004974
ref-sifra.11.4-11.10.10-ref-sifra.11.4-11.10.31,ref-b.3.1.2.22b.11.8-ref-b.3.1.2.22b.11.19,521572,521660,ref-sifra.11.4-11.10.10,ref-sifra.11.4-11.10.31,2911377,2911428,ref-b.3.1.2.22b.11.8,ref-b.3.1.2.22b.11.19,אחותך בת אביך או בת אמך ערות בת אשת אביך מולדת אביך,אחותך בת אביך או בת אמך ערות בת אשת אביך מולדת אביך,11,10,2150,2150.0,6974,6974.0,0.0,0.0,4080004975
ref-sifra.11.4-11.10.10-ref-sifra.11.4-11.10.19,ref-b.3.1.2.23a.3.10-ref-b.3.1.2.23a.3.17,521572,521609,ref-sifra.11.4-11.10.10,ref-sifra.11.4-11.10.19,2912666,2912699,ref-b.3.1.2.23a.3.10,ref-b.3.1.2.23a.3.17,אחותו בת אביו או בת אמו אין לי אלא בת ,אחותך בת אביך או בת אמך מולדת בית ,10,8,2158,2158.0,6973,6973.0,0.34210526315789475,0.8888888888888888,4080004976
ref-sifra.11.4-11.10.28-ref-sifra.11.4-11.10.51,ref-b.3.1.6.55a.15.5-ref-b.3.1.6.55a.15.14,521642,521753,ref-sifra.11.4-11.10.28,ref-sifra.11.4-11.10.51,3018341,3018379,ref-b.3.1.6.55a.15.5,ref-b.3.1.6.55a.15.14,אביו אחותו מן האב ומן האם מנין תלמוד לומר אחותו מכל מקום עד שלא יאמר הכתוב יש לי בדין אם חייב על אחותו מן ,האם כאשת אח מן האב מה אשת אח מן האב ,24,10,2274,2271.0,6990,6973.0,0.7830188679245284,0.8333333333333334,4080004977
ref-sifra.11.4-11.10.47-ref-sifra.11.4-11.10.64,ref-b.3.1.11.97b.10.11-ref-b.3.1.11.97b.11.10,521734,521809,ref-sifra.11.4-11.10.47,ref-sifra.11.4-11.10.64,3166180,3166268,ref-b.3.1.11.97b.10.11,ref-b.3.1.11.97b.11.10,האם ולא מן האב כולי עלמא לא פליגי דאסיר כי פליגי מן האב ומן האם,מן האם ולא מן האב כולי עלמא לא פליגי דאסיר כי פליגי מן האב ומן האם מאן דשרי בתר אבא,18,20,2424,2424.0,6995,6995.0,0.24096385542168675,0.19999999999999996,4080004978
ref-sifra.11.4-11.10.28-ref-sifra.11.4-11.10.63,ref-b.3.1.11.98b.12.19-ref-b.3.1.11.98b.12.32,521642,521804,ref-sifra.11.4-11.10.28,ref-sifra.11.4-11.10.63,3170407,3170473,ref-b.3.1.11.98b.12.19,ref-b.3.1.11.98b.12.32,האב ומקצתן אחין מן האם אחין מן האם חולצין ואחין מן האב,אחין מן האב ומקצתן אחין מן האם אחין מן האב ומקצתן אחין מן האם אחין מן האם חולצין ואחין מן האב,33,9,2435,2435.0,6991,6991.0,0.41935483870967744,0.0,4080004979
ref-sifra.11.4-11.10.50-ref-sifra.11.4-11.10.65,ref-b.3.2.13.112a.11.33-ref-b.3.2.13.112a.11.43,521745,521814,ref-sifra.11.4-11.10.50,ref-sifra.11.4-11.10.65,3610546,3610595,ref-b.3.2.13.112a.11.33,ref-b.3.2.13.112a.11.43,אחותו מן האב ושלא מן האם מן האם ושלא מן האב קל וחמר מן האב ומן ,אחת הניח לי אבא ממנה משח ממנה חמר ממנה עיבור ממנה ,16,11,2567,2567.0,6999,6973.0,0.6507936507936508,0.6363636363636364,4080004980
ref-sifra.11.4-11.10.19-ref-sifra.11.4-11.10.29,ref-b.3.4.2.12a.7.10-ref-b.3.4.2.12a.7.23,521607,521652,ref-sifra.11.4-11.10.19,ref-sifra.11.4-11.10.29,3791789,3791842,ref-b.3.4.2.12a.7.10,ref-b.3.4.2.12a.7.23,בת אביו ולא בת אמו בת אמו ולא בת אביו אחותו ,בת ולא בת בת ולא בת בן ולא אם ולא אם אם ולא אחות ,11,14,2649,2648.0,6988,6973.0,0.42857142857142855,0.5714285714285714,4080004981
ref-sifra.11.4-11.10.15-ref-sifra.11.4-11.10.31,ref-b.4.2.8.94b.24.13-ref-b.4.2.8.94b.24.22,521592,521660,ref-sifra.11.4-11.10.15,ref-sifra.11.4-11.10.31,5419985,5420030,ref-b.4.2.8.94b.24.13,ref-b.4.2.8.94b.24.22,אמו אין לי אלא בת אביו ולא בת אמו בת אמו ולא בת אביו אחותו מן האב ,"ואמו אביו בלא אמו אמו בלא אביו מנין ת""ל אביו ",17,10,3699,3692.0,6983,6973.0,0.5606060606060606,0.4285714285714286,4080004982
