baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-m,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-y.3.5.7.5.4.66-ref-y.3.5.7.5.4.73,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,2324833,2324872,ref-y.3.5.7.5.4.66,ref-y.3.5.7.5.4.73,אמרין עד בכל נאמר כאן הרחק ונאמר להלן,אמרין עד בכל נאמר כאן הרחק ונאמר להלן,8,8,4937,4937.0,5933,5933.0,0.0,0.0,8,אמרין עד בכל נאמר כאן הרחק ונאמר להלן,1070004462,8,8
ref-m.4.10.1.4.38-ref-m.4.10.1.4.55,ref-y.3.5.8.1.1.34-ref-y.3.5.8.1.1.54,623571,623665,ref-m.4.10.1.4.38,ref-m.4.10.1.4.55,2327452,2327563,ref-y.3.5.8.1.1.34,ref-y.3.5.8.1.1.54,אמירה והיא נאמר' בכל לשון אמר רבי חגיי נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן,אמירה והיא נאמר' בכל לשון אמר רבי חגיי נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן,8,8,4944,4944.0,5934,5934.0,0.0,0.0,19,אמירה והיא נאמר' בכל לשון אמר_רבי_חגיי נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן,1070004463,19,19
ref-m.4.10.1.4.38-ref-m.4.10.1.4.47,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.94,623571,623620,ref-m.4.10.1.4.38,ref-m.4.10.1.4.47,2327701,2327768,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.94,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן ,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן ,2,4,4949,4949.0,5924,5909.0,0.421875,0.5454545454545454,5,כאן ונאמר להלן מה להלן,1070004464,10,13
ref-m.4.10.1.4.44-ref-m.4.10.1.4.59,ref-y.3.4.6.1.3.61-ref-y.3.4.6.1.3.74,623602,623684,ref-m.4.10.1.4.44,ref-m.4.10.1.4.59,2767903,2767989,ref-y.3.4.6.1.3.61,ref-y.3.4.6.1.3.74,מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן עד שיהיו כולם ,נאמר כאן בכל מושבותיכם ונאמר להלן והיו אלה לחוקת עולם לדורותיכם בכל מושבותיכם מה ,16,14,6011,6011.0,5953,5909.0,0.7654320987654321,0.8125,1,כאן,1070004465,16,14
ref-m.4.10.1.4.38-ref-m.4.10.1.4.47,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.137,623571,623620,ref-m.4.10.1.4.38,ref-m.4.10.1.4.47,2879134,2879185,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.137,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן ,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן ,2,1,6232,6232.0,5925,5909.0,0.2,0.5,5,כאן ונאמר להלן מה להלן,1070004466,10,10
ref-m.4.10.1.4.38-ref-m.4.10.1.4.47,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.144,623571,623620,ref-m.4.10.1.4.38,ref-m.4.10.1.4.47,2983586,2983647,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.144,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן ,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן ,2,1,6501,6501.0,5926,5909.0,0.4310344827586206,0.375,5,כאן ונאמר להלן מה להלן,1070004467,10,12
ref-m.4.10.1.4.38-ref-m.4.10.1.4.47,ref-y.4.4.1.3.2.4-ref-y.4.4.1.3.2.16,623571,623620,ref-m.4.10.1.4.38,ref-m.4.10.1.4.47,3154598,3154667,ref-y.4.4.1.3.2.4,ref-y.4.4.1.3.2.16,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן ,נאמר כאן זדון ונאמר להלן זדון בזדון דברו הנביא מה זדון שנאמר להלן ,2,1,6859,6859.0,5927,5909.0,0.4393939393939394,0.4444444444444444,5,כאן ונאמר להלן מה להלן,1070004468,10,13
ref-m.4.10.1.4.38-ref-m.4.10.1.4.47,ref-y.4.4.1.3.2.32-ref-y.4.4.1.3.2.45,623571,623620,ref-m.4.10.1.4.38,ref-m.4.10.1.4.47,3154751,3154821,ref-y.4.4.1.3.2.32,ref-y.4.4.1.3.2.45,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן ,נאמר כאג דיבר ונאמר להלן אשר ידבר הנביא בשם יי' מה דיבר שנאמר להלן ,2,1,6860,6860.0,5928,5909.0,0.4925373134328358,0.6666666666666667,4,ונאמר להלן מה להלן,1070004469,10,14
ref-m.4.10.1.4.38-ref-m.4.10.1.4.46,ref-y.4.4.1.3.8.79-ref-y.4.4.1.3.8.90,623571,623615,ref-m.4.10.1.4.38,ref-m.4.10.1.4.46,3157631,3157691,ref-y.4.4.1.3.8.79,ref-y.4.4.1.3.8.90,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור ,נאמר כאן עדה ונאמר להלן עד מתי לעדה הרעה מה לעדה האמורה ,9,12,6867,6867.0,5909,5909.0,0.2857142857142857,0.375,5,כאן עדה ונאמר להלן מה,1070004470,9,12
ref-m.4.10.1.4.38-ref-m.4.10.1.4.47,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.144,623571,623620,ref-m.4.10.1.4.38,ref-m.4.10.1.4.47,3157857,3157950,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.144,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן ,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן ,2,11,6869,6869.0,5929,5909.0,0.6373626373626373,0.5,5,כאן ונאמר להלן מה להלן,1070004471,10,18
ref-m.4.10.1.4.38-ref-m.4.10.1.4.57,ref-y.4.4.3.9.5.9-ref-y.4.4.3.9.5.26,623571,623672,ref-m.4.10.1.4.38,ref-m.4.10.1.4.57,3187797,3187872,ref-y.4.4.3.9.5.9,ref-y.4.4.3.9.5.26,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן עד ,נאמר כאן שני ונאמר להלן שני מה להלן על פי שני' עדי' אף כאן על פי שני' עדי' ,2,18,6911,6911.0,5948,5909.0,0.5416666666666666,0.6666666666666667,7,כאן ונאמר להלן מה להלן אף כאן,1070004472,20,18
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-y.4.4.6.1.1.29-ref-y.4.4.6.1.1.49,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,3211011,3211117,ref-y.4.4.6.1.1.29,ref-y.4.4.6.1.1.49,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן שער שנמצא בו אף שעריך האמור כאן ,1,2,6958,6958.0,5945,5909.0,0.5631067961165048,0.7894736842105263,7,כאן להלן מה האמור להלן אף כאן,1070004473,19,21
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-y.4.4.7.1.1.26-ref-y.4.4.7.1.1.45,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,3223732,3223837,ref-y.4.4.7.1.1.26,ref-y.4.4.7.1.1.45,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן חרב אף נקימה האמורה כאן ,1,1,6978,6978.0,5946,5909.0,0.5098039215686274,0.7058823529411764,8,כאן ונאמר להלן מה להלן אף האמורה כאן,1070004474,19,20
ref-m.4.10.1.4.38-ref-m.4.10.1.4.47,ref-y.4.4.7.3.1.37-ref-y.4.4.7.3.1.51,623571,623620,ref-m.4.10.1.4.38,ref-m.4.10.1.4.47,3226750,3226829,ref-y.4.4.7.3.1.37,ref-y.4.4.7.3.1.51,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן ,2,3,6988,6988.0,5930,5909.0,0.5324675324675324,0.5833333333333333,5,כאן ונאמר להלן מה להלן,1070004475,10,15
ref-m.4.10.1.4.38-ref-m.4.10.1.4.47,ref-y.4.4.7.5.3.14-ref-y.4.4.7.5.3.28,623571,623620,ref-m.4.10.1.4.38,ref-m.4.10.1.4.47,3229067,3229139,ref-y.4.4.7.5.3.14,ref-y.4.4.7.5.3.28,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן ,נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן ,2,1,6989,6989.0,5931,5909.0,0.4929577464788732,0.4444444444444444,5,כאן ונאמר להלן מה להלן,1070004476,10,15
ref-m.4.10.1.4.38-ref-m.4.10.1.4.47,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.67,623571,623620,ref-m.4.10.1.4.38,ref-m.4.10.1.4.47,3323464,3323524,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.67,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן ,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן ,2,1,7148,7148.0,5932,5909.0,0.4067796610169492,0.375,5,כאן ונאמר להלן מה להלן,1070004477,10,12
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-y.4.6.1.2.4.39-ref-y.4.6.1.2.4.58,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,3336498,3336604,ref-y.4.6.1.2.4.39,ref-y.4.6.1.2.4.58,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן בהמה טמאה ונאב' להלן בחמה טמאה מה בהמה טמאה האמורה להלן בטומאת הקודש אף בהמה טמאה האמורה כאן ,1,1,7185,7185.0,5947,5909.0,0.5294117647058824,0.7647058823529411,7,כאן להלן מה להלן אף האמורה כאן,1070004478,19,20
ref-m.4.10.1.4.70-ref-m.4.10.1.4.77,ref-y.2.10.1.10.1.126-ref-y.2.10.1.10.1.132,623742,623791,ref-m.4.10.1.4.70,ref-m.4.10.1.4.77,1871312,1871344,ref-y.2.10.1.10.1.126,ref-y.2.10.1.10.1.132,מביאין פר מזידין ועשו שוגגין מביאין כשבה ושעירה ,מביא פר ועל שגגת מעש' מביא שעיר ,8,7,3647,3647.0,5954,5954.0,0.5208333333333334,0.8181818181818181,1,פר,1070004479,8,7
ref-m.4.10.1.4.70-ref-m.4.10.1.4.77,ref-y.2.10.1.10.1.160-ref-y.2.10.1.10.1.166,623742,623791,ref-m.4.10.1.4.70,ref-m.4.10.1.4.77,1871471,1871503,ref-y.2.10.1.10.1.160,ref-y.2.10.1.10.1.166,מביאין פר מזידין ועשו שוגגין מביאין כשבה ושעירה ,מביא פר ועל שגגת מעשה מביא שעיר ,8,7,3648,3648.0,5955,5954.0,0.5208333333333334,0.7,1,פר,1070004480,8,7
ref-m.4.10.1.5.11-ref-m.4.10.1.5.17,ref-y.2.1.7.1.3.121-ref-y.2.1.7.1.3.136,623871,623910,ref-m.4.10.1.5.11,ref-m.4.10.1.5.17,985720,985801,ref-y.2.1.7.1.3.121,ref-y.2.1.7.1.3.136,והביא פר מצות שהמשיח מביא עליהן פר יצאת עבודה זרה שאינו מביא עליה פר אלא שעירה,והביא פר מצות שהמשיח מביא עליהן פר יצאת עבודה זרה שאינו מביא עליה פר אלא שעירה,16,16,2022,2022.0,5956,5956.0,0.0,0.0,16,והביא פר מצות שהמשיח מביא עליהן פר יצאת עבודה זרה שאינו מביא עליה פר אלא שעירה,1070004481,16,16
ref-m.4.10.1.5.73-ref-m.4.10.1.5.101,ref-y.2.1.7.1.3.118-ref-y.2.1.7.1.3.136,624193,624346,ref-m.4.10.1.5.73,ref-m.4.10.1.5.101,985704,985801,ref-y.2.1.7.1.3.118,ref-y.2.1.7.1.3.136,יחטא לאשמת העם והביא פר מצות שהמשיח מביא עליהן פר יצאת עבודה זרה שאינו מביא עליה פר אלא שעירה,יחטא לאשמת העם והביא פר מצות שהמשיח מביא עליהן פר יצאת עבודה זרה שאינו מביא עליה פר אלא שעירה,19,19,2021,2020.0,5958,5958.0,0.0,0.0,19,יחטא לאשמת העם והביא פר מצות שהמשיח מביא עליהן פר יצאת עבודה זרה שאינו מביא עליה פר אלא שעירה,1070004482,19,19
ref-m.4.10.1.5.95-ref-m.4.10.1.5.107,ref-y.2.12.1.1.19.57-ref-y.2.12.1.1.19.67,624314,624379,ref-m.4.10.1.5.95,ref-m.4.10.1.5.107,1927168,1927236,ref-y.2.12.1.1.19.57,ref-y.2.12.1.1.19.67,חטאו מביאין על ידיהן פר שאף אלו שלא חטאו מביאין על ידי החוטאים ,חטאתה ומתה יביאו היורשין עולתה עולתה ומתה לא יביאו היורשין חטאתה ,13,11,3745,3742.0,5960,5958.0,0.6923076923076923,1.0,0,,1070004483,13,11
ref-m.4.10.2.2.21-ref-m.4.10.2.2.30,ref-y.4.10.1.1.5.1-ref-y.4.10.1.1.5.8,624942,624995,ref-m.4.10.2.2.21,ref-m.4.10.2.2.30,3507755,3507799,ref-y.4.10.1.1.5.1,ref-y.4.10.1.1.5.8,אין חייבין עד שיורו לבטל מקצ' ולקיי' מקצת,אין חייבין עד שיורו לבטל מקצ' ולקיי' מקצת,8,8,7518,7518.0,5965,5965.0,0.0,0.0,8,אין חייבין עד שיורו לבטל מקצ' ולקיי' מקצת,1070004484,8,8
ref-m.4.10.2.2.11-ref-m.4.10.2.2.26,ref-y.4.10.2.1.1.49-ref-y.4.10.2.1.1.73,624892,624972,ref-m.4.10.2.2.11,ref-m.4.10.2.2.26,3518865,3518969,ref-y.4.10.2.1.1.49,ref-y.4.10.2.1.1.73,הורה עם הצבור ועשה עם הצבור מתכפר לו עם הצבור שאין בית דין חייבים עד שיורו ,העם מה העם אינן חייבין אלא אם כן הורו אף זה אינו חייב אלא אם כן הורה אית תניי תני העם בית דין מה העם ,16,15,7537,7537.0,5964,5961.0,0.7524752475247525,0.8947368421052632,1,הורה,1070004485,16,15
ref-m.4.10.2.1.22-ref-m.4.10.2.2.24,ref-y.4.10.2.1.1.243-ref-y.4.10.2.1.1.277,624827,624962,ref-m.4.10.2.1.22,ref-m.4.10.2.2.24,3519853,3520025,ref-y.4.10.2.1.1.243,ref-y.4.10.2.1.1.277,בית דין חייב אמר רבי יוסי ולא מתניתא היא הורה בפני עצמו מתכפר לו בפני עצמו מפני שהורה בפני עצמו ועשה בפני עצמו אבל אם הורה עם הציבור ועשה עם הציבור מתכפר לו עם הציבור,בית דין חייב אמר רבי יוסי ולא מתניתא היא הורה בפני עצמו מתכפר לו בפני עצמו מפני שהורה בפני עצמו ועשה בפני עצמו אבל אם הורה עם הציבור ועשה עם הציבור מתכפר לו עם הציבור,30,30,7538,7538.0,5961,5961.0,0.0,0.0,30,בית דין חייב אמר_רבי_יוסי_ולא_מתניתא_היא הורה בפני עצמו מתכפר לו בפני עצמו מפני שהורה בפני עצמו ועשה בפני עצמו אבל אם הורה עם הציבור ועשה עם הציבור מתכפר לו עם הציבור,1070004486,30,30
ref-m.4.10.2.1.24-ref-m.4.10.2.2.15,ref-y.4.10.2.1.1.279-ref-y.4.10.2.1.1.291,624835,624915,ref-m.4.10.2.1.24,ref-m.4.10.2.2.15,3520031,3520103,ref-y.4.10.2.1.1.279,ref-y.4.10.2.1.1.291,לצבור הורה בפני עצמו ועשה בפני עצמו מתכפר לו בפני עצמו הורה עם הצבור ועשה עם ,שהורה עם הציבור ועשה עם הציבור אבל הורה בפני עצמו מתכפר לו בפני עצמו ,16,14,7540,7540.0,5963,5961.0,0.6233766233766234,0.2222222222222222,7,ועשה בפני עצמו מתכפר לו בפני עצמו,1070004487,16,14
ref-m.4.10.2.2.25-ref-m.4.10.2.2.33,ref-y.4.10.2.4.1.195-ref-y.4.10.2.4.1.201,624963,625012,ref-m.4.10.2.2.25,ref-m.4.10.2.2.33,3521743,3521778,ref-y.4.10.2.4.1.195,ref-y.4.10.2.4.1.201,עד שיורו לבטל מקצת ולקיים מקצת וכן המשיח ולא ,עד שיורו לבטל מקצת ולקיים מקצת לא ,9,7,7542,7541.0,5967,5961.0,0.2444444444444444,0.375,6,עד שיורו לבטל מקצת ולקיים מקצת,1070004488,9,7
ref-m.4.10.2.2.36-ref-m.4.10.2.2.41,ref-y.4.10.2.4.1.195-ref-y.4.10.2.4.1.200,625025,625057,ref-m.4.10.2.2.36,ref-m.4.10.2.2.41,3521743,3521775,ref-y.4.10.2.4.1.195,ref-y.4.10.2.4.1.200,עד שיורו לבטל מקצת ולקיים מקצת ,עד שיורו לבטל מקצת ולקיים מקצת ,6,6,7541,7541.0,5968,5968.0,0.0,0.0,6,עד שיורו לבטל מקצת ולקיים מקצת,1070004489,6,6
ref-m.4.10.2.3.31-ref-m.4.10.2.4.5,ref-y.2.5.8.6.4.5-ref-y.2.5.8.6.4.13,625206,625324,ref-m.4.10.2.3.31,ref-m.4.10.2.4.5,1488677,1488720,ref-y.2.5.8.6.4.5,ref-y.2.5.8.6.4.13,חייבין על זדונן ברת ועל שגגתן חטאת ועל לא,חייבין על זדונן ברת ועל שגגתן חטאת ועל לא,9,9,3063,3059.0,5969,5969.0,0.0,0.0,9,חייבין על זדונן ברת ועל שגגתן חטאת ועל לא,1070004490,9,9
ref-m.4.10.2.3.31-ref-m.4.10.2.4.5,ref-y.3.1.1.1.10.92-ref-y.3.1.1.1.10.98,625206,625324,ref-m.4.10.2.3.31,ref-m.4.10.2.4.5,2051231,2051268,ref-y.3.1.1.1.10.92,ref-y.3.1.1.1.10.98,שחייבין על זדונה כרת ועל שגגתה חטאת,שחייבין על זדונה כרת ועל שגגתה חטאת,1,1,4020,4020.0,5970,5970.0,0.0,0.0,7,שחייבין על זדונה כרת ועל שגגתה חטאת,1070004491,7,7
ref-m.4.10.2.3.31-ref-m.4.10.2.4.5,ref-y.3.1.1.1.10.106-ref-y.3.1.1.1.10.112,625206,625324,ref-m.4.10.2.3.31,ref-m.4.10.2.4.5,2051302,2051339,ref-y.3.1.1.1.10.106,ref-y.3.1.1.1.10.112,שחייבין על זדונה כרת ועל שגגתה חטאת,שחייבין על זדונה כרת ועל שגגתה חטאת,1,1,4028,4028.0,5971,5971.0,0.0,0.0,7,שחייבין על זדונה כרת ועל שגגתה חטאת,1070004492,7,7
ref-m.4.10.2.3.34-ref-m.4.10.2.4.5,ref-y.3.1.1.1.12.37-ref-y.3.1.1.1.12.57,625226,625324,ref-m.4.10.2.3.34,ref-m.4.10.2.4.5,2051521,2051632,ref-y.3.1.1.1.12.37,ref-y.3.1.1.1.12.57,חטאת וכן המשיח ולא בעבודה זרה עד שיורו על דבר שזדונו כרת ושגגתו חטאת אין חייבין על עשה ועל ,שחייבין עליה זדונה כרת ועל שנגתה חטאת הרי זה אסורה להתייבם זה הואיל ואין חייבין על זדונה כרת ועל שגגתה חטאת ,19,17,4036,4032.0,5975,5969.0,0.7037037037037037,0.782608695652174,3,כרת חטאת ועל,1070004493,19,17
ref-m.4.10.2.3.31-ref-m.4.10.2.4.5,ref-y.4.6.1.2.3.113-ref-y.4.6.1.2.3.122,625206,625324,ref-m.4.10.2.3.31,ref-m.4.10.2.4.5,3336212,3336267,ref-y.4.6.1.2.3.113,ref-y.4.6.1.2.3.122,שחייבין על זדונה כרת ועל שגגתה חטאת יצאת תרומה שאינה,שחייבין על זדונה כרת ועל שגגתה חטאת יצאת תרומה שאינה,4,4,7183,7183.0,5972,5972.0,0.0,0.0,10,שחייבין על זדונה כרת ועל שגגתה חטאת יצאת תרומה שאינה,1070004494,10,10
ref-m.4.10.2.5.3-ref-m.4.10.2.5.8,ref-y.4.10.2.7.3.42-ref-y.4.10.2.7.3.47,625555,625585,ref-m.4.10.2.5.3,ref-m.4.10.2.5.8,3525943,3525972,ref-y.4.10.2.7.3.42,ref-y.4.10.2.7.3.47,על שמיעת הקול ועל בטוי שפתים ,על שמיעת קול ועל ביטוי שפתים ,6,6,7549,7549.0,5979,5979.0,0.0689655172413793,0.0,4,על שמיעת ועל שפתים,1070004495,6,6
ref-m.4.10.2.5.3-ref-m.4.10.2.5.8,ref-y.4.10.2.7.3.54-ref-y.4.10.2.7.3.59,625555,625585,ref-m.4.10.2.5.3,ref-m.4.10.2.5.8,3526006,3526035,ref-y.4.10.2.7.3.54,ref-y.4.10.2.7.3.59,על שמיעת הקול ועל בטוי שפתים ,על שמיעת קול ועל ביטוי שפתי' ,6,6,7553,7553.0,5980,5979.0,0.1034482758620689,0.3333333333333333,3,על שמיעת ועל,1070004496,6,6
ref-m.4.10.2.5.2-ref-m.4.10.2.5.10,ref-y.4.10.3.2.1.91-ref-y.4.10.3.2.1.110,625548,625609,ref-m.4.10.2.5.2,ref-m.4.10.2.5.10,3528126,3528244,ref-y.4.10.3.2.1.91,ref-y.4.10.3.2.1.110,וחייב על השיני ועל השלישי מאן דמר אין חטאו וידיעתו שוין חטאו על שמיעת קול ועל ביטוי שפתים ועל טומאת מקדש וקדשיו מ,וחייב על השיני ועל השלישי מאן דמר אין חטאו וידיעתו שוין חטאו על שמיעת קול ועל ביטוי שפתים ועל טומאת מקדש וקדשיו מ,17,17,7560,7560.0,5978,5978.0,0.0,0.0,17,וחייב על השיני ועל השלישי מאן_דמר_אין חטאו_וידיעתו_שוין חטאו על שמיעת קול ועל ביטוי שפתים ועל טומאת_מקדש_וקדשיו מ,1070004497,17,17
ref-m.4.10.2.6.4-ref-m.4.10.2.6.10,ref-y.2.5.8.6.4.5-ref-y.2.5.8.6.4.11,625772,625809,ref-m.4.10.2.6.4,ref-m.4.10.2.6.10,1488677,1488712,ref-y.2.5.8.6.4.5,ref-y.2.5.8.6.4.11,שחייבין על זדונן כרת ועל שגגתן חטאת ,חייבין על זדונן ברת ועל שגגתן חטאת ,7,7,3060,3055.0,5985,5982.0,0.0555555555555555,0.2857142857142857,5,על זדונן ועל שגגתן חטאת,1070004498,7,7
ref-m.4.10.2.6.1-ref-m.4.10.2.6.10,ref-y.3.1.1.1.10.92-ref-y.3.1.1.1.10.109,625754,625809,ref-m.4.10.2.6.1,ref-m.4.10.2.6.10,2051231,2051323,ref-y.3.1.1.1.10.92,ref-y.3.1.1.1.10.109,שחייבין על זדונה כרת ועל שגגתה חטאת הרי היא אסורה להתייבם אף כל ערוה שחייבין על זדונה כרת,שחייבין על זדונה כרת ועל שגגתה חטאת הרי היא אסורה להתייבם אף כל ערוה שחייבין על זדונה כרת,12,12,4023,4023.0,5983,5983.0,0.0,0.0,18,שחייבין על זדונה כרת ועל שגגתה חטאת הרי היא אסורה להתייבם אף כל ערוה שחייבין על זדונה כרת,1070004499,18,18
ref-m.4.10.2.6.4-ref-m.4.10.2.6.10,ref-y.3.1.1.1.12.37-ref-y.3.1.1.1.12.56,625772,625809,ref-m.4.10.2.6.4,ref-m.4.10.2.6.10,2051521,2051627,ref-y.3.1.1.1.12.37,ref-y.3.1.1.1.12.56,שחייבין על זדונן כרת ועל שגגתן חטאת ,שחייבין עליה זדונה כרת ועל שנגתה חטאת הרי זה אסורה להתייבם זה הואיל ואין חייבין על זדונה כרת ועל שגגתה ,7,16,4034,4032.0,5986,5982.0,0.6796116504854369,0.7142857142857143,4,שחייבין כרת ועל חטאת,1070004500,7,16
ref-m.4.10.2.6.4-ref-m.4.10.2.6.10,ref-y.4.6.1.2.3.113-ref-y.4.6.1.2.3.119,625772,625809,ref-m.4.10.2.6.4,ref-m.4.10.2.6.10,3336212,3336249,ref-y.4.6.1.2.3.113,ref-y.4.6.1.2.3.119,שחייבין על זדונן כרת ועל שגגתן חטאת ,שחייבין על זדונה כרת ועל שגגתה חטאת ,7,1,7180,7179.0,5987,5982.0,0.0555555555555555,0.5,5,שחייבין על כרת ועל חטאת,1070004501,7,7
ref-m.4.10.2.5.29-ref-m.4.10.2.6.3,ref-y.4.10.2.6.2.3-ref-y.4.10.2.7.1.5,625701,625771,ref-m.4.10.2.5.29,ref-m.4.10.2.6.3,3524736,3524791,ref-y.4.10.2.6.2.3,ref-y.4.10.2.7.1.5,שהמלך לא דן ולא דנין אותו לא מעיד ולא מעידין אותו כל המצות שבתורה ,שהמלך לא מעיד ולא מעידין אותו הלכה ז' כל מצות שבתורה ,14,11,7547,7547.0,5982,5982.0,0.4393939393939394,0.5,8,שהמלך לא מעיד ולא מעידין אותו כל שבתורה,1070004502,14,11
ref-m.4.10.2.6.17-ref-m.4.10.2.6.32,ref-y.2.1.7.1.3.124-ref-y.2.1.7.1.3.136,625848,625943,ref-m.4.10.2.6.17,ref-m.4.10.2.6.32,985735,985801,ref-y.2.1.7.1.3.124,ref-y.2.1.7.1.3.136,ומשיח ובית דין מביאין פר ובעבודה זרה היחיד והנשיא והמשיח מביאין שעירה ובית דין פר ושעיר ,שהמשיח מביא עליהן פר יצאת עבודה זרה שאינו מביא עליה פר אלא שעירה ,16,13,2023,2020.0,5994,5988.0,0.5681818181818182,0.8333333333333334,3,פר זרה פר,1070004503,16,13
ref-m.4.10.2.6.11-ref-m.4.10.2.6.31,ref-y.4.10.1.1.7.51-ref-y.4.10.1.1.7.67,625810,625936,ref-m.4.10.2.6.11,ref-m.4.10.2.6.31,3509026,3509117,ref-y.4.10.1.1.7.51,ref-y.4.10.1.1.7.67,בית דין מביאין אכלו מיעוט היחיד מביא כל ההורייה שבית דין פר אין היחיד מביא כשבה ושעירה,בית דין מביאין אכלו מיעוט היחיד מביא כל ההורייה שבית דין פר אין היחיד מביא כשבה ושעירה,17,17,7521,7521.0,5990,5990.0,0.0,0.0,17,בית דין מביאין אכלו מיעוט היחיד מביא כל ההורייה שבית דין פר אין היחיד מביא כשבה ושעירה,1070004504,17,17
ref-m.4.10.2.6.11-ref-m.4.10.2.6.24,ref-y.4.10.1.1.8.15-ref-y.4.10.1.1.8.23,625810,625894,ref-m.4.10.2.6.11,ref-m.4.10.2.6.24,3509185,3509233,ref-y.4.10.1.1.8.15,ref-y.4.10.1.1.8.23,ובית דין מביאין פר אין היחיד מביא כשבה ושעירה,ובית דין מביאין פר אין היחיד מביא כשבה ושעירה,9,9,7523,7523.0,5988,5988.0,0.0,0.0,9,ובית דין מביאין פר אין היחיד מביא כשבה ושעירה,1070004505,9,9
ref-m.4.10.2.6.11-ref-m.4.10.2.6.21,ref-y.4.10.1.1.8.31-ref-y.4.10.1.1.8.37,625810,625874,ref-m.4.10.2.6.11,ref-m.4.10.2.6.21,3509275,3509313,ref-y.4.10.1.1.8.31,ref-y.4.10.1.1.8.37,היחיד מביא כשבה ושעירה והנשיא שעיר ומשיח ובית דין מביאין פר ,"ב""ד מביאין פר היחיד מביא כשבה ושעירה ",11,7,7525,7525.0,5989,5988.0,0.6833333333333333,0.4545454545454546,4,היחיד מביא כשבה ושעירה,1070004506,11,7
