baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-sifre-n,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-n.154.3.1-ref-sifre-n.154.3.29,ref-bible.0104.30.12.7-ref-bible.0104.30.13.20,272521,272669,ref-sifre-n.154.3.1,ref-sifre-n.154.3.29,322648,322797,ref-bible.0104.30.12.7,ref-bible.0104.30.13.20,כל נדריה וכל אסר אשר אסרה על נפשה יקום ואם הפר יפר אתם אישה ביום שמעו כל מוצא שפתיה לנדריה ולאסר נפשה לא יקום אישה הפרם ויהוה יסלח לה,אתה וקמו כל נדריה וכל אסר אשר אסרה על נפשה יקום ואם הפר יפר אתם אישה ביום שמעו כל מוצא שפתיה לנדריה ולאסר נפשה לא יקום אישה הפרם ויהוה יסלח לה,26,28,719,719.0,1125,1125.0,0.0633802816901408,0.0526315789473684,26,כל נדריה וכל אסר אשר_אסרה_על_נפשה יקום ואם הפר יפר אתם אישה ביום שמעו כל מוצא שפתיה לנדריה ולאסר נפשה לא יקום אישה הפרם ויהוה יסלח לה,5090000926,26,28
ref-sifre-n.154.3.1-ref-sifre-n.154.3.13,ref-bible.0104.30.14.1-ref-bible.104.30.14.11,272521,272593,ref-sifre-n.154.3.1,ref-sifre-n.154.3.13,322798,322852,ref-bible.0104.30.14.1,ref-bible.0104.30.14.11,כל מוצא שפתיה לנדריה ולאיסר נפשה לא יקום להוציא את אפוטרופוס אישה הפרם ,כל נדר וכל שבעת אסר לענת נפש אישה יקימנו ואישה יפרנו ,13,11,728,728.0,1124,1124.0,0.647887323943662,0.8333333333333334,2,כל אישה,5090000927,13,11
ref-sifre-n.155.1.1-ref-sifre-n.155.1.7,ref-bible.0104.30.14.1-ref-bible.104.30.14.7,272985,273017,ref-sifre-n.155.1.1,ref-sifre-n.155.1.7,322798,322827,ref-bible.0104.30.14.1,ref-bible.0104.30.14.7,כל נדר וכל שבועת איסר לענות נפש ,כל נדר וכל שבעת אסר לענת נפש ,7,7,725,719.0,1127,1127.0,0.09375,0.0,4,כל נדר וכל נפש,5090000928,7,7
ref-sifre-n.155.1.31-ref-sifre-n.155.1.41,ref-bible.0104.30.13.8-ref-bible.0104.30.14.10,273122,273179,ref-sifre-n.155.1.31,ref-sifre-n.155.1.41,322731,322846,ref-bible.0104.30.13.8,ref-bible.0104.30.14.10,כל מוצא שפתיה לנדריה ולאסר נפשה לא יקום אישה הפרם ויהוה יסלח לה כל נדר וכל שבעת אסר לענת נפש אישה יקימנו ואישה,כל מוצא שפתיה לנדריה ולאסר נפשה לא יקום אישה הפרם ויהוה יסלח לה כל נדר וכל שבעת אסר לענת נפש אישה יקימנו ואישה,23,23,722,722.0,1128,1128.0,0.0,0.0,23,כל מוצא שפתיה לנדריה ולאסר נפשה לא יקום אישה הפרם ויהוה יסלח לה כל נדר וכל שבעת אסר לענת נפש אישה יקימנו ואישה,5090000929,23,23
ref-sifre-n.155.1.56-ref-sifre-n.155.1.68,ref-bible.0104.30.17.1-ref-bible.104.30.17.13,273248,273304,ref-sifre-n.155.1.56,ref-sifre-n.155.1.68,323007,323065,ref-bible.0104.30.17.1,ref-bible.0104.30.17.13,אלה החקים אשר צוה ה' את משה בין איש לאשתו בין אב לבתו ,אלה החקים אשר צוה יהוה את משה בין איש לאשתו בין אב לבתו ,9,9,736,735.0,1131,1131.0,0.0535714285714285,0.2222222222222222,8,אלה החקים בין איש לאשתו בין אב לבתו,5090000930,9,9
ref-sifre-n.155.1.82-ref-sifre-n.155.1.88,ref-bible.0104.30.14.1-ref-bible.104.30.14.7,273365,273397,ref-sifre-n.155.1.82,ref-sifre-n.155.1.88,322798,322827,ref-bible.0104.30.14.1,ref-bible.0104.30.14.7,כל נדר וכל שבועת איסר לענות נפש ,כל נדר וכל שבעת אסר לענת נפש ,7,7,726,719.0,1132,1132.0,0.09375,0.0,4,כל נדר וכל נפש,5090000931,7,7
ref-sifre-n.155.1.240-ref-sifre-n.155.1.246,ref-bible.0104.30.14.1-ref-bible.104.30.14.7,274091,274123,ref-sifre-n.155.1.240,ref-sifre-n.155.1.246,322798,322827,ref-bible.0104.30.14.1,ref-bible.0104.30.14.7,כל נדר וכל שבועת איסר לענות נפש ,כל נדר וכל שבעת אסר לענת נפש ,7,7,727,719.0,1133,1133.0,0.09375,0.0,4,כל נדר וכל נפש,5090000932,7,7
ref-sifre-n.155.1.258-ref-sifre-n.155.1.264,ref-bible.0103.18.8.1-ref-bible.103.18.9.3,274185,274225,ref-sifre-n.155.1.258,ref-sifre-n.155.1.264,229332,229381,ref-bible.0103.18.8.1,ref-bible.0103.18.9.3,אביה נעורים בבית אביה אמרתי ולא נעורים ,ערות אשת אביך לא תגלה ערות אביך הוא ערות אחותך בת ,7,11,211,211.0,1135,1134.0,0.72,1.0,0,,5090000933,7,11
ref-sifre-n.155.1.256-ref-sifre-n.155.1.263,ref-bible.0103.18.11.1-ref-bible.103.18.12.4,274172,274218,ref-sifre-n.155.1.256,ref-sifre-n.155.1.263,229483,229552,ref-bible.0103.18.11.1,ref-bible.0103.18.12.4,בנעוריה בית אביה נעורים בבית אביה אמרתי ולא ,ערות בת אשת אביך מולדת אביך אחותך הוא לא תגלה ערותה ערות אחות אביך לא ,8,15,216,215.0,1134,1134.0,0.6857142857142857,0.9285714285714286,0,,5090000934,8,15
ref-sifre-n.155.1.382-ref-sifre-n.155.1.385,ref-bible.0104.30.14.8-ref-bible.104.30.14.11,274806,274830,ref-sifre-n.155.1.382,ref-sifre-n.155.1.385,322828,322852,ref-bible.0104.30.14.8,ref-bible.0104.30.14.11,אישה יקימנו ואישה יפרנו ,אישה יקימנו ואישה יפרנו ,4,4,730,719.0,1136,1136.0,0.0,0.0,4,אישה יקימנו ואישה יפרנו,5090000935,4,4
ref-sifre-n.155.1.414-ref-sifre-n.155.1.417,ref-bible.0104.30.14.8-ref-bible.104.30.14.11,274989,275013,ref-sifre-n.155.1.414,ref-sifre-n.155.1.417,322828,322852,ref-bible.0104.30.14.8,ref-bible.0104.30.14.11,אישה יקימנו ואישה יפרנו ,אישה יקימנו ואישה יפרנו ,4,4,731,719.0,1137,1137.0,0.0,0.0,4,אישה יקימנו ואישה יפרנו,5090000936,4,4
ref-sifre-n.155.1.499-ref-sifre-n.156.1.8,ref-bible.0104.30.14.11-ref-bible.104.30.15.8,275467,275519,ref-sifre-n.155.1.499,ref-sifre-n.156.1.8,322847,322890,ref-bible.0104.30.14.11,ref-bible.0104.30.15.8,וההפר בהפירו ואם החריש יחריש לה אישה מיום אל יום ,יפרנו ואם החרש יחריש לה אישה מיום אל יום ,10,9,732,719.0,1138,1138.0,0.2040816326530612,0.3333333333333333,7,ואם יחריש לה אישה מיום אל יום,5090000937,10,9
ref-sifre-n.156.1.31-ref-sifre-n.156.2.6,ref-bible.0104.30.15.1-ref-bible.104.30.16.6,275633,275839,ref-sifre-n.156.1.31,ref-sifre-n.156.2.6,322853,322992,ref-bible.0104.30.15.1,ref-bible.0104.30.16.6,ואם החריש יחריש לה זה חרישה למקט מיום אל יום שומע אני מעת לעת תלמוד לומר אשר עליה הקים אותם כי החריש לה ביום שומעו ר' שמעון בן יוחי אומר מעת לעת הרי אמרה תורה מיום אל יום ואם הפר יפר אותם אחרי שמעו ,ואם החרש יחריש לה אישה מיום אל יום והקים את כל נדריה או את כל אסריה אשר עליה הקים אתם כי החרש לה ביום שמעו ואם הפר יפר אתם אחרי שמעו ,41,31,733,719.0,1139,1139.0,0.4898989898989899,0.5833333333333333,17,ואם יחריש לה מיום אל יום אשר עליה הקים כי לה ביום ואם הפר יפר אחרי שמעו,5090000938,41,31
ref-sifre-n.156.2.31-ref-sifre-n.156.2.37,ref-bible.0104.30.13.1-ref-bible.104.30.13.7,275960,275992,ref-sifre-n.156.2.31,ref-sifre-n.156.2.37,322698,322730,ref-bible.0104.30.13.1,ref-bible.0104.30.13.7,ואם הפר יפר אותם אישה אחרי שמעו ,ואם הפר יפר אתם אישה ביום שמעו ,7,7,721,721.0,1141,1140.0,0.15625,0.1666666666666666,5,ואם הפר יפר אישה שמעו,5090000939,7,7
ref-sifre-n.156.2.21-ref-sifre-n.156.2.42,ref-bible.0104.30.15.21-ref-bible.104.30.16.9,275914,276018,ref-sifre-n.156.2.21,ref-sifre-n.156.2.42,322943,323006,ref-bible.0104.30.15.21,ref-bible.0104.30.16.9,"כי החריש לה ביום שמעו הרי שמעו אמור ומה ת""ל ואם הפר יפר אותם אישה אחרי שמעו אחר קיום הנדר ונשא עונה ",כי החרש לה ביום שמעו ואם הפר יפר אתם אחרי שמעו ונשא את עונה ,22,14,734,734.0,1140,1140.0,0.44,0.4666666666666667,11,כי לה ביום שמעו ואם הפר יפר אחרי שמעו ונשא עונה,5090000940,22,14
ref-sifre-n.156.3.26-ref-sifre-n.156.3.41,ref-bible.0101.34.3.8-ref-bible.101.34.4.6,276279,276376,ref-sifre-n.156.3.26,ref-sifre-n.156.3.41,67004,67057,ref-bible.0101.34.3.8,ref-bible.0101.34.4.6,שאמרנו בנעוריה בית אביה נעוריה בבית אביה אמרתי ולא נעוריה בבית הבעל ר' ישמעאל אומר בנעוריה ,הנער וידבר על לב הנער ויאמר שכם אל חמור אביו לאמר ,14,11,20,20.0,1145,1142.0,0.6923076923076923,0.8,0,,5090000941,14,11
ref-sifre-n.156.3.26-ref-sifre-n.156.3.36,ref-bible.0101.44.22.1-ref-bible.101.44.23.2,276279,276346,ref-sifre-n.156.3.26,ref-sifre-n.156.3.36,92338,92408,ref-bible.0101.44.22.1,ref-bible.0101.44.23.2,שאמרנו בנעוריה בית אביה נעוריה בבית אביה אמרתי ולא נעוריה בבית ,ונאמר אל אדני לא יוכל הנער לעזב את אביו ועזב את אביו ומת ותאמר אל ,11,15,30,30.0,1144,1142.0,0.7272727272727273,0.7142857142857143,0,,5090000942,11,15
ref-sifre-n.156.3.29-ref-sifre-n.156.3.35,ref-bible.0103.18.8.1-ref-bible.103.18.9.3,276300,276340,ref-sifre-n.156.3.29,ref-sifre-n.156.3.35,229332,229381,ref-bible.0103.18.8.1,ref-bible.0103.18.9.3,אביה נעוריה בבית אביה אמרתי ולא נעוריה ,ערות אשת אביך לא תגלה ערות אביך הוא ערות אחותך בת ,7,11,212,211.0,1148,1142.0,0.7,1.0,0,,5090000943,7,11
ref-sifre-n.156.3.27-ref-sifre-n.156.3.34,ref-bible.0103.18.11.1-ref-bible.103.18.12.4,276287,276333,ref-sifre-n.156.3.27,ref-sifre-n.156.3.34,229483,229552,ref-bible.0103.18.11.1,ref-bible.0103.18.12.4,בנעוריה בית אביה נעוריה בבית אביה אמרתי ולא ,ערות בת אשת אביך מולדת אביך אחותך הוא לא תגלה ערותה ערות אחות אביך לא ,8,15,217,215.0,1146,1142.0,0.6857142857142857,0.9285714285714286,0,,5090000944,8,15
ref-sifre-n.156.3.1-ref-sifre-n.156.3.30,ref-bible.0104.30.17.1-ref-bible.0104.30.17.16,276164,276311,ref-sifre-n.156.3.1,ref-sifre-n.156.3.30,323007,323082,ref-bible.0104.30.17.1,ref-bible.0104.30.17.16,אלה החקים אשר צוה יהוה את משה בין איש לאשתו בין אב לבתו בנעריה בית אביה,אלה החקים אשר צוה יהוה את משה בין איש לאשתו בין אב לבתו בנעריה בית אביה,12,12,737,737.0,1142,1142.0,0.0,0.0,12,אלה החקים אשר_צוה_יהוה_את_משה בין איש לאשתו בין אב לבתו בנעריה בית אביה,5090000945,12,12
ref-sifre-n.156.3.28-ref-sifre-n.156.3.36,ref-bible.0206.4.18.6-ref-bible.206.4.19.8,276296,276346,ref-sifre-n.156.3.28,ref-sifre-n.156.3.36,720637,720696,ref-bible.0206.4.18.6,ref-bible.0206.4.19.8,בית אביה נעוריה בבית אביה אמרתי ולא נעוריה בבית ,אל אביו אל הקצרים ויאמר אל אביו ראשי ראשי ויאמר אל הנער ,9,12,1031,1029.0,1147,1142.0,0.6785714285714286,0.8,0,,5090000946,9,12
ref-sifre-n.157.1.35-ref-sifre-n.157.1.39,ref-bible.0104.22.7.1-ref-bible.104.22.7.5,276629,276657,ref-sifre-n.157.1.35,ref-sifre-n.157.1.39,304760,304788,ref-bible.0104.22.7.1,ref-bible.0104.22.7.5,וילכו זקני מואב וזקני מדין ,וילכו זקני מואב וזקני מדין ,5,5,637,637.0,1149,1149.0,0.0,0.0,5,וילכו זקני מואב וזקני מדין,5090000947,5,5
ref-sifre-n.157.2.16-ref-sifre-n.157.2.24,ref-bible.0104.31.2.9-ref-bible.104.31.3.6,277244,277293,ref-sifre-n.157.2.16,ref-sifre-n.157.2.24,323149,323186,ref-bible.0104.31.2.9,ref-bible.0104.31.3.6,ועשה בשמחה שנאמר וידבר משה אל העם לאמר החלצו ,אל עמיך וידבר משה אל העם לאמר החלצו ,7,6,739,739.0,1150,1150.0,0.3111111111111111,0.5555555555555556,4,וידבר_משה_אל העם לאמר החלצו,5090000948,7,6
ref-sifre-n.157.2.55-ref-sifre-n.157.3.18,ref-bible.0104.31.3.14-ref-bible.104.31.5.4,277439,277535,ref-sifre-n.157.2.55,ref-sifre-n.157.3.18,323224,323311,ref-bible.0104.31.3.14,ref-bible.0104.31.5.4,"ונוקם ה' אלף למטה אלף למטה לכל מטות ישראל תשלחו לצבא כ""ד אלף דברי ר' ישמעאל ר' עקיבא אומר אלף ",נקמת יהוה במדין אלף למטה אלף למטה לכל מטות ישראל תשלחו לצבא וימסרו מאלפי ישראל אלף ,15,16,740,740.0,1151,1151.0,0.4574468085106383,0.5,10,אלף למטה אלף למטה לכל מטות ישראל תשלחו לצבא אלף,5090000949,15,16
ref-sifre-n.157.3.20-ref-sifre-n.157.3.30,ref-bible.0104.31.4.1-ref-bible.104.31.4.9,277541,277592,ref-sifre-n.157.3.20,ref-sifre-n.157.3.30,323241,323286,ref-bible.0104.31.4.1,ref-bible.0104.31.4.9,"אלף למטה י""ב אלף מה ת""ל לכל מטות ישראל תשלחו לצבא ",אלף למטה אלף למטה לכל מטות ישראל תשלחו לצבא ,11,9,741,740.0,1152,1152.0,0.2,0.2222222222222222,8,אלף למטה אלף לכל מטות ישראל תשלחו לצבא,5090000950,11,9
ref-sifre-n.157.3.107-ref-sifre-n.157.4.8,ref-bible.0104.31.4.7-ref-bible.0104.31.6.8,277996,278057,ref-sifre-n.157.3.107,ref-sifre-n.157.4.8,323269,323378,ref-bible.0104.31.4.7,ref-bible.0104.31.6.8,ישראל תשלחו לצבא וימסרו מאלפי ישראל אלף למטה שנים עשר אלף חלוצי צבא וישלח אתם משה אלף למטה לצבא אתם ואת,ישראל תשלחו לצבא וימסרו מאלפי ישראל אלף למטה שנים עשר אלף חלוצי צבא וישלח אתם משה אלף למטה לצבא אתם ואת,19,19,742,742.0,1153,1153.0,0.0,0.0,19,ישראל תשלחו לצבא וימסרו מאלפי ישראל אלף למטה שנים_עשר_אלף חלוצי צבא וישלח אתם משה אלף למטה לצבא אתם ואת,5090000951,19,19
ref-sifre-n.157.4.47-ref-sifre-n.157.4.54,ref-bible.0104.4.20.1-ref-bible.104.4.20.7,278261,278304,ref-sifre-n.157.4.47,ref-sifre-n.157.4.54,261938,261974,ref-bible.0104.4.20.1,ref-bible.0104.4.20.7,ולא יבואו לראות כבלע את הקודש ולא ימותו ,ולא יבאו לראות כבלע את הקדש ומתו ,8,7,256,256.0,1155,1155.0,0.175,0.0,4,ולא לראות כבלע את,5090000952,8,7
ref-sifre-n.157.5.16-ref-sifre-n.157.5.39,ref-bible.0104.31.8.1-ref-bible.104.31.8.19,278499,278608,ref-sifre-n.157.5.16,ref-sifre-n.157.5.39,323493,323580,ref-bible.0104.31.8.1,ref-bible.0104.31.8.19,"ואת מלכי מדין למה נאמר והלא כבר נאמר את אוי ואת רקם ואת צור ואת חור ואת רבע ומה ת""ל ואת חמשת מלכי מדין ",ואת מלכי מדין הרגו על חלליהם את אוי ואת רקם ואת צור ואת חור ואת רבע חמשת מלכי מדין ,20,19,746,746.0,1157,1156.0,0.3009708737864077,0.4285714285714286,16,ואת מלכי מדין את אוי ואת רקם ואת צור ואת חור ואת רבע חמשת מלכי מדין,5090000953,20,19
ref-sifre-n.157.5.16-ref-sifre-n.157.5.33,ref-bible.0201.13.21.15-ref-bible.201.13.21.28,278499,278579,ref-sifre-n.157.5.16,ref-sifre-n.157.5.33,439296,439358,ref-bible.0201.13.21.15,ref-bible.0201.13.21.28,ואת מלכי מדין למה נאמר והלא כבר נאמר את אוי ואת רקם ואת צור ואת חור ואת רבע ,אתו ואת נשיאי מדין את אוי ואת רקם ואת צור ואת חור ואת רבע ,14,14,938,938.0,1156,1156.0,0.3947368421052631,0.3333333333333333,12,ואת מדין את אוי ואת רקם ואת צור ואת חור ואת רבע,5090000954,14,14
ref-sifre-n.157.5.51-ref-sifre-n.157.5.56,ref-bible.0104.31.8.20-ref-bible.104.31.8.25,278668,278697,ref-sifre-n.157.5.51,ref-sifre-n.157.5.56,323581,323610,ref-bible.0104.31.8.20,ref-bible.0104.31.8.25,ואת בלעם בן בעור הרגו בחרב ,ואת בלעם בן בעור הרגו בחרב ,6,6,747,747.0,1158,1158.0,0.0,0.0,6,ואת בלעם בן בעור הרגו בחרב,5090000955,6,6
ref-sifre-n.157.5.51-ref-sifre-n.157.5.56,ref-bible.0201.13.22.1-ref-bible.201.13.22.9,278668,278697,ref-sifre-n.157.5.51,ref-sifre-n.157.5.56,439382,439428,ref-bible.0201.13.22.1,ref-bible.0201.13.22.9,ואת בלעם בן בעור הרגו בחרב ,ואת בלעם בן בעור הקוסם הרגו בני ישראל בחרב ,6,9,939,939.0,1159,1158.0,0.3720930232558139,0.25,6,ואת בלעם בן בעור הרגו בחרב,5090000956,6,9
ref-sifre-n.157.5.96-ref-sifre-n.157.5.102,ref-bible.0104.31.8.20-ref-bible.104.31.8.25,278893,278929,ref-sifre-n.157.5.96,ref-sifre-n.157.5.102,323581,323610,ref-bible.0104.31.8.20,ref-bible.0104.31.8.25,ואת בלעם בן בעור הקוסם הרגו בחרב ,ואת בלעם בן בעור הרגו בחרב ,7,6,748,747.0,1160,1160.0,0.1818181818181818,0.1428571428571429,6,ואת בלעם בן בעור הרגו בחרב,5090000957,7,6
ref-sifre-n.157.5.96-ref-sifre-n.157.5.102,ref-bible.0201.13.22.1-ref-bible.201.13.22.9,278893,278929,ref-sifre-n.157.5.96,ref-sifre-n.157.5.102,439382,439428,ref-bible.0201.13.22.1,ref-bible.0201.13.22.9,ואת בלעם בן בעור הקוסם הרגו בחרב ,ואת בלעם בן בעור הקוסם הרגו בני ישראל בחרב ,7,9,940,939.0,1161,1160.0,0.2325581395348837,0.125,7,ואת בלעם בן בעור הקוסם הרגו בחרב,5090000958,7,9
ref-sifre-n.157.5.103-ref-sifre-n.157.5.112,ref-bible.0104.31.10.1-ref-bible.104.31.10.7,278930,278980,ref-sifre-n.157.5.103,ref-sifre-n.157.5.112,323695,323731,ref-bible.0104.31.10.1,ref-bible.0104.31.10.7,"ואת כל עריהם במושבותם זו ע""ז שלהם ואת כל טירותם ",ואת כל עריהם במושבתם ואת כל טירתם ,10,7,749,749.0,1162,1162.0,0.2916666666666667,0.375,5,ואת כל עריהם ואת כל,5090000959,10,7
ref-sifre-n.157.5.141-ref-sifre-n.157.5.148,ref-bible.0201.7.1.1-ref-bible.201.7.1.6,279138,279180,ref-sifre-n.157.5.141,ref-sifre-n.157.5.148,422329,422362,ref-bible.0201.7.1.1,ref-bible.0201.7.1.6,וימעלו בני ישראל מעל בחרם אבל כאן ויקחו ,וימעלו בני ישראל מעל בחרם ויקח ,8,6,932,932.0,1163,1163.0,0.225,0.1428571428571429,5,וימעלו בני ישראל מעל בחרם,5090000960,8,6
ref-sifre-n.157.5.183-ref-sifre-n.157.5.203,ref-bible.0104.31.15.1-ref-bible.104.31.16.7,279363,279468,ref-sifre-n.157.5.183,ref-sifre-n.157.5.203,324046,324111,ref-bible.0104.31.15.1,ref-bible.0104.31.16.7,ויאמר להם משה החייתם כל נקבה אמר לו פינחס רבינו כשם שהפקדתנו כך עשינו הן הנה היו לבני ישראל בדבר בלעם ,ויאמר אליהם משה החייתם כל נקבה הן הנה היו לבני ישראל בדבר בלעם ,21,13,751,750.0,1164,1164.0,0.4215686274509804,0.4444444444444444,12,ויאמר משה החייתם כל נקבה הן הנה היו לבני ישראל בדבר בלעם,5090000961,21,13
ref-sifre-n.157.5.278-ref-sifre-n.157.5.286,ref-bible.0207.63.10.7-ref-bible.207.63.10.12,279849,279894,ref-sifre-n.157.5.278,ref-sifre-n.157.5.286,861081,861110,ref-bible.0207.63.10.7,ref-bible.0207.63.10.12,הוא נלחם בם שנאמר ישעיה סג ויהפך להם לאויב ,ויהפך להם לאויב הוא נלחם בם ,9,6,1067,1067.0,1165,1165.0,0.7441860465116279,0.4285714285714286,3,ויהפך להם לאויב,5090000962,9,6
ref-sifre-n.157.6.20-ref-sifre-n.157.6.36,ref-bible.0104.31.17.1-ref-bible.0104.31.18.3,280069,280150,ref-sifre-n.157.6.20,ref-sifre-n.157.6.36,324164,324237,ref-bible.0104.31.17.1,ref-bible.0104.31.18.3,ועתה הרגו כל זכר בטף וכל אשה ידעת איש למשכב זכר הרגו וכל הטף בנשים,ועתה הרגו כל זכר בטף וכל אשה ידעת איש למשכב זכר הרגו וכל הטף בנשים,15,15,752,752.0,1166,1166.0,0.0,0.0,15,ועתה הרגו כל זכר בטף וכל אשה ידעת איש למשכב זכר הרגו וכל הטף בנשים,5090000963,15,15
ref-sifre-n.157.6.77-ref-sifre-n.157.6.86,ref-bible.0104.31.17.3-ref-bible.104.31.18.10,280363,280409,ref-sifre-n.157.6.77,ref-sifre-n.157.6.86,324175,324267,ref-bible.0104.31.17.3,ref-bible.0104.31.18.10,וכל הטף בנשים אשר לא ידעו משכב זכר החיו לכם ,כל זכר בטף וכל אשה ידעת איש למשכב זכר הרגו וכל הטף בנשים אשר לא ידעו משכב זכר החיו לכם ,10,18,754,752.0,1168,1168.0,0.5172413793103449,0.5333333333333333,7,וכל הטף בנשים משכב זכר החיו לכם,5090000964,10,18
ref-sifre-n.157.7.1-ref-sifre-n.157.7.6,ref-bible.0104.31.19.1-ref-bible.104.31.19.6,280505,280537,ref-sifre-n.157.7.1,ref-sifre-n.157.7.6,324268,324299,ref-bible.0104.31.19.1,ref-bible.0104.31.19.6,ואתם חנו מחוץ למחנה שבעת ימים ,ואתם חנו מחוץ למחנה שבעת ימים ,6,6,755,755.0,1169,1169.0,0.0,0.0,6,ואתם חנו מחוץ למחנה שבעת ימים,5090000965,6,6
ref-sifre-n.157.7.37-ref-sifre-n.157.8.5,ref-bible.0104.31.19.19-ref-bible.104.31.20.5,280687,280723,ref-sifre-n.157.7.37,ref-sifre-n.157.8.5,324366,324395,ref-bible.0104.31.19.19,ref-bible.0104.31.20.5,שביכם בני ברית וכל בגד וכל כלי עור ,ושביכם וכל בגד וכל כלי עור ,8,6,757,757.0,1170,1170.0,0.2857142857142857,0.2857142857142857,5,וכל בגד וכל כלי עור,5090000966,8,6
ref-sifre-n.157.9.1-ref-sifre-n.157.9.11,ref-bible.0104.31.21.1-ref-bible.104.31.21.11,281348,281410,ref-sifre-n.157.9.1,ref-sifre-n.157.9.11,324430,324492,ref-bible.0104.31.21.1,ref-bible.0104.31.21.11,ויאמר אלעזר הכהן אל אנשי הצבא הבאים למלחמה זאת חקת התורה ,ויאמר אלעזר הכהן אל אנשי הצבא הבאים למלחמה זאת חקת התורה ,11,11,761,760.0,1171,1171.0,0.0,0.0,11,ויאמר אלעזר הכהן אל אנשי הצבא הבאים למלחמה זאת חקת התורה,5090000967,11,11
ref-sifre-n.157.9.43-ref-sifre-n.157.9.61,ref-bible.0103.10.16.9-ref-bible.103.10.17.5,281553,281649,ref-sifre-n.157.9.43,ref-sifre-n.157.9.61,209870,209942,ref-bible.0103.10.16.9,ref-bible.0103.10.17.5,ויקצוף על אלעזר ועל איתמר בני אהרן הנותרים לאמר קודש הוא לכם מהו אומר מדוע לא אכלתם את החטאת ,ויקצף על אלעזר ועל איתמר בני אהרן הנותרם לאמר מדוע לא אכלתם את החטאת ,19,14,183,183.0,1172,1172.0,0.2580645161290322,0.1428571428571429,12,על אלעזר ועל איתמר בני אהרן לאמר מדוע לא אכלתם את החטאת,5090000968,19,14
ref-sifre-n.157.9.69-ref-sifre-n.157.9.90,ref-bible.0104.20.10.9-ref-bible.104.20.11.9,281683,281793,ref-sifre-n.157.9.69,ref-sifre-n.157.9.90,300332,300430,ref-bible.0104.20.10.9,ref-bible.0104.20.11.9,ויאמר אליהם שמעו נא המורים המן הסלע הזה נוציא לכם מים מהו אומר וירם משה את ידו ויך את הסלע במטהו פעמים ,ויאמר להם שמעו נא המרים המן הסלע הזה נוציא לכם מים וירם משה את ידו ויך את הסלע במטהו פעמים ,22,20,632,632.0,1173,1173.0,0.116504854368932,0.0588235294117647,18,ויאמר שמעו נא המן הסלע הזה נוציא לכם מים וירם משה את ידו ויך את הסלע במטהו פעמים,5090000969,22,20
ref-sifre-n.157.9.95-ref-sifre-n.157.9.112,ref-bible.0104.31.14.1-ref-bible.104.31.15.3,281810,281911,ref-sifre-n.157.9.95,ref-sifre-n.157.9.112,323974,324062,ref-bible.0104.31.14.1,ref-bible.0104.31.15.3,ויקצוף משה על פקודי החיל שרי האלפים ושרי המאות הבאים מצבא המלחמה מה אומר ויאמר אלעזר אל אנשי ,ויקצף משה על פקודי החיל שרי האלפים ושרי המאות הבאים מצבא המלחמה ויאמר אליהם משה ,18,15,750,750.0,1174,1174.0,0.1935483870967742,0.25,12,משה על פקודי החיל שרי האלפים ושרי המאות הבאים מצבא המלחמה ויאמר,5090000970,18,15
ref-sifre-n.157.9.108-ref-sifre-n.157.9.115,ref-bible.0104.31.21.1-ref-bible.104.31.21.8,281886,281932,ref-sifre-n.157.9.108,ref-sifre-n.157.9.115,324430,324477,ref-bible.0104.31.21.1,ref-bible.0104.31.21.8,אומר ויאמר אלעזר אל אנשי הצבא הבאים למלחמה ,ויאמר אלעזר הכהן אל אנשי הצבא הבאים למלחמה ,8,8,760,760.0,1178,1174.0,0.2325581395348837,0.125,7,ויאמר אלעזר אל אנשי הצבא הבאים למלחמה,5090000971,8,8
ref-sifre-n.157.9.98-ref-sifre-n.157.9.112,ref-bible.0104.31.48.4-ref-bible.104.31.49.3,281825,281911,ref-sifre-n.157.9.98,ref-sifre-n.157.9.112,326109,326173,ref-bible.0104.31.48.4,ref-bible.0104.31.49.3,פקודי החיל שרי האלפים ושרי המאות הבאים מצבא המלחמה מה אומר ויאמר אלעזר אל אנשי ,הפקדים אשר לאלפי הצבא שרי האלפים ושרי המאות ויאמרו אל משה ,15,11,764,764.0,1175,1174.0,0.5822784810126582,0.6,5,שרי האלפים ושרי המאות אל,5090000972,15,11
ref-sifre-n.157.9.100-ref-sifre-n.157.9.105,ref-bible.0104.31.52.16-ref-bible.104.31.54.11,281837,281874,ref-sifre-n.157.9.100,ref-sifre-n.157.9.105,326455,326569,ref-bible.0104.31.52.16,ref-bible.0104.31.54.11,שרי האלפים ושרי המאות הבאים מצבא ,שרי האלפים ומאת שרי המאות אנשי הצבא בזזו איש לו ויקח משה ואלעזר הכהן את הזהב מאת שרי האלפים והמאות ויבאו ,6,19,766,766.0,1176,1174.0,0.6952380952380952,0.6923076923076923,3,שרי האלפים המאות,5090000973,6,19
