,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-mek,dam-lev,jac,id
2322,2966,ref-b.3.5.9.48a.7.33-ref-b.3.5.9.48a.7.39,ref-mek.7.18.1.220-ref-mek.7.18.1.226,4073333,4073365,563064,563070,ref-b.3.5.9.48a.7.33,ref-b.3.5.9.48a.7.39,353049,353081,57264,57270,ref-mek.7.18.1.220,ref-mek.7.18.1.226,הנה לא ינום ולא יישן שומר ישראל ,הנה לא ינום ולא יישן שומר ישראל ,6,6,1578.0,2961.0,0.0,0.0,3050002323
2323,2967,ref-b.3.1.4.48b.6.5-ref-b.3.1.4.48b.6.17,ref-mek.7.18.1.238-ref-mek.7.18.1.254,2997175,2997231,413337,413347,ref-b.3.1.4.48b.6.5,ref-b.3.1.4.48b.6.17,353140,353221,57251,57267,ref-mek.7.18.1.238,ref-mek.7.18.1.254,אתה אומר זה גר תושב או אינו אלא גר צדק כשהוא אומר וגרך ,גר שנאמר גר ותושב אנכי עמכם דוד קרא עצמו גר שנאמר גר אנכי בארץ ואומר כי גרים ,10,16,1143.0,2967.0,0.6233766233766234,0.8235294117647058,3050002324
2324,2968,ref-b.2.10.4.27a.3.5-ref-b.2.10.4.27a.3.11,ref-mek.7.18.1.326-ref-mek.7.18.1.332,2612531,2612566,362357,362363,ref-b.2.10.4.27a.3.5,ref-b.2.10.4.27a.3.11,353587,353622,57468,57474,ref-mek.7.18.1.326,ref-mek.7.18.1.332,ה' חפץ למען צדקו יגדיל תורה ויאדיר ,ה' חפץ למען צדקו יגדיל תורה ויאדיר ,6,6,1011.0,2968.0,0.0,0.0,3050002325
2325,2969,ref-b.3.5.5.30b.12.21-ref-b.3.5.5.30b.12.27,ref-mek.7.18.1.338-ref-mek.7.18.1.351,4002208,4002243,552561,552709,ref-b.3.5.5.30b.12.21,ref-b.3.5.5.30b.12.27,353649,353719,57347,57386,ref-mek.7.18.1.338,ref-mek.7.18.1.351,אמר אשירה לה' והן אומרים אשירה לה' משה אמר אומר משה אמר אשירה לה' והן אומרים אשירה לה',שהן עונות ואומרות לפני מי שאמר והיה העולם לה' אני שנאמר זה יאמר לה' שהן עונות ואומרות לפני מי שאמר והיה העולם לה' אני,86,117,1444.0,2969.0,0.6581196581196581,0.75,3050002326
2326,2971,ref-b.4.1.9.110a.16.1-ref-b.4.1.9.110a.17.7,ref-mek.7.18.1.338-ref-mek.7.18.1.360,5049715,5049809,698510,698527,ref-b.4.1.9.110a.16.1,ref-b.4.1.9.110a.17.7,353649,353761,57377,57395,ref-mek.7.18.1.338,ref-mek.7.18.1.360,כשהוא אומר והשיב את אשמו בראשו וחמישיתו הוי אומר אשם זה קרן תניא אידך אשם זה קרן המושב זה ,שהן עונות ואומרות לפני מי שאמר והיה העולם לה' אני שנאמר זה יאמר לה' אני וזה יקרא בשם יעקב וזה יכתוב ידו לה' ,17,18,1964.0,2969.0,0.6851851851851852,0.875,3050002327
2327,2972,ref-b.2.5.8.74b.12.2-ref-b.2.5.8.74b.12.16,ref-mek.7.18.2.32-ref-mek.7.18.2.39,1900630,1900716,260585,262383,ref-b.2.5.8.74b.12.2,ref-b.2.5.8.74b.12.16,354056,354095,57415,57553,ref-mek.7.18.2.32,ref-mek.7.18.2.39,מאם תענה את בנותי דנין ענוי דרבים מענוי דרבים ואין דנין ענוי דרבים מענוי דיחיד ונילף מענוי מאם תענה את בנותי דנין ענוי דרבים מענוי דרבים ואין דנין ענוי דרבים מענוי,אם ענה תענה אחד עינוי מרובה ואחד עינוי אם ענה תענה אחד עינוי מרובה ואחד עינוי,163,77,691.0,2972.0,0.6441717791411042,0.7272727272727273,3050002328
2328,2974,ref-b.2.5.8.74b.12.2-ref-b.2.5.8.74b.12.16,ref-mek.7.18.3.58-ref-mek.7.18.3.65,1900630,1900716,260585,262383,ref-b.2.5.8.74b.12.2,ref-b.2.5.8.74b.12.16,354398,354437,57471,57610,ref-mek.7.18.3.58,ref-mek.7.18.3.65,מאם תענה את בנותי דנין ענוי דרבים מענוי דרבים ואין דנין ענוי דרבים מענוי דיחיד ונילף מענוי מאם תענה את בנותי דנין ענוי דרבים מענוי דרבים ואין דנין ענוי דרבים מענוי,אם ענה תענה אחד עינוי מרובה ואחד עינוי אם ענה תענה אחד עינוי מרובה ואחד עינוי,163,77,691.0,2974.0,0.6441717791411042,0.7272727272727273,3050002329
2329,2976,ref-b.4.4.11.113b.3.35-ref-b.4.4.11.113b.3.47,ref-mek.7.18.3.114-ref-mek.7.18.3.126,6423564,6423629,898470,898481,ref-b.4.4.11.113b.3.35,ref-b.4.4.11.113b.3.47,354708,354772,57545,57556,ref-mek.7.18.3.114,ref-mek.7.18.3.126,שנאמר הצדיק אבד ואין איש שם על לב ואנשי חסד נאספים באין מבין ,שנאמר הצדיק אבד ואין איש שם על לב ואנשי חסד נאספו ואין מבין ,11,11,2628.0,2976.0,0.04918032786885246,0.0,3050002330
2330,2977,ref-b.2.9.1.11a.7.22-ref-b.2.9.1.11a.7.28,ref-mek.7.18.3.115-ref-mek.7.18.3.121,2400940,2400969,331604,331609,ref-b.2.9.1.11a.7.22,ref-b.2.9.1.11a.7.28,354715,354744,57650,57655,ref-mek.7.18.3.115,ref-mek.7.18.3.121,הצדיק אבד ואין איש שם על לב ,הצדיק אבד ואין איש שם על לב ,5,5,936.0,2976.0,0.0,0.0,3050002331
2331,2978,ref-b.2.1.23.152b.6.9-ref-b.2.1.23.152b.6.14,ref-mek.7.18.3.127-ref-mek.7.18.3.132,909853,909883,126475,126480,ref-b.2.1.23.152b.6.9,ref-b.2.1.23.152b.6.14,354773,354803,57661,57666,ref-mek.7.18.3.127,ref-mek.7.18.3.132,אומר יבא שלום ינוחו על משכבותם ,ואומר יבא שלום ינוחו על משכבם ,5,5,373.0,2978.0,0.0967741935483871,0.2857142857142857,3050002332
2332,2979,ref-b.3.2.12.104a.8.17-ref-b.3.2.12.104a.8.32,ref-mek.7.18.3.127-ref-mek.7.18.3.132,3576050,3576131,492050,492065,ref-b.3.2.12.104a.8.17,ref-b.3.2.12.104a.8.32,354773,354803,57557,57562,ref-mek.7.18.3.127,ref-mek.7.18.3.132,אומרת לו בא בשלום ואחת אומרת הולך נכחו ואחת אומרת לו יבא שלום ינוחו על משכבותם ,ואומר יבא שלום ינוחו על משכבם ,15,5,1292.0,2978.0,0.620253164556962,0.6363636363636364,3050002333
2333,2980,ref-b.5.1.5.53b.6.1-ref-b.5.1.5.53b.6.11,ref-mek.7.18.3.226-ref-mek.7.18.3.238,6961560,6961613,975899,975905,ref-b.5.1.5.53b.6.1,ref-b.5.1.5.53b.6.11,355265,355324,57651,57659,ref-mek.7.18.3.226,ref-mek.7.18.3.238,ר' ישמעאל אומר נאמר כאן סביב ונאמר להלן סביב מה להלן ,ר' ישמעאל אומר נאמר כאן חרון אף ונאמר להלן חרון אף מה להלן ,6,8,2816.0,2980.0,0.23728813559322035,0.33333333333333337,3050002334
2334,2981,ref-b.4.2.3.38b.14.4-ref-b.4.2.3.38b.14.19,ref-mek.7.18.3.266-ref-mek.7.18.3.289,5222794,5222888,723319,723594,ref-b.4.2.3.38b.14.4,ref-b.4.2.3.38b.14.19,355463,355620,57644,57694,ref-mek.7.18.3.266,ref-mek.7.18.3.289,"ממשמע שנאמר וחרה אפי והרגתי אתכם יודע אני שנשותיהם אלמנות ובניהם יתומים אלא מה ת""ל והיו ממשמע שנאמר וחרה אפי והרגתי אתכם יודע אני שנשותיהם אלמנות ובניהם יתומים אלא מה",נשיכם אלמנות ובניכם יתומים ממשמע שנאמר והרגתי אתכם בחרב איני יודע שנשיכם אלמנות ומה תלמוד לומר והיו נשיכם אלמנות ובניכם יתומים כענין שנאמר ותהיין ובניכם יתומים ממשמע שנאמר והרגתי אתכם בחרב איני יודע שנשיכם אלמנות ומה תלמוד לומר והיו נשיכם אלמנות ובניכם יתומים,166,259,2005.0,2981.0,0.583011583011583,0.6521739130434783,3050002335
2335,2983,ref-b.3.2.8.82b.11.13-ref-b.3.2.8.82b.11.24,ref-mek.7.18.3.304-ref-mek.7.18.3.324,3512230,3512302,483427,483438,ref-b.3.2.8.82b.11.13,ref-b.3.2.8.82b.11.24,355696,355806,57677,57691,ref-mek.7.18.3.304,ref-mek.7.18.3.324,ולא היו נושאין נשים התקינו שיהיו מניחין אותה בבית אביה ועדיין כשהוא ,מניחין אותם בנכסי אביהן מפני שהן בחזקת קיימים והרי דברים קל וחומר ומה אם כשלא תענון את הדין לא יהיו נשיכם ,11,14,1283.0,2983.0,0.7075471698113207,0.9166666666666666,3050002336
2336,2984,ref-b.4.4.1.6b.6.8-ref-b.4.4.1.6b.6.13,ref-mek.7.18.3.339-ref-mek.7.18.3.346,5946138,5946174,825909,826237,ref-b.4.4.1.6b.6.8,ref-b.4.4.1.6b.6.13,355882,355927,57700,57737,ref-mek.7.18.3.339,ref-mek.7.18.3.346,שנאמר אמת ומשפט שלום שפטו בשעריכם שנאמר אמת ומשפט שלום שפטו בשעריכם,אמת שפטו ואומר אמת ומשפט שלום שפטו בשעריכם ואומר אמת ומשפט שלום שפטו בשעריכם,67,76,2184.0,2984.0,0.17105263157894737,0.2857142857142857,3050002337
2337,2986,ref-b.4.3.1.10a.12.14-ref-b.4.3.1.10a.12.21,ref-mek.7.18.3.351-ref-mek.7.18.3.358,5535793,5535833,769240,769247,ref-b.4.3.1.10a.12.14,ref-b.4.3.1.10a.12.21,355945,355985,57740,57747,ref-mek.7.18.3.351,ref-mek.7.18.3.358,שמרו משפט ועשו צדקה כי קרובה ישועתי לבא ,שמרו משפט ועשו צדקה כי קרובה ישועתי לבא ,7,7,2103.0,2986.0,0.0,0.0,3050002338
2338,2987,ref-b.4.8.1.5a.20.30-ref-b.4.8.1.5a.21.9,ref-mek.7.18.3.408-ref-mek.7.18.3.422,6518441,6518513,912141,912153,ref-b.4.8.1.5a.20.30,ref-b.4.8.1.5a.21.9,356243,356327,57789,57803,ref-mek.7.18.3.408,ref-mek.7.18.3.422,ויהי כחול זרעך וצאצאי מעיך וגו' תנו רבנן מי יתן והיה לבבם זה להם אמר ,ויהי כחול זרעך וצאצאי מיעיך כמעותיו ואומר מי יתן והיה לבבם זה להם וגו' ואומר ,12,14,2694.0,2987.0,0.24675324675324675,0.16666666666666663,3050002339
2339,2988,ref-b.4.8.1.4b.17.16-ref-b.4.8.1.4b.17.22,ref-mek.7.18.3.414-ref-mek.7.18.3.420,6515489,6515520,911662,911668,ref-b.4.8.1.4b.17.16,ref-b.4.8.1.4b.17.22,356284,356315,57795,57801,ref-mek.7.18.3.414,ref-mek.7.18.3.420,שנאמר מי יתן והיה לבבם זה להם ,ואומר מי יתן והיה לבבם זה להם ,6,6,2683.0,2987.0,0.1,0.33333333333333337,3050002340
2340,2989,ref-b.4.8.1.5a.21.24-ref-b.4.8.1.5a.21.32,ref-mek.7.18.3.415-ref-mek.7.18.3.422,6518591,6518628,912165,912172,ref-b.4.8.1.5a.21.24,ref-b.4.8.1.5a.21.32,356291,356327,57796,57803,ref-mek.7.18.3.415,ref-mek.7.18.3.422,מי יתן והיה לבבם זה להם היה להם לומר ,מי יתן והיה לבבם זה להם וגו' ואומר ,7,7,2695.0,2987.0,0.24324324324324326,0.16666666666666663,3050002341
2341,2990,ref-b.2.5.8.86b.2.8-ref-b.2.5.8.86b.2.14,ref-mek.7.18.3.430-ref-mek.7.18.3.438,1950967,1951008,267747,269586,ref-b.2.5.8.86b.2.8,ref-b.2.5.8.86b.2.14,356370,356418,57781,57923,ref-mek.7.18.3.430,ref-mek.7.18.3.438,שנאמר ובא לציון גואל ולשבי פשע ביעקב מה טעם ובא לציון גואל משום דשבי פשע ביעקב ושוב אלי נאם ה' אמר רבי יונתן גדולה תשובה את הגאולה שנאמר ובא לציון גואל,ואומר ובא לציון גואל ולשבי פשע ביעקב ואומר ובא לציון גואל ולשבי פשע ביעקב נאם ה',151,80,751.0,2990.0,0.5298013245033113,0.55,3050002342
2342,2992,ref-b.2.12.2.12b.6.2-ref-b.2.12.2.12b.6.17,ref-mek.8.1.1.38-ref-mek.8.1.1.56,2794660,2794757,388014,388028,ref-b.2.12.2.12b.6.2,ref-b.2.12.2.12b.6.17,356749,356838,57972,57985,ref-mek.8.1.1.38,ref-mek.8.1.1.56,שבו ירושלים ובית המקדש ומזבח בנוי ומיכאל השר הגדול עומד ומקריב עליו קרבן שנאמר בנה בניתי ,בו אם מזבח אבנים תעשו לי חובה אתה אומר חובה או אינו אלא רשות כשהוא אומר אבנים שלמות תבנה ,14,13,1057.0,2992.0,0.7865168539325843,0.962962962962963,3050002343
2343,2993,ref-b.4.2.5.71a.3.13-ref-b.4.2.5.71a.4.3,ref-mek.8.1.1.115-ref-mek.8.1.1.140,5329191,5329340,738994,739021,ref-b.4.2.5.71a.3.13,ref-b.4.2.5.71a.4.3,357126,357266,57924,57948,ref-mek.8.1.1.115,ref-mek.8.1.1.140,תלוה את עמי את העני עמך עמי ונכרי עמי קודם עני ועשיר עני קודם ענייך ועניי עירך ענייך קודמין עניי עירך ועניי עיר אחרת עניי עירך קודמין אמר מר עמי ,ללוות עמי קודם עני ועשיר עני קודם ענייך ועניי עירך ענייך קודמין לעניי עירך עניי עירך ועניי עיר אחרת עניי עירך קודמין שנאמר את העני עמך ,27,24,2037.0,2993.0,0.35172413793103446,0.375,3050002344
2344,2994,ref-b.5.5.4.17b.3.3-ref-b.5.5.4.17b.3.10,ref-mek.8.1.1.124-ref-mek.8.1.1.131,8173178,8173220,1149499,1149659,ref-b.5.5.4.17b.3.3,ref-b.5.5.4.17b.3.10,357174,357220,57903,57952,ref-mek.8.1.1.124,ref-mek.8.1.1.131,בערכין עני שהעריך את העשיר נותן ערך עני בערכין עני שהעריך את העשיר נותן ערך,עירך ענייך קודמין לעניי עירך עניי עירך ועניי עיר אחרת עניי עירך ענייך קודמין לעניי עירך עניי עירך ועניי,75,103,3193.0,2993.0,0.6310679611650486,0.8,3050002345
2345,2996,ref-b.4.2.4.60b.19.3-ref-b.4.2.4.60b.19.11,ref-mek.8.1.1.143-ref-mek.8.1.1.170,5297978,5298019,734153,734436,ref-b.4.2.4.60b.19.3,ref-b.4.2.4.60b.19.11,357275,357402,57920,57970,ref-mek.8.1.1.143,ref-mek.8.1.1.170,כספך לא תתן לו בנשך ובמרבית לא תתן אכלך לא נשך בלא תרבית ולא תרבית בלא נשך ולא חלקן הכתוב אלא לעבור עליו בשני לאוין תר את כספך לא תתן לו בנשך,לו כנושה שלא תראה לו בכל זמן לא תשימון עליו נשך מה תלמוד לומר לפי שהוא אומר את כספך לא תתן לו בנשך הרי זה אזהרה למלוה שלא ילוה לו בריבית בכל זמן לא תשימון עליו נשך מה תלמוד לומר לפי שהוא אומר את כספך לא תתן,141,206,2028.0,2996.0,0.6699029126213593,0.7241379310344828,3050002346
2346,2997,ref-b.4.2.5.61a.4.14-ref-b.4.2.5.61a.4.46,ref-mek.8.1.1.143-ref-mek.8.1.1.170,5298509,5298674,734239,734542,ref-b.4.2.5.61a.4.14,ref-b.4.2.5.61a.4.46,357275,357402,57920,57970,ref-mek.8.1.1.143,ref-mek.8.1.1.170,כספך לא תתן לו בנשך ואכלך במרבית כדקאמרת השתא דכתיב את כספך לא תתן לו בנשך ובמרבית לא תתן אכלך כספך לא תתן לו בנשך ובמרבית ובנשך ובמרבית לא תתן אכלך כספך לא תתן לו בנשך ואכלך במרבית כדקאמרת השתא דכתיב את כספך לא תתן לו בנשך ובמרבית לא תתן אכלך קרי ביה הכי את כספך לא תתן לו בנשך,לו כנושה שלא תראה לו בכל זמן לא תשימון עליו נשך מה תלמוד לומר לפי שהוא אומר את כספך לא תתן לו בנשך הרי זה אזהרה למלוה שלא ילוה לו בריבית כנושה שלא תראה לו בכל זמן לא תשימון עליו נשך מה תלמוד לומר לפי שהוא אומר את כספך לא תתן,278,224,2032.0,2996.0,0.6366906474820144,0.8709677419354839,3050002347
2347,3001,ref-b.4.2.5.61a.2.1-ref-b.4.2.5.61a.3.11,ref-mek.8.1.1.165-ref-mek.8.1.1.182,5298195,5298279,734188,734477,ref-b.4.2.5.61a.2.1,ref-b.4.2.5.61a.3.11,357372,357465,57937,57980,ref-mek.8.1.1.165,ref-mek.8.1.1.182,אין לי אלא בלוה במלוה מנין נאמר נשך בלוה ונאמר נשך במלוה מה נשך האמור בלוה לא בלוה במלוה מנין נאמר נשך בלוה ונאמר נשך במלוה מה נשך האמור בלוה לא,בנשך הרי זה אזהרה למלוה שלא ילוה לו בריבית אתה אומר למלוה או אינו אלא ללווה כשהוא אומר אל תקח מאתו נשך ותרבית הרי ללוה אמור אין לי אלא בנשך הרי זה אזהרה למלוה שלא ילוה לו בריבית אתה אומר למלוה או אינו,144,200,2030.0,2996.0,0.645,0.6875,3050002348
2348,3003,ref-b.4.2.5.71a.18.32-ref-b.4.2.5.71a.19.10,ref-mek.8.1.1.169-ref-mek.8.1.1.185,5331320,5331403,739329,739342,ref-b.4.2.5.71a.18.32,ref-b.4.2.5.71a.19.10,357391,357477,57969,57983,ref-mek.8.1.1.169,ref-mek.8.1.1.185,לוין מהן ומלוין אותן ברבית וכן בגר תושב אמר רב נחמן בר יצחק מי כתיב אל תקח מאתם ,למלוה שלא ילוה לו בריבית אתה אומר למלוה או אינו אלא ללווה כשהוא אומר אל תקח מאתו ,13,14,2047.0,2996.0,0.6296296296296297,0.6842105263157895,3050002349
2349,3004,ref-b.4.4.1.16a.11.2-ref-b.4.4.1.16a.11.27,ref-mek.8.1.1.170-ref-mek.8.1.1.190,5982412,5982528,831501,831521,ref-b.4.4.1.16a.11.2,ref-b.4.4.1.16a.11.27,357398,357504,57970,57988,ref-mek.8.1.1.170,ref-mek.8.1.1.190,דבר גדול דבר קשה אתה אומר דבר קשה או אינו אלא דבריו של גדול כשהוא אומר את הדבר הקשה יביאון אל משה הרי דבר קשה אמור ,שלא ילוה לו בריבית אתה אומר למלוה או אינו אלא ללווה כשהוא אומר אל תקח מאתו נשך ותרבית הרי ללוה אמור ,20,18,2199.0,2996.0,0.4956521739130435,0.5625,3050002350
2350,3005,ref-b.4.2.5.75b.6.5-ref-b.4.2.5.75b.6.30,ref-mek.8.1.1.221-ref-mek.8.1.1.244,5344237,5344369,740947,741246,ref-b.4.2.5.75b.6.5,ref-b.4.2.5.75b.6.30,357664,357794,57983,58035,ref-mek.8.1.1.221,ref-mek.8.1.1.244,מלוה עובר בכולן לוה עובר משום לא תשיך לאחיך ולאחיך לא תשיך ולפני עור לא תתן מכשול ערב והעדים אין עוברין אלא משום לא תשימון עליו נשך מלוה עובר בכולן לוה עובר משום לא תשיך לאחיך ולאחיך לא תשיך ולפני עור לא תתן מכשול ערב והעדים אין,לא תשימון עליו נשך לא תהיה לו כנושה לפני עיור לא תתן מכשול כשם שהמלוה והלוה עוברין בחמשה דברים כך הערב והעדים והלבלר עוברים לא תשימון עליו נשך לא תהיה לו כנושה לפני עיור לא תתן מכשול כשם שהמלוה והלוה עוברין בחמשה דברים כך הערב והעדים והלבלר,228,240,2049.0,3005.0,0.65,0.5416666666666667,3050002351
2351,3007,ref-b.4.2.9.114b.8.6-ref-b.4.2.9.114b.8.23,ref-mek.8.1.2.17-ref-mek.8.1.2.24,5487226,5487306,762288,762304,ref-b.4.2.9.114b.8.6,ref-b.4.2.9.114b.8.23,357989,358022,58064,58071,ref-mek.8.1.2.17,ref-mek.8.1.2.24,עד בא השמש תשיבנו לו זו כסות לילה השב תשיב לו את העבוט כבוא השמש זו כסות יום ,עד בא השמש תשיבנו לו זה כסות יום ,16,7,2093.0,3007.0,0.5714285714285714,0.5,3050002352
2352,3008,ref-b.4.2.9.114b.9.9-ref-b.4.2.9.114b.9.16,ref-mek.8.1.2.17-ref-mek.8.1.2.24,5487396,5487429,762313,762320,ref-b.4.2.9.114b.9.9,ref-b.4.2.9.114b.9.16,357989,358022,58064,58071,ref-mek.8.1.2.17,ref-mek.8.1.2.24,עד בא השמש תשיבנו לו זו כסות יום ,עד בא השמש תשיבנו לו זה כסות יום ,7,7,2095.0,3007.0,0.030303030303030304,0.0,3050002353
2353,3009,ref-b.4.2.9.114b.8.10-ref-b.4.2.9.114b.8.20,ref-mek.8.1.2.37-ref-mek.8.1.2.56,5487245,5487294,762292,762301,ref-b.4.2.9.114b.8.10,ref-b.4.2.9.114b.8.20,358079,358173,58081,58095,ref-mek.8.1.2.37,ref-mek.8.1.2.56,לו זו כסות לילה השב תשיב לו את העבוט כבוא השמש ,לו כל היום כסות לילה שאתה מחזיר לו כל הלילה מנין תלמוד לומר השב תשב לו את העבוט כבא השמש ,9,14,2093.0,3009.0,0.5280898876404494,0.5,3050002354
2354,3010,ref-b.4.2.9.114b.9.15-ref-b.4.2.9.114b.9.32,ref-mek.8.1.2.46-ref-mek.8.1.2.65,5487421,5487517,762022,762335,ref-b.4.2.9.114b.9.15,ref-b.4.2.9.114b.9.32,358119,358225,58058,58104,ref-mek.8.1.2.46,ref-mek.8.1.2.65,כסות יום שניתנה לחבול בלילה השב תשיב לו את העבוט כבוא השמש זו כסות לילה שניתנה לחבול ביום כסות יום שניתנה לחבול בלילה השב תשיב לו את העבוט כבוא השמש זו כסות לילה שניתנה לחבול,הלילה מנין תלמוד לומר השב תשב לו את העבוט כבא השמש מכאן אמרו ממשכנים כסות יום בלילה וכסות לילה ביום השב תשב לו את העבוט כבא השמש מכאן אמרו ממשכנים כסות יום בלילה וכסות לילה,174,172,2095.0,3009.0,0.5287356321839081,0.4736842105263158,3050002355
2355,3011,ref-b.4.5.3.16a.16.22-ref-b.4.5.3.16a.16.27,ref-mek.8.1.2.50-ref-mek.8.1.2.56,6473442,6473471,905582,905587,ref-b.4.5.3.16a.16.22,ref-b.4.5.3.16a.16.27,358142,358173,58090,58095,ref-mek.8.1.2.50,ref-mek.8.1.2.56,השב תשיב לו העבוט כבא השמש ,השב תשב לו את העבוט כבא השמש ,5,5,2659.0,3009.0,0.13793103448275862,0.16666666666666663,3050002356
2356,3013,ref-b.4.4.7.56b.6.8-ref-b.4.4.7.56b.6.12,ref-mek.8.1.4.9-ref-mek.8.1.4.13,6155626,6155647,857049,857053,ref-b.4.4.7.56b.6.8,ref-b.4.4.7.56b.6.12,358648,358669,58175,58179,ref-mek.8.1.4.9,ref-mek.8.1.4.13,ונוקב שם ה' מות יומת ,ונוקב שם ה' מות יומת ,4,4,2348.0,3013.0,0.0,0.0,3050002357
2357,3014,ref-b.4.4.7.56a.17.15-ref-b.4.4.7.56a.17.21,ref-mek.8.1.4.9-ref-mek.8.1.4.20,6154210,6154242,856856,856862,ref-b.4.4.7.56a.17.15,ref-b.4.4.7.56a.17.21,358648,358705,58175,58182,ref-mek.8.1.4.9,ref-mek.8.1.4.20,ונוקב שם ה' מות יומת לפי שנאמר ,ונוקב שם ה' מות יומת עונש שמענו אזהרה לא שמענו לכך נאמר ,6,7,2343.0,3013.0,0.5,0.6363636363636364,3050002358
2358,3015,ref-b.5.6.1.4a.3.19-ref-b.5.6.1.4a.4.2,ref-mek.8.1.5.1-ref-mek.8.1.5.13,8237432,8237513,1158688,1158702,ref-b.5.6.1.4a.3.19,ref-b.5.6.1.4a.4.2,359451,359525,58281,58293,ref-mek.8.1.5.1,ref-mek.8.1.5.13,מלאתך ודמעך לא תאחר מלאה אלו ביכורים ודמעך אלו תרומה ואמרה לא תאחר איתמר הקדים ,מלאתך ודמעך לא תאחר מלאתך אלו ביכורים הניטלין מהמלאה לא תאחר שלא תקדים ,14,12,3224.0,3015.0,0.3037974683544304,0.6153846153846154,3050002359
2359,3016,ref-b.5.6.1.5b.14.4-ref-b.5.6.1.5b.14.12,ref-mek.8.1.5.1-ref-mek.8.1.5.13,8242460,8242516,1159176,1159348,ref-b.5.6.1.5b.14.4,ref-b.5.6.1.5b.14.12,359451,359525,58239,58293,ref-mek.8.1.5.1,ref-mek.8.1.5.13,לביכורים דאמר רחמנא מלאתך ודמעך לא תאחר ותנן המקדים לביכורים דאמר רחמנא מלאתך ודמעך לא תאחר ותנן,מלאתך ודמעך לא תאחר מלאתך אלו ביכורים הניטלין מהמלאה לא תאחר שלא תקדים ודמעך לא תאחר מלאתך אלו ביכורים הניטלין מהמלאה לא תאחר שלא תקדים,96,135,3229.0,3015.0,0.6888888888888889,0.7857142857142857,3050002360
2360,3018,ref-b.5.6.1.4a.3.25-ref-b.5.6.1.4a.4.4,ref-mek.8.1.5.27-ref-mek.8.1.5.36,8237462,8237529,1158529,1158704,ref-b.5.6.1.4a.3.25,ref-b.5.6.1.4a.4.4,359602,359664,58263,58314,ref-mek.8.1.5.27,ref-mek.8.1.5.36,ביכורים ודמעך אלו תרומה ואמרה לא תאחר איתמר הקדים תרומה לביכורים ביכורים ודמעך אלו תרומה ואמרה לא תאחר איתמר הקדים תרומה לביכורים,יקדים אם תרומה לביכורים אם ביכורים לתרומה אמרת תרומה לביכורים אם ביכורים לתרומה אמרת יקדמו ביכורים,129,98,3224.0,3018.0,0.5503875968992248,0.6666666666666667,3050002361
2361,3020,ref-b.2.7.1.13a.15.20-ref-b.2.7.1.13b.1.11,ref-mek.8.1.5.45-ref-mek.8.1.5.58,2156748,2156875,297598,297620,ref-b.2.7.1.13a.15.20,ref-b.2.7.1.13b.1.11,359715,359796,58415,58428,ref-mek.8.1.5.45,ref-mek.8.1.5.58,שמן ומפריש עליהם תרומת מעשר ונותנן לכהן שכשם שתרומה גדולה אינה ניטלת אלא מן הגורן ומן היקב כך תרומת מעשר אינה ניטלת אלא ,לתרומה שאינה קרויה אלא שלשה שמות ראשית תרומה ודמע למעשר ראשון שאינו קרוי אלא ,22,13,808.0,3020.0,0.6833333333333333,0.9615384615384616,3050002362
2362,3021,ref-b.6.7.6.54a.3.11-ref-b.6.7.6.54a.4.12,ref-mek.8.1.5.46-ref-mek.8.1.5.77,8689745,8689836,1224078,1224092,ref-b.6.7.6.54a.3.11,ref-b.6.7.6.54a.4.12,359723,359896,58282,58312,ref-mek.8.1.5.46,ref-mek.8.1.5.77,אינה משמשת אלא שמיני בלבד שני ימים טמאין ושני ימים טהורין משמשת שמיני ושנים עשר וששה עשר ,שאינה קרויה אלא שלשה שמות ראשית תרומה ודמע למעשר ראשון שאינו קרוי אלא שני שמות ויקדים מעשר ראשון שהוא קרוי שני שמות תרומה ומעשר למעשר שני שאינו קרוי אלא שם אחד בלבד ,14,30,3294.0,3020.0,0.6848484848484848,0.8181818181818181,3050002363
2363,3022,ref-b.5.6.1.4a.6.9-ref-b.5.6.1.4a.8.1,ref-mek.8.1.5.54-ref-mek.8.1.5.73,8237828,8237976,1158583,1158768,ref-b.5.6.1.4a.6.9,ref-b.5.6.1.4a.8.1,359768,359880,58290,58351,ref-mek.8.1.5.54,ref-mek.8.1.5.73,והשניה אינה מעושרת מעשרותיהם מעשר כלכלה בחבירתה קרא את השם ואתמר רבי אלעזר אמר לוקה מפני שהקדים מעשר שני שבה למעשר ראשון שבחבירתה תסתיים אלא מעושרת והשניה אינה מעושרת מעשרותיהם מעשר כלכלה בחבירתה קרא את השם ואתמר רבי אלעזר אמר לוקה מפני שהקדים מעשר שני שבה למעשר,למעשר ראשון שאינו קרוי אלא שני שמות ויקדים מעשר ראשון שהוא קרוי שני שמות תרומה ומעשר למעשר שני שאינו קרוי אלא שני שמות ויקדים מעשר ראשון שהוא קרוי שני שמות תרומה ומעשר למעשר שני שאינו קרוי,262,188,3227.0,3020.0,0.683206106870229,0.7307692307692308,3050002364
