baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-t,baseOrder,grp-ref-m,dam-lev,jac,id
ref-m.6.7.1.5.4-ref-m.6.7.1.5.24,ref-t.6.7.1.10.9-ref-t.6.7.1.10.15,977459,977568,ref-m.6.7.1.5.4,ref-m.6.7.1.5.24,1431281,1431315,ref-t.6.7.1.10.9,ref-t.6.7.1.10.15,דייה שעתה עד שעברו עליה שלש עונות,דייה שעתה עד שעברו עליה שלש עונות,17,7,10186,10186.0,10596,10596.0,0.0,0.0,1020007350
ref-m.6.7.1.6.2-ref-m.6.7.1.6.19,ref-t.6.7.2.1.8-ref-t.6.7.2.1.32,977616,977717,ref-m.6.7.1.6.2,ref-m.6.7.1.6.19,1431933,1432055,ref-t.6.7.2.1.8,ref-t.6.7.2.1.32,מטמאה מעת לעת לפיכך אם מניקתו והולכת אפי' חמש שנים דייה שעתה דברי ר' מאיר ר' יהוד' ור' יוסי ור' שמעון או' אין דייה שעתה,מטמאה מעת לעת לפיכך אם מניקתו והולכת אפי' חמש שנים דייה שעתה דברי ר' מאיר ר' יהוד' ור' יוסי ור' שמעון או' אין דייה שעתה,18,25,10192,10191.0,10600,10600.0,0.0,0.0,1020007351
ref-m.6.7.1.7.13-ref-m.6.7.1.7.26,ref-t.6.7.6.18.31-ref-t.6.7.6.18.37,977773,977851,ref-m.6.7.1.7.13,ref-m.6.7.1.7.26,1448470,1448512,ref-t.6.7.6.18.31,ref-t.6.7.6.18.37,והיושבת על דם טוהר ומשמשת בעדים חוץ מיושבת על דם טוהר ובתולה שדמיה טהורים ,וביושבת על דם טהור ובבתולה שדמיה טהורין ,14,7,10264,10264.0,10602,10602.0,0.5,0.6363636363636364,1020007352
ref-m.6.7.2.1.1-ref-m.6.7.2.1.8,ref-t.6.7.2.8.1-ref-t.6.7.2.8.8,978022,978070,ref-m.6.7.2.1.1,ref-m.6.7.2.1.8,1433473,1433521,ref-t.6.7.2.8.1,ref-t.6.7.2.8.8,כל היד המרבה לבדוק בנשים משובחת ובאנשים תקצץ ,כל היד המרבה לבדוק בנשים משובחת באנשים תיקצץ ,8,8,10193,10193.0,10603,10603.0,0.044444444444444446,0.125,1020007353
ref-m.6.7.2.3.2-ref-m.6.7.2.3.9,ref-t.6.7.3.6.14-ref-t.6.7.3.6.22,978376,978414,ref-m.6.7.2.3.2,ref-m.6.7.2.3.9,1435332,1435373,ref-t.6.7.3.6.14,ref-t.6.7.3.6.22,אחר זמן כדי שתרד מן המטה ותדיח פניה ,אחר זמן כדי שתרד מן המטה ותדיח את פניה ,8,9,10198,10198.0,10604,10604.0,0.07692307692307693,0.11111111111111116,1020007354
ref-m.6.7.2.3.12-ref-m.6.7.2.4.7,ref-t.6.7.9.5.19-ref-t.6.7.9.6.3,978424,978588,ref-m.6.7.2.3.12,ref-m.6.7.2.4.7,1454149,1454257,ref-t.6.7.9.5.19,ref-t.6.7.9.6.3,ואינה מטמאה את בועלה ור' עקיבא אומ' מטמא את בועלה ואינה מונה שבעה לראייתה אלא משעה שראת הרואה כתם ליטמא,ואינה מטמאה את בועלה ור' עקיבא אומ' מטמא את בועלה ואינה מונה שבעה לראייתה אלא משעה שראת הרואה כתם ליטמא,30,20,10290,10290.0,10606,10606.0,0.0,0.0,1020007355
ref-m.6.7.2.3.12-ref-m.6.7.2.3.23,ref-t.6.11.3.2.10-ref-t.6.11.3.2.16,978424,978485,ref-m.6.7.2.3.12,ref-m.6.7.2.3.23,1526536,1526573,ref-t.6.11.3.2.10,ref-t.6.11.3.2.16,מטמאה מעת לעת ואינה מטמאה את בועלה רבי עקיבא אומר אף מטמאה ,מטמא את בועלה ומטמא מעת לעת ומטמא ,12,7,10903,10901.0,10605,10605.0,0.5932203389830508,0.6,1020007356
ref-m.6.7.2.7.5-ref-m.6.7.2.7.11,ref-t.6.7.3.11.1-ref-t.6.7.3.11.7,979109,979141,ref-m.6.7.2.7.5,ref-m.6.7.2.7.11,1436170,1436203,ref-t.6.7.3.11.1,ref-t.6.7.3.11.7,שחור כחרת עמוק מכן טמא דיהה מכן ,שחור כחרת עמוק מכן טמא דיהא מכן ,7,7,10214,10199.0,10608,10608.0,0.03125,0.0,1020007357
ref-m.6.7.2.7.18-ref-m.6.7.2.7.23,ref-t.6.7.3.11.48-ref-t.6.7.3.11.54,979180,979210,ref-m.6.7.2.7.18,ref-m.6.7.2.7.23,1436427,1436462,ref-t.6.7.3.11.48,ref-t.6.7.3.11.54,אדמה מבקעת בית כרם ומציף מים ,אדמה בבקעת בית כרם ומציף עליה מים ,6,7,10215,10215.0,10609,10609.0,0.17647058823529413,0.16666666666666663,1020007358
ref-m.6.7.2.7.23-ref-m.6.7.2.7.32,ref-t.6.7.3.11.96-ref-t.6.7.3.11.106,979207,979259,ref-m.6.7.2.7.23,ref-m.6.7.2.7.32,1436678,1436736,ref-t.6.7.3.11.96,ref-t.6.7.3.11.106,מים וכמזוג שני חלקים מים ואחד יין מן היין השרוני ,למים ולעפר כמזג שני חלקי מים ואחד יין מן היין השרוני ,10,11,10216,10216.0,10610,10609.0,0.1509433962264151,0.4444444444444444,1020007359
ref-m.6.7.3.2.1-ref-m.6.7.3.2.10,ref-t.6.7.4.2.1-ref-t.6.7.4.2.10,979341,979401,ref-m.6.7.3.2.1,ref-m.6.7.3.2.10,1436891,1436943,ref-t.6.7.4.2.1,ref-t.6.7.4.2.10,המפלת כמין קליפה כמין שערה כמין עפר כמין יבחושים אדומים ,המפלת מין קליפה מין שערה מין עפר מין יבחושין אדומין ,10,10,10217,10217.0,10611,10611.0,0.10714285714285714,0.1428571428571429,1020007360
ref-m.6.7.3.2.61-ref-m.6.7.3.3.1,ref-t.6.7.4.5.37-ref-t.6.7.4.6.21,979656,979694,ref-m.6.7.3.2.61,ref-m.6.7.3.3.1,1437633,1437760,ref-t.6.7.4.5.37,ref-t.6.7.4.6.21,כל שאין בו צורת אדם אינו ולד,שאין בו מצורת אדם מעשה באשה אחת בצידן שהפילה דמות עורב שלשה פעמים ובא מעשה לפני חכמים ואמרו כל שאין בו צורת אדם אינו ולד,7,25,10220,10220.0,10612,10612.0,0.7666666666666667,0.6470588235294117,1020007361
ref-m.6.7.3.5.21-ref-m.6.7.3.6.2,ref-t.6.7.4.14.1-ref-t.6.7.4.15.4,980045,980162,ref-m.6.7.3.5.21,ref-m.6.7.3.6.2,1439176,1439354,ref-t.6.7.4.14.1,ref-t.6.7.4.15.4,יצא מחותך או מסורס משיצא רובו הרי הוא כילוד יצא כדרכו עד שיצא רוב ראשו ואיזהו רוב ראשו משיצא פדחתו המפלת ואין ,יצא מחותך או מסורס אינו ולד עד שיצא רובו ור' יוסי או' עד שיצא כדרכו יצא כדרכו עד שיצא רובו ור' יוסי אומ' עד שיצא רוב ראשו ואי זהו רוב ראשו זו פדחתו המפלת בירית גוף שאינו ,22,37,10222,10222.0,10614,10614.0,0.4470588235294118,0.4285714285714286,1020007362
ref-m.6.7.3.7.30-ref-m.6.7.3.7.36,ref-t.6.7.4.17.16-ref-t.6.7.4.17.22,980410,980459,ref-m.6.7.3.7.30,ref-m.6.7.3.7.36,1439943,1439990,ref-t.6.7.4.17.16,ref-t.6.7.4.17.22,שהזכר נגמר לארבעים ואחד והנקבה לשמונים ואחד ,הזכר נגמר לארבעים ואחד ונקבה לשמונים ואחד ,7,7,10223,10223.0,10615,10615.0,0.045454545454545456,0.2857142857142857,1020007363
ref-m.6.7.4.1.1-ref-m.6.7.4.1.18,ref-t.6.7.5.1.1-ref-t.6.7.5.1.18,980533,980634,ref-m.6.7.4.1.1,ref-m.6.7.4.1.18,1440091,1440194,ref-t.6.7.5.1.1,ref-t.6.7.5.1.18,בנות כותים נדות מעריסתן והכותים מטמאים משכב תחתון כעליון מפני שהן בועלי נדות והן יושבות על כל דם ,בנות הכותים מעריסתן נדות והכותים מטמאין משכב תחתון כעליון מפני שהן בועלי נדות שהן יושבות על כל דם ,18,18,10226,10226.0,10616,10616.0,0.1326530612244898,0.06666666666666665,1020007364
ref-m.6.7.4.1.20-ref-m.6.7.4.1.32,ref-t.1.11.2.7.9-ref-t.1.11.2.7.16,980640,980714,ref-m.6.7.4.1.20,ref-m.6.7.4.1.32,226370,226412,ref-t.1.11.2.7.9,ref-t.1.11.2.7.16,ואין חייבין עליה על ביאת מקדש ואין שורפין עליהם את התרומה מפני שטומאתן ,אין חייבין על חטאתו ואין שורפין על טומאתו ,13,8,1272,1251.0,10617,10617.0,0.4647887323943662,0.7272727272727273,1020007365
ref-m.6.7.4.2.1-ref-m.6.7.4.2.14,ref-t.6.7.5.2.1-ref-t.6.7.5.2.13,980719,980802,ref-m.6.7.4.2.1,ref-m.6.7.4.2.14,1440231,1440312,ref-t.6.7.5.2.1,ref-t.6.7.5.2.13,בנות צדוקין בזמן שנהגו ללכת בדרכי אבותיהן הרי הן ככותיות פרשו ללכת בדרכי ישראל ,בנות הצדיקין בזמן שנוהגות ללכת בדרכי אבותם הרי אילו מכוונות פרשו לדרכי ישראל ,14,13,10230,10230.0,10618,10618.0,0.24050632911392406,0.3571428571428571,1020007366
ref-m.6.7.4.3.17-ref-m.6.7.4.3.32,ref-t.4.7.2.8.11-ref-t.4.7.2.8.19,980973,981059,ref-m.6.7.4.3.17,ref-m.6.7.4.3.32,972901,972945,ref-t.4.7.2.8.11,ref-t.4.7.2.8.19,דם יולדת שלא טבלה בית שמאי אומרים כרוקה וכמימי רגליה ובית הלל אומרים מטמא לח ויבש ,דם היולדת שלא טמאה מטמא לח ואינו מטמא יבש ,16,9,5691,5690.0,10620,10619.0,0.573170731707317,0.625,1020007367
ref-m.6.7.4.3.1-ref-m.6.7.4.3.32,ref-t.6.7.5.5.1-ref-t.6.7.5.5.22,980883,981059,ref-m.6.7.4.3.1,ref-m.6.7.4.3.32,1440865,1440972,ref-t.6.7.5.5.1,ref-t.6.7.5.5.22,דם עובדת כוכבים ודם טהרה של מצורעת בית שמאי מטהרים ובית הלל אומרים כרוקה וכמימי רגליה דם יולדת שלא טבלה בית שמאי אומרים כרוקה וכמימי רגליה ובית הלל אומרים מטמא לח ויבש ,דם הנכרית ודם הטהרה של מצורעת בית שמיי או' הרי הן כדם מגפתה דם היולדת שלא טבלה מטמא לח ואין מטמא יבש ,32,22,10232,10231.0,10619,10619.0,0.5297619047619048,0.5416666666666667,1020007368
ref-m.6.7.4.4.6-ref-m.6.7.4.4.14,ref-t.6.7.5.7.29-ref-t.6.7.5.8.12,981129,981176,ref-m.6.7.4.4.6,ref-m.6.7.4.4.14,1441647,1441714,ref-t.6.7.5.7.29,ref-t.6.7.5.8.12,בתוך אחד עשר יום ושפתה מעת לעת וילדה הרי זו ,מעת לעת המקשה לפני לידתה הרי זו נדה בתוך אחד עשר קישת שנים ושפת ,10,14,10237,10237.0,10621,10621.0,0.75,0.5333333333333333,1020007369
ref-m.6.7.4.5.7-ref-m.6.7.4.5.15,ref-t.6.7.5.9.7-ref-t.6.7.5.9.21,981305,981353,ref-m.6.7.4.5.7,ref-m.6.7.4.5.15,1442023,1442099,ref-t.6.7.5.9.7,ref-t.6.7.5.9.21,אפילו ארבעים וחמשים יום רבי יהודה אומר דיה חדשה ,אפי' ארבעים וחמשים יום דברי ר' מאיר ור' יהודה אומ' משום ר' טרפון דייה חודשה ,9,15,10238,10238.0,10622,10622.0,0.42105263157894735,0.6666666666666667,1020007370
ref-m.6.7.4.6.40-ref-m.6.7.4.6.46,ref-t.3.6.2.6.64-ref-t.3.6.2.6.70,981620,981654,ref-m.6.7.4.6.40,ref-m.6.7.4.6.46,687988,688020,ref-t.3.6.2.6.64,ref-t.3.6.2.6.70,דיו לבא מן הדין להיות כנדון ממה ,דיו לבא מן הדין להיות כנדון מה ,7,7,4248,4246.0,10623,10623.0,0.03125,0.19999999999999996,1020007371
ref-m.6.7.5.3.16-ref-m.6.7.5.3.22,ref-t.6.5.5.13.38-ref-t.6.5.5.13.45,982370,982415,ref-m.6.7.5.3.16,ref-m.6.7.5.3.22,1385037,1385091,ref-t.6.5.5.13.38,ref-t.6.5.5.13.45,המיטמא במת מיטמא בנגעים וחומר בטומאת המת מטומאת,המיטמא במת מיטמא בנגעים וחומר בטומאת המת מטומאת,7,7,9714,9714.0,10625,10625.0,0.0,0.0,1020007372
ref-m.6.7.5.3.16-ref-m.6.7.5.3.21,ref-t.6.6.8.2.56-ref-t.6.6.8.2.70,982370,982412,ref-m.6.7.5.3.16,ref-m.6.7.5.3.21,1418793,1418882,ref-t.6.6.8.2.56,ref-t.6.6.8.2.70,מיטמא בזיבה ומיטמא בנגעים ומיטמא בטמא ,ונגעו באחוריה ניטמאו וטימאו את הטבלה וחזרה הטבלה וטימאה את הככר הרי זה אומ' ניטמא ,6,15,10035,10035.0,10624,10624.0,0.7317073170731707,0.8333333333333334,1020007373
ref-m.6.7.5.3.23-ref-m.6.7.5.3.34,ref-t.2.1.15.6.17-ref-t.2.1.15.6.32,982416,982495,ref-m.6.7.5.3.23,ref-m.6.7.5.3.34,281552,281648,ref-t.2.1.15.6.17,ref-t.2.1.15.6.32,וזוקק ליבום ופוטר מן היבום ומאכיל בתרומה ופוסל מן התרומה ונוחל ומנחיל ,זוקק לייבום ואין פוטר מן הייבום ואינו מאכיל בתרומה פוסל את התרומה ואינו נוחל ואינו מנחיל ,12,16,1490,1489.0,10627,10627.0,0.2808988764044944,0.41666666666666663,1020007374
ref-m.6.7.5.4.29-ref-m.6.7.5.4.36,ref-t.3.1.10.2.63-ref-t.3.1.10.2.68,982705,982744,ref-m.6.7.5.4.29,ref-m.6.7.5.4.36,532718,532748,ref-t.3.1.10.2.63,ref-t.3.1.10.2.68,בא עליה אחד מן הפסולים פסלה מן הכהונה ,בא עליה פסלה מן הכהונה ופסלה ,8,6,3118,3118.0,10628,10628.0,0.5263157894736842,0.19999999999999996,1020007375
ref-m.6.7.5.4.45-ref-m.6.7.5.5.8,ref-t.3.1.11.10.44-ref-t.3.1.11.10.64,982793,982873,ref-m.6.7.5.4.45,ref-m.6.7.5.5.8,538507,538609,ref-t.3.1.11.10.44,ref-t.3.1.11.10.64,על ידה והיא פטור' פחות מכן כנותן אצבע בעין בן תשע שנים ויום אחד שבא על יבמתו ,בן תשע שנים ויום אחד שבא על יבמתו פוסל על ידי אחין בדבר אחד והאחין פוסלין על ידיו בארבעה דברים הוא ,17,21,3238,3238.0,10630,10629.0,0.7070707070707071,0.5263157894736843,1020007376
ref-m.6.7.5.4.39-ref-m.6.7.5.4.47,ref-t.5.8.1.18.3-ref-t.5.8.1.18.11,982753,982805,ref-m.6.7.5.4.39,ref-m.6.7.5.4.47,1231121,1231172,ref-t.5.8.1.18.3,ref-t.5.8.1.18.11,אחד מכל העריות האמורות בתורה מומתין על ידה והיא ,אחת מכל עריות האמורות בתורה הוא בהעלם אחד והיא ,9,9,8122,8122.0,10629,10629.0,0.25,0.5,1020007377
ref-m.6.7.5.6.3-ref-m.6.7.5.6.32,ref-t.6.7.6.2.16-ref-t.6.7.6.2.43,983092,983241,ref-m.6.7.5.6.3,ref-m.6.7.5.6.32,1444553,1444687,ref-t.6.7.6.2.16,ref-t.6.7.6.2.43,בן שתים עשרה שנה ויום אחד שהביא שתי שערות שומא ר' יוסי בר' יהודה או' סימן מבן שתים עשרה שנה ויום אחד ועד בן שלש עשרה שנה ויום אחד,בן שתים עשרה שנה ויום אחד שהביא שתי שערות שומא ר' יוסי בר' יהודה או' סימן מבן שתים עשרה שנה ויום אחד ועד בן שלש עשרה שנה ויום אחד,28,29,10245,10245.0,10631,10631.0,0.0,0.0,1020007378
ref-m.6.7.5.6.3-ref-m.6.7.5.6.32,ref-t.6.7.6.4.37-ref-t.6.7.6.4.49,983092,983241,ref-m.6.7.5.6.3,ref-m.6.7.5.6.32,1445378,1445440,ref-t.6.7.6.4.37,ref-t.6.7.6.4.49,מבן שתים עשרה שנה ויום אחד ועד בן שלש עשרה שנה שנה ויום אחד,מבן שתים עשרה שנה ויום אחד ועד בן שלש עשרה שנה שנה ויום אחד,28,14,10251,10251.0,10632,10632.0,0.0,0.0,1020007379
ref-m.6.7.5.6.50-ref-m.6.7.5.6.61,ref-t.6.7.5.15.5-ref-t.6.7.5.15.14,983328,983387,ref-m.6.7.5.6.50,ref-m.6.7.5.6.61,1443273,1443330,ref-t.6.7.5.15.5,ref-t.6.7.5.15.14,לשם מי נדרנו לשם מי הקדשנו אין נדריהם נדר ואין הקדשן הקדש ,לשם מי נדרנו ולשום מי הקדשנו נדריהן נדרין והקדישן הקדש ,12,10,10239,10239.0,10635,10635.0,0.20689655172413793,0.2857142857142857,1020007380
ref-m.6.7.5.6.72-ref-m.6.7.5.6.81,ref-t.6.7.5.15.5-ref-t.6.7.5.15.14,983434,983483,ref-m.6.7.5.6.72,ref-m.6.7.5.6.81,1443273,1443330,ref-t.6.7.5.15.5,ref-t.6.7.5.15.14,לשם מי נדרנו לשם מי הקדשנו נדרן נדר והקדשן הקדש ,לשם מי נדרנו ולשום מי הקדשנו נדריהן נדרין והקדישן הקדש ,10,10,10240,10239.0,10636,10636.0,0.12727272727272726,0.16666666666666663,1020007381
ref-m.6.7.5.7.18-ref-m.6.7.5.7.23,ref-t.3.1.2.2.17-ref-t.3.1.2.2.25,983571,983611,ref-m.6.7.5.7.18,ref-m.6.7.5.7.23,512148,512198,ref-t.3.1.2.2.17,ref-t.3.1.2.2.25,זכאי במציאתה ובמעשה ידיה ובהפרת נדריה ,זכיי לא במציאתה ולא במעשה ידיה ולא בהפר נדריה ,6,9,2787,2776.0,10638,10637.0,0.2391304347826087,0.5555555555555556,1020007382
ref-m.6.7.5.7.18-ref-m.6.7.5.7.23,ref-t.3.1.2.3.19-ref-t.3.1.2.3.24,983571,983611,ref-m.6.7.5.7.18,ref-m.6.7.5.7.23,512379,512420,ref-t.3.1.2.3.19,ref-t.3.1.2.3.24,זכאי במציאתה ובמעשה ידיה ובהפרת נדריה ,וזכיי במציאתה ובמעשה ידיה ובהפר נדריה ,6,6,2792,2789.0,10639,10637.0,0.07894736842105263,0.2857142857142857,1020007383
ref-m.6.7.5.7.18-ref-m.6.7.5.7.23,ref-t.3.1.2.4.18-ref-t.3.1.2.4.26,983571,983611,ref-m.6.7.5.7.18,ref-m.6.7.5.7.23,512590,512640,ref-t.3.1.2.4.18,ref-t.3.1.2.4.26,זכאי במציאתה ובמעשה ידיה ובהפרת נדריה ,זכיי לא במציאתה ולא במעשה ידיה ולא בהפר נדריה ,6,9,2806,2794.0,10640,10637.0,0.2391304347826087,0.5555555555555556,1020007384
ref-m.6.7.5.7.18-ref-m.6.7.5.7.23,ref-t.3.1.13.3.20-ref-t.3.1.13.3.28,983571,983611,ref-m.6.7.5.7.18,ref-m.6.7.5.7.23,544920,544970,ref-t.3.1.13.3.20,ref-t.3.1.13.3.28,זכאי במציאתה ובמעשה ידיה ובהפרת נדריה ,זכיי לא במציאתה ולא במעשה ידיה ולא בהפר נדריה ,6,9,3286,3283.0,10641,10637.0,0.2391304347826087,0.5555555555555556,1020007385
ref-m.6.7.5.7.18-ref-m.6.7.5.7.23,ref-t.3.1.13.3.45-ref-t.3.1.13.3.50,983571,983611,ref-m.6.7.5.7.18,ref-m.6.7.5.7.23,545059,545098,ref-t.3.1.13.3.45,ref-t.3.1.13.3.50,זכאי במציאתה ובמעשה ידיה ובהפרת נדריה ,זכיי במציאתה ובמעשה ידיה ובהפר נדריה ,6,6,3292,3288.0,10642,10637.0,0.05263157894736842,0.2857142857142857,1020007386
ref-m.6.7.5.7.18-ref-m.6.7.5.7.23,ref-t.3.2.8.1.51-ref-t.3.2.8.1.56,983571,983611,ref-m.6.7.5.7.18,ref-m.6.7.5.7.23,574455,574494,ref-t.3.2.8.1.51,ref-t.3.2.8.1.56,זכאי במציאתה ובמעשה ידיה ובהפרת נדריה ,זכיי במציאתה ובמעשה ידיה ובהפר נדריה ,6,6,3555,3552.0,10643,10637.0,0.05263157894736842,0.2857142857142857,1020007387
ref-m.6.7.5.7.18-ref-m.6.7.5.7.23,ref-t.3.2.8.1.60-ref-t.3.2.8.1.65,983571,983611,ref-m.6.7.5.7.18,ref-m.6.7.5.7.23,574515,574554,ref-t.3.2.8.1.60,ref-t.3.2.8.1.65,זכאי במציאתה ובמעשה ידיה ובהפרת נדריה ,זכיי במציאתה ובמעשה ידיה ובהפר נדריה ,6,6,3561,3557.0,10644,10637.0,0.05263157894736842,0.2857142857142857,1020007388
ref-m.6.7.5.7.18-ref-m.6.7.5.7.23,ref-t.3.5.2.7.8-ref-t.3.5.2.7.13,983571,983611,ref-m.6.7.5.7.18,ref-m.6.7.5.7.23,625922,625963,ref-t.3.5.2.7.8,ref-t.3.5.2.7.13,זכאי במציאתה ובמעשה ידיה ובהפרת נדריה ,וזכאי במציאתה ובמעשה ידיה ובהפר נדריה ,6,6,4075,4071.0,10645,10637.0,0.05263157894736842,0.2857142857142857,1020007389
ref-m.6.7.5.7.15-ref-m.6.7.5.7.23,ref-t.3.6.5.4.7-ref-t.3.6.5.4.15,983555,983611,ref-m.6.7.5.7.15,ref-m.6.7.5.7.23,698005,698059,ref-t.3.6.5.4.7,ref-t.3.6.5.4.15,בזו ובזו אביה זכאי במציאתה ובמעשה ידיה ובהפרת נדריה ,זה ימים שבנתים זכיי במציאתה במעשה ידיה ובהפר נדריה ,9,9,4351,4349.0,10637,10637.0,0.25,0.6153846153846154,1020007390
ref-m.6.7.5.9.2-ref-m.6.7.5.9.8,ref-t.3.1.10.7.7-ref-t.3.1.10.7.14,983837,983872,ref-m.6.7.5.9.2,ref-m.6.7.5.9.8,534305,534348,ref-t.3.1.10.7.7,ref-t.3.1.10.7.14,עשרים שנה שלא הביאה שתי שערות תביא ,עשרים שנה ולא הביאה שתי שערות אע'פ שהביאה ,7,8,3122,3122.0,10648,10646.0,0.21428571428571427,0.5,1020007391
ref-m.6.7.5.9.2-ref-m.6.7.5.9.22,ref-t.4.4.3.5.67-ref-t.4.4.3.5.80,983837,983943,ref-m.6.7.5.9.2,ref-m.6.7.5.9.22,889236,889312,ref-t.4.4.3.5.67,ref-t.4.4.3.5.80,בין הבכור למעשר שיני ודין הוא הבכור טעון הבאת מקום ומעשר שיני טעון הבאת,בין הבכור למעשר שיני ודין הוא הבכור טעון הבאת מקום ומעשר שיני טעון הבאת,19,14,5242,5242.0,10649,10649.0,0.0,0.0,1020007392
ref-m.6.7.5.9.1-ref-m.6.7.5.9.25,ref-t.6.7.6.2.39-ref-t.6.7.6.2.92,983834,983963,ref-m.6.7.5.9.1,ref-m.6.7.5.9.25,1444662,1444920,ref-t.6.7.6.2.39,ref-t.6.7.6.2.92,בן שלש עשרה שנה ויום אחד שהביא שתי שערות הרי הוא כאיש לכל דבר בן ארבע עשרה ובן חמש עשרה שלא הביא שתי שערות הרי הוא כבן תשע שנים ויום אחד לכל דבר בן עשרים ושנים שלא הביא שתי שערות אע'פ שהביא לאחר מיכן הרי הוא כסריס לכל דבר בת עשרים שנה שלא הביאה,בן שלש עשרה שנה ויום אחד שהביא שתי שערות הרי הוא כאיש לכל דבר בן ארבע עשרה ובן חמש עשרה שלא הביא שתי שערות הרי הוא כבן תשע שנים ויום אחד לכל דבר בן עשרים ושנים שלא הביא שתי שערות אע'פ שהביא לאחר מיכן הרי הוא כסריס לכל דבר בת עשרים שנה שלא הביאה,26,53,10247,10247.0,10646,10646.0,0.0,0.0,1020007393
ref-m.6.7.6.4.3-ref-m.6.7.6.4.28,ref-t.4.4.7.5.6-ref-t.4.4.7.5.14,984627,984768,ref-m.6.7.6.4.3,ref-m.6.7.6.4.28,906218,906264,ref-t.4.4.7.5.6,ref-t.4.4.7.5.14,כשר לדון דיני ממונות ואין כשר לדון דיני נפשות,כשר לדון דיני ממונות ואין כשר לדון דיני נפשות,26,9,5297,5297.0,10651,10651.0,0.0,0.0,1020007394
ref-m.6.7.6.9.1-ref-m.6.7.6.9.14,ref-t.5.2.3.26.5-ref-t.5.2.3.26.24,985076,985136,ref-m.6.7.6.9.1,ref-m.6.7.6.9.14,1082250,1082339,ref-t.5.2.3.26.5,ref-t.5.2.3.26.24,כל שיש לו קשקשת יש לו סנפיר ויש שיש לו סנפיר ואין לו קשקשת ,כל שיש לו סנפיר וקשקשת יש לו קשקשת אי אתה צריך לשאול על סנפיר יש לו סנפיר ואין לו קשקשת ,14,20,6610,6609.0,10656,10653.0,0.3977272727272727,0.4444444444444444,1020007395
ref-m.6.7.6.8.1-ref-m.6.7.6.10.1,ref-t.6.7.6.10.14-ref-t.6.7.6.10.28,985013,985201,ref-m.6.7.6.8.1,ref-m.6.7.6.10.1,1446816,1446880,ref-t.6.7.6.10.14,ref-t.6.7.6.10.28,כל שיש לו קרנים יש לו טלפים ויש שיש לו טלפים ואין לו קרנים כל שיש לו קרנים יש לו טלפים ויש שיש לו טלפים ואין לו קרנים כל,כל שיש לו קרנים יש לו טלפים ויש שיש לו טלפים ואין לו,13,13,10253,10253.0,10653,10653.0,0.5666666666666667,0.0,1020007396
ref-m.6.7.6.10.4-ref-m.6.7.6.10.15,ref-t.2.10.2.5.44-ref-t.2.10.2.5.56,985214,985282,ref-m.6.7.6.10.4,ref-m.6.7.6.10.15,477106,477180,ref-t.2.10.2.5.44,ref-t.2.10.2.5.56,לאחריו טעון ברכה לפניו ויש טעון ברכה לפניו ואין טעון ברכה לאחריו ,שבירך לפניה ובין שבירך לאחריה לאחריה ולא בירך לפניה לא בירך לא לפניה ,12,13,2607,2606.0,10658,10658.0,0.6956521739130435,0.625,1020007397
ref-m.6.7.6.11.14-ref-m.6.7.6.11.26,ref-t.2.12.1.3.2-ref-t.2.12.1.3.26,985360,985445,ref-m.6.7.6.11.14,ref-m.6.7.6.11.26,494715,494864,ref-t.2.12.1.3.2,ref-t.2.12.1.3.26,שהביאה שתי שערות חייבת בכל מצות האמורות בתורה או חולצת או מתיבמת וכן תינוק שהביא שתי שערות חייב בכל מצות האמורות בתורה ראוי להיות בן סורר ומורה נ,שהביאה שתי שערות חייבת בכל מצות האמורות בתורה או חולצת או מתיבמת וכן תינוק שהביא שתי שערות חייב בכל מצות האמורות בתורה ראוי להיות בן סורר ומורה נ,16,28,2662,2662.0,10659,10659.0,0.0,0.0,1020007398
ref-m.6.7.6.13.1-ref-m.6.7.6.14.1,ref-t.6.7.3.3.5-ref-t.6.7.3.3.41,985766,985864,ref-m.6.7.6.13.1,ref-m.6.7.6.14.1,1434571,1434741,ref-t.6.7.3.3.5,ref-t.6.7.3.3.41,ראת דם הרי זו חוששת משם זוב דברי ר' מאיר וחכמים או' אינה חוששת משום זוב הרואה כתם אם יש בו לחלק שלש טיפין לשלשה ימים הרי זו חוששת משום זוב ואם לאו אינה חוששת משום זוב,ראת דם הרי זו חוששת משם זוב דברי ר' מאיר וחכמים או' אינה חוששת משום זוב הרואה כתם אם יש בו לחלק שלש טיפין לשלשה ימים הרי זו חוששת משום זוב ואם לאו אינה חוששת משום זוב,18,18,10194,10194.0,10661,10661.0,0.0,0.0,1020007399
ref-m.6.7.6.13.3-ref-m.6.7.6.14.2,ref-t.6.7.3.5.22-ref-t.6.7.3.5.32,985777,985868,ref-m.6.7.6.13.3,ref-m.6.7.6.14.2,1435103,1435152,ref-t.6.7.3.5.22,ref-t.6.7.3.5.32,הרי זו מקולקלת וחוששת משום זוב דברי רבי מאיר וחכמים אומרים אין בכתמים משום זוב הרואה יום ,כתם ואחר כך ראת שני ימים טמאין הרי זו חוששת משום ,17,11,10197,10197.0,10664,10661.0,0.7078651685393258,0.7222222222222222,1020007400
