,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-y,grp-ref-sifre-n,dam-lev,jac,id
1378,1757,ref-y.3.5.2.1.8.8-ref-y.3.5.2.1.8.22,ref-sifre-n.142.2.212-ref-sifre-n.142.2.225,2267819,2267892,339233,339245,ref-y.3.5.2.1.8.8,ref-y.3.5.2.1.8.22,253851,253923,40492,40503,ref-sifre-n.142.2.212,ref-sifre-n.142.2.225,מה מנחת שנאמר להלן שעורין אף בן שעורין אמר רבי לעזר נאמר כאן אביב ונאמר ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף ,12,11,1048.0,1735.0,0.7222222222222222,0.7647058823529411,4070001379
1379,1758,ref-y.3.5.8.1.1.42-ref-y.3.5.8.1.1.57,ref-sifre-n.142.2.212-ref-sifre-n.142.2.225,2327493,2327580,348416,348431,ref-y.3.5.8.1.1.42,ref-y.3.5.8.1.1.57,253851,253923,40492,40503,ref-sifre-n.142.2.212,ref-sifre-n.142.2.225,נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן בלשון הקודש אף ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף ,15,11,1128.0,1735.0,0.5487804878048781,0.7647058823529411,4070001380
1380,1759,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.97,ref-sifre-n.142.2.212-ref-sifre-n.142.2.225,2327701,2327785,348445,348460,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.97,253851,253923,40492,40503,ref-sifre-n.142.2.212,ref-sifre-n.142.2.225,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן בלשון הקודש אף ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף ,15,11,1151.0,1735.0,0.5316455696202531,0.7894736842105263,4070001381
1381,1760,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.139,ref-sifre-n.142.2.212-ref-sifre-n.142.2.225,2879134,2879195,431636,431647,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.139,253851,253923,40492,40503,ref-sifre-n.142.2.212,ref-sifre-n.142.2.225,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן כגרים אף ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף ,11,11,1477.0,1735.0,0.463768115942029,0.7142857142857143,4070001382
1382,1761,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.146,ref-sifre-n.142.2.212-ref-sifre-n.142.2.225,3157857,3157958,474652,474667,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.146,253851,253923,40492,40503,ref-sifre-n.142.2.212,ref-sifre-n.142.2.225,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן עשר' אף ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף ,15,11,1647.0,1735.0,0.6060606060606061,0.7647058823529411,4070001383
1383,1762,ref-y.4.4.7.3.1.37-ref-y.4.4.7.3.1.53,ref-sifre-n.142.2.212-ref-sifre-n.142.2.225,3226750,3226838,485629,485645,ref-y.4.4.7.3.1.37,ref-y.4.4.7.3.1.53,253851,253923,40492,40503,ref-sifre-n.142.2.212,ref-sifre-n.142.2.225,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן בחרב אף ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף ,16,11,1767.0,1735.0,0.6,0.7777777777777778,4070001384
1384,1763,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.69,ref-sifre-n.142.2.212-ref-sifre-n.142.2.225,3323464,3323533,500689,500702,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.69,253851,253923,40492,40503,ref-sifre-n.142.2.212,ref-sifre-n.142.2.225,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן נשירה אף ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף ,13,11,1901.0,1735.0,0.5652173913043478,0.7333333333333334,4070001385
1385,1764,ref-y.1.9.2.1.11.70-ref-y.1.9.2.1.11.87,ref-sifre-n.142.2.212-ref-sifre-n.142.2.228,779725,779810,117346,117363,ref-y.1.9.2.1.11.70,ref-y.1.9.2.1.11.87,253851,253940,40492,40506,ref-sifre-n.142.2.212,ref-sifre-n.142.2.228,נאמר כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן עשויה בשמן אף חלה שנאמר כאן ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן ,17,14,203.0,1735.0,0.49411764705882355,0.7647058823529411,4070001386
1386,1765,ref-y.2.3.5.1.1.35-ref-y.2.3.5.1.1.55,ref-sifre-n.142.2.212-ref-sifre-n.142.2.228,1290200,1290313,191425,191443,ref-y.2.3.5.1.1.35,ref-y.2.3.5.1.1.55,253851,253940,40492,40506,ref-sifre-n.142.2.212,ref-sifre-n.142.2.228,נאמר כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן משש שעות ולמעלן אף כין הערכים שנאמר כאן ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן ,18,14,337.0,1735.0,0.514018691588785,0.7647058823529411,4070001387
1387,1766,ref-y.2.5.8.1.2.162-ref-y.2.5.8.1.2.180,ref-sifre-n.142.2.212-ref-sifre-n.142.2.228,1477978,1478084,220139,220155,ref-y.2.5.8.1.2.162,ref-y.2.5.8.1.2.180,253851,253940,40492,40506,ref-sifre-n.142.2.212,ref-sifre-n.142.2.228,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן עינוי רעבון אף עינוי שנאמר כאן ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן ,16,14,447.0,1735.0,0.5294117647058824,0.7222222222222222,4070001388
1388,1767,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.29,ref-sifre-n.142.2.212-ref-sifre-n.142.2.228,1595673,1595797,237661,237681,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.29,253851,253940,40492,40506,ref-sifre-n.142.2.212,ref-sifre-n.142.2.228,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן עשה בה את הלילות כימים אף ישיבה שנאמר כאן ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן ,20,14,587.0,1735.0,0.5294117647058824,0.7,4070001389
1389,1768,ref-y.2.10.1.1.3.68-ref-y.2.10.1.1.3.89,ref-sifre-n.142.2.212-ref-sifre-n.142.2.228,1836010,1836122,274157,274175,ref-y.2.10.1.1.3.68,ref-y.2.10.1.1.3.89,253851,253940,40492,40506,ref-sifre-n.142.2.212,ref-sifre-n.142.2.228,נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות יהושע בן נון אף פרזות שנאמר כאן ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן ,18,14,715.0,1735.0,0.5555555555555556,0.7894736842105263,4070001390
1390,1770,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.54,ref-sifre-n.142.2.212-ref-sifre-n.142.2.228,2318253,2318351,346996,347014,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.54,253851,253940,40492,40506,ref-sifre-n.142.2.212,ref-sifre-n.142.2.228,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן ,18,14,1093.0,1735.0,0.4270833333333333,0.6923076923076923,4070001391
1391,1771,ref-y.4.4.7.1.1.26-ref-y.4.4.7.1.1.45,ref-sifre-n.142.2.212-ref-sifre-n.142.2.228,3223732,3223837,485174,485193,ref-y.4.4.7.1.1.26,ref-y.4.4.7.1.1.45,253851,253940,40492,40506,ref-sifre-n.142.2.212,ref-sifre-n.142.2.228,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן חרב אף נקימה האמורה כאן ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן ,19,14,1740.0,1735.0,0.5588235294117647,0.7647058823529411,4070001392
1392,1772,ref-y.4.6.1.2.4.39-ref-y.4.6.1.2.4.58,ref-sifre-n.142.2.212-ref-sifre-n.142.2.228,3336498,3336604,502694,502710,ref-y.4.6.1.2.4.39,ref-y.4.6.1.2.4.58,253851,253940,40492,40506,ref-sifre-n.142.2.212,ref-sifre-n.142.2.228,נאמר כאן בהמה טמאה ונאב' להלן בחמה טמאה מה בהמה טמאה האמורה להלן בטומאת הקודש אף בהמה טמאה האמורה כאן ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן ,16,14,1934.0,1735.0,0.4117647058823529,0.75,4070001393
1393,1773,ref-y.2.3.6.1.1.178-ref-y.2.3.6.1.1.203,ref-sifre-n.142.2.212-ref-sifre-n.142.3.1,1309535,1309664,194238,194258,ref-y.2.3.6.1.1.178,ref-y.2.3.6.1.1.203,253851,253960,40492,40508,ref-sifre-n.142.2.212,ref-sifre-n.142.3.1,נאמר בתמיד במועדו ונאמר בפסח במועדו מה תמיד שנ' בו במועדו דוחה את השבת אף פסח שנ' בו במועדו דוחה את השבת אמרו לו כבר אמרנו ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן דוחה את השבת ואמרת ,20,16,368.0,1735.0,0.45528455284552843,0.6470588235294117,4070001394
1394,1774,ref-y.1.8.5.3.2.129-ref-y.1.8.5.3.2.138,ref-sifre-n.142.2.215-ref-sifre-n.142.2.225,747804,747854,112813,112822,ref-y.1.8.5.3.2.129,ref-y.1.8.5.3.2.138,253868,253923,40495,40503,ref-sifre-n.142.2.215,ref-sifre-n.142.2.225,שנאמר להלן במועד אף כאן במועד אי מה מקץ שנאמר ,ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף ,9,8,175.0,1735.0,0.5849056603773585,0.75,4070001395
1395,1775,ref-y.1.1.4.1.13.4-ref-y.1.1.4.1.13.64,ref-sifre-n.142.3.11-ref-sifre-n.142.3.79,85163,85482,13800,13851,ref-y.1.1.4.1.13.4,ref-y.1.1.4.1.13.64,254003,254350,40516,40581,ref-sifre-n.142.3.11,ref-sifre-n.142.3.79,שנים ליום חלוק את היום טעמא דרבי יודה שנים ליום' חובה ליום שנים ליום שני פרקליטין ליום שנים ליום שתהא שחיטתן לשם היום שנים ליום שתהא שחיטתן בנגד דתנינן תמן תמיד של שחר היה נשחט על קרן מערבית צפונית על טבעת שנייה נשחט על קרן צפונית מזרחית על טבעת שנייה כנגד היום,"לה' שנים ליום כנגד יום שמעון בן עזאי אומר שנים ליום כנגד יום אתה אומר שנים ליום כנגד יום או כשומעו שנים ליום ת""ל ואת הכבש אחד תעשה בבקר ומה תלמוד לומר שנים ליום כנגד יום מכאן אמרו של שחר היה נשחט על קרן צפונית מזרחית ונתון על טבעת שנייה ושל בין הערבים היה נשחט על קרן מערבית טבעת שנייה שאמרה תורה שנים ליום כנגד יום",52,66,40.0,1775.0,0.5301587301587302,0.6976744186046512,4070001396
1396,1777,ref-y.2.3.5.1.1.2-ref-y.2.3.5.1.1.21,ref-sifre-n.142.3.24-ref-sifre-n.142.3.50,1290023,1290131,191398,191415,ref-y.2.3.5.1.1.2,ref-y.2.3.5.1.1.21,254066,254199,40528,40552,ref-sifre-n.142.3.24,ref-sifre-n.142.3.50,הייתי אומר יקרבו שניהן בשחרית ושניהן בין הערבים תלמוד לומר את הכבש אחד תעשה בבקר הייתי אומר יקרב של שחר ,"אתה אומר שנים ליום כנגד יום או כשומעו שנים ליום ת""ל ואת הכבש אחד תעשה בבקר ומה תלמוד לומר שנים ליום כנגד יום מכאן אמרו של שחר ",17,24,335.0,1775.0,0.6031746031746031,0.5263157894736843,4070001397
1397,1781,ref-y.1.9.1.1.10.80-ref-y.1.9.1.1.10.95,ref-sifre-n.142.5.12-ref-sifre-n.142.5.22,759974,760068,114543,114558,ref-y.1.9.1.1.10.80,ref-y.1.9.1.1.10.95,254565,254628,40618,40626,ref-sifre-n.142.5.12,ref-sifre-n.142.5.22,מהן תאמר בכוסמין ושיבולת שועל ושיפון שאין מנחת סוטה באה מהן יצאו החטים מן הכתוב וכוסמין,מן החטים או אינו אלא מן השעורים וכוסמים ושבולת,16,9,187.0,1781.0,0.7471264367816092,0.7142857142857143,4070001398
1398,1783,ref-y.1.9.1.1.1.34-ref-y.1.9.1.1.1.40,ref-sifre-n.142.5.13-ref-sifre-n.142.5.22,757159,757205,114180,114186,ref-y.1.9.1.1.1.34,ref-y.1.9.1.1.1.40,254568,254628,40619,40626,ref-sifre-n.142.5.13,ref-sifre-n.142.5.22,חיטין ושעורין בלבד כוסמין שיבולת שועל ושיפון ,החטים או אינו אלא מן השעורים וכוסמים ושבולת שועל ושיפון ,6,7,179.0,1781.0,0.44642857142857145,0.5,4070001399
1399,1784,ref-y.1.9.1.1.10.30-ref-y.1.9.1.1.10.34,ref-sifre-n.142.5.17-ref-sifre-n.142.5.22,759681,759715,114499,114503,ref-y.1.9.1.1.10.30,ref-y.1.9.1.1.10.34,254587,254628,40621,40626,ref-sifre-n.142.5.17,ref-sifre-n.142.5.22,מן הכוסמין ושיבולת שועל והשיפון ,מן השעורים וכוסמים ושבולת שועל ושיפון ,4,5,186.0,1781.0,0.2894736842105263,0.16666666666666663,4070001400
1400,1785,ref-y.1.9.1.1.11.14-ref-y.1.9.1.1.11.18,ref-sifre-n.142.5.17-ref-sifre-n.142.5.22,760163,760196,114571,114575,ref-y.1.9.1.1.11.14,ref-y.1.9.1.1.11.18,254587,254628,40621,40626,ref-sifre-n.142.5.17,ref-sifre-n.142.5.22,מן הכוסמין ושיבולת שועל ושיפון ,מן השעורים וכוסמים ושבולת שועל ושיפון ,4,5,192.0,1781.0,0.2631578947368421,0.16666666666666663,4070001401
1401,1786,ref-y.2.3.5.1.1.5-ref-y.2.3.5.1.1.21,ref-sifre-n.143.3.3-ref-sifre-n.143.3.20,1290040,1290131,191401,191415,ref-y.2.3.5.1.1.5,ref-y.2.3.5.1.1.21,255282,255371,40739,40751,ref-sifre-n.143.3.3,ref-sifre-n.143.3.20,שניהן בשחרית ושניהן בין הערבים תלמוד לומר את הכבש אחד תעשה בבקר הייתי אומר יקרב של שחר ,השני תעשה בין הערבים למה נאמר לפי שהוא אומר את הכבש האחד הרי שלא הקריב בתמיד של שחר ,14,12,335.0,1786.0,0.5632183908045977,0.5263157894736843,4070001402
1402,1787,ref-y.1.9.4.1.1.17-ref-y.1.9.4.1.1.30,ref-sifre-n.143.3.112-ref-sifre-n.143.3.126,795910,795982,119700,119713,ref-y.1.9.4.1.1.17,ref-y.1.9.4.1.1.30,255846,255913,40833,40844,ref-sifre-n.143.3.112,ref-sifre-n.143.3.126,אשה אחת שהיא מקפד' עשו אות' כשתי נשי' שתי נשים שאינן מקפידות עשו אותם ,משה את כל המלאכה והנה עשו אותה כאשר צוה ה' כן עשו ויברך אותם משה ,13,11,234.0,1787.0,0.6714285714285714,0.7647058823529411,4070001403
1403,1788,ref-y.3.7.1.7.2.13-ref-y.3.7.1.7.2.19,ref-sifre-n.143.3.163-ref-sifre-n.143.3.169,2869435,2869470,430064,430070,ref-y.3.7.1.7.2.13,ref-y.3.7.1.7.2.19,256116,256151,40880,40886,ref-sifre-n.143.3.163,ref-sifre-n.143.3.169,ייראה אל עבדיך פעלך והדרך על בניהם ,יראה אל עבדיך פעליך והדרך על בניהם ,6,6,1472.0,1788.0,0.05714285714285714,0.0,4070001404
1404,1789,ref-y.2.3.7.5.1.15-ref-y.2.3.7.5.4.4,ref-sifre-n.143.3.180-ref-sifre-n.143.3.188,1330192,1330232,197410,197417,ref-y.2.3.7.5.1.15,ref-y.2.3.7.5.4.4,256200,256244,40893,40900,ref-sifre-n.143.3.180,ref-sifre-n.143.3.188,ושחטו אותו כל קהל עדת ישראל בין הערבים ,ושחטו אותו כל קהל עדת בני ישראל בין הערבים ,7,7,377.0,1789.0,0.09302325581395349,0.125,4070001405
1405,1790,ref-y.2.3.2.4.7.135-ref-y.2.3.2.4.7.146,ref-sifre-n.146.1.8-ref-sifre-n.146.1.26,1258810,1258875,186836,186843,ref-y.2.3.2.4.7.135,ref-y.2.3.2.4.7.146,259085,259176,41379,41393,ref-sifre-n.146.1.8,ref-sifre-n.146.1.26,חובתן בחלות תודה ורקיקי נזיר תלמוד לומר שבעת ימים מצות תאכלו מצה ,חובה שבעת ימים מצות יאכל למה נאמר לפי שהוא אומר ויקרא כג שבעת ימים מצות תאכלו שומעני כל מצה ,7,14,334.0,1790.0,0.5434782608695652,0.736842105263158,4070001406
1406,1791,ref-y.1.9.1.1.4.62-ref-y.1.9.1.1.4.74,ref-sifre-n.146.1.42-ref-sifre-n.146.1.48,758268,758335,114306,114317,ref-y.1.9.1.1.4.62,ref-y.1.9.1.1.4.74,259248,259290,41406,41412,ref-sifre-n.146.1.42,ref-sifre-n.146.1.48,אלא חמשת המינין בלבד ודבוות' אין לך מגרר עם כולן אלא חטים ושעורים ,אלו חמשת המינים ואלו הם החטים והשעורים ,11,6,185.0,1791.0,0.5151515151515151,0.5833333333333333,4070001407
1407,1792,ref-y.1.9.1.1.1.34-ref-y.1.9.1.1.1.40,ref-sifre-n.146.1.47-ref-sifre-n.146.1.52,757159,757205,114180,114186,ref-y.1.9.1.1.1.34,ref-y.1.9.1.1.1.40,259274,259321,41411,41416,ref-sifre-n.146.1.47,ref-sifre-n.146.1.52,חיטין ושעורין בלבד כוסמין שיבולת שועל ושיפון ,החטים והשעורים והכוסמים ושבולת שועל ושיפון ,6,5,179.0,1791.0,0.28888888888888886,0.375,4070001408
1408,1793,ref-y.1.9.1.1.10.92-ref-y.1.9.1.1.10.98,ref-sifre-n.146.1.47-ref-sifre-n.146.1.52,760043,760091,114555,114561,ref-y.1.9.1.1.10.92,ref-y.1.9.1.1.10.98,259274,259321,41411,41416,ref-sifre-n.146.1.47,ref-sifre-n.146.1.52,החטים מן הכתוב וכוסמין ושיבולת שועל והשיפון ,החטים והשעורים והכוסמים ושבולת שועל ושיפון ,6,5,187.0,1791.0,0.2727272727272727,0.375,4070001409
1409,1794,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.31,ref-sifre-n.147.1.24-ref-sifre-n.147.1.46,1595673,1595805,237661,237683,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.31,259536,259647,41452,41473,ref-sifre-n.147.1.24,ref-sifre-n.147.1.46,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן עשה בה את הלילות כימים אף ישיבה שנאמר כאן נעשה בה ,נאמר כאן מקרא קודש ונאמר להלן שמות יב מקרא קודש האמור להלן להתיר בו אוכל נפש אף מקרא קודש האמור כאן להתיר בו ,22,21,587.0,1794.0,0.5984251968503937,0.782608695652174,4070001410
1410,1795,ref-y.4.4.6.1.1.41-ref-y.4.4.6.1.1.52,ref-sifre-n.147.1.34-ref-sifre-n.147.1.46,3211072,3211132,483034,483045,ref-y.4.4.6.1.1.41,ref-y.4.4.6.1.1.52,259585,259647,41462,41473,ref-sifre-n.147.1.34,ref-sifre-n.147.1.46,האמור להלן שער שנמצא בו אף שעריך האמור כאן שער שנמצאו בו ,האמור להלן להתיר בו אוכל נפש אף מקרא קודש האמור כאן להתיר בו ,11,11,1706.0,1794.0,0.5245901639344263,0.6666666666666667,4070001411
1411,1796,ref-y.4.4.6.1.1.85-ref-y.4.4.6.1.1.96,ref-sifre-n.147.1.34-ref-sifre-n.147.1.46,3211296,3211357,483074,483085,ref-y.4.4.6.1.1.85,ref-y.4.4.6.1.1.96,259585,259647,41462,41473,ref-sifre-n.147.1.34,ref-sifre-n.147.1.46,האמור להלן שער שנידון בו אף שעריך האמור כאן שער שנידון בו ,האמור להלן להתיר בו אוכל נפש אף מקרא קודש האמור כאן להתיר בו ,11,11,1730.0,1794.0,0.4918032786885246,0.6666666666666667,4070001412
1412,1797,ref-y.4.6.1.2.6.249-ref-y.4.6.1.2.6.260,ref-sifre-n.147.1.34-ref-sifre-n.147.1.46,3338464,3338523,502998,503009,ref-y.4.6.1.2.6.249,ref-y.4.6.1.2.6.260,259585,259647,41462,41473,ref-sifre-n.147.1.34,ref-sifre-n.147.1.46,שנאמר להלן שיש בהן חיוב קרבן אף חטאתם שנאמר כאן שיש בהן ,האמור להלן להתיר בו אוכל נפש אף מקרא קודש האמור כאן להתיר בו ,11,11,1972.0,1794.0,0.5409836065573771,0.7857142857142857,4070001413
1413,1798,ref-y.2.3.9.3.3.26-ref-y.2.3.9.3.3.54,ref-sifre-n.147.2.11-ref-sifre-n.147.2.24,1368334,1368457,203169,203194,ref-y.2.3.9.3.3.26,ref-y.2.3.9.3.3.54,259928,260000,41522,41535,ref-sifre-n.147.2.11,ref-sifre-n.147.2.24,מה זה טעון הלל אף זה טעון הלל אי מה זה טעון חגיגה אף זה טעון חניגה אמר רבי זעורה כליל התקדש חג את שהוא טעון,וחג טעון חגיגה והפסח טעון חגיגה מה החג פוחת והולך אף פסח פוחת והולך,26,14,394.0,1798.0,0.6542056074766355,0.75,4070001414
1414,1800,ref-y.1.9.1.1.19.33-ref-y.1.9.1.1.19.42,ref-sifre-n.148.1.78-ref-sifre-n.148.1.87,762740,762800,114939,114948,ref-y.1.9.1.1.19.33,ref-y.1.9.1.1.19.42,260548,260604,41616,41625,ref-sifre-n.148.1.78,ref-sifre-n.148.1.87,מביאין מנחות ובכורים ומנחת בהמה קודם לעומר ואם הביא פסול ,מביא מנחת ביכורים ומנחת בהמה קודם לעומר ואם הביא פסול ,9,9,193.0,1800.0,0.08771929824561403,0.4,4070001415
1415,1801,ref-y.3.2.1.1.15.99-ref-y.3.2.1.1.15.114,ref-sifre-n.149.1.51-ref-sifre-n.149.1.66,2368405,2368482,354675,354690,ref-y.3.2.1.1.15.99,ref-y.3.2.1.1.15.114,261564,261642,41794,41809,ref-sifre-n.149.1.51,ref-sifre-n.149.1.66,הרי מצא אם בשלא מצא הרי פישפש לא פישפש אלא הכין אנן קיימין בשלא פישפש ומצא ,הרי שמצא פרים ולא מצא אילים אילים ולא מצא כבשים שומע אני לא יקריב עד שימצא ,15,15,1197.0,1801.0,0.6,0.8235294117647058,4070001416
1416,1802,ref-y.3.2.1.1.15.99-ref-y.3.2.1.1.15.114,ref-sifre-n.150.1.19-ref-sifre-n.150.1.34,2368405,2368482,354675,354690,ref-y.3.2.1.1.15.99,ref-y.3.2.1.1.15.114,261991,262069,41870,41885,ref-sifre-n.150.1.19,ref-sifre-n.150.1.34,הרי מצא אם בשלא מצא הרי פישפש לא פישפש אלא הכין אנן קיימין בשלא פישפש ומצא ,הרי שמצא פרים ולא מצא אילים אילים ולא מצא כבשים שומע אני לא יקריב עד שימצא ,15,15,1197.0,1802.0,0.6,0.8235294117647058,4070001417
1417,1803,ref-y.2.8.1.3.6.24-ref-y.2.8.1.3.6.47,ref-sifre-n.150.1.58-ref-sifre-n.150.1.88,1652455,1652608,246282,246305,ref-y.2.8.1.3.6.24,ref-y.2.8.1.3.6.47,262180,262359,41904,41931,ref-sifre-n.150.1.58,ref-sifre-n.150.1.88,מים אמרה התורה הבא שעורים ביכורים בפסח שתתברך לפניך התבואה הבא חיטים ביכורים בעצרת שיתברבו לפניך פירות האילן אמור מעתה ניסוך המים בחג שיתברכו,אילים שנים מנין לנסוך המים בחג ר' עקיבא אומר נאמר הביאו עומר בפסח שתתברך לכם את התבואה והביאו ביכורים בעצרת כדי שיתברכו לכם פירות האילן אף לנסוך המים,24,28,678.0,1803.0,0.5771812080536913,0.6,4070001418
1418,1806,ref-y.3.5.2.1.8.36-ref-y.3.5.2.1.8.43,ref-sifre-n.150.1.67-ref-sifre-n.150.1.77,2267964,2268016,339259,339266,ref-y.3.5.2.1.8.36,ref-y.3.5.2.1.8.43,262228,262295,41911,41920,ref-sifre-n.150.1.67,ref-sifre-n.150.1.77,נאמ' לציבור הבא ביכורים בפסח והבא ביכורים בעצרת ,נאמר הביאו עומר בפסח שתתברך לכם את התבואה והביאו ביכורים בעצרת ,7,9,1057.0,1803.0,0.47619047619047616,0.6666666666666667,4070001419
1419,1807,ref-y.1.5.1.5.1.59-ref-y.1.5.1.5.1.68,ref-sifre-n.150.1.98-ref-sifre-n.150.1.110,456651,456713,70255,70264,ref-y.1.5.1.5.1.59,ref-y.1.5.1.5.1.68,262401,262480,41938,41950,ref-sifre-n.150.1.98,ref-sifre-n.150.1.110,"בשיני ונסכיהם בשישי ונסכיה בשביעי כמשפטם מ""ם יוד מ""ם מים ","בשני ונסכיהם ונאמר בששי ונסכיה ונאמר בשביעי כמשפטם מ""ם יו""ד מ""ם הרי מים ",9,12,113.0,1807.0,0.2638888888888889,0.36363636363636365,4070001420
1420,1808,ref-y.2.6.4.1.1.58-ref-y.2.6.4.1.1.67,ref-sifre-n.150.1.98-ref-sifre-n.150.1.110,1609934,1609996,239802,239811,ref-y.2.6.4.1.1.58,ref-y.2.6.4.1.1.67,262401,262480,41938,41950,ref-sifre-n.150.1.98,ref-sifre-n.150.1.110,"בשיני ונסכיהם בשישי ונסביה בשביעי כמשפטם מ""ם יוד מ""ם מים ","בשני ונסכיהם ונאמר בששי ונסכיה ונאמר בשביעי כמשפטם מ""ם יו""ד מ""ם הרי מים ",9,12,616.0,1807.0,0.2777777777777778,0.5,4070001421
1421,1809,ref-y.2.8.1.3.6.15-ref-y.2.8.1.3.6.24,ref-sifre-n.150.1.98-ref-sifre-n.150.1.110,1652397,1652458,246273,246282,ref-y.2.8.1.3.6.15,ref-y.2.8.1.3.6.24,262401,262480,41938,41950,ref-sifre-n.150.1.98,ref-sifre-n.150.1.110,"בשני ונסכיהם בשישי ונסכיה בשביעי כמשפטם מ""ם יוד מ""ם מים ","בשני ונסכיהם ונאמר בששי ונסכיה ונאמר בשביעי כמשפטם מ""ם יו""ד מ""ם הרי מים ",9,12,678.0,1807.0,0.25,0.36363636363636365,4070001422
1422,1810,ref-y.3.2.1.1.15.99-ref-y.3.2.1.1.15.114,ref-sifre-n.151.2.3-ref-sifre-n.151.2.18,2368405,2368482,354675,354690,ref-y.3.2.1.1.15.99,ref-y.3.2.1.1.15.114,263049,263129,42051,42066,ref-sifre-n.151.2.3,ref-sifre-n.151.2.18,הרי מצא אם בשלא מצא הרי פישפש לא פישפש אלא הכין אנן קיימין בשלא פישפש ומצא ,הרי שמצא פרים ולא מצא אילים אילים ולא מצא כבשים שומע אני שלא יקריב עד שימצא ,15,15,1197.0,1810.0,0.5921052631578947,0.7647058823529411,4070001423
