baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-sifre-n,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-n.143.3.180-ref-sifre-n.143.3.188,ref-b.3.7.2.42a.1.4-ref-b.3.7.2.42a.1.11,256200,256244,ref-sifre-n.143.3.180,ref-sifre-n.143.3.188,4534545,4534584,ref-b.3.7.2.42a.1.4,ref-b.3.7.2.42a.1.11,ושחטו אותו כל קהל עדת בני ישראל בין הערבים ,ושחטו אתו כל קהל עדת ישראל בין הערבים ,9,1,1573,1572.0,2393,2391.0,0.1162790697674418,0.0,7,ושחטו כל קהל עדת ישראל בין הערבים,5080001854,9,8
ref-sifre-n.143.3.221-ref-sifre-n.143.3.227,ref-b.2.4.5.59a.10.10-ref-b.2.4.5.59a.10.17,256400,256442,ref-sifre-n.143.3.221,ref-sifre-n.143.3.227,1466111,1466159,ref-b.2.4.5.59a.10.10,ref-b.2.4.5.59a.10.17,אלא קטורת ופסח בערבי פסחים ומחוסרי כפרה ,אלא קטרת ונרות ופסח ומחוסר כפורים בערב הפסח ,7,8,259,259.0,2394,2394.0,0.5227272727272727,0.4444444444444444,2,אלא ופסח,5080001855,7,8
ref-sifre-n.143.3.248-ref-sifre-n.143.3.254,ref-b.2.5.3.34a.10.8-ref-b.2.5.3.34a.10.21,256556,256599,ref-sifre-n.143.3.248,ref-sifre-n.143.3.254,1776924,1776998,ref-b.2.5.3.34a.10.8,ref-b.2.5.3.34a.10.21,נסכיהם תלמוד לומר כמנחת הבוקר וכנסכו תעשה ,לנסכים וכו' מנא הני מילי אמר רבי יוחנן דאמר קרא כמנחת הבקר וכנסכו תעשה ,7,14,388,388.0,2395,2395.0,0.5352112676056338,0.6,3,כמנחת וכנסכו תעשה,5080001856,7,14
ref-sifre-n.143.3.272-ref-sifre-n.143.3.276,ref-b.5.1.4.46b.13.20-ref-b.5.1.4.46b.14.4,256688,256708,ref-sifre-n.143.3.272,ref-sifre-n.143.3.276,6942893,6942915,ref-b.5.1.4.46b.13.20,ref-b.5.1.4.46b.14.4,ריח ניחח לה' נחת רוח ,ריח ניחוח לשם הנחת רוח ,5,5,2174,2173.0,2396,2396.0,0.1739130434782608,0.6666666666666667,2,ריח רוח,5080001857,5,5
ref-sifre-n.143.3.288-ref-sifre-n.143.3.308,ref-b.5.2.13.110a.17.12-ref-b.5.2.13.110a.17.25,256769,256876,ref-sifre-n.143.3.288,ref-sifre-n.143.3.308,7485668,7485731,ref-b.5.2.13.110a.17.12,ref-b.5.2.13.110a.17.25,"הקרבנות שבתורה לא נאמר בהם לא אלהים ולא אלהיך ולא שדי וצבאות אלא יו""ד וה""י שם מיוחד שלא ליתן פתחון פה ",קרבנות שלא נאמר בהן לא אל ולא אלהים אלא ה' שלא ליתן פתחון פה ,21,14,2504,2504.0,2397,2397.0,0.4313725490196078,0.5789473684210527,8,נאמר לא ולא אלא שלא ליתן פתחון פה,5080001858,21,14
ref-sifre-n.143.3.345-ref-sifre-n.143.3.360,ref-b.5.2.13.110a.19.8-ref-b.5.2.13.110a.19.32,257075,257144,ref-sifre-n.143.3.345,ref-sifre-n.143.3.360,7485929,7486040,ref-b.5.2.13.110a.19.8,ref-b.5.2.13.110a.19.32,אם ארעב לא אומר לך כי לי תבל ומלואה ונאמר כי לי כל חיתו יער בהמות בהררי אלף ידעתי כל עוף הרים וזיז שדי עמדי,אם ארעב לא אומר לך כי לי תבל ומלואה ונאמר כי לי כל חיתו יער בהמות בהררי אלף ידעתי כל עוף הרים וזיז שדי עמדי,25,25,2505,2505.0,2398,2398.0,0.0,0.0,25,אם ארעב לא אומר לך כי לי תבל ומלואה ונאמר כי לי כל חיתו יער בהמות בהררי אלף ידעתי כל עוף הרים וזיז שדי עמדי,5080001859,25,25
ref-sifre-n.143.3.370-ref-sifre-n.143.3.397,ref-b.5.2.13.110a.19.33-ref-b.5.2.13.110a.20.18,257192,257334,ref-sifre-n.143.3.370,ref-sifre-n.143.3.397,7486041,7486176,ref-b.5.2.13.110a.19.33,ref-b.5.2.13.110a.20.18,האוכל בשר אבירים ודם עתודים אשתה אלא מפני מה אמרתי לך זבח לי בשביל לעשות רצוני וכן הוא אומר ויקרא כב וכי תזבחו זבח תודה לה' לרצונכם תזבחו ,האוכל בשר אבירים ודם עתודים אשתה לא אמרתי אליכם זבחו כדי שתאמר אעשה רצונו ויעשה רצוני לא לרצוני אתם זובחים אלא לרצונכם אתם זובחים ,28,24,2508,2508.0,2401,2401.0,0.4492753623188406,0.5925925925925926,9,האוכל בשר אבירים ודם עתודים אשתה אמרתי רצוני לרצונכם,5080001860,28,24
ref-sifre-n.144.1.50-ref-sifre-n.144.1.68,ref-b.2.1.19.132b.1.1-ref-b.2.1.19.132b.1.11,257606,257697,ref-sifre-n.144.1.50,ref-sifre-n.144.1.68,827021,827081,ref-b.2.1.19.132b.1.1,ref-b.2.1.19.132b.1.11,עבודת מקדש דוחה את השבת אתה אומר שתהא עבודת מקדש דוחה את השבת או שתהא שבת דוחה את העבודה ,ועבודה דוחה את השבת מילה דוחה אותה שבת שנדחית מפני העבודה ,19,11,159,159.0,2403,2402.0,0.550561797752809,0.5833333333333333,3,דוחה_את_השבת דוחה העבודה,5080001861,19,11
ref-sifre-n.144.1.50-ref-sifre-n.144.1.68,ref-b.3.1.1.7a.2.13-ref-b.3.1.1.7a.3.5,257606,257697,ref-sifre-n.144.1.50,ref-sifre-n.144.1.68,2858275,2858423,ref-b.3.1.1.7a.2.13,ref-b.3.1.1.7a.3.5,עבודת מקדש דוחה את השבת אתה אומר שתהא עבודת מקדש דוחה את השבת או שתהא שבת דוחה את העבודה ,העבודה ואין דוחה את השבת הדר אמר קבורת מת מצוה תדחה שבת מקל וחומר ומה עבודה שהיא דוחה שבת קבורת מת מצוה דוחה אותה מולאחותו שבת שנדחת מפני עבודה ,19,29,744,744.0,2404,2402.0,0.5902777777777778,0.6666666666666667,3,דוחה_את_השבת שבת דוחה,5080001862,19,29
ref-sifre-n.144.1.58-ref-sifre-n.144.1.71,ref-b.4.4.4.35b.11.12-ref-b.4.4.4.35b.11.34,257645,257714,ref-sifre-n.144.1.58,ref-sifre-n.144.1.71,6068834,6068951,ref-b.4.4.4.35b.11.12,ref-b.4.4.4.35b.11.34,שבת שנידחית מפני העבודה אין רציחה דוחה אותה עבודה שהיא דוחה את השבת אינו דין שלא תהא,דוחה את העבודה מקל וחומר ומה שבת שנידחית מפני העבודה אין רציחה דוחה אותה עבודה שהיא דוחה את השבת אינו דין שלא תהא,17,23,1829,1829.0,2405,2405.0,0.2566371681415929,0.1666666666666666,11,שבת שנידחית מפני העבודה אין רציחה_דוחה_אותה עבודה שהיא דוחה_את_השבת אינו_דין_שלא תהא,5080001863,17,23
ref-sifre-n.144.1.49-ref-sifre-n.144.1.58,ref-b.5.2.7.73b.18.6-ref-b.5.2.7.73b.19.4,257599,257650,ref-sifre-n.144.1.49,ref-sifre-n.144.1.58,7367467,7367509,ref-b.5.2.7.73b.18.6,ref-b.5.2.7.73b.19.4,שתהיה עבודת מקדש דוחה את השבת אתה אומר שתהא עבודת ,שתהא עבודתה כשרה בו אתה אומר שתהא עבודתה ,10,8,2399,2399.0,2402,2402.0,0.36,0.4285714285714286,3,אתה אומר שתהא,5080001864,10,8
ref-sifre-n.145.1.1-ref-sifre-n.145.1.18,ref-b.2.10.4.29b.11.12-ref-b.2.10.4.29b.12.12,258102,258195,ref-sifre-n.145.1.1,ref-sifre-n.145.1.18,2626805,2626871,ref-b.2.10.4.29b.11.12,ref-b.2.10.4.29b.12.12,ובראשי חדשיכם תקריבו עולה לה' למה נאמר לפי שהוא אומר ואת הכבש השני שומע אני אף ראשי חדשים ,ראשי חדשים אלא למאן דאמר צו את קרבני מאי שני שני דאילו ראשי חדשים ,18,14,689,689.0,2407,2407.0,0.5555555555555556,0.75,2,ראשי חדשים,5080001865,18,14
ref-sifre-n.145.1.40-ref-sifre-n.145.1.50,ref-b.2.10.4.29b.11.12-ref-b.2.10.4.29b.12.12,258319,258380,ref-sifre-n.145.1.40,ref-sifre-n.145.1.50,2626805,2626871,ref-b.2.10.4.29b.11.12,ref-b.2.10.4.29b.12.12,"שני כבשים אף בראשי חדשים שני כבשים ת""ל ובראשי חדשיכם תקריבו ",ראשי חדשים אלא למאן דאמר צו את קרבני מאי שני שני דאילו ראשי חדשים ,11,14,690,689.0,2408,2408.0,0.696969696969697,0.7857142857142857,2,חדשים שני,5080001866,11,14
ref-sifre-n.145.1.56-ref-sifre-n.145.1.67,ref-b.2.11.3.15a.8.4-ref-b.2.11.3.15a.8.18,258408,258469,ref-sifre-n.145.1.56,ref-sifre-n.145.1.67,2688335,2688421,ref-b.2.11.3.15a.8.4,ref-b.2.11.3.15a.8.18,מדבר ונסכיהם חצי ההין יהיה ר' אלעזר ברבי צדוק אומר הין היה ,נאמרה הוייה בראש ונאמרה הוייה בבגד מה הוייה האמורה בבגד דבר שחוץ מגופו אף הוייה ,12,15,697,697.0,2409,2409.0,0.675,0.8666666666666667,0,,5080001867,12,15
ref-sifre-n.145.1.91-ref-sifre-n.145.1.105,ref-b.4.2.5.61b.5.12-ref-b.4.2.5.61b.5.23,258574,258648,ref-sifre-n.145.1.91,ref-sifre-n.145.1.105,5300147,5300217,ref-b.4.2.5.61b.5.12,ref-b.4.2.5.61b.5.23,יתירה של לוג ומחצה היה שבו היה חולק מנחת כהן גדול לוג ומחצה בערב ולוג ,"תורה ק""ו להין וחצי הין ושלישית ההין ורביעית ההין ולוג וחצי לוג ",15,3,1673,1673.0,2412,2410.0,0.5714285714285714,0.7333333333333334,1,ולוג,5080001868,15,12
ref-sifre-n.145.1.91-ref-sifre-n.145.1.106,ref-b.4.3.5.89b.9.12-ref-b.4.3.5.89b.9.26,258574,258655,ref-sifre-n.145.1.91,ref-sifre-n.145.1.106,5735645,5735736,ref-b.4.3.5.89b.9.12,ref-b.4.3.5.89b.9.26,יתירה של לוג ומחצה היה שבו היה חולק מנחת כהן גדול לוג ומחצה בערב ולוג ומחצה ,תורה קל וחומר להין וחצי הין ושלישית ההין ורביעית ההין ולוג וחצי לוג ורביעית וחצי ,16,6,1709,1709.0,2413,2410.0,0.6172839506172839,0.75,1,ולוג,5080001869,16,15
ref-sifre-n.145.1.94-ref-sifre-n.145.1.105,ref-b.4.3.5.90a.1.13-ref-b.4.3.5.90a.1.21,258587,258648,ref-sifre-n.145.1.94,ref-sifre-n.145.1.105,5736268,5736323,ref-b.4.3.5.90a.1.13,ref-b.4.3.5.90a.1.21,ומחצה היה שבו היה חולק מנחת כהן גדול לוג ומחצה בערב ולוג ,וחצי הין ושלישית ההין ורביעית ההין ולוג וחצי לוג ,12,9,1710,1710.0,2415,2410.0,0.5614035087719298,0.75,1,ולוג,5080001870,12,9
ref-sifre-n.145.1.93-ref-sifre-n.145.1.105,ref-b.5.2.10.87b.23.10-ref-b.5.2.10.87b.23.18,258583,258648,ref-sifre-n.145.1.93,ref-sifre-n.145.1.105,7411065,7411120,ref-b.5.2.10.87b.23.10,ref-b.5.2.10.87b.23.18,לוג ומחצה היה שבו היה חולק מנחת כהן גדול לוג ומחצה בערב ולוג ,לוג וחצי לוג ולוג ורביעית ההין ושלישית ההין וחצי ,13,9,2433,2433.0,2414,2410.0,0.639344262295082,0.75,3,לוג לוג ולוג,5080001871,13,9
ref-sifre-n.145.1.94-ref-sifre-n.145.1.105,ref-b.5.2.10.87b.23.28-ref-b.5.2.10.87b.23.36,258587,258648,ref-sifre-n.145.1.94,ref-sifre-n.145.1.105,7411164,7411219,ref-b.5.2.10.87b.23.28,ref-b.5.2.10.87b.23.36,ומחצה היה שבו היה חולק מנחת כהן גדול לוג ומחצה בערב ולוג ,וחצי הין ושלישית ההין ורביעית ההין ולוג וחצי לוג ,12,9,2434,2434.0,2416,2410.0,0.5614035087719298,0.75,1,ולוג,5080001872,12,9
ref-sifre-n.145.1.89-ref-sifre-n.145.1.107,ref-b.5.2.10.88a.1.5-ref-b.5.2.10.88a.2.9,258566,258662,ref-sifre-n.145.1.89,ref-sifre-n.145.1.107,7411300,7411449,ref-b.5.2.10.88a.1.5,ref-b.5.2.10.88a.2.9,אלא מדה יתירה של לוג ומחצה היתה שם שבו היה מודד לחביתי כהן גדול לוג ומחצה בבקר לוג ומחצה בין הערבים אמרו לו חצי לוג היתה שם ואפשר לשער בחצי,אלא מדה יתירה של לוג ומחצה היתה שם שבו היה מודד לחביתי כהן גדול לוג ומחצה בבקר לוג ומחצה בין הערבים אמרו לו חצי לוג היתה שם ואפשר לשער בחצי,30,30,2435,2435.0,2410,2410.0,0.0,0.0,28,אלא מדה יתירה של לוג ומחצה היתה שם שבו היה מודד לחביתי_כהן_גדול לוג ומחצה בבקר לוג ומחצה בין הערבים אמרו לו חצי לוג היתה שם ואפשר לשער בחצי,5080001873,30,30
ref-sifre-n.145.2.1-ref-sifre-n.145.2.47,ref-b.2.8.1.7a.17.9-ref-b.2.8.1.7a.17.23,258663,258914,ref-sifre-n.145.2.1,ref-sifre-n.145.2.47,2262431,2262512,ref-b.2.8.1.7a.17.9,ref-b.2.8.1.7a.17.23,זאת עולת חדש בחדשו לחדשי השנה אמרה תורה חדש והבא קרבן מתרומה חדשה וגמרי שנה,זאת עולת חדש בחדשו לחדשי השנה אמרה תורה חדש והבא קרבן מתרומה חדשה וגמרי שנה,15,15,550,550.0,2418,2418.0,0.0,0.0,15,זאת עולת חדש בחדשו לחדשי השנה אמרה תורה חדש והבא קרבן מתרומה חדשה וגמרי שנה,5080001874,15,15
ref-sifre-n.145.2.1-ref-sifre-n.145.2.25,ref-b.2.10.4.29b.3.9-ref-b.2.10.4.29b.3.19,258663,258793,ref-sifre-n.145.2.1,ref-sifre-n.145.2.25,2625866,2625924,ref-b.2.10.4.29b.3.9,ref-b.2.10.4.29b.3.19,זאת עולת חודש בחדשו אמרה תורה חדש והבא קרבן מתרומה חדשה,זאת עולת חודש בחדשו אמרה תורה חדש והבא קרבן מתרומה חדשה,11,11,687,687.0,2417,2417.0,0.0,0.0,11,זאת עולת חודש בחדשו אמרה תורה חדש והבא קרבן מתרומה חדשה,5080001875,11,11
ref-sifre-n.145.3.1-ref-sifre-n.145.3.14,ref-b.2.5.1.15a.9.11-ref-b.2.5.1.15a.9.20,258932,259004,ref-sifre-n.145.3.1,ref-sifre-n.145.3.14,1721137,1721190,ref-b.2.5.1.15a.9.11,ref-b.2.5.1.15a.9.20,ושעיר עזים אחד לחטאת לה' לכפר על קבר התהום על עולת התמיד יעשה ונסכו ,ושעיר עזים אחד לחטאת לה' על עולת התמיד יעשה ונסכו ,14,10,352,352.0,2421,2421.0,0.2647058823529412,0.2307692307692307,10,ושעיר עזים אחד לחטאת לה' על עולת התמיד יעשה ונסכו,5080001876,14,10
ref-sifre-n.146.1.47-ref-sifre-n.146.1.52,ref-b.2.4.2.35a.6.2-ref-b.2.4.2.35a.6.9,259274,259321,ref-sifre-n.146.1.47,ref-sifre-n.146.1.52,1378507,1378554,ref-b.2.4.2.35a.6.2,ref-b.2.4.2.35a.6.9,כוסמין מין חיטין שיבולת שועל ושיפון מין שעורין,כוסמין מין חיטין שיבולת שועל ושיפון מין שעורין,2,2,242,242.0,2422,2422.0,0.0,0.0,8,כוסמין מין חיטין שיבולת שועל ושיפון מין שעורין,5080001877,8,8
ref-sifre-n.146.1.47-ref-sifre-n.146.1.52,ref-b.5.2.6.70a.17.2-ref-b.5.2.6.70a.17.9,259274,259321,ref-sifre-n.146.1.47,ref-sifre-n.146.1.52,7355725,7355772,ref-b.5.2.6.70a.17.2,ref-b.5.2.6.70a.17.9,כוסמין מין חיטים שיבולת שועל ושיפון מין שעורין,כוסמין מין חיטים שיבולת שועל ושיפון מין שעורין,2,2,2388,2388.0,2424,2424.0,0.0,0.0,8,כוסמין מין חיטים שיבולת שועל ושיפון מין שעורין,5080001878,8,8
ref-sifre-n.147.1.85-ref-sifre-n.147.1.92,ref-b.5.1.10.89b.1.5-ref-b.5.1.10.89b.2.21,259837,259875,ref-sifre-n.147.1.85,ref-sifre-n.147.1.92,7042426,7042545,ref-b.5.1.10.89b.1.5,ref-b.5.1.10.89b.2.21,"ופר שני בן בקר תקח לחטאת אם בא ללמד שהן שנים הרי כבר נאמר ועשה את האחד חטאת ואת האחד עולה מה ת""ל ופר שני בן בקר","ופר שני בן בקר תקח לחטאת אם בא ללמד שהן שנים הרי כבר נאמר ועשה את האחד חטאת ואת האחד עולה מה ת""ל ופר שני בן בקר",22,22,2224,2224.0,2426,2426.0,0.0,0.0,25,"ופר שני בן בקר תקח לחטאת אם בא ללמד שהן שנים הרי_כבר_נאמר ועשה את האחד חטאת ואת האחד עולה מה ת""ל ופר שני בן בקר",5080001879,27,27
ref-sifre-n.148.1.3-ref-sifre-n.148.1.6,ref-b.5.2.4.46b.21.23-ref-b.5.2.4.46b.21.26,260125,260148,ref-sifre-n.148.1.3,ref-sifre-n.148.1.6,7284670,7284693,ref-b.5.2.4.46b.21.23,ref-b.5.2.4.46b.21.26,בהקריבכם מנחה חדשה לה' ,בהקריבכם מנחה חדשה לה' ,4,4,2331,2330.0,2428,2428.0,0.0,0.0,4,בהקריבכם מנחה חדשה לה',5080001880,4,4
ref-sifre-n.148.1.3-ref-sifre-n.148.1.6,ref-b.5.2.9.84b.2.23-ref-b.5.2.9.84b.2.26,260125,260148,ref-sifre-n.148.1.3,ref-sifre-n.148.1.6,7400784,7400807,ref-b.5.2.9.84b.2.23,ref-b.5.2.9.84b.2.26,בהקריבכם מנחה חדשה לה' ,בהקריבכם מנחה חדשה לה' ,4,4,2423,2420.0,2429,2428.0,0.0,0.0,4,בהקריבכם מנחה חדשה לה',5080001881,4,4
ref-sifre-n.148.1.31-ref-sifre-n.148.1.34,ref-b.5.2.4.46b.21.23-ref-b.5.2.4.46b.21.26,260285,260308,ref-sifre-n.148.1.31,ref-sifre-n.148.1.34,7284670,7284693,ref-b.5.2.4.46b.21.23,ref-b.5.2.4.46b.21.26,בהקריבכם מנחה חדשה לה' ,בהקריבכם מנחה חדשה לה' ,4,4,2332,2330.0,2431,2430.0,0.0,0.0,4,בהקריבכם מנחה חדשה לה',5080001882,4,4
ref-sifre-n.148.1.21-ref-sifre-n.148.1.34,ref-b.5.2.9.84b.2.18-ref-b.5.2.9.84b.2.26,260222,260308,ref-sifre-n.148.1.21,ref-sifre-n.148.1.34,7400757,7400807,ref-b.5.2.9.84b.2.18,ref-b.5.2.9.84b.2.26,"יכול מנה חמשים והקריב מנחה בחמשים ואחד ת""ל וביום הביכורים בהקריבכם מנחה חדשה לה' ",לכל המנחות וכן הוא אומר בהקריבכם מנחה חדשה לה' ,14,9,2422,2420.0,2430,2430.0,0.5555555555555556,0.6428571428571428,4,בהקריבכם מנחה חדשה לה',5080001883,14,9
ref-sifre-n.148.1.61-ref-sifre-n.148.1.66,ref-b.5.2.4.46b.21.21-ref-b.5.2.4.46b.21.26,260453,260487,ref-sifre-n.148.1.61,ref-sifre-n.148.1.66,7284660,7284693,ref-b.5.2.4.46b.21.21,ref-b.5.2.4.46b.21.26,והקריב מנחה בחמשים מנחה חדשה לה' ,מנחה שנא' בהקריבכם מנחה חדשה לה' ,6,6,2330,2330.0,2433,2432.0,0.4242424242424242,0.5714285714285714,4,מנחה מנחה חדשה לה',5080001884,6,6
ref-sifre-n.148.1.43-ref-sifre-n.148.1.73,ref-b.5.2.9.84b.2.16-ref-b.5.2.9.84b.3.4,260351,260528,ref-sifre-n.148.1.43,ref-sifre-n.148.1.73,7400745,7400835,ref-b.5.2.9.84b.2.16,ref-b.5.2.9.84b.3.4,שתהא ראשית לכל המנחות וכן הוא אומר בהקריבכם מנחה חדשה לה' בשבועותיכם אין לי אלא חדשה,שתהא ראשית לכל המנחות וכן הוא אומר בהקריבכם מנחה חדשה לה' בשבועותיכם אין לי אלא חדשה,16,16,2420,2420.0,2432,2432.0,0.0,0.0,12,שתהא ראשית לכל המנחות וכן_הוא_אומר בהקריבכם מנחה חדשה לה' בשבועותיכם אין_לי_אלא חדשה,5080001885,16,16
ref-sifre-n.148.1.86-ref-sifre-n.148.1.101,ref-b.2.1.19.131a.4.38-ref-b.2.1.19.131a.4.49,260595,260672,ref-sifre-n.148.1.86,ref-sifre-n.148.1.101,821768,821838,ref-b.2.1.19.131a.4.38,ref-b.2.1.19.131a.4.49,הביא פסול קודם לשתי הלחם לא יביא ואם הביא כשר מה הפרש בין עומר לשתי הלחם ,שתי הלחם שדוחין את השבת נאמרה הבאה בעומר ונאמרה הבאה בשתי הלחם ,16,12,157,157.0,2436,2435.0,0.6712328767123288,0.6923076923076923,2,הלחם הלחם,5080001886,16,12
ref-sifre-n.148.1.89-ref-sifre-n.148.1.101,ref-b.2.4.7.77a.10.4-ref-b.2.4.7.77a.10.15,260610,260672,ref-sifre-n.148.1.89,ref-sifre-n.148.1.101,1528412,1528485,ref-b.2.4.7.77a.10.4,ref-b.2.4.7.77a.10.15,לשתי הלחם לא יביא ואם הביא כשר מה הפרש בין עומר לשתי הלחם ,עומר ושתי הלחם לחודייהו הוה אמינא אדרבה עומר ושתי הלחם דאלימי דבאין ,13,12,289,289.0,2440,2435.0,0.6176470588235294,0.7692307692307692,3,הלחם עומר הלחם,5080001887,13,12
ref-sifre-n.148.1.78-ref-sifre-n.148.1.90,ref-b.5.2.1.5b.2.12-ref-b.5.2.1.5b.3.3,260548,260621,ref-sifre-n.148.1.78,ref-sifre-n.148.1.90,7149446,7149520,ref-b.5.2.1.5b.2.12,ref-b.5.2.1.5b.3.3,מביא מנחת ביכורים ומנחת בהמה קודם לעומר ואם הביא פסול קודם לשתי הלחם ,מביאין מנחת בכורים ומנחת בהמה קודם לעומר ואם הביא פסול קודם לשתי הלחם ,13,13,2274,2274.0,2435,2435.0,0.0428571428571428,0.0909090909090909,11,מנחת ומנחת בהמה קודם לעומר ואם הביא פסול קודם לשתי הלחם,5080001888,13,13
ref-sifre-n.148.1.88-ref-sifre-n.148.1.103,ref-b.5.2.6.68b.12.7-ref-b.5.2.6.68b.13.10,260605,260686,ref-sifre-n.148.1.88,ref-sifre-n.148.1.103,7350027,7350110,ref-b.5.2.6.68b.12.7,ref-b.5.2.6.68b.13.10,קודם לשתי הלחם לא יביא ואם הביא כשר מה הפרש בין עומר לשתי הלחם הקודם לעומר ,מה בין קודם לעומר לקודם שתי הלחם אמר לפניו יהודה בר נחמיה לא אם אמרת קודם לעומר ,16,17,2378,2378.0,2437,2435.0,0.65,0.6666666666666667,4,מה בין הלחם לעומר,5080001889,16,17
ref-sifre-n.148.1.89-ref-sifre-n.148.1.103,ref-b.5.2.6.68b.17.5-ref-b.5.2.6.68b.18.13,260610,260686,ref-sifre-n.148.1.89,ref-sifre-n.148.1.103,7350629,7350740,ref-b.5.2.6.68b.17.5,ref-b.5.2.6.68b.18.13,לשתי הלחם לא יביא ואם הביא כשר מה הפרש בין עומר לשתי הלחם הקודם לעומר ,שתי הלחם מהו שיתירו שלא כסדרן היכי דמי כגון דזרעינהו בין העומר לשתי הלחם וחליף עלייהו שתי הלחם ועומר ,15,19,2382,2382.0,2441,2435.0,0.5445544554455446,0.75,4,הלחם בין לשתי הלחם,5080001890,15,19
ref-sifre-n.148.1.88-ref-sifre-n.148.1.103,ref-b.5.2.6.68b.24.3-ref-b.5.2.6.68b.25.6,260605,260686,ref-sifre-n.148.1.88,ref-sifre-n.148.1.103,7351325,7351464,ref-b.5.2.6.68b.24.3,ref-b.5.2.6.68b.25.6,דשתי הלחם שלא כסדרן שריין משכחת לה דמקריב עומר מהנך דאשרוש קודם לשתי הלחם ובתר העומר דאשתקד ושתי הלחם מהנך דאשרוש קודם לעומר,דשתי הלחם שלא כסדרן שריין משכחת לה דמקריב עומר מהנך דאשרוש קודם לשתי הלחם ובתר העומר דאשתקד ושתי הלחם מהנך דאשרוש קודם לעומר,23,23,2384,2384.0,2438,2438.0,0.0,0.0,23,דשתי הלחם שלא כסדרן שריין משכחת לה דמקריב עומר מהנך דאשרוש קודם לשתי הלחם ובתר העומר דאשתקד ושתי הלחם מהנך דאשרוש קודם לעומר,5080001891,23,23
ref-sifre-n.148.1.159-ref-sifre-n.148.1.170,ref-b.2.1.19.131a.4.46-ref-b.2.1.19.131a.4.54,260987,261055,ref-sifre-n.148.1.159,ref-sifre-n.148.1.170,821813,821870,ref-b.2.1.19.131a.4.46,ref-b.2.1.19.131a.4.54,הבאות קודם לעומר שלא כשרו לא לגבוה ולא להדיוט תאמר בשתי הלחם ,ונאמרה הבאה בשתי הלחם מה הבאה האמורה בעומר מכשירין ,12,9,158,157.0,2444,2442.0,0.7540983606557377,0.8,2,בשתי הלחם,5080001892,12,9
ref-sifre-n.148.1.133-ref-sifre-n.148.1.146,ref-b.5.2.1.5b.2.15-ref-b.5.2.1.5b.3.3,260850,260930,ref-sifre-n.148.1.133,ref-sifre-n.148.1.146,7149465,7149520,ref-b.5.2.1.5b.2.15,ref-b.5.2.1.5b.3.3,אם למדתי למנחות הבאות קודם לעומר שהם פסולות אף מנחות הבאות קודם לשתי הלחם ,ומנחת בהמה קודם לעומר ואם הביא פסול קודם לשתי הלחם ,14,10,2275,2274.0,2442,2442.0,0.4729729729729729,0.5714285714285714,5,קודם לעומר קודם לשתי הלחם,5080001893,14,10
ref-sifre-n.148.1.144-ref-sifre-n.148.1.170,ref-b.5.2.6.68b.12.9-ref-b.5.2.6.68b.13.20,260914,261055,ref-sifre-n.148.1.144,ref-sifre-n.148.1.170,7350034,7350160,ref-b.5.2.6.68b.12.9,ref-b.5.2.6.68b.13.20,קודם לשתי הלחם יהיו פסולות אמר לו רבי יהודה בן נחמן לא אם אמרת במנחות הבאות קודם לעומר שלא כשרו לא לגבוה ולא להדיוט תאמר בשתי הלחם ,קודם לעומר לקודם שתי הלחם אמר לפניו יהודה בר נחמיה לא אם אמרת קודם לעומר שכן לא הותר מכללו אצל הדיוט תאמר קודם לשתי הלחם ,27,25,2379,2378.0,2443,2442.0,0.4580152671755725,0.6538461538461539,10,קודם הלחם אמר יהודה לא_אם_אמרת קודם לעומר לא תאמר הלחם,5080001894,27,25
ref-sifre-n.148.1.187-ref-sifre-n.148.1.220,ref-b.5.2.6.68b.14.10-ref-b.5.2.6.68b.15.8,261145,261313,ref-sifre-n.148.1.187,ref-sifre-n.148.1.220,7350225,7350459,ref-b.5.2.6.68b.14.10,ref-b.5.2.6.68b.15.8,נחמיה אמר לו רבי עקיבא יהודה צהבו פניך שהשבת את זקן תמהני אם תאריך ימים אמר רבי יהודה ברבי אלעאי אותו הפרק פרס הפסח היה כשעליתי לעצרת שאלתי אחריו יהודה בן נחמיה היכן הוא ואמרו לי נפטר והלך לו אמר רב נחמן בר יצחק לדברי יהודה בן,נחמיה אמר לו רבי עקיבא יהודה צהבו פניך שהשבת את זקן תמהני אם תאריך ימים אמר רבי יהודה ברבי אלעאי אותו הפרק פרס הפסח היה כשעליתי לעצרת שאלתי אחריו יהודה בן נחמיה היכן הוא ואמרו לי נפטר והלך לו אמר רב נחמן בר יצחק לדברי יהודה בן,47,47,2380,2380.0,2445,2445.0,0.0,0.0,35,נחמיה אמר_לו_רבי_עקיבא יהודה צהבו פניך שהשבת את זקן תמהני אם תאריך ימים_אמר_רבי_יהודה_ברבי_אלעאי אותו הפרק פרס הפסח היה כשעליתי לעצרת שאלתי אחריו יהודה בן נחמיה היכן הוא ואמרו לי נפטר והלך לו אמר_רב_נחמן_בר_יצחק לדברי יהודה בן,5080001895,47,47
