baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.7.7.1.422-ref-mek.7.7.1.433,ref-b.3.2.3.38a.10.26-ref-b.3.2.3.38a.11.3,312889,312936,ref-mek.7.7.1.422,ref-mek.7.7.1.433,3367220,3367291,ref-b.3.2.3.38a.10.26,ref-b.3.2.3.38a.11.3,מה כאן חמשים אף להלן חמשים ומה להלן שקלים אף כאן חמשים אף להלן חמשים ומה להלן שקלים אף כאן שקלים ורבי עקיבא מאי,מה כאן חמשים אף להלן חמשים ומה להלן שקלים אף כאן חמשים אף להלן חמשים ומה להלן שקלים אף כאן שקלים ורבי עקיבא מאי,6,6,1251,1251.0,2414,2414.0,0.0,0.0,24,מה כאן חמשים אף להלן חמשים ומה להלן שקלים אף כאן חמשים אף להלן חמשים ומה להלן שקלים אף כאן שקלים ורבי עקיבא מאי,3080001922,24,24
ref-mek.7.7.1.422-ref-mek.7.7.1.433,ref-b.3.5.2.16b.15.30-ref-b.3.5.2.16b.16.8,312889,312936,ref-mek.7.7.1.422,ref-mek.7.7.1.433,3966988,3967068,ref-b.3.5.2.16b.15.30,ref-b.3.5.2.16b.16.8,מה להלן חרב אף כאן חרב מה כאן בבית דין אף להלן ,מה להלן עפר על גבי מים אף כאן עפר על גבי מים ומה כאן הקדים עפר למים כשר אף להלן ,12,12,1419,1410.0,2416,2404.0,0.5125,0.7272727272727273,7,מה להלן אף כאן כאן אף להלן,3080001923,12,20
ref-mek.7.7.1.422-ref-mek.7.7.1.433,ref-b.3.5.2.19a.11.1-ref-b.3.5.2.19a.11.11,312889,312936,ref-mek.7.7.1.422,ref-mek.7.7.1.433,3972253,3972298,ref-b.3.5.2.19a.11.1,ref-b.3.5.2.19a.11.11,מה להלן חרב אף כאן חרב מה כאן בבית דין אף להלן ,מה כאן כהן אף להלן כהן ומה להלן בעלים אף כאן ,12,1,1424,1422.0,2417,2404.0,0.5319148936170213,0.625,4,מה כאן אף להלן,3080001924,12,11
ref-mek.7.7.1.422-ref-mek.7.7.1.433,ref-b.3.7.1.36b.6.1-ref-b.3.7.1.36b.6.11,312889,312936,ref-mek.7.7.1.422,ref-mek.7.7.1.433,4515253,4515296,ref-b.3.7.1.36b.6.1,ref-b.3.7.1.36b.6.11,מה להלן חרב אף כאן חרב מה כאן בבית דין אף להלן ,מה כאן כהן אף להלן כהן מה להלן בעלים אף כאן ,12,1,1755,1753.0,2418,2404.0,0.5106382978723404,0.5714285714285714,4,מה כאן אף להלן,3080001925,12,11
ref-mek.7.7.1.402-ref-mek.7.7.1.417,ref-b.4.2.7.87b.5.12-ref-b.4.2.7.87b.6.7,312789,312867,ref-mek.7.7.1.402,ref-mek.7.7.1.417,5393779,5393835,ref-b.4.2.7.87b.5.12,ref-b.4.2.7.87b.6.7,מיתה או אינו אלא ממון היה ר' נתן אומר נאמר כאן נקימה ונאמר להלן נקימה והבאתי ,היא דלמא כל קמה קאמר רחמנא אתיא קמה קמה כתיב הכא כי תבא ,16,13,2067,2067.0,2407,2404.0,0.7142857142857143,0.8571428571428572,0,,3080001926,16,13
ref-mek.7.7.1.397-ref-mek.7.7.1.420,ref-b.4.2.7.87b.14.7-ref-b.4.2.7.87b.15.7,312766,312883,ref-mek.7.7.1.397,ref-mek.7.7.1.420,5394567,5394659,ref-b.4.2.7.87b.14.7,ref-b.4.2.7.87b.15.7,קמה לרבות כל בעלי קמה והא אמרת קמה קמה דמיחייבא בחלה הני מילי מקמי דניתי חרמש השתא דאתי,קמה לרבות כל בעלי קמה והא אמרת קמה קמה דמיחייבא בחלה הני מילי מקמי דניתי חרמש השתא דאתי,18,18,2068,2068.0,2404,2404.0,0.0,0.0,16,קמה לרבות_כל_בעלי קמה והא אמרת קמה קמה דמיחייבא בחלה הני מילי מקמי דניתי חרמש השתא דאתי,3080001927,18,18
ref-mek.7.7.1.422-ref-mek.7.7.1.433,ref-b.4.3.8.120b.3.13-ref-b.4.3.8.120b.3.30,312889,312936,ref-mek.7.7.1.422,ref-mek.7.7.1.433,5797813,5797898,ref-b.4.3.8.120b.3.13,ref-b.4.3.8.120b.3.30,מה להלן חרב אף כאן חרב מה כאן בבית דין אף להלן ,מה להלן אהרן ובניו וכל ישראל אף כאן אהרן ובניו וכל ישראל ומה כאן ראשי המטות אף להלן ,12,18,2159,2142.0,2419,2404.0,0.5476190476190477,0.7,7,מה להלן אף כאן כאן אף להלן,3080001928,12,18
ref-mek.7.7.1.397-ref-mek.7.7.1.422,ref-b.4.4.7.52b.13.2-ref-b.4.4.7.52b.13.20,312766,312891,ref-mek.7.7.1.397,ref-mek.7.7.1.422,6140674,6140768,ref-b.4.4.7.52b.13.2,ref-b.4.4.7.52b.13.20,והבאתי עליכם חרב נוקמת נקם ברית הוי אומר נקימה,נקם ינקם נקימה זו איני יודע מה הוא כשהוא אומר והבאתי עליכם חרב נוקמת נקם ברית הוי אומר נקימה,9,19,2296,2296.0,2406,2406.0,0.5,0.3,9,והבאתי עליכם חרב נוקמת נקם ברית הוי אומר נקימה,3080001929,9,19
ref-mek.7.7.1.422-ref-mek.7.7.1.433,ref-b.4.4.7.64b.3.21-ref-b.4.4.7.64b.3.31,312889,312936,ref-mek.7.7.1.422,ref-mek.7.7.1.433,6188460,6188506,ref-b.4.4.7.64b.3.21,ref-b.4.4.7.64b.3.31,מה להלן חרב אף כאן חרב מה כאן בבית דין אף להלן ,מה להלן באש אף כאן באש ומה כאן מולך אף להלן ,12,11,2365,2360.0,2420,2404.0,0.3191489361702128,0.6666666666666667,7,מה להלן אף כאן כאן אף להלן,3080001930,12,11
ref-mek.7.7.1.422-ref-mek.7.7.1.433,ref-b.4.4.8.75a.18.11-ref-b.4.4.8.75a.18.24,312889,312936,ref-mek.7.7.1.422,ref-mek.7.7.1.433,6229633,6229703,ref-b.4.4.8.75a.18.11,ref-b.4.4.8.75a.18.24,מה להלן חרב אף כאן חרב מה כאן בבית דין אף להלן ,מה להלן למטה כלמעלה אף כאן למטה כלמעלה ומה כאן למעלה כלמטה אף להלן ,12,2,2449,2424.0,2421,2404.0,0.4925373134328358,0.7272727272727273,7,מה להלן אף כאן כאן אף להלן,3080001931,12,14
ref-mek.7.7.1.414-ref-mek.7.7.1.426,ref-b.4.4.9.84a.13.22-ref-b.4.4.9.84a.14.10,312842,312907,ref-mek.7.7.1.414,ref-mek.7.7.1.426,6257681,6257770,ref-b.4.4.9.84a.13.22,ref-b.4.4.9.84a.14.10,ונאמר להלן נקימה והבאתי עליכם נוקמת נקם ברית מה להלן חרב אף כאן ,מה להלן בידי שמים אף כאן בידי שמים רע אומר נאמר כאן והזר הקרב יומת ונאמר להלן והנביא ,13,18,2462,2459.0,2410,2404.0,0.7176470588235294,0.75,4,מה להלן אף כאן,3080001932,13,18
ref-mek.7.7.1.422-ref-mek.7.7.1.433,ref-b.4.5.3.18b.14.17-ref-b.4.5.3.18b.14.27,312889,312936,ref-mek.7.7.1.422,ref-mek.7.7.1.433,6480612,6480655,ref-b.4.5.3.18b.14.17,ref-b.4.5.3.18b.14.27,מה להלן חרב אף כאן חרב מה כאן בבית דין אף להלן ,מה כאן כהן אף להלן כהן מה להלן בעלים אף כאן ,12,1,2663,2661.0,2422,2404.0,0.5106382978723404,0.5714285714285714,4,מה כאן אף להלן,3080001933,12,11
ref-mek.7.7.1.422-ref-mek.7.7.1.433,ref-b.5.2.4.51b.15.1-ref-b.5.2.4.51b.15.17,312889,312936,ref-mek.7.7.1.422,ref-mek.7.7.1.433,7300390,7300468,ref-b.5.2.4.51b.15.1,ref-b.5.2.4.51b.15.17,מה להלן חרב אף כאן חרב מה כאן בבית דין אף להלן ,מה כאן בכליל תקטר אף להלן בכליל תקטר ומה להלן ליתן לא תעשה על אכילתו אף כאן ,12,1,2949,2936.0,2423,2404.0,0.6842105263157895,0.7,4,מה כאן אף להלן,3080001934,12,17
ref-mek.7.7.1.422-ref-mek.7.7.1.433,ref-b.5.2.5.61b.1.1-ref-b.5.2.5.61b.1.11,312889,312936,ref-mek.7.7.1.422,ref-mek.7.7.1.433,7328853,7328898,ref-b.5.2.5.61b.1.1,ref-b.5.2.5.61b.1.11,מה להלן חרב אף כאן חרב מה כאן בבית דין אף להלן ,מה כאן כהן אף להלן כהן ומה להלן בעלים אף כאן ,12,1,2961,2959.0,2424,2404.0,0.5319148936170213,0.625,4,מה כאן אף להלן,3080001935,12,11
ref-mek.7.7.1.422-ref-mek.7.7.1.433,ref-b.5.2.7.74a.21.1-ref-b.5.2.7.74a.21.17,312889,312936,ref-mek.7.7.1.422,ref-mek.7.7.1.433,7369431,7369509,ref-b.5.2.7.74a.21.1,ref-b.5.2.7.74a.21.17,מה להלן חרב אף כאן חרב מה כאן בבית דין אף להלן ,מה להלן בכליל תקטר אף כאן בכליל תקטר ומה כאן ליתן לא תעשה על אכילתו אף להלן ,12,17,2987,2975.0,2425,2404.0,0.5394736842105263,0.7,7,מה להלן אף כאן כאן אף להלן,3080001936,12,17
ref-mek.7.7.1.423-ref-mek.7.7.1.433,ref-b.5.4.9.57a.8.23-ref-b.5.4.9.57a.8.35,312892,312936,ref-mek.7.7.1.423,ref-mek.7.7.1.433,8102853,8102913,ref-b.5.4.9.57a.8.23,ref-b.5.4.9.57a.8.35,להלן חרב אף כאן חרב מה כאן בבית דין אף להלן ,הללו אף כאן פרט לכל השמות הללו ומה כאן פרט לטרפה אף להלן ,11,13,3165,3151.0,2426,2404.0,0.5614035087719298,0.75,5,אף כאן כאן אף להלן,3080001937,11,13
ref-mek.7.7.2.6-ref-mek.7.7.2.17,ref-b.2.9.3.21a.3.34-ref-b.2.9.3.21a.3.51,312966,313031,ref-mek.7.7.2.6,ref-mek.7.7.2.17,2440082,2440166,ref-b.2.9.3.21a.3.34,ref-b.2.9.3.21a.3.51,שומע אני כשמעו תלמוד לומר אם יומיים שומע אני כשמועו תלמוד ולמר ,שמע אמר ליה רבי יוחנן לאילפא שמע מר מידי אמר ליה לא אמר מדשמעי אנא ואילפא לא שמע ,12,18,951,951.0,2427,2427.0,0.7283950617283951,0.8333333333333334,0,,3080001938,12,18
ref-mek.7.8.2.65-ref-mek.7.8.2.75,ref-b.4.4.9.79a.6.31-ref-b.4.4.9.79a.7.9,314247,314302,ref-mek.7.8.2.65,ref-mek.7.8.2.75,6241301,6241370,ref-b.4.4.9.79a.6.31,ref-b.4.4.9.79a.7.9,עד שיאמר לאיש פלוני אני מכה שנאמר וארב לו וקם עליו ,"עד שיאמר לפלוני אני מתכוון מאי טעמא דר""ש אמר קרא וארב לו וקם עליו ",11,14,2455,2455.0,2428,2428.0,0.3787878787878788,0.5333333333333333,7,עד שיאמר אני וארב לו וקם עליו,3080001939,11,14
ref-mek.7.8.2.112-ref-mek.7.8.2.127,ref-b.5.2.4.48b.13.7-ref-b.5.2.4.48b.13.20,314474,314551,ref-mek.7.8.2.112,ref-mek.7.8.2.127,7290657,7290732,ref-b.5.2.4.48b.13.7,ref-b.5.2.4.48b.13.20,אנשים אין לי אלא אנשים נשים מניין היה ר' ישמעאל כדלעיל ר' יאשיה אומר איש איש ,אשם מאשם אשם נזיר ואשם מצורע מאשם גזילות ואשם מעילות או אשם גזילות ואשם ,16,14,2930,2930.0,2429,2429.0,0.7922077922077922,0.9090909090909092,0,,3080001940,16,14
ref-mek.7.8.2.144-ref-mek.7.8.2.148,ref-b.3.2.3.33a.8.19-ref-b.3.2.3.33a.8.23,314632,314659,ref-mek.7.8.2.144,ref-mek.7.8.2.148,3351432,3351459,ref-b.3.2.3.33a.8.19,ref-b.3.2.3.33a.8.23,ונגפו אשה הרה ויצאו ילדיה ,ונגפו אשה הרה ויצאו ילדיה ,5,5,1216,1216.0,2430,2430.0,0.0,0.0,5,ונגפו אשה הרה ויצאו ילדיה,3080001941,5,5
ref-mek.7.8.2.154-ref-mek.7.8.2.162,ref-b.3.2.3.33a.8.19-ref-b.3.2.3.33a.8.23,314683,314729,ref-mek.7.8.2.154,ref-mek.7.8.2.162,3351432,3351459,ref-b.3.2.3.33a.8.19,ref-b.3.2.3.33a.8.23,ונגפו אשה הרה למה נאמר לפי שנאמר ויצאו ילדיה ,ונגפו אשה הרה ויצאו ילדיה ,9,5,1217,1216.0,2431,2431.0,0.4222222222222222,0.1666666666666666,5,ונגפו אשה הרה ויצאו ילדיה,3080001942,9,5
ref-mek.7.8.2.161-ref-mek.7.8.2.170,ref-b.4.1.5.49a.13.12-ref-b.4.1.5.49a.13.20,314717,314768,ref-mek.7.8.2.161,ref-mek.7.8.2.170,4835118,4835161,ref-b.4.1.5.49a.13.12,ref-b.4.1.5.49a.13.20,ויצאו ילדיה הא למדנו שהיא הרה ומה תלמוד לומר הרה ,"ויצאו ילדיה איני יודע שהיא הרה מה ת""ל הרה ",10,9,1864,1864.0,2432,2431.0,0.3673469387755102,0.5555555555555556,5,ויצאו ילדיה שהיא הרה הרה,3080001943,10,9
ref-mek.7.8.2.264-ref-mek.7.8.2.275,ref-b.4.1.4.42a.11.8-ref-b.4.1.4.42a.11.16,315236,315293,ref-mek.7.8.2.264,ref-mek.7.8.2.275,4812326,4812370,ref-b.4.1.4.42a.11.8,ref-b.4.1.4.42a.11.16,אסון באשה יענשו יש אסון באשה לא יענשו ולא,אסון באשה יענשו יש אסון באשה לא יענשו ולא,9,9,1843,1843.0,2433,2433.0,0.0,0.0,9,אסון באשה יענשו יש אסון באשה לא יענשו ולא,3080001944,9,9
ref-mek.7.8.2.323-ref-mek.7.8.2.336,ref-b.4.1.4.43a.4.6-ref-b.4.1.4.43a.4.21,315515,315590,ref-mek.7.8.2.323,ref-mek.7.8.2.336,4815031,4815109,ref-b.4.1.4.43a.4.6,ref-b.4.1.4.43a.4.21,כאשר ישית עליו בעל האשה בא ללמדך הכתוב שחבל אשה לבעל ודמי וולדות לבעל ,דמי ולדות לבעל אפילו בא עליה בזנות מאי טעמא אמר קרא כאשר ישית עליו בעל האשה ,14,16,1850,1850.0,2435,2435.0,0.7631578947368421,0.4615384615384615,5,כאשר ישית עליו בעל האשה,3080001945,14,16
ref-mek.7.8.2.359-ref-mek.7.8.2.371,ref-b.2.10.1.15b.6.21-ref-b.2.10.1.15b.6.27,315710,315782,ref-mek.7.8.2.359,ref-mek.7.8.2.371,2562439,2562484,ref-b.2.10.1.15b.6.21,ref-b.2.10.1.15b.6.27,ואין פליליה אלא דיינין שנאמר ונתן בפלילים,ואין פליליה אלא דיינין שנאמר ונתן בפלילים,7,7,985,985.0,2436,2436.0,0.0,0.0,7,ואין פליליה אלא דיינין שנאמר ונתן בפלילים,3080001946,7,7
ref-mek.7.8.2.359-ref-mek.7.8.2.371,ref-b.4.4.11.111b.5.32-ref-b.4.4.11.111b.5.38,315710,315782,ref-mek.7.8.2.359,ref-mek.7.8.2.371,6414997,6415041,ref-b.4.4.11.111b.5.32,ref-b.4.4.11.111b.5.38,ואין פלילה אלא דיינין שנאמר ונתן בפלילים,ואין פלילה אלא דיינין שנאמר ונתן בפלילים,7,7,2623,2623.0,2437,2437.0,0.0,0.0,7,ואין פלילה אלא דיינין שנאמר ונתן בפלילים,3080001947,7,7
ref-mek.7.8.2.375-ref-mek.7.8.3.1,ref-b.2.5.8.87a.9.23-ref-b.2.5.8.87a.10.22,315807,315849,ref-mek.7.8.2.375,ref-mek.7.8.3.1,1956167,1956319,ref-b.2.5.8.87a.9.23,ref-b.2.5.8.87a.10.22,כתיב אם יחטא איש לאיש ופללו אלהים מאן אלהים דיינא אי הכי אימא סיפא ואם לה' יחטא איש מי יתפלל לו הכי קאמר אם יחטא איש לאיש ופללו אלהים ימחול לו ואם,כתיב אם יחטא איש לאיש ופללו אלהים מאן אלהים דיינא אי הכי אימא סיפא ואם לה' יחטא איש מי יתפלל לו הכי קאמר אם יחטא איש לאיש ופללו אלהים ימחול לו ואם,32,32,754,754.0,2440,2440.0,0.0,0.0,27,כתיב אם יחטא איש לאיש ופללו אלהים מאן אלהים דיינא אי_הכי_אימא_סיפא ואם לה' יחטא איש מי יתפלל לו הכי_קאמר_אם יחטא איש לאיש ופללו אלהים ימחול לו ואם,3080001948,32,32
ref-mek.7.8.2.375-ref-mek.7.8.3.6,ref-b.4.4.9.79a.10.12-ref-b.4.4.9.79a.11.1,315807,315872,ref-mek.7.8.2.375,ref-mek.7.8.3.6,6241693,6241816,ref-b.4.4.9.79a.10.12,ref-b.4.4.9.79a.11.1,וכתיב כי יחטא איש לאיש ופללו אלהים ואם אסון יהיה אין אסון אלא ,דכתיב וכי ינצו אנשים ונגפו אשה הרה ואמר רבי אלעזר במצות שבמיתה הכתוב מדבר דכתיב אם אסון יהיה ונתתה נפש תחת נפש אלא ,13,23,2458,2458.0,2442,2440.0,0.6434782608695652,0.7619047619047619,3,אסון יהיה אלא,3080001949,13,23
ref-mek.7.8.4.13-ref-mek.7.8.4.24,ref-b.3.2.3.35a.5.19-ref-b.3.2.3.35a.5.30,316153,316213,ref-mek.7.8.4.13,ref-mek.7.8.4.24,3357418,3357480,ref-b.3.2.3.35a.5.19,ref-b.3.2.3.35a.5.30,היה ר' אלעזר אומר מכה בהמה ישלמנה ומכה אדם יומת הקיש הכתוב ,הי מכה אילימא ומכה בהמה ישלמנה ומכה אדם יומת האי בקטלא כתיב ,7,7,1223,1223.0,2451,2444.0,0.3666666666666666,0.5,6,מכה בהמה ישלמנה ומכה אדם יומת,3080001950,12,12
ref-mek.7.8.4.17-ref-mek.7.8.4.22,ref-b.3.2.3.35b.3.5-ref-b.3.2.3.35b.3.10,316171,316201,ref-mek.7.8.4.17,ref-mek.7.8.4.22,3357990,3358022,ref-b.3.2.3.35b.3.5,ref-b.3.2.3.35b.3.10,מכה בהמה ישלמנה ומכה אדם יומת ,ומכה בהמה ישלמנה ומכה אדם יומת ,1,1,1224,1224.0,2453,2444.0,0.032258064516129,0.1666666666666666,5,בהמה ישלמנה ומכה אדם יומת,3080001951,6,6
ref-mek.7.8.4.17-ref-mek.7.8.4.22,ref-b.3.2.3.35b.3.17-ref-b.3.2.3.35b.3.29,316171,316201,ref-mek.7.8.4.17,ref-mek.7.8.4.22,3358048,3358114,ref-b.3.2.3.35b.3.17,ref-b.3.2.3.35b.3.29,מכה בהמה ישלמנה ומכה אדם יומת ,מכה אדם אמאי יומת אלא פשיטא דאתרו ביה ואי בשבת מכה בהמה ישלמנה ,1,13,1225,1225.0,2454,2444.0,0.6984126984126984,0.5,3,מכה אדם יומת,3080001952,6,13
ref-mek.7.8.3.49-ref-mek.7.8.3.55,ref-b.3.2.4.46a.12.22-ref-b.3.2.4.46a.12.28,316071,316101,ref-mek.7.8.3.49,ref-mek.7.8.3.55,3389175,3389203,ref-b.3.2.4.46a.12.22,ref-b.3.2.4.46a.12.28,השיתה מה להלן ממון אף כאן ממון ,נשך מה להלן ממון אף כאן ממון ,7,7,1267,1267.0,2446,2444.0,0.1290322580645161,0.3333333333333333,6,מה להלן ממון אף כאן ממון,3080001953,7,7
ref-mek.7.8.4.13-ref-mek.7.8.4.24,ref-b.4.1.8.83b.10.1-ref-b.4.1.8.83b.10.12,316153,316213,ref-mek.7.8.4.13,ref-mek.7.8.4.24,4949019,4949081,ref-b.4.1.8.83b.10.1,ref-b.4.1.8.83b.10.12,היה ר' אלעזר אומר מכה בהמה ישלמנה ומכה אדם יומת הקיש הכתוב ,הי מכה אילימא מכה בהמה ישלמנה ומכה אדם יומת ההוא בקטלא כתיב ,7,7,1929,1929.0,2452,2444.0,0.3833333333333333,0.5,6,מכה בהמה ישלמנה ומכה אדם יומת,3080001954,12,12
ref-mek.7.8.3.55-ref-mek.7.8.4.22,ref-b.4.1.8.83b.12.5-ref-b.4.1.8.83b.13.9,316097,316201,ref-mek.7.8.3.55,ref-mek.7.8.4.22,4949299,4949405,ref-b.4.1.8.83b.12.5,ref-b.4.1.8.83b.13.9,בממון ממאי דבממון אימא במיתה ממש לא סלקא דעתך חדא דהא איתקש למכה בהמה ישלמנה,יכה כל נפש אדם מות יומת בממון ממאי דבממון אימא במיתה ממש לא סלקא דעתך חדא דהא איתקש למכה בהמה ישלמנה,15,21,1930,1930.0,2447,2447.0,0.24,0.3125,13,בממון ממאי דבממון אימא במיתה ממש לא_סלקא_דעתך חדא דהא איתקש למכה בהמה ישלמנה,3080001955,15,21
ref-mek.7.8.4.17-ref-mek.7.8.4.29,ref-b.4.1.8.83b.14.12-ref-b.4.1.8.83b.15.7,316171,316241,ref-mek.7.8.4.17,ref-mek.7.8.4.29,4949521,4949590,ref-b.4.1.8.83b.14.12,ref-b.4.1.8.83b.15.7,ממכה בהמה לילף ממכה אדם אמרי דנין ניזקין מניזקין ואין דנין ניזקין,ממכה בהמה לילף ממכה אדם אמרי דנין ניזקין מניזקין ואין דנין ניזקין,12,12,1932,1932.0,2455,2455.0,0.0,0.0,12,ממכה בהמה לילף ממכה אדם אמרי דנין ניזקין מניזקין ואין דנין ניזקין,3080001956,12,12
ref-mek.7.8.4.1-ref-mek.7.8.4.13,ref-b.4.1.8.83b.20.7-ref-b.4.1.8.83b.20.21,316102,316156,ref-mek.7.8.4.1,ref-mek.7.8.4.13,4950395,4950461,ref-b.4.1.8.83b.20.7,ref-b.4.1.8.83b.20.21,עין תחת עין ממון אתה אומר ממון או אינו אלא עין ממש היה ,עין תחת עין ממון אתה אומר ממון או אינו אלא עין ממש אמרת הרי שהיתה ,13,15,1935,1935.0,2449,2444.0,0.1818181818181818,0.4545454545454546,6,עין_תחת_עין ממון אתה אומר עין ממש,3080001957,13,15
ref-mek.7.8.4.1-ref-mek.7.8.4.13,ref-b.4.1.8.84a.2.8-ref-b.4.1.8.84a.2.21,316102,316156,ref-mek.7.8.4.1,ref-mek.7.8.4.13,4950931,4950991,ref-b.4.1.8.84a.2.8,ref-b.4.1.8.84a.2.21,עין תחת עין ממון אתה אומר ממון או אינו אלא עין ממש היה ,עין תחת עין ממון אתה אומר ממון או אינו אלא עין ממש הרי שהיה ,13,14,1936,1936.0,2450,2444.0,0.1,0.4,6,עין_תחת_עין ממון אתה אומר עין ממש,3080001958,13,14
ref-mek.7.8.4.25-ref-mek.7.8.4.47,ref-b.4.1.8.84b.10.13-ref-b.4.1.8.84b.10.28,316214,316333,ref-mek.7.8.4.25,ref-mek.7.8.4.47,4955313,4955395,ref-b.4.1.8.84b.10.13,ref-b.4.1.8.84b.10.28,דאזיק מאן אילימא דאזיק אדם מאי איריא שור דאזיק אדם אפילו אדם דאזיק אדם נמי אין,דאזיק מאן אילימא דאזיק אדם מאי איריא שור דאזיק אדם אפילו אדם דאזיק אדם נמי אין,16,16,1937,1937.0,2457,2457.0,0.0,0.0,16,דאזיק מאן אילימא דאזיק אדם מאי איריא שור דאזיק אדם אפילו אדם דאזיק אדם נמי אין,3080001959,16,16
ref-mek.7.8.3.47-ref-mek.7.8.3.55,ref-b.4.4.10.87b.11.12-ref-b.4.4.10.87b.11.20,316059,316101,ref-mek.7.8.3.47,ref-mek.7.8.3.55,6269160,6269202,ref-b.4.4.10.87b.11.12,ref-b.4.4.10.87b.11.20,ונאמר להלן השיתה מה להלן ממון אף כאן ממון ,ונאמר נתינה למטה מה להלן ממון אף כאן ממון ,9,9,2491,2491.0,2445,2444.0,0.1904761904761904,0.375,7,ונאמר מה להלן ממון אף כאן ממון,3080001960,9,9
ref-mek.7.8.3.47-ref-mek.7.8.3.54,ref-b.5.2.8.77b.8.17-ref-b.5.2.8.77b.8.27,316059,316096,ref-mek.7.8.3.47,ref-mek.7.8.3.54,7378027,7378081,ref-b.5.2.8.77b.8.17,ref-b.5.2.8.77b.8.27,ונאמר להלן השיתה מה להלן ממון אף כאן ,ונאמר להלן בשתי הלחם לחם מה להלן עשרון לחלה אף כאן ,8,11,3007,2999.0,2444,2444.0,0.3529411764705882,0.5,6,ונאמר להלן מה להלן אף כאן,3080001961,8,11
ref-mek.7.9.1.134-ref-mek.7.9.1.153,ref-b.3.7.1.24b.9.4-ref-b.3.7.1.24b.9.21,318004,318104,ref-mek.7.9.1.134,ref-mek.7.9.1.153,4470147,4470239,ref-b.3.7.1.24b.9.4,ref-b.3.7.1.24b.9.21,על אזנו וחרשו על עינו וסימא אותו הרי זה יוציא בן חורין כנגד עינו ואינו רואה כנגד אזנו ואינו שומע ,על עינו וסמאה על אזנו וחרשה עבד יוצא בהן לחירות נגד עינו ואינו רואה כנגד אזנו ואינו שומע ,20,18,1723,1723.0,2459,2459.0,0.3402061855670103,0.4,9,על עינו עינו ואינו רואה כנגד אזנו ואינו שומע,3080001962,20,18
ref-mek.7.9.1.134-ref-mek.7.9.1.153,ref-b.4.1.8.91a.11.4-ref-b.4.1.8.91a.11.21,318004,318104,ref-mek.7.9.1.134,ref-mek.7.9.1.153,4980484,4980579,ref-b.4.1.8.91a.11.4,ref-b.4.1.8.91a.11.21,על אזנו וחרשו על עינו וסימא אותו הרי זה יוציא בן חורין כנגד עינו ואינו רואה כנגד אזנו ואינו שומע ,על עינו וסימאו על אזנו וחירשו עבד יוצא בהן לחירות כנגד עינו ואינו רואה כנגד אזנו ואינו שומע ,20,18,1950,1950.0,2460,2459.0,0.3092783505154639,0.3571428571428571,10,על עינו כנגד עינו ואינו רואה כנגד אזנו ואינו שומע,3080001963,20,18
ref-mek.7.9.1.134-ref-mek.7.9.1.153,ref-b.4.1.9.98a.6.4-ref-b.4.1.9.98a.6.21,318004,318104,ref-mek.7.9.1.134,ref-mek.7.9.1.153,5008323,5008416,ref-b.4.1.9.98a.6.4,ref-b.4.1.9.98a.6.21,על אזנו וחרשו על עינו וסימא אותו הרי זה יוציא בן חורין כנגד עינו ואינו רואה כנגד אזנו ואינו שומע ,על עינו וסמאה על אזנו וחרשו עבד יוצא בהן לחירות כנגד עינו ואינו רואה כנגד אזנו ואינו שומע ,20,18,1952,1952.0,2461,2459.0,0.3195876288659793,0.3571428571428571,11,על אזנו וחרשו כנגד עינו ואינו רואה כנגד אזנו ואינו שומע,3080001964,20,18
ref-mek.7.9.1.170-ref-mek.7.9.1.177,ref-b.4.1.7.74b.1.3-ref-b.4.1.7.74b.2.16,318183,318225,ref-mek.7.9.1.170,ref-mek.7.9.1.177,4918696,4918845,ref-b.4.1.7.74b.1.3,ref-b.4.1.7.74b.2.16,הפיל את שינו ניפוק בשינו סימא את עינו והפיל את שינו ניפוק בעינו ושינו אמר אביי עליך אמר קרא תחת עינו ולא תחת עינו ושינו תחת שינו ולא תחת שינו,הפיל את שינו ניפוק בשינו סימא את עינו והפיל את שינו ניפוק בעינו ושינו אמר אביי עליך אמר קרא תחת עינו ולא תחת עינו ושינו תחת שינו ולא תחת שינו,30,30,1907,1906.0,2462,2462.0,0.0,0.0,26,הפיל את שינו ניפוק בשינו סימא_את_עינו והפיל את שינו ניפוק בעינו ושינו אמר אביי עליך_אמר_קרא תחת עינו ולא תחת עינו ושינו תחת שינו ולא תחת שינו,3080001965,30,30
ref-mek.7.9.1.202-ref-mek.7.9.1.220,ref-b.4.1.7.74b.1.16-ref-b.4.1.7.74b.2.11,318336,318431,ref-mek.7.9.1.202,ref-mek.7.9.1.220,4918764,4918822,ref-b.4.1.7.74b.1.16,ref-b.4.1.7.74b.2.11,שנייה תלמוד לומר תחת עינו תחת שינו לחפשי ישלחנו שומע אני יכתוב לו גט שחרור תלמוד לומר תחת עינו ,ושינו אמר אביי עליך אמר קרא תחת עינו ולא תחת עינו ושינו ,19,12,1908,1906.0,2464,2464.0,0.7263157894736842,0.7333333333333334,4,תחת עינו תחת עינו,3080001966,19,12
