baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.5.3.10.13.12-ref-t.5.3.10.13.19,ref-sifre-d.247.3.19-ref-sifre-d.247.3.26,1140055,1140094,ref-t.5.3.10.13.12,ref-t.5.3.10.13.19,244553,244588,ref-sifre-d.247.3.19,ref-sifre-d.247.3.26,סריס אדם וסריס חמה פצוע דכא וכרת שפכה ,סריס חמה מה בין פצוע דכה לכרות שפכה ,8,8,840,839.0,1055,1055.0,0.3684210526315789,0.25,4,סריס חמה פצוע שפכה,2060000812,8,8
ref-t.5.3.10.32.24-ref-t.5.3.10.33.3,ref-sifre-d.109.12.3-ref-sifre-d.109.12.10,1143652,1143801,ref-t.5.3.10.32.24,ref-t.5.3.10.33.3,149460,149502,ref-sifre-d.109.12.3,ref-sifre-d.109.12.10,"לקט שכחה ופאה יהוא חייבים במעשר ת""ל ובא","לקט שכחה ופאה יהוא חייבים במעשר ת""ל ובא",8,8,440,440.0,1056,1056.0,0.0,0.0,8,"לקט שכחה ופאה יהוא חייבים במעשר ת""ל ובא",2060000813,8,8
ref-t.5.3.12.7.17-ref-t.5.3.12.7.30,ref-sifre-d.321.2.16-ref-sifre-d.321.2.30,1149572,1149641,ref-t.5.3.12.7.17,ref-t.5.3.12.7.30,332493,332559,ref-sifre-d.321.2.16,ref-sifre-d.321.2.30,ואם הביא מחצה בכלי אחד ומחצה בכלי אחד לא יצא בשני כלים מביא מחצה ,כלים וכן הוא אומר חצי אכלה בם חצי יכלו אותם אין כתיב אלא חצי אכלה ,14,15,1154,1154.0,1058,1058.0,0.6666666666666666,0.7142857142857143,1,כלים,2060000814,14,15
ref-t.5.3.13.23.9-ref-t.5.3.13.23.36,ref-sifre-d.1.20.142-ref-sifre-d.1.20.171,1155514,1155658,ref-t.5.3.13.23.9,ref-t.5.3.13.23.36,5323,5493,ref-sifre-d.1.20.142,ref-sifre-d.1.20.171,נאמר בו והיה באחרית הימים נכון יהיה הר בית ייי בראש ההרים וגו' והלכו עמים רבים ואמרו לכו ונעלה אל הר ייי אל בית אלי יעקב ויורנו מדרכיו ,ואומר והיה באחרית הימים נכון יהיה הר בית ה' בראש ההרים ונשא מגבעות ונהרו אליו כל הגוים ואומר והלכו עמים רבים ואמרו לכו ונעלה אל בית אלהי יעקב ויורנו מדרכיו ,21,30,3,3.0,1059,1059.0,0.3397435897435897,0.2608695652173913,20,והיה באחרית הימים נכון יהיה הר בית בראש ההרים והלכו עמים רבים ואמרו לכו ונעלה אל בית יעקב ויורנו מדרכיו,2060000815,28,30
ref-t.5.3.13.23.11-ref-t.5.3.13.23.29,ref-sifre-d.28.2.22-ref-sifre-d.28.2.42,1155522,1155622,ref-t.5.3.13.23.11,ref-t.5.3.13.23.29,33130,33236,ref-sifre-d.28.2.22,ref-sifre-d.28.2.42,והיה באחרית הימים נכון יהיה הר בית ייי בראש ההרים וגו' והלכו עמים רבים ואמרו לכו ונעלה אל הר ,והיה באחרית הימים נכון יהיה הר בית ה' גוים קראו אותו הר שנאמר והלכו גוים רבים ואמרו לכו ונעלה אל הר ,12,21,39,39.0,1060,1059.0,0.22,0.4210526315789473,14,והיה באחרית הימים נכון יהיה הר בית והלכו רבים ואמרו לכו ונעלה אל הר,2060000816,19,21
ref-t.5.3.13.23.22-ref-t.5.3.13.23.49,ref-sifre-d.37.17.104-ref-sifre-d.37.17.125,1155582,1155721,ref-t.5.3.13.23.22,ref-t.5.3.13.23.49,57173,57278,ref-sifre-d.37.17.104,ref-sifre-d.37.17.125,והלכו עמים רבים ואמרו לכו ונעלה אל הר ייי אל בית אלי יעקב ויורנו מדרכיו וגו' ואו' כי יש יום קראו נצרים בהר אפרים קומו ונעלה ציון אל ,והלכו עמים רבים ואמרו לכו ונעלה אל הר בית ה' ואומר כי יש יום קראו נוצרים בהר אפרים קומו נעלה ציון אל ,21,15,96,96.0,1062,1059.0,0.2727272727272727,0.2272727272727273,18,והלכו עמים רבים ואמרו לכו ונעלה אל הר בית כי יש יום קראו בהר אפרים קומו ציון אל,2060000817,28,22
ref-t.5.3.13.23.22-ref-t.5.3.13.23.29,ref-sifre-d.317.2.16-ref-sifre-d.317.2.23,1155582,1155622,ref-t.5.3.13.23.22,ref-t.5.3.13.23.29,324565,324605,ref-sifre-d.317.2.16,ref-sifre-d.317.2.23,והלכו עמים רבים ואמרו לכו ונעלה אל הר ,והלכו עמים רבים ואמרו לכו ונעלה אל הר ,1,1,1141,1141.0,1061,1059.0,0.0,0.0,8,והלכו עמים רבים ואמרו לכו ונעלה אל הר,2060000818,8,8
ref-t.5.4.1.6.24-ref-t.5.4.1.7.9,ref-sifre-d.75.12.7-ref-sifre-d.75.12.22,1156791,1156867,ref-t.5.4.1.6.24,ref-t.5.4.1.7.9,121427,121513,ref-sifre-d.75.12.7,ref-sifre-d.75.12.22,"הטהור והטמא יאכלנו אין לי אלא טמא טהור מנין ת""ל טהור יאכלנו הטמא והטהור","בטהרה ת""ל הטהור והטמא יאכלנו אין לי אלא טמא טהור מנין ת""ל טהור יאכלנו הטמא והטהור",1,3,269,269.0,1063,1063.0,0.1234567901234567,0.0,12,"הטהור והטמא יאכלנו אין_לי_אלא טמא טהור מנין ת""ל טהור יאכלנו הטמא והטהור",2060000819,14,16
ref-t.5.4.2.3.1-ref-t.5.4.2.3.7,ref-sifre-d.71.5.1-ref-sifre-d.71.5.7,1159497,1159538,ref-t.5.4.2.3.1,ref-t.5.4.2.3.7,115383,115418,ref-sifre-d.71.5.1,ref-sifre-d.71.5.7,כל הקדשים שקדם מומן קבוע להקדשן ונפדו ,יכול אם קדם מום קבוע להקדשן ונפדו ,7,7,218,218.0,1065,1065.0,0.2631578947368421,0.7,3,קבוע להקדשן ונפדו,2060000820,7,7
ref-t.5.4.4.10.19-ref-t.5.4.4.10.27,ref-sifre-d.126.2.46-ref-sifre-d.126.2.53,1168846,1168895,ref-t.5.4.4.10.19,ref-t.5.4.4.10.27,163459,163503,ref-sifre-d.126.2.46,ref-sifre-d.126.2.53,מה פסח ועור מיוחדים מום שבגלוי ואינו חוזר,מה פסח ועור מיוחדים מום שבגלוי ואינו חוזר,8,8,527,527.0,1066,1066.0,0.0,0.0,8,מה פסח ועור מיוחדים מום שבגלוי ואינו חוזר,2060000821,8,8
ref-t.5.4.4.15.5-ref-t.5.4.4.15.11,ref-sifre-d.126.2.22-ref-sifre-d.126.2.30,1169628,1169677,ref-t.5.4.4.15.5,ref-t.5.4.4.15.11,163333,163384,ref-sifre-d.126.2.22,ref-sifre-d.126.2.30,ושוחטין עליהן במקדש ואין שוחטין עליהן בגבולין ,ישחט עליהם במקדש אבל יכול יהיה שוחט עליהם בגבולים ,7,9,523,523.0,1069,1068.0,0.4,0.9,1,במקדש,2060000822,7,9
ref-t.5.4.4.15.3-ref-t.5.4.4.15.13,ref-sifre-d.132.2.5-ref-sifre-d.132.2.16,1169615,1169687,ref-t.5.4.4.15.3,ref-t.5.4.4.15.13,167032,167102,ref-sifre-d.132.2.5,ref-sifre-d.132.2.16,שהן במומין ושוחטין עליהן במקדש ואין שוחטין עליהן בגבולין ואילו הן ,שהוא אחד ושוחטין אותו עליו ופעמים שהם עשרה ואין שוחטים אותו עליהם ,11,12,551,551.0,1068,1068.0,0.6818181818181818,0.8823529411764706,2,ושוחטין ואין,2060000823,11,12
ref-t.5.4.4.16.46-ref-t.5.4.4.16.53,ref-sifre-d.124.1.42-ref-sifre-d.124.3.4,1169956,1170001,ref-t.5.4.4.16.46,ref-t.5.4.4.16.53,160513,160574,ref-sifre-d.124.1.42,ref-sifre-d.124.3.4,כל הבכור אשר יולד בבקרך ובצאנך הזכר תקדיש ,כל הבכור אשר יולד פרט ליוצא דופן בבקרך ובצאנך הזכר תקדיש ,2,11,505,505.0,1070,1070.0,0.2631578947368421,0.2727272727272727,8,כל הבכור אשר יולד בבקרך ובצאנך הזכר תקדיש,2060000824,8,11
ref-t.5.4.6.1.14-ref-t.5.4.6.1.39,ref-sifre-d.216.3.12-ref-sifre-d.216.4.16,1171553,1171683,ref-t.5.4.6.1.14,ref-t.5.4.6.1.39,218852,219004,ref-sifre-d.216.3.12,ref-sifre-d.216.4.16,בכור לנחלה ואין בכור לכהן שנ' לא יוכל לבכר את בן האהובה וגו' זה הכלל כל שיצא ראשו ורובו בחיים פוטר את הבא אחריו מן הבכורה ,לבכר ואם בכר יהיה מבוכר תלמוד לומר לא יכול לבכר הא אם בכר אינו מבוכר את בן האהובה על פני כיון שיצא ראשו ורובו בחיים פוטר את הבא אחריו מן הבכורה ,26,31,763,763.0,1071,1071.0,0.4027777777777778,0.4285714285714286,14,לבכר את בן האהובה שיצא ראשו ורובו בחיים פוטר את הבא אחריו מן הבכורה,2060000825,26,31
ref-t.5.4.6.3.13-ref-t.5.4.6.3.30,ref-sifre-d.238.5.1-ref-sifre-d.238.6.12,1172012,1172110,ref-t.5.4.6.3.13,ref-t.5.4.6.3.30,237621,237736,ref-sifre-d.238.5.1,ref-sifre-d.238.6.12,ונתנו לאבי הנערה ולא לאבי בוגרת ונתנו לאבי הנערה ולא לאבי גיורת שהיתה הורתה שלא בקדושה ולידתה בקדושה,ונתנו לאבי הנערה ולא לאבי בוגרת ונתנו לאבי הנערה ולא לאבי גיורת שהיתה הורתה שלא בקדושה ולידתה בקדושה,18,18,827,827.0,1072,1072.0,0.0,0.0,18,ונתנו לאבי הנערה ולא לאבי בוגרת ונתנו לאבי הנערה ולא לאבי גיורת שהיתה הורתה שלא בקדושה ולידתה בקדושה,2060000826,18,18
ref-t.5.4.6.10.49-ref-t.5.4.6.10.60,ref-sifre-d.32.18.31-ref-sifre-d.32.18.41,1173830,1173890,ref-t.5.4.6.10.49,ref-t.5.4.6.10.60,44065,44119,ref-sifre-d.32.18.31,ref-sifre-d.32.18.41,לומד תורה הוא ללמוד תורה ובנו ללמוד תורה הוא לישא אשה ובנו ,לימד תורה לישראל ולמנשה בנו לא למד תורה אלא כל תלמוד ,12,11,76,76.0,1074,1074.0,0.4745762711864407,0.8,2,תורה תורה,2060000827,12,11
ref-t.5.4.7.1.16-ref-t.5.4.7.1.27,ref-sifre-d.63.8.1-ref-sifre-d.63.8.14,1175808,1175870,ref-t.5.4.7.1.16,ref-t.5.4.7.1.27,111548,111625,ref-sifre-d.63.8.1,ref-sifre-d.63.8.14,עשר תעשר בשני מעשרות הכתו' מדבר אחד מעשר דגן ואחד מעשר בהמה ,מעשרותיכם ר' עקיבא אומר בשתי מעשרות הכתוב מדבר אחד מעשר דגן ואחד מעשר בהמה ,12,14,182,182.0,1075,1075.0,0.2533333333333333,0.5384615384615384,8,מעשרות מדבר אחד מעשר דגן ואחד מעשר בהמה,2060000828,12,14
ref-t.5.4.7.1.16-ref-t.5.4.7.1.27,ref-sifre-d.68.2.1-ref-sifre-d.68.2.14,1175808,1175870,ref-t.5.4.7.1.16,ref-t.5.4.7.1.27,113737,113814,ref-sifre-d.68.2.1,ref-sifre-d.68.2.14,עשר תעשר בשני מעשרות הכתו' מדבר אחד מעשר דגן ואחד מעשר בהמה ,מעשרותיכם ר' עקיבא אומר בשתי מעשרות הכתוב מדבר אחד מעשר דגן ואחד מעשר בהמה ,12,14,204,204.0,1076,1075.0,0.2533333333333333,0.5384615384615384,8,מעשרות מדבר אחד מעשר דגן ואחד מעשר בהמה,2060000829,12,14
ref-t.5.4.7.7.1-ref-t.5.4.7.7.5,ref-sifre-d.101.2.10-ref-sifre-d.101.2.16,1177160,1177195,ref-t.5.4.7.7.1,ref-t.5.4.7.7.5,139656,139699,ref-sifre-d.101.2.10,ref-sifre-d.101.2.16,הנרבע והמוקצה והנעבד אתנן ומחיר ,הרובע ואת הנרבע מוקצה ונעבד אתנן ומחיר ,5,1,380,376.0,1077,1077.0,0.282051282051282,0.5,3,הנרבע אתנן ומחיר,2060000830,5,7
ref-t.5.4.7.13.4-ref-t.5.4.7.13.20,ref-sifre-d.72.7.14-ref-sifre-d.72.7.27,1178556,1178642,ref-t.5.4.7.13.4,ref-t.5.4.7.13.20,117603,117675,ref-sifre-d.72.7.14,ref-sifre-d.72.7.27,כלום מנין הורם ממנו תרומה ולא הורם ממנו מעשר ראשון מעשר ראשון ולא הורם,כלום מנין הורם ממנו תרומה ולא הורם ממנו מעשר ראשון מעשר ראשון ולא הורם,8,8,246,245.0,1078,1078.0,0.0,0.0,14,כלום מנין הורם ממנו תרומה ולא הורם ממנו מעשר ראשון מעשר ראשון ולא הורם,2060000831,14,14
ref-t.5.5.1.4.2-ref-t.5.5.1.4.15,ref-sifre-d.74.5.8-ref-sifre-d.74.5.26,1180180,1180252,ref-t.5.5.1.4.2,ref-t.5.5.1.4.15,119988,120063,ref-sifre-d.74.5.8,ref-sifre-d.74.5.26,שיוצאה ליהרג אמרה תנו שערי לבתו נותנין לה מתה נותנין סתם אין נותנין לה ,מוצא לוי הזה לומר תן לו מחלקו אין לו חלק תן לו מעשר עני אין מעשר עני תן לו ,14,19,261,261.0,1080,1080.0,0.6533333333333333,0.8235294117647058,1,אין,2060000832,14,19
ref-t.5.5.1.10.11-ref-t.5.5.1.10.26,ref-sifre-d.313.9.5-ref-sifre-d.313.9.15,1181313,1181393,ref-t.5.5.1.10.11,ref-t.5.5.1.10.26,321155,321206,ref-sifre-d.313.9.5,ref-sifre-d.313.9.15,שנים עשר מיל באין לפניהן שנים עשר מיל על כל דיבור ודיבור עשרים וארבעה מיל היה ,"י""ב מיל וחוזרים י""ב מיל על כל דבור ודבור ולא היו ",16,11,1133,1133.0,1082,1081.0,0.5256410256410257,0.7272727272727273,4,מיל מיל על כל,2060000833,16,11
ref-t.5.5.1.10.10-ref-t.5.5.1.10.18,ref-sifre-d.344.7.41-ref-sifre-d.344.7.46,1181303,1181351,ref-t.5.5.1.10.10,ref-t.5.5.1.10.18,361785,361819,ref-sifre-d.344.7.41,ref-sifre-d.344.7.46,לאחוריהן שנים עשר מיל באין לפניהן שנים עשר מיל ,"לאחוריהם י""ב מיל וחוזרים י""ב מיל ",9,6,1175,1175.0,1081,1081.0,0.5319148936170213,0.8888888888888888,2,מיל מיל,2060000834,9,6
ref-t.5.5.2.9.33-ref-t.5.5.2.9.42,ref-sifre-d.36.2.56-ref-sifre-d.36.2.65,1184031,1184083,ref-t.5.5.2.9.33,ref-t.5.5.2.9.42,51347,51394,ref-sifre-d.36.2.56,ref-sifre-d.36.2.65,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,1,1,82,80.0,1085,1083.0,0.2244897959183673,0.625,5,כאן להלן מה האמור להלן,2060000835,10,10
ref-t.5.5.2.9.32-ref-t.5.5.2.9.50,ref-sifre-d.36.2.100-ref-sifre-d.36.2.118,1184027,1184123,ref-t.5.5.2.9.32,ref-t.5.5.2.9.50,51574,51665,ref-sifre-d.36.2.100,ref-sifre-d.36.2.118,אלא נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,אלא לשעה נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,2,3,86,85.0,1084,1083.0,0.3666666666666666,0.7222222222222222,9,אלא כאן להלן מה האמור להלן אף האמור כאן,2060000836,19,19
ref-t.5.5.2.9.33-ref-t.5.5.2.9.50,ref-sifre-d.43.24.42-ref-sifre-d.43.25.17,1184031,1184123,ref-t.5.5.2.9.33,ref-t.5.5.2.9.50,82458,82541,ref-sifre-d.43.24.42,ref-sifre-d.43.25.17,חרון אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן חרב אף חרי האמור כאן,חרון אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן חרב אף חרי האמור כאן,2,2,122,121.0,1087,1087.0,0.0,0.0,19,חרון אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן חרב אף חרי האמור כאן,2060000837,19,19
ref-t.5.5.2.9.39-ref-t.5.5.2.9.50,ref-sifre-d.62.4.15-ref-sifre-d.62.4.28,1184063,1184123,ref-t.5.5.2.9.39,ref-t.5.5.2.9.50,110152,110220,ref-sifre-d.62.4.15,ref-sifre-d.62.4.28,מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן בלשון הקדש כאן בית ,1,14,171,166.0,1104,1083.0,0.5384615384615384,0.6923076923076923,6,מה האמור להלן אף האמור כאן,2060000838,12,14
ref-t.5.5.2.9.39-ref-t.5.5.2.9.50,ref-sifre-d.62.4.30-ref-sifre-d.62.4.45,1184063,1184123,ref-t.5.5.2.9.39,ref-t.5.5.2.9.50,110229,110309,ref-sifre-d.62.4.30,ref-sifre-d.62.4.45,מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,אף שמי האמור להלן בית הבחירה ומה שמי האמור להלן ברכת כהנים אף שמי האמור כאן ,1,3,172,172.0,1105,1083.0,0.5263157894736842,0.7333333333333334,5,האמור להלן אף האמור כאן,2060000839,12,16
ref-t.5.5.2.9.33-ref-t.5.5.2.9.50,ref-sifre-d.69.1.2-ref-sifre-d.69.1.16,1184031,1184123,ref-t.5.5.2.9.33,ref-t.5.5.2.9.50,114083,114162,ref-sifre-d.69.1.2,ref-sifre-d.69.1.16,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,נאמרה כאן שמחה ונאמרה להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,1,1,212,206.0,1088,1083.0,0.4302325581395348,0.7142857142857143,6,כאן להלן מה להלן אף כאן,2060000840,18,15
ref-t.5.5.2.9.33-ref-t.5.5.2.9.50,ref-sifre-d.86.6.4-ref-sifre-d.86.6.18,1184031,1184123,ref-t.5.5.2.9.33,ref-t.5.5.2.9.50,131038,131119,ref-sifre-d.86.6.4,ref-sifre-d.86.6.18,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,1,1,338,334.0,1089,1083.0,0.4418604651162791,0.7142857142857143,6,כאן להלן מה להלן אף כאן,2060000841,18,15
ref-t.5.5.2.9.33-ref-t.5.5.2.9.50,ref-sifre-d.90.2.4-ref-sifre-d.90.2.19,1184031,1184123,ref-t.5.5.2.9.33,ref-t.5.5.2.9.50,133022,133105,ref-sifre-d.90.2.4,ref-sifre-d.90.2.19,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן ,1,1,348,343.0,1090,1083.0,0.4186046511627907,0.7142857142857143,6,כאן להלן מה להלן אף כאן,2060000842,18,16
ref-t.5.5.2.9.33-ref-t.5.5.2.9.42,ref-sifre-d.103.3.7-ref-sifre-d.103.3.16,1184031,1184083,ref-t.5.5.2.9.33,ref-t.5.5.2.9.42,141103,141150,ref-sifre-d.103.3.7,ref-sifre-d.103.3.16,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן ,נאמר כאן נשר ונאמר להלן נשר מה נשר האמור להלן ,1,1,391,388.0,1086,1083.0,0.2244897959183673,0.625,5,כאן להלן מה האמור להלן,2060000843,10,10
ref-t.5.5.2.9.33-ref-t.5.5.2.9.50,ref-sifre-d.107.18.9-ref-sifre-d.107.18.25,1184031,1184123,ref-t.5.5.2.9.33,ref-t.5.5.2.9.50,147570,147656,ref-sifre-d.107.18.9,ref-sifre-d.107.18.25,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן ,1,1,433,427.0,1091,1083.0,0.5,0.7142857142857143,6,כאן להלן מה להלן אף כאן,2060000844,18,17
ref-t.5.5.2.9.33-ref-t.5.5.2.9.50,ref-sifre-d.111.1.12-ref-sifre-d.111.1.28,1184031,1184123,ref-t.5.5.2.9.33,ref-t.5.5.2.9.50,150177,150259,ref-sifre-d.111.1.12,ref-sifre-d.111.1.28,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן בסופה ולא בתחילתה אף קץ האמור כאן ,1,1,447,445.0,1092,1083.0,0.3720930232558139,0.75,8,כאן להלן מה האמור להלן אף האמור כאן,2060000845,18,17
ref-t.5.5.2.9.33-ref-t.5.5.2.9.50,ref-sifre-d.122.3.2-ref-sifre-d.122.3.16,1184031,1184123,ref-t.5.5.2.9.33,ref-t.5.5.2.9.50,159571,159646,ref-sifre-d.122.3.2,ref-sifre-d.122.3.16,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן ,1,1,504,500.0,1093,1083.0,0.3837209302325581,0.7142857142857143,8,כאן להלן מה האמור להלן אף האמור כאן,2060000846,18,15
ref-t.5.5.2.9.33-ref-t.5.5.2.9.50,ref-sifre-d.138.1.6-ref-sifre-d.138.1.20,1184031,1184123,ref-t.5.5.2.9.33,ref-t.5.5.2.9.50,170273,170350,ref-sifre-d.138.1.6,ref-sifre-d.138.1.20,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,1,1,567,563.0,1094,1083.0,0.4069767441860465,0.7142857142857143,6,כאן להלן מה להלן אף כאן,2060000847,18,15
ref-t.5.5.2.9.33-ref-t.5.5.2.9.50,ref-sifre-d.149.4.17-ref-sifre-d.149.4.37,1184031,1184123,ref-t.5.5.2.9.33,ref-t.5.5.2.9.50,179575,179681,ref-sifre-d.149.4.17,ref-sifre-d.149.4.37,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן שער שנמצאו בו ולא שער שנדונו בו אף שעריך האמור כאן ,1,2,601,597.0,1095,1083.0,0.4660194174757281,0.7333333333333334,8,כאן להלן מה האמור להלן אף האמור כאן,2060000848,18,21
ref-t.5.5.2.9.33-ref-t.5.5.2.9.50,ref-sifre-d.194.6.12-ref-sifre-d.194.6.26,1184031,1184123,ref-t.5.5.2.9.33,ref-t.5.5.2.9.50,206415,206485,ref-sifre-d.194.6.12,ref-sifre-d.194.6.26,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,1,1,718,714.0,1096,1083.0,0.3604651162790697,0.7142857142857143,8,כאן להלן מה האמור להלן אף האמור כאן,2060000849,18,15
ref-t.5.5.2.9.33-ref-t.5.5.2.9.50,ref-sifre-d.195.7.13-ref-sifre-d.195.7.27,1184031,1184123,ref-t.5.5.2.9.33,ref-t.5.5.2.9.50,206965,207035,ref-sifre-d.195.7.13,ref-sifre-d.195.7.27,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,1,1,733,729.0,1097,1083.0,0.3604651162790697,0.7142857142857143,8,כאן להלן מה האמור להלן אף האמור כאן,2060000850,18,15
ref-t.5.5.2.9.30-ref-t.5.5.2.9.50,ref-sifre-d.261.2.22-ref-sifre-d.261.2.41,1184017,1184123,ref-t.5.5.2.9.30,ref-t.5.5.2.9.50,251400,251503,ref-sifre-d.261.2.22,ref-sifre-d.261.2.41,ת'ל וחשב אלא נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,"ת""ל כי תועבת נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ",4,4,860,860.0,1083,1083.0,0.43,0.7894736842105263,6,כאן להלן מה להלן אף כאן,2060000851,21,20
ref-t.5.5.2.9.33-ref-t.5.5.2.9.50,ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,1184031,1184123,ref-t.5.5.2.9.33,ref-t.5.5.2.9.50,252869,252945,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,1,1,874,869.0,1098,1083.0,0.3953488372093023,0.7142857142857143,8,כאן להלן מה האמור להלן אף האמור כאן,2060000852,18,16
ref-t.5.5.2.9.33-ref-t.5.5.2.9.50,ref-sifre-d.289.9.18-ref-sifre-d.289.9.32,1184031,1184123,ref-t.5.5.2.9.33,ref-t.5.5.2.9.50,274954,275020,ref-sifre-d.289.9.18,ref-sifre-d.289.9.32,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,נאמר כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן ,1,1,1056,1051.0,1099,1083.0,0.3604651162790697,0.7142857142857143,8,כאן להלן מה האמור להלן אף האמור כאן,2060000853,18,15
ref-t.5.5.2.9.33-ref-t.5.5.2.9.50,ref-sifre-d.291.6.3-ref-sifre-d.291.6.18,1184031,1184123,ref-t.5.5.2.9.33,ref-t.5.5.2.9.50,276463,276551,ref-sifre-d.291.6.3,ref-sifre-d.291.6.18,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן ,1,4,1075,1068.0,1100,1083.0,0.4651162790697674,0.7333333333333334,6,כאן להלן מה להלן אף כאן,2060000854,18,16
ref-t.5.5.2.9.33-ref-t.5.5.2.9.51,ref-sifre-d.301.27.5-ref-sifre-d.301.27.25,1184031,1184129,ref-t.5.5.2.9.33,ref-t.5.5.2.9.51,287103,287196,ref-sifre-d.301.27.5,ref-sifre-d.301.27.25,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן חמשים ,נאמר כאן ארץ זבת חלב ודבש ונאמר להלן ארץ זבת חלב ודבש מה להלן ארץ חמשת עממים אף כאן ארץ חמשת ,2,21,1092,1092.0,1102,1083.0,0.6666666666666666,0.75,6,כאן להלן מה להלן אף כאן,2060000855,19,21
