baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-m,dam-lev,jac,id
ref-m.5.3.2.10.2-ref-m.5.3.2.10.9,ref-bible.0208.12.11.1-ref-bible.208.12.11.6,687952,687987,ref-m.5.3.2.10.2,ref-m.5.3.2.10.9,889976,890005,ref-bible.0208.12.11.1,ref-bible.0208.12.11.6,לשם עולה לשם זבחים לשם אשם תלוי לשם ,שמה לשממה אבלה עלי שממה נשמה ,8,6,439,439.0,489,488.0,0.7222222222222222,0.6666666666666667,1090000412
ref-m.5.3.4.3.12-ref-m.5.3.4.3.24,ref-bible.0103.20.25.2-ref-bible.103.20.25.9,690588,690657,ref-m.5.3.4.3.12,ref-m.5.3.4.3.24,234643,234690,ref-bible.0103.20.25.2,ref-bible.0103.20.25.9,בין בבהמה טמאה בין בבהמה טהורה טהור רבי יוסי הגלילי אומר בטמאה טמא ,בין הבהמה הטהרה לטמאה ובין העוף הטמא לטהר ,13,8,186,185.0,490,490.0,0.5970149253731343,0.6666666666666667,1090000413
ref-m.5.3.7.1.44-ref-m.5.3.7.2.6,ref-bible.0101.32.33.8-ref-bible.101.32.33.23,696118,696210,ref-m.5.3.7.1.44,ref-m.5.3.7.2.6,65419,65489,ref-bible.0101.32.33.8,ref-bible.0101.32.33.23,גיד הנשה דברי רבי מאיר וחכמים אומרים נאמנין עליו ועל החלב שולח אדם ירך לנכרי שגיד הנשה ,גיד הנשה אשר על כף הירך עד היום הזה כי נגע בכף ירך יעקב בגיד הנשה ,17,16,17,17.0,491,491.0,0.5747126436781609,0.8260869565217391,1090000414
ref-m.5.3.9.2.38-ref-m.5.3.9.2.41,ref-bible.0103.11.30.1-ref-bible.103.11.30.4,699112,699140,ref-m.5.3.9.2.38,ref-m.5.3.9.2.41,211959,211987,ref-bible.0103.11.30.1,ref-bible.0103.11.30.4,האנקה והכח והלטאה והחומט ,והאנקה והכח והלטאה והחמט ,4,4,128,128.0,492,492.0,0.08,0.0,1090000415
ref-m.5.3.10.1.35-ref-m.5.3.10.1.44,ref-bible.0103.7.34.14-ref-bible.103.7.34.20,700786,700846,ref-m.5.3.10.1.35,ref-m.5.3.10.1.44,203653,203693,ref-bible.0103.7.34.14,ref-bible.0103.7.34.20,במתנות תלמוד לומר ואתן אותם לאהרן הכהן ולבניו לחק עולם ,ואתן אתם לאהרן הכהן ולבניו לחק עולם ,10,7,123,123.0,493,493.0,0.34545454545454546,0.30000000000000004,1090000416
ref-m.5.3.11.2.10-ref-m.5.3.11.2.15,ref-bible.0207.7.21.4-ref-bible.207.7.21.9,702201,702228,ref-m.5.3.11.2.10,ref-m.5.3.11.2.15,787095,787122,ref-bible.0207.7.21.4,ref-bible.0207.7.21.9,יחיה איש עגלת בקר ושתי צאן ,יחיה איש עגלת בקר ושתי צאן ,6,6,413,413.0,494,494.0,0.0,0.0,1090000417
ref-m.5.3.11.2.65-ref-m.5.3.11.2.74,ref-bible.0101.23.11.5-ref-bible.101.23.11.16,702494,702536,ref-m.5.3.11.2.65,ref-m.5.3.11.2.74,39237,39292,ref-bible.0101.23.11.5,ref-bible.0101.23.11.16,תתן לו שיהא בו כדי מתנה לא הספיק ליתנו לו ,נתתי לך והמערה אשר בו לך נתתיה לעיני בני עמי נתתיה לך ,10,12,14,14.0,495,495.0,0.6111111111111112,1.0,1090000418
ref-m.5.3.12.3.34-ref-m.5.3.12.3.46,ref-bible.0105.22.6.13-ref-bible.105.22.6.21,703426,703499,ref-m.5.3.12.3.34,ref-m.5.3.12.3.46,383295,383340,ref-bible.0105.22.6.13,ref-bible.0105.22.6.21,או ביצים מוזרות פטור מלשלח שנאמר והאם רובצת על האפרוחים או על הביצים ,או ביצים והאם רבצת על האפרחים או על הביצים ,13,9,314,314.0,496,496.0,0.37681159420289856,0.4,1090000419
ref-m.5.3.12.3.83-ref-m.5.3.12.3.102,ref-bible.0105.22.6.24-ref-bible.0105.22.7.6,703704,703806,ref-m.5.3.12.3.83,ref-m.5.3.12.3.102,383348,383389,ref-bible.0105.22.6.24,ref-bible.0105.22.7.6,האם על הבנים שלח תשלח את האם על הבנים שלח תשלח את האם ואת הבנים,האם על הבנים שלח תשלח את האם על הבנים שלח תשלח את האם ואת הבנים,11,7,315,315.0,497,497.0,0.0,0.0,1090000420
ref-m.5.3.12.5.19-ref-m.5.3.12.5.23,ref-bible.0105.5.16.10-ref-bible.105.5.16.15,704043,704068,ref-m.5.3.12.5.19,ref-m.5.3.12.5.23,351148,351179,ref-bible.0105.5.16.10,ref-bible.0105.5.16.15,למען ייטב לך והארכת ימים ,למען יאריכן ימיך ולמען ייטב לך ,5,6,272,272.0,499,499.0,0.5806451612903226,0.625,1090000421
ref-m.5.3.12.5.19-ref-m.5.3.12.5.23,ref-bible.0105.22.7.9-ref-bible.105.22.7.13,704043,704068,ref-m.5.3.12.5.19,ref-m.5.3.12.5.23,383397,383422,ref-bible.0105.22.7.9,ref-bible.0105.22.7.13,למען ייטב לך והארכת ימים ,למען ייטב לך והארכת ימים ,5,5,317,317.0,500,499.0,0.0,0.0,1090000422
ref-m.5.4.5.6.6-ref-m.5.4.5.6.19,ref-bible.0105.12.23.7-ref-bible.105.12.25.2,712882,712954,ref-m.5.4.5.6.6,ref-m.5.4.5.6.19,366780,366861,ref-bible.0105.12.23.7,ref-bible.0105.12.25.2,שלא הראהו מה שאכלו אכלו והוא יחזיר להם את הדמים ומה שלא אכלו הבשר ,הדם הוא הנפש ולא תאכל הנפש עם הבשר לא תאכלנו על הארץ תשפכנו כמים לא תאכלנו ,14,16,280,279.0,501,501.0,0.7066666666666667,0.8235294117647058,1090000423
ref-m.5.4.9.7.19-ref-m.5.4.9.7.24,ref-bible.0312.2.13.8-ref-bible.312.2.15.4,723064,723093,ref-m.5.4.9.7.19,ref-m.5.4.9.7.24,1458724,1458791,ref-bible.0312.2.13.8,ref-bible.0312.2.15.4,שנים שלשה ארבעה חמשה ששה שבעה ,השני ושמעא השלישי נתנאל הרביעי רדי החמישי אצם הששי דויד השבעי ,6,11,610,609.0,502,502.0,0.6129032258064516,0.4545454545454546,1090000424
ref-m.5.4.9.7.19-ref-m.5.4.9.7.28,ref-bible.0312.12.10.4-ref-bible.312.12.14.2,723064,723118,ref-m.5.4.9.7.19,ref-m.5.4.9.7.28,1481937,1482048,ref-bible.0312.12.10.4,ref-bible.0312.12.14.2,שנים שלשה ארבעה חמשה ששה שבעה שמונה תשעה והיוצא עשירי ,השני אליאב השלשי משמנה הרביעי ירמיה החמשי עתי הששי אליאל השבעי יוחנן השמיני אלזבד התשיעי ירמיהו העשירי ,10,17,628,625.0,507,502.0,0.6116504854368932,0.4375,1090000425
ref-m.5.4.9.7.19-ref-m.5.4.9.7.26,ref-bible.0312.24.7.6-ref-bible.0312.24.11.2,723064,723104,ref-m.5.4.9.7.19,ref-m.5.4.9.7.26,1503349,1503452,ref-bible.0312.24.7.6,ref-bible.0312.24.11.2,השני לחרם השלישי לשערים הרבעי למלכיה החמישי למימן הששי להקוץ השבעי לאביה השמיני לישוע התשעי,השני לחרם השלישי לשערים הרבעי למלכיה החמישי למימן הששי להקוץ השבעי לאביה השמיני לישוע התשעי,8,14,636,636.0,505,505.0,0.0,0.0,1090000426
ref-m.5.4.9.7.19-ref-m.5.4.9.7.24,ref-bible.0312.26.2.6-ref-bible.312.26.3.6,723064,723093,ref-m.5.4.9.7.19,ref-m.5.4.9.7.24,1506114,1506193,ref-bible.0312.26.2.6,ref-bible.0312.26.3.6,שנים שלשה ארבעה חמשה ששה שבעה ,השני זבדיהו השלישי יתניאל הרביעי עילם החמישי יהוחנן הששי אליהועיני השביעי ,6,11,651,650.0,503,502.0,0.6486486486486487,0.4545454545454546,1090000427
ref-m.5.4.9.7.19-ref-m.5.4.9.7.25,ref-bible.0312.26.4.7-ref-bible.312.26.5.6,723064,723099,ref-m.5.4.9.7.19,ref-m.5.4.9.7.25,1506230,1506317,ref-bible.0312.26.4.7,ref-bible.0312.26.5.6,שנים שלשה ארבעה חמשה ששה שבעה שמונה ,השני יואח השלשי ושכר הרביעי ונתנאל החמישי עמיאל הששי יששכר השביעי פעלתי השמיני ,7,13,657,654.0,504,502.0,0.6455696202531646,0.46153846153846156,1090000428
ref-m.5.4.9.8.63-ref-m.5.4.9.8.69,ref-bible.0312.24.16.2-ref-bible.312.24.17.6,723764,723809,ref-m.5.4.9.8.63,ref-m.5.4.9.8.69,1503604,1503666,ref-bible.0312.24.16.2,ref-bible.0312.24.17.6,לתשיעי עשירי ולעשירי עשירי ולאחד עשר עשירי ,תשעה עשר ליחזקאל העשרים ליכין אחד ועשרים לגמול שנים ועשרים ,7,10,644,640.0,508,508.0,0.6101694915254238,0.7777777777777778,1090000429
ref-m.5.5.3.1.43-ref-m.5.5.3.2.20,ref-bible.0103.27.15.10-ref-bible.103.27.16.16,726465,726604,ref-m.5.5.3.1.43,ref-m.5.5.3.2.20,250915,251012,ref-bible.0103.27.15.10,ref-bible.0103.27.16.16,עלי נותן את שוויו בשדה אחוזה להקל ולהחמיר כיצד אחד המקדיש בחולת המחוז ואחד המקדיש בפרדסות סבסטי נותן בזרע חומר שעורים חמשים שקל כסף ,עליו והיה לו ואם משדה אחזתו יקדיש איש ליהוה והיה ערכך לפי זרעו זרע חמר שערים בחמשים שקל כסף ,24,19,205,205.0,509,509.0,0.5303030303030303,0.6538461538461539,1090000430
ref-m.5.5.3.5.41-ref-m.5.5.3.5.48,ref-bible.0104.14.22.13-ref-bible.104.14.22.20,727278,727319,ref-m.5.5.3.5.41,ref-m.5.5.3.5.48,286461,286501,ref-bible.0104.14.22.13,ref-bible.0104.14.22.20,וינסו אותי זה עשר פעמים ולא שמעו בקולי ,וינסו אתי זה עשר פעמים ולא שמעו בקולי ,8,8,232,231.0,510,510.0,0.02564102564102564,0.0,1090000431
ref-m.5.5.4.4.19-ref-m.5.5.4.4.35,ref-bible.0105.22.22.12-ref-bible.0105.22.23.10,728055,728145,ref-m.5.5.4.4.19,ref-m.5.5.4.4.35,384421,384519,ref-bible.0105.22.22.12,ref-bible.0105.22.23.10,האשה והאשה ובערת הרע מישראל כי יהיה נער נערה בתולה מארשה לאיש ומצאה איש בעיר,האיש השכב עם האשה והאשה ובערת הרע מישראל כי יהיה נער נערה בתולה מארשה לאיש ומצאה איש בעיר,16,18,320,320.0,511,511.0,0.14606741573033707,0.19999999999999996,1090000432
ref-m.5.5.4.4.46-ref-m.5.5.4.4.73,ref-bible.0103.27.5.1-ref-bible.0103.27.5.10,728199,728342,ref-m.5.5.4.4.46,ref-m.5.5.4.4.73,250086,250132,ref-bible.0103.27.5.1,ref-bible.0103.27.5.10,ואם מבן חמש שנים ועד בן עשרים שנה והיה ערכך,ואם מבן חמש שנים ועד בן עשרים שנה והיה ערכך,25,10,201,201.0,513,513.0,0.0,0.0,1090000433
ref-m.5.5.4.4.70-ref-m.5.5.4.4.76,ref-bible.0103.27.7.1-ref-bible.103.27.7.7,728324,728356,ref-m.5.5.4.4.70,ref-m.5.5.4.4.76,250260,250292,ref-bible.0103.27.7.1,ref-bible.0103.27.7.7,ואם מבן ששים שנה ומעלה אם זכר ,ואם מבן ששים שנה ומעלה אם זכר ,7,7,203,203.0,515,513.0,0.0,0.0,1090000434
ref-m.5.5.5.1.19-ref-m.5.5.5.1.26,ref-bible.0312.21.24.17-ref-bible.312.21.25.7,728807,728857,ref-m.5.5.5.1.19,ref-m.5.5.5.1.26,1498807,1498861,ref-bible.0312.21.24.17,ref-bible.0312.21.25.7,עלי ועלתה לירושלים ושקלוה ונתנה משקלה זהב משקל ,והעלות עולה חנם ויתן דויד לארנן במקום שקלי זהב משקל ,8,10,632,632.0,516,516.0,0.5576923076923077,0.7272727272727273,1090000435
ref-m.5.5.5.2.40-ref-m.5.5.5.2.52,ref-bible.0102.40.20.6-ref-bible.102.40.21.3,729277,729336,ref-m.5.5.5.2.40,ref-m.5.5.5.2.52,190424,190502,ref-bible.0102.40.20.6,ref-bible.0102.40.21.3,וערך רגלי עלי לא אמר כלום ערך ראשי וערך כבדי עלי נותן ערך ,הארן וישם את הבדים על הארן ויתן את הכפרת על הארן מלמעלה ויבא את הארן ,13,15,87,87.0,517,517.0,0.7536231884057971,0.7857142857142857,1090000436
ref-m.5.5.5.3.2-ref-m.5.5.5.3.13,ref-bible.0102.40.22.6-ref-bible.102.40.23.3,729390,729443,ref-m.5.5.5.3.2,ref-m.5.5.5.3.13,190602,190649,ref-bible.0102.40.22.6,ref-bible.0102.40.23.3,ערכי עלי נותן חצי ערכו ערך חציי עלי נותן ערך כולו חצי ,על ירך המשכן צפנה מחוץ לפרכת ויערך עליו ערך ,12,9,88,88.0,518,518.0,0.7037037037037037,0.6666666666666667,1090000437
ref-m.5.5.7.1.28-ref-m.5.5.7.1.33,ref-bible.0103.27.16.10-ref-bible.103.27.16.16,731594,731625,ref-m.5.5.7.1.28,ref-m.5.5.7.1.33,250978,251012,ref-bible.0103.27.16.10,ref-bible.0103.27.16.16,בזרע חומר שעורים חמשים שקל כסף ,זרעו זרע חמר שערים בחמשים שקל כסף ,6,7,206,205.0,519,519.0,0.23529411764705882,0.0,1090000438
ref-m.5.5.7.5.30-ref-m.5.5.7.5.55,ref-bible.0103.27.20.5-ref-bible.0103.27.22.8,732673,732808,ref-m.5.5.7.5.30,ref-m.5.5.7.5.55,251230,251377,ref-bible.0103.27.20.5,ref-bible.0103.27.22.8,השדה ואם מכר את השדה לאיש אחר לא יגאל עוד והיה השדה בצאתו ביבל קדש ליהוה כשדה החרם לכהן תהיה אחזתו ואם את שדה מקנתו אשר לא משדה אחזתו,השדה ואם מכר את השדה לאיש אחר לא יגאל עוד והיה השדה בצאתו ביבל קדש ליהוה כשדה החרם לכהן תהיה אחזתו ואם את שדה מקנתו אשר לא משדה אחזתו,25,29,208,207.0,520,520.0,0.0,0.0,1090000439
ref-m.5.5.8.3.6-ref-m.5.5.8.3.18,ref-bible.0312.24.14.3-ref-bible.0312.24.17.6,733663,733752,ref-m.5.5.8.3.6,ref-m.5.5.8.3.18,1503546,1503666,ref-bible.0312.24.14.3,ref-bible.0312.24.17.6,עשר לאמר ששה עשר לחזיר שבעה עשר להפצץ שמונה עשר לפתחיה תשעה עשר ליחזקאל העשרים ליכין אחד ועשרים לגמול שנים ועשרים,עשר לאמר ששה עשר לחזיר שבעה עשר להפצץ שמונה עשר לפתחיה תשעה עשר ליחזקאל העשרים ליכין אחד ועשרים לגמול שנים ועשרים,13,21,640,640.0,522,522.0,0.0,0.0,1090000440
ref-m.5.5.9.1.13-ref-m.5.5.9.1.19,ref-bible.0103.25.15.8-ref-bible.103.25.16.3,735412,735446,ref-m.5.5.9.1.13,ref-m.5.5.9.1.19,244045,244083,ref-bible.0103.25.15.8,ref-bible.0103.25.16.3,במספר שני תבואות ימכר לך היתה שנת ,במספר שני תבואת ימכר לך לפי רב השנים ,7,8,197,197.0,524,524.0,0.24324324324324326,0.6,1090000441
ref-m.5.6.1.2.2-ref-m.5.6.1.2.19,ref-bible.0103.1.2.15-ref-bible.103.1.3.6,738229,738321,ref-m.5.6.1.2.2,ref-m.5.6.1.2.19,191644,191706,ref-bible.0103.1.2.15,ref-bible.0103.1.3.6,מן הבקר על הצאן ומן הצאן על הבקר מן הכבשים על העזים ומן העזים על הכבשים מן הזכרים ,מן הבקר ומן הצאן תקריבו את קרבנכם אם עלה קרבנו מן הבקר זכר ,18,13,89,89.0,526,525.0,0.573170731707317,0.5384615384615384,1090000442
ref-m.5.6.1.2.2-ref-m.5.6.1.2.27,ref-bible.0103.1.10.2-ref-bible.103.1.10.12,738229,738368,ref-m.5.6.1.2.2,ref-m.5.6.1.2.27,192178,192231,ref-bible.0103.1.10.2,ref-bible.0103.1.10.12,מן הבקר על הצאן ומן הצאן על הבקר מן הכבשים על העזים ומן העזים על הכבשים מן הזכרים על הנקבות ומן הנקבות על הזכרים מן התמימים ,מן הצאן קרבנו מן הכשבים או מן העזים לעלה זכר תמים ,26,11,91,90.0,527,525.0,0.6532258064516129,0.6153846153846154,1090000443
ref-m.5.6.1.1.103-ref-m.5.6.1.2.7,ref-bible.0204.13.9.9-ref-bible.204.13.10.4,738180,738257,ref-m.5.6.1.1.103,ref-m.5.6.1.2.7,612171,612235,ref-bible.0204.13.9.9,ref-bible.0204.13.10.4,עליו בבית הבעלים אף תמורה בבית הבעלים ממירין מן הבקר על הצאן ומן הצאן ,אמנון הוציאו כל איש מעלי ויצאו כל איש מעליו ויאמר אמנון אל תמר ,14,13,375,375.0,525,525.0,0.7428571428571429,0.7857142857142857,1090000444
ref-m.5.6.1.2.36-ref-m.5.6.1.2.45,ref-bible.0103.27.10.1-ref-bible.103.27.10.10,738416,738462,ref-m.5.6.1.2.36,ref-m.5.6.1.2.45,250501,250546,ref-bible.0103.27.10.1,ref-bible.0103.27.10.10,לא יחליפנו ולא ימיר אותו טוב ברע או רע בטוב ,לא יחליפנו ולא ימיר אתו טוב ברע או רע בטוב ,10,10,204,204.0,528,528.0,0.022727272727272728,0.0,1090000445
ref-m.5.6.4.3.59-ref-m.5.6.4.3.73,ref-bible.0205.16.12.15-ref-bible.205.16.13.11,743553,743634,ref-m.5.6.4.3.59,ref-m.5.6.4.3.73,692647,692708,ref-bible.0205.16.12.15,ref-bible.0205.16.13.11,בהן חטאת עד שנמצאת חטאתו והרי היא בעלת מום תמכר ויביא מאלו ומאלו חטאת והשאר ,הנביא אל כל חטאות בעשא וחטאות אלה בנו אשר חטאו ואשר החטיאו ,15,12,394,394.0,529,529.0,0.6842105263157895,0.8,1090000446
ref-m.5.6.5.1.17-ref-m.5.6.5.1.39,ref-bible.0103.3.1.1-ref-bible.0103.3.1.15,744284,744397,ref-m.5.6.5.1.17,ref-m.5.6.5.1.39,193897,193967,ref-bible.0103.3.1.1,ref-bible.0103.3.1.15,זבח שלמים קרבנו אם מן הבקר הוא מקריב אם זכר אם נקבה תמים יקריבנו,ואם זבח שלמים קרבנו אם מן הבקר הוא מקריב אם זכר אם נקבה תמים יקריבנו,23,13,95,95.0,531,531.0,0.058823529411764705,0.0,1090000447
ref-m.5.6.5.1.25-ref-m.5.6.5.1.39,ref-bible.0103.3.6.4-ref-bible.0103.3.7.1,744324,744397,ref-m.5.6.5.1.25,ref-m.5.6.5.1.39,194326,194378,ref-bible.0103.3.6.4,ref-bible.0103.3.7.1,לזבח שלמים ליהוה זכר או נקבה תמים יקריבנו אם,קרבנו לזבח שלמים ליהוה זכר או נקבה תמים יקריבנו אם,9,10,97,97.0,535,535.0,0.12,0.0,1090000448
ref-m.5.6.5.1.15-ref-m.5.6.5.1.30,ref-bible.0103.7.11.3-ref-bible.0103.7.12.7,744274,744351,ref-m.5.6.5.1.15,ref-m.5.6.5.1.30,202097,202159,ref-bible.0103.7.11.3,ref-bible.0103.7.12.7,השלמים אשר יקריב ליהוה אם על תודה יקריבנו והקריב על זבח השלמים אשר יקריב ליהוה אם על תודה יקריבנו והקריב על,זבח השלמים אשר יקריב ליהוה אם על תודה יקריבנו והקריב על זבח,14,11,114,114.0,530,530.0,0.5233644859813084,0.0,1090000449
ref-m.5.6.5.1.18-ref-m.5.6.5.1.39,ref-bible.0103.7.13.5-ref-bible.103.7.14.1,744288,744397,ref-m.5.6.5.1.18,ref-m.5.6.5.1.39,202257,202294,ref-bible.0103.7.13.5,ref-bible.0103.7.14.1,יקרב עולה ואם נקבה זבחי שלמים ילדה נקבה תקרב שלמים אם זכר עולה אם נקבה זבחי שלמים ילדה זכר ונקבה הזכר יקרב ,יקריב קרבנו על זבח תודת שלמיו והקריב ,22,7,116,116.0,533,530.0,0.7476635514018691,0.6666666666666667,1090000450
ref-m.5.6.7.1.6-ref-m.5.6.7.1.19,ref-bible.0102.29.37.5-ref-bible.102.29.38.3,746691,746768,ref-m.5.6.7.1.6,ref-m.5.6.7.1.19,165830,165905,ref-bible.0102.29.37.5,ref-bible.0102.29.38.3,בקדשי בדק הבית ויש בקדשי בדק הבית מה שאין בקדשי מזבח שקדשי מזבח עושים ,המזבח וקדשת אתו והיה המזבח קדש קדשים כל הנגע במזבח יקדש וזה אשר תעשה ,14,14,72,71.0,537,537.0,0.6857142857142857,0.9333333333333333,1090000451
ref-m.5.7.2.4.20-ref-m.5.7.2.4.36,ref-bible.0313.10.10.28-ref-bible.0313.10.12.5,751100,751194,ref-m.5.7.2.4.20,ref-m.5.7.2.4.36,1534156,1534268,ref-bible.0313.10.10.28,ref-bible.0313.10.12.5,אבי העמיס עליכם על כבד ואני אסיף על עלכם אבי יסר אתכם בשוטים ואני בעקרבים ויבא ירבעם וכל העם אל,אבי ועתה אבי העמיס עליכם על כבד ואני אסיף על עלכם אבי יסר אתכם בשוטים ואני בעקרבים ויבא ירבעם וכל העם אל,17,22,665,665.0,538,538.0,0.08653846153846154,0.0625,1090000452
ref-m.5.7.5.2.20-ref-m.5.7.5.2.33,ref-bible.0308.2.13.1-ref-bible.308.2.13.15,757265,757328,ref-m.5.7.5.2.20,ref-m.5.7.5.2.33,1358819,1358889,ref-bible.0308.2.13.1,ref-bible.0308.2.13.15,לו ויביא עמה אשם ודאי אמר רבי טרפון מה לזה מביא שתי אשמות אלא ,ובזה הנערה באה אל המלך את כל אשר תאמר ינתן לה לבוא עמה מבית הנשים ,14,15,587,587.0,540,540.0,0.7272727272727273,0.8421052631578947,1090000453
ref-m.5.8.1.1.5-ref-m.5.8.1.1.18,ref-bible.0313.29.21.22-ref-bible.313.29.22.16,762057,762137,ref-m.5.8.1.1.5,ref-m.5.8.1.1.18,1569792,1569925,ref-bible.0313.29.21.22,ref-bible.0313.29.22.16,מועלים בהן שחטן בדרום וקבל דמן בצפון בצפון וקבל דמן בדרום שחטן ביום וזרק ,להעלות על מזבח יהוה וישחטו הבקר ויקבלו הכהנים את הדם ויזרקו המזבחה וישחטו האלים ויזרקו הדם המזבחה וישחטו הכבשים ויזרקו ,14,20,670,670.0,541,541.0,0.6722689075630253,0.8333333333333334,1090000454
ref-m.5.8.2.6.14-ref-m.5.8.2.6.21,ref-bible.0313.29.22.8-ref-bible.313.29.22.15,764437,764477,ref-m.5.8.2.6.14,ref-m.5.8.2.6.21,1569858,1569917,ref-bible.0313.29.22.8,ref-bible.0313.29.22.15,ולשחוט עליהם את הזבח נזרק דמן של כבשים ,המזבחה וישחטו האלים ויזרקו הדם המזבחה וישחטו הכבשים ,8,8,671,670.0,542,542.0,0.6346153846153846,0.9230769230769231,1090000455
ref-m.5.9.3.7.27-ref-m.5.9.3.7.47,ref-bible.0209.44.2.1-ref-bible.209.44.2.21,775904,775996,ref-m.5.9.3.7.27,ref-m.5.9.3.7.47,1068532,1068628,ref-bible.0209.44.2.1,ref-bible.0209.44.2.21,ויאמר אלי ה' השער הזה סגור יהיה לא יפתח ואיש לא יבא בו כי ה' אלהי ישראל בא בו והיה סגור ,ויאמר אלי יהוה השער הזה סגור יהיה לא יפתח ואיש לא יבא בו כי יהוה אלהי ישראל בא בו והיה סגור ,21,21,486,486.0,543,543.0,0.06521739130434782,0.09999999999999998,1090000456
ref-m.5.9.7.2.87-ref-m.5.9.7.2.93,ref-bible.0103.9.22.1-ref-bible.103.9.22.8,782275,782309,ref-m.5.9.7.2.87,ref-m.5.9.7.2.93,208312,208350,ref-bible.0103.9.22.1,ref-bible.0103.9.22.8,וישא אהרן את ידיו אל העם ויברכם ,וישא אהרן את ידו ידיו אל העם ויברכם ,7,8,126,125.0,544,544.0,0.1111111111111111,0.0,1090000457
ref-m.5.9.7.4.10-ref-m.5.9.7.4.15,ref-bible.0209.12.19.21-ref-bible.209.12.19.27,783209,783241,ref-m.5.9.7.4.10,ref-m.5.9.7.4.15,998756,998790,ref-bible.0209.12.19.21,ref-bible.0209.12.19.27,לה' הארץ ומלואה תבל ויושבי בה ,תשם ארצה ממלאה מחמס כל הישבים בה ,6,7,451,451.0,545,545.0,0.5151515151515151,0.625,1090000458
ref-m.5.9.7.4.10-ref-m.5.9.7.4.15,ref-bible.0209.32.15.5-ref-bible.209.32.15.13,783209,783241,ref-m.5.9.7.4.10,ref-m.5.9.7.4.15,1040869,1040913,ref-bible.0209.32.15.5,ref-bible.0209.32.15.13,לה' הארץ ומלואה תבל ויושבי בה ,שממה ונשמה ארץ ממלאה בהכותי את כל יושבי בה ,6,9,458,458.0,546,545.0,0.5116279069767442,0.7,1090000459
ref-m.5.9.7.4.19-ref-m.5.9.7.4.26,ref-bible.0301.48.2.1-ref-bible.301.48.2.8,783259,783299,ref-m.5.9.7.4.19,ref-m.5.9.7.4.26,1183648,1183689,ref-bible.0301.48.2.1,ref-bible.0301.48.2.8,גדול ה' ומהולל מאד בעיר אלהינו הר קדשו ,גדול יהוה ומהלל מאד בעיר אלהינו הר קדשו ,8,8,526,526.0,547,547.0,0.1,0.125,1090000460
ref-m.5.9.7.4.30-ref-m.5.9.7.4.36,ref-bible.0301.82.1.3-ref-bible.301.82.1.9,783319,783354,ref-m.5.9.7.4.30,ref-m.5.9.7.4.36,1210063,1210097,ref-bible.0301.82.1.3,ref-bible.0301.82.1.9,אלהים נצב בעדת אל בקרב אלהים ישפוט ,אלהים נצב בעדת אל בקרב אלהים ישפט ,7,7,533,533.0,548,548.0,0.02857142857142857,0.0,1090000461
ref-m.5.9.7.4.40-ref-m.5.9.7.4.45,ref-bible.0301.94.1.1-ref-bible.301.94.1.6,783374,783400,ref-m.5.9.7.4.40,ref-m.5.9.7.4.45,1218179,1218207,ref-bible.0301.94.1.1,ref-bible.0301.94.1.6,אל נקמות ה' אל נקמות הופיע ,אל נקמות יהוה אל נקמות הופיע ,6,6,534,534.0,549,549.0,0.10344827586206896,0.25,1090000462
ref-m.5.9.7.4.50-ref-m.5.9.7.4.55,ref-bible.0301.81.2.1-ref-bible.301.81.2.6,783427,783464,ref-m.5.9.7.4.50,ref-m.5.9.7.4.55,1209408,1209446,ref-bible.0301.81.2.1,ref-bible.0301.81.2.6,הרנינו לאלהים עזנו הריעו לאלהי יעקב ,הרנינו לאלהים עוזנו הריעו לאלהי יעקב ,6,6,532,532.0,550,550.0,0.02702702702702703,0.0,1090000463
ref-m.5.10.1.6.32-ref-m.5.10.1.6.45,ref-bible.0205.18.32.1-ref-bible.205.18.32.9,785011,785085,ref-m.5.10.1.6.32,ref-m.5.10.1.6.45,699046,699094,ref-bible.0205.18.32.1,ref-bible.0205.18.32.9,היתה לשכת עושי לחם הפנים מזרחית צפונית בה גנזו בני חשמונאי את אבני המזבח ,ויבנה את האבנים מזבח בשם יהוה ויעש תעלה כבית ,14,9,397,397.0,551,551.0,0.6986301369863014,0.8125,1090000464
ref-m.5.10.2.3.59-ref-m.5.10.2.3.66,ref-bible.0220.5.2.12-ref-bible.220.5.3.2,786648,786686,ref-m.5.10.2.3.59,ref-m.5.10.2.3.66,1135571,1135610,ref-bible.0220.5.2.12,ref-bible.0220.5.3.2,עשרים אמה ורחבן עשר אמות חוץ משל אולם ,עשרים באמה ורחבה עשר באמה ויאמר אלי ,8,7,507,507.0,552,552.0,0.3157894736842105,0.7777777777777778,1090000465
ref-m.5.10.2.5.5-ref-m.5.10.2.5.13,ref-bible.0309.2.30.3-ref-bible.309.2.31.7,787090,787139,ref-m.5.10.2.5.5,ref-m.5.10.2.5.13,1374153,1374205,ref-bible.0309.2.30.3,ref-bible.0309.2.31.7,מאה ושלשים וחמש על רחב מאה ושלשים וחמש וארבע ,מאה חמשים וששה בני עילם אחר אלף מאתים חמשים וארבעה ,9,10,598,598.0,553,553.0,0.49019607843137253,0.8181818181818181,1090000466
