baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-sifre-d,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.1.11.2.3.5.3-ref-y.1.11.2.3.5.12,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,873523,873573,ref-y.1.11.2.3.5.3,ref-y.1.11.2.3.5.12,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן ,1,1,588,585.0,2009,2006.0,0.3076923076923077,0.625,5,כאן ונאמר להלן מה להלן,6070001599,10,10
ref-sifre-d.261.2.25-ref-sifre-d.261.2.41,ref-y.2.3.5.1.1.35-ref-y.2.3.5.1.1.55,251413,251503,ref-sifre-d.261.2.25,ref-sifre-d.261.2.41,1290200,1290313,ref-y.2.3.5.1.1.35,ref-y.2.3.5.1.1.55,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,נאמר כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן משש שעות ולמעלן אף כין הערכים שנאמר כאן ,1,2,723,706.0,2029,2006.0,0.4953271028037383,0.5833333333333333,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001600,17,21
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.2.5.2.4.3.22-ref-y.2.5.2.4.3.33,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,1416081,1416145,ref-y.2.5.2.4.3.22,ref-y.2.5.2.4.3.33,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן עריכה ונאמר להלן וערך הכהן אותם מה עריכה שנאמר להלן ,1,1,794,779.0,2010,2006.0,0.3770491803278688,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,6070001601,10,12
ref-sifre-d.261.2.25-ref-sifre-d.261.2.41,ref-y.2.5.8.1.2.162-ref-y.2.5.8.1.2.180,251413,251503,ref-sifre-d.261.2.25,ref-sifre-d.261.2.41,1477978,1478084,ref-y.2.5.8.1.2.162,ref-y.2.5.8.1.2.180,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן עינוי רעבון אף עינוי שנאמר כאן ,1,1,836,814.0,2030,2006.0,0.5098039215686274,0.6428571428571428,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001602,17,19
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.1.126,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,1493692,1493742,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.1.126,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,860,846.0,2011,2006.0,0.3461538461538461,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,6070001603,10,10
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.14,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,1561422,1561476,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.14,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן ,1,1,896,891.0,2012,2006.0,0.2641509433962264,0.3333333333333333,6,נאמר כאן ונאמר להלן מה להלן,6070001604,10,10
ref-sifre-d.261.2.25-ref-sifre-d.261.2.41,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.29,251413,251503,ref-sifre-d.261.2.25,ref-sifre-d.261.2.41,1595673,1595797,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.29,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן עשה בה את הלילות כימים אף ישיבה שנאמר כאן ,1,5,958,943.0,2031,2006.0,0.5042016806722689,0.736842105263158,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001605,17,24
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.2.8.1.1.12.202-ref-y.2.8.1.1.12.211,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,1641869,1641919,ref-y.2.8.1.1.12.202,ref-y.2.8.1.1.12.211,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,1009,991.0,2013,2006.0,0.3461538461538461,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,6070001606,10,10
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.2.8.1.1.12.263-ref-y.2.8.1.1.12.272,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,1642172,1642222,ref-y.2.8.1.1.12.263,ref-y.2.8.1.1.12.272,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמ' להלן ,1,1,1032,1017.0,2014,2006.0,0.3653846153846153,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,6070001607,10,10
ref-sifre-d.261.2.25-ref-sifre-d.261.2.41,ref-y.2.10.1.1.3.68-ref-y.2.10.1.1.3.89,251413,251503,ref-sifre-d.261.2.25,ref-sifre-d.261.2.41,1836010,1836122,ref-y.2.10.1.1.3.68,ref-y.2.10.1.1.3.89,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות יהושע בן נון אף פרזות שנאמר כאן ,1,3,1120,1106.0,2032,2006.0,0.5462962962962963,0.7058823529411764,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001608,17,22
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.122,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,1928666,1928717,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.122,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן ,1,1,1219,1215.0,2015,2006.0,0.2692307692307692,0.3333333333333333,6,נאמר כאן ונאמר להלן מה להלן,6070001609,10,10
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.78,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,1930736,1930868,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.78,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה","נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",1,1,1271,1271.0,2016,2016.0,0.0,0.0,28,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",6070001610,28,28
ref-sifre-d.261.2.25-ref-sifre-d.261.2.41,ref-y.2.12.1.3.1.92-ref-y.2.12.1.3.1.111,251413,251503,ref-sifre-d.261.2.25,ref-sifre-d.261.2.41,1930932,1931033,ref-y.2.12.1.3.1.92,ref-y.2.12.1.3.1.111,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן אחת עיקר והשאר טפילה אף מסת שנאמר כאן ,1,1,1350,1350.0,2033,2016.0,0.5257731958762887,0.7058823529411764,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001611,17,20
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.17,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,2056186,2056257,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.17,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן ,1,1,1420,1420.0,2018,2018.0,0.4857142857142857,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,6070001612,10,14
ref-sifre-d.261.2.25-ref-sifre-d.261.2.41,ref-y.3.1.1.1.23.35-ref-y.3.1.1.1.23.55,251413,251503,ref-sifre-d.261.2.25,ref-sifre-d.261.2.41,2056345,2056456,ref-y.3.1.1.1.23.35,ref-y.3.1.1.1.23.55,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ישיבה שיש עמה ירושה אף ישיבה שנאמר כאן ,1,2,1452,1452.0,2034,2018.0,0.4579439252336448,0.75,7,כאן ונאמר להלן מה להלן אף כאן,6070001613,17,21
ref-sifre-d.261.2.25-ref-sifre-d.261.2.35,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.74,251413,251470,ref-sifre-d.261.2.25,ref-sifre-d.261.2.35,2206411,2206472,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.74,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם ,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן ,2,1,1592,1588.0,2028,2006.0,0.4333333333333333,0.4444444444444444,6,נאמר כאן ונאמר להלן מה להלן,6070001614,11,12
ref-sifre-d.261.2.25-ref-sifre-d.261.2.41,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.54,251413,251503,ref-sifre-d.261.2.25,ref-sifre-d.261.2.41,2318253,2318351,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.54,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן ,1,1,1737,1720.0,2035,2006.0,0.4479166666666667,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001615,17,19
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.3.5.8.1.1.42-ref-y.3.5.8.1.1.54,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,2327493,2327563,ref-y.3.5.8.1.1.42,ref-y.3.5.8.1.1.54,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן ,1,1,1774,1764.0,2019,2006.0,0.4328358208955223,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,6070001616,10,13
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.94,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,2327701,2327768,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.94,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן ,1,1,1807,1799.0,2020,2006.0,0.40625,0.6363636363636364,6,נאמר כאן ונאמר להלן מה להלן,6070001617,10,13
ref-sifre-d.261.2.31-ref-sifre-d.261.2.41,ref-y.3.4.7.2.5.41-ref-y.3.4.7.2.5.48,251446,251503,ref-sifre-d.261.2.31,ref-sifre-d.261.2.41,2795616,2795652,ref-y.3.4.7.2.5.41,ref-y.3.4.7.2.5.48,מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,מה אדמה שנאמר להלן מזבח אף כאן מזבח ,11,8,2050,2049.0,2040,2006.0,0.5818181818181818,0.5555555555555556,4,מה להלן אף כאן,6070001618,11,8
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.137,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,2879134,2879185,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.137,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן ,1,1,2128,2120.0,2021,2006.0,0.2692307692307692,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,6070001619,10,10
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.144,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,2983586,2983647,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.144,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן ,1,1,2235,2220.0,2022,2006.0,0.396551724137931,0.5,6,נאמר כאן ונאמר להלן מה להלן,6070001620,10,12
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.4.4.1.3.2.4-ref-y.4.4.1.3.2.16,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,3154598,3154667,ref-y.4.4.1.3.2.4,ref-y.4.4.1.3.2.16,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן זדון ונאמר להלן זדון בזדון דברו הנביא מה זדון שנאמר להלן ,1,1,2340,2326.0,2023,2006.0,0.4545454545454545,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,6070001621,10,13
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.144,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,3157857,3157950,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.144,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן ,1,1,2385,2381.0,2024,2006.0,0.5934065934065934,0.6,6,נאמר כאן ונאמר להלן מה להלן,6070001622,10,18
ref-sifre-d.261.2.25-ref-sifre-d.261.2.41,ref-y.4.4.6.1.1.29-ref-y.4.4.6.1.1.49,251413,251503,ref-sifre-d.261.2.25,ref-sifre-d.261.2.41,3211011,3211117,ref-y.4.4.6.1.1.29,ref-y.4.4.6.1.1.49,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן שער שנמצא בו אף שעריך האמור כאן ,1,2,2476,2456.0,2036,2006.0,0.5048543689320388,0.75,6,כאן להלן מה להלן אף כאן,6070001623,17,21
ref-sifre-d.261.2.25-ref-sifre-d.261.2.41,ref-y.4.4.7.1.1.26-ref-y.4.4.7.1.1.45,251413,251503,ref-sifre-d.261.2.25,ref-sifre-d.261.2.41,3223732,3223837,ref-y.4.4.7.1.1.26,ref-y.4.4.7.1.1.45,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן חרב אף נקימה האמורה כאן ,1,1,2523,2508.0,2037,2006.0,0.5098039215686274,0.6428571428571428,9,נאמר כאן ונאמר להלן מה להלן אף האמורה כאן,6070001624,17,20
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.4.4.7.3.1.37-ref-y.4.4.7.3.1.51,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,3226750,3226829,ref-y.4.4.7.3.1.37,ref-y.4.4.7.3.1.51,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן ,1,1,2544,2539.0,2025,2006.0,0.4935064935064935,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,6070001625,10,15
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.4.4.7.5.3.14-ref-y.4.4.7.5.3.28,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,3229067,3229139,ref-y.4.4.7.5.3.14,ref-y.4.4.7.5.3.28,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן ,1,1,2581,2564.0,2026,2006.0,0.4647887323943662,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,6070001626,10,15
ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.67,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,3323464,3323524,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.67,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן ,1,1,2727,2724.0,2027,2006.0,0.3898305084745763,0.5,6,נאמר כאן ונאמר להלן מה להלן,6070001627,10,12
ref-sifre-d.261.2.25-ref-sifre-d.261.2.41,ref-y.4.6.1.2.4.39-ref-y.4.6.1.2.4.58,251413,251503,ref-sifre-d.261.2.25,ref-sifre-d.261.2.41,3336498,3336604,ref-y.4.6.1.2.4.39,ref-y.4.6.1.2.4.58,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,נאמר כאן בהמה טמאה ונאב' להלן בחמה טמאה מה בהמה טמאה האמורה להלן בטומאת הקודש אף בהמה טמאה האמורה כאן ,1,1,2789,2765.0,2038,2006.0,0.4607843137254901,0.7142857142857143,8,נאמר כאן להלן מה להלן אף האמורה כאן,6070001628,17,20
ref-sifre-d.261.5.10-ref-sifre-d.261.5.21,ref-y.3.5.9.5.3.111-ref-y.3.5.9.5.3.138,251757,251818,ref-sifre-d.261.5.10,ref-sifre-d.261.5.21,2347623,2347762,ref-y.3.5.9.5.3.111,ref-y.3.5.9.5.3.138,פוסל בה אי מה עול האמור בפר ה המומין פוסלין בה אף עול האמור בעגלה המומין פוסלין בה תלמוד לומר אשר אין בה מום המומין פוסלין בפרה אין,פוסל בה אי מה עול האמור בפר ה המומין פוסלין בה אף עול האמור בעגלה המומין פוסלין בה תלמוד לומר אשר אין בה מום המומין פוסלין בפרה אין,28,28,1878,1878.0,2041,2041.0,0.0,0.0,26,פוסל בה אי מה עול האמור בפר ה המומין פוסלין בה אף עול האמור בעגלה המומין פוסלין בה תלמוד_לומר_אשר אין בה מום המומין פוסלין בפרה אין,6070001629,28,28
ref-sifre-d.262.1.9-ref-sifre-d.262.1.15,ref-y.4.2.5.1.2.46-ref-y.4.2.5.1.2.53,252011,252043,ref-sifre-d.262.1.9,ref-sifre-d.262.1.15,3046062,3046102,ref-y.4.2.5.1.2.46,ref-y.4.2.5.1.2.53,"מנין ת""ל אל תקח מאתו נשך ותרבית ",מניין תלמוד לומ' אל תקח מאתו נשך ותרבית ,7,8,2264,2261.0,2043,2043.0,0.225,0.3333333333333333,5,אל תקח מאתו נשך ותרבית,6070001630,7,8
ref-sifre-d.262.2.4-ref-sifre-d.262.2.43,ref-y.4.2.5.1.2.25-ref-y.4.2.5.1.2.47,252062,252249,ref-sifre-d.262.2.4,ref-sifre-d.262.2.43,3045956,3046078,ref-y.4.2.5.1.2.25,ref-y.4.2.5.1.2.47,"ולא את הריבית כתיב את כספך לא תתן לו כנשך אין לי אלא נשך בכסף וריבית באוכ""ל נשך באוכל וריבית בכסף מניין תלמוד לומ'","ולא את הריבית כתיב את כספך לא תתן לו כנשך אין לי אלא נשך בכסף וריבית באוכ""ל נשך באוכל וריבית בכסף מניין תלמוד לומ'",24,24,2261,2261.0,2044,2044.0,0.0,0.0,22,"ולא את הריבית כתיב את כספך לא תתן לו כנשך אין_לי_אלא נשך בכסף וריבית באוכ""ל נשך באוכל וריבית בכסף מניין תלמוד לומ'",6070001631,24,24
ref-sifre-d.262.3.24-ref-sifre-d.263.2.8,ref-y.4.4.3.9.4.57-ref-y.4.4.3.9.4.70,252372,252489,ref-sifre-d.262.3.24,ref-sifre-d.263.2.8,3187664,3187731,ref-y.4.4.3.9.4.57,ref-y.4.4.3.9.4.70,"ישך לנכרי תשיך ולאחיך לא תשיך לנכרי תשיך מצות עשה ולאחיך לא תשיך מצות לא תעשה ר""ג אומר מה ת""ל ולאחיך לא תשיך הרי ",אנשים מה להלן אנשים ולא נשים אף כאן אנשים ולא נשים ולא קטנים הרי ,24,9,2430,2425.0,2046,2046.0,0.6902654867256637,0.9444444444444444,2,מה הרי,6070001632,24,14
ref-sifre-d.263.1.2-ref-sifre-d.263.2.10,ref-y.4.6.4.1.5.65-ref-y.4.6.4.1.5.76,252383,252496,ref-sifre-d.263.1.2,ref-sifre-d.263.2.10,3368139,3368196,ref-y.4.6.4.1.5.65,ref-y.4.6.4.1.5.76,"תשיך ולאחיך לא תשיך לנכרי תשיך מצות עשה ולאחיך לא תשיך מצות לא תעשה ר""ג אומר מה ת""ל ולאחיך לא תשיך הרי כבר לא ",מה לחלן אנשים ולא נשים ולא קטנים אף כאן אנשים ולא נשים ,24,12,2817,2814.0,2047,2046.0,0.7272727272727273,1.0,1,מה,6070001633,24,12
ref-sifre-d.264.1.5-ref-sifre-d.264.1.17,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.104,252869,252930,ref-sifre-d.264.1.5,ref-sifre-d.264.1.17,14071,14129,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.104,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף ,1,1,18,1.0,2065,2048.0,0.3898305084745763,0.5,7,נאמר כאן ונאמר להלן מה להלן אף,6070001634,13,12
ref-sifre-d.264.1.5-ref-sifre-d.264.1.17,ref-y.1.4.8.1.2.5-ref-y.1.4.8.1.2.20,252869,252930,ref-sifre-d.264.1.5,ref-sifre-d.264.1.17,427265,427339,ref-y.1.4.8.1.2.5,ref-y.1.4.8.1.2.20,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,נאמר כאן פן תקדש ונאמר להלן פן תוקדש בו מה פן האמור להלן אסור בחנייה אף ,1,1,268,244.0,2066,2048.0,0.3611111111111111,0.5454545454545454,8,נאמר כאן ונאמר להלן מה האמור להלן אף,6070001635,13,16
ref-sifre-d.264.1.5-ref-sifre-d.264.1.17,ref-y.1.7.2.4.9.110-ref-y.1.7.2.4.9.127,252869,252930,ref-sifre-d.264.1.5,ref-sifre-d.264.1.17,665158,665248,ref-y.1.7.2.4.9.110,ref-y.1.7.2.4.9.127,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,נאמר כאן נפשו ונאמר להלן נפשו דכתיב ואליו הוא נושא את נפשו מה נפשו האמורה להלן שכרו אף ,1,1,395,379.0,2067,2048.0,0.5172413793103449,0.6153846153846154,7,נאמר כאן ונאמר להלן מה להלן אף,6070001636,13,18
ref-sifre-d.264.1.4-ref-sifre-d.264.1.17,ref-y.1.9.2.1.11.70-ref-y.1.9.2.1.11.87,252865,252930,ref-sifre-d.264.1.4,ref-sifre-d.264.1.17,779725,779810,ref-y.1.9.2.1.11.70,ref-y.1.9.2.1.11.87,נאמר כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן עשויה בשמן אף חלה שנאמר כאן,נאמר כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן עשויה בשמן אף חלה שנאמר כאן,1,1,484,484.0,2052,2052.0,0.0,0.0,18,נאמר כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן עשויה בשמן אף חלה שנאמר כאן,6070001637,18,18
ref-sifre-d.264.1.5-ref-sifre-d.264.1.17,ref-y.1.11.2.3.5.3-ref-y.1.11.2.3.5.14,252869,252930,ref-sifre-d.264.1.5,ref-sifre-d.264.1.17,873523,873582,ref-y.1.11.2.3.5.3,ref-y.1.11.2.3.5.14,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף ,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן שלמים אף ,1,1,596,585.0,2068,2048.0,0.423728813559322,0.6363636363636364,6,כאן ונאמר להלן מה להלן אף,6070001638,13,12
ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,ref-y.2.3.5.1.1.35-ref-y.2.3.5.1.1.55,252869,252945,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,1290200,1290313,ref-y.2.3.5.1.1.35,ref-y.2.3.5.1.1.55,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,נאמר כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן משש שעות ולמעלן אף כין הערכים שנאמר כאן ,1,2,724,706.0,2081,2048.0,0.5233644859813084,0.5454545454545454,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001639,16,21
ref-sifre-d.264.1.5-ref-sifre-d.264.1.14,ref-y.2.5.2.4.3.22-ref-y.2.5.2.4.3.33,252869,252916,ref-sifre-d.264.1.5,ref-sifre-d.264.1.14,1416081,1416145,ref-y.2.5.2.4.3.22,ref-y.2.5.2.4.3.33,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,נאמר כאן עריכה ונאמר להלן וערך הכהן אותם מה עריכה שנאמר להלן ,2,1,795,779.0,2057,2048.0,0.4262295081967213,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,6070001640,10,12
ref-sifre-d.264.1.4-ref-sifre-d.264.1.20,ref-y.2.5.8.1.2.158-ref-y.2.5.8.1.2.180,252865,252945,ref-sifre-d.264.1.4,ref-sifre-d.264.1.20,1477957,1478084,ref-y.2.5.8.1.2.158,ref-y.2.5.8.1.2.180,לה' נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,משם רבי ישמעאל אמרו נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן עינוי רעבון אף עינוי שנאמר כאן ,2,5,818,814.0,2055,2048.0,0.5491803278688525,0.6875,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001641,17,23
