baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len_char,lcs_str_cahr,id
ref-mek.7.17.3.34-ref-mek.7.17.3.44,ref-sifre-d.301.1.2-ref-sifre-d.301.1.13,350693,350748,ref-mek.7.17.3.34,ref-mek.7.17.3.44,284160,284221,ref-sifre-d.301.1.2,ref-sifre-d.301.1.13,נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן ,נאמר כאן ענייה ונאמר להלן ענייה מה להלן בלשון הקודש אף כאן ,11,12,833,825.0,974,966.0,0.2542372881355932,0.5,45,נאמר כאן יה ונאמר להלן יה מה להלן בלה אף כאן ,3060000803
ref-mek.7.17.4.16-ref-mek.7.17.4.26,ref-sifre-d.128.2.18-ref-sifre-d.128.2.34,351134,351195,ref-mek.7.17.4.16,ref-mek.7.17.4.26,164238,164329,ref-sifre-d.128.2.18,ref-sifre-d.128.2.34,זביחה בכלל היתה ויצאת ללמד מה זביחה מיוחדת שכיוצא בה עובדים ,וזבחת פסח זביחה בכלל היתה ולמה יצאת להקיש אליה ולומר לך מה זביחה מיוחדת שהוא משום עבודה ,11,17,478,478.0,979,977.0,0.45454545454545453,0.7,51,זביחה בכלל היתה ויצאת ללמ מה זביחה מיוחדת שוא  עבד ,3060000804
ref-mek.7.17.4.16-ref-mek.7.17.4.23,ref-sifre-d.129.3.9-ref-sifre-d.129.4.12,351134,351177,ref-mek.7.17.4.16,ref-mek.7.17.4.23,164829,164899,ref-sifre-d.129.3.9,ref-sifre-d.129.4.12,זביחה בכלל היתה ויצאת ללמד מה זביחה מיוחדת ,וזבחת זביחה בכלל היתה ולמה יצאה להקיש אליה ולומר לך מה זביחה מיוחדת ,8,13,489,489.0,978,977.0,0.39705882352941174,0.6428571428571428,41,זביחה בכלל היתה ויצא ללמ מה זביחה מיוחדת ,3060000805
ref-mek.7.17.3.98-ref-mek.7.17.4.18,ref-sifre-d.156.6.1-ref-sifre-d.156.6.17,351022,351149,ref-mek.7.17.3.98,ref-mek.7.17.4.18,183025,183118,ref-sifre-d.156.6.1,ref-sifre-d.156.6.17,מכל תועבות הגוים אשר הוריש ה' זובח לאלהים יחרם עונש_שמענו_אזהרה_לא_שמענו_תלמוד_לומר_לא תשתחוה להם ואל תעבדם זביחה בכלל היתה ,ככל הגוים אשר סביבותי ר' נהוראי אומר לא בקשו להם מלך אלא להעבידם עבודת כוכבים שנא' והיינו ,17,17,544,544.0,977,977.0,0.6854838709677419,0.8571428571428572,51,כל הגוים אשר יבי ר נהראומרלא שו להם אל עבדם ב כ הי ,3060000806
ref-mek.7.17.4.57-ref-mek.7.17.4.67,ref-sifre-d.128.2.33-ref-sifre-d.128.3.4,351360,351426,ref-mek.7.17.4.57,ref-mek.7.17.4.67,164319,164394,ref-sifre-d.128.2.33,ref-sifre-d.128.3.4,שאין כיוצא בהן עובדין לשמים לשום עבודתו חייב שלא לשום עבודתו ,משום עבודה אף כל שהוא משום עבודה יצאו אלו שאינם משום עבודה לה'_א_להיך לשם ,11,14,481,478.0,980,980.0,0.7027027027027027,0.9444444444444444,34,שא כוא  עבדי לשים שום עבוד לא לשם ,3060000807
ref-mek.7.17.4.69-ref-mek.7.17.4.97,ref-sifre-d.43.22.17-ref-sifre-d.43.22.52,351432,351584,ref-mek.7.17.4.69,ref-mek.7.17.4.97,81468,81645,ref-sifre-d.43.22.17,ref-sifre-d.43.22.52,"אחרים אומרים אלו לא שתפו ישראל שמו של הקב""ה בע""ז היו כלים מן העולם רבן_שמעון_בן_גמליאל_אומר והלא כל המשתף שם שמים בע""ז הרי_הוא_חייב כלייה שנא' זובח לאלהים יחרם בלתי לה' לבדו","אחרים אומרים אלו לא שתפו ישראל שמו של הקב""ה בע""ז היו כלים מן העולם רבן_שמעון_בן_גמליאל_אומר והלא כל המשתף שם שמים בע""ז הרי_הוא_חייב כלייה שנא' זובח לאלהים יחרם בלתי לה' לבדו",25,30,212,211.0,981,981.0,0.0,0.0,173,"אחרים אומרים אלו לא שתפו ישראל שמו של הקב""ה בע""ז היו כלים מן העולם רבן_שמעון_בן_גמליאל_אומר והלא כל המשתף שם שמים בע""ז הרי_הוא_חייב כלייה שנא' זובח לאלהים יחרם בלתי לה' לבדו",3060000808
ref-mek.7.18.1.100-ref-mek.7.18.1.121,ref-sifre-d.47.5.18-ref-sifre-d.47.5.32,352347,352462,ref-mek.7.18.1.100,ref-mek.7.18.1.121,88150,88247,ref-sifre-d.47.5.18,ref-sifre-d.47.5.32,ואוהביו כצאת השמש בגבורתו וכי מי גדול מי שאוהב את המלך או מי שהמלך אוהבו הוי אומר מי שאוהב את המלך שנאמר ,ואוהביו כצאת השמש בגבורתו מי גדול האוהבים או המאהיבים הוי אומר המאהיבים על האוהבים ואומר ,22,15,238,238.0,983,983.0,0.42857142857142855,0.5625,69,ואוהביו כצאת השמש בגבורתו מי גדול אוהב או המאהב הוי אומר מאהב  ה אמר ,3060000809
ref-mek.7.18.1.113-ref-mek.7.18.1.121,ref-sifre-d.121.2.34-ref-sifre-d.121.3.5,352415,352462,ref-mek.7.18.1.113,ref-mek.7.18.1.121,158703,158765,ref-sifre-d.121.2.34,ref-sifre-d.121.3.5,אמר יאמר העבד עד שיאמר כשהוא עבד כי אהבך מכלל שנאמר אהבתי,אמר יאמר העבד עד שיאמר כשהוא עבד כי אהבך מכלל שנאמר אהבתי,9,12,454,454.0,984,984.0,0.0,0.0,57,אמר יאמר העבד עד שיאמר כשהוא עבד כי אהבך מכלל שנאמר אהבתי,3060000810
ref-mek.7.18.1.177-ref-mek.7.18.1.192,ref-sifre-d.121.2.35-ref-sifre-d.121.3.5,352771,352871,ref-mek.7.18.1.177,ref-mek.7.18.1.192,158707,158765,ref-sifre-d.121.2.35,ref-sifre-d.121.3.5,אוהבים שנאמר זרע אברהם אוהבי ונקראו הגרים אוהבים שנאמר ואוהב גר נאמר בישראל ברית שנאמר והיתה ,יאמר העבד עד שיאמר כשהוא עבד כי אהבך מכלל שנאמר אהבתי ,16,11,455,453.0,986,986.0,0.6666666666666666,0.9523809523809523,33,יאמר ע אר הוא ב  אהב מל שנאמר הת ,3060000811
ref-mek.7.18.1.217-ref-mek.7.18.1.227,ref-sifre-d.40.2.5-ref-sifre-d.40.2.22,353028,353088,ref-mek.7.18.1.217,ref-mek.7.18.1.227,64375,64461,ref-sifre-d.40.2.5,ref-sifre-d.40.2.22,ינום ולא ישן שומר ישראל וכי ישראל בלבד הוא שומר והלא,הנה לא ינום ולא ישן שומר ישראל וכי ישראל בלבד הוא שומר והלא הוא שומר את הכל שנאמר,10,18,151,151.0,987,987.0,0.35802469135802467,0.36363636363636365,52,ינום ולא ישן שומר ישראל וכי ישראל בלבד הוא שומר והלא,3060000812
ref-mek.7.18.3.127-ref-mek.7.18.3.132,ref-sifre-d.355.6.54-ref-sifre-d.355.6.59,354773,354803,ref-mek.7.18.3.127,ref-mek.7.18.3.132,376856,376890,ref-sifre-d.355.6.54,ref-sifre-d.355.6.59,ואומר יבא שלום ינוחו על משכבם ,ואומרים יבוא שלום וינוח על משכבו ,6,6,1045,1045.0,989,989.0,0.18181818181818182,0.5,28,ואומר יבא שלום ינוח על משכב ,3060000813
ref-mek.7.18.3.224-ref-mek.7.18.3.257,ref-sifre-d.43.24.42-ref-sifre-d.43.25.56,355255,355424,ref-mek.7.18.3.224,ref-mek.7.18.3.257,82458,82735,ref-sifre-d.43.24.42,ref-sifre-d.43.25.56,חרון אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן,חרון אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן חרב אף חרי האמור כאן חרב ומה חרי אף האמור להלן דבר וחיה רעה אף חרי אף האמור כאן דבר וחיה רעה ומה חרי אף האמור להלן עצירת גשמים וגלות אף חרי אף האמור כאן עצירת גשמים וגלות נמצינו למדים שכל מקום שנאמר חרי אף האמור להלן דבר וחיה רעה אף חרי אף האמור להלן עצירת גשמים וגלות אף חרי אף האמור כאן עצירת גשמים,11,14,214,214.0,990,990.0,0.8361111111111111,0.6,59,חרון אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן,3060000814
ref-mek.7.18.3.348-ref-mek.7.18.3.354,ref-sifre-d.355.10.13-ref-sifre-d.355.10.19,355935,355965,ref-mek.7.18.3.348,ref-mek.7.18.3.354,377819,377849,ref-sifre-d.355.10.13,ref-sifre-d.355.10.19,כה_אמר_ה' שמרו משפט ועשו צדקה ,כה_אמר_ה' שמרו משפט ועשו צדקה ,5,5,1052,1052.0,994,994.0,0.0,0.0,30,כה_אמר_ה' שמרו משפט ועשו צדקה ,3060000815
ref-mek.7.18.3.378-ref-mek.7.18.3.393,ref-sifre-d.40.6.13-ref-sifre-d.40.6.27,356083,356170,ref-mek.7.18.3.378,ref-mek.7.18.3.393,65105,65186,ref-sifre-d.40.6.13,ref-sifre-d.40.6.27,שנאמר ולמדתם אותם את בניכם לדבר בם ואומר שם למען ירבו ימיכם וימי בניכם ואומר,שנאמר ולמדתם אותם את בניכם לדבר בם ואומר שם למען ירבו ימיכם וימי בניכם ואומר,14,15,154,154.0,995,995.0,0.0,0.0,76,שנאמר ולמדתם אותם את בניכם לדבר בם ואומר שם למען ירבו ימיכם וימי בניכם ואומר,3060000816
ref-mek.7.18.3.378-ref-mek.7.18.3.393,ref-sifre-d.41.13.16-ref-sifre-d.41.13.29,356083,356170,ref-mek.7.18.3.378,ref-mek.7.18.3.393,70093,70171,ref-sifre-d.41.13.16,ref-sifre-d.41.13.29,שנאמר ולמדתם אותם את בניכם לדבר בם ואומר למען ירבו ימיכם וימי בניכם ואומר,שנאמר ולמדתם אותם את בניכם לדבר בם ואומר למען ירבו ימיכם וימי בניכם ואומר,14,14,161,161.0,996,996.0,0.0,0.0,73,שנאמר ולמדתם אותם את בניכם לדבר בם ואומר למען ירבו ימיכם וימי בניכם ואומר,3060000817
ref-mek.7.18.3.379-ref-mek.7.18.3.389,ref-sifre-d.46.1.41-ref-sifre-d.46.1.54,356090,356150,ref-mek.7.18.3.379,ref-mek.7.18.3.389,87011,87080,ref-sifre-d.46.1.41,ref-sifre-d.46.1.54,ולמדתם אותם את בניכם ואומר למען ירבו ימיכם ואומר כי כימי ,ולמדתם אותם את בניכם לדבר בם אם למדתם אותם את בניכם ירבו ימיכם וימי ,11,14,234,234.0,999,995.0,0.45588235294117646,0.5384615384615384,42,ולמדתם אותם את בניכם ר למ ירבו ימיכם וימי ,3060000818
ref-mek.8.1.1.124-ref-mek.8.1.1.133,ref-sifre-d.116.6.5-ref-sifre-d.116.6.10,357174,357229,ref-mek.8.1.1.124,ref-mek.8.1.1.133,153659,153692,ref-sifre-d.116.6.5,ref-sifre-d.116.6.10,עירך ענייך קודמין לעניי עירך עניי עירך ועניי עיר אחרת ,עריך עירך קודמים ליושבי עיר אחרת ,10,6,425,425.0,1000,1000.0,0.48148148148148145,0.6666666666666667,28,ערך עיך קודמי ליוי עיר אחרת ,3060000819
ref-mek.8.1.1.174-ref-mek.8.1.1.184,ref-sifre-d.41.24.4-ref-sifre-d.41.24.15,357419,357472,ref-mek.8.1.1.174,ref-mek.8.1.1.184,71656,71713,ref-sifre-d.41.24.4,ref-sifre-d.41.24.15,אתה אומר למלוה או_אינו_אלא ללווה כשהוא אומר אל תקח ,אתה אומר זה תלמוד או_אינו_אלא עבודה ממש כשהוא אומר ויקח ,9,10,168,165.0,1001,1001.0,0.30357142857142855,0.6923076923076923,42,אתה אומר למו או_אינו_אלא וה כשהוא אומר קח ,3060000820
ref-mek.8.1.1.176-ref-mek.8.1.1.190,ref-sifre-d.56.1.28-ref-sifre-d.56.1.37,357428,357504,ref-mek.8.1.1.176,ref-mek.8.1.1.190,104704,104752,ref-sifre-d.56.1.28,ref-sifre-d.56.1.37,למלוה או_אינו_אלא ללווה כשהוא אומר אל תקח מאתו נשך ותרבית הרי ללוה אמור ,אלון מורה מה אלון האמור להלן שכם אף אלון האמור ,13,10,271,271.0,1002,1001.0,0.6527777777777778,0.9375,27,למוה  לו האמר ל ש  לו אמור ,3060000821
ref-mek.8.1.1.180-ref-mek.8.1.1.196,ref-sifre-d.262.1.1-ref-sifre-d.262.2.2,357447,357535,ref-mek.8.1.1.180,ref-mek.8.1.1.196,251976,252056,ref-sifre-d.262.1.1,ref-sifre-d.262.2.2,"לא תשיך לאחיך אין_לי_אלא לוה מלוה מנין ת""ל אל תקח מאתו נשך ותרבית מכלל שנאמר","לא תשיך לאחיך אין_לי_אלא לוה מלוה מנין ת""ל אל תקח מאתו נשך ותרבית מכלל שנאמר",14,15,734,734.0,1003,1003.0,0.0,0.0,76,"לא תשיך לאחיך אין_לי_אלא לוה מלוה מנין ת""ל אל תקח מאתו נשך ותרבית מכלל שנאמר",3060000822
ref-mek.8.1.2.50-ref-mek.8.1.2.56,ref-sifre-d.277.3.1-ref-sifre-d.277.3.7,358142,358173,ref-mek.8.1.2.50,ref-mek.8.1.2.56,262387,262420,ref-sifre-d.277.3.1,ref-sifre-d.277.3.7,השב תשב לו את העבוט כבא השמש ,השב תשיב לו את העבוט כבוא השמש ,7,7,757,757.0,1005,1005.0,0.06451612903225806,0.0,29,השב תשב לו את העבוט כבא השמש ,3060000823
ref-mek.8.1.6.116-ref-mek.8.1.6.136,ref-sifre-d.48.6.67-ref-sifre-d.48.6.88,361030,361124,ref-mek.8.1.6.116,ref-mek.8.1.6.136,92942,93053,ref-sifre-d.48.6.67,ref-sifre-d.48.6.88,לא תניק את בנה וכולן אין למדין אלא מן הבכור מה בכור הקדש אינו יונק אלא מן החולין אף כלן לא ,לו להתקיים לא בכלי זהב ולא בכלי כסף אלא במי שהוא גרוע שבכלים בכלי חרש כך_דברי_תורה אין מתקיימים אלא במי ,21,20,246,246.0,1006,1006.0,0.6826923076923077,0.92,46,ל תק א בה ולא לי אלא מ הור  בכ ש יו יק אלא מי ,3060000824
ref-mek.8.1.6.170-ref-mek.8.1.6.207,ref-sifre-d.62.4.1-ref-sifre-d.62.4.18,361307,361517,ref-mek.8.1.6.170,ref-mek.8.1.6.207,110089,110170,ref-sifre-d.62.4.1,ref-sifre-d.62.4.18,לשום את שמו שם נאמר כאן לשום את שמו ונאמר להלן ושמו את שמי מה,לשום את שמו שם נאמר כאן לשום את שמו ונאמר להלן ושמו את שמי מה,14,15,278,278.0,1007,1007.0,0.0,0.0,61,לשום את שמו שם נאמר כאן לשום את שמו ונאמר להלן ושמו את שמי מה,3060000825
ref-mek.8.1.6.180-ref-mek.8.1.6.198,ref-sifre-d.244.4.44-ref-sifre-d.244.4.59,361359,361460,ref-mek.8.1.6.180,ref-mek.8.1.6.198,243497,243571,ref-sifre-d.244.4.44,ref-sifre-d.244.4.59,ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני ומשמיני ולהלן מה כאן ,ונאמר להלן אשר_לא_אורשה מה כאן חמשים אף להלן חמשים ומה להלן שקלים אף כאן ,19,14,708,686.0,1011,1007.0,0.6122448979591837,0.5833333333333333,46,ונאמר להלן שלה ה ן משי אף להן מי ומ להלן  כאן ,3060000826
ref-mek.8.1.6.170-ref-mek.8.1.6.207,ref-sifre-d.289.9.14-ref-sifre-d.289.9.51,361307,361517,ref-mek.8.1.6.170,ref-mek.8.1.6.207,274937,275097,ref-sifre-d.289.9.14,ref-sifre-d.289.9.51,כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן נחלה מה שם האמור לשם זרע אף שם ר'_יהודה_אומר נאמר כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן נחלה מה שם האמור לשם זרע אף שם האמור כאן זרע מה שם האמור להלן זרע אף כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן נחלה מה שם האמור לשם זרע אף שם,שם ר'_יהודה_אומר נאמר כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן נחלה מה שם האמור לשם זרע אף שם האמור כאן זרע מה שם האמור להלן זרע אף כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן נחלה מה שם האמור לשם זרע אף שם,31,36,776,776.0,1009,1009.0,0.2668711656441718,0.0,239,שם ר'_יהודה_אומר נאמר כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן נחלה מה שם האמור לשם זרע אף שם האמור כאן זרע מה שם האמור להלן זרע אף כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן נחלה מה שם האמור לשם זרע אף שם,3060000827
ref-mek.8.2.1.32-ref-mek.8.2.1.41,ref-sifre-d.230.3.8-ref-sifre-d.230.3.17,361697,361752,ref-mek.8.2.1.32,ref-mek.8.2.1.41,231465,231510,ref-sifre-d.230.3.8,ref-sifre-d.230.3.17,קדושה ונאמר להלן קדושה מה להלן אסורין באכילה אף כאן תה,קדש ונאמר להלן קדש מה להלן איסור הנאה אף כאן ,11,10,661,654.0,1014,1014.0,0.25925925925925924,0.4545454545454546,42,קדש ונאמר להלן קדש מה להלן אסור אה אף כאן ,3060000828
ref-mek.8.2.1.94-ref-mek.8.2.1.109,ref-sifre-d.194.1.1-ref-sifre-d.194.2.8,362008,362091,ref-mek.8.2.1.94,ref-mek.8.2.1.109,205925,206037,ref-sifre-d.194.1.1,ref-sifre-d.194.2.8,אין_לי_אלא בונה ירש לקח ניתן לו במתנה מנין_תלמוד_לומר מי האיש אשר בנה בית אין_לי_אלא בית מנין,מי האיש אשר בנה אין_לי_אלא בונה ירש לקח ניתן לו במתנה מנין_תלמוד_לומר מי האיש אשר בנה בית אין_לי_אלא בית מנין,14,20,590,590.0,1015,1015.0,0.14678899082568808,0.0,93,אין_לי_אלא בונה ירש לקח ניתן לו במתנה מנין_תלמוד_לומר מי האיש אשר בנה בית אין_לי_אלא בית מנין,3060000829
ref-mek.8.2.1.105-ref-mek.8.2.1.115,ref-sifre-d.195.1.1-ref-sifre-d.195.2.8,362064,362111,ref-mek.8.2.1.105,ref-mek.8.2.1.115,206491,206615,ref-sifre-d.195.1.1,ref-sifre-d.195.2.8,מי האיש אשר נטע כרם אין_לי_אלא כרם מנין חמשה אילני,ומי האיש אשר נטע אין_לי_אלא נטע ירש לקח ניתן לו במתנה מנין_תלמוד_לומר מי האיש אשר נטע כרם אין_לי_אלא כרם מנין חמשה אילני,8,20,601,601.0,1017,1017.0,0.5833333333333334,0.4,50,מי האיש אשר נטע כרם אין_לי_אלא כרם מנין חמשה אילני,3060000830
ref-mek.8.2.1.196-ref-mek.8.2.1.203,ref-sifre-d.130.6.12-ref-sifre-d.130.6.19,362542,362579,ref-mek.8.2.1.196,ref-mek.8.2.1.203,165908,165946,ref-sifre-d.130.6.12,ref-sifre-d.130.6.19,ולכל בני ישראל לא יחרץ כלב לשונו אמר ,ולכל בני ישראל לא יחרץ כלב לשונו אמור ,8,8,500,499.0,1019,1019.0,0.02631578947368421,0.0,37,ולכל בני ישראל לא יחרץ כלב לשונו אמר ,3060000831
ref-mek.8.2.1.238-ref-mek.8.2.1.244,ref-sifre-d.37.5.46-ref-sifre-d.37.5.52,362748,362789,ref-mek.8.2.1.238,ref-mek.8.2.1.244,54072,54112,ref-sifre-d.37.5.46,ref-sifre-d.37.5.52,ואומר כסא כבוד מרום מראשון מקים מקדשינו ,שנאמר כסא כבוד מרום מראשון מקום מקדשנו ,7,7,135,135.0,1020,1020.0,0.125,0.25,36,אמר כסא כבוד מרום מראשון מקם מקדשנו ,3060000832
ref-mek.8.2.5.1-ref-mek.8.2.5.45,ref-sifre-d.222.1.2-ref-sifre-d.222.1.41,364306,364535,ref-mek.8.2.5.1,ref-mek.8.2.5.45,224393,224591,ref-sifre-d.222.1.2,ref-sifre-d.222.1.41,כי תפגע שומע אני כשמועו תלמוד_לומר_כי תראה או כי תראה שומע אני אפילו בריחוק ממנו מלא מיל תלמוד_לומר_כי תפגע כיצד_יתקיימו_שני_מקראות_הללו שיערו חכמים אחד משבעה ומחצה כמיל הוי אומר ריס נמצינו למדין שהוא עובר על מצות עשה ועל ,תראה יכול אפילו הוא רחוק ממנו מלא מיל תלמוד_לומר_כי תפגע אי כי תפגע שומע אני כמשמעו תלמוד_לומר_לא תראה הא כיצד שערו חכמים אחד משבעה ומחצה במיל שהוא ריס נמצינו למדין שהוא עובר על מצות עשה ועל ,37,36,636,636.0,1021,1021.0,0.44594594594594594,0.3125,144,י פ ומ א מ תלמוד_לומר_כי ת א כי ת שומע אני ממו תלמוד_לומר_ ת כיצד שערו חכמים אחד משבעה ומחצה מיל הוא ריס נמצינו למדין שהוא עובר על מצות עשה ועל ,3060000833
ref-mek.8.2.5.38-ref-mek.8.2.5.49,ref-sifre-d.222.2.16-ref-sifre-d.222.3.1,364494,364552,ref-mek.8.2.5.38,ref-mek.8.2.5.49,224741,224799,ref-sifre-d.222.2.16,ref-sifre-d.222.3.1,נמצינו למדין שהוא עובר על מצות עשה ועל מצות לא תעשה שור ,נמצינו למדין שהוא עובר על מצות עשה ועל מצות_לא_תעשה שור ,12,10,642,642.0,1022,1021.0,0.03571428571428571,0.2727272727272727,54,נמצינו למדין שהוא עובר על מצות עשה ועל מצותלאתעשה שור ,3060000834
ref-mek.8.2.5.151-ref-mek.8.2.5.220,ref-sifre-d.222.6.33-ref-sifre-d.223.5.2,365067,365411,ref-mek.8.2.5.151,ref-mek.8.2.5.220,225482,225875,ref-sifre-d.222.6.33,ref-sifre-d.223.5.2,השב תשיבם לאחיך ואם לא קרוב שיכול אין_לי_אלא קרוב רחוק מנין_תלמוד_לומר ואם לא קרוב אין_לי_אלא רחוק וקרוב שמכירו אם אין מכירו מנין_תלמוד_לומר ולא ידעתו ואספתו מציאה שדרכה להאסף להביא השבורה אל תוך ביתך ולא לבית אחר והיה עמך עד דרוש אחיך,השב תשיבם לאחיך ואם לא קרוב שיכול אין_לי_אלא קרוב רחוק מנין_תלמוד_לומר ואם לא קרוב אין_לי_אלא רחוק וקרוב שמכירו אם אין מכירו מנין_תלמוד_לומר ולא ידעתו ואספתו מציאה שדרכה להאסף להביא השבורה אל תוך ביתך ולא לבית אחר והיה עמך עד דרוש אחיך,32,41,643,643.0,1023,1023.0,0.0,0.0,235,השב תשיבם לאחיך ואם לא קרוב שיכול אין_לי_אלא קרוב רחוק מנין_תלמוד_לומר ואם לא קרוב אין_לי_אלא רחוק וקרוב שמכירו אם אין מכירו מנין_תלמוד_לומר ולא ידעתו ואספתו מציאה שדרכה להאסף להביא השבורה אל תוך ביתך ולא לבית אחר והיה עמך עד דרוש אחיך,3060000835
ref-mek.8.2.6.2-ref-mek.8.2.6.13,ref-sifre-d.222.1.34-ref-sifre-d.222.1.47,365475,365536,ref-mek.8.2.6.2,ref-mek.8.2.6.13,224550,224618,ref-sifre-d.222.1.34,ref-sifre-d.222.1.47,מעזוב לו עזוב תעזוב עמו נמצינו למדין שהוא עובר על עשה ועל ,נמצינו למדין שהוא עובר על מצות עשה ועל מצות_לא_תעשה עזב תעזוב עמו ,12,12,637,636.0,1027,1027.0,0.7121212121212122,0.3076923076923077,34,נמצינו למדין שהוא עובר על עשה ועל ,3060000836
ref-mek.8.2.6.117-ref-mek.8.2.6.143,ref-sifre-d.222.1.45-ref-sifre-d.222.1.54,366053,366177,ref-mek.8.2.6.117,ref-mek.8.2.6.143,224605,224649,ref-sifre-d.222.1.45,ref-sifre-d.222.1.54,עזב תעזוב עמו זו פקידה הקם תקים עמו זו טעינה,עזב תעזוב עמו זו פקידה הקם תקים עמו זו טעינה,9,10,638,638.0,1028,1028.0,0.0,0.0,44,עזב תעזוב עמו זו פקידה הקם תקים עמו זו טעינה,3060000837
ref-mek.8.2.6.117-ref-mek.8.2.6.143,ref-sifre-d.225.5.1-ref-sifre-d.225.5.10,366053,366177,ref-mek.8.2.6.117,ref-mek.8.2.6.143,227007,227050,ref-sifre-d.225.5.1,ref-sifre-d.225.5.10,עזב תעזב עמו זו פריקה הקם תקים עמו זו טעינה,עזב תעזב עמו זו פריקה הקם תקים עמו זו טעינה,9,10,648,648.0,1029,1029.0,0.0,0.0,43,עזב תעזב עמו זו פריקה הקם תקים עמו זו טעינה,3060000838
ref-mek.8.2.6.193-ref-mek.8.2.6.199,ref-sifre-d.222.1.45-ref-sifre-d.222.1.54,366425,366458,ref-mek.8.2.6.193,ref-mek.8.2.6.199,224605,224649,ref-sifre-d.222.1.45,ref-sifre-d.222.1.54,הקם תקים עמו טעינה עזוב תעזוב עמו ,עזב תעזוב עמו זו פקידה הקם תקים עמו זו טעינה ,7,10,640,636.0,1032,1032.0,0.6444444444444445,0.25,19,הקם תקים עמו טעינה ,3060000839
ref-mek.8.2.6.193-ref-mek.8.2.6.200,ref-sifre-d.225.5.1-ref-sifre-d.225.5.10,366425,366464,ref-mek.8.2.6.193,ref-mek.8.2.6.200,227007,227050,ref-sifre-d.225.5.1,ref-sifre-d.225.5.10,הקם תקים עמו טעינה עזוב תעזוב עמו פריקה ,עזב תעזב עמו זו פריקה הקם תקים עמו זו טעינה ,8,10,650,648.0,1033,1032.0,0.5909090909090909,0.125,20, ת עמו יה  ת עמו יה ,3060000840
ref-mek.8.2.6.216-ref-mek.8.2.6.231,ref-sifre-d.222.1.45-ref-sifre-d.222.1.54,366539,366614,ref-mek.8.2.6.216,ref-mek.8.2.6.231,224605,224649,ref-sifre-d.222.1.45,ref-sifre-d.222.1.54,עזוב תעזוב עמו למה_נאמר_לפי_שהוא_אומר הקם תקים עמו אין_לי_אלא פריקה וטעינה ,עזב תעזוב עמו זו פקידה הקם תקים עמו זו טעינה ,10,10,641,636.0,1034,1034.0,0.5066666666666667,0.4545454545454546,38,עזב תעזוב עמו פיה הקם תקים עמו וטעינה ,3060000841
ref-mek.8.2.6.216-ref-mek.8.2.6.231,ref-sifre-d.225.5.1-ref-sifre-d.225.5.10,366539,366614,ref-mek.8.2.6.216,ref-mek.8.2.6.231,227007,227050,ref-sifre-d.225.5.1,ref-sifre-d.225.5.10,עזוב תעזוב עמו למה_נאמר_לפי_שהוא_אומר הקם תקים עמו אין_לי_אלא פריקה וטעינה ,עזב תעזב עמו זו פריקה הקם תקים עמו זו טעינה ,10,10,651,648.0,1035,1034.0,0.5066666666666667,0.30000000000000004,37,עזב תעזב עמו פיה הקם תקים עמו וטעינה ,3060000842
ref-mek.8.3.6.17-ref-mek.8.3.6.20,ref-sifre-d.231.1.9-ref-sifre-d.231.1.12,371346,371368,ref-mek.8.3.6.17,ref-mek.8.3.6.20,232482,232504,ref-sifre-d.231.1.9,ref-sifre-d.231.1.12,למען ינוח שורך וחמורך ,למען ינוח שורך וחמורך ,4,4,663,663.0,1036,1036.0,0.0,0.0,22,למען ינוח שורך וחמורך ,3060000843
ref-mek.8.3.6.49-ref-mek.8.3.6.52,ref-sifre-d.231.1.9-ref-sifre-d.231.1.12,371503,371525,ref-mek.8.3.6.49,ref-mek.8.3.6.52,232482,232504,ref-sifre-d.231.1.9,ref-sifre-d.231.1.12,למען ינוח שורך וחמורך ,למען ינוח שורך וחמורך ,4,4,664,663.0,1037,1037.0,0.0,0.0,22,למען ינוח שורך וחמורך ,3060000844
