baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-m,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-m.5.1.1.2.25-ref-m.5.1.1.2.30,ref-sifre-d.71.12.5-ref-sifre-d.71.12.13,628024,628056,ref-m.5.1.1.2.25,ref-m.5.1.1.2.30,116422,116471,ref-sifre-d.71.12.5,ref-sifre-d.71.12.13,קדשי קדשים ששחטן לשם קדשים קלים ,כשם שנתנה תורה מחיצה בין קדשי קדשים לקדשים קלים ,1,9,148,148.0,769,769.0,0.6041666666666666,0.4285714285714286,3,קדשי קדשים קלים,1060000565,6,9
ref-m.5.1.1.2.25-ref-m.5.1.1.2.30,ref-sifre-d.106.3.7-ref-sifre-d.106.3.15,628024,628056,ref-m.5.1.1.2.25,ref-m.5.1.1.2.30,144542,144591,ref-sifre-d.106.3.7,ref-sifre-d.106.3.15,קדשי קדשים ששחטן לשם קדשים קלים ,כשם שנתנה תורה מחיצה בין קדשי קדשים לקדשים קלים ,1,9,244,244.0,770,769.0,0.6041666666666666,0.4285714285714286,3,קדשי קדשים קלים,1060000566,6,9
ref-m.5.1.1.2.49-ref-m.5.1.1.3.7,ref-sifre-d.128.1.6-ref-sifre-d.128.1.13,628165,628224,ref-m.5.1.1.2.49,ref-m.5.1.1.3.7,164110,164148,ref-sifre-d.128.1.6,ref-sifre-d.128.1.13,לשם מעשר פסולין הפסח ששחטו בשחרית בארבעה עשר שלא לשמו ,לשם פסח שאם שחטו עשאו שלא לשמו פסול ,10,8,317,317.0,772,772.0,0.6296296296296297,0.7272727272727273,3,לשם שלא לשמו,1060000567,10,8
ref-m.5.1.1.2.49-ref-m.5.1.1.3.7,ref-sifre-d.129.1.6-ref-sifre-d.129.1.12,628165,628224,ref-m.5.1.1.2.49,ref-m.5.1.1.3.7,164686,164719,ref-sifre-d.129.1.6,ref-sifre-d.129.1.12,לשם מעשר פסולין הפסח ששחטו בשחרית בארבעה עשר שלא לשמו ,לשם פסח שאם שחטו שלא לשמו פסול ,10,7,322,320.0,773,772.0,0.6481481481481481,0.7,3,לשם שלא לשמו,1060000568,10,7
ref-m.5.1.1.4.10-ref-m.5.1.1.4.31,ref-sifre-d.306.36.84-ref-sifre-d.306.36.99,628596,628715,ref-m.5.1.1.4.10,ref-m.5.1.1.4.31,308057,308129,ref-sifre-d.306.36.84,ref-sifre-d.306.36.99,"לה' עולה לה' מנחה לה' שלמים אלא עולה לה' מנחה לה' שלמים לה' ת""ל קרבן לה' עולה לה' מנחה לה' שלמים אלא עולה לה' מנחה לה' שלמים לה' ת""ל קרבן לה'","לה' עולה לה' מנחה לה' שלמים אלא עולה לה' מנחה לה' שלמים לה' ת""ל קרבן לה' עולה לה' מנחה לה' שלמים אלא עולה לה' מנחה לה' שלמים לה' ת""ל קרבן לה'",15,15,913,913.0,774,774.0,0.0,0.0,31,"לה' עולה לה' מנחה לה' שלמים אלא עולה לה' מנחה לה' שלמים לה' ת""ל קרבן לה' עולה לה' מנחה לה' שלמים אלא עולה לה' מנחה לה' שלמים לה' ת""ל קרבן לה'",1060000569,31,31
ref-m.5.1.2.1.17-ref-m.5.1.2.1.31,ref-sifre-d.169.1.13-ref-sifre-d.169.1.28,629116,629179,ref-m.5.1.2.1.17,ref-m.5.1.2.1.31,189887,189953,ref-sifre-d.169.1.13,ref-sifre-d.169.1.28,ערל טמא יושב עומד על גבי כלים על גבי בהמה על גבי רגלי חבירו פסל ,ערל טמא יושב עומד על גבי הכלים או על גבי בהמה או על גבי חברו פסול ,8,16,406,406.0,776,776.0,0.2272727272727272,0.3846153846153846,8,ערל טמא יושב עומד על גבי על גבי,1060000570,15,16
ref-m.5.1.3.4.28-ref-m.5.1.3.5.16,ref-sifre-d.72.10.20-ref-sifre-d.72.10.29,631677,631810,ref-m.5.1.3.4.28,ref-m.5.1.3.5.16,118295,118351,ref-sifre-d.72.10.20,ref-sifre-d.72.10.29,שאין חייבים עליו משום פגול ונותר וטמא האוכל ממנו חוץ,שאין חייבים עליו משום פגול ונותר וטמא האוכל ממנו חוץ,10,10,161,161.0,777,777.0,0.0,0.0,10,שאין חייבים עליו משום פגול ונותר וטמא האוכל ממנו חוץ,1060000571,10,10
ref-m.5.1.3.4.29-ref-m.5.1.3.5.16,ref-sifre-d.72.10.36-ref-sifre-d.72.10.44,631683,631810,ref-m.5.1.3.4.29,ref-m.5.1.3.5.16,118386,118439,ref-sifre-d.72.10.36,ref-sifre-d.72.10.44,חייבים עליהם משום פגול ונותר וטמא השוחט את המוקדשין לאכול שליל או שליא בחוץ לא פיגל המולק תורין בפנים לאכול ביציהם בחוץ ,שחייבים עליהם משום פיגול ונותר וטמא האוכל מהם חוץ ,22,9,165,165.0,779,777.0,0.6166666666666667,0.631578947368421,4,עליהם משום ונותר וטמא,1060000572,22,9
ref-m.5.1.4.5.3-ref-m.5.1.4.5.32,ref-sifre-d.72.10.20-ref-sifre-d.72.10.29,633328,633487,ref-m.5.1.4.5.3,ref-m.5.1.4.5.32,118295,118351,ref-sifre-d.72.10.20,ref-sifre-d.72.10.29,שאין חייבים עליו משום פגול ונותר וטמא האוכל ממנו חוץ,שאין חייבים עליו משום פגול ונותר וטמא האוכל ממנו חוץ,10,10,164,162.0,780,780.0,0.0,0.0,10,שאין חייבים עליו משום פגול ונותר וטמא האוכל ממנו חוץ,1060000573,10,10
ref-m.5.1.4.5.21-ref-m.5.1.4.5.31,ref-sifre-d.72.10.36-ref-sifre-d.72.10.44,633426,633484,ref-m.5.1.4.5.21,ref-m.5.1.4.5.31,118386,118439,ref-sifre-d.72.10.36,ref-sifre-d.72.10.44,חייבים עליהם משום פגול חייבין עליהם משום נותר משום טמא חוץ ,שחייבים עליהם משום פיגול ונותר וטמא האוכל מהם חוץ ,11,9,166,165.0,782,780.0,0.4576271186440678,0.5833333333333333,3,עליהם משום חוץ,1060000574,11,9
ref-m.5.1.4.6.4-ref-m.5.1.4.6.10,ref-sifre-d.68.1.8-ref-sifre-d.68.1.20,633602,633633,ref-m.5.1.4.6.4,ref-m.5.1.4.6.10,113653,113726,ref-sifre-d.68.1.8,ref-sifre-d.68.1.20,הזבח נזבח לשם זבח לשם זובח לשם ,לשכן שמו שם עולותיכם עולת יחיד ועולת צבור וזבחיכם זבחי שלמי יחיד וזבחי ,1,8,136,135.0,783,783.0,0.7887323943661971,0.7777777777777778,0,,1060000575,7,13
ref-m.5.1.5.4.12-ref-m.5.1.5.4.21,ref-sifre-d.78.10.18-ref-sifre-d.78.10.31,634702,634761,ref-m.5.1.5.4.12,ref-m.5.1.5.4.21,125902,125978,ref-sifre-d.78.10.18,ref-sifre-d.78.10.31,טעון שתי מתנות שהן ארבע וטעונה הפשט ונתוח וכליל לאישים ,טעונה הפשט ונתוח וכליל לאישים אף תמורה כיוצא בה ומה עולה טעונה מתן ארבע ,10,14,196,195.0,784,784.0,0.7222222222222222,0.6,4,הפשט ונתוח וכליל לאישים,1060000576,10,14
ref-m.5.1.7.4.54-ref-m.5.1.7.4.74,ref-sifre-d.269.4.29-ref-sifre-d.269.4.46,638928,639026,ref-m.5.1.7.4.54,ref-m.5.1.7.4.74,255977,256060,ref-sifre-d.269.4.29,ref-sifre-d.269.4.46,אשתי כשם אשתו פסול לגרש בו יותר מכאן אמרו יש לו שתי נשים ששמותם,ואומר זה שמי ושם אשתי כשם אשתו פסול לגרש בו יותר מכאן אמרו יש לו שתי נשים ששמותם,14,18,682,682.0,785,785.0,0.2125,0.0999999999999999,14,אשתי כשם אשתו פסול לגרש בו יותר מכאן אמרו יש לו שתי נשים ששמותם,1060000577,14,18
ref-m.5.1.7.4.105-ref-m.5.1.7.4.111,ref-sifre-d.76.8.33-ref-sifre-d.76.8.40,639181,639216,ref-m.5.1.7.4.105,ref-m.5.1.7.4.111,123698,123738,ref-sifre-d.76.8.33,ref-sifre-d.76.8.40,אף אתה אל תתמה על העולה שאף על פי ,ואף אתה אל תתמה על בשר בחלב שאף על פי ,9,10,192,191.0,787,787.0,0.2105263157894736,0.25,5,אתה אל תתמה על שאף_על_פי,1060000578,9,10
ref-m.5.1.8.1.31-ref-m.5.1.8.1.37,ref-sifre-d.101.2.10-ref-sifre-d.101.2.17,640399,640455,ref-m.5.1.8.1.31,ref-m.5.1.8.1.37,139656,139707,ref-sifre-d.101.2.10,ref-sifre-d.101.2.17,ברובע ובנרבע ובמוקצה ובנעבד ובאתנן ובמחיר ובכלאים ,הרובע ואת הנרבע מוקצה ונעבד אתנן ומחיר וכלאים ,2,2,230,230.0,788,788.0,0.24,0.9285714285714286,0,,1060000579,7,8
ref-m.5.1.8.1.31-ref-m.5.1.8.1.38,ref-sifre-d.147.6.2-ref-sifre-d.147.6.18,640399,640464,ref-m.5.1.8.1.31,ref-m.5.1.8.1.38,177061,177159,ref-sifre-d.147.6.2,ref-sifre-d.147.6.18,ברובע ובנרבע ובמוקצה ובנעבד ובאתנן ובמחיר ובכלאים ובטריפה ,לרובע ונרבע ומוקצה ונעבד תלמוד לומר כי תועבת ה' א להיך הוא ומנין לאתנן ומחיר וכלאים וטרפה ,3,17,356,356.0,789,788.0,0.5222222222222223,0.9473684210526316,0,,1060000580,8,17
ref-m.5.1.8.2.47-ref-m.5.1.8.3.1,ref-sifre-d.74.1.34-ref-sifre-d.74.1.46,640863,640910,ref-m.5.1.8.2.47,ref-m.5.1.8.3.1,119533,119611,ref-sifre-d.74.1.34,ref-sifre-d.74.1.46,הכל יכולין להתערב חוץ מן החטאת ומן האשם אשם ,חוץ לקלעים קל וחומר מחטאת ואשם ומה חטאת ואשם שמותרים באכילה האוכל מהם ,9,13,174,174.0,790,790.0,0.6857142857142857,0.6923076923076923,1,חוץ,1060000581,9,13
ref-m.5.1.8.9.29-ref-m.5.1.8.10.16,ref-sifre-d.82.3.9-ref-sifre-d.82.3.20,642025,642126,ref-m.5.1.8.9.29,ref-m.5.1.8.10.16,129021,129099,ref-sifre-d.82.3.9,ref-sifre-d.82.3.20,במתנה אחת שנתערבו בניתנים במתנה אחת במתנות ארבע ינתנו במתנה אחת,הניתנים במתנה אחת שנתערבו בניתנים במתנה אחת במתנות ארבע ינתנו במתנה אחת שנתערבו בניתנים במתנה אחת במתנות ארבע ינתנו במתנה אחת,6,11,201,201.0,791,791.0,0.496,0.0,11,במתנה אחת שנתערבו בניתנים במתנה אחת במתנות ארבע ינתנו במתנה אחת,1060000582,11,21
ref-m.5.1.8.10.18-ref-m.5.1.8.10.33,ref-sifre-d.82.3.9-ref-sifre-d.82.3.20,642132,642216,ref-m.5.1.8.10.18,ref-m.5.1.8.10.33,129021,129099,ref-sifre-d.82.3.9,ref-sifre-d.82.3.20,מתן ארבע במתנה אחת רבי אליעזר אומר ינתנו במתן ארבע רבי יהושע אומר ינתנו במתנה אחת ,הניתנים במתנה אחת שנתערבו בניתנים במתנה אחת במתנות ארבע ינתנו במתנה אחת ,16,7,202,201.0,793,793.0,0.4878048780487805,0.6,6,במתנה אחת ארבע ינתנו במתנה אחת,1060000583,16,12
ref-m.5.1.9.3.6-ref-m.5.1.9.3.12,ref-sifre-d.101.2.10-ref-sifre-d.101.2.17,644163,644219,ref-m.5.1.9.3.6,ref-m.5.1.9.3.12,139656,139707,ref-sifre-d.101.2.10,ref-sifre-d.101.2.17,הרובע והנרבע והמוקצה והנעבד והאתנן והמחיר והכלאים ,הרובע ואת הנרבע מוקצה ונעבד אתנן ומחיר וכלאים ,2,2,231,230.0,794,794.0,0.2,0.3333333333333333,1,הרובע,1060000584,7,8
ref-m.5.1.9.3.6-ref-m.5.1.9.3.13,ref-sifre-d.147.6.2-ref-sifre-d.147.6.18,644163,644227,ref-m.5.1.9.3.6,ref-m.5.1.9.3.13,177061,177159,ref-sifre-d.147.6.2,ref-sifre-d.147.6.18,הרובע והנרבע והמוקצה והנעבד והאתנן והמחיר והכלאים והטרפה ,לרובע ונרבע ומוקצה ונעבד תלמוד לומר כי תועבת ה' א להיך הוא ומנין לאתנן ומחיר וכלאים וטרפה ,3,17,357,356.0,795,794.0,0.5111111111111111,0.3333333333333333,0,,1060000585,8,17
ref-m.5.1.9.5.26-ref-m.5.1.9.6.1,ref-sifre-d.78.4.2-ref-sifre-d.78.5.3,644646,644796,ref-m.5.1.9.5.26,ref-m.5.1.9.6.1,125169,125324,ref-sifre-d.78.4.2,ref-sifre-d.78.5.3,והעצמות והגידים והקרנים והטלפים בזמן שהן מחוברים יעלו שנאמר והקטיר הכהן את הכל המזבחה פרשו לא יעלו שנאמר ועשית עולותיך הבשר והדם וכולם ,"שנאמר והקטיר הכהן את הכל לרבות את העצמות ואת הגידים והקרביים והקרנים והטלפים יכול אפילו שפרשו ת""ל ועשית עולותיך הבשר והדם ועשית עולותיך יכול ",23,24,194,194.0,796,796.0,0.6737588652482269,0.48,9,שנאמר והקטיר הכהן את הכל ועשית עולותיך הבשר והדם,1060000586,23,24
ref-m.5.1.13.2.1-ref-m.5.1.13.2.38,ref-sifre-d.71.7.1-ref-sifre-d.71.7.14,650504,650688,ref-m.5.1.13.2.1,ref-m.5.1.13.2.38,116000,116073,ref-sifre-d.71.7.1,ref-sifre-d.71.7.14,"טמא יאכלנו אין לי אלא טמא טהור מנין ת""ל יאכלנו הטמא והטהור יחדיו יאכלנו","טמא יאכלנו אין לי אלא טמא טהור מנין ת""ל יאכלנו הטמא והטהור יחדיו יאכלנו",7,7,147,145.0,798,798.0,0.0,0.0,12,"טמא יאכלנו אין_לי_אלא טמא טהור מנין ת""ל יאכלנו הטמא והטהור יחדיו יאכלנו",1060000587,14,14
ref-m.5.1.13.2.1-ref-m.5.1.13.2.37,ref-sifre-d.75.12.7-ref-sifre-d.75.12.23,650504,650682,ref-m.5.1.13.2.1,ref-m.5.1.13.2.37,121427,121520,ref-sifre-d.75.12.7,ref-sifre-d.75.12.23,"בטהרה ת""ל הטהור והטמא יאכלנו אין לי אלא טמא טהור מנין ת""ל טהור יאכלנו הטמא והטהור יאכלנו","בטהרה ת""ל הטהור והטמא יאכלנו אין לי אלא טמא טהור מנין ת""ל טהור יאכלנו הטמא והטהור יאכלנו",4,4,180,178.0,797,797.0,0.0,0.0,15,"בטהרה ת""ל הטהור והטמא יאכלנו אין_לי_אלא טמא טהור מנין ת""ל טהור יאכלנו הטמא והטהור יאכלנו",1060000588,17,17
ref-m.5.1.14.2.1-ref-m.5.1.14.2.9,ref-sifre-d.101.2.10-ref-sifre-d.101.2.18,652888,652965,ref-m.5.1.14.2.1,ref-m.5.1.14.2.9,139656,139719,ref-sifre-d.101.2.10,ref-sifre-d.101.2.18,הרובע והנרבע והמוקצה והנעבד והאתנן והמחיר והכלאים והטריפה ויוצא דופן ,הרובע ואת הנרבע מוקצה ונעבד אתנן ומחיר וכלאים ויוצא דופן ,3,4,232,230.0,801,801.0,0.2608695652173913,0.3333333333333333,3,הרובע ויוצא דופן,1060000589,10,10
ref-m.5.1.14.2.1-ref-m.5.1.14.2.9,ref-sifre-d.147.6.2-ref-sifre-d.147.6.19,652888,652965,ref-m.5.1.14.2.1,ref-m.5.1.14.2.9,177061,177171,ref-sifre-d.147.6.2,ref-sifre-d.147.6.19,הרובע והנרבע והמוקצה והנעבד והאתנן והמחיר והכלאים והטריפה ויוצא דופן ,לרובע ונרבע ומוקצה ונעבד תלמוד לומר כי תועבת ה' א להיך הוא ומנין לאתנן ומחיר וכלאים וטרפה ויוצא דופן ,3,19,358,356.0,802,801.0,0.4653465346534653,0.2857142857142857,2,ויוצא דופן,1060000590,10,19
ref-m.5.1.14.4.1-ref-m.5.1.14.4.15,ref-sifre-d.65.1.7-ref-sifre-d.65.1.21,653985,654083,ref-m.5.1.14.4.1,ref-m.5.1.14.4.15,112029,112127,ref-sifre-d.65.1.7,ref-sifre-d.65.1.21,עד שלא הוקם המשכן היו הבמות מותרות ועבודה בבכורות משהוקם המשכן נאסרו הבמות ועבודה בכהנים ,עד שלא הוקם המשכן היו הבמות מותרות ועבודה בבכורות משהוקם המשכן נאסרו הבמות ועבודה בכהנים ,15,15,129,129.0,803,803.0,0.0,0.0,15,עד שלא הוקם המשכן היו הבמות מותרות ועבודה בבכורות משהוקם המשכן נאסרו הבמות ועבודה בכהנים,1060000591,15,15
ref-m.5.1.14.4.16-ref-m.5.1.14.4.24,ref-sifre-d.73.1.39-ref-sifre-d.73.1.54,654084,654133,ref-m.5.1.14.4.16,ref-m.5.1.14.4.24,119150,119236,ref-sifre-d.73.1.39,ref-sifre-d.73.1.54,קדשי קדשים נאכלים לפנים מן הקלעים קדשים קלים בכל ,קדשים קלים האוכל ממנו לאחר זריקת דמים עובר בלא תעשה חטאת ואשם שהם קדשי קדשים האוכל ,9,6,170,167.0,804,804.0,0.6265060240963856,0.6363636363636364,2,קדשים קלים,1060000592,9,16
ref-m.5.1.14.5.1-ref-m.5.1.14.6.4,ref-sifre-d.65.2.7-ref-sifre-d.65.2.15,654145,654248,ref-m.5.1.14.5.1,ref-m.5.1.14.6.4,112160,112217,ref-sifre-d.65.2.7,ref-sifre-d.65.2.15,באו לגלגל והותרו הבמות קדשי קדשים נאכלים לפנים מן הקלעים קדשים קלים בכל מקום באו לשילה נאסרו הבמות ,משבאו לשילה נאסרו הבמות בוא לנוב וגבעון הותרו הבמות ,18,9,130,130.0,805,805.0,0.6767676767676768,0.7333333333333334,3,לשילה נאסרו הבמות,1060000593,18,9
ref-m.5.1.14.7.1-ref-m.5.1.14.7.5,ref-sifre-d.65.2.11-ref-sifre-d.65.2.15,654389,654420,ref-m.5.1.14.7.1,ref-m.5.1.14.7.5,112187,112217,ref-sifre-d.65.2.11,ref-sifre-d.65.2.15,באו לנוב ולגבעון הותרו הבמות ,בוא לנוב וגבעון הותרו הבמות ,5,5,131,130.0,807,806.0,0.0689655172413793,0.4,3,לנוב הותרו הבמות,1060000594,5,5
ref-m.5.1.14.6.16-ref-m.5.1.14.7.14,ref-sifre-d.73.1.38-ref-sifre-d.73.1.54,654304,654470,ref-m.5.1.14.6.16,ref-m.5.1.14.7.14,119144,119236,ref-sifre-d.73.1.38,ref-sifre-d.73.1.54,שהוא קדשים קלים האוכל ממנו לאחר זריקת דמים עובר בלא תעשה חטאת ואשם שהם קדשי קדשים האוכל,שהוא קדשים קלים האוכל ממנו לאחר זריקת דמים עובר בלא תעשה חטאת ואשם שהם קדשי קדשים האוכל,7,7,168,168.0,806,806.0,0.0,0.0,13,שהוא קדשים קלים האוכל ממנו לאחר_זריקת_דמים עובר_בלא_תעשה חטאת ואשם שהם קדשי קדשים האוכל,1060000595,17,17
ref-m.5.1.14.8.10-ref-m.5.1.14.8.24,ref-sifre-d.73.1.38-ref-sifre-d.73.1.53,654530,654610,ref-m.5.1.14.8.10,ref-m.5.1.14.8.24,119144,119229,ref-sifre-d.73.1.38,ref-sifre-d.73.1.53,והיא היתה נחלה קדשי קדשים נאכלים לפנים מן הקלעים קדשים קלים ומעשר שני לפנים מן ,שהוא קדשים קלים האוכל ממנו לאחר זריקת דמים עובר בלא תעשה חטאת ואשם שהם קדשי קדשים ,15,6,167,167.0,809,809.0,0.7926829268292683,0.8333333333333334,2,קדשים קלים,1060000596,15,16
ref-m.5.1.14.9.21-ref-m.5.1.14.9.47,ref-sifre-d.132.4.31-ref-sifre-d.133.1.4,654737,654888,ref-m.5.1.14.9.21,ref-m.5.1.14.9.47,167543,167595,ref-sifre-d.132.4.31,ref-sifre-d.133.1.4,בשעת איסור הבמה ולא בשעת היתר הבמה קעט כי אם אל,בשעת איסור הבמה ולא בשעת היתר הבמה קעט כי אם אל,11,11,339,339.0,810,810.0,0.0,0.0,11,בשעת איסור הבמה ולא בשעת היתר הבמה קעט כי אם אל,1060000597,11,11
ref-m.5.1.14.10.8-ref-m.5.1.14.10.17,ref-sifre-d.63.2.11-ref-sifre-d.63.2.22,654952,655023,ref-m.5.1.14.10.8,ref-m.5.1.14.10.17,110764,110845,ref-sifre-d.63.2.11,ref-sifre-d.63.2.22,קרבנות הצבור קרבין במשכן וקרבנות היחיד בבמה קרבנות היחיד שהקודשו ,לקרבנות צבור ולקרבנות יחיד שהוקדשו לפני הרגל שיבואו לפני הרגל וקרבנות יחיד ,10,12,125,125.0,812,812.0,0.64,0.6363636363636364,1,וקרבנות,1060000598,10,12
ref-m.5.1.14.10.9-ref-m.5.1.14.10.28,ref-sifre-d.65.4.11-ref-sifre-d.65.4.17,654959,655082,ref-m.5.1.14.10.9,ref-m.5.1.14.10.28,112452,112495,ref-sifre-d.65.4.11,ref-sifre-d.65.4.17,הצבור קרבין במשכן וקרבנות היחיד בבמה קרבנות היחיד שהקודשו למשכן יקרבו במשכן ואם הקריבן בבמה פטור מה בין במת יחיד ,היחיד מקריב בבמה ואין הצבור מקריב בבמה ,20,7,132,132.0,813,812.0,0.7256637168141593,0.5833333333333333,3,היחיד בבמה בבמה,1060000599,20,7
ref-m.5.2.1.2.20-ref-m.5.2.1.2.34,ref-sifre-d.169.1.13-ref-sifre-d.169.1.28,655712,655774,ref-m.5.2.1.2.20,ref-m.5.2.1.2.34,189887,189953,ref-sifre-d.169.1.13,ref-sifre-d.169.1.28,ערל טמא יושב עומד על גבי כלים על גבי בהמה על גבי רגלי חברו פסל ,ערל טמא יושב עומד על גבי הכלים או על גבי בהמה או על גבי חברו פסול ,8,16,407,406.0,814,814.0,0.2121212121212121,0.3846153846153846,9,ערל טמא יושב עומד על גבי על גבי חברו,1060000600,15,16
ref-m.5.2.2.3.14-ref-m.5.2.2.3.21,ref-sifre-d.72.9.23-ref-sifre-d.72.9.35,658147,658190,ref-m.5.2.2.3.14,ref-m.5.2.2.3.21,117957,118031,ref-sifre-d.72.9.23,ref-sifre-d.72.9.35,לאכול ממנה למחר היא והלחם מפוגלין לאכול מן ,האוכל ממנו חוץ לחומה עובר בלא תעשה ביכורים שהם אסורים לזרים האוכל מהם ,8,13,160,160.0,815,815.0,0.6285714285714286,0.8571428571428572,0,,1060000601,8,13
ref-m.5.2.5.7.18-ref-m.5.2.5.7.27,ref-sifre-d.63.6.5-ref-sifre-d.63.7.7,664471,664524,ref-m.5.2.5.7.18,ref-m.5.2.5.7.27,111502,111547,ref-sifre-d.63.6.5,ref-sifre-d.63.7.7,וזבחיכם זבחי שלמי יחיד וזבחי שלמי צבור וזבחיכם זבחי שלמי יחיד וזבחי שלמי,צבור וזבחיכם זבחי שלמי יחיד וזבחי שלמי צבור,13,8,126,126.0,816,816.0,0.5416666666666666,0.0,7,צבור וזבחיכם זבחי שלמי יחיד וזבחי שלמי,1060000602,13,8
ref-m.5.2.5.7.18-ref-m.5.2.5.7.27,ref-sifre-d.68.1.15-ref-sifre-d.68.1.22,664471,664524,ref-m.5.2.5.7.18,ref-m.5.2.5.7.27,113691,113736,ref-sifre-d.68.1.15,ref-sifre-d.68.1.22,וזבחיכם זבחי שלמי יחיד וזבחי שלמי צבור וזבחיכם זבחי שלמי יחיד וזבחי שלמי,צבור וזבחיכם זבחי שלמי יחיד וזבחי שלמי צבור,13,8,137,137.0,817,817.0,0.5416666666666666,0.0,7,צבור וזבחיכם זבחי שלמי יחיד וזבחי שלמי,1060000603,13,8
ref-m.5.2.7.3.23-ref-m.5.2.7.3.29,ref-sifre-d.147.5.2-ref-sifre-d.147.5.7,667528,667567,ref-m.5.2.7.3.23,ref-m.5.2.7.3.29,176958,176997,ref-sifre-d.147.5.2,ref-sifre-d.147.5.7,קדש הלחם שחטה חוץ לזמנה וחוץ למקומה ,לקדשים ששחטן חוץ לזמנם וחוץ למקומם ,7,6,353,353.0,820,820.0,0.25,0.9,2,חוץ וחוץ,1060000604,7,6
ref-m.5.2.7.5.33-ref-m.5.2.7.6.51,ref-sifre-d.129.5.4-ref-sifre-d.129.6.40,668180,668471,ref-m.5.2.7.5.33,ref-m.5.2.7.6.51,164990,165196,ref-sifre-d.129.5.4,ref-sifre-d.129.6.40,לשם המיוחד צאן ובקר והלא אין פסח בא אלא מן הכבשים ומן העזים אם כן למה נאמר צאן ובקר צאן לפסח ובקר לחגיגה ולהקיש כל דבר הבא מן הצאן ומן הבקר לפסח מה פסח שהוא בא חובה ואינו בא אלא מן החולין,לשם המיוחד צאן ובקר והלא אין פסח בא אלא מן הכבשים ומן העזים אם כן למה נאמר צאן ובקר צאן לפסח ובקר לחגיגה ולהקיש כל דבר הבא מן הצאן ומן הבקר לפסח מה פסח שהוא בא חובה ואינו בא אלא מן החולין,32,32,325,325.0,821,821.0,0.0,0.0,39,לשם המיוחד צאן ובקר והלא אין פסח בא אלא מן הכבשים ומן העזים אם_כן_למה_נאמר צאן ובקר צאן לפסח ובקר לחגיגה ולהקיש כל דבר הבא מן הצאן ומן הבקר לפסח מה פסח שהוא בא חובה ואינו בא אלא מן החולין,1060000605,42,42
ref-m.5.2.7.6.44-ref-m.5.2.7.6.51,ref-sifre-d.129.6.44-ref-sifre-d.129.6.51,668433,668471,ref-m.5.2.7.6.44,ref-m.5.2.7.6.51,165207,165243,ref-sifre-d.129.6.44,ref-sifre-d.129.6.51,שהוא בא בחובה אינו בא אלא מן החולין ,שהוא בא חובה אינו בא אלא מן החולין ,8,8,332,332.0,823,821.0,0.0277777777777777,0.0,7,שהוא בא אינו בא אלא מן החולין,1060000606,8,8
ref-m.5.2.7.6.59-ref-m.5.2.7.6.77,ref-sifre-d.129.6.33-ref-sifre-d.129.6.50,668501,668592,ref-m.5.2.7.6.59,ref-m.5.2.7.6.77,165158,165235,ref-sifre-d.129.6.33,ref-sifre-d.129.6.50,אלא מן החולין לפיכך האומר הרי עלי תודה הרי עלי שלמים הואיל והם באים חובה לא יבואו אלא מן ,שהוא בא חובה ואינו בא אלא מן החולין כך כל דבר שהוא בא חובה אינו בא אלא מן ,19,18,331,325.0,824,824.0,0.6067415730337079,0.7333333333333334,6,אלא מן החולין חובה אלא מן,1060000607,19,18
ref-m.5.2.10.3.37-ref-m.5.2.10.3.69,ref-sifre-d.16.5.11-ref-sifre-d.16.5.41,674075,674230,ref-m.5.2.10.3.37,ref-m.5.2.10.3.69,19484,19628,ref-sifre-d.16.5.11,ref-sifre-d.16.5.41,היא וזה חורש בפרתו זה אומר שלי היא וזה יושב בתוך ביתו וזה אומר שלי הוא זה מחזיק בשדהו וזה אומר שלי היא לכך נאמר,זה אומר שלי וזה אומר שלי היא וזה חורש בפרתו זה אומר שלי היא וזה יושב בתוך ביתו וזה אומר שלי הוא זה מחזיק בשדהו וזה אומר שלי היא לכך נאמר,25,31,13,13.0,825,825.0,0.1838235294117647,0.0,25,היא וזה חורש בפרתו זה אומר שלי היא וזה יושב בתוך ביתו וזה אומר שלי הוא זה מחזיק בשדהו וזה אומר שלי היא לכך נאמר,1060000608,25,31
ref-m.5.2.11.7.61-ref-m.5.2.11.7.69,ref-sifre-d.29.5.97-ref-sifre-d.29.5.103,678140,678207,ref-m.5.2.11.7.61,ref-m.5.2.11.7.69,34905,34951,ref-sifre-d.29.5.97,ref-sifre-d.29.5.103,עומדים בצפון ופניהם לדרום המוציאין עומדים בדרום ופניהם לצפון ,עומדים בצפון פניהם לדרום בדרום פניהם לצפון ,9,7,29,29.0,827,827.0,0.2950819672131147,0.1999999999999999,5,עומדים בצפון לדרום בדרום לצפון,1060000609,9,7
