baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.4.8.4.5.18-ref-t.4.8.4.5.29,ref-bible.0104.34.2.8-ref-bible.0104.34.3.2,989824,989880,ref-t.4.8.4.5.18,ref-t.4.8.4.5.29,332227,332305,ref-bible.0104.34.2.8,ref-bible.0104.34.3.2,אתם באים אל הארץ כנען זאת הארץ אשר תפל לכם בנחלה ארץ כנען לגבלתיה והיה לכם,אתם באים אל הארץ כנען זאת הארץ אשר תפל לכם בנחלה ארץ כנען לגבלתיה והיה לכם,16,16,419,418.0,900,900.0,0.0,0.0,14,אתם באים אל הארץ כנען זאת_הארץ_אשר תפל לכם בנחלה ארץ כנען לגבלתיה והיה לכם,2090000769,16,16
ref-t.4.8.4.5.18-ref-t.4.8.4.5.35,ref-bible.0201.24.3.8-ref-bible.0201.24.4.1,989824,989905,ref-t.4.8.4.5.18,ref-t.4.8.4.5.35,461635,461704,ref-bible.0201.24.3.8,ref-bible.0201.24.4.1,ואולך אותו בכל ארץ כנען וארב וארבה את זרעו ואתן לו את יצחק ואתן,ואולך אותו בכל ארץ כנען וארב וארבה את זרעו ואתן לו את יצחק ואתן,14,14,571,571.0,902,902.0,0.0,0.0,14,ואולך אותו בכל ארץ כנען וארב וארבה את זרעו ואתן לו את יצחק ואתן,2090000770,14,14
ref-t.4.8.4.5.18-ref-t.4.8.4.5.41,ref-bible.0203.17.8.19-ref-bible.0203.17.9.15,989824,989935,ref-t.4.8.4.5.18,ref-t.4.8.4.5.41,552178,552278,ref-bible.0203.17.8.19,ref-bible.0203.17.9.15,לכם איש וירד אלי אם יוכל להלחם אתי והכני והיינו לכם לעבדים ואם אני אוכל לו והכיתיו והייתם לנו,לכם איש וירד אלי אם יוכל להלחם אתי והכני והיינו לכם לעבדים ואם אני אוכל לו והכיתיו והייתם לנו,19,19,622,621.0,903,903.0,0.0,0.0,19,לכם איש וירד אלי אם יוכל להלחם אתי והכני והיינו לכם לעבדים ואם אני אוכל לו והכיתיו והייתם לנו,2090000771,19,19
ref-t.4.8.4.5.46-ref-t.4.8.4.5.50,ref-bible.0201.4.13.1-ref-bible.201.4.13.5,989954,989983,ref-t.4.8.4.5.46,ref-t.4.8.4.5.50,417370,417399,ref-bible.0201.4.13.1,ref-bible.0201.4.13.5,כארבעים אלף חלוצי הצבא עברו ,כארבעים אלף חלוצי הצבא עברו ,5,5,539,539.0,907,907.0,0.0,0.0,5,כארבעים אלף חלוצי הצבא עברו,2090000772,5,5
ref-t.4.8.4.5.52-ref-t.4.8.4.5.66,ref-bible.0312.22.18.8-ref-bible.312.22.18.16,989990,990061,ref-t.4.8.4.5.52,ref-t.4.8.4.5.66,1500646,1500691,ref-bible.0312.22.18.8,ref-bible.0312.22.18.16,כי נתן בידי את ישבי וגו' וכי עלת על דעתך שישראל מכבשין את הארץ לפני ,כי נתן בידי את ישבי הארץ ונכבשה הארץ לפני ,15,9,1149,1149.0,908,908.0,0.4705882352941176,0.5714285714285714,7,כי נתן בידי את ישבי הארץ לפני,2090000773,15,9
ref-t.4.8.4.5.116-ref-t.4.8.4.5.129,ref-bible.0208.32.41.5-ref-bible.208.32.41.12,990303,990376,ref-t.4.8.4.5.116,ref-t.4.8.4.5.129,933038,933083,ref-bible.0208.32.41.5,ref-bible.0208.32.41.12,ונטעתם בארץ הזאת באמת אינן נטועין לפני באמת לא בכל לבי ולא בכל נפשי ,ונטעתים בארץ הזאת באמת בכל לבי ובכל נפשי ,14,8,832,832.0,909,909.0,0.4264705882352941,0.4166666666666666,6,בארץ הזאת באמת בכל לבי נפשי,2090000774,14,8
ref-t.4.8.5.3.21-ref-t.4.8.5.3.38,ref-bible.0309.2.43.2-ref-bible.309.2.55.6,994317,994406,ref-t.4.8.5.3.21,ref-t.4.8.5.3.38,1374657,1375024,ref-bible.0309.2.43.2,ref-bible.0309.2.55.6,בין שלו בין של חבירו בין עובדה בין שאינה עובדה בין בשוגג בין במזיד בין באונס בין ברצון ,בני ציחא בני חשופא בני טבעות בני קרס בני סיעהא בני פדון בני לבנה בני חגבה בני עקוב בני חגב בני שמלי שלמי בני חנן בני גדל בני גחר בני ראיה בני רצין בני נקודא בני גזם בני עזא בני פסח בני בסי בני אסנה בני מעינים מעונים בני נפיסים נפוסים בני בקבוק בני חקופא בני חרחור בני בצלות בני מחידא בני חרשא בני ברקוס בני סיסרא בני תמח בני נציח בני חטיפא בני עבדי שלמה בני סטי בני ,13,68,1054,1053.0,910,910.0,0.8306010928961749,0.9285714285714286,0,,2090000775,18,79
ref-t.4.8.5.3.21-ref-t.4.8.5.3.38,ref-bible.0310.7.45.2-ref-bible.310.7.57.6,994317,994406,ref-t.4.8.5.3.21,ref-t.4.8.5.3.38,1406093,1406501,ref-bible.0310.7.45.2,ref-bible.0310.7.57.6,בין שלו בין של חבירו בין עובדה בין שאינה עובדה בין בשוגג בין במזיד בין באונס בין ברצון ,בני שלום בני אטר בני טלמן בני עקוב בני חטיטא בני שבי מאה שלשים ושמנה הנתינים בני צחא בני חשפא בני טבעות בני קירס בני סיעא בני פדון בני לבנה בני חגבה בני שלמי בני חנן בני גדל בני גחר בני ראיה בני רצין בני נקודא בני גזם בני עזא בני פסח בני בסי בני מעונים בני נפושסים נפישסים בני בקבוק בני חקופא בני חרחור בני בצלית בני מחידא בני חרשא בני ברקוס בני סיסרא בני תמח בני נציח בני חטיפא בני עבדי שלמה בני סוטי בני ,13,76,1069,1068.0,911,910.0,0.8399014778325123,0.9361702127659576,0,,2090000776,18,87
ref-t.4.8.5.6.61-ref-t.4.8.5.6.71,ref-bible.0310.11.6.9-ref-bible.310.11.7.9,995067,995115,ref-t.4.8.5.6.61,ref-t.4.8.5.6.71,1415824,1415878,ref-bible.0310.11.6.9,ref-bible.0310.11.7.9,ושל ישראל בין שנהג בו לשם אלוה בין שלא נהג בו ,ושמנה אנשי חיל ואלה בני בנימן סלא בן משלם בן יועד בן ,11,12,1089,1089.0,912,912.0,0.660377358490566,0.8571428571428572,0,,2090000777,11,12
ref-t.4.8.6.7.14-ref-t.4.8.6.7.27,ref-bible.0101.42.12.1-ref-bible.101.42.13.7,997195,997268,ref-t.4.8.6.7.14,ref-t.4.8.6.7.27,86165,86242,ref-bible.0101.42.12.1,ref-bible.0101.42.13.7,אמרו להן אילו לדבר אחד היו עובדין היו אומרין הרי הן עובדין לחמה וללבנה ,ויאמר אלהם לא כי ערות הארץ באתם לראות ויאמרו שנים עשר עבדיך אחים אנחנו בני ,14,15,65,65.0,913,913.0,0.6666666666666666,0.8421052631578947,0,,2090000778,14,15
ref-t.4.9.1.7.67-ref-t.4.9.1.7.89,ref-bible.0204.20.17.8-ref-bible.204.20.18.6,1007780,1007888,ref-t.4.9.1.7.67,ref-t.4.9.1.7.89,634583,634661,ref-bible.0204.20.17.8,ref-bible.0204.20.18.6,דבר נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן מקצתו ולא כולו אף דבר האמור כך מקצתו ולא כולו אתה או' ,אני ותאמר לו שמע דברי אמתך ויאמר שמע אנכי ותאמר לאמר דבר ידברו בראשנה לאמר ,14,15,647,646.0,914,914.0,0.6730769230769231,0.8235294117647058,1,דבר,2090000779,23,15
ref-t.4.9.1.7.99-ref-t.4.9.1.7.113,ref-bible.0105.17.8.6-ref-bible.105.17.8.14,1007930,1007992,ref-t.4.9.1.7.99,ref-t.4.9.1.7.113,375078,375118,ref-bible.0105.17.8.6,ref-bible.0105.17.8.14,בין דם לדם ולא כל דם בין דין לדין ולא כל דין בין נגע לנגע ,בין דם לדם בין דין לדין ובין נגע לנגע ,15,9,482,482.0,915,915.0,0.3448275862068966,0.2857142857142857,8,בין דם לדם בין דין לדין נגע לנגע,2090000780,15,9
ref-t.4.9.2.2.3-ref-t.4.9.2.2.11,ref-bible.0105.23.20.6-ref-bible.105.23.21.5,1010018,1010067,ref-t.4.9.2.2.3,ref-t.4.9.2.2.11,386326,386380,ref-bible.0105.23.20.6,ref-bible.0105.23.21.5,נשיא נשיא ישראל ולא נשיא שבטין נשיא ישראל ונשיא ,נשך אכל נשך כל דבר אשר ישך לנכרי תשיך ולאחיך לא תשיך ,9,12,510,510.0,916,916.0,0.6415094339622641,0.9166666666666666,0,,2090000781,9,12
ref-t.4.9.2.4.15-ref-t.4.9.2.4.26,ref-bible.0103.16.17.8-ref-bible.103.16.17.15,1010308,1010380,ref-t.4.9.2.4.15,ref-t.4.9.2.4.26,226149,226189,ref-bible.0103.16.17.8,ref-bible.0103.16.17.15,מכפר והעדה מתכפרת מוטב שיקדום המכפר למתכפר שנ' וכפר בעדו ובעד ביתו ,לכפר בקדש עד צאתו וכפר בעדו ובעד ביתו ,12,8,267,267.0,917,917.0,0.5373134328358209,0.6666666666666667,4,וכפר בעדו ובעד ביתו,2090000782,12,8
ref-t.4.9.2.4.41-ref-t.4.9.2.4.54,ref-bible.0209.48.31.10-ref-bible.209.48.32.10,1010443,1010512,ref-t.4.9.2.4.41,ref-t.4.9.2.4.54,1079776,1079871,ref-bible.0209.48.31.10,ref-bible.0209.48.32.10,קודם לשעיר של נשיא ושעיר של נשיא קודם לשעיר של יחיד ושעיר של יחיד ,שער ראובן אחד שער יהודה אחד שער לוי אחד ואל פאת קדימה חמש מאות וארבעת אלפים ושערים שלשה ושער ,14,19,891,891.0,918,918.0,0.6989247311827957,0.75,0,,2090000783,14,19
ref-t.4.9.2.5.102-ref-t.4.9.2.6.8,ref-bible.0207.42.24.1-ref-bible.207.42.24.11,1011174,1011248,ref-t.4.9.2.5.102,ref-t.4.9.2.6.8,834361,834423,ref-bible.0207.42.24.1,ref-bible.0207.42.24.11,מי נתן למשסה יעקב וישראל לבוזזים נענה אותו תינוק ואמ' הלא ייי זו חטאנו ,מי נתן למשוסה למשסה יעקב וישראל לבזזים הלוא יהוה זו חטאנו ,14,11,793,793.0,919,919.0,0.4225352112676056,0.3333333333333333,7,מי נתן למשסה יעקב וישראל זו חטאנו,2090000784,14,11
ref-t.4.9.2.7.14-ref-t.4.9.2.7.19,ref-bible.0208.15.19.10-ref-bible.208.15.19.15,1011502,1011529,ref-t.4.9.2.7.14,ref-t.4.9.2.7.19,895797,895826,ref-bible.0208.15.19.10,ref-bible.0208.15.19.15,אם תוציא יקר מזולל כפי תהיה ,ואם תוציא יקר מזולל כפי תהיה ,6,6,815,815.0,920,920.0,0.0344827586206896,0.0,5,תוציא יקר מזולל כפי תהיה,2090000785,6,6
ref-t.4.9.2.9.19-ref-t.4.9.2.9.25,ref-bible.0205.1.34.1-ref-bible.205.1.34.7,1011868,1011905,ref-t.4.9.2.9.19,ref-t.4.9.2.9.25,646927,646963,ref-bible.0205.1.34.1,ref-bible.0205.1.34.7,ומשח אותו שם צדוק הכהן ונתן הנביא ,ומשח אתו שם צדוק הכהן ונתן הנביא ,1,7,654,654.0,921,921.0,0.0294117647058823,0.0,6,ומשח שם צדוק הכהן ונתן הנביא,2090000786,7,7
ref-t.4.9.2.9.20-ref-t.4.9.2.9.28,ref-bible.0205.1.44.2-ref-bible.205.1.44.9,1011874,1011922,ref-t.4.9.2.9.20,ref-t.4.9.2.9.28,647818,647857,ref-bible.0205.1.44.2,ref-bible.0205.1.44.9,אותו שם צדוק הכהן ונתן הנביא הקדים צדוק לנתן ,אתו המלך את צדוק הכהן ואת נתן הנביא ,9,8,656,656.0,923,921.0,0.6,0.5555555555555556,3,צדוק הכהן הנביא,2090000787,9,8
ref-t.4.9.2.9.19-ref-t.4.9.2.9.28,ref-bible.0205.1.45.1-ref-bible.205.1.45.7,1011868,1011922,ref-t.4.9.2.9.19,ref-t.4.9.2.9.28,647918,647959,ref-bible.0205.1.45.1,ref-bible.0205.1.45.7,ומשח אותו שם צדוק הכהן ונתן הנביא הקדים צדוק לנתן ,וימשחו אתו צדוק הכהן ונתן הנביא למלך ,4,7,657,657.0,922,921.0,0.4,0.3333333333333333,4,צדוק הכהן ונתן הנביא,2090000788,10,7
ref-t.4.9.2.9.30-ref-t.4.9.2.9.44,ref-bible.0220.3.8.1-ref-bible.220.3.8.13,1011929,1012000,ref-t.4.9.2.9.30,ref-t.4.9.2.9.44,1134230,1134297,ref-bible.0220.3.8.1,ref-bible.0220.3.8.13,שמע נא יהושע הכהן הגדול יכול בני אדם הדיוטות היו ת'ל כי אנשי מופת המה ,שמע נא יהושע הכהן הגדול אתה ורעיך הישבים לפניך כי אנשי מופת המה ,15,13,917,917.0,924,924.0,0.3285714285714285,0.5625,9,שמע נא יהושע הכהן הגדול כי אנשי מופת המה,2090000789,15,13
ref-t.4.9.2.13.12-ref-t.4.9.2.13.27,ref-bible.0301.135.19.1-ref-bible.301.135.20.6,1012831,1012900,ref-t.4.9.2.13.12,ref-t.4.9.2.13.27,1247112,1247184,ref-bible.0301.135.19.1,ref-bible.0301.135.20.6,בית ישראל ברכו את ייי בית אהרן ברכו את ייי בית הלוי ברכו את ייי יראי ,בית ישראל ברכו את יהוה בית אהרן ברכו את יהוה בית הלוי ברכו את יהוה יראי ,16,16,980,980.0,925,925.0,0.2083333333333333,0.2857142857142857,7,בית ישראל בית אהרן בית הלוי יראי,2090000790,16,16
ref-t.5.1.1.8.13-ref-t.5.1.1.8.20,ref-bible.0103.9.8.9-ref-bible.103.9.9.6,1016095,1016133,ref-t.5.1.1.8.13,ref-t.5.1.1.8.20,207437,207473,ref-bible.0103.9.8.9,ref-bible.0103.9.9.6,שרת ת'ל והקריבו בני אהרן את הדם אליו ,אשר לו ויקרבו בני אהרן את הדם אליו ,8,8,223,223.0,926,926.0,0.1891891891891892,0.3333333333333333,5,בני אהרן את הדם אליו,2090000791,8,8
ref-t.5.1.4.2.31-ref-t.5.1.4.2.45,ref-bible.0209.39.17.19-ref-bible.209.39.18.4,1027361,1027432,ref-t.5.1.4.2.31,ref-t.5.1.4.2.45,1057312,1057402,ref-bible.0209.39.17.19,ref-bible.0209.39.18.4,על מזבח ייי אליך אע'פ שאין הכשר מה אני מקיים הבשר והדם מקיש בשר לדם ,על זבחי אשר אני זבח לכם זבח גדול על הרי ישראל ואכלתם בשר ושתיתם דם בשר גבורים תאכלו ודם ,15,19,877,877.0,927,927.0,0.6363636363636364,0.8,2,על בשר,2090000792,15,19
ref-t.5.1.5.4.6-ref-t.5.1.5.4.32,ref-bible.0103.4.33.12-ref-bible.103.4.34.7,1032038,1032182,ref-t.5.1.5.4.6,ref-t.5.1.5.4.32,197588,197641,ref-bible.0103.4.33.12,ref-bible.0103.4.34.7,ששחטן וזרק דמן מועלין בהן וחייבין עליהן משם פיגול דברי ר' מאיר וחכמים אומ' אין חייבין עליהן משום פיגול אלא על דבר שהוא כשלמים ודמו ניתן על ,ישחט את העלה ולקח הכהן מדם החטאת באצבעו ונתן על ,27,10,193,193.0,928,928.0,0.7841726618705036,0.9,1,על,2090000793,27,10
ref-t.5.1.5.12.6-ref-t.5.1.5.12.14,ref-bible.0103.7.19.1-ref-bible.103.7.20.3,1033911,1033955,ref-t.5.1.5.12.6,ref-t.5.1.5.12.14,202652,202733,ref-bible.0103.7.19.1,ref-bible.0103.7.20.3,שאכל בשר טהור ובשר טמא אבל טהור שנאכל בשר ,והבשר אשר יגע בכל טמא לא יאכל באש ישרף והבשר כל טהור יאכל בשר והנפש אשר תאכל ,3,17,216,216.0,930,929.0,0.6753246753246753,0.7142857142857143,3,טמא טהור בשר,2090000794,9,17
ref-t.5.1.5.12.4-ref-t.5.1.5.12.17,ref-bible.0105.12.20.10-ref-bible.105.12.21.3,1033900,1033970,ref-t.5.1.5.12.4,ref-t.5.1.5.12.17,366495,366567,ref-bible.0105.12.20.10,ref-bible.0105.12.21.3,אמרו בטמא שאכל בשר טהור ובשר טמא אבל טהור שנאכל בשר טמא והאוכל מן ,ואמרת אכלה בשר כי תאוה נפשך לאכל בשר בכל אות נפשך תאכל בשר כי ירחק ממך ,8,16,460,459.0,929,929.0,0.6338028169014085,0.875,2,בשר בשר,2090000795,14,16
ref-t.5.1.5.13.6-ref-t.5.1.5.13.15,ref-bible.0208.12.10.13-ref-bible.208.12.11.11,1034164,1034206,ref-t.5.1.5.13.6,ref-t.5.1.5.13.15,889971,890024,ref-bible.0208.12.10.13,ref-bible.0208.12.11.11,לשם זבח לשם זובח לשם זבח לשם אשם לשם אישים ,שממה שמה לשממה אבלה עלי שממה נשמה כל הארץ כי אין איש ,10,12,814,814.0,932,931.0,0.7169811320754716,0.875,0,,2090000796,10,12
ref-t.5.1.5.13.4-ref-t.5.1.5.13.19,ref-bible.0209.20.28.18-ref-bible.209.20.28.31,1034153,1034224,ref-t.5.1.5.13.4,ref-t.5.1.5.13.19,1015948,1016023,ref-bible.0209.20.28.18,ref-bible.0209.20.28.31,הזבח נזבח לשם זבח לשם זובח לשם זבח לשם אשם לשם אישים לשם ריח לשם ניחוח ,ויזבחו שם את זבחיהם ויתנו שם כעס קרבנם וישימו שם ריח ניחוחיהם ויסיכו שם ,10,14,854,854.0,931,931.0,0.6944444444444444,0.7272727272727273,1,ריח,2090000797,16,14
ref-t.5.1.6.7.18-ref-t.5.1.6.7.34,ref-bible.0103.16.18.14-ref-bible.103.16.19.9,1035655,1035737,ref-t.5.1.6.7.18,ref-t.5.1.6.7.34,226278,226355,ref-bible.0103.16.18.14,ref-bible.0103.16.19.9,ממנו טבל והזה שבע פעמים כנגד קדשי בית קדש הקדשים על כל הזיה וטבילה נתן על הקרן ,ונתן על קרנות המזבח סביב והזה עליו מן הדם באצבעו שבע פעמים וטהרו וקדשו ,17,14,269,269.0,933,933.0,0.759493670886076,0.7619047619047619,3,והזה שבע פעמים,2090000798,17,14
ref-t.5.1.6.16.27-ref-t.5.1.6.16.37,ref-bible.0104.18.10.1-ref-bible.104.18.10.6,1037894,1037961,ref-t.5.1.6.16.27,ref-t.5.1.6.16.37,296111,296143,ref-bible.0104.18.10.1,ref-bible.0104.18.10.6,קדשי קדשים ונאכלין לפנים מן הקלעים ונאכלין לזכרי כהונה בכל מאכל ,בקדש הקדשים תאכלנו כל זכר יאכל ,11,6,372,371.0,934,934.0,0.625,0.5555555555555556,0,,2090000799,11,6
ref-t.5.1.6.17.16-ref-t.5.1.6.18.10,ref-bible.0206.25.16.2-ref-bible.0206.25.17.2,1038196,1038321,ref-t.5.1.6.17.16,ref-t.5.1.6.18.10,775895,775988,ref-bible.0206.25.16.2,ref-bible.0206.25.17.2,שנים הים האחד והמכנות אשר עשה שלמה לבית יהוה לא היה משקל לנחשת כל הכלים האלה שמנה עשרה,שנים הים האחד והמכנות אשר עשה שלמה לבית יהוה לא היה משקל לנחשת כל הכלים האלה שמנה עשרה,18,18,770,770.0,935,935.0,0.0,0.0,16,שנים הים האחד והמכנות אשר_עשה_שלמה לבית יהוה לא היה משקל לנחשת כל הכלים האלה שמנה עשרה,2090000800,18,18
ref-t.5.1.7.1.8-ref-t.5.1.7.1.13,ref-bible.0103.1.11.1-ref-bible.103.1.11.6,1038542,1038572,ref-t.5.1.7.1.8,ref-t.5.1.7.1.13,192240,192268,ref-bible.0103.1.11.1,ref-bible.0103.1.11.6,ושחט אותו על ירך המזבח צפונה ,ושחט אתו על ירך המזבח צפנה ,6,6,184,184.0,937,937.0,0.0689655172413793,0.0,4,ושחט על ירך המזבח,2090000801,6,6
ref-t.5.1.7.4.23-ref-t.5.1.7.4.33,ref-bible.0103.5.8.10-ref-bible.103.5.9.6,1039097,1039157,ref-t.5.1.7.4.23,ref-t.5.1.7.4.33,198489,198556,ref-bible.0103.5.8.10,ref-bible.0103.5.9.6,מולק בצפורן ממול ערפה ואין מבדיל ומזה מדמה על קיר המזבח ,ומלק את ראשו ממול ערפו ולא יבדיל והזה מדם החטאת על קיר המזבח ,11,13,199,199.0,938,938.0,0.3278688524590163,0.5882352941176471,4,ממול על קיר המזבח,2090000802,11,13
ref-t.5.1.7.8.13-ref-t.5.1.7.8.19,ref-bible.0103.5.8.16-ref-bible.103.5.9.9,1039847,1039883,ref-t.5.1.7.8.13,ref-t.5.1.7.8.19,198519,198574,ref-bible.0103.5.8.16,ref-bible.0103.5.9.9,מבדיל וממצה מדמה על קיר המזבח מיצה ,יבדיל והזה מדם החטאת על קיר המזבח והנשאר בדם ימצה ,7,10,200,199.0,939,939.0,0.44,0.5454545454545454,3,על קיר המזבח,2090000803,7,10
ref-t.5.1.8.8.31-ref-t.5.1.8.9.20,ref-bible.0103.7.13.8-ref-bible.103.7.14.4,1044592,1044713,ref-t.5.1.8.8.31,ref-t.5.1.8.9.20,202272,202308,ref-bible.0103.7.13.8,ref-bible.0103.7.14.4,תודה אחרת שלמים שנתערבו באחד מכל הזבחין ירעו עד שיסתאבו וימכרו ויביא בדמי יפה שבהן זבח ובדמי יפה שבהן שלמים כבר קרבו ,זבח תודת שלמיו והקריב ממנו אחד מכל ,22,7,215,215.0,940,940.0,0.811965811965812,0.7333333333333334,1,זבח,2090000804,22,7
ref-t.5.1.8.25.64-ref-t.5.1.8.25.71,ref-bible.0103.10.18.1-ref-bible.103.10.18.8,1048980,1049012,ref-t.5.1.8.25.64,ref-t.5.1.8.25.71,210024,210055,ref-bible.0103.10.18.1,ref-bible.0103.10.18.8,הן לא הובא את דמה אל הקדש פנימה ,הן לא הובא את דמה אל הקדש פנימה ,8,8,224,224.0,941,941.0,0.0,0.0,8,הן לא הובא את דמה אל הקדש פנימה,2090000805,8,8
ref-t.5.1.8.29.7-ref-t.5.1.8.29.14,ref-bible.0103.4.18.3-ref-bible.103.4.18.18,1049580,1049623,ref-t.5.1.8.29.7,ref-t.5.1.8.29.14,196420,196492,ref-bible.0103.4.18.3,ref-bible.0103.4.18.18,נתן מכולן על ארבע קרנות כולן נשפכין ליסוד ,יתן על קרנת המזבח אשר לפני יהוה אשר באהל מועד ואת כל הדם ישפך אל יסוד ,8,16,192,192.0,942,942.0,0.6857142857142857,0.7333333333333334,1,על,2090000806,8,16
ref-t.5.1.10.2.15-ref-t.5.1.10.2.27,ref-bible.0103.16.17.8-ref-bible.103.16.17.16,1052181,1052255,ref-t.5.1.10.2.15,ref-t.5.1.10.2.27,226149,226195,ref-bible.0103.16.17.8,ref-bible.0103.16.17.16,מכפר ועדה מתכפרת מוטב שיקדם מכפר למתכפר שנ' וכפר בעדו ובעד ביתו ובעד ,לכפר בקדש עד צאתו וכפר בעדו ובעד ביתו ובעד ,13,9,268,267.0,943,943.0,0.4782608695652174,0.6363636363636364,5,וכפר בעדו ובעד ביתו ובעד,2090000807,13,9
ref-t.5.1.10.2.40-ref-t.5.1.10.2.53,ref-bible.0209.48.31.10-ref-bible.0209.48.32.10,1052316,1052389,ref-t.5.1.10.2.40,ref-t.5.1.10.2.53,1079776,1079871,ref-bible.0209.48.31.10,ref-bible.0209.48.32.10,שער יהודה אחד שער לוי אחד ואל פאת קדימה חמש מאות וארבעת אלפים ושערים שלשה ושער,שער ראובן אחד שער יהודה אחד שער לוי אחד ואל פאת קדימה חמש מאות וארבעת אלפים ושערים שלשה ושער,16,19,892,892.0,944,944.0,0.1521739130434782,0.0999999999999999,13,שער יהודה אחד שער לוי אחד ואל פאת קדימה חמש_מאות_וארבעת_אלפים ושערים שלשה ושער,2090000808,16,19
ref-t.5.1.10.6.2-ref-t.5.1.10.6.9,ref-bible.0201.18.8.3-ref-bible.201.18.8.13,1053090,1053131,ref-t.5.1.10.6.2,ref-t.5.1.10.6.9,447798,447860,ref-bible.0201.18.8.3,ref-bible.0201.18.8.13,מהלכין בעצרת אומ' הילך מצה הילך חמץ הילך ,וילכו ויצו יהושע את ההלכים לכתב את הארץ לאמר לכו והתהלכו ,8,11,567,567.0,946,946.0,0.7192982456140351,0.8571428571428572,0,,2090000809,8,11
ref-t.5.1.10.6.2-ref-t.5.1.10.6.9,ref-bible.0202.4.8.5-ref-bible.202.4.9.1,1053090,1053131,ref-t.5.1.10.6.2,ref-t.5.1.10.6.9,472374,472421,ref-bible.0202.4.8.5,ref-bible.0202.4.9.1,מהלכין בעצרת אומ' הילך מצה הילך חמץ הילך ,תלכי עמי והלכתי ואם לא תלכי עמי לא אלך ותאמר ,8,10,580,577.0,947,946.0,0.7333333333333333,0.9090909090909092,0,,2090000810,8,10
ref-t.5.1.11.2.9-ref-t.5.1.11.2.14,ref-bible.0301.50.23.1-ref-bible.301.50.23.6,1055963,1055995,ref-t.5.1.11.2.9,ref-t.5.1.11.2.14,1185931,1185962,ref-bible.0301.50.23.1,ref-bible.0301.50.23.6,זובח תודה יכבדנני ושם דרך אראנו ,זבח תודה יכבדנני ושם דרך אראנו ,6,6,957,957.0,948,948.0,0.03125,0.0,5,תודה יכבדנני ושם דרך אראנו,2090000811,6,6
ref-t.5.1.11.4.36-ref-t.5.1.11.4.45,ref-bible.0102.29.17.1-ref-bible.102.29.17.11,1056460,1056510,ref-t.5.1.11.4.36,ref-t.5.1.11.4.45,164144,164207,ref-bible.0102.29.17.1,ref-bible.0102.29.17.11,אותן שלמין אלא מנתחין אותן על יד עורן כנתחי עולות ,ואת האיל תנתח לנתחיו ורחצת קרבו וכרעיו ונתת על נתחיו ועל ,10,11,131,131.0,949,949.0,0.6491228070175439,0.8125,1,על,2090000812,10,11
ref-t.5.1.11.7.44-ref-t.5.1.11.7.50,ref-bible.0103.7.7.7-ref-bible.0103.7.8.12,1057100,1057134,ref-t.5.1.11.7.44,ref-t.5.1.11.7.50,201868,201947,ref-bible.0103.7.7.7,ref-bible.0103.7.8.12,אשר יכפר בו לו יהיה והכהן המקריב את עלת איש עור העלה אשר הקריב לכהן לו יהיה,אשר יכפר בו לו יהיה והכהן המקריב את עלת איש עור העלה אשר הקריב לכהן לו יהיה,17,17,209,209.0,950,950.0,0.0,0.0,17,אשר יכפר בו לו יהיה והכהן המקריב את עלת איש עור העלה אשר הקריב לכהן לו יהיה,2090000813,17,17
ref-t.5.1.11.8.48-ref-t.5.1.11.8.68,ref-bible.0103.7.7.7-ref-bible.0103.7.8.12,1057377,1057479,ref-t.5.1.11.8.48,ref-t.5.1.11.8.68,201868,201947,ref-bible.0103.7.7.7,ref-bible.0103.7.8.12,והכהן המקריב את עלת איש עור העלה אשר הקריב לכהן לו יהיה,אשר יכפר בו לו יהיה והכהן המקריב את עלת איש עור העלה אשר הקריב לכהן לו יהיה,12,17,210,210.0,952,952.0,0.2666666666666666,0.0999999999999999,12,והכהן המקריב את עלת איש עור העלה אשר הקריב לכהן לו יהיה,2090000814,12,17
ref-t.5.1.11.8.50-ref-t.5.1.11.8.67,ref-bible.0104.5.9.8-ref-bible.0104.5.13.2,1057388,1057474,ref-t.5.1.11.8.50,ref-t.5.1.11.8.67,264504,264670,ref-bible.0104.5.9.8,ref-bible.0104.5.13.2,יקריבו לכהן לו יהיה ואיש את קדשיו לו יהיו איש אשר יתן לכהן לו יהיה וידבר יהוה אל משה לאמר דבר אל בני ישראל ואמרת אלהם איש איש כי תשטה אשתו ומעלה בו מעל ושכב איש,יקריבו לכהן לו יהיה ואיש את קדשיו לו יהיו איש אשר יתן לכהן לו יהיה וידבר יהוה אל משה לאמר דבר אל בני ישראל ואמרת אלהם איש איש כי תשטה אשתו ומעלה בו מעל ושכב איש,36,36,339,339.0,953,953.0,0.0,0.0,27,יקריבו לכהן לו יהיה ואיש את קדשיו לו יהיו איש אשר יתן לכהן לו יהיה וידבר יהוה_אל_משה_לאמר_דבר_אל_בני_ישראל_ואמרת_אלהם איש איש כי תשטה אשתו ומעלה בו מעל ושכב איש,2090000815,36,36
