baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.7.15.2.112-ref-mek.7.15.2.125,ref-sifre-n.121.1.391-ref-sifre-n.121.1.405,341516,341578,ref-mek.7.15.2.112,ref-mek.7.15.2.125,203594,203660,ref-sifre-n.121.1.391,ref-sifre-n.121.1.405,"מה להלן שבועה אף כאן שבועה מה להלן ביו""ד הא אף להלן ביו""ד הא ",מה להלן שהיא עולה אף כאן שהיא עולה אי מה להלן במאה ואחד אף כאן ,14,15,701,692.0,777,774.0,0.5396825396825397,0.6666666666666667,7,מה להלן אף כאן מה להלן אף,3050000625,14,15
ref-mek.7.15.2.218-ref-mek.7.15.2.255,ref-sifre-n.118.1.334-ref-sifre-n.118.1.359,342000,342195,ref-mek.7.15.2.218,ref-mek.7.15.2.255,190473,190610,ref-sifre-n.118.1.334,ref-sifre-n.118.1.359,חזר וכלל או כלל בכלל ראשון אמרת לאו אלא כלל ופרט וכלל אין אתה דן אלא כעין הפרט לומר לך מה הפרט מפורש נכסין המטלטלין שאין להם אחריות,חזר וכלל או כלל בכלל ראשון אמרת לאו אלא כלל ופרט וכלל אין אתה דן אלא כעין הפרט לומר לך מה הפרט מפורש נכסין המטלטלין שאין להם אחריות,24,24,650,650.0,778,778.0,0.0,0.0,24,חזר וכלל או כלל בכלל ראשון אמרת לאו אלא כלל ופרט וכלל אין אתה דן אלא כעין הפרט לומר לך מה_הפרט_מפורש נכסין המטלטלין שאין_להם_אחריות,3050000626,24,24
ref-mek.7.15.2.218-ref-mek.7.15.2.255,ref-sifre-n.118.1.429-ref-sifre-n.118.1.454,342000,342195,ref-mek.7.15.2.218,ref-mek.7.15.2.255,190948,191085,ref-sifre-n.118.1.429,ref-sifre-n.118.1.454,חזר וכלל או כלל בכלל ראשון אמרת לאו אלא כלל ופרט וכלל אין אתה דן אלא כעין הפרט לומר לך מה הפרט מפורש נכסין המטלטלין שאין להם אחריות,חזר וכלל או כלל בכלל ראשון אמרת לאו אלא כלל ופרט וכלל אין אתה דן אלא כעין הפרט לומר לך מה הפרט מפורש נכסין המטלטלין שאין להם אחריות,24,24,661,661.0,779,779.0,0.0,0.0,24,חזר וכלל או כלל בכלל ראשון אמרת לאו אלא כלל ופרט וכלל אין אתה דן אלא כעין הפרט לומר לך מה_הפרט_מפורש נכסין המטלטלין שאין_להם_אחריות,3050000627,24,24
ref-mek.7.15.3.31-ref-mek.7.15.3.36,ref-sifre-n.1.4.25-ref-sifre-n.1.4.30,342382,342412,ref-mek.7.15.3.31,ref-mek.7.15.3.36,1938,1967,ref-sifre-n.1.4.25,ref-sifre-n.1.4.30,בכלל היית ויצאת מן הכלל ללמד ,היה בכלל ויצא מן הכלל ולמד ,6,6,2,1.0,782,782.0,0.3448275862068966,0.5,3,בכלל מן הכלל,3050000628,6,6
ref-mek.7.15.3.31-ref-mek.7.15.3.36,ref-sifre-n.34.1.98-ref-sifre-n.34.1.103,342382,342412,ref-mek.7.15.3.31,ref-mek.7.15.3.36,58534,58562,ref-sifre-n.34.1.98,ref-sifre-n.34.1.103,בכלל היית ויצאת מן הכלל ללמד ,היה בכלל ויצא מן הכלל לימד ,6,6,182,181.0,783,782.0,0.3448275862068966,0.7142857142857143,3,בכלל מן הכלל,3050000629,6,6
ref-mek.7.15.3.31-ref-mek.7.15.3.36,ref-sifre-n.107.1.284-ref-sifre-n.107.1.290,342382,342412,ref-mek.7.15.3.31,ref-mek.7.15.3.36,147581,147614,ref-sifre-n.107.1.284,ref-sifre-n.107.1.290,בכלל היית ויצאת מן הכלל ללמד ,היה בכלל ויצא מוצא מן הכלל ללמד ,6,7,467,467.0,784,782.0,0.3125,0.5,4,בכלל מן הכלל ללמד,3050000630,6,7
ref-mek.7.15.3.31-ref-mek.7.15.3.36,ref-sifre-n.107.2.761-ref-sifre-n.107.2.766,342382,342412,ref-mek.7.15.3.31,ref-mek.7.15.3.36,151623,151651,ref-sifre-n.107.2.761,ref-sifre-n.107.2.766,בכלל היית ויצאת מן הכלל ללמד ,היה בכלל ויצא מן הכלל לימד ,6,6,476,476.0,785,782.0,0.3448275862068966,0.7142857142857143,3,בכלל מן הכלל,3050000631,6,6
ref-mek.7.15.3.132-ref-mek.7.15.3.141,ref-sifre-n.160.8.246-ref-sifre-n.160.8.255,342886,342935,ref-mek.7.15.3.132,ref-mek.7.15.3.141,289491,289540,ref-sifre-n.160.8.246,ref-sifre-n.160.8.255,שנים ואין בית דין שקול מוסיפין עליהם עוד אחד הרי ,שנים ואין בית דין שקול מוסיפים עליהם עוד אחד הרי ,10,10,898,896.0,786,786.0,0.0204081632653061,0.1818181818181817,9,שנים ואין בית דין שקול עליהם עוד אחד הרי,3050000632,10,10
ref-mek.7.15.3.177-ref-mek.7.15.3.188,ref-sifre-n.160.8.246-ref-sifre-n.160.8.255,343107,343170,ref-mek.7.15.3.177,ref-mek.7.15.3.188,289491,289540,ref-sifre-n.160.8.246,ref-sifre-n.160.8.255,בשנים הכתוב מדבר ואין בית דין שקול מוסיפין עליהם עוד אחד הרי ,שנים ואין בית דין שקול מוסיפים עליהם עוד אחד הרי ,12,10,899,896.0,787,787.0,0.2131147540983606,0.3076923076923077,8,ואין בית דין שקול עליהם עוד אחד הרי,3050000633,12,10
ref-mek.7.16.2.8-ref-mek.7.16.2.17,ref-sifre-n.14.1.7-ref-sifre-n.14.1.15,344590,344647,ref-mek.7.16.2.8,ref-mek.7.16.2.17,24718,24772,ref-sifre-n.14.1.7,ref-sifre-n.14.1.15,מכאן אתה דן כל השבועות שבתורה הואיל ונאמרו כל השבועות ,מכאן אהת דן לכל השבועות שבתורה הואיל ונאמרו שבועות ,10,9,49,49.0,788,788.0,0.1111111111111111,0.125,6,מכאן דן השבועות שבתורה הואיל ונאמרו,3050000634,10,9
ref-mek.7.16.2.25-ref-mek.7.16.2.35,ref-sifre-n.14.1.43-ref-sifre-n.14.1.53,344686,344753,ref-mek.7.16.2.25,ref-mek.7.16.2.35,24930,24993,ref-sifre-n.14.1.43,ref-sifre-n.14.1.53,"שאינה אלא ביוד ה""א מכולן לכל השבועות שבתורה שאינן אלא ביו""ד ","שאינם אלא ביו""ד ה""א אף פורטני בכל השבועות שבתורה שאינם אלא ",11,9,50,50.0,794,788.0,0.3166666666666666,0.5833333333333333,5,"אלא ה""א השבועות שבתורה אלא",3050000635,11,9
ref-mek.7.16.2.12-ref-mek.7.16.2.36,ref-sifre-n.14.1.107-ref-sifre-n.14.1.131,344605,344757,ref-mek.7.16.2.12,ref-mek.7.16.2.36,25248,25387,ref-sifre-n.14.1.107,ref-sifre-n.14.1.131,"שבועה ביו""ד ה""א הואיל ונאמרו שבועות בתורה סתם ופרט לך הכתוב באחד מהם שאינן אלא ביו""ד ה""א אף פורטני בכל שבועות שבתורה סתם שאינן אלא","שבועה ביו""ד ה""א הואיל ונאמרו שבועות בתורה סתם ופרט לך הכתוב באחד מהם שאינן אלא ביו""ד ה""א אף פורטני בכל שבועות שבתורה סתם שאינן אלא",21,21,55,55.0,792,792.0,0.0,0.0,21,"שבועה ביו""ד ה""א הואיל ונאמרו שבועות בתורה_סתם_ופרט לך הכתוב באחד מהם שאינן אלא ביו""ד ה""א אף_פורטני_בכל שבועות שבתורה סתם שאינן אלא",3050000636,21,21
ref-mek.7.16.2.11-ref-mek.7.16.2.35,ref-sifre-n.15.2.1-ref-sifre-n.15.2.55,344602,344753,ref-mek.7.16.2.11,ref-mek.7.16.2.35,26249,26567,ref-sifre-n.15.2.1,ref-sifre-n.15.2.55,והואיל ונאמרו שבועות סתם בתורה ופרט באחת מהם שאינה אלא באמן אף פורטה בכל שבועות שבתורה,"הואיל ונאמרו שבועות בתורה סתם ופרט באחת מהם שאינו אלה באלה ובשבועה כך פורטני בכל שבועות שבתורה שלא יהא אלא באלה ובשבועה הואיל ופרט באחת מהם שאינה אלא ביו""ד ה""א אף פורטני בכל שבועות שבתורה שאינם אלא ביו""ד ה""א והואיל ונאמרו שבועות סתם בתורה ופרט באחת מהם שאינה אלא באמן אף פורטה בכל שבועות שבתורה",14,45,59,59.0,789,789.0,0.7074829931972789,0.4285714285714286,14,והואיל ונאמרו שבועות סתם בתורה ופרט_באחת_מהם שאינה אלא באמן אף פורטה בכל שבועות שבתורה,3050000637,14,45
ref-mek.7.16.2.92-ref-mek.7.16.2.106,ref-sifre-n.14.1.85-ref-sifre-n.14.1.109,345039,345111,ref-mek.7.16.2.92,ref-mek.7.16.2.106,25139,25264,ref-sifre-n.14.1.85,ref-sifre-n.14.1.109,"ונאמר להלן אלה מה אלה האמורה כאן עשה שבועה כאלה אף אלה האמורה להלן עשה שבועה כאלה ומה אלה ביו""ד ה""א אף שבועה ביו""ד ה""א","ונאמר להלן אלה מה אלה האמורה כאן עשה שבועה כאלה אף אלה האמורה להלן עשה שבועה כאלה ומה אלה ביו""ד ה""א אף שבועה ביו""ד ה""א",25,25,52,52.0,795,795.0,0.0,0.0,25,"ונאמר להלן אלה מה אלה האמורה כאן עשה שבועה כאלה אף אלה האמורה להלן עשה שבועה כאלה ומה אלה ביו""ד ה""א אף שבועה ביו""ד ה""א",3050000638,25,25
ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifre-n.16.1.21-ref-sifre-n.16.1.31,346915,346966,ref-mek.7.16.5.40,ref-mek.7.16.5.49,27047,27101,ref-sifre-n.16.1.21,ref-sifre-n.16.1.31,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן וכתב מה וכתב האמור להלן כשר בכל אדם אף ,1,11,67,63.0,801,797.0,0.32,0.6363636363636364,5,ונאמר להלן מה להלן אף,3050000639,10,11
ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifre-n.22.1.195-ref-sifre-n.22.1.204,346915,346966,ref-mek.7.16.5.40,ref-mek.7.16.5.49,33522,33578,ref-sifre-n.22.1.195,ref-sifre-n.22.1.204,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן הפלאה מה הפלאה האמורה להלן בנדר ובנדבה אף ,1,1,97,94.0,802,797.0,0.320754716981132,0.6,6,ונאמר להלן מה האמורה להלן אף,3050000640,10,10
ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifre-n.25.1.408-ref-sifre-n.25.1.417,346915,346966,ref-mek.7.16.5.40,ref-mek.7.16.5.49,41601,41650,ref-sifre-n.25.1.408,ref-sifre-n.25.1.417,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן פרוע מה פרוע האמור להלן גידול שער אף ,1,1,108,105.0,803,797.0,0.36,0.6,5,ונאמר להלן מה להלן אף,3050000641,10,10
ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifre-n.25.1.646-ref-sifre-n.25.1.664,346915,346966,ref-mek.7.16.5.40,ref-mek.7.16.5.49,42870,42966,ref-sifre-n.25.1.646,ref-sifre-n.25.1.664,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן אף ,1,9,121,111.0,804,797.0,0.631578947368421,0.5555555555555556,5,ונאמר להלן מה להלן אף,3050000642,10,9
ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifre-n.29.1.153-ref-sifre-n.29.1.165,346915,346966,ref-mek.7.16.5.40,ref-mek.7.16.5.49,48837,48907,ref-sifre-n.29.1.153,ref-sifre-n.29.1.165,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף ,1,9,154,144.0,805,797.0,0.4347826086956521,0.5555555555555556,5,ונאמר להלן מה להלן אף,3050000643,10,9
ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifre-n.39.1.91-ref-sifre-n.39.1.99,346915,346966,ref-mek.7.16.5.40,ref-mek.7.16.5.49,62802,62850,ref-sifre-n.39.1.91,ref-sifre-n.39.1.99,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן ברכה מה ברכה האמורה להלן בעמידה אף ,1,9,195,192.0,806,797.0,0.3,0.5555555555555556,6,ונאמר להלן מה האמורה להלן אף,3050000644,10,9
ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifre-n.110.1.114-ref-sifre-n.110.1.123,346915,346966,ref-mek.7.16.5.40,ref-mek.7.16.5.49,156771,156821,ref-sifre-n.110.1.114,ref-sifre-n.110.1.123,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף ,1,1,491,487.0,807,797.0,0.38,0.6,5,ונאמר להלן מה להלן אף,3050000645,10,10
ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifre-n.113.1.62-ref-sifre-n.113.1.70,346915,346966,ref-mek.7.16.5.40,ref-mek.7.16.5.49,167778,167823,ref-sifre-n.113.1.62,ref-sifre-n.113.1.70,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף ,1,1,541,538.0,808,797.0,0.34,0.5555555555555556,5,ונאמר להלן מה להלן אף,3050000646,10,9
ref-mek.7.16.5.39-ref-mek.7.16.5.46,ref-sifre-n.116.1.230-ref-sifre-n.116.1.242,346910,346952,ref-mek.7.16.5.39,ref-mek.7.16.5.46,178842,178902,ref-sifre-n.116.1.230,ref-sifre-n.116.1.242,אתך ונאמר להלן אתך מה אתך האמור להלן,"אתך ר""ע אומר נאמר כאן אתך ונאמר להלן אתך מה אתך האמור להלן",8,11,557,557.0,799,799.0,0.3793103448275862,0.3333333333333333,8,אתך ונאמר להלן אתך מה אתך האמור להלן,3050000647,8,11
ref-mek.7.16.5.31-ref-mek.7.16.5.49,ref-sifre-n.116.2.275-ref-sifre-n.116.2.284,346873,346966,ref-mek.7.16.5.31,ref-mek.7.16.5.49,183015,183065,ref-sifre-n.116.2.275,ref-sifre-n.116.2.284,להלן יומת מה יומת האמור להלן סקילה אף,יומת ונאמר להלן יומת מה יומת האמור להלן סקילה אף,8,4,585,585.0,797,797.0,0.2291666666666666,0.1666666666666666,8,להלן יומת מה יומת האמור להלן סקילה אף,3050000648,8,10
ref-mek.7.16.5.31-ref-mek.7.16.5.49,ref-sifre-n.116.2.298-ref-sifre-n.116.2.305,346873,346966,ref-mek.7.16.5.31,ref-mek.7.16.5.49,183131,183169,ref-sifre-n.116.2.298,ref-sifre-n.116.2.305,ומתה שבויה מנין הרי אתה דן נאמר כאן מיתה ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,להלן יומת מה יומת האמור להלן בחנק אף ,5,8,611,611.0,798,797.0,0.6813186813186813,0.6,4,להלן מה להלן אף,3050000649,14,8
ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifre-n.142.2.215-ref-sifre-n.142.2.225,346915,346966,ref-mek.7.16.5.40,ref-mek.7.16.5.49,253868,253923,ref-sifre-n.142.2.215,ref-sifre-n.142.2.225,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף ,1,9,798,789.0,809,797.0,0.4339622641509434,0.7272727272727273,4,להלן מה להלן אף,3050000650,10,9
ref-mek.7.17.1.132-ref-mek.7.17.1.149,ref-sifre-n.10.1.196-ref-sifre-n.10.1.213,348519,348600,ref-mek.7.17.1.132,ref-mek.7.17.1.149,21732,21813,ref-sifre-n.10.1.196,ref-sifre-n.10.1.213,נאמר כאן אשר לא אורשה ונאמר להלן אשר לא אורשה מה להלן חמשים אף כאן חמשים מה להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן עפר על פני המים אף כאן להלן ,4,8,35,29.0,823,811.0,0.5061728395061729,0.5833333333333333,9,נאמר כאן ונאמר להלן מה להלן אף כאן להלן,3050000651,18,18
ref-mek.7.17.1.125-ref-mek.7.17.1.142,ref-sifre-n.25.1.637-ref-sifre-n.25.1.649,348481,348568,ref-mek.7.17.1.125,ref-mek.7.17.1.142,42824,42889,ref-sifre-n.25.1.637,ref-sifre-n.25.1.649,אלא מופנה להקיש ולדון ממנו גזרה שווה נאמר כאן אשר לא אורשה ונאמר להלן אשר לא אורשה מה ,אלא מופנה לדון להקיש גזירה שווה נאמר כאן נזיר ונאמר להלן נזיר מה ,18,13,114,111.0,811,811.0,0.4069767441860465,0.4,9,אלא מופנה להקיש שווה נאמר כאן ונאמר להלן מה,3050000652,18,13
ref-mek.7.17.1.126-ref-mek.7.17.1.142,ref-sifre-n.26.1.403-ref-sifre-n.26.1.413,348485,348568,ref-mek.7.17.1.126,ref-mek.7.17.1.142,45314,45368,ref-sifre-n.26.1.403,ref-sifre-n.26.1.413,מופנה להקיש ולדון ממנו גזרה שווה נאמר כאן אשר לא אורשה ונאמר להלן אשר לא אורשה מה ,"מופנה להקיש ולדון ג""ש נאמר כאן אמו ונאמר להלן אמו מה ",17,11,127,124.0,815,811.0,0.3902439024390244,0.5,8,מופנה להקיש ולדון נאמר כאן ונאמר להלן מה,3050000653,17,11
ref-mek.7.17.1.125-ref-mek.7.17.1.142,ref-sifre-n.30.1.827-ref-sifre-n.30.1.839,348481,348568,ref-mek.7.17.1.125,ref-mek.7.17.1.142,53438,53502,ref-sifre-n.30.1.827,ref-sifre-n.30.1.839,אלא מופנה להקיש ולדון ממנו גזרה שווה נאמר כאן אשר לא אורשה ונאמר להלן אשר לא אורשה מה ,אלא מופנה להקיש לדון גזירה שוה נאמר כאן נזיר ונאמר להלן נזיר מה ,18,13,163,159.0,812,811.0,0.3488372093023256,0.4,8,אלא מופנה להקיש נאמר כאן ונאמר להלן מה,3050000654,18,13
ref-mek.7.17.1.125-ref-mek.7.17.1.142,ref-sifre-n.31.3.317-ref-sifre-n.31.3.329,348481,348568,ref-mek.7.17.1.125,ref-mek.7.17.1.142,57180,57244,ref-sifre-n.31.3.317,ref-sifre-n.31.3.329,אלא מופנה להקיש ולדון ממנו גזרה שווה נאמר כאן אשר לא אורשה ונאמר להלן אשר לא אורשה מה ,אלא מופנה להקיש לדון גזירה שוה נאמר כאן נזיר ונאמר להלן נזיר מה ,18,13,174,170.0,813,811.0,0.3488372093023256,0.4,8,אלא מופנה להקיש נאמר כאן ונאמר להלן מה,3050000655,18,13
ref-mek.7.17.1.125-ref-mek.7.17.1.142,ref-sifre-n.65.1.104-ref-sifre-n.65.1.117,348481,348568,ref-mek.7.17.1.125,ref-mek.7.17.1.142,89322,89397,ref-sifre-n.65.1.104,ref-sifre-n.65.1.117,אלא מופנה להקיש ולדון ממנו גזרה שווה נאמר כאן אשר לא אורשה ונאמר להלן אשר לא אורשה מה ,אלא מופנה להקיש לדון הימנו גזרה שוה נאמר כאן במועדו ונאמר להלן במועדו מה ,18,8,295,283.0,814,811.0,0.3023255813953488,0.3333333333333333,9,אלא מופנה להקיש גזרה נאמר כאן ונאמר להלן מה,3050000656,18,14
ref-mek.7.17.1.132-ref-mek.7.17.1.147,ref-sifre-n.110.1.111-ref-sifre-n.110.1.127,348519,348592,ref-mek.7.17.1.132,ref-mek.7.17.1.147,156758,156841,ref-sifre-n.110.1.111,ref-sifre-n.110.1.127,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן חמשת,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן חמשת,2,2,490,490.0,821,821.0,0.0,0.0,17,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן חמשת,3050000657,17,17
ref-mek.7.17.1.132-ref-mek.7.17.1.146,ref-sifre-n.116.1.236-ref-sifre-n.116.1.251,348519,348586,ref-mek.7.17.1.132,ref-mek.7.17.1.146,178868,178948,ref-sifre-n.116.1.236,ref-sifre-n.116.1.251,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב מדבר אף אתך האמור כאן להלן,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב מדבר אף אתך האמור כאן להלן,1,1,569,569.0,819,819.0,0.0,0.0,14,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב_מדבר_אף אתך האמור כאן להלן,3050000658,14,14
ref-mek.7.17.1.129-ref-mek.7.17.1.146,ref-sifre-n.121.1.382-ref-sifre-n.121.1.396,348504,348586,ref-mek.7.17.1.129,ref-mek.7.17.1.146,203549,203619,ref-sifre-n.121.1.382,ref-sifre-n.121.1.396,ממנו גזרה שווה נאמר כאן אשר לא אורשה ונאמר להלן אשר לא אורשה מה להלן חמשים אף כאן ,מנין נאמר כאן מלאה ונאמר להלן דברים כב מלאה מה להלן שהיא עולה אף כאן ,4,2,694,692.0,818,811.0,0.4878048780487805,0.625,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3050000659,18,15
ref-mek.7.17.1.126-ref-mek.7.17.1.142,ref-sifre-n.142.2.206-ref-sifre-n.142.2.218,348485,348568,ref-mek.7.17.1.126,ref-mek.7.17.1.142,253818,253889,ref-sifre-n.142.2.206,ref-sifre-n.142.2.218,מופנה להקיש ולדון ממנו גזרה שווה נאמר כאן אשר לא אורשה ונאמר להלן אשר לא אורשה מה ,מופנה להקיש לדון הימנו גזירה שוה נאמר כאן במועדו ונא' להלן במועדו מה ,17,13,793,789.0,816,811.0,0.3536585365853658,0.4666666666666667,6,מופנה להקיש נאמר כאן להלן מה,3050000660,17,13
ref-mek.7.17.1.126-ref-mek.7.17.1.142,ref-sifre-n.157.8.85-ref-sifre-n.157.8.96,348485,348568,ref-mek.7.17.1.126,ref-mek.7.17.1.142,281072,281132,ref-sifre-n.157.8.85,ref-sifre-n.157.8.96,מופנה להקיש ולדון ממנו גזרה שווה נאמר כאן אשר לא אורשה ונאמר להלן אשר לא אורשה מה ,מופנה להקיש ולדון גזירה שוה נאמר כאן בגד ונאמר להלן בגד מה ,17,12,867,864.0,817,811.0,0.3780487804878049,0.3076923076923077,8,מופנה להקיש ולדון נאמר כאן ונאמר להלן מה,3050000661,17,12
ref-mek.7.17.1.206-ref-mek.7.17.1.220,ref-sifre-n.7.1.88-ref-sifre-n.7.1.102,348896,348983,ref-mek.7.17.1.206,ref-mek.7.17.1.220,14021,14108,ref-sifre-n.7.1.88,ref-sifre-n.7.1.102,לו לאשה בראויה לו לאשה הכתוב מדבר להוציא אלמנה לכהן גדול גרושה וחלוצה לכהן הדיוט ,"לו כי תשטה אשתו בראויה לאישות הכתוב מדבר להוציא אלמנה לכ""ג גרושה וחלוצה לכהן הדיוט ",15,15,23,23.0,824,824.0,0.2650602409638554,0.3571428571428571,10,לו בראויה הכתוב מדבר להוציא אלמנה גרושה וחלוצה לכהן הדיוט,3050000662,15,15
ref-mek.7.17.1.214-ref-mek.7.17.1.220,ref-sifre-n.154.1.51-ref-sifre-n.154.1.59,348941,348983,ref-mek.7.17.1.214,ref-mek.7.17.1.220,271757,271815,ref-sifre-n.154.1.51,ref-sifre-n.154.1.59,אלמנה לכהן גדול גרושה וחלוצה לכהן הדיוט ,אלמנה וגרושה באלמנה לכהן גדול גרושה וחלוצה לכהן הדיוט ,7,9,845,845.0,825,824.0,0.2592592592592592,0.0,7,אלמנה לכהן גדול גרושה וחלוצה לכהן הדיוט,3050000663,7,9
ref-mek.7.17.1.362-ref-mek.7.17.1.370,ref-sifre-n.110.1.114-ref-sifre-n.110.1.127,349684,349726,ref-mek.7.17.1.362,ref-mek.7.17.1.370,156771,156841,ref-sifre-n.110.1.114,ref-sifre-n.110.1.127,ונאמר להלן כסף מה להלן חמשים אף כאן חמשים ,ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן חמשת ,9,5,497,487.0,826,826.0,0.4626865671641791,0.6,6,ונאמר להלן מה להלן אף כאן,3050000664,9,14
ref-mek.7.17.1.373-ref-mek.7.17.1.385,ref-sifre-n.120.1.140-ref-sifre-n.120.1.153,349743,349805,ref-mek.7.17.1.373,ref-mek.7.17.1.385,201468,201533,ref-sifre-n.120.1.140,ref-sifre-n.120.1.153,וכי מה למדנו למוהר בתולות מעתה הרי זה בא ללמד ונמצא למד מה ,וכי מה למדנו לתרומת מעשר מעתה אלא הרי זה בא ללמד ונמצא למד מה ,13,14,691,689.0,827,827.0,0.2258064516129032,0.3846153846153846,11,וכי מה למדנו מעתה הרי זה בא ללמד ונמצא למד מה,3050000665,13,14
ref-mek.7.17.3.34-ref-mek.7.17.3.44,ref-sifre-n.10.1.196-ref-sifre-n.10.1.206,350693,350748,ref-mek.7.17.3.34,ref-mek.7.17.3.44,21732,21784,ref-sifre-n.10.1.196,ref-sifre-n.10.1.206,נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן כאן ,1,1,34,29.0,832,828.0,0.4259259259259259,0.5,7,נאמר כאן ונאמר להלן מה להלן כאן,3050000666,11,11
ref-mek.7.17.3.25-ref-mek.7.17.3.40,ref-sifre-n.16.1.7-ref-sifre-n.16.1.24,350636,350728,ref-mek.7.17.3.25,ref-mek.7.17.3.40,26974,27067,ref-sifre-n.16.1.7,ref-sifre-n.16.1.24,מכל מיתות האמורות בתורה תלמוד לומר ואת הבהמה תהרוגו נאמר כאן הריגה ונאמר להלן הריגה מה ,כל אלות שבתורה תלמוד לומר האלה הכהן למה נאמר שהיה בדין נאמר כאן וכתב ונאמר להלן וכתב מה ,16,15,63,63.0,830,828.0,0.4886363636363636,0.736842105263158,7,תלמוד לומר נאמר כאן ונאמר להלן מה,3050000667,16,15
ref-mek.7.17.3.21-ref-mek.7.17.3.29,ref-sifre-n.111.1.48-ref-sifre-n.111.1.57,350618,350673,ref-mek.7.17.3.21,ref-mek.7.17.3.29,159898,159958,ref-sifre-n.111.1.48,ref-sifre-n.111.1.57,או אינו אלא באחת מכל מיתות האמורות בתורה תלמוד לומר ,או אינו אלא באחד מכל בכל מצוות האמורות בתורה תלמוד לומר ,8,9,514,512.0,829,828.0,0.125,0.4,6,או_אינו_אלא מכל האמורות בתורה תלמוד לומר,3050000668,8,9
ref-mek.7.17.3.18-ref-mek.7.17.3.29,ref-sifre-n.111.1.75-ref-sifre-n.111.1.86,350601,350673,ref-mek.7.17.3.18,ref-mek.7.17.3.29,160042,160107,ref-sifre-n.111.1.75,ref-sifre-n.111.1.86,אתה אומר בסקילה או אינו אלא באחת מכל מיתות האמורות בתורה תלמוד לומר ,"אתה אומר ע""ג או אינו אלא אחת מכל מצות האמורות בתורה תלמוד לומר ",11,11,520,517.0,828,828.0,0.1323529411764706,0.3333333333333333,8,אתה אומר או_אינו_אלא מכל האמורות בתורה תלמוד לומר,3050000669,11,11
ref-mek.7.17.3.31-ref-mek.7.17.3.41,ref-sifre-n.116.1.236-ref-sifre-n.116.1.251,350674,350733,ref-mek.7.17.3.31,ref-mek.7.17.3.41,178868,178948,ref-sifre-n.116.1.236,ref-sifre-n.116.1.251,ואת הבהמה תהרוגו נאמר כאן הריגה ונאמר להלן הריגה מה להלן ,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב מדבר אף אתך האמור כאן להלן ,11,1,575,557.0,831,828.0,0.618421052631579,0.6363636363636364,4,ונאמר להלן מה להלן,3050000670,11,14
