baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifra,baseOrder,grp-ref-m,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-m.6.3.12.4.24-ref-m.6.3.12.5.3,ref-sifra.7.2-2*.17.10-ref-sifra.7.2-2*.17.20,911087,911166,ref-m.6.3.12.4.24,ref-m.6.3.12.5.3,329570,329630,ref-sifra.7.2-2*.17.10,ref-sifra.7.2-2*.17.20,אינן מיטמאין בנגעים ירושלים וחוצה לארץ אינן מיטמאין בנגעים כיצד ראיית הבית ,שמטמא בכל נגעים ואל יוכיח שער לבן שאינו מטמא בכל נגעים ,12,11,1773,1765.0,3077,3077.0,0.64,1.0,0,,1040002134,12,11
ref-m.6.3.12.4.32-ref-m.6.3.12.5.45,ref-sifra.8.5-00.10.1-ref-sifra.8.5-00.11.19,911142,911382,ref-m.6.3.12.4.32,ref-m.6.3.12.5.45,383738,383943,ref-sifra.8.5-00.10.1,ref-sifra.8.5-00.11.19,נגע מה תל ל כנגע אפילו תלמיד חכם ויודע שהיא נגע ודאי לא יגזר ויאמר נגע נראה לי בבית אלא כנגע נראה לי בבית נראה לי ולא לאורי מכאן אמרו בית אפל אין פותחין בו חלונות לראות את נגעו בבית פסוק לה להביא,נגע מה תל ל כנגע אפילו תלמיד חכם ויודע שהיא נגע ודאי לא יגזר ויאמר נגע נראה לי בבית אלא כנגע נראה לי בבית נראה לי ולא לאורי מכאן אמרו בית אפל אין פותחין בו חלונות לראות את נגעו בבית פסוק לה להביא,41,41,2149,2149.0,3078,3078.0,0.0,0.0,41,נגע מה_תל_ל כנגע אפילו תלמיד חכם ויודע שהיא נגע ודאי לא יגזר ויאמר נגע נראה לי בבית אלא כנגע נראה לי בבית נראה לי ולא לאורי מכאן אמרו בית אפל אין פותחין בו חלונות לראות את נגעו בבית פסוק לה להביא,1040002135,41,41
ref-m.6.3.12.5.39-ref-m.6.3.12.5.130,ref-sifra.8.5-00.12.11-ref-sifra.8.5-00.13.14,911346,911790,ref-m.6.3.12.5.39,ref-m.6.3.12.5.130,384090,384546,ref-sifra.8.5-00.12.11,ref-sifra.8.5-00.13.14,בטרם יבא הכהן לראות את הנגע לראות את הפינוי ולא יטמא כל אשר בבית,"הבית אפילו חבילי עצים אפילו חבילי קנים דברי ר' יהודה ר' מאירר' שמעון נ""אאומר עסק הוא לפינוי אמר ר' מאיר וכי מה מיטמי לו אם תאמר כלי עצו ובגדיו ומתכתו מטבילם והם טהורים על מה חסה תורה על כלי חרסו ועל פכו",14,37,2153,2152.0,3080,3080.0,0.806930693069307,0.8484848484848485,0,,1040002136,14,37
ref-m.6.3.12.6.4-ref-m.6.3.12.6.30,ref-sifra.8.6-00.6.1-ref-sifra.8.6-00.6.19,911806,911954,ref-m.6.3.12.6.4,ref-m.6.3.12.6.30,385766,385860,ref-sifra.8.6-00.6.1,ref-sifra.8.6-00.6.19,ויצא הכהן מן הבית יכול לביתו ויסגיר תל ל אל פתח הבית והסגיר פתח הבית והסגיר אי אל פתח,ויצא הכהן מן הבית יכול לביתו ויסגיר תל ל אל פתח הבית והסגיר פתח הבית והסגיר אי אל פתח,19,19,2164,2163.0,3086,3086.0,0.0,0.0,19,ויצא הכהן מן הבית יכול לביתו ויסגיר תל ל אל פתח הבית והסגיר פתח הבית והסגיר אי אל פתח,1040002137,19,19
ref-m.6.3.12.6.2-ref-m.6.3.12.6.11,ref-sifra.8.6-00.7.3-ref-sifra.8.6-00.7.10,911796,911855,ref-m.6.3.12.6.2,ref-m.6.3.12.6.11,385978,386024,ref-sifra.8.6-00.7.3,ref-sifra.8.6-00.7.10,הלך לביתו והסגיר או שעמד בתוך הבית והסגיר,הלך לביתו והסגיר או שעמד בתוך הבית והסגיר,8,8,2165,2165.0,3084,3084.0,0.0,0.0,8,הלך לביתו והסגיר או שעמד בתוך הבית והסגיר,1040002138,8,8
ref-m.6.3.12.6.47-ref-m.6.3.12.6.54,ref-sifra.8.6-04.4.1-ref-sifra.8.6-04.4.23,912039,912079,ref-m.6.3.12.6.47,ref-m.6.3.12.6.54,386951,387070,ref-sifra.8.6-04.4.1,ref-sifra.8.6-04.4.23,והשליכו אתהן אל מחוץ לעיר אל מקום טמא ,והשליכו אתהן אל מחוץ לעיר אתהן חוץ לכל העיר אין אדם חוץ לכל העיר אלא חוץ לעיירות המוקפות חומה בלבד אל מקום טמא ,8,23,2171,2171.0,3088,3088.0,0.6576576576576577,0.5,8,והשליכו אתהן אל מחוץ לעיר אל מקום טמא,1040002139,8,23
ref-m.6.3.12.6.55-ref-m.6.3.12.6.61,ref-sifra.8.6-04.7.1-ref-sifra.8.6-04.7.11,912080,912121,ref-m.6.3.12.6.55,ref-m.6.3.12.6.61,387376,387437,ref-sifra.8.6-04.7.1,ref-sifra.8.6-04.7.11,ולקחו אבנים אחרות והביאו אל תחת האבנים ,ולקחו אבנים אחרות אין פחות משתי אבנים והביאו אל תחת האבנים ,7,11,2172,2172.0,3089,3089.0,0.3389830508474576,0.3333333333333333,7,ולקחו אבנים אחרות והביאו אל תחת האבנים,1040002140,7,11
ref-m.6.3.12.6.88-ref-m.6.3.12.6.100,ref-sifra.3.7-11.1.37-ref-sifra.3.7-11.2.4,912245,912301,ref-m.6.3.12.6.88,ref-m.6.3.12.6.100,121937,122013,ref-sifra.3.7-11.1.37,ref-sifra.3.7-11.2.4,יביא שתיהן תלמוד לומר יביאנה אחת הוא מביא ואינו מביא שתים יכול לא יביא שתיהן,יביא שתיהן תלמוד לומר יביאנה אחת הוא מביא ואינו מביא שתים יכול לא יביא שתיהן,10,10,459,459.0,3092,3092.0,0.0,0.0,10,יביא שתיהן תלמוד לומר יביאנה אחת הוא_מביא_ואינו_מביא שתים יכול_לא_יביא שתיהן,1040002141,10,10
ref-m.6.3.12.6.88-ref-m.6.3.12.6.100,ref-sifra.6.1-04.2.27-ref-sifra.6.1-04.2.55,912245,912301,ref-m.6.3.12.6.88,ref-m.6.3.12.6.100,318269,318387,ref-sifra.6.1-04.2.27,ref-sifra.6.1-04.2.55,מביא לא אחת תחת שתים ולא שתים תחת אחת אלא מביא שתים תחת ,מביא א' תחת א' אף זו תביא א' תחת א' או כלך לדרך זו זו מביאה מהשג יד וטמא מקדש מביא מהשג יד מה טמא מקדש מביא שתים תחת ,13,23,1654,1654.0,3095,3090.0,0.6581196581196581,0.8,6,מביא תחת תחת מביא שתים תחת,1040002142,13,23
ref-m.6.3.12.6.88-ref-m.6.3.12.6.99,ref-sifra.8.4-00.4.34-ref-sifra.8.4-00.4.41,912245,912297,ref-m.6.3.12.6.88,ref-m.6.3.12.6.99,379637,379672,ref-sifra.8.4-00.4.34,ref-sifra.8.4-00.4.41,מביא לא אחת תחת שתים ולא שתים תחת אחת אלא מביא שתים ,מביא שניים תחת אחת אף זה יביא שניים ,12,8,2127,2127.0,3093,3090.0,0.5192307692307693,0.625,3,מביא תחת אחת,1040002143,12,8
ref-m.6.3.12.6.70-ref-m.6.3.12.6.105,ref-sifra.8.6-04.7.25-ref-sifra.8.6-04.8.10,912160,912323,ref-m.6.3.12.6.70,ref-m.6.3.12.6.105,387512,387666,ref-sifra.8.6-04.7.25,ref-sifra.8.6-04.8.10,אין מביא אחת תחת שתים ולא שתים תחת אחת אלא מביא שתים תחת שתים תחת שלש תחת ארבע וארבע תחת שלש תחת שתים ולקחו אבנים יכול יקח אבנים מצד זה ויביא לצד זה,אין מביא אחת תחת שתים ולא שתים תחת אחת אלא מביא שתים תחת שתים תחת שלש תחת ארבע וארבע תחת שלש תחת שתים ולקחו אבנים יכול יקח אבנים מצד זה ויביא לצד זה,33,33,2176,2176.0,3090,3090.0,0.0,0.0,33,אין מביא אחת תחת שתים ולא שתים תחת אחת אלא מביא שתים תחת שתים תחת שלש תחת ארבע וארבע תחת שלש תחת שתים ולקחו אבנים יכול יקח אבנים מצד זה ויביא לצד זה,1040002144,33,33
ref-m.6.3.12.6.106-ref-m.6.3.12.6.119,ref-sifra.8.6-04.2.1-ref-sifra.8.6-04.2.16,912324,912404,ref-m.6.3.12.6.106,ref-m.6.3.12.6.119,386505,386599,ref-sifra.8.6-04.2.1,ref-sifra.8.6-04.2.16,וחלצו מלמד ששניהם חולצים שניהם קוצעים שניהם מביאים את האבנים מכאן אמרו אוי לרשע אוי לשכנו,וחלצו מלמד ששניהם חולצים שניהם קוצעים שניהם מביאים את האבנים מכאן אמרו אוי לרשע אוי לשכנו,16,16,2169,2169.0,3096,3096.0,0.0,0.0,16,וחלצו מלמד ששניהם חולצים שניהם קוצעים שניהם מביאים את האבנים מכאן אמרו אוי לרשע אוי לשכנו,1040002145,16,16
ref-m.6.3.12.6.125-ref-m.6.3.12.6.137,ref-sifra.8.6-04.10.1-ref-sifra.8.6-04.10.11,912426,912491,ref-m.6.3.12.6.125,ref-m.6.3.12.6.137,387958,388010,ref-sifra.8.6-04.10.1,ref-sifra.8.6-04.10.11,העפר שנאמר ועפר אחר יקח וטח את הבית אין חברו מטפל עמו בטיחה ,ועפר אחר יקח וטח את הבית אין חברו מטפל עמו בטיחה ,13,11,2180,2180.0,3098,3098.0,0.1833333333333333,0.0909090909090909,11,ועפר אחר יקח וטח את הבית אין חברו מטפל עמו בטיחה,1040002146,13,11
ref-m.6.3.12.7.7-ref-m.6.3.12.7.17,ref-sifra.1.16.12-ref-sifra.1.16.39,912518,912569,ref-m.6.3.12.7.7,ref-m.6.3.12.7.17,4107,4247,ref-sifra.1.16.12,ref-sifra.1.16.39,בית שיש בו אבנים ועצים ועפר מטמא יכל אף בית שאין אבנים ועצים ועפר שמטמא תלמוד לומר ונתץ את הבית את אבניו ואת עציו ואת כל עפר הבית,בית שיש בו אבנים ועצים ועפר מטמא יכל אף בית שאין אבנים ועצים ועפר שמטמא תלמוד לומר ונתץ את הבית את אבניו ואת עציו ואת כל עפר הבית,28,28,7,7.0,3099,3099.0,0.0,0.0,28,בית שיש בו אבנים ועצים ועפר מטמא יכל אף בית שאין אבנים ועצים ועפר שמטמא תלמוד לומר ונתץ את הבית את אבניו ואת עציו ואת כל עפר הבית,1040002147,28,28
ref-m.6.3.12.7.7-ref-m.6.3.12.7.19,ref-sifra.8.7-05.1.1-ref-sifra.8.7-05.1.14,912518,912580,ref-m.6.3.12.7.7,ref-m.6.3.12.7.19,391754,391822,ref-sifra.8.7-05.1.1,ref-sifra.8.7-05.1.14,ונתץ את הבית את אבניו ואת עציו ואת כל עפר הבית והוציא אל ,ונתץ את הבית את אבניו ואת עציו ואת כל עפר הבית מלמד שאין הבית ,13,14,2194,2194.0,3101,3099.0,0.1935483870967742,0.3,11,ונתץ את הבית את אבניו ואת עציו ואת כל עפר הבית,1040002148,13,14
ref-m.6.3.12.7.29-ref-m.6.3.12.7.34,ref-sifra.8.7-00.2.7-ref-sifra.8.7-00.2.12,912629,912671,ref-m.6.3.12.7.29,ref-m.6.3.12.7.34,388299,388340,ref-sifra.8.7-00.2.7,ref-sifra.8.7-00.2.12,והרחוק כגריס והחוזר בבתים כשני גריסין ,הרחוק כגריס והחוזר בבתים כשני גריסין ,6,6,2184,2183.0,3102,3102.0,0.0263157894736842,0.0,5,כגריס והחוזר בבתים כשני גריסין,1040002149,6,6
ref-m.6.3.13.1.4-ref-m.6.3.13.1.18,ref-sifra.8.7-00.12.2-ref-sifra.8.7-00.12.9,912685,912772,ref-m.6.3.13.1.4,ref-m.6.3.13.1.18,391191,391235,ref-sifra.8.7-00.12.2,ref-sifra.8.7-00.12.9,לכהה בשני והולך לו קולפו והוא טעון צפרים,לכהה בשני והולך לו קולפו והוא טעון צפרים,8,8,2185,2185.0,3105,3105.0,0.0,0.0,8,לכהה בשני והולך לו קולפו והוא טעון צפרים,1040002150,8,8
ref-m.6.3.13.1.1-ref-m.6.3.13.1.51,ref-sifra.8.7-00.12.21-ref-sifra.8.7-00.12.79,912672,912944,ref-m.6.3.13.1.1,ref-m.6.3.13.1.51,391287,391560,ref-sifra.8.7-00.12.21,ref-sifra.8.7-00.12.79,עשרה בתים הן הכהה בראשון והולך לו קולפו והוא טהור הכהה בשני והולך לו קולפו והוא טעון צפרים והפושה בראשון חולץ וקוצה וטח ונותן לו שבוע חזר נותץ לא חזר טעון צפרים עמד בראשון ופשה בשני,עשרה בתים הן הכהה בראשון והולך לו קולפו והוא טהור הכהה בשני והולך לו קולפו והוא טעון צפרים והפושה בראשון חולץ וקוצה וטח ונותן לו שבוע חזר נותץ לא חזר טעון צפרים עמד בראשון ופשה בשני,31,31,2187,2187.0,3103,3103.0,0.0,0.0,31,עשרה בתים הן הכהה בראשון והולך לו קולפו והוא טהור הכהה בשני והולך לו קולפו והוא טעון צפרים והפושה בראשון חולץ_וקוצה_וטח_ונותן_לו_שבוע חזר נותץ לא חזר טעון צפרים עמד בראשון ופשה בשני,1040002151,31,31
ref-m.6.3.13.1.27-ref-m.6.3.13.1.32,ref-sifra.8.7-00.12.87-ref-sifra.8.7-00.12.93,912820,912846,ref-m.6.3.13.1.27,ref-m.6.3.13.1.32,391591,391618,ref-sifra.8.7-00.12.87,ref-sifra.8.7-00.12.93,חזר ינתץ לא חזר טעון צפרים ,חזר נותץ  לא חזר טעון צפרים ,6,6,2191,2191.0,3107,3107.0,0.1071428571428571,0.4,5,חזר לא חזר טעון צפרים,1040002152,6,6
ref-m.6.3.13.1.43-ref-m.6.3.13.1.48,ref-sifra.8.7-00.12.87-ref-sifra.8.7-00.12.93,912903,912929,ref-m.6.3.13.1.43,ref-m.6.3.13.1.48,391591,391618,ref-sifra.8.7-00.12.87,ref-sifra.8.7-00.12.93,חזר ינתץ לא חזר טעון צפרים ,חזר נותץ  לא חזר טעון צפרים ,6,6,2192,2191.0,3108,3108.0,0.1071428571428571,0.4,5,חזר לא חזר טעון צפרים,1040002153,6,6
ref-m.6.3.13.1.58-ref-m.6.3.13.1.63,ref-sifra.8.7-00.12.38-ref-sifra.8.7-00.12.56,912977,913003,ref-m.6.3.13.1.58,ref-m.6.3.13.1.63,391364,391452,ref-sifra.8.7-00.12.38,ref-sifra.8.7-00.12.56,חזר ינתץ לא חזר טעון צפרים ,לו קולפו והוא טעון צפרים והפושה בראשון חולץ וקוצה וטח ונותן לו שבוע  חזר נותץ  לא חזר ,6,12,2189,2187.0,3110,3110.0,0.8604651162790697,0.6666666666666667,3,חזר לא חזר,1040002154,6,12
ref-m.6.3.13.1.58-ref-m.6.3.13.1.63,ref-sifra.8.7-00.12.87-ref-sifra.8.7-00.12.93,912977,913003,ref-m.6.3.13.1.58,ref-m.6.3.13.1.63,391591,391618,ref-sifra.8.7-00.12.87,ref-sifra.8.7-00.12.93,חזר ינתץ לא חזר טעון צפרים ,חזר נותץ  לא חזר טעון צפרים ,6,6,2193,2191.0,3111,3110.0,0.1071428571428571,0.4,5,חזר לא חזר טעון צפרים,1040002155,6,6
ref-m.6.3.13.1.70-ref-m.6.3.13.2.17,ref-sifra.8.7-05.3.73-ref-sifra.8.7-05.3.99,913032,913188,ref-m.6.3.13.1.70,ref-m.6.3.13.2.17,392574,392724,ref-sifra.8.7-05.3.73,ref-sifra.8.7-05.3.99,בחליצה בחליצה האבן שבזוית בזמן שהוא חולץ חולץ את כולה ובזמן שהוא נותץ נותץ את שלו ומניח של חבירו ובנתיצה נותץ את האבנים שיש בהם נגע ושאין,בחליצה בחליצה האבן שבזוית בזמן שהוא חולץ חולץ את כולה ובזמן שהוא נותץ נותץ את שלו ומניח של חבירו ובנתיצה נותץ את האבנים שיש בהם נגע ושאין,27,27,2200,2200.0,3112,3112.0,0.0,0.0,27,בחליצה בחליצה האבן שבזוית בזמן שהוא חולץ חולץ את כולה ובזמן שהוא נותץ נותץ את שלו ומניח של חבירו ובנתיצה נותץ את האבנים שיש בהם נגע ושאין,1040002156,27,27
ref-m.6.3.13.3.6-ref-m.6.3.13.3.18,ref-sifra.8.7-05.3.23-ref-sifra.8.7-05.3.35,913343,913411,ref-m.6.3.13.3.6,ref-m.6.3.13.3.18,392296,392366,ref-sifra.8.7-05.3.23,ref-sifra.8.7-05.3.35,לעליה נראה בעליה נותן את הקורות לבית,נראה נגע בבית נותן את הקורות לעליה נראה בעליה נותן את הקורות לבית,7,13,2198,2198.0,3114,3114.0,0.4461538461538462,0.1428571428571429,7,לעליה נראה בעליה נותן את הקורות לבית,1040002157,7,13
ref-m.6.3.13.3.42-ref-m.6.3.13.3.47,ref-sifra.1.16.15-ref-sifra.1.16.35,913537,913572,ref-m.6.3.13.3.42,ref-m.6.3.13.3.47,4118,4229,ref-sifra.1.16.15,ref-sifra.1.16.35,אבנים ועצים ועפר מטמא יכל אף בית שאין אבנים ועצים ועפר שמטמא תלמוד לומר ונתץ את הבית את אבניו ואת עציו,אבנים ועצים ועפר מטמא יכל אף בית שאין אבנים ועצים ועפר שמטמא תלמוד לומר ונתץ את הבית את אבניו ואת עציו,21,21,8,8.0,3116,3116.0,0.0,0.0,21,אבנים ועצים ועפר מטמא יכל אף בית שאין אבנים ועצים ועפר שמטמא תלמוד לומר ונתץ את הבית את אבניו ואת עציו,1040002158,21,21
ref-m.6.3.13.5.2-ref-m.6.3.13.5.22,ref-sifra.7.5-16.5.21-ref-sifra.7.5-16.5.42,913687,913809,ref-m.6.3.13.5.2,ref-m.6.3.13.5.22,363049,363171,ref-sifra.7.5-16.5.21,ref-sifra.7.5-16.5.42,מן המוסגר בטהור וחזר נגע לבית חולץ את האבנים חזר על האבנים הבית הראשון ינתץ והאבנים ישמשו את הבית השני בסימנין ,מן המוסגר בטהור חזר נגע על הבגד שורף את המטלית חזר על המטלית הבגד הראשון ישרף והמטלית תשמש את הבגד השני בסימנים ,21,22,2056,2055.0,3118,3118.0,0.2767857142857143,0.55,10,מן המוסגר בטהור נגע את חזר על הראשון את השני,1040002159,21,22
ref-m.6.3.13.5.5-ref-m.6.3.13.5.11,ref-sifra.8.7-00.1.3-ref-sifra.8.7-00.1.15,913705,913740,ref-m.6.3.13.5.5,ref-m.6.3.13.5.11,388021,388092,ref-sifra.8.7-00.1.3,ref-sifra.8.7-00.1.15,וחזר נגע לבית חולץ את האבנים חזר ,הנגע ופרח בבית אחר חלץ את האבנים משל חזר איש פלוני למקומו כשיחזור ,7,13,2181,2181.0,3119,3118.0,0.6363636363636364,0.6428571428571428,3,את האבנים חזר,1040002160,7,13
ref-m.6.3.13.7.1-ref-m.6.3.13.7.26,ref-sifra.7.5-12.14.11-ref-sifra.7.5-12.14.36,913997,914133,ref-m.6.3.13.7.1,ref-m.6.3.13.7.26,356179,356317,ref-sifra.7.5-12.14.11,ref-sifra.7.5-12.14.36,הטמא עומד תחת האילן והטהור עובר טמא הטהור עומד תחת האילן והטמא עובר טהור אם עמד טמא וכן באבן המנוגעת טהור ואם הניחה הרי זה טמא ,הטמא יושב תחת האילן והטהור עומד טמא הטהור יושב תחת האילן והטמא עומד טהור ואם ישב טמא וכן באבן המנוגעת טהור ואם הניחה הרי זה טמא ,26,26,2021,2020.0,3120,3120.0,0.109375,0.1428571428571429,20,הטמא תחת האילן והטהור טמא הטהור תחת האילן והטמא טהור טמא וכן באבן המנוגעת טהור ואם הניחה הרי זה טמא,1040002161,26,26
ref-m.6.3.13.9.9-ref-m.6.3.13.9.28,ref-sifra.8.7-05.11.23-ref-sifra.8.7-05.11.32,914363,914484,ref-m.6.3.13.9.9,ref-m.6.3.13.9.28,393844,393901,ref-sifra.8.7-05.11.23,ref-sifra.8.7-05.11.32,וטבעותיו בידו ר' יהודה מטמא מיד וחכמים אומר עד שישהא,וטבעותיו בידו ר' יהודה מטמא מיד וחכמים אומר עד שישהא,10,10,2210,2210.0,3121,3121.0,0.0,0.0,10,וטבעותיו בידו ר' יהודה מטמא מיד וחכמים אומר עד שישהא,1040002162,10,10
ref-m.6.3.13.9.29-ref-m.6.3.13.9.39,ref-sifra.8.7-05.8.21-ref-sifra.8.7-05.8.31,914485,914541,ref-m.6.3.13.9.29,ref-m.6.3.13.9.39,393365,393422,ref-sifra.8.7-05.8.21,ref-sifra.8.7-05.8.31,כדי אכילת פרס פת חטין ולא פת שעורים מיסב ואוכלן בלפתן ,כדי אכילת פרס פת חטין ולא פת שעורין מיסב ואוכלו בליפתן ,9,9,2203,2202.0,3123,3123.0,0.0545454545454545,0.4,6,כדי_אכילת_פרס פת חטין ולא פת מיסב,1040002163,9,9
ref-m.6.3.13.10.1-ref-m.6.3.13.10.56,ref-sifra.8.7-05.11.3-ref-sifra.8.7-05.13.3,914542,914832,ref-m.6.3.13.10.1,ref-m.6.3.13.10.56,393740,394100,ref-sifra.8.7-05.11.3,ref-sifra.8.7-05.13.3,היה עומד בפנים ופשט ידו לחוץ וטבעותיו בידו אם שהה כדי אכילת פרס טמא היה עומד בחוץ ופשט ידו לפנים וטבעותיו בידו ר' יהודה מטמא מיד וחכמים אומר עד שישהא כדי אכילת פרסץ אמרו לו לר' יהודה ומה אם בזמן שכל גופו טמא לא טימא מה שעליו עד שישהא כדי אכילת פרס בזמן שאין כל גופו טמא אינו דין שלא יטמא את מה שעליו עד שישהא כדי אכילת פרס אמר להם ר' יהודה,היה עומד בפנים ופשט ידו לחוץ וטבעותיו בידו אם שהה כדי אכילת פרס טמא היה עומד בחוץ ופשט ידו לפנים וטבעותיו בידו ר' יהודה מטמא מיד וחכמים אומר עד שישהא כדי אכילת פרסץ אמרו לו לר' יהודה ומה אם בזמן שכל גופו טמא לא טימא מה שעליו עד שישהא כדי אכילת פרס בזמן שאין כל גופו טמא אינו דין שלא יטמא את מה שעליו עד שישהא כדי אכילת פרס אמר להם ר' יהודה,62,62,2207,2207.0,3124,3124.0,0.0,0.0,62,היה עומד בפנים ופשט ידו לחוץ וטבעותיו בידו אם שהה כדי_אכילת_פרס טמא היה עומד בחוץ ופשט ידו לפנים וטבעותיו בידו ר' יהודה מטמא מיד וחכמים אומר עד שישהא כדי_אכילת_פרסץ אמרו לו לר' יהודה ומה אם בזמן שכל גופו טמא לא טימא מה שעליו עד שישהא כדי_אכילת_פרס בזמן שאין כל גופו טמא אינו_דין_שלא_יטמא את מה שעליו עד שישהא כדי_אכילת_פרס אמר להם ר' יהודה,1040002164,62,62
ref-m.6.3.13.10.57-ref-m.6.3.13.10.67,ref-sifra.8.7-05.12.10-ref-sifra.8.7-05.12.17,914833,914891,ref-m.6.3.13.10.57,ref-m.6.3.13.10.67,393959,394004,ref-sifra.8.7-05.12.10,ref-sifra.8.7-05.12.17,טמא אינו דין שלא יטמא את מה שעליו עד שישהה כדי אכילת פרס ,טמא לא טימא מה שעליו עד שישהא כדי אכילת פרס ,9,8,2212,2206.0,3127,3127.0,0.2631578947368421,0.2857142857142857,5,טמא מה שעליו עד כדי_אכילת_פרס,1040002165,9,8
ref-m.6.3.14.1.18-ref-m.6.3.14.1.29,ref-sifra.8.1-01.7.31-ref-sifra.8.1-01.7.40,915463,915513,ref-m.6.3.14.1.18,ref-m.6.3.14.1.29,369936,369983,ref-sifra.8.1-01.7.31,ref-sifra.8.1-01.7.40,צפור השחוטה על המים החיים אין כלי חרש על מים,צפור השחוטה על המים החיים אין כלי חרש על מים,10,10,2084,2084.0,3128,3128.0,0.0,0.0,10,צפור השחוטה על המים החיים אין כלי חרש על מים,1040002166,10,10
ref-m.6.3.14.1.33-ref-m.6.3.14.1.50,ref-sifra.8.1-01.5.4-ref-sifra.8.1-01.5.20,915532,915629,ref-m.6.3.14.1.33,ref-m.6.3.14.1.50,369105,369203,ref-sifra.8.1-01.5.4,ref-sifra.8.1-01.5.20,נטל עץ ארז ואזוב ושני תולעת וכרכן בשירי הלשון והקיף להם ראשי אגפים וראש הזנב של שניה טבל ,נוטל ארז ואזוב ושני תולעת וכורכן בשירי לשון ומקיף להם ראשי גפיים וראש הזנב משל שנייה וטובל ,18,17,2079,2078.0,3130,3130.0,0.1428571428571428,0.2352941176470588,9,ארז ואזוב ושני תולעת בשירי להם ראשי וראש הזנב,1040002167,18,17
ref-m.6.3.14.1.51-ref-m.6.3.14.1.65,ref-sifra.8.2-00.1.1-ref-sifra.8.2-00.1.11,915630,915700,ref-m.6.3.14.1.51,ref-m.6.3.14.1.65,369989,370041,ref-sifra.8.2-00.1.1,ref-sifra.8.2-00.1.11,והזה שבע פעמים לאחר ידו של מצורע ויש אומרים על מצחו וכך היה מזין על ,והזה לאחר ידו של מצורע ויש אומרים על מצחו והזה על ,15,11,2086,2086.0,3131,3131.0,0.2794117647058823,0.3076923076923077,10,והזה לאחר ידו של מצורע ויש אומרים על מצחו על,1040002168,15,11
ref-m.6.3.14.2.3-ref-m.6.3.14.2.26,ref-sifra.8.2-00.4.64-ref-sifra.8.2-00.5.8,915728,915851,ref-m.6.3.14.2.3,ref-m.6.3.14.2.26,370999,371061,ref-sifra.8.2-00.4.64,ref-sifra.8.2-00.5.8,בדברים הנעשים בגופו ושלח את הצפור החיה אל פני השדה שלא,בדברים הנעשים בגופו ושלח את הצפור החיה אל פני השדה שלא,11,11,2088,2087.0,3133,3133.0,0.0,0.0,11,בדברים הנעשים בגופו ושלח את הצפור החיה אל פני השדה שלא,1040002169,11,11
ref-m.6.3.14.1.64-ref-m.6.3.14.2.6,ref-sifra.8.7-05.14.1-ref-sifra.8.7-05.14.13,915693,915748,ref-m.6.3.14.1.64,ref-m.6.3.14.2.6,394255,394321,ref-sifra.8.7-05.14.1,ref-sifra.8.7-05.14.13,מזין על השקוף שבבית מבחוץ בא לו לשלח את הצפור החיה ,והזה אל הבית על השקוף ויש אומרים על כולו ושלח את הצפור החיה ,11,13,2214,2214.0,3132,3131.0,0.4166666666666667,0.5714285714285714,5,על השקוף את הצפור החיה,1040002170,11,13
ref-m.6.3.14.2.46-ref-m.6.3.14.2.56,ref-sifra.8.2-00.10.11-ref-sifra.8.2-00.11.9,915950,916014,ref-m.6.3.14.2.46,ref-m.6.3.14.2.56,372403,372526,ref-sifra.8.2-00.10.11,ref-sifra.8.2-00.11.9,ליכנס לפנים מן המחנה ואין צפרים מעכבים אותו ליכנס לפנים מן המחנה וישב מחוץ לאהלו יהא כמנודה ויהא אסור בתשמיש המטה,ליכנס לפנים מן המחנה ואין צפרים מעכבים אותו ליכנס לפנים מן המחנה וישב מחוץ לאהלו יהא כמנודה ויהא אסור בתשמיש המטה,21,21,2094,2094.0,3135,3135.0,0.0,0.0,21,ליכנס לפנים מן המחנה ואין צפרים מעכבים אותו ליכנס לפנים מן המחנה וישב מחוץ לאהלו יהא כמנודה ויהא אסור בתשמיש המטה,1040002171,21,21
ref-m.6.3.14.3.5-ref-m.6.3.14.3.12,ref-sifra.8.2-00.6.67-ref-sifra.8.2-00.6.79,916040,916089,ref-m.6.3.14.3.5,ref-m.6.3.14.3.12,371554,371624,ref-sifra.8.2-00.6.67,ref-sifra.8.2-00.6.79,שניה כתגלחת הראשונ' כבס בגדיו וטבל טהור מלטמא ,וכבס המטהר את בגדיו המטהר את בגדיו מלטמא משכב ומושב מפני שהן שני ,8,13,2090,2089.0,3137,3137.0,0.7384615384615385,0.7857142857142857,2,בגדיו מלטמא,1040002172,8,13
ref-m.6.3.14.3.21-ref-m.6.3.14.3.27,ref-sifra.12.4-04.8.5-ref-sifra.12.4-04.9.4,916133,916174,ref-m.6.3.14.3.21,ref-m.6.3.14.3.27,551991,552075,ref-sifra.12.4-04.8.5,ref-sifra.12.4-04.9.4,שמשו אוכל בתרומה הביא כפרתו אוכל בקדשים ,שמשו מעכבתו מלאכול בתרומה ואין כפרתו מעכבתו מלאכול בתרומה ואחר יאכל מן הקדשים ,7,13,2978,2978.0,3138,3138.0,0.5512820512820513,0.5,3,שמשו בתרומה כפרתו,1040002173,7,13
