baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-sifre-d,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-d.321.12.32-ref-sifre-d.321.12.39,ref-b.4.1.7.79b.8.36-ref-b.4.1.7.79b.8.43,333593,333629,ref-sifre-d.321.12.32,ref-sifre-d.321.12.39,4933797,4933831,ref-b.4.1.7.79b.8.36,ref-b.4.1.7.79b.8.43,ואומר עזב ה' את הארץ ואין ה' רואה ,אמרו עזב ה' את הארץ ואין ה' רואה ,8,8,2139,2139.0,3716,3716.0,0.088235294117647,0.0,7,עזב ה' את הארץ ואין ה' רואה,6080002887,8,8
ref-sifre-d.321.15.11-ref-sifre-d.321.15.17,ref-b.2.3.6.63a.26.14-ref-b.2.3.6.63a.26.20,333773,333809,ref-sifre-d.321.15.11,ref-sifre-d.321.15.17,1141676,1141712,ref-b.2.3.6.63a.26.14,ref-b.2.3.6.63a.26.20,ויען יהושע בן נון משרת משה מבחוריו ,ויען יהושע בן נון משרת משה מבחוריו ,7,5,324,324.0,3717,3717.0,0.0571428571428571,0.4285714285714286,4,ויען משרת משה מבחוריו,6080002888,7,5
ref-sifre-d.321.16.75-ref-sifre-d.321.16.84,ref-b.1.1.1.10a.14.10-ref-b.1.1.1.10a.14.19,334206,334256,ref-sifre-d.321.16.75,ref-sifre-d.321.16.84,47819,47867,ref-b.1.1.1.10a.14.10,ref-b.1.1.1.10a.14.19,ברכו ה' מלאכיו גבורי כח עושי דברו לשמוע בקול דברו ,ברכו ה' מלאכיו גברי כח עושי דברו לשמע בקול דברו ,10,10,36,36.0,3719,3718.0,0.04,0.0,8,ברכו ה' מלאכיו כח עושי דברו בקול דברו,6080002889,10,10
ref-sifre-d.321.16.75-ref-sifre-d.321.16.85,ref-b.2.1.9.88a.8.24-ref-b.2.1.9.88a.8.35,334206,334261,ref-sifre-d.321.16.75,ref-sifre-d.321.16.85,651050,651107,ref-b.2.1.9.88a.8.24,ref-b.2.1.9.88a.8.35,ברכו ה' מלאכיו גבורי כח עושי דברו לשמוע בקול דברו עושי ,ברכו ה' מלאכיו גברי כח עשי דברו לשמע בקול דברו ברישא עשי ,11,12,222,222.0,3720,3718.0,0.175438596491228,0.0999999999999999,7,ברכו ה' מלאכיו כח דברו בקול דברו,6080002890,11,12
ref-sifre-d.321.16.75-ref-sifre-d.321.16.79,ref-b.3.5.7.39b.10.15-ref-b.3.5.7.39b.10.19,334206,334229,ref-sifre-d.321.16.75,ref-sifre-d.321.16.79,4034060,4034082,ref-b.3.5.7.39b.10.15,ref-b.3.5.7.39b.10.19,ברכו ה' מלאכיו גבורי כח ,ברכו ה' מלאכיו גברי כח ,5,5,1711,1711.0,3718,3718.0,0.0416666666666666,0.0,4,ברכו ה' מלאכיו כח,6080002891,5,5
ref-sifre-d.321.16.78-ref-sifre-d.321.16.84,ref-b.3.7.1.40a.1.26-ref-b.3.7.1.40a.1.32,334221,334256,ref-sifre-d.321.16.78,ref-sifre-d.321.16.84,4526294,4526326,ref-b.3.7.1.40a.1.26,ref-b.3.7.1.40a.1.32,גבורי כח עושי דברו לשמוע בקול דברו ,גברי כח עשי דברו לשמע בקול דברו ,7,7,2028,2028.0,3721,3718.0,0.0857142857142857,0.0,4,כח דברו בקול דברו,6080002892,7,7
ref-sifre-d.321.16.96-ref-sifre-d.321.16.101,ref-b.1.1.9.54a.16.7-ref-b.1.1.9.54a.16.12,334322,334348,ref-sifre-d.321.16.96,ref-sifre-d.321.16.101,283631,283656,ref-b.1.1.9.54a.16.7,ref-b.1.1.9.54a.16.12,על כן יאמר בספר מלחמות ה' ,על כן יאמר בספר מלחמת ה' ,6,6,139,139.0,3722,3722.0,0.0384615384615384,0.0,5,על כן יאמר בספר ה',6080002893,6,6
ref-sifre-d.321.16.96-ref-sifre-d.321.16.101,ref-b.1.1.9.58a.16.67-ref-b.1.1.9.58a.16.72,334322,334348,ref-sifre-d.321.16.96,ref-sifre-d.321.16.101,315395,315420,ref-b.1.1.9.58a.16.67,ref-b.1.1.9.58a.16.72,על כן יאמר בספר מלחמות ה' ,על כן יאמר בספר מלחמת ה' ,6,6,150,150.0,3723,3722.0,0.0384615384615384,0.0,5,על כן יאמר בספר ה',6080002894,6,6
ref-sifre-d.322.2.6-ref-sifre-d.322.3.14,ref-b.2.10.1.11a.7.12-ref-b.2.10.1.11a.7.26,334617,334705,ref-sifre-d.322.2.6,ref-sifre-d.322.3.14,2535671,2535744,ref-b.2.10.1.11a.7.12,ref-b.2.10.1.11a.7.26,בעולם אבל מה אעשה להם לולי ה' שהיה לנו יאמר נא ישראל לולי ה' שהיה לנו בקום עלינו אדם ,המעלות לולי ה' שהיה לנו יאמר נא ישראל לולי ה' שהיה לנו בקום עלינו אדם ,19,15,898,898.0,3724,3724.0,0.2117647058823529,0.3571428571428571,14,לולי ה' שהיה לנו יאמר נא ישראל לולי ה' שהיה לנו בקום עלינו אדם,6080002895,19,15
ref-sifre-d.322.4.3-ref-sifre-d.322.4.7,ref-b.1.1.1.10b.12.15-ref-b.1.1.1.10b.12.20,334718,334748,ref-sifre-d.322.4.3,ref-sifre-d.322.4.7,51945,51981,ref-b.1.1.1.10b.12.15,ref-b.1.1.1.10b.12.20,ויאמר להשמידם לולא משה בחירו ,שנאמר ויאמר להשמידם לולי משה בחירו ,5,6,41,41.0,3725,3725.0,0.2,0.1666666666666666,4,ויאמר להשמידם משה בחירו,6080002896,5,6
ref-sifre-d.322.4.3-ref-sifre-d.322.4.7,ref-b.2.4.10.119a.4.23-ref-b.2.4.10.119a.4.28,334718,334748,ref-sifre-d.322.4.3,ref-sifre-d.322.4.7,1672125,1672161,ref-b.2.4.10.119a.4.23,ref-b.2.4.10.119a.4.28,ויאמר להשמידם לולא משה בחירו ,שנאמר ויאמר להשמידם לולי משה בחירו ,5,6,471,471.0,3726,3725.0,0.2,0.1666666666666666,4,ויאמר להשמידם משה בחירו,6080002897,5,6
ref-sifre-d.322.8.27-ref-sifre-d.322.8.33,ref-b.2.1.5.54a.2.25-ref-b.2.1.5.54a.2.31,335494,335525,ref-sifre-d.322.8.27,ref-sifre-d.322.8.33,532939,532969,ref-b.2.1.5.54a.2.25,ref-b.2.1.5.54a.2.31,מה הערים האלה אשר נתתה לי אחי ,מה הערים האלה אשר נתת לי אחי ,7,7,194,194.0,3727,3727.0,0.0333333333333333,0.0,6,מה הערים האלה אשר לי אחי,6080002898,7,7
ref-sifre-d.323.3.31-ref-sifre-d.323.3.39,ref-b.4.3.8.127b.18.9-ref-b.4.3.8.128a.1.1,336561,336603,ref-sifre-d.323.3.31,ref-sifre-d.323.3.39,5817685,5817759,ref-b.4.3.8.127b.18.9,ref-b.4.3.8.128a.1.1,שאמר לחבירו עבד קירי אני מוכר לך אבל אני ,האומר לחבירו עבדי גנבת והוא אומר לא גנבתי מה טיבו אצלך אתה מכרתו לי אתה ,9,13,2480,2480.0,3728,3728.0,0.5833333333333334,0.8666666666666667,1,לחבירו,6080002899,9,13
ref-sifre-d.323.4.4-ref-sifre-d.323.4.14,ref-b.4.1.1.12a.9.21-ref-b.4.1.1.12a.10.24,336992,337046,ref-sifre-d.323.4.4,ref-sifre-d.323.4.14,4712028,4712183,ref-b.4.1.1.12a.9.21,ref-b.4.1.1.12a.10.24,צורם לא כתוקף שאתה נותן לנו אתה נותן להם כשאתה נותן ,מצורות ביהודה דלא ניידי דתנן נכסים שאין להם אחריות נקנין עם נכסים שיש להם אחריות בכסף בשטר ובחזקה מנהני מילי אמר חזקיה דאמר קרא ויתן להם אביהם מתנות ,11,14,2098,2098.0,3729,3729.0,0.7718120805369127,0.8823529411764706,1,להם,6080002900,11,14
ref-sifre-d.323.5.6-ref-sifre-d.323.5.20,ref-b.4.4.3.29a.6.4-ref-b.4.4.3.29a.6.15,337156,337229,ref-sifre-d.323.5.6,ref-sifre-d.323.5.20,6041015,6041072,ref-b.4.4.3.29a.6.4,ref-b.4.4.3.29a.6.15,והוא לא אויב לו יעידנו ולא מבקש רעתו ידיננו,"דבר כו' ת""ר והוא לא אויב לו יעידנו ולא מבקש רעתו ידיננו",9,12,2607,2607.0,3730,3730.0,0.2181818181818181,0.3333333333333333,9,והוא לא אויב לו יעידנו ולא מבקש רעתו ידיננו,6080002901,9,12
ref-sifre-d.323.5.6-ref-sifre-d.323.5.20,ref-b.4.4.3.29a.8.4-ref-b.4.4.3.29a.8.17,337156,337229,ref-sifre-d.323.5.6,ref-sifre-d.323.5.20,6041108,6041177,ref-b.4.4.3.29a.8.4,ref-b.4.4.3.29a.8.17,שאויב לא דן ולא מעיד שנא' והוא לא אויב לו יעידנו ולא מבקש רעתו ידיננו ,והוא לא אויב לו ולא אוהב לו יעידנו ולא מבקש רעתו ולא טובתו ידיננו ,15,14,2609,2609.0,3731,3730.0,0.4571428571428571,0.4545454545454546,9,והוא לא אויב לו יעידנו ולא מבקש רעתו ידיננו,6080002902,15,14
ref-sifre-d.324.1.45-ref-sifre-d.324.1.50,ref-b.4.2.4.48a.1.25-ref-b.4.2.4.48a.1.33,338339,338376,ref-sifre-d.324.1.45,ref-sifre-d.324.1.50,5253691,5253748,ref-b.4.2.4.48a.1.25,ref-b.4.2.4.48a.1.33,מאנשי דור המבול ומאנשי דור הפלגה ומאנשי סדום ועמורה,מאנשי דור המבול ומאנשי דור הפלגה ומאנשי סדום ועמורה,9,9,2248,2248.0,3733,3733.0,0.0,0.0,9,מאנשי דור המבול ומאנשי דור הפלגה ומאנשי סדום ועמורה,6080002903,9,9
ref-sifre-d.324.1.84-ref-sifre-d.324.1.90,ref-b.2.11.3.26a.22.6-ref-b.2.11.3.26a.22.13,338557,338600,ref-sifre-d.324.1.84,ref-sifre-d.324.1.90,2738497,2738545,ref-b.2.11.3.26a.22.6,ref-b.2.11.3.26a.22.13,משתה שמנים משתה שמרים שמנים ממוחים מזוקקים ,אנשים משכם משילו ומשמרון שמונים איש מגולחי זקן ,7,8,967,967.0,3735,3735.0,0.574468085106383,0.9166666666666666,0,,6080002904,7,8
ref-sifre-d.324.2.26-ref-sifre-d.324.2.33,ref-b.3.7.1.40a.9.5-ref-b.3.7.1.40a.9.12,339133,339166,ref-sifre-d.324.2.26,ref-sifre-d.324.2.33,4527587,4527620,ref-b.3.7.1.40a.9.5,ref-b.3.7.1.40a.9.12,אוי לרשע רע כי גמול ידיו יעשה לו ,אוי לרשע רע כי גמול ידיו יעשה לו ,8,8,2035,2035.0,3736,3736.0,0.0,0.0,8,אוי לרשע רע כי גמול ידיו יעשה לו,6080002905,8,8
ref-sifre-d.324.2.41-ref-sifre-d.324.3.3,ref-b.4.3.1.11a.4.11-ref-b.4.3.1.11a.4.23,339207,339278,ref-sifre-d.324.2.41,ref-sifre-d.324.3.3,5541295,5541363,ref-b.4.3.1.11a.4.11,ref-b.4.3.1.11a.4.23,"פירות וכן הוא אומר אמרו לצדיק כי טוב כי פרי מעלליהם יאכלו ד""א מה אוצר ",פירות שנאמר אמרו צדיק כי טוב כי פרי מעלליהם יאכלו אבותי גנזו אוצרות ,13,10,2355,2355.0,3737,3737.0,0.3428571428571428,0.7333333333333334,5,פירות כי פרי מעלליהם יאכלו,6080002906,13,10
ref-sifre-d.324.3.26-ref-sifre-d.324.3.31,ref-b.3.5.5.31a.12.13-ref-b.3.5.5.31a.12.18,339395,339422,ref-sifre-d.324.3.26,ref-sifre-d.324.3.31,4003805,4003832,ref-b.3.5.5.31a.12.13,ref-b.3.5.5.31a.12.18,מה רב טובך אשר צפנת ליראיך ,מה רב טובך אשר צפנת ליראיך ,6,6,1607,1606.0,3738,3738.0,0.0,0.0,6,מה רב טובך אשר צפנת ליראיך,6080002907,6,6
ref-sifre-d.325.1.27-ref-sifre-d.325.1.32,ref-b.4.4.11.94b.2.37-ref-b.4.4.11.94b.2.42,339686,339716,ref-sifre-d.325.1.27,ref-sifre-d.325.1.32,6308656,6308686,ref-b.4.4.11.94b.2.37,ref-b.4.4.11.94b.2.42,ויצא מלאך ה' ויך במחנה אשור ,ויצא מלאך ה' ויך במחנה אשור ,6,6,2961,2961.0,3739,3739.0,0.0,0.0,6,ויצא מלאך ה' ויך במחנה אשור,6080002908,6,6
ref-sifre-d.325.1.27-ref-sifre-d.325.1.32,ref-b.4.4.11.95a.5.23-ref-b.4.4.11.95a.5.28,339686,339716,ref-sifre-d.325.1.27,ref-sifre-d.325.1.32,6312794,6312824,ref-b.4.4.11.95a.5.23,ref-b.4.4.11.95a.5.28,ויצא מלאך ה' ויך במחנה אשור ,ויצא מלאך ה' ויך במחנה אשור ,6,6,2966,2966.0,3740,3739.0,0.0,0.0,6,ויצא מלאך ה' ויך במחנה אשור,6080002909,6,6
ref-sifre-d.325.1.27-ref-sifre-d.325.1.32,ref-b.4.4.11.95b.8.2-ref-b.4.4.11.95b.8.7,339686,339716,ref-sifre-d.325.1.27,ref-sifre-d.325.1.32,6316506,6316537,ref-b.4.4.11.95b.8.2,ref-b.4.4.11.95b.8.7,ויצא מלאך ה' ויך במחנה אשור ,ויצא מלאך ה' ויכה במחנה אשור ,6,6,2971,2971.0,3741,3739.0,0.0689655172413793,0.0,5,ויצא מלאך ה' במחנה אשור,6080002910,6,6
ref-sifre-d.325.2.23-ref-sifre-d.325.2.32,ref-b.2.9.2.18b.12.27-ref-b.2.9.3.19a.12.13,339823,339884,ref-sifre-d.325.2.23,ref-sifre-d.325.2.32,2430726,2430822,ref-b.2.9.2.18b.12.27,ref-b.2.9.3.19a.12.13,שלמתי ושלמתי אל חיקם ואומר ושלמתי ראשונה ושנייה משנה עונם ,ומשלים סדר תעניות האלו האמור ברביעה ראשונה ורמינהי רביעה ראשונה ושניה לשאול שלישית להתענות ,10,14,870,870.0,3742,3742.0,0.6373626373626373,0.7142857142857143,1,ראשונה,6080002911,10,14
ref-sifre-d.325.3.3-ref-sifre-d.325.3.11,ref-b.2.12.1.3a.12.16-ref-b.2.12.1.3a.12.25,339903,339948,ref-sifre-d.325.3.3,ref-sifre-d.325.3.11,2756971,2757020,ref-b.2.12.1.3a.12.16,ref-b.2.12.1.3a.12.25,רגלם כענין שנ' תרמסנה רגל רגלי עני פעמי דלים ,רגלים וכן הוא אומר תרמסנה רגל רגלי עני פעמי דלים ,9,8,977,976.0,3743,3743.0,0.2448979591836734,0.3333333333333333,6,תרמסנה רגל רגלי עני פעמי דלים,6080002912,9,8
ref-sifre-d.326.1.36-ref-sifre-d.326.1.43,ref-b.2.5.2.22b.10.33-ref-b.2.5.2.22b.10.41,340537,340580,ref-sifre-d.326.1.36,ref-sifre-d.326.1.43,1742821,1742868,ref-b.2.5.2.22b.10.33,ref-b.2.5.2.22b.10.41,עשיתים ואומר נחמתי כי המלכתי את שאול למלך ,אמעשה דאגג כתיב נחמתי כי המלכתי את שאול למלך ,8,9,528,528.0,3744,3744.0,0.2888888888888888,0.5,6,נחמתי כי המלכתי את שאול למלך,6080002913,8,9
ref-sifre-d.326.3.1-ref-sifre-d.326.3.8,ref-b.4.4.11.97a.10.28-ref-b.4.4.11.97a.10.36,340633,340681,ref-sifre-d.326.3.1,ref-sifre-d.326.3.8,6327090,6327139,ref-b.4.4.11.97a.10.28,ref-b.4.4.11.97a.10.36,"ד""א כשיתייאשו מן הגאולה כשתכלה פרוטה מן הכיס ","שתכלה פרוטה מן הכיס ד""א עד שיתייאשו מן הגאולה ",8,9,2975,2975.0,3745,3745.0,0.782608695652174,0.125,3,פרוטה מן הכיס,6080002914,8,9
ref-sifre-d.326.3.10-ref-sifre-d.326.3.17,ref-b.4.4.11.98a.2.43-ref-b.4.4.11.98a.2.50,340686,340722,ref-sifre-d.326.3.10,ref-sifre-d.326.3.17,6330850,6330885,ref-b.4.4.11.98a.2.43,ref-b.4.4.11.98a.2.50,וככלות נפץ ידי עם קודש תכלנה כל אלה ,וככלות נפץ יד עם קדש תכלינה כל אלה ,8,8,2977,2977.0,3746,3746.0,0.0833333333333333,0.0,5,וככלות נפץ עם כל אלה,6080002915,8,8
ref-sifre-d.326.4.17-ref-sifre-d.326.4.21,ref-b.1.1.1.10b.12.15-ref-b.1.1.1.10b.12.20,340802,340831,ref-sifre-d.326.4.17,ref-sifre-d.326.4.21,51945,51981,ref-b.1.1.1.10b.12.15,ref-b.1.1.1.10b.12.20,ויאמר להשמידם לולי משה בחירו ,שנאמר ויאמר להשמידם לולי משה בחירו ,5,6,42,41.0,3747,3747.0,0.1714285714285714,0.1666666666666666,5,ויאמר להשמידם לולי משה בחירו,6080002916,5,6
ref-sifre-d.326.4.17-ref-sifre-d.326.4.21,ref-b.2.4.10.119a.4.23-ref-b.2.4.10.119a.4.28,340802,340831,ref-sifre-d.326.4.17,ref-sifre-d.326.4.21,1672125,1672161,ref-b.2.4.10.119a.4.23,ref-b.2.4.10.119a.4.28,ויאמר להשמידם לולי משה בחירו ,שנאמר ויאמר להשמידם לולי משה בחירו ,5,6,472,471.0,3748,3747.0,0.1714285714285714,0.1666666666666666,5,ויאמר להשמידם לולי משה בחירו,6080002917,5,6
ref-sifre-d.326.5.9-ref-sifre-d.326.5.16,ref-b.2.1.9.89a.2.35-ref-b.2.1.9.89a.2.42,340873,340923,ref-sifre-d.326.5.9,ref-sifre-d.326.5.16,654906,654951,ref-b.2.1.9.89a.2.35,ref-b.2.1.9.89a.2.42,עליהם כאהרן שנאמר ויעמד בין המתים ובין החיים ,על העם ואומר ויעמד בין המתים ובין החיים ,8,8,226,226.0,3749,3749.0,0.2222222222222222,0.5454545454545454,5,ויעמד בין המתים ובין החיים,6080002918,8,8
ref-sifre-d.326.6.13-ref-sifre-d.326.6.17,ref-b.4.4.6.44a.14.21-ref-b.4.4.6.44a.14.25,340988,341020,ref-sifre-d.326.6.13,ref-sifre-d.326.6.17,6104860,6104892,ref-b.4.4.6.44a.14.21,ref-b.4.4.6.44a.14.25,ויעמד פנחס ויפלל ותעצר המגפה ,ויעמד פנחס ויפלל ותעצר המגפה ,5,5,2667,2667.0,3750,3750.0,0.0,0.0,5,ויעמד פנחס ויפלל ותעצר המגפה,6080002919,5,5
ref-sifre-d.326.7.8-ref-sifre-d.326.7.13,ref-b.4.4.11.97a.10.38-ref-b.4.4.11.97a.10.45,341050,341086,ref-sifre-d.326.7.8,ref-sifre-d.326.7.13,6327147,6327195,ref-b.4.4.11.97a.10.38,ref-b.4.4.11.97a.10.45,ואפס עצור ועזוב ואין עוזר לישראל ,ואפס עצור ועזוב כביכול אין סומך ועוזר לישראל ,6,8,2976,2976.0,3751,3751.0,0.2666666666666666,0.25,4,ואפס עצור ועזוב לישראל,6080002920,6,8
ref-sifre-d.329.2.2-ref-sifre-d.329.3.21,ref-b.2.4.6.68a.18.4-ref-b.2.4.6.68a.19.25,342248,342481,ref-sifre-d.329.2.2,ref-sifre-d.329.3.21,1496618,1496894,ref-b.2.4.6.68a.18.4,ref-b.2.4.6.68a.19.25,ממית אני מחיה כמו שמחצתי ואני ארפא תנו רבנן אני אמית ואחיה יכול מיתה,אני אמית ואחיה וכתיב מחצתי ואני,14,6,407,407.0,3752,3752.0,0.7205882352941176,0.75,3,אני אמית ואחיה,6080002921,14,6
ref-sifre-d.329.2.2-ref-sifre-d.329.3.21,ref-b.4.4.11.91b.12.4-ref-b.4.4.11.91b.13.24,342248,342481,ref-sifre-d.329.2.2,ref-sifre-d.329.3.21,6291145,6291376,ref-b.4.4.11.91b.12.4,ref-b.4.4.11.91b.13.24,ממית אני מחיה והדר מה שמחצתי ואני ארפא תר אני אמית ואחיה יכול שתהא מיתה,אני אמית ואחיה וכתיב מחצתי ואני ארפא,15,7,2942,2942.0,3753,3753.0,0.6619718309859155,0.6666666666666667,3,אני אמית ואחיה,6080002922,15,7
ref-sifre-d.329.2.12-ref-sifre-d.329.2.17,ref-b.4.4.11.105a.12.8-ref-b.4.4.11.105a.12.13,342301,342332,ref-sifre-d.329.2.12,ref-sifre-d.329.2.17,6375527,6375554,ref-b.4.4.11.105a.12.8,ref-b.4.4.11.105a.12.13,אמית ואחיה תמות נפשי מות ישרים ,תמות נפשי מות ישרים אם תמות ,6,6,3019,3019.0,3756,3752.0,0.6129032258064516,0.4285714285714286,4,תמות נפשי מות ישרים,6080002923,6,6
ref-sifre-d.329.4.22-ref-sifre-d.329.4.32,ref-b.2.11.3.20b.9.16-ref-b.2.11.3.20b.9.28,342587,342639,ref-sifre-d.329.4.22,ref-sifre-d.329.4.32,2715130,2715211,ref-b.2.11.3.20b.9.16,ref-b.2.11.3.20b.9.28,"אבות שאין מצילים את הבנים אחים את אחים מנין ת""ל אח ",אביו ואמו אחיו ואחותו בנו ובתו הוסיפו עליהן אחיו ואחותו הבתולה מאמו ואחותו ,11,13,964,962.0,3765,3762.0,0.68,0.875,0,,6080002924,11,13
ref-sifre-d.329.4.3-ref-sifre-d.329.4.27,ref-b.4.3.8.131b.10.3-ref-b.4.3.8.131b.10.11,342499,342619,ref-sifre-d.329.4.3,ref-sifre-d.329.4.27,5826675,5826719,ref-b.4.3.8.131b.10.3,ref-b.4.3.8.131b.10.11,מציל אין אבות מצילים את הבנים לא אברהם מציל את ישמעאל ולא יצחק מציל את עשו אין לי אלא אבות שאין מצילים את הבנים אחים ,בת אצל הבנים ואשה אצל האחים ואשה אצל בני ,23,9,2482,2482.0,3763,3762.0,0.717948717948718,0.6666666666666667,1,הבנים,6080002925,23,9
ref-sifre-d.329.4.22-ref-sifre-d.329.4.32,ref-b.4.4.3.28a.31.4-ref-b.4.4.3.28a.31.10,342587,342639,ref-sifre-d.329.4.22,ref-sifre-d.329.4.32,6038201,6038237,ref-b.4.4.3.28a.31.4,ref-b.4.4.3.28a.31.10,"אבות שאין מצילים את הבנים אחים את אחים מנין ת""ל אח ",אחיו ואחי אביו ואחי אמו הן ובניהן ,11,7,2596,2594.0,3766,3762.0,0.6666666666666666,0.9230769230769232,0,,6080002926,11,7
ref-sifre-d.329.4.19-ref-sifre-d.329.4.31,ref-b.4.4.7.64b.6.20-ref-b.4.4.7.64b.6.30,342576,342636,ref-sifre-d.329.4.19,ref-sifre-d.329.4.31,6188726,6188771,ref-b.4.4.7.64b.6.20,ref-b.4.4.7.64b.6.30,"אין לי אלא אבות שאין מצילים את הבנים אחים את אחים מנין ת""ל ","אין לי אלא בנו ובתו בן בנו ובן בתו מנין ת""ל ",11,9,2779,2773.0,3764,3762.0,0.4915254237288136,0.5454545454545454,3,"אין_לי_אלא מנין ת""ל",6080002927,11,9
ref-sifre-d.329.4.1-ref-sifre-d.329.4.18,ref-b.4.4.11.104a.7.27-ref-b.4.4.11.104a.7.39,342488,342575,ref-sifre-d.329.4.1,ref-sifre-d.329.4.18,6368518,6368579,ref-b.4.4.11.104a.7.27,ref-b.4.4.11.104a.7.39,ואין מידי מציל אין אבות מצילים את הבנים לא אברהם מציל את ישמעאל ולא יצחק מציל את עשו ,ואין מידי מציל אין אברהם מציל את ישמעאל אין יצחק מציל את עשו ,18,13,3010,3010.0,3762,3762.0,0.3176470588235294,0.3333333333333333,12,ואין מידי מציל אין אברהם מציל את ישמעאל יצחק מציל את עשו,6080002928,18,13
ref-sifre-d.329.4.52-ref-sifre-d.329.4.66,ref-b.5.1.1.6b.2.33-ref-b.5.1.1.6b.3.3,342727,342799,ref-sifre-d.329.4.52,ref-sifre-d.329.4.66,6825768,6825831,ref-b.5.1.1.6b.2.33,ref-b.5.1.1.6b.3.3,שבעולם אין נותנים לו כפרו שנא' אח לא פדה יפדה איש ולא יתן לאלהים כפרו ,ניתן בין שלא ניתן כיפר ומעלין עליו כאילו לא כיפר מאי כאילו לא ,15,13,3295,3295.0,3767,3767.0,0.7142857142857143,0.7142857142857143,1,לא,6080002929,15,13
ref-sifre-d.331.3.8-ref-sifre-d.331.3.19,ref-b.2.1.16.116a.9.36-ref-b.2.1.16.116a.9.47,343504,343575,ref-sifre-d.331.3.8,ref-sifre-d.331.3.19,757901,757972,ref-b.2.1.16.116a.9.36,ref-b.2.1.16.116a.9.47,הלא משנאיך ה' אשנא ובתקוממיך אתקוטט תכלית שנאה שנאתים לאויבים היו לי ,הלא משנאיך ה' אשנא ובתקוממיך אתקוטט תכלית שנאה שנאתים לאויבים היו לי ,12,12,243,243.0,3768,3768.0,0.0,0.0,12,הלא משנאיך ה' אשנא ובתקוממיך אתקוטט תכלית שנאה שנאתים לאויבים היו לי,6080002930,12,12
ref-sifre-d.333.3.49-ref-sifre-d.333.3.56,ref-b.4.1.10.119a.14.2-ref-b.4.1.10.119a.14.9,345118,345156,ref-sifre-d.333.3.49,ref-sifre-d.333.3.56,5089219,5089257,ref-b.4.1.10.119a.14.2,ref-b.4.1.10.119a.14.9,מחמס בני יהודה אשר שפכו דם נקי בארצם ,מחמס בני יהודה אשר שפכו דם נקי בארצם ,8,8,2172,2172.0,3770,3769.0,0.0,0.0,8,מחמס בני יהודה אשר שפכו דם נקי בארצם,6080002931,8,8
ref-sifre-d.333.3.46-ref-sifre-d.333.3.56,ref-b.4.1.10.119a.16.11-ref-b.4.1.10.119a.16.21,345099,345156,ref-sifre-d.333.3.46,ref-sifre-d.333.3.56,5089435,5089484,ref-b.4.1.10.119a.16.11,ref-b.4.1.10.119a.16.21,ואדום למדבר שממה מחמס בני יהודה אשר שפכו דם נקי בארצם ,"דמי לא ת""ש מחמס בני יהודה אשר שפכו דם נקי בארצם ",11,11,2173,2173.0,3769,3769.0,0.2222222222222222,0.2727272727272727,8,מחמס בני יהודה אשר שפכו דם נקי בארצם,6080002932,11,11
ref-sifre-d.333.4.21-ref-sifre-d.333.4.26,ref-b.4.4.6.47a.19.3-ref-b.4.4.6.47a.19.8,345311,345345,ref-sifre-d.333.4.21,ref-sifre-d.333.4.26,6118440,6118474,ref-b.4.4.6.47a.19.3,ref-b.4.4.6.47a.19.8,מזמור לאסף אלהים באו גוים בנחלתך ,מזמור לאסף אלהים באו גוים בנחלתך ,6,6,2681,2681.0,3771,3771.0,0.0,0.0,6,מזמור לאסף אלהים באו גוים בנחלתך,6080002933,6,6
ref-sifre-d.334.1.9-ref-sifre-d.334.1.23,ref-b.4.3.2.25a.8.44-ref-b.4.3.2.25a.8.53,346096,346171,ref-sifre-d.334.1.9,ref-sifre-d.334.1.23,5594990,5595045,ref-b.4.3.2.25a.8.44,ref-b.4.3.2.25a.8.53,וילך משה אי אפשר לומר ויבוא משה שכבר נאמר וילך משה ואי אפשר לומר וילך ,וילכו ויאמרו לך הננו יבואו ויאמרו לא נאמר אלא וילכו ,15,8,2379,2379.0,3772,3772.0,0.6428571428571429,0.6666666666666667,0,,6080002934,15,8
ref-sifre-d.334.3.2-ref-sifre-d.334.3.16,ref-b.3.5.7.34b.8.8-ref-b.3.5.7.34b.8.13,346323,346395,ref-sifre-d.334.3.2,ref-sifre-d.334.3.16,4013624,4013653,ref-b.3.5.7.34b.8.8,ref-b.3.5.7.34b.8.13,ויקרא משה להושע בן נון יהושע,ויקרא משה להושע בן נון יהושע,6,6,1646,1646.0,3773,3773.0,0.0,0.0,6,ויקרא משה להושע בן נון יהושע,6080002935,6,6
ref-sifre-d.334.3.2-ref-sifre-d.334.3.16,ref-b.4.4.11.107a.16.24-ref-b.4.4.11.107a.16.29,346323,346395,ref-sifre-d.334.3.2,ref-sifre-d.334.3.16,6388727,6388755,ref-b.4.4.11.107a.16.24,ref-b.4.4.11.107a.16.29,ויקרא משה להושע בן נון יהושע,ויקרא משה להושע בן נון יהושע,6,6,3030,3030.0,3774,3774.0,0.0,0.0,6,ויקרא משה להושע בן נון יהושע,6080002936,6,6
