,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-sifre-n,dam-lev,jac,id
1882,2517,ref-b.3.7.1.3b.7.22-ref-b.3.7.1.3b.8.10,ref-sifre-n.153.4.272-ref-sifre-n.153.4.305,4389835,4389926,605881,605894,ref-b.3.7.1.3b.7.22,ref-b.3.7.1.3b.8.10,266759,266951,42666,42696,ref-sifre-n.153.4.272,ref-sifre-n.153.4.305,אמר קרא בנעריה בית אביה כל שבח נעורים לאביה ואלא הא דאמר רב הונא,אביה שכל נעוריה בבית אביה אמרתי ולא נעוריה בבית בנעוריה בית אביה שכלו נעוריה בבית אביה,64,86,1513.0,2499.0,0.5813953488372093,0.6428571428571428,3070001883
1883,2519,ref-b.3.1.4.42b.3.10-ref-b.3.1.4.42b.3.18,ref-sifre-n.153.4.284-ref-sifre-n.153.4.297,2973441,2973494,410129,410137,ref-b.3.1.4.42b.3.10,ref-b.3.1.4.42b.3.18,266827,266905,42677,42688,ref-sifre-n.153.4.284,ref-sifre-n.153.4.297,שנתארמלו או שנתגרשו בין מן הארוסין בין מן הנשואין ,שנתארמלה או נתגרשה מן האירוסין אתה אומר מן האירוסין או אינו אלא מן הנשואין ,8,11,802.0,2499.0,0.4266666666666667,0.5555555555555556,3070001884
1884,2527,ref-b.3.7.4.81b.6.11-ref-b.3.7.4.81b.6.34,ref-sifre-n.153.6.233-ref-sifre-n.153.6.250,4677482,4677606,645006,645021,ref-b.3.7.4.81b.6.11,ref-b.3.7.4.81b.6.34,268669,268761,42929,42946,ref-sifre-n.153.6.233,ref-sifre-n.153.6.250,ומה מי שנתכוין לאכול בשר חזיר ועלה בידו בשר טלה אמרה תורה צריכה כפרה וסליחה מי שנתכוין לאכול בשר חזיר ועלה בידו בשר חזיר ,"חזיר ואכל בשר טלה ומה אם מתכוין לאכול בשר חזיר ואכל בשר טלה צריך סליחה ק""ו למתכוון לאכול ",15,17,1592.0,2527.0,0.6694214876033058,0.5625,3070001885
1885,2528,ref-b.3.3.9.70b.1.10-ref-b.3.3.9.70b.2.1,ref-sifre-n.153.6.258-ref-sifre-n.153.6.273,3737409,3737474,515211,515223,ref-b.3.3.9.70b.1.10,ref-b.3.3.9.70b.2.1,268795,268871,42940,42953,ref-sifre-n.153.6.258,ref-sifre-n.153.6.273,הויה ראשונה אב מיפר לחודיה אף קודמי הויה שניה אב מיפר לחודיה אימא ,האב מופר ואם לאו אין מופר אמרה יודעת אני שכל נדרים שהיה אבא שומע היה מיפר ,12,13,967.0,2528.0,0.6351351351351351,0.8,3070001886
1886,2529,ref-b.3.4.2.12b.4.17-ref-b.3.4.2.12b.4.26,ref-sifre-n.153.6.291-ref-sifre-n.153.6.302,3792697,3792755,523123,523132,ref-b.3.4.2.12b.4.17,ref-b.3.4.2.12b.4.26,268947,269016,42980,42991,ref-sifre-n.153.6.291,ref-sifre-n.153.6.302,האומר לאשתו כל נדרים שתדורי מכאן ועד שאבא ממקום פלוני ,אמר לאפוטרופוס כל נדרים שתהא בתו נודרת מכאן ועד שאבוא ממקום פלוני ,9,11,1040.0,2529.0,0.30303030303030304,0.3076923076923077,3070001887
1887,2530,ref-b.3.4.2.12b.3.4-ref-b.3.4.2.12b.3.19,ref-sifre-n.153.6.291-ref-sifre-n.153.6.306,3792399,3792487,522983,523103,ref-b.3.4.2.12b.3.4,ref-b.3.4.2.12b.3.19,268947,269033,42966,42995,ref-sifre-n.153.6.291,ref-sifre-n.153.6.306,האומר לאפוטרופוס שלו כל נדרים שתדור אשתי מכאן עד שאבוא ממקום פלוני הפר לה והפר לה יכול יהו מופרין האומר לאפוטרופוס שלו כל נדרים שתדור אשתי מכאן עד שאבוא ממקום פלוני הפר לה והפר לה,אמר לאפוטרופוס כל נדרים שתהא בתו נודרת מכאן ועד שאבוא ממקום פלוני הפר לה והיפר לאפוטרופוס כל נדרים שתהא בתו נודרת מכאן ועד שאבוא ממקום פלוני הפר לה והיפר לה,179,156,1036.0,2529.0,0.329608938547486,0.3125,3070001888
1888,2532,ref-b.4.2.8.96a.20.8-ref-b.4.2.8.96a.20.27,ref-sifre-n.153.6.291-ref-sifre-n.153.6.311,5426230,5426338,753007,753318,ref-b.4.2.8.96a.20.8,ref-b.4.2.8.96a.20.27,268947,269056,42966,42997,ref-sifre-n.153.6.291,ref-sifre-n.153.6.311,"האומר לאפוטרופוס כל נדרים שתהא אשתי נודרת מכאן עד שאבא ממקום פלוני הפר לה והפיר לה האומר לאפוטרופוס כל נדרים שתהא אשתי נודרת מכאן עד שאבא ממקום פלוני הפר לה והפיר לה יכול יהו מופרין ת""ל",אמר לאפוטרופוס כל נדרים שתהא בתו נודרת מכאן ועד שאבוא ממקום פלוני הפר לה והיפר לה כל נדרים שתהא בתו נודרת מכאן ועד שאבוא ממקום פלוני הפר לה והיפר לה שומע אני,185,157,1682.0,2529.0,0.25405405405405407,0.2941176470588235,3070001889
1889,2534,ref-b.3.3.9.72b.8.4-ref-b.3.3.9.72b.8.16,ref-sifre-n.153.6.292-ref-sifre-n.153.6.306,3740596,3740671,515678,515791,ref-b.3.3.9.72b.8.4,ref-b.3.3.9.72b.8.16,268951,269033,42967,42995,ref-sifre-n.153.6.292,ref-sifre-n.153.6.306,לאפוטרופוס כל נדרים שנודרת אשתי מכאן ועד שאבא ממקום פלוני הפר והפר לה יכול יהו מופרין לאפוטרופוס כל נדרים שנודרת אשתי מכאן ועד שאבא ממקום פלוני הפר והפר לה,לאפוטרופוס כל נדרים שתהא בתו נודרת מכאן ועד שאבוא ממקום פלוני הפר לה והיפר לאפוטרופוס כל נדרים שתהא בתו נודרת מכאן ועד שאבוא ממקום פלוני הפר לה והיפר לה,155,152,974.0,2529.0,0.2838709677419355,0.2857142857142857,3070001890
1890,2536,ref-b.3.3.9.72b.6.6-ref-b.3.3.9.72b.6.26,ref-sifre-n.153.6.297-ref-sifre-n.153.6.306,3740387,3740491,515745,515759,ref-b.3.3.9.72b.6.6,ref-b.3.3.9.72b.6.26,268982,269033,42986,42995,ref-sifre-n.153.6.297,ref-sifre-n.153.6.306,נדרים שתדורי עד שאבא ממקום פלוני הרי הן קיימין לא אמר כלום הרי הן מופרין רבי אליעזר אומר מופר והא לא ,נודרת מכאן ועד שאבוא ממקום פלוני הפר לה והיפר לה ,14,9,972.0,2529.0,0.6534653465346535,0.6875,3070001891
1891,2537,ref-b.3.3.9.67a.6.7-ref-b.3.3.9.67a.6.18,ref-sifre-n.153.7.17-ref-sifre-n.153.7.26,3733918,3733984,514728,514839,ref-b.3.3.9.67a.6.7,ref-b.3.3.9.67a.6.18,269251,269305,43009,43032,ref-sifre-n.153.7.17,ref-sifre-n.153.7.26,ואם בית אישה נדרה אימא תרוייהו בנשואה וכי תימא תרי קראי בנשואה למה לי למימר שאין הבעל ואם בית אישה נדרה אימא תרוייהו בנשואה וכי תימא תרי קראי,"בנשואה כשהוא אומר ואם בית אישה נדרה הרי נשואה אמורה הא מה ת""ל ואם בנשואה כשהוא אומר ואם בית אישה נדרה הרי נשואה אמורה",141,117,962.0,2537.0,0.6099290780141844,0.6428571428571428,3070001892
1892,2539,ref-b.3.3.9.67a.5.13-ref-b.3.3.9.67a.5.20,ref-sifre-n.153.7.31-ref-sifre-n.153.7.37,3733785,3733833,514809,514816,ref-b.3.3.9.67a.5.13,ref-b.3.3.9.67a.5.20,269321,269357,43035,43041,ref-sifre-n.153.7.31,ref-sifre-n.153.7.37,היו תהיה לאיש ונדריה עליה מכאן לנערה המאורסה ,היו תהיה לאיש ונדריה עליה זו ארוסה ,7,6,961.0,2539.0,0.28888888888888886,0.5555555555555556,3070001893
1893,2540,ref-b.3.3.9.71a.4.27-ref-b.3.3.9.71a.4.45,ref-sifre-n.153.7.57-ref-sifre-n.153.7.66,3738514,3738614,515366,515379,ref-b.3.3.9.71a.4.27,ref-b.3.3.9.71a.4.45,269445,269499,43043,43052,ref-sifre-n.153.7.57,ref-sifre-n.153.7.66,אביה ובעלה האחרון מפירין נדריה שמע בעלה והפר לה ולא הספיק האב לשמוע עד שמת הבעל חוזר האב ומפר ,בבית אביה אביה ובעלה מפירים נדריה ניסת אין האב מיפר ,13,9,968.0,2540.0,0.6808510638297872,0.7333333333333334,3070001894
1894,2541,ref-b.3.3.1.3a.7.17-ref-b.3.3.1.3a.7.22,ref-sifre-n.153.7.57-ref-sifre-n.153.7.70,3614267,3614296,497466,497559,ref-b.3.3.1.3a.7.17,ref-b.3.3.1.3a.7.22,269445,269521,43043,43069,ref-sifre-n.153.7.57,ref-sifre-n.153.7.70,האב מיפר נדרי בתו ובעל מיפר נדרי נדרים האב מיפר נדרי בתו ובעל מיפר,בבית אביה אביה ובעלה מפירים נדריה ניסת אין האב מיפר את נדריה ונדריה עליה בבית אביה אביה ובעלה מפירים נדריה ניסת אין האב מיפר את נדריה ונדריה,66,140,922.0,2540.0,0.65,0.4444444444444444,3070001895
1895,2542,ref-b.3.3.1.4b.4.5-ref-b.3.3.1.4b.4.10,ref-sifre-n.153.7.57-ref-sifre-n.153.7.70,3617124,3617153,497875,497968,ref-b.3.3.1.4b.4.5,ref-b.3.3.1.4b.4.10,269445,269521,43043,43069,ref-sifre-n.153.7.57,ref-sifre-n.153.7.70,האב מיפר נדרי בתו ובעל מיפר נדרי נדרים האב מיפר נדרי בתו ובעל מיפר,בבית אביה אביה ובעלה מפירים נדריה ניסת אין האב מיפר את נדריה ונדריה עליה בבית אביה אביה ובעלה מפירים נדריה ניסת אין האב מיפר את נדריה ונדריה,66,140,935.0,2540.0,0.65,0.4444444444444444,3070001896
1896,2545,ref-b.3.6.4.35b.5.8-ref-b.3.6.4.35b.6.9,ref-sifre-n.153.7.63-ref-sifre-n.153.7.71,4179477,4179552,577344,577358,ref-b.3.6.4.35b.5.8,ref-b.3.6.4.35b.6.9,269481,269527,43063,43070,ref-sifre-n.153.7.63,ref-sifre-n.153.7.71,מיפר לה בעל דמדרינן לה ברבים מיתיבי ניסת גובה כתובתה אם נדרה מאי לאו נדרה ,ניסת אין האב מיפר את נדריה ונדריה עליה נדריה ,14,7,1492.0,2540.0,0.6621621621621622,0.6923076923076923,3070001897
1897,2546,ref-b.5.2.5.53a.17.3-ref-b.5.2.5.53a.18.1,ref-sifre-n.153.7.68-ref-sifre-n.153.7.81,7305340,7305408,1026078,1026088,ref-b.5.2.5.53a.17.3,ref-b.5.2.5.53a.18.1,269503,269580,43067,43080,ref-sifre-n.153.7.68,ref-sifre-n.153.7.81,דקאמר אדיר פתח ואמר יבא אדיר ויפרע לאדירים מאדירים באדירים יבא ,נדריה ונדריה עליה נדריה שבאו עמה מבית אביה לבית בעלה אתה אומר נדריה שבאו ,10,13,2358.0,2540.0,0.7123287671232876,0.75,3070001898
1898,2547,ref-b.3.3.9.75b.4.10-ref-b.3.3.9.75b.4.21,ref-sifre-n.153.7.103-ref-sifre-n.153.7.121,3744395,3744455,516282,516292,ref-b.3.3.9.75b.4.10,ref-b.3.3.9.75b.4.21,269688,269796,43097,43109,ref-sifre-n.153.7.103,ref-sifre-n.153.7.121,מיפר נדרי עצמו משנדר מיפר נדרי עצמו עד שלא ידור מקום שמפר ,"מיפר ק""ו לנדר שנדרה ברשותו ד""א ונדריה עליה נדרים שלא הוקמו ושלא הופרו או אינו אלא נדרים שהוקמו ושהופרו ",10,12,982.0,2547.0,0.6407766990291263,0.7058823529411764,3070001899
1899,2548,ref-b.3.2.7.71b.2.14-ref-b.3.2.7.71b.2.34,ref-sifre-n.153.7.177-ref-sifre-n.153.7.193,3479294,3479395,478892,478972,ref-b.3.2.7.71b.2.14,ref-b.3.2.7.71b.2.34,270072,270161,43130,43156,ref-sifre-n.153.7.177,ref-sifre-n.153.7.193,מיפר מאי איכא למימר דאתמר דברים שבינו לבינה רב הונא אמר הבעל מיפר רב אדא בר אהבה אמר אין הבעל מיפר הבעל מיפר אלא למאן דאמר אין הבעל מיפר מאי איכא למימר דאתמר דברים שבינו לבינה,מפר בבגר לפיכך אין מיפר אלא נדרים שלא הוקמו ושלא הופרו תאמר בבעל שמיפר בבגר לפיכך יפר אין מיפר אלא נדרים שלא הוקמו ושלא הופרו תאמר בבעל,175,135,909.0,2548.0,0.6342857142857142,0.875,3070001900
1900,2550,ref-b.4.2.3.36a.7.18-ref-b.4.2.3.36a.7.24,ref-sifre-n.153.7.248-ref-sifre-n.153.7.256,5213039,5213073,722219,722225,ref-b.4.2.3.36a.7.18,ref-b.4.2.3.36a.7.24,270411,270453,43196,43204,ref-sifre-n.153.7.248,ref-sifre-n.153.7.256,שנאמר או נפש כי תשבע לבטא בשפתים ,שנאמר ויקרא ה או נפש כי תשבע לבטא בשפתים ,6,8,1666.0,2550.0,0.1951219512195122,0.16666666666666663,3070001901
1901,2551,ref-b.3.3.1.3a.7.16-ref-b.3.3.1.3a.7.31,ref-sifre-n.153.9.18-ref-sifre-n.153.10.36,3614261,3614343,497465,497568,ref-b.3.3.1.3a.7.16,ref-b.3.3.1.3a.7.31,271011,271198,43275,43303,ref-sifre-n.153.9.18,ref-sifre-n.153.10.36,נדרים האב מיפר נדרי בתו ובעל מיפר נדרי אשתו נדרים האב מיפר נדרי בתו ובעל מיפר נדרי אשתו אף נזירות האב מיפר נזירות בתו ובעל,נדר והפר את נדרה נדריה שעליה מיפר ולא נדרים שאין עליה שר' אליעזר אומר יפר והדין נותן ומה אם במקום שאין מיפר נדרי עצמו משנדר הרי זה מיפר נדרי,122,140,922.0,2551.0,0.6642857142857143,0.8695652173913043,3070001902
1902,2552,ref-b.3.3.1.4b.4.4-ref-b.3.3.1.4b.4.19,ref-sifre-n.153.9.18-ref-sifre-n.153.10.36,3617118,3617200,497874,497977,ref-b.3.3.1.4b.4.4,ref-b.3.3.1.4b.4.19,271011,271198,43275,43303,ref-sifre-n.153.9.18,ref-sifre-n.153.10.36,נדרים האב מיפר נדרי בתו ובעל מיפר נדרי אשתו נדרים האב מיפר נדרי בתו ובעל מיפר נדרי אשתו אף נזירות האב מיפר נזירות בתו ובעל,נדר והפר את נדרה נדריה שעליה מיפר ולא נדרים שאין עליה שר' אליעזר אומר יפר והדין נותן ומה אם במקום שאין מיפר נדרי עצמו משנדר הרי זה מיפר נדרי,122,140,935.0,2551.0,0.6642857142857143,0.8695652173913043,3070001903
1903,2553,ref-b.3.3.9.75b.4.10-ref-b.3.3.9.75b.5.2,ref-sifre-n.153.9.18-ref-sifre-n.153.10.61,3744395,3744519,516180,516303,ref-b.3.3.9.75b.4.10,ref-b.3.3.9.75b.5.2,271011,271320,43275,43338,ref-sifre-n.153.9.18,ref-sifre-n.153.10.61,מיפר נדרי עצמו משנדר מיפר נדרי עצמו עד שלא ידור מקום שמפר נדרי אשתו משתדור אינו דין שיפר נדרי אשתו עד שלא תדור מאי לאו מיפר נדרי עצמו משנדר מיפר נדרי עצמו עד שלא ידור מקום שמפר נדרי אשתו משתדור אינו דין שיפר נדרי אשתו עד שלא,נדר והפר את נדרה נדריה שעליה מיפר ולא נדרים שאין עליה שר' אליעזר אומר יפר והדין נותן ומה אם במקום שאין מיפר נדרי עצמו משנדר הרי זה מיפר נדרי עצמו עד שלא ידור מקום שמיפר נדרי אשתו משנדרה אינו דין שיפר נדרי אשתו עד שלא תדור אמר לו לא אשתו משנדרה אינו דין שיפר נדרי אשתו עד שלא תדור אמר לו לא מיפר ולא,224,298,982.0,2551.0,0.5,0.5185185185185186,3070001904
1904,2556,ref-b.3.2.7.71b.2.8-ref-b.3.2.7.71b.2.35,ref-sifre-n.153.10.1-ref-sifre-n.153.10.14,3479265,3479400,478889,478973,ref-b.3.2.7.71b.2.8,ref-b.3.2.7.71b.2.35,271015,271088,43276,43300,ref-sifre-n.153.10.1,ref-sifre-n.153.10.14,מיפר אלא למאן דאמר אין הבעל מיפר מאי איכא למימר דאתמר דברים שבינו לבינה רב הונא אמר הבעל מיפר רב אדא בר אהבה אמר אין הבעל מיפר מיפר אלא למאן דאמר אין הבעל מיפר מאי איכא למימר דאתמר דברים שבינו לבינה רב,והפר את נדרה נדריה שעליה מיפר ולא נדרים שאין עליה שר' אליעזר אומר יפר והפר את נדרה נדריה שעליה מיפר ולא נדרים שאין עליה שר',201,123,909.0,2551.0,0.6517412935323383,0.875,3070001905
1905,2558,ref-b.3.3.9.77b.9.3-ref-b.3.3.9.78a.1.13,ref-sifre-n.153.10.1-ref-sifre-n.153.10.14,3748304,3748463,516819,516848,ref-b.3.3.9.77b.9.3,ref-b.3.3.9.78a.1.13,271015,271088,43290,43300,ref-sifre-n.153.10.1,ref-sifre-n.153.10.14,הדבר החכם מתיר ואין בעל מתיר שיכול ומה חכם שאין מפר מתיר בעל שמפר אינו דין שמתיר תלמוד לומר זה הדבר חכם מתיר ואין בעל מתיר תניא אידך זה הדבר בעל מפר ,והפר את נדרה נדריה שעליה מיפר ולא נדרים שאין עליה שר' אליעזר אומר יפר ,29,10,993.0,2551.0,0.7181208053691275,0.8260869565217391,3070001906
1906,2560,ref-b.3.3.9.74b.1.9-ref-b.3.3.9.74b.1.22,ref-sifre-n.153.10.23-ref-sifre-n.153.10.41,3742666,3742736,516037,516046,ref-b.3.3.9.74b.1.9,ref-b.3.3.9.74b.1.22,271130,271226,43306,43321,ref-sifre-n.153.10.23,ref-sifre-n.153.10.41,לעצמו הרי הוא מיפר נדריה אשה שהקנו לו מן השמים אינו דין שמיפר נדריה ,עצמו משנדר הרי זה מיפר נדרי עצמו עד שלא ידור מקום שמיפר נדרי אשתו משנדרה אינו דין שיפר נדרי ,9,15,978.0,2551.0,0.5108695652173914,0.5882352941176471,3070001907
1907,2561,ref-b.3.6.9.83b.13.15-ref-b.3.6.9.83b.14.7,ref-sifre-n.153.10.34-ref-sifre-n.153.10.59,4361386,4361434,601782,601976,ref-b.3.6.9.83b.13.15,ref-b.3.6.9.83b.14.7,271182,271309,43301,43336,ref-sifre-n.153.10.34,ref-sifre-n.153.10.59,אלא בחרטה הרי הפרת הבעל דאשה נודרת ובעל מיפר אלא בחרטה הרי הפרת הבעל דאשה נודרת ובעל מיפר,שמיפר נדרי אשתו משנדרה אינו דין שיפר נדרי אשתו עד שלא תדור אמר לו לא אמרה תורה אלא והפר את נדרה אשר עליה נדרים שעליה אלא והפר את נדרה אשר עליה נדרים שעליה,89,154,1503.0,2551.0,0.6948051948051948,0.9166666666666666,3070001908
1908,2564,ref-b.3.3.9.76b.1.17-ref-b.3.3.9.76b.1.29,ref-sifre-n.153.10.66-ref-sifre-n.153.10.83,3745377,3745430,516315,516424,ref-b.3.3.9.76b.1.17,ref-b.3.3.9.76b.1.29,271341,271425,43329,43355,ref-sifre-n.153.10.66,ref-sifre-n.153.10.83,הקם בא לכלל הפר את שלא בא לכלל הקם לא בא לכלל הפר שבא לכלל הקם בא לכלל הפר את שלא בא לכלל,יקימנו ואישה יפרנו את שבא לכלל הקם בא לכלל הפר לא בא לכלל הקם לא בא לכלל הפר לכלל הקם בא לכלל הפר לא בא לכלל הקם,89,112,991.0,2564.0,0.4017857142857143,0.4444444444444444,3070001909
1909,2566,ref-b.3.4.4.23a.1.15-ref-b.3.4.4.23a.3.7,ref-sifre-n.153.10.79-ref-sifre-n.153.10.86,3813171,3813206,525797,525802,ref-b.3.4.4.23a.1.15,ref-b.3.4.4.23a.3.7,271405,271437,43353,43358,ref-sifre-n.153.10.79,ref-sifre-n.153.10.86,קיים תנו רבנן אישה הפרם וה' יסלח לה ,הקם לא בא לכלל הפר וה' יסלח לה ,5,5,1073.0,2564.0,0.3888888888888889,0.8,3070001910
1910,2567,ref-b.3.7.4.81b.5.3-ref-b.3.7.4.81b.5.11,ref-sifre-n.153.10.83-ref-sifre-n.153.10.88,4677305,4677350,644976,644982,ref-b.3.7.4.81b.5.3,ref-b.3.7.4.81b.5.11,271421,271448,43355,43360,ref-sifre-n.153.10.83,ref-sifre-n.153.10.88,הפרם וה' יסלח לה במה הכתוב מדבר באשה שנדרה ,הפר וה' יסלח לה הרי שנדרה ,6,5,1590.0,2564.0,0.4186046511627907,0.7,3070001911
1911,2568,ref-b.3.1.6.59a.8.11-ref-b.3.1.6.59a.9.7,ref-sifre-n.154.1.2-ref-sifre-n.154.1.9,3030386,3030532,417935,417953,ref-b.3.1.6.59a.8.11,ref-b.3.1.6.59a.9.7,271486,271534,43366,43373,ref-sifre-n.154.1.2,ref-sifre-n.154.1.9,אלמנה מן הנישואין פשיטא מהו דתימא לילף אלמנה אלמנה מתמר מה להלן מן הנישואין אף כאן מן הנישואין קא משמע לן ואימא הכי נמי דומיא דגרושה מה גרושה ,אלמנה וגרושה מן הנישואין אתה אומר מן הנישואין ,18,7,812.0,2568.0,0.7464788732394366,0.7777777777777778,3070001912
1912,2569,ref-b.3.3.9.71a.4.27-ref-b.3.3.9.71a.4.45,ref-sifre-n.154.1.21-ref-sifre-n.154.1.27,3738514,3738614,515366,515379,ref-b.3.3.9.71a.4.27,ref-b.3.3.9.71a.4.45,271589,271626,43366,43372,ref-sifre-n.154.1.21,ref-sifre-n.154.1.27,אביה ובעלה האחרון מפירין נדריה שמע בעלה והפר לה ולא הספיק האב לשמוע עד שמת הבעל חוזר האב ומפר ,אביה מיפר נדריה ואלמנה אין אביה מיפר ,13,6,968.0,2569.0,0.7021276595744681,0.7857142857142857,3070001913
1913,2570,ref-b.3.3.1.3a.7.17-ref-b.3.3.1.3a.7.23,ref-sifre-n.154.1.21-ref-sifre-n.154.1.28,3614267,3614301,497466,497472,ref-b.3.3.1.3a.7.17,ref-b.3.3.1.3a.7.23,271589,271632,43366,43373,ref-sifre-n.154.1.21,ref-sifre-n.154.1.28,האב מיפר נדרי בתו ובעל מיפר נדרי ,אביה מיפר נדריה ואלמנה אין אביה מיפר נדריה ,6,7,922.0,2569.0,0.4186046511627907,0.5,3070001914
1914,2571,ref-b.3.3.1.4b.4.5-ref-b.3.3.1.4b.4.11,ref-sifre-n.154.1.21-ref-sifre-n.154.1.28,3617124,3617158,497875,497881,ref-b.3.3.1.4b.4.5,ref-b.3.3.1.4b.4.11,271589,271632,43366,43373,ref-sifre-n.154.1.21,ref-sifre-n.154.1.28,האב מיפר נדרי בתו ובעל מיפר נדרי ,אביה מיפר נדריה ואלמנה אין אביה מיפר נדריה ,6,7,935.0,2569.0,0.4186046511627907,0.5,3070001915
1915,2572,ref-b.3.3.9.67b.6.1-ref-b.3.3.9.67b.6.8,ref-sifre-n.154.1.61-ref-sifre-n.154.1.78,3734386,3734424,514802,514809,ref-b.3.3.9.67b.6.1,ref-b.3.3.9.67b.6.8,271820,271906,43404,43418,ref-sifre-n.154.1.61,ref-sifre-n.154.1.78,אימא אם בית אישה נדרה לומר שאין הבעל ,ואם בית אישה נדרה מכל מקום ואם בית אישה נדרה זו נשואה או אינו אלא ארוסה כשהוא אומר ,7,14,964.0,2572.0,0.6626506024096386,0.5833333333333333,3070001916
1916,2573,ref-b.3.3.9.79a.4.4-ref-b.3.3.9.79a.5.6,ref-sifre-n.154.2.37-ref-sifre-n.154.2.44,3750598,3750748,517066,517185,ref-b.3.3.9.79a.4.4,ref-b.3.3.9.79a.5.6,272212,272250,43466,43487,ref-sifre-n.154.2.37,ref-sifre-n.154.2.44,ואם החרש יחריש לה אישה וגו' בשותק על מנת למיקט החרש לה הרי בשותק על מנת לקיים הכתוב מדבר הא מה אני מקיים אם החרש יחריש לה אישה בשותק על מנת למיקט ואם החרש יחריש לה אישה וגו' בשותק על מנת למיקט הכתוב מדבר אתה אומר בשותק על מנת למיקט,"אם החרש יחריש לה אישה הרי חרישה למיקט אמורה ומה ת""ל והחריש לה זו אם החרש יחריש לה אישה הרי חרישה למיקט",231,102,1002.0,2573.0,0.6363636363636364,0.6470588235294117,3070001917
1917,2576,ref-b.3.7.4.81b.5.2-ref-b.3.7.4.81b.5.6,ref-sifre-n.154.3.12-ref-sifre-n.154.3.16,4677300,4677321,644975,644979,ref-b.3.7.4.81b.5.2,ref-b.3.7.4.81b.5.6,272584,272605,43534,43538,ref-sifre-n.154.3.12,ref-sifre-n.154.3.16,אישה הפרם וה' יסלח לה ,אישה הפרם וה' יסלח לה ,4,4,1590.0,2576.0,0.0,0.0,3070001918
1918,2577,ref-b.3.4.4.23a.3.4-ref-b.3.4.4.23a.3.7,ref-sifre-n.154.3.13-ref-sifre-n.154.3.16,3813190,3813206,525799,525802,ref-b.3.4.4.23a.3.4,ref-b.3.4.4.23a.3.7,272589,272605,43535,43538,ref-sifre-n.154.3.13,ref-sifre-n.154.3.16,הפרם וה' יסלח לה ,הפרם וה' יסלח לה ,3,3,1073.0,2576.0,0.0,0.0,3070001919
1919,2578,ref-b.3.3.9.79a.8.7-ref-b.3.3.9.79a.8.27,ref-sifre-n.154.3.16-ref-sifre-n.154.3.29,3751061,3751159,517132,517248,ref-b.3.3.9.79a.8.7,ref-b.3.3.9.79a.8.27,272603,272669,43524,43549,ref-sifre-n.154.3.16,ref-sifre-n.154.3.29,נדרים אבל איני יודע שיש מפירין יפר יודע אני שיש מפירין אבל איני יודע שזה נדר רבי מאיר אומר לא יפר וחכמים אומרים יפר יודע אני שיש נדרים אבל איני יודע שיש מפירין יפר יודע אני שיש מפירין אבל איני יודע שזה,לה אם הבעל מיפר מופר ואם לאו אינו מופר אמרה יודעת אני שכל נדרים לה אם הבעל מיפר מופר ואם לאו אינו מופר אמרה יודעת אני,201,117,1008.0,2576.0,0.6517412935323383,0.7333333333333334,3070001920
1920,2580,ref-b.3.2.7.71b.2.7-ref-b.3.2.7.71b.2.32,ref-sifre-n.154.3.41-ref-sifre-n.154.3.50,3479259,3479384,478958,478970,ref-b.3.2.7.71b.2.7,ref-b.3.2.7.71b.2.32,272722,272767,43558,43565,ref-sifre-n.154.3.41,ref-sifre-n.154.3.50,הבעל מיפר אלא למאן דאמר אין הבעל מיפר מאי איכא למימר דאתמר דברים שבינו לבינה רב הונא אמר הבעל מיפר רב אדא בר אהבה אמר אין ,הפרם אם יפר הבעל מופר ואם לאו אינו מופר אמר ,12,7,909.0,2580.0,0.7131147540983607,0.7894736842105263,3070001921
1921,2581,ref-b.3.4.2.12b.4.17-ref-b.3.4.2.12b.4.42,ref-sifre-n.154.3.50-ref-sifre-n.154.3.61,3792697,3792838,523018,523141,ref-b.3.4.2.12b.4.17,ref-b.3.4.2.12b.4.42,272764,272833,43551,43576,ref-sifre-n.154.3.50,ref-sifre-n.154.3.61,האומר לאשתו כל נדרים שתדורי מכאן ועד שאבא ממקום פלוני האומר לאשתו כל נדרים שתדורי מכאן ועד שאבא ממקום פלוני יהו קיימין לא אמר כלום הרי הן מופרין רבי,אמר לאפוטרופוס כל נדרים שהיא נודרת אשתי מכאן עד יפר הבעל מופר ואם לאו אינו מופר אמר לאפוטרופוס כל נדרים שהיא נודרת אשתי מכאן עד שאבוא,148,133,1040.0,2580.0,0.6959459459459459,0.5714285714285714,3070001922
