baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-sifre-n,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-n.142.5.13-ref-sifre-n.142.5.22,ref-y.1.9.1.1.1.34-ref-y.1.9.1.1.1.40,254568,254628,ref-sifre-n.142.5.13,ref-sifre-n.142.5.22,757159,757205,ref-y.1.9.1.1.1.34,ref-y.1.9.1.1.1.40,החטים או אינו אלא מן השעורים וכוסמים ושבולת שועל ושיפון ,חיטין ושעורין בלבד כוסמין שיבולת שועל ושיפון ,8,7,180,179.0,1783,1781.0,0.4464285714285714,0.75,2,שועל ושיפון,5070001500,8,7
ref-sifre-n.142.5.17-ref-sifre-n.142.5.22,ref-y.1.9.1.1.10.30-ref-y.1.9.1.1.10.34,254587,254628,ref-sifre-n.142.5.17,ref-sifre-n.142.5.22,759681,759715,ref-y.1.9.1.1.10.30,ref-y.1.9.1.1.10.34,מן השעורים וכוסמים ושבולת שועל ושיפון ,מן הכוסמין ושיבולת שועל והשיפון ,6,5,186,186.0,1784,1781.0,0.2894736842105263,0.4285714285714286,2,מן שועל,5070001501,6,5
ref-sifre-n.142.5.12-ref-sifre-n.142.5.22,ref-y.1.9.1.1.10.80-ref-y.1.9.1.1.10.95,254565,254628,ref-sifre-n.142.5.12,ref-sifre-n.142.5.22,759974,760068,ref-y.1.9.1.1.10.80,ref-y.1.9.1.1.10.95,מהן תאמר בכוסמין ושיבולת שועל ושיפון שאין מנחת סוטה באה מהן יצאו החטים מן הכתוב וכוסמין,מהן תאמר בכוסמין ושיבולת שועל ושיפון שאין מנחת סוטה באה מהן יצאו החטים מן הכתוב וכוסמין,16,16,188,188.0,1781,1781.0,0.0,0.0,16,מהן תאמר בכוסמין ושיבולת שועל ושיפון שאין מנחת סוטה באה מהן יצאו החטים מן הכתוב וכוסמין,5070001502,16,16
ref-sifre-n.142.5.17-ref-sifre-n.142.5.22,ref-y.1.9.1.1.11.14-ref-y.1.9.1.1.11.18,254587,254628,ref-sifre-n.142.5.17,ref-sifre-n.142.5.22,760163,760196,ref-y.1.9.1.1.11.14,ref-y.1.9.1.1.11.18,מן השעורים וכוסמים ושבולת שועל ושיפון ,מן הכוסמין ושיבולת שועל ושיפון ,6,5,192,192.0,1785,1781.0,0.2631578947368421,0.4285714285714286,3,מן שועל ושיפון,5070001503,6,5
ref-sifre-n.143.3.3-ref-sifre-n.143.3.20,ref-y.2.3.5.1.1.5-ref-y.2.3.5.1.1.21,255282,255371,ref-sifre-n.143.3.3,ref-sifre-n.143.3.20,1290040,1290131,ref-y.2.3.5.1.1.5,ref-y.2.3.5.1.1.21,השני תעשה בין הערבים למה נאמר לפי שהוא אומר את הכבש האחד הרי שלא הקריב בתמיד של שחר ,שניהן בשחרית ושניהן בין הערבים תלמוד לומר את הכבש אחד תעשה בבקר הייתי אומר יקרב של שחר ,14,17,336,335.0,1786,1786.0,0.5747126436781609,0.5,6,בין הערבים את הכבש של שחר,5070001504,14,17
ref-sifre-n.143.3.112-ref-sifre-n.143.3.126,ref-y.1.9.4.1.1.17-ref-y.1.9.4.1.1.30,255846,255913,ref-sifre-n.143.3.112,ref-sifre-n.143.3.126,795910,795982,ref-y.1.9.4.1.1.17,ref-y.1.9.4.1.1.30,משה את כל המלאכה והנה עשו אותה כאשר צוה ה' כן עשו ויברך אותם משה ,אשה אחת שהיא מקפד' עשו אות' כשתי נשי' שתי נשים שאינן מקפידות עשו אותם ,13,14,234,234.0,1787,1787.0,0.6714285714285714,0.8235294117647058,3,עשו עשו אותם,5070001505,13,14
ref-sifre-n.143.3.163-ref-sifre-n.143.3.169,ref-y.3.7.1.7.2.13-ref-y.3.7.1.7.2.19,256116,256151,ref-sifre-n.143.3.163,ref-sifre-n.143.3.169,2869435,2869470,ref-y.3.7.1.7.2.13,ref-y.3.7.1.7.2.19,יראה אל עבדיך פעליך והדרך על בניהם ,ייראה אל עבדיך פעלך והדרך על בניהם ,7,7,1472,1472.0,1788,1788.0,0.0571428571428571,0.0,5,אל עבדיך והדרך על בניהם,5070001506,7,7
ref-sifre-n.143.3.180-ref-sifre-n.143.3.188,ref-y.2.3.7.5.1.15-ref-y.2.3.7.5.4.4,256200,256244,ref-sifre-n.143.3.180,ref-sifre-n.143.3.188,1330192,1330232,ref-y.2.3.7.5.1.15,ref-y.2.3.7.5.4.4,ושחטו אותו כל קהל עדת בני ישראל בין הערבים ,ושחטו אותו כל קהל עדת ישראל בין הערבים ,9,8,378,377.0,1789,1789.0,0.0930232558139534,0.0,8,ושחטו אותו כל קהל עדת ישראל בין הערבים,5070001507,9,8
ref-sifre-n.146.1.8-ref-sifre-n.146.1.26,ref-y.2.3.2.4.7.135-ref-y.2.3.2.4.7.146,259085,259176,ref-sifre-n.146.1.8,ref-sifre-n.146.1.26,1258810,1258875,ref-y.2.3.2.4.7.135,ref-y.2.3.2.4.7.146,חובה שבעת ימים מצות יאכל למה נאמר לפי שהוא אומר ויקרא כג שבעת ימים מצות תאכלו שומעני כל מצה ,חובתן בחלות תודה ורקיקי נזיר תלמוד לומר שבעת ימים מצות תאכלו מצה ,15,9,334,334.0,1790,1790.0,0.5760869565217391,0.6875,5,שבעת ימים מצות תאכלו מצה,5070001508,15,9
ref-sifre-n.146.1.47-ref-sifre-n.146.1.52,ref-y.1.9.1.1.1.34-ref-y.1.9.1.1.1.40,259274,259321,ref-sifre-n.146.1.47,ref-sifre-n.146.1.52,757159,757205,ref-y.1.9.1.1.1.34,ref-y.1.9.1.1.1.40,החטים והשעורים והכוסמים ושבולת שועל ושיפון ,חיטין ושעורין בלבד כוסמין שיבולת שועל ושיפון ,6,7,181,179.0,1792,1791.0,0.2888888888888888,0.7,2,שועל ושיפון,5070001509,6,7
ref-sifre-n.146.1.42-ref-sifre-n.146.1.48,ref-y.1.9.1.1.4.62-ref-y.1.9.1.1.4.74,259248,259290,ref-sifre-n.146.1.42,ref-sifre-n.146.1.48,758268,758335,ref-y.1.9.1.1.4.62,ref-y.1.9.1.1.4.74,אלו חמשת המינים ואלו הם החטים והשעורים ,אלא חמשת המינין בלבד ודבוות' אין לך מגרר עם כולן אלא חטים ושעורים ,7,13,185,185.0,1791,1791.0,0.5151515151515151,0.7142857142857143,1,חמשת,5070001510,7,13
ref-sifre-n.146.1.47-ref-sifre-n.146.1.52,ref-y.1.9.1.1.10.92-ref-y.1.9.1.1.10.98,259274,259321,ref-sifre-n.146.1.47,ref-sifre-n.146.1.52,760043,760091,ref-y.1.9.1.1.10.92,ref-y.1.9.1.1.10.98,החטים והשעורים והכוסמים ושבולת שועל ושיפון ,החטים מן הכתוב וכוסמין ושיבולת שועל והשיפון ,6,7,191,187.0,1793,1791.0,0.2727272727272727,0.5555555555555556,2,החטים שועל,5070001511,6,7
ref-sifre-n.147.1.24-ref-sifre-n.147.1.46,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.31,259536,259647,ref-sifre-n.147.1.24,ref-sifre-n.147.1.46,1595673,1595805,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.31,נאמר כאן מקרא קודש ונאמר להלן שמות יב מקרא קודש האמור להלן להתיר בו אוכל נפש אף מקרא קודש האמור כאן להתיר בו ,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן עשה בה את הלילות כימים אף ישיבה שנאמר כאן נעשה בה ,23,5,606,587.0,1794,1794.0,0.6062992125984252,0.782608695652174,7,נאמר כאן ונאמר להלן להלן אף כאן,5070001512,23,24
ref-sifre-n.147.1.34-ref-sifre-n.147.1.46,ref-y.4.4.6.1.1.41-ref-y.4.4.6.1.1.52,259585,259647,ref-sifre-n.147.1.34,ref-sifre-n.147.1.46,3211072,3211132,ref-y.4.4.6.1.1.41,ref-y.4.4.6.1.1.52,האמור להלן להתיר בו אוכל נפש אף מקרא קודש האמור כאן להתיר בו ,האמור להלן שער שנמצא בו אף שעריך האמור כאן שער שנמצאו בו ,13,12,1729,1706.0,1795,1794.0,0.5245901639344263,0.6666666666666667,7,האמור להלן בו אף האמור כאן בו,5070001513,13,12
ref-sifre-n.147.1.34-ref-sifre-n.147.1.46,ref-y.4.4.6.1.1.85-ref-y.4.4.6.1.1.96,259585,259647,ref-sifre-n.147.1.34,ref-sifre-n.147.1.46,3211296,3211357,ref-y.4.4.6.1.1.85,ref-y.4.4.6.1.1.96,האמור להלן להתיר בו אוכל נפש אף מקרא קודש האמור כאן להתיר בו ,האמור להלן שער שנידון בו אף שעריך האמור כאן שער שנידון בו ,13,12,1735,1730.0,1796,1794.0,0.4918032786885246,0.6666666666666667,7,האמור להלן בו אף האמור כאן בו,5070001514,13,12
ref-sifre-n.147.1.34-ref-sifre-n.147.1.46,ref-y.4.6.1.2.6.249-ref-y.4.6.1.2.6.260,259585,259647,ref-sifre-n.147.1.34,ref-sifre-n.147.1.46,3338464,3338523,ref-y.4.6.1.2.6.249,ref-y.4.6.1.2.6.260,האמור להלן להתיר בו אוכל נפש אף מקרא קודש האמור כאן להתיר בו ,שנאמר להלן שיש בהן חיוב קרבן אף חטאתם שנאמר כאן שיש בהן ,13,12,1976,1972.0,1797,1794.0,0.5409836065573771,0.7857142857142857,3,להלן אף כאן,5070001515,13,12
ref-sifre-n.147.2.11-ref-sifre-n.147.2.24,ref-y.2.3.9.3.3.26-ref-y.2.3.9.3.3.54,259928,260000,ref-sifre-n.147.2.11,ref-sifre-n.147.2.24,1368334,1368457,ref-y.2.3.9.3.3.26,ref-y.2.3.9.3.3.54,מה זה טעון הלל אף זה טעון הלל אי מה זה טעון חגיגה אף זה טעון חניגה אמר רבי זעורה כליל התקדש חג את שהוא טעון הלל טעון חגיגה,מה זה טעון הלל אף זה טעון הלל אי מה זה טעון חגיגה אף זה טעון חניגה אמר רבי זעורה כליל התקדש חג את שהוא טעון הלל טעון חגיגה,27,27,394,394.0,1798,1798.0,0.0,0.0,27,מה זה טעון הלל אף זה טעון הלל אי מה זה טעון חגיגה אף זה טעון חניגה אמר_רבי_זעורה כליל התקדש חג את שהוא טעון הלל טעון חגיגה,5070001516,27,27
ref-sifre-n.148.1.78-ref-sifre-n.148.1.87,ref-y.1.9.1.1.19.33-ref-y.1.9.1.1.19.42,260548,260604,ref-sifre-n.148.1.78,ref-sifre-n.148.1.87,762740,762800,ref-y.1.9.1.1.19.33,ref-y.1.9.1.1.19.42,מביא מנחת ביכורים ומנחת בהמה קודם לעומר ואם הביא פסול ,מביאין מנחות ובכורים ומנחת בהמה קודם לעומר ואם הביא פסול ,10,10,193,193.0,1800,1800.0,0.087719298245614,0.3,7,ומנחת בהמה קודם לעומר ואם הביא פסול,5070001517,10,10
ref-sifre-n.149.1.51-ref-sifre-n.149.1.66,ref-y.3.2.1.1.15.99-ref-y.3.2.1.1.15.114,261564,261642,ref-sifre-n.149.1.51,ref-sifre-n.149.1.66,2368405,2368482,ref-y.3.2.1.1.15.99,ref-y.3.2.1.1.15.114,הרי שמצא פרים ולא מצא אילים אילים ולא מצא כבשים שומע אני לא יקריב עד שימצא ,הרי מצא אם בשלא מצא הרי פישפש לא פישפש אלא הכין אנן קיימין בשלא פישפש ומצא ,16,16,1197,1197.0,1801,1801.0,0.6,0.8333333333333334,4,הרי מצא מצא לא,5070001518,16,16
ref-sifre-n.150.1.19-ref-sifre-n.150.1.34,ref-y.3.2.1.1.15.99-ref-y.3.2.1.1.15.114,261991,262069,ref-sifre-n.150.1.19,ref-sifre-n.150.1.34,2368405,2368482,ref-y.3.2.1.1.15.99,ref-y.3.2.1.1.15.114,הרי שמצא פרים ולא מצא אילים אילים ולא מצא כבשים שומע אני לא יקריב עד שימצא ,הרי מצא אם בשלא מצא הרי פישפש לא פישפש אלא הכין אנן קיימין בשלא פישפש ומצא ,16,16,1198,1197.0,1802,1802.0,0.6,0.8333333333333334,4,הרי מצא מצא לא,5070001519,16,16
ref-sifre-n.150.1.58-ref-sifre-n.150.1.88,ref-y.2.8.1.3.6.24-ref-y.2.8.1.3.6.47,262180,262359,ref-sifre-n.150.1.58,ref-sifre-n.150.1.88,1652455,1652608,ref-y.2.8.1.3.6.24,ref-y.2.8.1.3.6.47,התבואה הבא חיטים ביכורים בעצרת שיתברבו לפניך פירות האילן אמור מעתה ניסוך המים בחג שיתברכו,מים אמרה התורה הבא שעורים ביכורים בפסח שתתברך לפניך התבואה הבא,15,11,679,679.0,1803,1803.0,0.6741573033707865,0.75,3,הבא ביכורים לפניך,5070001520,15,11
ref-sifre-n.150.1.67-ref-sifre-n.150.1.77,ref-y.3.5.2.1.8.36-ref-y.3.5.2.1.8.43,262228,262295,ref-sifre-n.150.1.67,ref-sifre-n.150.1.77,2267964,2268016,ref-y.3.5.2.1.8.36,ref-y.3.5.2.1.8.43,נאמר הביאו עומר בפסח שתתברך לכם את התבואה והביאו ביכורים בעצרת ,נאמ' לציבור הבא ביכורים בפסח והבא ביכורים בעצרת ,11,8,1057,1057.0,1806,1803.0,0.4761904761904761,0.6666666666666667,3,בפסח ביכורים בעצרת,5070001521,11,8
ref-sifre-n.150.1.98-ref-sifre-n.150.1.110,ref-y.1.5.1.5.1.59-ref-y.1.5.1.5.1.68,262401,262480,ref-sifre-n.150.1.98,ref-sifre-n.150.1.110,456651,456713,ref-y.1.5.1.5.1.59,ref-y.1.5.1.5.1.68,"בשני ונסכיהם ונאמר בששי ונסכיה ונאמר בשביעי כמשפטם מ""ם יו""ד מ""ם הרי מים ","בשיני ונסכיהם בשישי ונסכיה בשביעי כמשפטם מ""ם יוד מ""ם מים ",13,10,113,113.0,1807,1807.0,0.2638888888888889,0.3333333333333333,7,"ונסכיהם ונסכיה בשביעי כמשפטם מ""ם מ""ם מים",5070001522,13,10
ref-sifre-n.150.1.98-ref-sifre-n.150.1.110,ref-y.2.6.4.1.1.58-ref-y.2.6.4.1.1.67,262401,262480,ref-sifre-n.150.1.98,ref-sifre-n.150.1.110,1609934,1609996,ref-y.2.6.4.1.1.58,ref-y.2.6.4.1.1.67,"בשני ונסכיהם ונאמר בששי ונסכיה ונאמר בשביעי כמשפטם מ""ם יו""ד מ""ם הרי מים ","בשיני ונסכיהם בשישי ונסביה בשביעי כמשפטם מ""ם יוד מ""ם מים ",13,10,616,616.0,1808,1807.0,0.2777777777777778,0.4615384615384615,6,"ונסכיהם בשביעי כמשפטם מ""ם מ""ם מים",5070001523,13,10
ref-sifre-n.150.1.98-ref-sifre-n.150.1.110,ref-y.2.8.1.3.6.15-ref-y.2.8.1.3.6.24,262401,262480,ref-sifre-n.150.1.98,ref-sifre-n.150.1.110,1652397,1652458,ref-y.2.8.1.3.6.15,ref-y.2.8.1.3.6.24,"בשני ונסכיהם ונאמר בששי ונסכיה ונאמר בשביעי כמשפטם מ""ם יו""ד מ""ם הרי מים ","בשני ונסכיהם בשישי ונסכיה בשביעי כמשפטם מ""ם יוד מ""ם מים ",13,10,678,678.0,1809,1807.0,0.25,0.3333333333333333,8,"בשני ונסכיהם ונסכיה בשביעי כמשפטם מ""ם מ""ם מים",5070001524,13,10
ref-sifre-n.151.2.3-ref-sifre-n.151.2.18,ref-y.3.2.1.1.15.99-ref-y.3.2.1.1.15.114,263049,263129,ref-sifre-n.151.2.3,ref-sifre-n.151.2.18,2368405,2368482,ref-y.3.2.1.1.15.99,ref-y.3.2.1.1.15.114,הרי שמצא פרים ולא מצא אילים אילים ולא מצא כבשים שומע אני שלא יקריב עד שימצא ,הרי מצא אם בשלא מצא הרי פישפש לא פישפש אלא הכין אנן קיימין בשלא פישפש ומצא ,16,16,1199,1197.0,1810,1810.0,0.5921052631578947,0.7777777777777778,3,הרי מצא מצא,5070001525,16,16
ref-sifre-n.152.1.1-ref-sifre-n.152.1.11,ref-y.2.8.1.1.6.56-ref-y.2.8.1.1.6.70,263222,263289,ref-sifre-n.152.1.1,ref-sifre-n.152.1.11,1636599,1636675,ref-y.2.8.1.1.6.56,ref-y.2.8.1.1.6.70,אלה תעשו לה' במועדיכם אלו נדרים ונדבות שנודר ברגל שיביאם ברגל ,אלה תעשו לי' במועדיכם אלה קבען חובה שיהו כולן קריבין ברגל יבול באי זה רגל ,11,15,632,632.0,1811,1811.0,0.4594594594594595,0.6875,4,אלה תעשו במועדיכם ברגל,5070001526,11,15
ref-sifre-n.152.1.23-ref-sifre-n.152.1.33,ref-y.2.8.1.1.6.56-ref-y.2.8.1.1.6.70,263346,263412,ref-sifre-n.152.1.23,ref-sifre-n.152.1.33,1636599,1636675,ref-y.2.8.1.1.6.56,ref-y.2.8.1.1.6.70,אלה תעשה לה' במועדיכם אלו נדרים ונדבות שנדר ברגל שמביאם ברגל ,אלה תעשו לי' במועדיכם אלה קבען חובה שיהו כולן קריבין ברגל יבול באי זה רגל ,11,15,633,632.0,1812,1812.0,0.4864864864864865,0.6875,3,אלה במועדיכם ברגל,5070001527,11,15
ref-sifre-n.153.3.18-ref-sifre-n.153.3.26,ref-y.1.4.8.1.2.6-ref-y.1.4.8.1.2.17,264584,264626,ref-sifre-n.153.3.18,ref-sifre-n.153.3.26,427270,427323,ref-y.1.4.8.1.2.6,ref-y.1.4.8.1.2.17,כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,כאן פן תקדש ונאמר להלן פן תוקדש בו מה פן האמור להלן ,2,1,106,87.0,1813,1813.0,0.3653846153846153,0.4285714285714286,6,כאן ונאמר להלן מה האמור להלן,5070001528,9,12
ref-sifre-n.153.3.18-ref-sifre-n.153.3.26,ref-y.1.7.2.4.9.111-ref-y.1.7.2.4.9.125,264584,264626,ref-sifre-n.153.3.18,ref-sifre-n.153.3.26,665163,665240,ref-y.1.7.2.4.9.111,ref-y.1.7.2.4.9.125,כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,כאן נפשו ונאמר להלן נפשו דכתיב ואליו הוא נושא את נפשו מה נפשו האמורה להלן ,2,15,160,139.0,1814,1813.0,0.5135135135135135,0.6,5,כאן ונאמר להלן מה להלן,5070001529,9,15
ref-sifre-n.153.3.18-ref-sifre-n.153.3.33,ref-y.1.9.2.1.11.71-ref-y.1.9.2.1.11.87,264584,264659,ref-sifre-n.153.3.18,ref-sifre-n.153.3.33,779730,779810,ref-y.1.9.2.1.11.71,ref-y.1.9.2.1.11.87,כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן ,כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן עשויה בשמן אף חלה שנאמר כאן ,1,17,226,203.0,1819,1813.0,0.4675324675324675,0.7142857142857143,7,כאן ונאמר להלן מה להלן אף כאן,5070001530,16,17
ref-sifre-n.153.3.18-ref-sifre-n.153.3.33,ref-y.2.3.5.1.1.36-ref-y.2.3.5.1.1.55,264584,264659,ref-sifre-n.153.3.18,ref-sifre-n.153.3.33,1290205,1290313,ref-y.2.3.5.1.1.36,ref-y.2.3.5.1.1.55,כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן ,כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן משש שעות ולמעלן אף כין הערכים שנאמר כאן ,1,10,362,337.0,1820,1813.0,0.5392156862745098,0.6666666666666667,7,כאן ונאמר להלן מה להלן אף כאן,5070001531,16,18
ref-sifre-n.153.3.18-ref-sifre-n.153.3.33,ref-y.2.5.8.1.2.163-ref-y.2.5.8.1.2.180,264584,264659,ref-sifre-n.153.3.18,ref-sifre-n.153.3.33,1477983,1478084,ref-y.2.5.8.1.2.163,ref-y.2.5.8.1.2.180,כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן ,כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן עינוי רעבון אף עינוי שנאמר כאן ,1,9,471,447.0,1821,1813.0,0.5257731958762887,0.7142857142857143,7,כאן ונאמר להלן מה להלן אף כאן,5070001532,16,16
ref-sifre-n.153.3.18-ref-sifre-n.153.3.26,ref-y.2.4.6.4.4.6-ref-y.2.4.6.4.4.14,264584,264626,ref-sifre-n.153.3.18,ref-sifre-n.153.3.26,1561427,1561476,ref-y.2.4.6.4.4.6,ref-y.2.4.6.4.4.14,כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן ,2,3,573,551.0,1815,1813.0,0.2708333333333333,0.3333333333333333,5,כאן ונאמר להלן מה להלן,5070001533,9,9
ref-sifre-n.153.3.18-ref-sifre-n.153.3.33,ref-y.2.6.2.7.1.7-ref-y.2.6.2.7.1.29,264584,264659,ref-sifre-n.153.3.18,ref-sifre-n.153.3.33,1595678,1595797,ref-y.2.6.2.7.1.7,ref-y.2.6.2.7.1.29,כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן ,כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן עשה בה את הלילות כימים אף ישיבה שנאמר כאן ,1,2,611,587.0,1822,1813.0,0.5964912280701754,0.7894736842105263,7,כאן ונאמר להלן מה להלן אף כאן,5070001534,16,21
ref-sifre-n.153.3.18-ref-sifre-n.153.3.33,ref-y.2.10.1.1.3.69-ref-y.2.10.1.1.3.89,264584,264659,ref-sifre-n.153.3.18,ref-sifre-n.153.3.33,1836015,1836122,ref-y.2.10.1.1.3.69,ref-y.2.10.1.1.3.89,כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן ,כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות יהושע בן נון אף פרזות שנאמר כאן ,1,18,738,715.0,1823,1813.0,0.5533980582524272,0.7647058823529411,7,כאן ונאמר להלן מה להלן אף כאן,5070001535,16,18
ref-sifre-n.153.3.18-ref-sifre-n.153.3.26,ref-y.2.12.1.2.2.114-ref-y.2.12.1.2.2.122,264584,264626,ref-sifre-n.153.3.18,ref-sifre-n.153.3.26,1928671,1928717,ref-y.2.12.1.2.2.114,ref-y.2.12.1.2.2.122,כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן ,2,2,789,767.0,1816,1813.0,0.2888888888888888,0.3333333333333333,5,כאן ונאמר להלן מה להלן,5070001536,9,9
ref-sifre-n.153.3.18-ref-sifre-n.153.3.26,ref-y.2.12.1.3.1.71-ref-y.2.12.1.3.1.79,264584,264626,ref-sifre-n.153.3.18,ref-sifre-n.153.3.26,1930827,1930873,ref-y.2.12.1.3.1.71,ref-y.2.12.1.3.1.79,כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן ,2,2,847,847.0,1817,1817.0,0.2888888888888888,0.3333333333333333,5,כאן ונאמר להלן מה להלן,5070001537,9,9
ref-sifre-n.153.3.18-ref-sifre-n.153.3.33,ref-y.2.12.1.3.1.93-ref-y.2.12.1.3.1.111,264584,264659,ref-sifre-n.153.3.18,ref-sifre-n.153.3.33,1930937,1931033,ref-y.2.12.1.3.1.93,ref-y.2.12.1.3.1.111,כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן ,כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן אחת עיקר והשאר טפילה אף מסת שנאמר כאן ,1,19,873,873.0,1824,1817.0,0.4891304347826087,0.7647058823529411,7,כאן ונאמר להלן מה להלן אף כאן,5070001538,16,19
ref-sifre-n.153.3.18-ref-sifre-n.153.3.36,ref-y.3.1.1.1.23.36-ref-y.3.1.1.1.23.58,264584,264674,ref-sifre-n.153.3.18,ref-sifre-n.153.3.36,2056350,2056470,ref-y.3.1.1.1.23.36,ref-y.3.1.1.1.23.58,כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן נדר ונדבה עמו ,כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ישיבה שיש עמה ירושה אף ישיבה שנאמר כאן ישיבה שיש עמה ,4,4,954,905.0,1827,1813.0,0.5689655172413793,0.6428571428571428,7,כאן ונאמר להלן מה להלן אף כאן,5070001539,19,23
ref-sifre-n.153.3.18-ref-sifre-n.153.3.33,ref-y.3.5.7.3.3.37-ref-y.3.5.7.3.3.54,264584,264659,ref-sifre-n.153.3.18,ref-sifre-n.153.3.33,2318258,2318351,ref-y.3.5.7.3.3.37,ref-y.3.5.7.3.3.54,כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן ,כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן ,1,8,1119,1093.0,1825,1813.0,0.4505494505494505,0.5,9,כאן ונאמר להלן מה האמור להלן אף האמור כאן,5070001540,16,18
ref-sifre-n.153.3.19-ref-sifre-n.153.3.33,ref-y.3.3.1.1.1.110-ref-y.3.3.1.1.1.125,264588,264659,ref-sifre-n.153.3.19,ref-sifre-n.153.3.33,2526213,2526299,ref-y.3.3.1.1.1.110,ref-y.3.3.1.1.1.125,נדר נדר מה נדר שנאמ' להלן כינוי נדרים כנדרים וכינוי שבועה כשבועה אף נדר שנאמר כאן,נדר נדר מה נדר שנאמ' להלן כינוי נדרים כנדרים וכינוי שבועה כשבועה אף נדר שנאמר כאן,16,16,1229,1229.0,1829,1829.0,0.0,0.0,16,נדר נדר מה נדר שנאמ' להלן כינוי נדרים כנדרים וכינוי שבועה כשבועה אף נדר שנאמר כאן,5070001541,16,16
ref-sifre-n.153.3.19-ref-sifre-n.153.3.33,ref-y.3.3.1.1.1.133-ref-y.3.3.1.1.1.145,264588,264659,ref-sifre-n.153.3.19,ref-sifre-n.153.3.33,2526353,2526417,ref-y.3.3.1.1.1.133,ref-y.3.3.1.1.1.145,נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן ,נדר נדר מה נדר שנאמר להלן כינוי שבועה כשבועה אף נדר שנאמר כאן ,15,13,1233,1233.0,1831,1813.0,0.4411764705882353,0.6,8,נדר נדר מה נדר להלן אף נדר כאן,5070001542,15,13
ref-sifre-n.153.3.19-ref-sifre-n.153.3.32,ref-y.3.4.4.1.3.33-ref-y.3.4.4.1.3.45,264588,264655,ref-sifre-n.153.3.19,ref-sifre-n.153.3.32,2748141,2748202,ref-y.3.4.4.1.3.33,ref-y.3.4.4.1.3.45,נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור ,נדר נדר מה נדר שנאמר להלן דבר שהנשמה תלויה בו אף נדר שנאמר ,14,11,1400,1400.0,1828,1813.0,0.5,0.8181818181818181,6,נדר נדר מה נדר אף נדר,5070001543,14,11
ref-sifre-n.153.3.18-ref-sifre-n.153.3.26,ref-y.3.7.1.7.18.129-ref-y.3.7.1.7.18.137,264584,264626,ref-sifre-n.153.3.18,ref-sifre-n.153.3.26,2879139,2879185,ref-y.3.7.1.7.18.129,ref-y.3.7.1.7.18.137,כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן ,2,9,1499,1477.0,1818,1813.0,0.2666666666666666,0.4285714285714286,5,כאן ונאמר להלן מה להלן,5070001544,9,9
