,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-sifre-d,dam-lev,jac,id
2213,2916,ref-b.03.07.01.4b.13.13-ref-b.03.07.01.5a.1.11,ref-sifre-d.268.2.48-ref-sifre-d.268.3.13,4393758,4393822,606435,606444,ref-b.3.7.1.4b.13.13,ref-b.3.7.1.5a.1.11,254896,254967,42692,42702,ref-sifre-d.268.2.48,ref-sifre-d.268.3.13,ובעלה ומנין שאף בשטר ודין הוא ומה כסף שאין מוציא מכניס שטר ,בבעילה ומנין אף בשטר ודין הוא ומה כסף שאינו מוציא הרי הוא קונה שטר ,9,10,1855.0,2914.0,0.23880597014925373,0.5,3080002214
2214,2918,ref-b.3.7.1.4b.4.17-ref-b.3.7.1.4b.5.13,ref-sifre-d.268.3.8-ref-sifre-d.268.3.31,4392753,4392840,606105,606307,ref-b.3.7.1.4b.4.17,ref-b.3.7.1.4b.5.13,254938,255062,42669,42715,ref-sifre-d.268.3.8,ref-sifre-d.268.3.31,שתקנה בכסף יבמה תוכיח שנקנית בביאה ואינה נקנית בכסף מה ליבמה שכן אין נקנית בשטר נקנית בכסף זו שנקנית בביאה אינו דין שתקנה בכסף יבמה תוכיח שנקנית בביאה ואינה נקנית בכסף מה ליבמה שכן אין נקנית,שאינו מוציא הרי הוא קונה שטר שהוא מוציא אינו דין שיהא קונה לא אם אמרת בכסף שקונה הקדש ומעשר שני תוכיח בשטר שאין קונה שאינו מוציא הרי הוא קונה שטר שהוא מוציא אינו דין שיהא קונה לא אם אמרת בכסף שקונה הקדש,203,47,1843.0,2914.0,0.7326732673267327,0.7727272727272727,3080002215
2215,2920,ref-b.03.07.01.9a.13.12-ref-b.03.07.01.9b.1.5,ref-sifre-d.268.3.46-ref-sifre-d.268.3.57,4410311,4410362,608726,608734,ref-b.3.7.1.9a.13.12,ref-b.3.7.1.9b.1.5,255140,255196,42729,42738,ref-sifre-d.268.3.46,ref-sifre-d.268.3.57,הויות ליציאות מקשינן מה יציאה בעינן לשמה אף הוייה ,הויתה של זה ליציאתה של זה מה יציאתה מזה בשטר אף הויתה ,8,9,1859.0,2920.0,0.48148148148148145,0.9,3080002216
2216,2921,ref-b.03.07.01.9b.3.33-ref-b.03.07.01.9b.3.41,ref-sifre-d.268.3.46-ref-sifre-d.268.3.57,4410697,4410745,608778,608784,ref-b.3.7.1.9b.3.33,ref-b.3.7.1.9b.3.41,255140,255196,42729,42738,ref-sifre-d.268.3.46,ref-sifre-d.268.3.57,הוייה ליציאה מה יציאה לשמה ושלא מדעתה אף הוייה ,הויתה של זה ליציאתה של זה מה יציאתה מזה בשטר אף הויתה ,6,9,1860.0,2920.0,0.5185185185185185,0.7777777777777778,3080002217
2217,2922,ref-b.03.07.01.41a.11.20-ref-b.03.07.01.41a.11.27,ref-sifre-d.268.3.46-ref-sifre-d.268.3.57,4532598,4532637,625633,625640,ref-b.3.7.1.41a.11.20,ref-b.3.7.1.41a.11.27,255140,255196,42729,42738,ref-sifre-d.268.3.46,ref-sifre-d.268.3.57,הויה ליציאה מה יציאה משוי שליח אף הויה ,הויתה של זה ליציאתה של זה מה יציאתה מזה בשטר אף הויתה ,7,9,2039.0,2920.0,0.42592592592592593,0.8888888888888888,3080002218
2218,2923,ref-b.03.07.02.48a.9.19-ref-b.03.07.02.48a.9.27,ref-sifre-d.268.3.46-ref-sifre-d.268.3.57,4555879,4555927,628670,628678,ref-b.3.7.2.48a.9.19,ref-b.3.7.2.48a.9.27,255140,255196,42729,42738,ref-sifre-d.268.3.46,ref-sifre-d.268.3.57,הויה ליציאה מקשינן מה יציאה בעינן לשמה אף הויה ,הויתה של זה ליציאתה של זה מה יציאתה מזה בשטר אף הויתה ,8,9,2040.0,2920.0,0.4444444444444444,0.9,3080002219
2219,2924,ref-b.03.07.01.5a.3.6-ref-b.03.07.01.5a.3.14,ref-sifre-d.268.3.46-ref-sifre-d.268.3.59,4393978,4394023,606465,606473,ref-b.3.7.1.5a.3.6,ref-b.3.7.1.5a.3.14,255140,255207,42729,42740,ref-sifre-d.268.3.46,ref-sifre-d.268.3.59,הויה ליציאה מה יציאה בשטר אף הויה נמי בשטר ,הויתה של זה ליציאתה של זה מה יציאתה מזה בשטר אף הויתה מזה בשטר ,8,11,1856.0,2920.0,0.36507936507936506,0.75,3080002220
2220,2925,ref-b.02.03.01.13a.21.11-ref-b.02.03.01.13b.1.5,ref-sifre-d.269.1.11-ref-sifre-d.269.1.22,968824,968864,134419,134425,ref-b.2.3.1.13a.21.11,ref-b.2.3.1.13b.1.5,255255,255304,42911,42919,ref-sifre-d.269.1.11,ref-sifre-d.269.1.22,לגרש את אשתו ונמלך ומצאו בן עירו ואמר ,יגרש אדם את אשתו אלא אם כן מצא בה ערות דבר שנאמר ,6,8,281.0,2925.0,0.4897959183673469,0.6428571428571428,3080002221
2221,2926,ref-b.3.6.9.90a.6.5-ref-b.3.6.9.90a.6.32,ref-sifre-d.269.1.39-ref-sifre-d.269.2.29,4384135,4384267,604820,605032,ref-b.3.6.9.90a.6.5,ref-b.3.6.9.90a.6.32,255381,255529,42741,42797,ref-sifre-d.269.1.39,ref-sifre-d.269.2.29,אם נאמר ערות ולא נאמר דבר הייתי אומר משום ערוה תצא משום דבר לא תצא לכך נאמר דבר ואילו נאמר דבר ולא נאמר ערות הייתי אומר אם נאמר ערות ולא נאמר דבר הייתי אומר משום ערוה תצא משום דבר לא תצא לכך נאמר דבר ואילו נאמר דבר ולא נאמר ערות הייתי אומר,ערות דבר אמרו בית הלל לבית שמאי אם נאמר דבר למה נאמר ערוה ואם נאמר ערוה למה נאמר דבר שאם נאמר דבר ולא נאמר ערוה הייתי אומר היוצאת מפני דבר תהיה אמרו בית הלל לבית שמאי אם נאמר דבר למה נאמר ערוה ואם נאמר ערוה למה נאמר דבר שאם נאמר דבר ולא נאמר ערוה הייתי אומר היוצאת,213,57,1833.0,2926.0,0.4962121212121212,0.46153846153846156,3080002222
2222,2928,ref-b.3.1.8.78a.4.6-ref-b.3.1.8.78a.4.22,ref-sifre-d.269.2.1-ref-sifre-d.269.2.25,3100888,3100972,427623,427663,ref-b.3.1.8.78a.4.6,ref-b.3.1.8.78a.4.22,255390,255507,42743,42793,ref-sifre-d.269.2.1,ref-sifre-d.269.2.25,למה נאמר דורות ואם נאמר דורות למה נאמר בנים אם נאמר בנים ולא נאמר דורות הייתי אומר אם נאמר בנים למה נאמר דורות ואם נאמר דורות למה נאמר בנים אם נאמר בנים ולא נאמר דורות,אמרו בית הלל לבית שמאי אם נאמר דבר למה נאמר ערוה ואם נאמר ערוה למה נאמר דבר שאם נאמר דבר ולא נאמר ערוה הייתי אומר אם נאמר דבר למה נאמר ערוה ואם נאמר ערוה למה נאמר דבר שאם נאמר דבר ולא נאמר ערוה הייתי,41,51,1258.0,2926.0,0.3969849246231156,0.6363636363636364,3080002223
2223,2929,ref-b.5.1.4.43b.12.6-ref-b.5.1.4.43b.12.21,ref-sifre-d.269.2.1-ref-sifre-d.269.2.25,6933510,6933593,972113,972131,ref-b.5.1.4.43b.12.6,ref-b.5.1.4.43b.12.21,255390,255507,42743,42807,ref-sifre-d.269.2.1,ref-sifre-d.269.2.25,למה נאמרו חמורות ואם נאמר חמורות למה נאמר קלות אם נאמר קלות ולא חמורות הייתי אומר ולא חמורות הייתי,אמרו בית הלל לבית שמאי אם נאמר דבר למה נאמר ערוה ואם נאמר ערוה למה נאמר דבר שאם נאמר דבר ולא נאמר ערוה הייתי אומר אם נאמר דבר למה נאמר ערוה ואם נאמר ערוה למה נאמר דבר שאם נאמר דבר ולא נאמר ערוה הייתי,19,65,3357.0,2926.0,0.6381909547738693,0.6363636363636364,3080002224
2224,2930,ref-b.04.01.04.40b.17.4-ref-b.04.01.04.40b.17.14,ref-sifre-d.269.2.6-ref-sifre-d.269.2.16,4807247,4807297,664057,664066,ref-b.4.1.4.40b.17.4,ref-b.4.1.4.40b.17.14,255414,255463,42775,42784,ref-sifre-d.269.2.6,ref-sifre-d.269.2.16,אם נאמר רובע למה נאמר נוגח ואם נאמר נוגח למה נאמר ,אם נאמר דבר למה נאמר ערוה ואם נאמר ערוה למה נאמר ,9,9,2116.0,2926.0,0.22,0.6666666666666667,3080002225
2225,2931,ref-b.04.03.08.120a.7.14-ref-b.04.03.08.120a.7.24,ref-sifre-d.269.2.6-ref-sifre-d.269.2.16,5796936,5796986,805735,805744,ref-b.4.3.8.120a.7.14,ref-b.4.3.8.120a.7.24,255414,255463,42746,42755,ref-sifre-d.269.2.6,ref-sifre-d.269.2.16,אם נאמר אבות למה נאמר בנים ואם נאמר בנים למה נאמר ,אם נאמר דבר למה נאמר ערוה ואם נאמר ערוה למה נאמר ,9,9,2446.0,2926.0,0.22,0.6666666666666667,3080002226
2226,2932,ref-b.05.02.05.58a.5.7-ref-b.05.02.05.58a.5.20,ref-sifre-d.269.2.6-ref-sifre-d.269.2.16,7320114,7320171,1028230,1028242,ref-b.5.2.5.58a.5.7,ref-b.5.2.5.58a.5.20,255414,255463,42789,42798,ref-sifre-d.269.2.6,ref-sifre-d.269.2.16,אם נאמר כל שאור למה נאמר כל דבש ואם נאמר כל דבש למה נאמר ,אם נאמר דבר למה נאמר ערוה ואם נאמר ערוה למה נאמר ,12,9,3563.0,2926.0,0.3157894736842105,0.7142857142857143,3080002227
2227,2933,ref-b.05.06.06.28b.11.12-ref-b.05.06.06.28b.11.22,ref-sifre-d.269.2.6-ref-sifre-d.269.2.16,8318648,8318698,1170332,1170341,ref-b.5.6.6.28b.11.12,ref-b.5.6.6.28b.11.22,255414,255463,42789,42798,ref-sifre-d.269.2.6,ref-sifre-d.269.2.16,אם נאמר רובע למה נאמר נוגח ואם נאמר נוגח למה נאמר ,אם נאמר דבר למה נאמר ערוה ואם נאמר ערוה למה נאמר ,9,9,3930.0,2926.0,0.22,0.6666666666666667,3080002228
2228,2934,ref-b.02.09.03.25a.20.14-ref-b.02.09.03.25a.20.35,ref-sifre-d.269.2.6-ref-sifre-d.269.2.25,2468128,2468225,341588,341606,ref-b.2.9.3.25a.20.14,ref-b.2.9.3.25a.20.35,255414,255507,42938,42956,ref-sifre-d.269.2.6,ref-sifre-d.269.2.25,אם נאמר תמר למה נאמר ארז ואם נאמר ארז למה נאמר תמר אילו נאמר תמר ולא נאמר ארז הייתי אומר מה תמר ,אם נאמר דבר למה נאמר ערוה ואם נאמר ערוה למה נאמר דבר שאם נאמר דבר ולא נאמר ערוה הייתי אומר ,18,18,875.0,2926.0,0.2708333333333333,0.5555555555555556,3080002229
2229,2936,ref-b.04.03.05.80b.14.27-ref-b.04.03.05.80b.15.6,ref-sifre-d.269.2.6-ref-sifre-d.269.2.25,5715216,5715295,794503,794519,ref-b.4.3.5.80b.14.27,ref-b.4.3.5.80b.15.6,255414,255507,42775,42793,ref-sifre-d.269.2.6,ref-sifre-d.269.2.25,אם נאמר תמר למה נאמר ארז ואם נאמר ארז למה נאמר תמר אילו נאמר ארז ולא נאמר תמר ,אם נאמר דבר למה נאמר ערוה ואם נאמר ערוה למה נאמר דבר שאם נאמר דבר ולא נאמר ערוה הייתי אומר ,16,18,2406.0,2926.0,0.31868131868131866,0.6666666666666667,3080002230
2230,2938,ref-b.3.6.6.64a.14.5-ref-b.3.6.6.64a.14.20,ref-sifre-d.269.2.8-ref-sifre-d.269.2.25,4290924,4291011,592254,592447,ref-b.3.6.6.64a.14.5,ref-b.3.6.6.64a.14.20,255422,255507,42747,42793,ref-sifre-d.269.2.8,ref-sifre-d.269.2.25,אומר לגירושין והיא אומרת נתן לי ואבד אמר רבי יוחנן הוה דבר שבערוה ואין דבר שבערוה אומר לגירושין והיא אומרת נתן לי ואבד אמר רבי יוחנן הוה דבר שבערוה ואין,דבר למה נאמר ערוה ואם נאמר ערוה למה נאמר דבר שאם נאמר דבר ולא נאמר ערוה הייתי אומר ערוה ואם נאמר ערוה למה נאמר דבר שאם נאמר דבר ולא נאמר ערוה הייתי אומר,194,47,1817.0,2926.0,0.7039473684210527,0.8571428571428572,3080002231
2231,2940,ref-b.02.11.03.26a.23.11-ref-b.02.11.03.26a.23.25,ref-sifre-d.269.2.11-ref-sifre-d.269.2.29,2738660,2738745,380084,380098,ref-b.2.11.3.26a.23.11,ref-b.2.11.3.26a.23.25,255435,255529,42942,42960,ref-sifre-d.269.2.11,ref-sifre-d.269.2.29,ערי יהודה בחורבנן אומר ערי קדשך היו מדבר וקורע ירושלים בחורבנה אומר ציון מדבר היתה ,ערוה ואם נאמר ערוה למה נאמר דבר שאם נאמר דבר ולא נאמר ערוה הייתי אומר היוצאת מפני דבר תהיה ,14,18,968.0,2926.0,0.6373626373626373,0.75,3080002232
2232,2941,ref-b.3.6.9.90a.6.11-ref-b.3.6.9.90a.6.18,ref-sifre-d.269.2.58-ref-sifre-d.269.2.70,4384162,4384202,604825,605019,ref-b.3.6.9.90a.6.11,ref-b.3.6.9.90a.6.18,255677,255741,42794,42835,ref-sifre-d.269.2.58,ref-sifre-d.269.2.70,הייתי אומר משום ערוה תצא משום דבר לא תצא לכך נאמר דבר ואילו נאמר דבר ולא נאמר ערות הייתי אומר משום דבר ערות ולא נאמר דבר הייתי אומר משום ערוה תצא משום דבר לא,נאמר ערוה ולא נאמר דבר הייתי אומר מפני ערוה תצא מפני דבר לא תצא ערוה ולא נאמר דבר הייתי אומר מפני ערוה תצא מפני דבר לא,195,42,1833.0,2941.0,0.4713375796178344,0.33333333333333337,3080002233
2233,2943,ref-b.02.07.02.16a.4.13-ref-b.02.07.02.16a.4.22,ref-sifre-d.269.3.5-ref-sifre-d.269.3.12,2165199,2165243,298752,298761,ref-b.2.7.2.16a.4.13,ref-b.2.7.2.16a.4.22,255788,255824,43004,43010,ref-sifre-d.269.3.5,ref-sifre-d.269.3.12,מצא בהמה נאה אומר זו לשבת מצא אחרת נאה הימנה ,מצא אחרת נאה הימנה שנאמר אם לא תמצא ,9,6,689.0,2943.0,0.5555555555555556,0.5555555555555556,3080002234
2234,2944,ref-b.03.04.01.2a.5.5-ref-b.03.04.01.2a.5.23,ref-sifre-d.269.3.10-ref-sifre-d.269.4.6,3770387,3770471,520000,520012,ref-b.3.4.1.2a.5.5,ref-b.3.4.1.2a.5.23,255814,255863,42846,42855,ref-sifre-d.269.3.10,ref-sifre-d.269.4.6,אם לא תמצא חן בעיניו כי מצא בה ערות דבר והכי קאמר מי גרם לה לעבירה יין וקאמר כל ,אם לא תמצא חן בעיניו וכתב לה לשמה מכאן אמרו כל ,12,9,1470.0,2943.0,0.525,0.6875,3080002235
2235,2945,ref-b.5.1.1.2b.7.23-ref-b.5.1.1.2b.8.16,ref-sifre-d.269.4.1-ref-sifre-d.269.4.13,6813115,6813262,955280,955307,ref-b.5.1.1.2b.7.23,ref-b.5.1.1.2b.8.16,255836,255896,42821,42876,ref-sifre-d.269.4.1,ref-sifre-d.269.4.13,כל הגט שנכתב שלא לשם אשה פסול ולא קתני שלא נכתב לשם אשה פסול אלא מהא דתנן כיצד לשמן ושלא לשמן לשם פסח ולשם שלמים טעמא דאמר לשם,וכתב לה לשמה מכאן אמרו כל גט שנכתב שלא לשם אשה פסול כיצד ואומר זה שמי ושם אשתי כשם אשתו פסול כל גט שנכתב שלא לשם אשה פסול כיצד,28,56,3281.0,2943.0,0.6984126984126984,0.5714285714285714,3080002236
2236,2946,ref-b.03.06.02.23a.7.3-ref-b.03.06.02.23a.7.14,ref-sifre-d.269.4.3-ref-sifre-d.269.4.12,4142805,4142861,572426,572436,ref-b.3.6.2.23a.7.3,ref-b.3.6.2.23a.7.14,255845,255891,42852,42861,ref-sifre-d.269.4.3,ref-sifre-d.269.4.12,כל גט שנכתב שלא לשום אשה  פסול אימא שנחתם שלא לשום ,לשמה מכאן אמרו כל גט שנכתב שלא לשם אשה פסול ,10,9,1791.0,2943.0,0.7254901960784313,0.36363636363636365,3080002237
2237,2947,ref-b.05.01.01.2b.4.24-ref-b.05.01.01.2b.5.8,ref-sifre-d.269.4.3-ref-sifre-d.269.4.12,6812860,6812912,955238,955247,ref-b.5.1.1.2b.4.24,ref-b.5.1.1.2b.5.8,255845,255891,42866,42875,ref-sifre-d.269.4.3,ref-sifre-d.269.4.12,כלשמן דמי ורמינהי כל הגט שנכתב שלא לשם אשה פסול ,לשמה מכאן אמרו כל גט שנכתב שלא לשם אשה פסול ,9,9,3280.0,2943.0,0.2708333333333333,0.41666666666666663,3080002238
2238,2948,ref-b.05.01.01.3a.9.2-ref-b.05.01.01.3a.9.8,ref-sifre-d.269.4.6-ref-sifre-d.269.4.12,6814800,6814832,955548,955554,ref-b.5.1.1.3a.9.2,ref-b.5.1.1.3a.9.8,255861,255891,42869,42875,ref-sifre-d.269.4.6,ref-sifre-d.269.4.12,כל הגט שנכתב שלא לשם אשה פסול ,כל גט שנכתב שלא לשם אשה פסול ,6,6,3293.0,2943.0,0.03333333333333333,0.0,3080002239
2239,2950,ref-b.05.01.01.2b.16.4-ref-b.05.01.01.2b.17.21,ref-sifre-d.269.4.12-ref-sifre-d.269.4.33,6813885,6814006,955417,955437,ref-b.5.1.1.2b.16.4,ref-b.5.1.1.2b.17.21,255887,256000,42875,42895,ref-sifre-d.269.4.12,ref-sifre-d.269.4.33,פסול מנלן אילימא מהא דתנן היה עובר בשוק ושמע סופרים מקרין איש פלוני גירש פלונית ממקום פלוני ואמר זה שמי וזה שם אשתי ,פסול כיצד היה עובר בשוק ושמע קול הסופר מקרא איש פלוני מגרש את אשתו פלונית ממקום פלוני ואומר זה שמי ושם אשתי ,20,20,3290.0,2943.0,0.35344827586206895,0.2857142857142857,3080002240
2240,2951,ref-b.03.06.09.87a.6.22-ref-b.03.06.09.87a.6.31,ref-sifre-d.269.4.22-ref-sifre-d.269.4.37,4374246,4374313,603601,603610,ref-b.3.6.9.87a.6.22,ref-b.3.6.9.87a.6.31,255938,256019,42871,42885,ref-sifre-d.269.4.22,ref-sifre-d.269.4.37,פלוני ופלוני גירשנו נשותינו פלונית ופלונית נמצאו שתי נשים מתגרשות ,פלוני מגרש את אשתו פלונית ממקום פלוני ואומר זה שמי ושם אשתי כשם אשתו פסול לגרש ,9,14,1829.0,2943.0,0.6075949367088608,0.8,3080002241
2241,2952,ref-b.5.1.7.67a.4.8-ref-b.5.1.7.67a.7.3,ref-sifre-d.269.4.25-ref-sifre-d.269.4.46,6995735,6996120,980923,980990,ref-b.5.1.7.67a.4.8,ref-b.5.1.7.67a.7.3,255952,256060,42844,42907,ref-sifre-d.269.4.25,ref-sifre-d.269.4.46,באשם שאם שינה את שמו לא שינה את מקומו תאמר בעולה ששינה את שמה ושינה שמו לא שינה את מקומו תאמר בעולה ששינה לשם שלמים יוכיח ששינה את שמו בה אל ר' יהושע לא אם אמרת באשם ששינה את שמו ושינה את מקומו ולא שינה את מעשיו תאמר בעולה ששינה את שמה ואת מעשיה ושינה את מקומה אמר רבא ונימא ליה אשם,אשתו פלונית ממקום פלוני ואומר זה שמי ושם אשתי כשם אשתו פסול לגרש בו יותר מכאן אמרו יש לו שתי ממקום פלוני ואומר זה שמי ושם אשתי כשם אשתו פסול לגרש בו יותר מכאן אמרו יש לו שתי נשים,68,64,3403.0,2943.0,0.6985815602836879,0.9285714285714286,3080002242
2242,2957,ref-b.02.03.01.13b.1.5-ref-b.02.03.01.13b.1.11,ref-sifre-d.269.4.29-ref-sifre-d.269.4.46,968859,968893,133508,133514,ref-b.2.3.1.13b.1.5,ref-b.2.3.1.13b.1.11,255977,256060,42848,42864,ref-sifre-d.269.4.29,ref-sifre-d.269.4.46,ואמר שמך כשמי ושם אשתך כשם אשתי ,ואומר זה שמי ושם אשתי כשם אשתו פסול לגרש בו יותר מכאן אמרו יש לו שתי נשים ששמותם ,6,16,281.0,2943.0,0.691358024691358,0.75,3080002243
2243,2958,ref-b.05.01.01.3a.3.6-ref-b.05.01.01.3a.3.20,ref-sifre-d.269.4.42-ref-sifre-d.269.4.57,6814287,6814357,955477,955487,ref-b.5.1.1.3a.3.6,ref-b.5.1.1.3a.3.20,256038,256109,42904,42916,ref-sifre-d.269.4.42,ref-sifre-d.269.4.57,יש לו שתי נשים ששמותיהן שוות כתב לגרש את הגדולה לא יגרש בו את הקטנה ,יש לו שתי נשים ששמותם שוים כתב לגרש בו את הגדולה לא יגרש בו את הקטנה ,10,12,3291.0,2943.0,0.11594202898550725,0.2222222222222222,3080002244
2244,2959,ref-b.3.6.3.25a.7.10-ref-b.3.6.3.25a.7.25,ref-sifre-d.269.4.58-ref-sifre-d.269.4.65,4149162,4149249,573127,573311,ref-b.3.6.3.25a.7.10,ref-b.3.6.3.25a.7.25,256110,256154,42874,42910,ref-sifre-d.269.4.58,ref-sifre-d.269.4.65,לאיזו שתצא בפתח תחילה מהו אמר ליה תניתוה יתר מיכן אמר ללבלר כתוב לאיזו שארצה אגרש ללבלר כתוב לאיזו שתצא בפתח תחילה מהו אמר ליה תניתוה יתר מיכן אמר ללבלר כתוב לאיזו,יותר מכאן אמר ללבלר כתוב ואיזו שארצה אגרש יותר מכאן אמר ללבלר כתוב ואיזו שארצה אגרש,185,37,1792.0,2959.0,0.6503067484662577,0.33333333333333337,3080002245
2245,2961,ref-b.05.01.01.3a.5.7-ref-b.05.01.01.3a.5.11,ref-sifre-d.269.4.61-ref-sifre-d.269.4.65,6814428,6814459,955497,955501,ref-b.5.1.1.3a.5.7,ref-b.5.1.1.3a.5.11,256124,256154,42920,42924,ref-sifre-d.269.4.61,ref-sifre-d.269.4.65,ללבלר כתוב ולאיזה שארצה אגרש ,ללבלר כתוב ואיזו שארצה אגרש ,4,4,3292.0,2959.0,0.06896551724137931,0.33333333333333337,3080002246
2246,2962,ref-b.2.3.1.15b.3.8-ref-b.2.3.1.15b.3.19,ref-sifre-d.269.5.14-ref-sifre-d.269.6.6,978379,978432,134778,135707,ref-b.2.3.1.15b.3.8,ref-b.2.3.1.15b.3.19,256243,256285,42895,43093,ref-sifre-d.269.5.14,ref-sifre-d.269.6.6,אין לי אלא ספר מניין לרבות כל דבר תלמוד לומר וכתב לה מכל מקום אם כן מה תלמוד לומר ספר ספר אין לי אלא ספר מניין לרבות,וכתב לה מכל מקום ספר אין לי אלא ספר מנין וכתב לה מכל מקום ספר אין לי,930,199,283.0,2962.0,0.6551724137931034,0.4545454545454546,3080002247
2247,2964,ref-b.2.6.2.24b.2.21-ref-b.2.6.2.24b.2.32,ref-sifre-d.269.5.14-ref-sifre-d.269.6.6,2022122,2022174,277457,279359,ref-b.2.6.2.24b.2.21,ref-b.2.6.2.24b.2.32,256243,256285,42895,43093,ref-sifre-d.269.5.14,ref-sifre-d.269.6.6,אין לי אלא ספר מנין לרבות כל דבר תלמוד לומר וכתב לה מכל מקום אם כן מה תלמוד לומר ספר ספר אין לי אלא ספר מנין לרבות,וכתב לה מכל מקום ספר אין לי אלא ספר מנין וכתב לה מכל מקום ספר אין לי,1903,199,656.0,2962.0,0.6491228070175439,0.4545454545454546,3080002248
2248,2966,ref-b.3.6.2.21b.3.14-ref-b.3.6.2.21b.3.25,ref-sifre-d.269.5.14-ref-sifre-d.269.6.6,4138943,4138995,571759,571934,ref-b.3.6.2.21b.3.14,ref-b.3.6.2.21b.3.25,256243,256285,42895,42930,ref-sifre-d.269.5.14,ref-sifre-d.269.6.6,אין לי אלא ספר מנין לרבות כל דבר תלמוד לומר וכתב לה מכל מקום אם כן מה תלמוד לומר ספר ספר אין לי אלא ספר מנין לרבות,וכתב לה מכל מקום ספר אין לי אלא ספר מנין וכתב לה מכל מקום ספר אין לי,176,36,1789.0,2962.0,0.6491228070175439,0.4545454545454546,3080002249
2249,2968,ref-b.02.05.05.51a.3.3-ref-b.02.05.05.51a.3.19,ref-sifre-d.269.6.29-ref-sifre-d.269.6.43,1827855,1827948,252115,252128,ref-b.2.5.5.51a.3.3,ref-b.2.5.5.51a.3.19,256383,256456,43110,43123,ref-sifre-d.269.6.29,ref-sifre-d.269.6.43,אדמוקים לה באילו של אהרן לוקמה בפסח דדוחה את השבת ואת הטומאה ועושה תמורה דקרבן יחיד הוא ,קיימא יצאו אלו שאינן של קיימא רבי יהודה בן בתירה אומר מה ספר מיוחד שהוא ,13,13,586.0,2968.0,0.6363636363636364,0.8260869565217391,3080002250
2250,2969,ref-b.03.06.08.82a.13.31-ref-b.03.06.09.82b.1.3,ref-sifre-d.269.7.49-ref-sifre-d.269.7.63,4355953,4356059,601037,601047,ref-b.3.6.8.82a.13.31,ref-b.3.6.9.82b.1.3,256724,256797,42978,42987,ref-sifre-d.269.7.49,ref-sifre-d.269.7.63,מגורשת על מה נחלקו על המגרש אשתו ואמר לה הרי את מותרת לכל אדם על מנת שלא תנשאי לפלוני שרבי אליעזר מתיר ,המגרש את אשתו ואמר לה הרי את מותרת לכל אדם אלא לפלוני רבי אליעזר מתיר ,10,9,1823.0,2969.0,0.36893203883495146,0.44999999999999996,3080002251
2251,2970,ref-b.04.04.11.101a.13.3-ref-b.04.04.11.101a.14.4,ref-sifre-d.269.7.69-ref-sifre-d.269.8.7,6351751,6351853,886774,886785,ref-b.4.4.11.101a.13.3,ref-b.4.4.11.101a.14.4,256827,256959,43022,43037,ref-sifre-d.269.7.69,ref-sifre-d.269.8.7,ר' אליעזר נכנסו ארבעה זקנים לבקרו ר' טרפון ור' יהושע ור' אלעזר בן עזריה ור' עקיבא נענה ר' טרפון ואמר ,ר' אליעזר נכנסו ד' זקנים להשיב על דבריו ר' טרפון ור' יוסי הגלילי ור' אלעזר בן עזריה ורבי עקיבא ר' טרפון אמר הלכה וניסת לאחיו נענה ,11,15,2989.0,2970.0,0.4153846153846154,0.5652173913043479,3080002252
2252,2971,ref-b.03.06.09.83a.4.8-ref-b.03.06.09.83a.5.19,ref-sifre-d.269.7.71-ref-sifre-d.269.8.27,4357803,4357996,601472,601498,ref-b.3.6.9.83a.4.8,ref-b.3.6.9.83a.5.19,256837,257061,43023,43055,ref-sifre-d.269.7.71,ref-sifre-d.269.8.27,נכנסו ארבעה זקנים להשיב על דבריו אלו הן רבי יוסי הגלילי ורבי טרפון ורבי אלעזר בן עזריה ורבי עקיבא נענה רבי טרפון ואמר הרי שהלכה זו ונישאת לאחיו של זה שנאסרה עליו ומת בלא בנים לא נמצא זה ,נכנסו ד' זקנים להשיב על דבריו ר' טרפון ור' יוסי הגלילי ור' אלעזר בן עזריה ורבי עקיבא ר' טרפון אמר הלכה וניסת לאחיו נענה רבי טרפון ואמר הרי שהלכה וניסת לאחיו של זה שנאסרה עליו ומת בלא ולד היאך זו מתייבמת ולא נמצא זה ,26,32,1824.0,2970.0,0.3674418604651163,0.2727272727272727,3080002253
2253,2972,ref-b.3.6.9.83a.13.3-ref-b.3.6.9.83a.13.21,ref-sifre-d.269.8.1-ref-sifre-d.269.8.27,4358812,4358904,601405,601607,ref-b.3.6.9.83a.13.3,ref-b.3.6.9.83a.13.21,256923,257061,43003,43055,ref-sifre-d.269.8.1,ref-sifre-d.269.8.27,נענה רבי טרפון ואמר הרי שהלכה זו ונשאת לאחיו של זה שנאסרה עליו ומת בלא בנים לא נמצא זה נענה רבי טרפון ואמר הרי שהלכה זו ונשאת לאחיו של זה שנאסרה עליו ומת בלא בנים לא,ר' טרפון אמר הלכה וניסת לאחיו נענה רבי טרפון ואמר הרי שהלכה וניסת לאחיו של זה שנאסרה עליו ומת בלא ולד היאך זו מתייבמת ולא נמצא זה נענה רבי טרפון ואמר הרי שהלכה וניסת לאחיו של זה שנאסרה עליו ומת בלא ולד היאך זו מתייבמת ולא,203,53,1825.0,2970.0,0.35294117647058826,0.36363636363636365,3080002254
