baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-m,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-m.6.3.3.1.16-ref-m.6.3.3.1.28,ref-sifre-n.18.1.189-ref-sifre-n.19.1.21,892413,892483,ref-m.6.3.3.1.16,ref-m.6.3.3.1.28,29879,30020,ref-sifre-n.18.1.189,ref-sifre-n.19.1.21,ואומר ויברכם ביום ההוא לאמר ואם לא נטמאה האשה ר'_ישמעאל_אומר וכי מי טמאה שהכתוב מטהרה ומה_תלמוד_לומר ואם לא נטמאה האשה וטהורה היא,ואומר ויברכם ביום ההוא לאמר ואם לא נטמאה האשה ר'_ישמעאל_אומר וכי מי טמאה שהכתוב מטהרה ומה_תלמוד_לומר ואם לא נטמאה האשה וטהורה היא,22,22,128,128.0,577,577.0,0.0,0.0,129,ואומר ויברכם ביום ההוא לאמר ואם לא נטמאה האשה ר'_ישמעאל_אומר וכי מי טמאה שהכתוב מטהרה ומה_תלמוד_לומר ואם לא נטמאה האשה וטהורה היא,0.0,1050000423
ref-m.6.3.5.4.6-ref-m.6.3.5.4.13,ref-sifre-n.126.1.45-ref-sifre-n.126.1.53,897802,897847,ref-m.6.3.5.4.6,ref-m.6.3.5.4.13,218829,218878,ref-sifre-n.126.1.45,ref-sifre-n.126.1.53,עד שלא נזקק לטומאה משנזקק לטומאה ספקו טמא ,עד שלא נזקק לטומאה הרי הוא מטמא משנזקק לטומאה ,8,9,461,460.0,579,579.0,0.391304347826087,0.2857142857142857,33,עד שלא נזקק לטומאה משנזקק לטומאה ,0.28260869565217395,1050000424
ref-m.6.3.11.3.2-ref-m.6.3.11.3.14,ref-sifre-n.124.1.463-ref-sifre-n.124.1.472,907789,907878,ref-m.6.3.11.3.2,ref-m.6.3.11.3.14,213077,213145,ref-sifre-n.124.1.463,ref-sifre-n.124.1.472,והבגדים הצבועים אין מיטמאין בנגעים הבתים בין צבועים בין שאינן צבועים מיטמאין בנגעים ,שאינה מטמאה במגע השורפה מטמא בגדים בגדים המנוגעים שמטמאים במגע ,13,10,443,441.0,580,580.0,0.6190476190476191,1.0,38,אי מטמא בגע ה  בים בי נועים מטמאי בגע ,0.5476190476190477,1050000425
ref-m.6.3.13.12.18-ref-m.6.3.13.12.35,ref-sifre-n.126.1.575-ref-sifre-n.126.1.592,915120,915219,ref-m.6.3.13.12.18,ref-m.6.3.13.12.35,221443,221540,ref-sifre-n.126.1.575,ref-sifre-n.126.1.592,ויצמד ישראל לבעל פעור וכל כלי טמא הוא מכאן אמרו כלים מצילים צמיד פתיל באהל המת אוהלים בכסוי,ויצמד ישראל לבעל פעור וכל כלי טמא הוא מכאן אמרו כלים מצילים צמיד פתיל באהל המת אוהלים בכסוי,18,18,479,479.0,581,581.0,0.0,0.0,91,ויצמד ישראל לבעל פעור וכל כלי טמא הוא מכאן אמרו כלים מצילים צמיד פתיל באהל המת אוהלים בכסוי,0.0,1050000426
ref-m.6.3.13.12.43-ref-m.6.3.13.12.50,ref-sifre-n.126.1.585-ref-sifre-n.126.1.592,915259,915300,ref-m.6.3.13.12.43,ref-m.6.3.13.12.50,221494,221540,ref-sifre-n.126.1.585,ref-sifre-n.126.1.592,כל המציל צמיד פתיל באהל המת מציל מכוסה ,כלים מצילים צמיד פתיל באהל המת אוהלים בכסוי ,8,8,481,479.0,589,589.0,0.29545454545454547,0.4444444444444444,32,כל מציל צמיד פתיל באהל המת ל כס ,0.2727272727272727,1050000427
ref-m.6.3.13.12.19-ref-m.6.3.13.12.29,ref-sifre-n.126.1.642-ref-sifre-n.126.1.647,915123,915184,ref-m.6.3.13.12.19,ref-m.6.3.13.12.29,221779,221810,ref-sifre-n.126.1.642,ref-sifre-n.126.1.647,מצילים צמיד פתיל באהל המת כלי,מצילים צמיד פתיל באהל המת כלי,6,6,489,489.0,583,583.0,0.0,0.0,29,מצילים צמיד פתיל באהל המת כלי,0.0,1050000428
ref-m.6.3.13.12.44-ref-m.6.3.13.12.48,ref-sifre-n.126.1.642-ref-sifre-n.126.1.646,915262,915289,ref-m.6.3.13.12.44,ref-m.6.3.13.12.48,221779,221806,ref-sifre-n.126.1.642,ref-sifre-n.126.1.646,המציל צמיד פתיל באהל המת ,מצילים צמיד פתיל באהל המת ,5,5,490,489.0,590,590.0,0.11538461538461539,0.33333333333333337,24,מציל צמיד פתיל באהל המת ,0.07692307692307687,1050000429
ref-m.6.3.13.12.19-ref-m.6.3.13.12.23,ref-sifre-n.126.1.659-ref-sifre-n.126.1.663,915123,915150,ref-m.6.3.13.12.19,ref-m.6.3.13.12.23,221869,221897,ref-sifre-n.126.1.659,ref-sifre-n.126.1.663,המציל צמיד פתיל באהל המת ,שיצילו צמיד פתיל באהל המת ,5,5,499,499.0,584,584.0,0.11538461538461539,0.33333333333333337,23,ציל צמיד פתיל באהל המת ,0.11538461538461542,1050000430
ref-m.6.3.13.12.44-ref-m.6.3.13.12.48,ref-sifre-n.126.1.659-ref-sifre-n.126.1.663,915262,915289,ref-m.6.3.13.12.44,ref-m.6.3.13.12.48,221869,221897,ref-sifre-n.126.1.659,ref-sifre-n.126.1.663,המציל צמיד פתיל באהל המת ,שיצילו צמיד פתיל באהל המת ,5,5,500,499.0,591,591.0,0.11538461538461539,0.33333333333333337,23,ציל צמיד פתיל באהל המת ,0.11538461538461542,1050000431
ref-m.6.3.13.12.19-ref-m.6.3.13.12.53,ref-sifre-n.126.1.676-ref-sifre-n.127.1.1,915123,915317,ref-m.6.3.13.12.19,ref-m.6.3.13.12.53,221947,222012,ref-sifre-n.126.1.676,ref-sifre-n.127.1.1,שיציל את עצמו צמיד פתיל באהל המת יציל,שיציל את עצמו צמיד פתיל באהל המת יציל,8,8,501,501.0,585,585.0,0.0,0.0,37,שיציל את עצמו צמיד פתיל באהל המת יציל,0.0,1050000432
ref-m.6.3.14.3.33-ref-m.6.3.14.4.9,ref-sifre-n.38.1.170-ref-sifre-n.38.1.175,916202,916279,ref-m.6.3.14.3.33,ref-m.6.3.14.4.9,61558,61592,ref-sifre-n.38.1.170,ref-sifre-n.38.1.175,נזיר טהור ומצורע מהו שיגלח תגלחת,נזיר טהור ומצורע מהו שיגלח תגלחת,6,6,208,208.0,592,592.0,0.0,0.0,32,נזיר טהור ומצורע מהו שיגלח תגלחת,0.0,1050000433
ref-m.6.3.14.6.15-ref-m.6.3.14.6.34,ref-sifre-n.124.1.295-ref-sifre-n.124.1.313,916694,916781,ref-m.6.3.14.6.15,ref-m.6.3.14.6.34,212205,212299,ref-sifre-n.124.1.295,ref-sifre-n.124.1.313,אזוב לא אזוב יון לא אזוב כוחלי לא אזוב רומי לא אזוב מדברית ולא כל אזוב שיש לו שם לווי ,אזוב ולא אזוב יון ולא אזוב כוחלית ולא אזוב מדברית ולא אזוב רומית ולא אזוב שיש לו שם לווי ,20,19,436,436.0,594,594.0,0.19101123595505617,0.4,78,אזוב לא אזוב יון לא אזוב כוחלי לא אזוב מי לא אזוב רית ולא אזוב שיש לו שם לווי ,0.1235955056179775,1050000434
ref-m.6.3.14.6.15-ref-m.6.3.14.6.34,ref-sifre-n.128.2.20-ref-sifre-n.128.2.38,916694,916781,ref-m.6.3.14.6.15,ref-m.6.3.14.6.34,224685,224777,ref-sifre-n.128.2.20,ref-sifre-n.128.2.38,אזוב לא אזוב יון לא אזוב כוחלי לא אזוב רומי לא אזוב מדברית ולא כל אזוב שיש לו שם לווי ,אזוב לא אזוב יון ולא אזוב כוחלית ולא אזוב רומית ולא אזוב מדברית ולא אזוב שיש לו שם לווי ,20,19,515,515.0,595,594.0,0.09090909090909091,0.4,83,אזוב לא אזוב יון לא אזוב כוחלי לא אזוב רומי לא אזוב מדברית ולא אזוב שיש לו שם לווי ,0.05681818181818177,1050000435
ref-m.6.3.14.10.59-ref-m.6.3.14.10.84,ref-sifre-n.119.1.103-ref-sifre-n.119.1.120,917613,917730,ref-m.6.3.14.10.59,ref-m.6.3.14.10.84,194884,194966,ref-sifre-n.119.1.103,ref-sifre-n.119.1.120,נתן כפר ואם לא נתן לא כפר דברי_רבי_עקיבא_רבי_יוחנן_בן_נורי_אומר שירי מצוה הן בין שנתן בין שלא נתן כפר ומעלין עליו ,"שנתן לבניו מתנות ולבנו אחד לא נתן שום מתנה אמר לו בני אע""פ שלא נתתי לך מתנה על ",19,18,408,408.0,596,596.0,0.7192982456140351,0.75,40,נתן  וא לא נתן ונאמר ו בני שלא נת  מ על ,0.6491228070175439,1050000436
ref-m.6.4.1.1.4-ref-m.6.4.1.1.41,ref-sifre-n.123.1.209-ref-sifre-n.123.1.243,918351,918529,ref-m.6.4.1.1.4,ref-m.6.4.1.1.41,206032,206194,ref-sifre-n.123.1.209,ref-sifre-n.123.1.243,עגלה בת שנתה ופרה בת שתים וחכמים אומרים עגלה בת שתים ופרה בת שלש או בת ארבע רבי_מאיר_אומר_אף בת חמש כשרה הזקנה אלא שאין ממתינין לה שמא תשחיר שלא תפסל אמר_רבי_יהושע לא שמעתי ,עגלה בת שנתה ופרה בת שתים וחכמים אומרים עגלה בת שתים ופרה בת ג' ובת ד' ר' מאיר אומר אף בת חמש כשרה זקנה כשרה אלא שלא ממתינים לה שמא תשחיר שלא תיפסל פרה שומע ,33,35,431,431.0,597,597.0,0.24277456647398843,0.5161290322580645,139,עגלה בת שנתה ופרה בת שתים וחכמים אומרים עגלה בת שתים ופרה בת  ובת  רמאיראומראף בת חמש כשרה זקנה אלא שא ממתיני לה שמא תשחיר שלא תפסל רה שמע ,0.19653179190751446,1050000437
ref-m.6.4.1.2.18-ref-m.6.4.1.3.3,ref-sifre-n.63.1.106-ref-sifre-n.63.1.114,919108,919206,ref-m.6.4.1.2.18,ref-m.6.4.1.3.3,87842,87891,ref-sifre-n.63.1.106,ref-sifre-n.63.1.114,בני שלש רבי_מאיר_אומר_אף בני ארבע ובני חמש כשרים אלא שאין מביאים זקנים מפני הכבוד כבשים בני שנה ,מבן שלשים שנה ועד בן חמשים שנה והכהנים משיביאו ,17,9,242,242.0,598,598.0,0.6979166666666666,0.8421052631578947,31,ב שלשי נ ע ב חמשים ש נים משיבי ,0.6770833333333333,1050000438
ref-m.6.4.1.4.7-ref-m.6.4.1.4.19,ref-sifre-n.25.1.90-ref-sifre-n.25.1.108,919478,919555,ref-m.6.4.1.4.7,ref-m.6.4.1.4.19,40062,40153,ref-sifre-n.25.1.90,ref-sifre-n.25.1.108,נזיר ואשם מצורע כשרין מיום שלשים והלאה ואף ביום שלשים ואם הקריבום ביום ,יום שלשים ואחד ואם גלח יום שלשים יצא תלמוד לומר עד_מלאת_הימים אשר יזיר לה' וכבר מלאו ימי ,13,17,157,153.0,599,599.0,0.6966292134831461,0.7777777777777778,37,יום שלשים וא וא יום שלשים ואם ריבו י ,0.5842696629213483,1050000439
ref-m.6.4.3.7.3-ref-m.6.4.3.7.31,ref-sifre-n.123.2.68-ref-sifre-n.123.2.96,922534,922682,ref-m.6.4.3.7.3,ref-m.6.4.3.7.31,208837,208984,ref-sifre-n.123.2.68,ref-sifre-n.123.2.96,פרה רוצה לצאת אין מוציאין עמה שחורה שלא יאמרו שחורה שחטו ולא אדומה שלא יאמרו שתים שחטו רבי_יוסי_אומר_לא משום זה אלא משום שנאמר והוציא אותה לבדה ,פרה רוצה לצאת אין מוציאין עמה שחורה שלא יאמרו שחורה שחטו ולא אדומה ושלא יאמרו שתים שחטו רבי אומר לא מן השם הוא זה אלא משנאמר והוציא אותה לבדה ,26,29,432,432.0,600,600.0,0.13194444444444445,0.09523809523809523,132,פרה רוצה לצאת אין מוציאין עמה שחורה שלא יאמרו שחורה שחטו ולא אדומה שלא יאמרו שתים שחטו רביאומרלא משם זה אלא משנאמר והוציא אותה לבדה ,0.08333333333333337,1050000440
ref-m.6.4.3.11.42-ref-m.6.4.3.11.57,ref-sifre-n.124.1.665-ref-sifre-n.124.1.679,923794,923882,ref-m.6.4.3.11.42,ref-m.6.4.3.11.57,214137,214222,ref-sifre-n.124.1.665,ref-sifre-n.124.1.679,וחולקים אותו לשלש חלקים א' ניתן בחיל וא' ניתן בהר המשחה וא' היה מתחלק לכל המשמרות ,חולקים אותו לג' חלקים אחד נותן בחיל ואחד נותן בהר המשחה ואחד מתחלק לכל המשמרות ,16,15,452,452.0,601,601.0,0.18292682926829268,0.3076923076923077,69,חולקים אותו ל חלקים א נתן בחיל וא נתן בהר המשחה וא מתחלק לכל המשמרות ,0.1585365853658537,1050000441
ref-m.6.4.4.4.46-ref-m.6.4.4.4.51,ref-sifre-n.124.1.54-ref-sifre-n.124.1.61,924710,924740,ref-m.6.4.4.4.46,ref-m.6.4.4.4.51,210921,210963,ref-sifre-n.124.1.54,ref-sifre-n.124.1.61,המלאכה פוסלת בה עד שתעשה אפר ,מלאכה פוסלת בה בשעת שחיטתה עד שתיעשה אפר ,6,8,434,434.0,602,602.0,0.34146341463414637,0.5,28,מלאכה פוסלת בה עד שתעשה אפר ,0.31707317073170727,1050000442
ref-m.6.4.5.5.1-ref-m.6.4.5.5.10,ref-sifre-n.126.1.329-ref-sifre-n.126.1.334,925493,925553,ref-m.6.4.5.5.1,ref-m.6.4.5.5.10,220224,220254,ref-sifre-n.126.1.329,ref-sifre-n.126.1.334,כלי אבנים כלי גללים וכלי אדמה,כלי אבנים כלי גללים וכלי אדמה,6,6,470,470.0,603,603.0,0.0,0.0,29,כלי אבנים כלי גללים וכלי אדמה,0.0,1050000443
ref-m.6.4.5.5.1-ref-m.6.4.5.5.10,ref-sifre-n.126.1.624-ref-sifre-n.126.1.629,925493,925553,ref-m.6.4.5.5.1,ref-m.6.4.5.5.10,221690,221720,ref-sifre-n.126.1.624,ref-sifre-n.126.1.629,כלי גללים כלי אבנים וכלי אדמה,כלי גללים כלי אבנים וכלי אדמה,6,6,485,485.0,604,604.0,0.0,0.0,29,כלי גללים כלי אבנים וכלי אדמה,0.0,1050000444
ref-m.6.4.5.5.1-ref-m.6.4.5.5.10,ref-sifre-n.126.1.647-ref-sifre-n.126.1.652,925493,925553,ref-m.6.4.5.5.1,ref-m.6.4.5.5.10,221807,221835,ref-sifre-n.126.1.647,ref-sifre-n.126.1.652,כלי גללים כלי אבנים כלי אדמה,כלי גללים כלי אבנים כלי אדמה,6,6,495,495.0,605,605.0,0.0,0.0,28,כלי גללים כלי אבנים כלי אדמה,0.0,1050000445
ref-m.6.4.8.2.31-ref-m.6.4.8.3.16,ref-sifre-n.124.1.404-ref-sifre-n.124.1.422,929999,930148,ref-m.6.4.8.2.31,ref-m.6.4.8.3.16,212770,212860,ref-sifre-n.124.1.404,ref-sifre-n.124.1.422,הפרה שמטמא בגדים הא עד_שלא_יאמר_יש_לי_בדין אם משליך האזוב מטמא את בגדיו השורף את הפרה שמטמא בגדים הא עד_שלא_יאמר_יש_לי_בדין אם משליך האזוב מטמא את בגדיו השורף את הפרה,הפרה שמטמא בגדים הא עד_שלא_יאמר_יש_לי_בדין אם משליך האזוב מטמא את בגדיו השורף את הפרה שמטמא בגדים הא עד_שלא_יאמר_יש_לי_בדין אם משליך האזוב מטמא את בגדיו השורף את הפרה,27,27,439,439.0,609,609.0,0.0,0.0,166,הפרה שמטמא בגדים הא עד_שלא_יאמר_יש_לי_בדין אם משליך האזוב מטמא את בגדיו השורף את הפרה שמטמא בגדים הא עד_שלא_יאמר_יש_לי_בדין אם משליך האזוב מטמא את בגדיו השורף את הפרה,0.0,1050000446
ref-m.6.4.8.3.3-ref-m.6.4.8.3.16,ref-sifre-n.124.2.61-ref-sifre-n.124.2.80,930065,930148,ref-m.6.4.8.3.3,ref-m.6.4.8.3.16,215796,215892,ref-sifre-n.124.2.61,ref-sifre-n.124.2.80,ופרים והמשלח את השעיר מטמא בגדים פרה ופרים ושעיר המשתלח עצמן אין מטמאין בגדים ,הפרה שמטמא בגדים הא עד_שלא_יאמר_יש_לי_בדין אם המשליך את האזוב מטמא בגדים האוסף את אפר הפרה ,14,15,455,455.0,611,609.0,0.7802197802197802,0.7647058823529411,42,פרה שמטמא בגדים ה רישי המשל  א מטמא בגדים ,0.5384615384615384,1050000447
ref-m.6.4.8.5.5-ref-m.6.4.8.6.8,ref-sifre-n.130.1.148-ref-sifre-n.130.1.159,930340,930452,ref-m.6.4.8.5.5,ref-m.6.4.8.6.8,227700,227761,ref-sifre-n.130.1.148,ref-sifre-n.130.1.159,מטמא כלים אלא משקה נטמא משקה טימאן הרי_זה_אומר_מטמאיך_לא_טמאוני_ואתה_טמאתני אין כלי חרש מטמא חבירו אלא משקה נטמא ,טומאת ערב מטמא ואין מקבל טומאה מן המת מלטמא את חבירו טומאת ,16,12,574,568.0,612,612.0,0.7168141592920354,0.8,39,טמא  אא מק טמאה מן הממלטמא א חבירו טמא ,0.6548672566371682,1050000448
ref-m.6.4.9.5.15-ref-m.6.4.9.5.27,ref-sifre-n.124.1.753-ref-sifre-n.124.1.765,932379,932442,ref-m.6.4.9.5.15,ref-m.6.4.9.5.27,214599,214662,ref-sifre-n.124.1.753,ref-sifre-n.124.1.765,פרה ששתת מי חטאת בשרה טמא מעת לעת רבי_יהודה_אומר בטלו במעיה ,פרה ששתת מי חטאת בשרה טמא מעת לעת רבי יהודה אומר בטלו במעיה ,11,13,454,454.0,613,613.0,0.03333333333333333,0.33333333333333337,58,פרה ששתת מי חטאת בשרה טמא מעת לעת רבייהודהאומר בטלו במעיה ,0.033333333333333326,1050000449
ref-m.6.4.11.7.2-ref-m.6.4.11.7.17,ref-sifre-n.124.1.295-ref-sifre-n.124.1.313,935671,935744,ref-m.6.4.11.7.2,ref-m.6.4.11.7.17,212205,212299,ref-sifre-n.124.1.295,ref-sifre-n.124.1.313,אזוב יון ולא אזוב כוחלית ולא אזוב מדברית ולא אזוב רומית ולא אזוב שיש לו שם לווי,אזוב ולא אזוב יון ולא אזוב כוחלית ולא אזוב מדברית ולא אזוב רומית ולא אזוב שיש לו שם לווי,17,19,437,437.0,614,614.0,0.10227272727272728,0.0,79,אזוב יון ולא אזוב כוחלית ולא אזוב מדברית ולא אזוב רומית ולא אזוב שיש לו שם לווי,0.10227272727272729,1050000450
ref-m.6.4.11.7.2-ref-m.6.4.11.7.17,ref-sifre-n.128.2.20-ref-sifre-n.128.2.38,935671,935744,ref-m.6.4.11.7.2,ref-m.6.4.11.7.17,224685,224777,ref-sifre-n.128.2.20,ref-sifre-n.128.2.38,אזוב לא אזוב יון ולא אזוב כוחלית ולא אזוב רומית ולא אזוב מדברית ולא אזוב שיש לו שם לווי,אזוב לא אזוב יון ולא אזוב כוחלית ולא אזוב רומית ולא אזוב מדברית ולא אזוב שיש לו שם לווי,19,19,516,516.0,615,615.0,0.0,0.0,87,אזוב לא אזוב יון ולא אזוב כוחלית ולא אזוב רומית ולא אזוב מדברית ולא אזוב שיש לו שם לווי,0.0,1050000451
ref-m.6.5.1.4.41-ref-m.6.5.1.5.12,ref-sifre-n.125.1.396-ref-sifre-n.125.1.420,940192,940307,ref-m.6.5.1.4.41,ref-m.6.5.1.5.12,218029,218162,ref-sifre-n.125.1.396,ref-sifre-n.125.1.420,לטמא טומאת אוכלין ממה שריבה לטמא טומאת נבלות האוכל שנטמא_באב_הטומאה ושנטמא בולד הטומאה מצטרפין_זה_עם_זה לטמא ,טמא יהיה לרבות שאר טמאים דברי רבי יאשיה_ר'_יונתן_אומר_אינו_צריך_שהרי_כבר_נאמר והזרתם את_בני_ישראל מטמאתם ולא ימותו בטומאתם בטמאם ,15,15,458,457.0,618,618.0,0.7751937984496124,0.9545454545454546,48,טמא ות א מ ריב אומאנוהכנמא_ב_א טמא ול טומאם טמא ,0.627906976744186,1050000452
ref-m.6.5.1.4.45-ref-m.6.5.1.5.12,ref-sifre-n.127.1.142-ref-sifre-n.127.1.152,940215,940307,ref-m.6.5.1.4.45,ref-m.6.5.1.5.12,222752,222815,ref-sifre-n.127.1.142,ref-sifre-n.127.1.152,שריבה לטמא טומאת נבלות האוכל שנטמא_באב_הטומאה ושנטמא בולד הטומאה מצטרפין_זה_עם_זה לטמא ,ריבה שהמת מטמא טומאת שבעה ונבילה מטמאה טומאת ערב מנין שמטמאה ,11,11,510,510.0,619,618.0,0.6436781609195402,0.875,40,ריבה טמא טומאת בה נבהטמאה טמא ב מין טמא ,0.5402298850574713,1050000453
ref-m.6.5.2.1.30-ref-m.6.5.2.1.45,ref-sifre-n.1.4.53-ref-sifre-n.1.4.89,941749,941821,ref-m.6.5.2.1.30,ref-m.6.5.2.1.45,2092,2265,ref-sifre-n.1.4.53,ref-sifre-n.1.4.89,טמא אין בו כביצה הוא טמא והכל טהור חזר לקדרה הכל טמא היתה מגע טמא מת ,כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא תחת אבן מסמא כל שטבול יום מטמא טמא מת מטמא חמור טמא מת שהוא מטמא את האדם כל ,16,37,4,1.0,620,620.0,0.7349397590361446,0.9166666666666666,45,טמא א ו צו טמא הכל ט ז רה הכל טמא ת מ טמא מת ,0.7289156626506024,1050000454
ref-m.6.5.2.1.34-ref-m.6.5.2.1.46,ref-sifre-n.130.1.69-ref-sifre-n.130.1.85,941767,941828,ref-m.6.5.2.1.34,ref-m.6.5.2.1.46,227300,227393,ref-sifre-n.130.1.69,ref-sifre-n.130.1.85,הוא טמא והכל טהור חזר לקדרה הכל טמא היתה מגע טמא מת ונגעה ,"הוא שיהיו טמאים כלים באדם מנין אמרת_ק""ו_הוא_ומה אם כלים הנוגעים בכלים טמאים כלים הנוגעים ",13,14,564,563.0,621,620.0,0.6629213483146067,1.0,33,הוא טמא כל   רהה א י גע טמא  נגע ,0.6292134831460674,1050000455
ref-m.6.5.4.3.9-ref-m.6.5.4.3.18,ref-sifre-n.7.3.331-ref-sifre-n.7.3.350,944996,945058,ref-m.6.5.4.3.9,ref-m.6.5.4.3.18,16888,16983,ref-sifre-n.7.3.331,ref-sifre-n.7.3.350,הטהורים או שעברו טהורים ביניהן ספיקן טהור מפני שאין לטומאה ,ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור והוא נטמאה או עבר ,10,15,56,40.0,622,622.0,0.6847826086956522,0.7692307692307692,35,טהור א שבו טוי בי ספיק טהור א טמאה ,0.6195652173913043,1050000456
ref-m.6.5.4.6.45-ref-m.6.5.4.7.23,ref-sifre-n.7.3.322-ref-sifre-n.7.3.338,945954,946087,ref-m.6.5.4.6.45,ref-m.6.5.4.7.23,16836,16925,ref-sifre-n.7.3.322,ref-sifre-n.7.3.338,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו,14,14,44,44.0,623,623.0,0.0,0.0,84,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו,0.0,1050000457
ref-m.6.5.4.7.9-ref-m.6.5.4.7.28,ref-sifre-n.7.3.434-ref-sifre-n.7.3.444,946015,946123,ref-m.6.5.4.7.9,ref-m.6.5.4.7.28,17381,17443,ref-sifre-n.7.3.434,ref-sifre-n.7.3.444,ספק טומאה צפה על_פני_המים ספק משקין ליטמא טמא ולטמא טהור ספק ידים ליטמא ולטמא וליטהר טהור ספק רשות הרבים ,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים םפיקו טהור ,19,11,58,57.0,625,623.0,0.6761904761904762,0.6153846153846154,40,ספק טומאה  היי טמא ספק טומאה רשות הרבים ,0.6190476190476191,1050000458
ref-m.6.5.4.8.17-ref-m.6.5.4.9.6,ref-sifre-n.7.3.322-ref-sifre-n.7.3.339,946289,946422,ref-m.6.5.4.8.17,ref-m.6.5.4.9.6,16836,16929,ref-sifre-n.7.3.322,ref-sifre-n.7.3.339,טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא,14,15,46,46.0,626,626.0,0.045454545454545456,0.0,84,טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא,0.045454545454545414,1050000459
ref-m.6.5.4.8.17-ref-m.6.5.4.9.6,ref-sifre-n.7.3.434-ref-sifre-n.7.3.458,946289,946422,ref-m.6.5.4.8.17,ref-m.6.5.4.9.6,17381,17509,ref-sifre-n.7.3.434,ref-sifre-n.7.3.458,טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים םפיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים םפיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור,19,20,62,62.0,627,627.0,0.03305785123966942,0.0,117,טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים םפיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור,0.03305785123966942,1050000460
ref-m.6.5.4.9.3-ref-m.6.5.4.9.22,ref-sifre-n.125.1.396-ref-sifre-n.125.1.420,946404,946497,ref-m.6.5.4.9.3,ref-m.6.5.4.9.22,218029,218162,ref-sifre-n.125.1.396,ref-sifre-n.125.1.420,ליטמא טמא כיצד טמא שפשט את רגלו לבין משקין טהורין ספק_נגע_ספק_לא_נגע_ספיקו טמא היתה ככר טמאה ,טמא יהיה לרבות שאר טמאים דברי רבי יאשיה_ר'_יונתן_אומר_אינו_צריך_שהרי_כבר_נאמר והזרתם את_בני_ישראל מטמאתם ולא ימותו בטומאתם בטמאם ,15,15,459,457.0,630,626.0,0.7441860465116279,0.9523809523809523,44,טמא י  ש א ר בי שיהרין_נ__א_נ_י טמא ית  טמא ,0.6589147286821706,1050000461
ref-m.6.5.4.11.1-ref-m.6.5.4.11.11,ref-sifre-n.7.3.322-ref-sifre-n.7.3.332,946852,946911,ref-m.6.5.4.11.1,ref-m.6.5.4.11.11,16836,16898,ref-sifre-n.7.3.322,ref-sifre-n.7.3.332,ספק ידים ליטמא ולטמא וליטהר טהור ספק רשות הרבים טהור ספק ,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור ,11,11,42,40.0,631,631.0,0.6440677966101694,0.4444444444444444,34,ספק טומא וה ט ספק רשות הרבים טהור ,0.423728813559322,1050000462
ref-m.6.5.4.11.1-ref-m.6.5.4.11.11,ref-sifre-n.7.3.434-ref-sifre-n.7.3.450,946852,946911,ref-m.6.5.4.11.1,ref-m.6.5.4.11.11,17381,17470,ref-sifre-n.7.3.434,ref-sifre-n.7.3.450,ספק ידים ליטמא ולטמא וליטהר טהור ספק רשות הרבים טהור ספק ,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים םפיקו טהור את שיש_בו_דעת_לישאל ספיקו ,11,14,59,57.0,632,631.0,0.6705882352941176,0.5833333333333333,38,ספק טומא וה ט ספק רשות הרבים טהור ספק ,0.5529411764705883,1050000463
