baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-y,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-y.4.4.10.2.5.146-ref-y.4.4.10.2.5.152,ref-bible.0207.8.17.1-ref-bible.207.8.17.7,3285579,3285626,ref-y.4.4.10.2.5.146,ref-y.4.4.10.2.5.152,788432,788478,ref-bible.0207.8.17.1,ref-bible.0207.8.17.7,וחיכיתי ליי' המסתיר פניו מבית יעקב וקיויתי ,וחכיתי ליהוה המסתיר פניו מבית יעקב וקויתי ,7,7,2013,2013.0,2929,2929.0,0.1162790697674418,0.1428571428571429,4,המסתיר פניו מבית יעקב,7090002520,7,7
ref-y.4.4.10.2.5.165-ref-y.4.4.10.2.5.170,ref-bible.0105.31.18.1-ref-bible.105.31.18.6,3285684,3285717,ref-y.4.4.10.2.5.165,ref-y.4.4.10.2.5.170,403938,403971,ref-bible.0105.31.18.1,ref-bible.0105.31.18.6,ואנכי הסתר אסתיר פני ביום ההוא ,ואנכי הסתר אסתיר פני ביום ההוא ,6,6,1404,1404.0,2930,2930.0,0.0,0.0,6,ואנכי הסתר אסתיר פני ביום ההוא,7090002521,6,6
ref-y.4.4.10.2.6.5-ref-y.4.4.10.2.6.9,ref-bible.0206.20.1.1-ref-bible.206.20.1.5,3285926,3285952,ref-y.4.4.10.2.6.5,ref-y.4.4.10.2.6.9,763099,763125,ref-bible.0206.20.1.1,ref-bible.0206.20.1.5,בימים ההם חלה חזקיהו למות ,בימים ההם חלה חזקיהו למות ,5,5,1957,1957.0,2931,2931.0,0.0,0.0,5,בימים ההם חלה חזקיהו למות,7090002522,5,5
ref-y.4.4.10.2.6.5-ref-y.4.4.10.2.6.9,ref-bible.0207.38.1.1-ref-bible.207.38.1.5,3285926,3285952,ref-y.4.4.10.2.6.5,ref-y.4.4.10.2.6.9,827025,827051,ref-bible.0207.38.1.1,ref-bible.0207.38.1.5,בימים ההם חלה חזקיהו למות ,בימים ההם חלה חזקיהו למות ,5,5,2060,2060.0,2932,2931.0,0.0,0.0,5,בימים ההם חלה חזקיהו למות,7090002523,5,5
ref-y.4.4.10.2.6.5-ref-y.4.4.10.2.6.9,ref-bible.0313.32.24.1-ref-bible.313.32.24.6,3285926,3285952,ref-y.4.4.10.2.6.5,ref-y.4.4.10.2.6.9,1577883,1577913,ref-bible.0313.32.24.1,ref-bible.0313.32.24.6,בימים ההם חלה חזקיהו למות ,בימים ההם חלה יחזקיהו עד למות ,5,6,3231,3231.0,2933,2931.0,0.1333333333333333,0.1666666666666666,4,בימים ההם חלה למות,7090002524,5,6
ref-y.4.4.10.2.6.147-ref-y.4.4.10.2.6.153,ref-bible.0301.17.15.1-ref-bible.301.17.15.7,3286581,3286621,ref-y.4.4.10.2.6.147,ref-y.4.4.10.2.6.153,1160559,1160599,ref-bible.0301.17.15.1,ref-bible.0301.17.15.7,אני בצדק אחזה פניך אשבעה בהקיץ תמונתך ,אני בצדק אחזה פניך אשבעה בהקיץ תמונתך ,7,7,2474,2474.0,2934,2934.0,0.0,0.0,7,אני בצדק אחזה פניך אשבעה בהקיץ תמונתך,7090002525,7,7
ref-y.4.4.10.2.6.166-ref-y.4.4.10.2.6.170,ref-bible.0313.6.21.16-ref-bible.313.6.22.2,3286683,3286712,ref-y.4.4.10.2.6.166,ref-y.4.4.10.2.6.170,1524906,1524937,ref-bible.0313.6.21.16,ref-bible.0313.6.22.2,אשמע מן השמים ואסלח לחטאתם ,מן השמים ושמעת וסלחת אם יחטא ,5,6,3162,3162.0,2936,2935.0,0.6206896551724138,0.7777777777777778,2,מן השמים,7090002526,5,6
ref-y.4.4.10.2.6.165-ref-y.4.4.10.2.6.173,ref-bible.0313.7.14.13-ref-bible.313.7.14.21,3286677,3286727,ref-y.4.4.10.2.6.165,ref-y.4.4.10.2.6.173,1528309,1528359,ref-bible.0313.7.14.13,ref-bible.0313.7.14.21,ואני אשמע מן השמים ואסלח לחטאתם וארפא את ארצם ,ואני אשמע מן השמים ואסלח לחטאתם וארפא את ארצם ,9,9,3175,3174.0,2935,2935.0,0.0,0.0,9,ואני אשמע מן השמים ואסלח לחטאתם וארפא את ארצם,7090002527,9,9
ref-y.4.4.10.2.7.2-ref-y.4.4.10.2.7.7,ref-bible.0206.20.2.1-ref-bible.206.20.2.6,3286746,3286780,ref-y.4.4.10.2.7.2,ref-y.4.4.10.2.7.7,763213,763243,ref-bible.0206.20.2.1,ref-bible.0206.20.2.6,ויסב חזקיהו פניו אל הקיר ויתפלל ,ויסב את פניו אל הקיר ויתפלל ,1,6,1958,1958.0,2938,2937.0,0.1875,0.2857142857142857,5,ויסב פניו אל הקיר ויתפלל,7090002528,6,6
ref-y.4.4.10.2.6.175-ref-y.4.4.10.2.7.7,ref-bible.0207.38.2.1-ref-bible.207.38.2.6,3286733,3286780,ref-y.4.4.10.2.6.175,ref-y.4.4.10.2.7.7,827140,827174,ref-bible.0207.38.2.1,ref-bible.0207.38.2.6,ויסב דכתיב ויסב חזקיהו פניו אל הקיר ויתפלל ,ויסב חזקיהו פניו אל הקיר ויתפלל ,3,1,2062,2061.0,2937,2937.0,0.2558139534883721,0.1428571428571429,6,ויסב חזקיהו פניו אל הקיר ויתפלל,7090002529,8,6
ref-y.4.4.10.2.7.25-ref-y.4.4.10.2.7.32,ref-bible.0201.2.15.5-ref-bible.201.2.16.1,3286854,3286896,ref-y.4.4.10.2.7.25,ref-y.4.4.10.2.7.32,413760,413805,ref-bible.0201.2.15.5,ref-bible.0201.2.16.1,כי ביתה בקיר החומה ובחומה היא יושבת אמר ,כי ביתה בקיר החומה ובחומה היא יושבת ותאמר ,8,8,1421,1421.0,2939,2939.0,0.0476190476190476,0.2857142857142857,7,כי ביתה בקיר החומה ובחומה היא יושבת,7090002530,8,8
ref-y.4.4.10.2.7.56-ref-y.4.4.10.2.7.66,ref-bible.0201.2.12.12-ref-bible.0201.2.13.14,3287020,3287067,ref-y.4.4.10.2.7.56,ref-y.4.4.10.2.7.66,413494,413597,ref-bible.0201.2.12.12,ref-bible.0201.2.13.14,אתם עם בית אבי חסד ונתתם לי אות אמת והחיתם את אבי ואת אמי ואת אחי ואת אחותי אחיותי ואת כל אשר להם,אתם עם בית אבי חסד ונתתם לי אות אמת והחיתם את אבי ואת אמי ואת אחי ואת אחותי אחיותי ואת כל אשר להם,23,23,1419,1419.0,2941,2941.0,0.0,0.0,21,אתם עם בית אבי חסד ונתתם לי אות אמת והחיתם את אבי ואת אמי ואת אחי ואת אחותי אחיותי ואת_כל_אשר להם,7090002531,23,23
ref-y.4.4.10.2.7.46-ref-y.4.4.10.2.7.74,ref-bible.0201.6.22.22-ref-bible.201.6.23.24,3286963,3287118,ref-y.4.4.10.2.7.46,ref-y.4.4.10.2.7.74,421807,421944,ref-bible.0201.6.22.22,ref-bible.0201.6.23.24,לה הדא היא דכתיב ויבואו תנערים המרגלים ויוציאו את רחב ואת בית אביה ואת אמה ואת אחיה ואת כל אשר לה ואת כל משפחותיה הוציא ויניחום מחוץ למחנה ישראל ,לה ויבאו הנערים המרגלים ויציאו את רחב ואת אביה ואת אמה ואת אחיה ואת כל אשר לה ואת כל משפחותיה הוציאו ויניחום מחוץ למחנה ישראל ,29,25,1436,1436.0,2940,2940.0,0.1655172413793103,0.2777777777777778,18,לה המרגלים את רחב ואת אביה ואת אמה ואת אחיה לה ואת כל משפחותיה ויניחום מחוץ למחנה ישראל,7090002532,29,25
ref-y.4.4.10.2.8.12-ref-y.4.4.10.2.8.23,ref-bible.0206.4.10.1-ref-bible.206.4.10.12,3287345,3287406,ref-y.4.4.10.2.8.12,ref-y.4.4.10.2.8.23,720039,720098,ref-bible.0206.4.10.1,ref-bible.0206.4.10.12,נעשה נא עליית קיר קטנה ונשים לו שם מיטה ושלחן וכסא ומנורה ,נעשה נא עלית קיר קטנה ונשים לו שם מטה ושלחן וכסא ומנורה ,12,12,1910,1910.0,2943,2943.0,0.0344827586206896,0.0,10,נעשה נא קיר קטנה ונשים לו שם ושלחן וכסא ומנורה,7090002533,12,12
ref-y.4.4.10.2.8.38-ref-y.4.4.10.2.8.56,ref-bible.0101.30.31.3-ref-bible.101.30.31.15,3287484,3287564,ref-y.4.4.10.2.8.38,ref-y.4.4.10.2.8.56,58223,58279,ref-bible.0101.30.31.3,ref-bible.0101.30.31.15,שעשו לך את השבח הזה על אחת כמה וכמ' שתתן לי את נפשי רבי חיננא בר פפא אמר נתן ,אתן לך ויאמר יעקב לא תתן לי מאומה אם תעשה לי הדבר הזה ,19,13,124,124.0,2944,2944.0,0.7402597402597403,0.7647058823529411,2,לך לי,7090002534,19,13
ref-y.4.4.10.2.8.61-ref-y.4.4.10.2.8.70,ref-bible.0209.43.8.1-ref-bible.209.43.8.10,3287590,3287646,ref-y.4.4.10.2.8.61,ref-y.4.4.10.2.8.70,1066741,1066798,ref-bible.0209.43.8.1,ref-bible.0209.43.8.10,בתתם סיפם את סיפי ומזתתן אצל מזותי והקיר ביני וביניהן ,בתתם ספם את ספי ומזוזתם אצל מזוזתי והקיר ביני וביניהם ,10,10,2295,2295.0,2945,2945.0,0.1296296296296296,0.4615384615384615,5,בתתם את אצל והקיר ביני,7090002535,10,10
ref-y.4.4.10.2.8.94-ref-y.4.4.10.2.10.3,ref-bible.0101.30.31.3-ref-bible.101.30.31.15,3287782,3287858,ref-y.4.4.10.2.8.94,ref-y.4.4.10.2.10.3,58223,58279,ref-bible.0101.30.31.3,ref-bible.0101.30.31.15,שעשו לך את כל השבח הזה על אחת כמה וכמה שתתן לי את נפשי ורבנין אמרין נתן ,אתן לך ויאמר יעקב לא תתן לי מאומה אם תעשה לי הדבר הזה ,17,13,125,124.0,2946,2946.0,0.7222222222222222,0.8333333333333334,2,לך לי,7090002536,17,13
ref-y.4.4.10.2.10.6-ref-y.4.4.10.2.10.17,ref-bible.0208.4.18.13-ref-bible.208.4.19.11,3287873,3287930,ref-y.4.4.10.2.10.6,ref-y.4.4.10.2.10.17,873780,873835,ref-bible.0208.4.18.13,ref-bible.0208.4.19.11,לבו שנאמר מעי מעי אוחילה קירות ליבי חומה לי לבי לא אחריש ,לבך מעי מעי אחולה אוחילה קירות לבי המה לי לבי לא אחריש ,12,12,2131,2130.0,2947,2947.0,0.2456140350877192,0.4444444444444444,8,מעי מעי אוחילה קירות לי לבי לא אחריש,7090002537,12,12
ref-y.4.4.10.2.11.5-ref-y.4.4.10.2.11.20,ref-bible.0101.31.29.5-ref-bible.101.31.29.14,3288089,3288163,ref-y.4.4.10.2.11.5,ref-y.4.4.10.2.11.20,61197,61242,ref-bible.0101.31.29.5,ref-bible.0101.31.29.14,אל ישעיהו הנביא לאמר לך ואמרת אל חזקיה נגיד עמי כה אמר יי' אלהי דוד אביך ,עמכם רע ואלהי אביכם אמש אמר אלי לאמר השמר לך ,16,10,127,127.0,2952,2948.0,0.7123287671232876,0.8235294117647058,2,לאמר לך,7090002538,16,10
ref-y.4.4.10.2.11.2-ref-y.4.4.10.2.11.14,ref-bible.0205.12.22.1-ref-bible.205.12.23.4,3288075,3288138,ref-y.4.4.10.2.11.2,ref-y.4.4.10.2.11.14,682234,682293,ref-bible.0205.12.22.1,ref-bible.0205.12.23.4,ויהי דבר יי' אל ישעיהו הנביא לאמר לך ואמרת אל חזקיה נגיד עמי ,ויהי דבר האלהים אל שמעיה איש האלהים לאמר אמר אל רחבעם בן ,13,12,1829,1829.0,2949,2948.0,0.5409836065573771,0.8125,5,ויהי דבר אל לאמר אל,7090002539,13,12
ref-y.4.4.10.2.11.6-ref-y.4.4.10.2.11.11,ref-bible.0206.19.5.1-ref-bible.206.19.6.5,3288092,3288123,ref-y.4.4.10.2.11.6,ref-y.4.4.10.2.11.11,760507,760569,ref-bible.0206.19.5.1,ref-bible.0206.19.6.5,ישעיהו הנביא לאמר לך ואמרת אל ,ויבאו עבדי המלך חזקיהו אל ישעיהו ויאמר להם ישעיהו כה תאמרון ,6,11,1956,1956.0,2953,2948.0,0.7,0.75,1,אל,7090002540,6,11
ref-y.4.4.10.2.11.8-ref-y.4.4.10.2.11.30,ref-bible.0206.20.4.12-ref-bible.206.20.6.2,3288106,3288213,ref-y.4.4.10.2.11.8,ref-y.4.4.10.2.11.30,763411,763552,ref-bible.0206.20.4.12,ref-bible.0206.20.6.2,לאמר לך ואמרת אל חזקיה נגיד עמי כה אמר יי' אלהי דוד אביך שמעתי את תפילתך ראיתי את דמעתך הנני מוסיף על ימיך ,לאמר שוב ואמרת אל חזקיהו נגיד עמי כה אמר יהוה אלהי דוד אביך שמעתי את תפלתך ראיתי את דמעתך הנני רפא לך ביום השלישי תעלה בית יהוה והספתי על ,23,29,1960,1960.0,2955,2948.0,0.3115942028985507,0.3846153846153846,14,לאמר ואמרת אל נגיד עמי דוד אביך שמעתי את ראיתי את דמעתך הנני על,7090002541,23,29
ref-y.4.4.10.2.11.5-ref-y.4.4.10.2.11.12,ref-bible.0206.20.14.2-ref-bible.206.20.14.17,3288089,3288129,ref-y.4.4.10.2.11.5,ref-y.4.4.10.2.11.12,764326,764420,ref-bible.0206.20.14.2,ref-bible.0206.20.14.17,אל ישעיהו הנביא לאמר לך ואמרת אל חזקיה ,ישעיהו הנביא אל המלך חזקיהו ויאמר אליו מה אמרו האנשים האלה ומאין יבאו אליך ויאמר חזקיהו ,8,9,1962,1962.0,2950,2948.0,0.6590909090909091,0.5833333333333333,3,ישעיהו הנביא אל,7090002542,8,16
ref-y.4.4.10.2.11.6-ref-y.4.4.10.2.11.30,ref-bible.0207.38.4.5-ref-bible.207.38.5.20,3288092,3288213,ref-y.4.4.10.2.11.6,ref-y.4.4.10.2.11.30,827302,827409,ref-bible.0207.38.4.5,ref-bible.0207.38.5.20,ישעיהו הנביא לאמר לך ואמרת אל חזקיה נגיד עמי כה אמר יי' אלהי דוד אביך שמעתי את תפילתך ראיתי את דמעתך הנני מוסיף על ימיך ,ישעיהו לאמר הלוך ואמרת אל חזקיהו כה אמר יהוה אלהי דוד אביך שמעתי את תפלתך ראיתי את דמעתך הנני יוסף על ימיך ,25,22,2063,2063.0,2954,2948.0,0.2,0.3043478260869565,14,ישעיהו לאמר ואמרת אל דוד אביך שמעתי את ראיתי את דמעתך הנני על ימיך,7090002543,25,22
ref-y.4.4.10.2.11.5-ref-y.4.4.10.2.11.12,ref-bible.0207.39.3.2-ref-bible.207.39.3.17,3288089,3288129,ref-y.4.4.10.2.11.5,ref-y.4.4.10.2.11.12,828714,828808,ref-bible.0207.39.3.2,ref-bible.0207.39.3.17,אל ישעיהו הנביא לאמר לך ואמרת אל חזקיה ,ישעיהו הנביא אל המלך חזקיהו ויאמר אליו מה אמרו האנשים האלה ומאין יבאו אליך ויאמר חזקיהו ,8,9,2065,2065.0,2951,2948.0,0.6590909090909091,0.5833333333333333,3,ישעיהו הנביא אל,7090002544,8,16
ref-y.4.4.10.2.11.2-ref-y.4.4.10.2.11.11,ref-bible.0312.17.3.4-ref-bible.312.17.4.3,3288075,3288123,ref-y.4.4.10.2.11.2,ref-y.4.4.10.2.11.11,1491006,1491046,ref-bible.0312.17.3.4,ref-bible.0312.17.4.3,ויהי דבר יי' אל ישעיהו הנביא לאמר לך ואמרת אל ,ויהי דבר אלהים אל נתן לאמר לך ואמרת אל ,10,9,3090,3090.0,2948,2948.0,0.3043478260869565,0.5,7,ויהי דבר אל לאמר לך ואמרת אל,7090002545,10,9
ref-y.4.4.10.2.11.69-ref-y.4.4.10.2.11.74,ref-bible.0206.20.4.1-ref-bible.206.20.4.7,3288397,3288429,ref-y.4.4.10.2.11.69,ref-y.4.4.10.2.11.74,763353,763390,ref-bible.0206.20.4.1,ref-bible.0206.20.4.7,ויהי ישעיהו לא יצא חצר התיכונה ,ויהי ישעיהו לא יצא העיר חצר התיכנה ,6,7,1959,1959.0,2956,2956.0,0.1714285714285714,0.1999999999999999,5,ויהי ישעיהו לא יצא חצר,7090002546,6,7
ref-y.4.4.10.2.12.58-ref-y.4.4.10.2.12.64,ref-bible.0206.23.26.12-ref-bible.206.23.27.1,3288750,3288783,ref-y.4.4.10.2.12.58,ref-y.4.4.10.2.12.64,771961,771997,ref-bible.0206.23.26.12,ref-bible.0206.23.27.1,על כל הבעסה אשר הכעיסו מנשה נימר ,על כל הכעסים אשר הכעיסו מנשה ויאמר ,7,7,1971,1971.0,2957,2957.0,0.1428571428571428,0.25,5,על כל אשר הכעיסו מנשה,7090002547,7,7
ref-y.4.4.10.2.12.81-ref-y.4.4.10.2.12.94,ref-bible.0206.21.16.1-ref-bible.206.21.16.14,3288860,3288918,ref-y.4.4.10.2.12.81,ref-y.4.4.10.2.12.94,766277,766335,ref-bible.0206.21.16.1,ref-bible.0206.21.16.14,וגם דם נקי שפך מנשה הרבה מאד עד אשר מלא את ירושלם פה לפה ,וגם דם נקי שפך מנשה הרבה מאד עד אשר מלא את ירושלם פה לפה ,1,1,1968,1968.0,2958,2958.0,0.0,0.0,14,וגם דם נקי שפך מנשה הרבה מאד עד אשר מלא את ירושלם פה לפה,7090002548,14,14
ref-y.4.4.10.2.12.81-ref-y.4.4.10.2.12.103,ref-bible.0206.24.4.1-ref-bible.206.24.4.10,3288860,3288964,ref-y.4.4.10.2.12.81,ref-y.4.4.10.2.12.103,773315,773360,ref-bible.0206.24.4.1,ref-bible.0206.24.4.10,וגם דם נקי שפך מנשה הרבה מאד עד אשר מלא את ירושלם פה לפה וכי איפשר לבשר ודם למלאות את ירושלם דם נקי ,וגם דם הנקי אשר שפך וימלא את ירושלם דם נקי ,10,10,1972,1972.0,2959,2958.0,0.6,0.631578947368421,7,וגם דם אשר את ירושלם דם נקי,7090002549,23,10
ref-y.4.4.10.2.13.5-ref-y.4.4.10.2.13.20,ref-bible.0313.33.10.4-ref-bible.313.33.11.13,3289058,3289141,ref-y.4.4.10.2.13.5,ref-y.4.4.10.2.13.20,1579594,1579687,ref-bible.0313.33.10.4,ref-bible.0313.33.11.13,מנשה ואל עמו ולא הקשיבו ויבא עליהם את שרי הצבא אשר למלך וילכדו את מנשה בחחים ,מנשה ואל עמו ולא הקשיבו ויבא יהוה עליהם את שרי הצבא אשר למלך אשור וילכדו את מנשה בחחים ,16,18,3233,3233.0,2960,2960.0,0.1149425287356321,0.0,16,מנשה ואל עמו ולא הקשיבו ויבא עליהם את שרי הצבא אשר למלך וילכדו את מנשה בחחים,7090002550,16,18
ref-y.4.4.10.2.13.33-ref-y.4.4.10.2.13.48,ref-bible.0209.7.4.1-ref-bible.209.7.5.6,3289200,3289287,ref-y.4.4.10.2.13.33,ref-y.4.4.10.2.13.48,989318,989434,ref-bible.0209.7.4.1,ref-bible.0209.7.5.6,ונתנו אותו בתוכה והיו מסיקין תחתיו כיון שדאה שצרתו צרה לא הניה עבודה זרה בעולם שלא ,ולא תחוס עיני עליך ולא אחמול כי דרכיך עליך אתן ותועבותיך בתוכך תהיין וידעתם כי אני יהוה כה אמר אדני יהוה רעה אחת ,16,23,2220,2220.0,2961,2961.0,0.7522123893805309,1.0,0,,7090002551,16,23
ref-y.4.4.10.2.13.67-ref-y.4.4.10.2.13.98,ref-bible.0105.4.30.1-ref-bible.105.4.31.17,3289380,3289547,ref-y.4.4.10.2.13.67,ref-y.4.4.10.2.13.98,348384,348541,ref-bible.0105.4.30.1,ref-bible.0105.4.31.17,בצר לך ומצאוך כל הדברים הדברים האלה באחרית הימים ושבת עד יי' אלהיך ושמעת בקולו כי אל רחום יי' אלהיך לא ירפך ולא ישחיתך ולא ישכח את ברית אבותיך אשר נשבע להם ,בצר לך ומצאוך כל הדברים האלה באחרית הימים ושבת עד יהוה אלהיך ושמעת בקלו כי אל רחום יהוה אלהיך לא ירפך ולא ישחיתך ולא ישכח את ברית אבתיך אשר נשבע להם ,32,31,1131,1131.0,2962,2962.0,0.1217948717948717,0.16,22,בצר לך ומצאוך באחרית הימים ושבת עד אלהיך ושמעת כי אל רחום ירפך ולא ישחיתך ולא ישכח את ברית אשר נשבע להם,7090002552,32,31
ref-y.4.4.10.2.13.84-ref-y.4.4.10.2.13.100,ref-bible.0210.1.6.6-ref-bible.210.1.7.7,3289475,3289555,ref-y.4.4.10.2.13.84,ref-y.4.4.10.2.13.100,1080551,1080662,ref-bible.0210.1.6.6,ref-bible.0210.1.7.7,רחום יי' אלהיך לא ירפך ולא ישחיתך ולא ישכח את ברית אבותיך אשר נשבע להם הרי אני ,לו קרא שמה לא רחמה כי לא אוסיף עוד ארחם את בית ישראל כי נשא אשא להם ואת בית יהודה ארחם והושעתים ביהוה אלהיהם ,17,24,2314,2314.0,2963,2962.0,0.6788990825688074,0.875,2,לא להם,7090002553,17,24
ref-y.4.4.10.2.13.176-ref-y.4.4.10.2.13.195,ref-bible.0313.33.13.1-ref-bible.313.33.13.9,3289935,3290063,ref-y.4.4.10.2.13.176,ref-y.4.4.10.2.13.195,1579783,1579843,ref-bible.0313.33.13.1,ref-bible.0313.33.13.9,ויתפלל אליו ויעתר לו וישמע תחינתו וישיביהו אמר רבי לעזר בי רבי שמעון בערבייא צווחין לחתרתה עתרתה וישיביהו ירושלם למלכותו ,ויתפלל אליו ויעתר לו וישמע תחנתו וישיבהו ירושלם למלכותו ,20,9,3234,3234.0,2964,2964.0,0.5371900826446281,0.4285714285714286,7,ויתפלל אליו ויעתר לו וישמע ירושלם למלכותו,7090002554,20,9
ref-y.4.4.10.2.14.165-ref-y.4.4.10.2.14.174,ref-bible.0312.28.5.6-ref-bible.312.28.6.5,3291061,3291107,ref-y.4.4.10.2.14.165,ref-y.4.4.10.2.14.174,1511089,1511173,ref-bible.0312.28.5.6,ref-bible.0312.28.6.5,כוס יין והוא אומ' לה חין והיא נותנת לו והוא ,נתן לי יהוה ויבחר בשלמה בני לשבת על כסא מלכות יהוה על ישראל ויאמר לי שלמה בנך הוא ,10,18,3120,3120.0,2965,2965.0,0.7195121951219512,0.8571428571428572,0,,7090002555,10,18
ref-y.4.4.10.2.14.187-ref-y.4.4.10.2.14.198,ref-bible.0102.4.1.3-ref-bible.102.4.1.16,3291167,3291227,ref-y.4.4.10.2.14.187,ref-y.4.4.10.2.14.198,110796,110864,ref-bible.0102.4.1.3,ref-bible.0102.4.1.16,והוא אומר לה הישמעי לי והיא אומרת לו רצונך שאשמע לך והוא ,ויאמר והן לא יאמינו לי ולא ישמעו בקלי כי יאמרו לא נראה אליך יהוה ,12,14,214,214.0,2966,2966.0,0.6153846153846154,0.8333333333333334,1,לי,7090002556,12,14
ref-y.4.4.10.2.14.321-ref-y.4.4.10.2.14.329,ref-bible.0210.9.10.10-ref-bible.210.9.10.18,3291852,3291905,ref-y.4.4.10.2.14.321,ref-y.4.4.10.2.14.329,1088072,1088123,ref-bible.0210.9.10.10,ref-bible.0210.9.10.18,המה באו בעל פעור וינזרו לבושת ויהיו שיקוצים כאהבם ,המה באו בעל פעור וינזרו לבשת ויהיו שקוצים כאהבם ,9,9,2337,2337.0,2967,2967.0,0.04,0.0,7,המה באו בעל פעור וינזרו ויהיו כאהבם,7090002557,9,9
ref-y.4.4.10.2.16.10-ref-y.4.4.10.2.16.22,ref-bible.0104.25.4.5-ref-bible.104.25.4.15,3292861,3292919,ref-y.4.4.10.2.16.10,ref-y.4.4.10.2.16.22,311084,311137,ref-bible.0104.25.4.5,ref-bible.0104.25.4.15,קח את כל ראשי העם והוקע אותם ליי' נגד השמש אמר לו הושב ,קח את כל ראשי העם והוקע אותם ליהוה נגד השמש וישב ,13,11,1026,1026.0,2968,2968.0,0.2,0.1666666666666666,9,קח את כל ראשי העם והוקע אותם נגד השמש,7090002558,13,11
ref-y.4.4.10.2.16.38-ref-y.4.4.10.2.16.49,ref-bible.0104.25.5.4-ref-bible.104.25.6.4,3293003,3293068,ref-y.4.4.10.2.16.38,ref-y.4.4.10.2.16.49,311173,311240,ref-bible.0104.25.5.4,ref-bible.0104.25.6.4,שופטי ישראל הרגו איש אנשיו הנצמדים לבעל פעור כמה הם שופטי ישראל ,שפטי ישראל הרגו איש אנשיו הנצמדים לבעל פעור והנה איש מבני ישראל ,12,12,1027,1027.0,2969,2969.0,0.15625,0.2727272727272727,8,ישראל הרגו איש אנשיו הנצמדים לבעל פעור ישראל,7090002559,12,12
ref-y.4.4.10.2.16.53-ref-y.4.4.10.2.16.70,ref-bible.0102.18.21.15-ref-bible.0102.18.21.22,3293087,3293172,ref-y.4.4.10.2.16.53,ref-y.4.4.10.2.16.70,142433,142472,ref-bible.0102.18.21.15,ref-bible.0102.18.21.22,אלפים שרי מאות שרי חמשים ושרי עשרת,שרי אלפים שרי מאות שרי חמשים ושרי עשרת,7,2,295,295.0,2972,2972.0,0.1052631578947368,0.0,7,אלפים שרי מאות שרי חמשים ושרי עשרת,7090002560,7,8
ref-y.4.4.10.2.16.53-ref-y.4.4.10.2.16.70,ref-bible.0102.18.25.12-ref-bible.0102.18.25.19,3293087,3293172,ref-y.4.4.10.2.16.53,ref-y.4.4.10.2.16.70,142751,142790,ref-bible.0102.18.25.12,ref-bible.0102.18.25.19,אלפים שרי מאות שרי חמשים ושרי עשרת,שרי אלפים שרי מאות שרי חמשים ושרי עשרת,7,2,297,297.0,2973,2973.0,0.1052631578947368,0.0,7,אלפים שרי מאות שרי חמשים ושרי עשרת,7090002561,7,8
ref-y.4.4.10.2.16.68-ref-y.4.4.10.2.16.81,ref-bible.0104.2.9.6-ref-bible.104.2.9.12,3293159,3293233,ref-y.4.4.10.2.16.68,ref-y.4.4.10.2.16.81,255757,255796,ref-bible.0104.2.9.6,ref-bible.0104.2.9.12,אלף שרי עשרות ששים אלף נמצאו שופטי ישראל שבע ריבוא ושמונת אלפים ושש מאות ,אלף ושמנים אלף וששת אלפים וארבע מאות ,14,7,898,897.0,2979,2970.0,0.6164383561643836,0.8125,4,אלף אלף אלפים מאות,7090002562,14,7
ref-y.4.4.10.2.16.50-ref-y.4.4.10.2.16.68,ref-bible.0104.31.32.12-ref-bible.0104.31.34.4,3293069,3293162,ref-y.4.4.10.2.16.50,ref-y.4.4.10.2.16.68,325274,325348,ref-bible.0104.31.32.12,ref-bible.0104.31.34.4,אלף ושבעים אלף וחמשת אלפים ובקר שנים ושבעים אלף וחמרים אחד וששים אלף ושבעים אלף וחמשת אלפים ובקר שנים ושבעים אלף וחמרים אחד וששים אלף,אלף ושבעים אלף וחמשת אלפים ובקר שנים ושבעים אלף וחמרים אחד וששים אלף ושבעים אלף וחמשת אלפים ובקר שנים ושבעים אלף וחמרים אחד וששים אלף,25,25,1059,1059.0,2970,2970.0,0.0,0.0,25,אלף ושבעים אלף וחמשת אלפים ובקר שנים ושבעים אלף וחמרים אחד וששים אלף ושבעים אלף וחמשת אלפים ובקר שנים ושבעים אלף וחמרים אחד וששים אלף,7090002563,25,25
ref-y.4.4.10.2.16.53-ref-y.4.4.10.2.16.82,ref-bible.0104.31.48.6-ref-bible.104.31.49.1,3293087,3293237,ref-y.4.4.10.2.16.53,ref-y.4.4.10.2.16.82,326121,326166,ref-bible.0104.31.48.6,ref-bible.0104.31.49.1,אלפים ושש מאות שרי אלפים שש מאות שרי מאות ששת אלפים שרי חמשים שנים עשר אלף שרי עשרות ששים אלף נמצאו שופטי ישראל שבע ריבוא ושמונת אלפים ושש מאות אמר ,לאלפי הצבא שרי האלפים ושרי המאות ויאמרו ,30,7,1061,1061.0,2975,2970.0,0.7837837837837838,0.8,1,שרי,7090002564,30,7
