baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.7.17.1.246-ref-mek.7.17.1.252,ref-y.3.2.3.5.2.14-ref-y.3.2.3.5.2.23,349121,349159,ref-mek.7.17.1.246,ref-mek.7.17.1.252,2407403,2407458,ref-y.3.2.3.5.2.14,ref-y.3.2.3.5.2.23,לתתה לו כסף ישקול כמוהר הבתולות מגיד ,נותן כלום תני רבי ישמעאל כסף ישקול במוהר הבתולות מגיד ,7,8,894,894.0,1315,1315.0,0.3888888888888889,0.4444444444444444,4,כסף ישקול הבתולות מגיד,3070001033,7,8
ref-mek.7.17.1.324-ref-mek.7.17.1.328,ref-y.3.2.3.1.1.46-ref-y.3.2.3.1.1.50,349510,349539,ref-mek.7.17.1.324,ref-mek.7.17.1.328,2397719,2397746,ref-y.3.2.3.1.1.46,ref-y.3.2.3.1.1.50,ואם מאן ימאן אביה אין לי אלא ,אם מאן ימאן אביה אין לי אלא ,5,5,883,883.0,1316,1316.0,0.0344827586206896,0.0,4,מאן ימאן אביה אין_לי_אלא,3070001034,5,5
ref-mek.7.17.1.361-ref-mek.7.17.1.370,ref-y.3.2.3.4.2.53-ref-y.3.2.3.4.2.72,349680,349726,ref-mek.7.17.1.361,ref-mek.7.17.1.370,2406494,2406582,ref-y.3.2.3.4.2.53,ref-y.3.2.3.4.2.72,כסף ונאמר להלן כסף מה להלן חמשים אף כאן חמשים ,חמשין אף הבא חמשין ולית ליה לר' יוסי חמשין אית ליה כסף כסף מה כסף שנ' להלן משין אף כאן ,10,20,893,893.0,1317,1317.0,0.7011494252873564,0.7142857142857143,6,כסף כסף מה להלן אף כאן,3070001035,10,20
ref-mek.7.17.2.73-ref-mek.7.17.2.79,ref-y.1.1.3.4.8.97-ref-y.1.1.3.4.8.103,350172,350203,ref-mek.7.17.2.73,ref-mek.7.17.2.79,73829,73860,ref-y.1.1.3.4.8.97,ref-y.1.1.3.4.8.103,ונאמר כל שוכב עם בהמה מות יומת ,שנאמר כל שוכב עם בהמה מות יומת ,7,7,82,81.0,1328,1318.0,0.032258064516129,0.25,6,כל שוכב עם בהמה מות יומת,3070001036,7,7
ref-mek.7.17.2.14-ref-mek.7.17.2.25,ref-y.3.1.6.3.1.36-ref-y.3.1.6.3.1.51,349897,349951,ref-mek.7.17.2.14,ref-mek.7.17.2.25,2123171,2123246,ref-y.3.1.6.3.1.36,ref-y.3.1.6.3.1.51,תחיה ונאמר להלן לא תחיה כל נשמה מה להלן בסייף אף כאן ,חוייה ונאמר להלן ובת כהן כי תהיה לאיש זר מה הוייה שנ' להלן נישואין אף כאן ,12,1,740,732.0,1322,1318.0,0.4864864864864865,0.6923076923076923,6,ונאמר להלן מה להלן אף כאן,3070001037,12,14
ref-mek.7.17.2.20-ref-mek.7.17.2.37,ref-y.3.1.12.6.7.66-ref-y.3.1.12.6.7.77,349925,350009,ref-mek.7.17.2.20,ref-mek.7.17.2.37,2206426,2206483,ref-y.3.1.12.6.7.66,ref-y.3.1.12.6.7.77,ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף כאן,ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף כאן,12,12,775,775.0,1323,1323.0,0.0,0.0,12,ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף כאן,3070001038,12,12
ref-mek.7.17.2.5-ref-mek.7.17.2.40,ref-y.4.4.3.9.4.57-ref-y.4.4.3.9.4.75,349856,350019,ref-mek.7.17.2.5,ref-mek.7.17.2.40,3187664,3187758,ref-y.4.4.3.9.4.57,ref-y.4.4.3.9.4.75,איש ואחד אשה ר' ישמעאל אומר נאמר כאן לא תחיה ונאמר להלן לא תחיה כל נשמה מה להלן בסייף אף כאן בסייף ר' עקיבא אומר נאמר כאן לא תחיה ונאמר להלן אם בהמה אם איש לא ,אנשים מה להלן אנשים ולא נשים אף כאן אנשים ולא נשים ולא קטנים הרי למדנו שאין האשה דנה ולא ,28,19,1228,1220.0,1321,1318.0,0.7295597484276729,0.6842105263157895,4,מה להלן אף כאן,3070001039,28,19
ref-mek.7.17.1.386-ref-mek.7.17.2.73,ref-y.4.4.7.13.1.33-ref-y.4.4.7.13.1.72,349806,350178,ref-mek.7.17.1.386,ref-mek.7.17.2.73,3249404,3249596,ref-y.4.4.7.13.1.33,ref-y.4.4.7.13.1.72,מכשפה לא תחיה ונאמר להלן אם בהמה אם איש לא יהיה מה לא יחיה שנאמר להלן בסקילה אף כאן בסקילה מה טעמון דרבנין מאמר כאן מכשפה לא תחיה ונאמר להלן לא תחיה כלנשמה מה לא תחיה שנאמר להלן מיתה,כאן מכשפה לא תחיה ונאמר להלן אם בהמה אם איש לא יהיה מה לא יחיה שנאמר להלן בסקילה אף כאן בסקילה,37,21,1323,1322.0,1318,1318.0,0.5274725274725275,0.2666666666666667,20,מכשפה לא תחיה ונאמר להלן אם בהמה אם איש לא יהיה מה לא יחיה שנאמר להלן בסקילה אף כאן בסקילה,3070001040,37,21
ref-mek.7.17.1.390-ref-mek.7.17.2.19,ref-y.4.4.7.13.1.104-ref-y.4.4.7.13.1.110,349824,349924,ref-mek.7.17.1.390,ref-mek.7.17.2.19,3249747,3249779,ref-y.4.4.7.13.1.104,ref-y.4.4.7.13.1.110,כאן חמשים כסף מכשפה לא תחיה אחד איש ואחד אשה ר' ישמעאל אומר נאמר כאן לא תחיה ונאמר להלן לא תחיה כל ,כאן מכשפה לא תחיה ונאמר להלן כל ,18,7,1330,1330.0,1320,1320.0,0.6767676767676768,0.4545454545454546,7,כאן מכשפה לא תחיה ונאמר להלן כל,3070001041,18,7
ref-mek.7.17.2.70-ref-mek.7.17.2.82,ref-y.4.4.7.13.1.105-ref-y.4.4.7.13.1.116,350158,350218,ref-mek.7.17.2.70,ref-mek.7.17.2.82,3249751,3249804,ref-y.4.4.7.13.1.105,ref-y.4.4.7.13.1.116,מכשפה לא תחיה ונאמר כל שוכב עם בהמה מות יומת וסמכו לומר מה ,מכשפה לא תחיה ונאמר להלן כל שוכב עם בהמה מות יומת מה ,13,12,1331,1330.0,1327,1327.0,0.2711864406779661,0.25,11,מכשפה לא תחיה ונאמר כל שוכב עם בהמה מות יומת מה,3070001042,13,12
ref-mek.7.17.2.107-ref-mek.7.17.2.116,ref-y.1.4.8.1.5.131-ref-y.1.4.8.1.5.139,350337,350388,ref-mek.7.17.2.107,ref-mek.7.17.2.116,429298,429342,ref-y.1.4.8.1.5.131,ref-y.1.4.8.1.5.139,בכלל מכשפים היו ולמה יצאו להקיש עליהם ולומר לך מה ,בכלל היו ולמה יצאו להקיש אליהן ולומר לך מה ,5,4,191,191.0,1331,1329.0,0.18,0.3333333333333333,8,בכלל היו ולמה יצאו להקיש ולומר לך מה,3070001043,10,9
ref-mek.7.17.2.107-ref-mek.7.17.2.116,ref-y.2.1.7.2.15.49-ref-y.2.1.7.2.15.57,350337,350388,ref-mek.7.17.2.107,ref-mek.7.17.2.116,998833,998874,ref-y.2.1.7.2.15.49,ref-y.2.1.7.2.15.57,בכלל מכשפים היו ולמה יצאו להקיש עליהם ולומר לך מה ,בכלל היו ולמה יצאו להקיש אליהן לו' לך מה ,5,4,319,319.0,1332,1329.0,0.24,0.5,7,בכלל היו ולמה יצאו להקיש לך מה,3070001044,10,9
ref-mek.7.17.2.107-ref-mek.7.17.2.116,ref-y.3.4.6.1.2.112-ref-y.3.4.6.1.2.121,350337,350388,ref-mek.7.17.2.107,ref-mek.7.17.2.116,2766930,2766973,ref-y.3.4.6.1.2.112,ref-y.3.4.6.1.2.121,בכלל מכשפים היו ולמה יצאו להקיש עליהם ולומר לך מה ,בכלל היה ולמה יצאת מן הכלל ללמד לומר לך מה ,5,8,991,991.0,1333,1329.0,0.42,0.7272727272727273,4,בכלל ולמה לך מה,3070001045,10,8
ref-mek.7.17.2.107-ref-mek.7.17.2.112,ref-y.4.4.7.5.5.48-ref-y.4.4.7.5.5.52,350337,350369,ref-mek.7.17.2.107,ref-mek.7.17.2.112,3230451,3230476,ref-y.4.4.7.5.5.48,ref-y.4.4.7.5.5.52,בכלל מכשפים היו ולמה יצאו להקיש ,בכלל היו ולמה יצאו להקיש ,1,5,1304,1304.0,1329,1329.0,0.21875,0.1999999999999999,5,בכלל היו ולמה יצאו להקיש,3070001046,6,5
ref-mek.7.17.2.107-ref-mek.7.17.2.112,ref-y.4.4.7.9.2.17-ref-y.4.4.7.9.2.21,350337,350369,ref-mek.7.17.2.107,ref-mek.7.17.2.112,3241102,3241128,ref-y.4.4.7.9.2.17,ref-y.4.4.7.9.2.21,בכלל מכשפים היו ולמה יצאו להקיש ,בכלל היתה ולמה יצאת להקיש ,1,5,1310,1310.0,1330,1329.0,0.28125,0.5714285714285714,3,בכלל ולמה להקיש,3070001047,6,5
ref-mek.7.17.2.129-ref-mek.7.17.2.135,ref-y.4.4.7.10.1.84-ref-y.4.4.7.10.1.90,350455,350486,ref-mek.7.17.2.129,ref-mek.7.17.2.135,3243667,3243698,ref-y.4.4.7.10.1.84,ref-y.4.4.7.10.1.90,לא ימצא בך מעביר בנו ובתו באש ,לא ימצא בך מעביר בנו ובתו באש ,1,1,1316,1316.0,1334,1334.0,0.0,0.0,7,לא ימצא בך מעביר בנו ובתו באש,3070001048,7,7
ref-mek.7.17.3.1-ref-mek.7.17.3.19,ref-y.1.1.3.4.8.94-ref-y.1.1.3.4.8.103,350518,350609,ref-mek.7.17.3.1,ref-mek.7.17.3.19,73812,73860,ref-y.1.1.3.4.8.94,ref-y.1.1.3.4.8.103,כל שוכב עם בהמה מות יומת למה נאמר לפי שהוא אומר ואיש אשר יתן שכבתו בבהמה בסקילה אתה אומר ,הבהמה שהו' נסקל שנאמר כל שוכב עם בהמה מות יומת ,15,10,81,81.0,1335,1335.0,0.6853932584269663,0.5,6,כל שוכב עם בהמה מות יומת,3070001049,15,10
ref-mek.7.17.3.2-ref-mek.7.17.3.15,ref-y.4.4.7.7.2.26-ref-y.4.4.7.7.2.32,350521,350585,ref-mek.7.17.3.2,ref-mek.7.17.3.15,3236323,3236358,ref-y.4.4.7.7.2.26,ref-y.4.4.7.7.2.32,ואיש אשר יתן שכבתו בכחמה מות יומת,ואיש אשר יתן שכבתו בכחמה מות יומת,7,7,1305,1305.0,1337,1337.0,0.0,0.0,7,ואיש אשר יתן שכבתו בכחמה מות יומת,3070001050,7,7
ref-mek.7.17.3.4-ref-mek.7.17.3.16,ref-y.4.4.7.7.2.299-ref-y.4.4.7.7.2.312,350529,350592,ref-mek.7.17.3.4,ref-mek.7.17.3.16,3237693,3237766,ref-y.4.4.7.7.2.299,ref-y.4.4.7.7.2.312,בהמה מות יומת למה נאמר לפי שהוא אומר ואיש אשר יתן שכבתו בבהמה ,ואשה אשר תעמד לפני בהמה לרבעה אותה והרגת את האשה ואת הבהמה מות יומתו ,9,14,1307,1307.0,1338,1335.0,0.7246376811594203,0.5384615384615384,2,בהמה מות,3070001051,9,14
ref-mek.7.17.3.1-ref-mek.7.17.3.20,ref-y.4.4.7.13.1.110-ref-y.4.4.7.13.1.122,350518,350617,ref-mek.7.17.3.1,ref-mek.7.17.3.20,3249777,3249839,ref-y.4.4.7.13.1.110,ref-y.4.4.7.13.1.122,כל שוכב עם בהמה מות יומת למה נאמר לפי שהוא אומר ואיש אשר יתן שכבתו בבהמה בסקילה אתה אומר בסקילה ,כל שוכב עם בהמה מות יומת מה מיתת הבהמה בסקילה אך כאן בסקילה ,16,13,1332,1330.0,1336,1335.0,0.4375,0.5294117647058824,8,כל שוכב עם בהמה מות יומת בסקילה בסקילה,3070001052,16,13
ref-mek.7.17.3.34-ref-mek.7.17.3.44,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.105,350693,350748,ref-mek.7.17.3.34,ref-mek.7.17.3.44,14071,14133,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.105,נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן ,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף כאן ,1,1,14,7.0,1340,1340.0,0.3442622950819672,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070001053,11,13
ref-mek.7.17.3.34-ref-mek.7.17.3.44,ref-y.1.2.3.6.1.7-ref-y.1.2.3.6.1.31,350693,350748,ref-mek.7.17.3.34,ref-mek.7.17.3.44,242024,242138,ref-y.1.2.3.6.1.7,ref-y.1.2.3.6.1.31,נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן ,נאמר כאן שדך ונאמר בכלאי' שדך מה שדך שנ' להלן בית רובע אף כאן בית רובע מה טעמ' דר' יהושע נאמר כאן שדך ונאמ' להלן ,1,23,174,169.0,1341,1340.0,0.6991150442477876,0.6666666666666667,7,נאמר כאן ונאמר מה להלן אף כאן,3070001054,11,23
ref-mek.7.17.3.34-ref-mek.7.17.3.44,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.18,350693,350748,ref-mek.7.17.3.34,ref-mek.7.17.3.44,1561422,1561492,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.18,נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן ,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן מלא קומץ אף כאן ,1,1,517,511.0,1342,1340.0,0.391304347826087,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070001055,11,14
ref-mek.7.17.3.34-ref-mek.7.17.3.44,ref-y.2.10.4.4.5.69-ref-y.2.10.4.4.5.81,350693,350748,ref-mek.7.17.3.34,ref-mek.7.17.3.44,1913238,1913298,ref-y.2.10.4.4.5.69,ref-y.2.10.4.4.5.81,נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן ,נאמר כאן בני ישראל ונאמר להלן בני ישראל מה להלן עשר' אף כאן ,1,1,653,647.0,1343,1340.0,0.3666666666666666,0.4444444444444444,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070001056,11,13
ref-mek.7.17.3.34-ref-mek.7.17.3.44,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.125,350693,350748,ref-mek.7.17.3.34,ref-mek.7.17.3.44,1928666,1928730,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.125,נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף כאן ,1,1,663,656.0,1344,1340.0,0.365079365079365,0.4444444444444444,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070001057,11,13
ref-mek.7.17.3.34-ref-mek.7.17.3.52,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.85,350693,350795,ref-mek.7.17.3.34,ref-mek.7.17.3.52,1930736,1930902,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.85,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן מעשר אף כאן מעשר ויביא כולם","נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן מעשר אף כאן מעשר ויביא כולם",7,7,674,674.0,1351,1351.0,0.0,0.0,35,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן מעשר אף כאן מעשר ויביא כולם",3070001058,35,35
ref-mek.7.17.3.34-ref-mek.7.17.3.44,ref-y.3.1.6.3.1.34-ref-y.3.1.6.3.1.51,350693,350748,ref-mek.7.17.3.34,ref-mek.7.17.3.44,2123162,2123246,ref-y.3.1.6.3.1.34,ref-y.3.1.6.3.1.51,נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן ,נאמר כאן חוייה ונאמר להלן ובת כהן כי תהיה לאיש זר מה הוייה שנ' להלן נישואין אף כאן ,1,3,739,732.0,1345,1340.0,0.4819277108433735,0.5833333333333333,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070001059,11,16
ref-mek.7.17.3.34-ref-mek.7.17.3.44,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.77,350693,350748,ref-mek.7.17.3.34,ref-mek.7.17.3.44,2206411,2206483,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.77,נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן ,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף כאן ,1,1,772,764.0,1346,1340.0,0.4225352112676056,0.5833333333333333,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070001060,11,15
ref-mek.7.17.3.34-ref-mek.7.17.3.44,ref-y.3.2.4.4.6.91-ref-y.3.2.4.4.6.103,350693,350748,ref-mek.7.17.3.34,ref-mek.7.17.3.44,2418731,2418790,ref-y.3.2.4.4.6.91,ref-y.3.2.4.4.6.103,נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן ,נאמר כאן שומה ונאמר להלן שומה מה שומה שנ' להלן ממון אף כאן ,1,1,911,906.0,1347,1340.0,0.3728813559322034,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070001061,11,13
ref-mek.7.17.3.34-ref-mek.7.17.3.44,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.140,350693,350748,ref-mek.7.17.3.34,ref-mek.7.17.3.44,2879134,2879199,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.140,נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן ,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן כגרים אף כאן ,1,1,1068,1061.0,1348,1340.0,0.3492063492063492,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070001062,11,13
ref-mek.7.17.3.34-ref-mek.7.17.3.44,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.70,350693,350748,ref-mek.7.17.3.34,ref-mek.7.17.3.44,3323464,3323537,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.70,נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן ,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן נשירה אף כאן ,1,1,1423,1416.0,1349,1340.0,0.4027777777777778,0.5454545454545454,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070001063,11,15
ref-mek.7.17.3.34-ref-mek.7.17.3.44,ref-y.4.6.4.1.6.11-ref-y.4.6.4.1.6.27,350693,350748,ref-mek.7.17.3.34,ref-mek.7.17.3.44,3368298,3368369,ref-y.4.6.4.1.6.11,ref-y.4.6.4.1.6.27,נאמר כאן הריגה ונאמר להלן הריגה מה להלן בסקילה אף כאן ,נאמר כאן שני ונאמר להלן על פי שנים עדים מה להלן על פי שנים עדים אף כאן ,1,1,1465,1459.0,1350,1340.0,0.4507042253521127,0.4444444444444444,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070001064,11,11
ref-mek.7.17.4.1-ref-mek.7.17.4.16,ref-y.2.1.7.2.7.162-ref-y.2.1.7.2.7.167,351054,351139,ref-mek.7.17.4.1,ref-mek.7.17.4.16,994141,994174,ref-y.2.1.7.2.7.162,ref-y.2.1.7.2.7.167,תשתחוה לאל אחר זובח לאלהים יחרם,תשתחוה לאל אחר זובח לאלהים יחרם,6,6,315,315.0,1353,1353.0,0.0,0.0,6,תשתחוה לאל אחר זובח לאלהים יחרם,3070001065,6,6
ref-mek.7.18.1.65-ref-mek.7.18.1.78,ref-y.1.11.3.3.15.34-ref-y.1.11.3.3.15.42,352173,352238,ref-mek.7.18.1.65,ref-mek.7.18.1.78,880603,880643,ref-y.1.11.3.3.15.34,ref-y.1.11.3.3.15.42,יגור אתכם גר בארצכם לא תונו אותו מה הגר,יגור אתכם גר בארצכם לא תונו אותו מה הגר,9,9,282,282.0,1355,1355.0,0.0,0.0,9,יגור אתכם גר בארצכם לא תונו אותו מה הגר,3070001066,9,9
ref-mek.7.18.1.147-ref-mek.7.18.1.156,ref-y.1.5.5.4.5.110-ref-y.1.5.5.4.5.117,352601,352657,ref-mek.7.18.1.147,ref-mek.7.18.1.156,476600,476637,ref-y.1.5.5.4.5.110,ref-y.1.5.5.4.5.117,שם ה' ולהיות לו לעבדים נקראו ישראל משרתים שנאמר ואתם ,ישראל אומרי' להן ברכנו אתכם בשם ה' לא ,10,8,206,206.0,1357,1357.0,0.7169811320754716,0.7692307692307692,1,ישראל,3070001067,10,8
ref-mek.7.18.1.220-ref-mek.7.18.1.226,ref-y.3.5.9.11.4.19-ref-y.3.5.9.11.4.25,353049,353081,ref-mek.7.18.1.220,ref-mek.7.18.1.226,2354088,2354120,ref-y.3.5.9.11.4.19,ref-y.3.5.9.11.4.25,הנה לא ינום ולא יישן שומר ישראל ,הנה לא ינום ולא יישן שומר ישראל ,1,1,873,870.0,1358,1358.0,0.0,0.0,7,הנה לא ינום ולא יישן שומר ישראל,3070001068,7,7
ref-mek.7.18.3.128-ref-mek.7.18.3.134,ref-y.3.5.1.10.5.108-ref-y.3.5.1.10.5.114,354780,354814,ref-mek.7.18.3.128,ref-mek.7.18.3.134,2265612,2265649,ref-y.3.5.1.10.5.108,ref-y.3.5.1.10.5.114,יבא שלום ינוחו על משכבם הולך נכוחו ,יבוא שלום ינוחו על משכבותם הולך נכוחו ,7,7,807,807.0,1359,1359.0,0.0789473684210526,0.25,5,שלום ינוחו על הולך נכוחו,3070001069,7,7
ref-mek.7.18.3.204-ref-mek.7.18.3.216,ref-y.3.5.1.7.4.88-ref-y.3.5.1.7.4.102,355153,355220,ref-mek.7.18.3.204,ref-mek.7.18.3.216,2258466,2258551,ref-y.3.5.1.7.4.88,ref-y.3.5.1.7.4.102,ומה אם מדת פורענות מעוטה כשיחיד צועק על הרבים כך מדה טובה ורבים ,מה אם מידת הפורענות מעוטה אבר אחד לוקה ושאר כל האיברים מרגישין מידת הטובה המרובה ,13,15,793,793.0,1360,1360.0,0.4444444444444444,0.736842105263158,2,אם מעוטה,3070001070,13,15
ref-mek.7.18.3.204-ref-mek.7.18.3.216,ref-y.3.5.3.4.3.23-ref-y.3.5.3.4.3.33,355153,355220,ref-mek.7.18.3.204,ref-mek.7.18.3.216,2282397,2282454,ref-y.3.5.3.4.3.23,ref-y.3.5.3.4.3.33,ומה אם מדת פורענות מעוטה כשיחיד צועק על הרבים כך מדה טובה ורבים ,מה אם מידת הפורענות מעוטה הרי היא מזכרת מידת הטוב מרובה ,13,11,817,817.0,1361,1360.0,0.46875,0.6428571428571428,2,אם מעוטה,3070001071,13,11
ref-mek.7.18.3.243-ref-mek.7.18.3.249,ref-y.1.5.6.1.1.42-ref-y.1.5.6.1.1.47,355351,355382,ref-mek.7.18.3.243,ref-mek.7.18.3.249,477089,477116,ref-y.1.5.6.1.1.42,ref-y.1.5.6.1.1.47,וחרה אף ה' בכם ועצר את השמים ,וחרה אף ה' בכם וגו' ושמתם ,7,6,208,207.0,1364,1362.0,0.2758620689655172,0.5555555555555556,4,וחרה אף ה' בכם,3070001072,7,6
ref-mek.7.18.3.235-ref-mek.7.18.3.249,ref-y.3.7.4.1.5.195-ref-y.3.7.4.1.5.201,355309,355382,ref-mek.7.18.3.235,ref-mek.7.18.3.249,2934560,2934592,ref-y.3.7.4.1.5.195,ref-y.3.7.4.1.5.201,וחרה אף יי' בכם ועצר את השמים,וחרה אף יי' בכם ועצר את השמים,7,7,1085,1085.0,1362,1362.0,0.0,0.0,7,וחרה אף יי' בכם ועצר את השמים,3070001073,7,7
ref-mek.7.18.3.235-ref-mek.7.18.3.249,ref-y.4.4.10.2.4.224-ref-y.4.4.10.2.4.230,355309,355382,ref-mek.7.18.3.235,ref-mek.7.18.3.249,3284048,3284080,ref-y.4.4.10.2.4.224,ref-y.4.4.10.2.4.230,וחרה אף יי' בכם ועצר את השמים,וחרה אף יי' בכם ועצר את השמים,7,7,1393,1393.0,1363,1363.0,0.0,0.0,7,וחרה אף יי' בכם ועצר את השמים,3070001074,7,7
ref-mek.7.18.3.289-ref-mek.7.18.3.295,ref-y.4.4.2.3.4.11-ref-y.4.4.2.3.4.17,355613,355651,ref-mek.7.18.3.289,ref-mek.7.18.3.295,3167987,3168026,ref-y.4.4.2.3.4.11,ref-y.4.4.2.3.4.17,ותהיין צרורות עד יום מותן אלמנות חיות ,ותהיינה צרורות עד יום מותן אלמנות חיות ,7,7,1214,1214.0,1367,1367.0,0.0512820512820512,0.0,6,צרורות עד יום מותן אלמנות חיות,3070001075,7,7
ref-mek.7.18.3.342-ref-mek.7.18.3.346,ref-y.2.9.4.2.14.142-ref-y.2.9.4.2.14.146,355898,355927,ref-mek.7.18.3.342,ref-mek.7.18.3.346,1808383,1808412,ref-y.2.9.4.2.14.142,ref-y.2.9.4.2.14.146,אמת ומשפט שלום שפטו בשעריכם ,אמת ומשפט שלום שפטו בשעריכם ,5,5,612,612.0,1370,1368.0,0.0,0.0,5,אמת ומשפט שלום שפטו בשעריכם,3070001076,5,5
ref-mek.7.18.3.338-ref-mek.7.18.3.347,ref-y.4.4.1.1.23.8-ref-y.4.4.1.1.23.32,355877,355934,ref-mek.7.18.3.338,ref-mek.7.18.3.347,3136494,3136606,ref-y.4.4.1.1.23.8,ref-y.4.4.1.1.23.32,משפט אמת שפטו ואומר אמת ומשפט שלום שפטו בשעריכם ואומר ,שנאמר אמת ומשפט שלום כל מקום שיש אמת אין משפט שלום יש שלום אין משפט אמת ואי זהו אמת שיש בו משפט שלום הוי אומר ,10,23,1193,1193.0,1369,1368.0,0.6272727272727273,0.5833333333333333,4,משפט אמת אמת שלום,3070001077,10,23
ref-mek.7.18.3.338-ref-mek.7.18.3.346,ref-y.4.4.1.1.24.36-ref-y.4.4.1.1.24.44,355877,355927,ref-mek.7.18.3.338,ref-mek.7.18.3.346,3136797,3136850,ref-y.4.4.1.1.24.36,ref-y.4.4.1.1.24.44,משפט אמת שפטו ואומר אמת ומשפט שלום שפטו בשעריכם ,משפט משפט אמורין בפרשה אמ' ומשפט שלום שפטו בשעריכם ,9,9,1194,1194.0,1368,1368.0,0.2941176470588235,0.5555555555555556,5,משפט ומשפט שלום שפטו בשעריכם,3070001078,9,9
ref-mek.7.18.3.384-ref-mek.7.18.3.392,ref-y.1.1.1.5.2.105-ref-y.1.1.1.5.2.110,356119,356163,ref-mek.7.18.3.384,ref-mek.7.18.3.392,21712,21742,ref-y.1.1.1.5.2.105,ref-y.1.1.1.5.2.110,למען ירבו ימיכם ואומר כי כימי העץ ימי עמי ,למען ירבו ימיכם וימי בניכם לא ,9,6,38,38.0,1372,1371.0,0.4285714285714285,0.5,3,למען ירבו ימיכם,3070001079,9,6
