,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-y,grp-ref-sifra,dam-lev,jac,id
2875,4049,ref-y.4.5.1.5.1.47-ref-y.4.5.1.5.1.56,ref-sifra.12.14-20.9.3-ref-sifra.12.14-20.9.12,3320766,3320820,500304,500312,ref-y.4.5.1.5.1.47,ref-y.4.5.1.5.1.56,611431,611483,92965,92973,ref-sifra.12.14-20.9.3,ref-sifra.12.14-20.9.12,דיני נפשות ולא נאמר דיני ממונות הייתי אומר דיני נפשות ,יהיה לכם כמשפט דיני נפשות דיני ממונות מה דיני נפשות ,8,8,3978.0,4047.0,0.5185185185185185,0.625,4060002876
2876,4050,ref-y.4.4.1.1.1.8-ref-y.4.4.1.1.1.23,ref-sifra.12.14-20.9.3-ref-sifra.12.14-20.9.14,3132226,3132311,470800,470814,ref-y.4.4.1.1.1.8,ref-y.4.4.1.1.1.23,611431,611499,92965,92975,ref-sifra.12.14-20.9.3,ref-sifra.12.14-20.9.14,והיו אלה לכם לחקת משפט הייתי אומר אחד דיני ממונות ואח' דיני נפשות בדרי שה ובחקירה ,יהיה לכם כמשפט דיני נפשות דיני ממונות מה דיני נפשות בדרישה וחקירה ,14,10,3487.0,4047.0,0.32926829268292684,0.7647058823529411,4060002877
2877,4051,ref-y.4.4.1.2.46.48-ref-y.4.4.1.2.46.59,ref-sifra.12.14-20.9.10-ref-sifra.12.14-20.9.25,3154341,3154415,474131,474142,ref-y.4.4.1.2.46.48,ref-y.4.4.1.2.46.59,611470,611561,92971,92985,ref-sifra.12.14-20.9.10,ref-sifra.12.14-20.9.25,מה מיתת בעלים בדרישה וחקירה בעשרים ושלשה אף מיתת השור בדרישה וחקירה ,מה דיני נפשות בדרישה וחקירה אף דיני ממונות בדרישה וחקירה אי מה דיני נפשות בעשרים ושלש ,11,14,3501.0,4047.0,0.5697674418604651,0.5454545454545454,4060002878
2878,4052,ref-y.1.2.8.6.2.20-ref-y.1.2.8.6.2.33,ref-sifra.12.14-20.9.22-ref-sifra.12.14-20.9.30,287543,287617,44768,44778,ref-y.1.2.8.6.2.20,ref-y.1.2.8.6.2.33,611537,611590,92982,92989,ref-sifra.12.14-20.9.22,ref-sifra.12.14-20.9.30,משלשה אנא חמי דיני ממונות בשלשה דיני נפשות לא כל שכן,דיני נפשות בעשרים ושלש אף דיני ממונות בעשרים,11,8,179.0,4047.0,0.75,0.6,4060002879
2879,4054,ref-y.3.2.4.4.11.57-ref-y.3.2.4.4.11.63,ref-sifra.12.14-20.10.15-ref-sifra.12.14-20.10.21,2421890,2421932,362581,362586,ref-y.3.2.4.4.11.57,ref-y.3.2.4.4.11.63,611689,611731,93002,93007,ref-sifra.12.14-20.10.15,ref-sifra.12.14-20.10.21,מלמד שבית דין מבפנים ובית הסקילה מבחוץ ,מלמד שבית דין מבפנים ובית הסקילה מבחוץ ,5,5,2964.0,4054.0,0.0,0.0,4060002880
2880,4055,ref-y.1.1.4.1.32.451-ref-y.1.1.4.1.32.460,ref-sifra.13.01-00.2.35-ref-sifra.13.01-00.2.40,94251,94309,15154,15163,ref-y.1.1.4.1.32.451,ref-y.1.1.4.1.32.460,612237,612270,93086,93091,ref-sifra.13.1-00.2.35,ref-sifra.13.1-00.2.40,חלקי מיושבי בית המדרש ובתי כניסיות ולא נתת חלקי בבתי ,ולא חילקו לבתי אבות חילקו לבתי ,9,5,65.0,4055.0,0.660377358490566,0.6666666666666667,4060002881
2881,4056,ref-y.4.4.7.5.5.46-ref-y.4.4.7.5.5.59,ref-sifra.13.1-00.6.33-ref-sifra.13.1-00.6.45,3230436,3230517,486155,486167,ref-y.4.4.7.5.5.46,ref-y.4.4.7.5.5.59,613205,613276,93222,93234,ref-sifra.13.1-00.6.33,ref-sifra.13.1-00.6.45,הזורע והזומר בכלל היו ולמה יצאו להקיש אליהם אלא מה הזורע והזומר מיוחדין,הזרע והזמיר בכלל היו ולמה יצאו להקיש להם מה זרע ו מיוחדים שהם,13,13,3799.0,4056.0,0.29577464788732394,0.30000000000000004,4060002882
2882,4057,ref-y.1.4.8.1.5.129-ref-y.1.4.8.1.5.143,ref-sifra.13.1-00.6.33-ref-sifra.13.1-00.6.45,429285,429363,66011,66025,ref-y.1.4.8.1.5.129,ref-y.1.4.8.1.5.143,613205,613276,93222,93234,ref-sifra.13.1-00.6.33,ref-sifra.13.1-00.6.45,הזרע והזמר בכלל היו ולמה יצאו להקיש אליהן ולומר לך מה זרע וזמר מיוחד שהן,הזרע והזמיר בכלל היו ולמה יצאו להקיש להם מה זרע וזמיר' מיוחדים שהם,15,13,252.0,4056.0,0.25,0.5,4060002883
2883,4058,ref-y.2.1.7.2.15.45-ref-y.2.1.7.2.15.61,ref-sifra.13.1-00.6.33-ref-sifra.13.1-00.6.45,998813,998901,149532,149548,ref-y.2.1.7.2.15.45,ref-y.2.1.7.2.15.61,613205,613276,93222,93234,ref-sifra.13.1-00.6.33,ref-sifra.13.1-00.6.45,הזרע והזמיר אף הן בכלל היו ולמה יצאו להקיש אליהן לו' לך מה הזרע והזמיר מיוחדין שהן,הזרע והזמיר בכלל היו ולמה יצאו להקיש להם מה זרע וזמיר' מיוחדים שהם,17,13,794.0,4056.0,0.25609756097560976,0.5625,4060002884
2884,4062,ref-y.4.4.7.9.2.17-ref-y.4.4.7.9.2.21,ref-sifra.13.01-00.6.35-ref-sifra.13.01-00.6.39,3241102,3241128,487720,487724,ref-y.4.4.7.9.2.17,ref-y.4.4.7.9.2.21,613219,613244,93224,93228,ref-sifra.13.1-00.6.35,ref-sifra.13.1-00.6.39,בכלל היתה ולמה יצאת להקיש ,בכלל היו ולמה יצאו להקיש ,4,4,3859.0,4056.0,0.11538461538461539,0.5,4060002885
2885,4063,ref-y.3.4.6.1.2.112-ref-y.3.4.6.1.2.123,ref-sifra.13.01-00.6.35-ref-sifra.13.01-00.6.44,2766930,2766988,414597,414606,ref-y.3.4.6.1.2.112,ref-y.3.4.6.1.2.123,613219,613271,93224,93233,ref-sifra.13.1-00.6.35,ref-sifra.13.1-00.6.44,בכלל היה ולמה יצאת מן הכלל ללמד לומר לך מה השתחויה מיוחדת ,בכלל היו ולמה יצאו להקיש להם מה זרע וזמיר' מיוחדים ,9,9,3123.0,4056.0,0.4827586206896552,0.8666666666666667,4060002886
2886,4064,ref-y.4.5.1.2.2.160-ref-y.4.5.1.2.2.181,ref-sifra.13.1-00.6.62-ref-sifra.13.1-00.6.76,3319070,3319175,500058,500073,ref-y.4.5.1.2.2.160,ref-y.4.5.1.2.2.181,613360,613433,93247,93260,ref-sifra.13.1-00.6.62,ref-sifra.13.1-00.6.76,היא שנת השבע היא שנת חשמיטה ומה תלמוד לומר קרבה שנת השבע שנת השמיטה שלא תאמר,תהיה עולה למנין שני שבוע תלמוד לומר שש שנים תזרע שדך ושש שנים תזמר,16,14,3975.0,4064.0,0.5394736842105263,0.8333333333333334,4060002887
2887,4066,ref-y.1.4.8.1.7.7-ref-y.1.4.8.1.7.16,ref-sifra.13.01-00.6.69-ref-sifra.13.01-00.6.76,429861,429910,66088,66097,ref-y.1.4.8.1.7.7,ref-y.1.4.8.1.7.16,613397,613433,93253,93260,ref-sifra.13.1-00.6.69,ref-sifra.13.1-00.6.76,שש שני' תזרע שדך לא בשביעית ושש שני' תזמור כרמך ,שש שנים תזרע שדך ושש שנים תזמר כרמך ,9,7,261.0,4064.0,0.2916666666666667,0.375,4060002888
2888,4067,ref-y.3.7.1.2.5.110-ref-y.3.7.1.2.5.118,ref-sifra.13.01-00.6.79-ref-sifra.13.01-00.6.87,2835459,2835507,424999,425005,ref-y.3.7.1.2.5.110,ref-y.3.7.1.2.5.118,613444,613493,93263,93271,ref-sifra.13.1-00.6.79,ref-sifra.13.1-00.6.87,עולה ממיניין שני שבוע ברם כמאן דאמר היובל עולה ,עולות ממנין שני שבוע ואין שנת היובל עולה למנין ,6,8,3234.0,4067.0,0.44680851063829785,0.375,4060002889
2889,4068,ref-y.4.6.3.5.1.80-ref-y.4.6.3.5.1.98,ref-sifra.13.01-00.6.79-ref-sifra.13.01-00.7.1,3359562,3359668,506135,506153,ref-y.4.6.3.5.1.80,ref-y.4.6.3.5.1.98,613444,613507,93263,93274,ref-sifra.13.1-00.6.79,ref-sifra.13.1-00.7.1,"ונעלם ממנו ונעלמה ממנו שבועה או יכול ונעלם ממנו החפיץ א""ל בשבועה ונעלם ממנו על העלם שבועה חייב ואינו ",עולות ממנין שני שבוע ואין שנת היובל עולה למנין שני שבוע מנין ,18,11,4200.0,4067.0,0.6336633663366337,0.6923076923076923,4060002890
2890,4069,ref-y.4.1.7.1.3.27-ref-y.4.1.7.1.3.42,ref-sifra.13.01-00.6.80-ref-sifra.13.01-00.6.89,2999097,2999182,450119,450131,ref-y.4.1.7.1.3.27,ref-y.4.1.7.1.3.42,613450,613502,93264,93273,ref-sifra.13.1-00.6.80,ref-sifra.13.1-00.6.89,ממנו ותפשו בעלים את השני ונשבע להן אין תימר מוציאין מן השיני מביא קרבן על השבועה ,ממנין שני שבוע ואין שנת היובל עולה למנין שני שבוע ,12,9,3433.0,4067.0,0.6419753086419753,0.7142857142857143,4060002891
2891,4070,ref-y.1.7.5.2.4.54-ref-y.1.7.5.2.4.63,ref-sifra.13.01-00.7.10-ref-sifra.13.01-00.7.18,687430,687487,103953,103960,ref-y.1.7.5.2.4.54,ref-y.1.7.5.2.4.63,613565,613620,93281,93287,ref-sifra.13.1-00.7.10,ref-sifra.13.1-00.7.18,כונסה אותה ב שביעית תלמוד לומר ואספת את תבואתהה בשביעית ,כונסן אתה בשביעית תלמוד לומר ואספת את תבואתה בשביעית ,7,6,429.0,4070.0,0.07142857142857142,0.25,4060002892
2892,4071,ref-y.1.5.2.5.2.121-ref-y.1.5.2.5.2.136,ref-sifra.13.1-00.8.9-ref-sifra.13.1-00.8.22,464843,464932,71423,71438,ref-y.1.5.2.5.2.121,ref-y.1.5.2.5.2.136,613657,613730,93291,93304,ref-sifra.13.1-00.8.9,ref-sifra.13.1-00.8.22,ששה זרעים ושבעה אסיפין לא ששה זרעין וחמשה אסיפין התיבון הרי פול המצרי שהרי ששה זרעים,שש שנים תזרע שדך ואספת ששה זרעים וששה אסיפים לא ששה זרעים ושבעה אסיפים,16,14,284.0,4071.0,0.5833333333333334,0.7142857142857143,4060002893
2893,4072,ref-y.1.4.8.1.7.7-ref-y.1.4.8.1.7.13,ref-sifra.13.01-00.8.9-ref-sifra.13.01-00.8.18,429861,429894,66088,66094,ref-y.1.4.8.1.7.7,ref-y.1.4.8.1.7.13,613657,613706,93291,93300,ref-sifra.13.1-00.8.9,ref-sifra.13.1-00.8.18,שש שני' תזרע שדך לא בשביעית ושש ,שש שנים תזרע שדך ואספת ששה זרעים וששה אסיפים לא ,6,9,261.0,4071.0,0.4583333333333333,0.6666666666666667,4060002894
2894,4074,ref-y.1.5.2.5.2.99-ref-y.1.5.2.5.2.108,ref-sifra.13.1-00.8.9-ref-sifra.13.1-00.8.22,464727,464783,71403,71412,ref-y.1.5.2.5.2.99,ref-y.1.5.2.5.2.108,613657,613730,93291,93304,ref-sifra.13.1-00.8.9,ref-sifra.13.1-00.8.22,ואספת ששה זרעין וששה אסיפין לא ששה זרעין ושבעה אסיפין,שש שנים תזרע שדך ואספת ששה זרעים וששה אסיפים לא ששה זרעים ושבעה אסיפים,10,14,282.0,4071.0,0.3,0.375,4060002895
2895,4077,ref-y.1.7.5.2.4.41-ref-y.1.7.5.2.4.60,ref-sifra.13.01-00.9.1-ref-sifra.13.01-00.9.18,687362,687467,103945,103958,ref-y.1.7.5.2.4.41,ref-y.1.7.5.2.4.60,613731,613829,93305,93318,ref-sifra.13.1-00.9.1,ref-sifra.13.1-00.9.18,רבי יונתן בי רבי יוסי אומר מניין לתבואה שהביאה שליש לפני ראש השנה כונסה אותה ב שביעית תלמוד לומר ואספת ,ר' יונתן בן יוסף אומר מנין לתבואה שהביאה שליש לפני ראש השנה כונסה אתה בשביעית תלמוד לומר ואספת ,13,13,429.0,4077.0,0.10679611650485436,0.2222222222222222,4060002896
2896,4078,ref-y.1.5.5.1.2.71-ref-y.1.5.5.1.2.87,ref-sifra.13.1-01.1.21-ref-sifra.13.1-01.1.39,469880,469971,72137,72153,ref-y.1.5.5.1.2.71,ref-y.1.5.5.1.2.87,613963,614068,93338,93354,ref-sifra.13.1-01.1.21,ref-sifra.13.1-01.1.39,בנות שוה שביעית שלהן שנייה שהן עושות לשלש שנים על דעתך מה שעשו בשביעית יהו שביעית והוא,בנות שוח שביעית שלהם שניה מפני שהם עושות לשלש שנים ר' יהודה אומר הפרסיות שביעית שלהם מוצאי,17,17,291.0,4078.0,0.4,0.736842105263158,4060002897
2897,4080,ref-y.1.5.5.1.6.7-ref-y.1.5.5.1.6.19,ref-sifra.13.01-01.1.27-ref-sifra.13.01-01.1.42,471517,471585,72391,72403,ref-y.1.5.5.1.6.7,ref-y.1.5.5.1.6.19,613994,614085,93344,93357,ref-sifra.13.1-01.1.27,ref-sifra.13.1-01.1.42,הן עושות לשנה אחת אמר להן והרי עמכם בציפורין והן עושות לשתי שנים ,שהם עושות לשלש שנים ר' יהודה אומר הפרסיות שביעית שלהם מוצאי שביעית שהם עושות לשתי שנים ,12,13,293.0,4078.0,0.4942528735632184,0.7647058823529411,4060002898
2898,4081,ref-y.1.2.7.4.2.33-ref-y.1.2.7.4.2.47,ref-sifra.13.01-01.1.27-ref-sifra.13.01-01.1.46,278184,278261,43468,43482,ref-y.1.2.7.4.2.33,ref-y.1.2.7.4.2.47,613994,614101,93344,93359,ref-sifra.13.1-01.1.27,ref-sifra.13.1-01.1.46,הן עושות יותר לשנה הבאה ואמר אוף הכא מכיון שהוא מרבעה היא עושה יותר לשנה ,שהם עושות לשלש שנים ר' יהודה אומר הפרסיות שביעית שלהם מוצאי שביעית שהם עושות לשתי שנים אמרו לו לא אמרו ,14,15,176.0,4078.0,0.6310679611650486,0.85,4060002899
2899,4082,ref-y.1.5.5.1.2.29-ref-y.1.5.5.1.2.40,ref-sifra.13.01-01.1.27-ref-sifra.13.01-01.1.47,469655,469718,72103,72114,ref-y.1.5.5.1.2.29,ref-y.1.5.5.1.2.40,613994,614105,93344,93360,ref-sifra.13.1-01.1.27,ref-sifra.13.1-01.1.47,שהוא עושה שתי גרנות בשנה אבל באילן שהוא עושה גורן אחד בשנה ,שהם עושות לשלש שנים ר' יהודה אומר הפרסיות שביעית שלהם מוצאי שביעית שהם עושות לשתי שנים אמרו לו לא אמרו אלא ,11,16,290.0,4078.0,0.719626168224299,0.8333333333333334,4060002900
2900,4083,ref-y.1.5.8.5.4.140-ref-y.1.5.8.5.4.184,ref-sifra.13.01-01.3.14-ref-sifra.13.01-01.3.60,505003,505241,77354,77396,ref-y.1.5.8.5.4.140,ref-y.1.5.8.5.4.184,614884,615134,93394,93440,ref-sifra.13.1-01.3.14,ref-sifra.13.1-01.3.60,ואת עינבי נזיריך לא תבצור מן השמור בארץ אין את בוצר בוצר את מן המובקר לא תבצור כדרך הבוצרין מיכן אמרו תאנים של שביעית אין קוצין אותן במוקצה אבל קוצה הוא בחרבה אין דורכין ענבים בגת אבל הוא דורך בעריב' אין עושין זתים בבד ובקוטבי ,ואת ענבי נזירך לא תבצור מן השמור בארץ אין אתה בוצר אבל אתה בוצר מן ההפקר לא תבצור לא תבצור כדרך הבוצרים מיכן אמרו תאנים של שביעית אין קוצים אותם במוקצה אבל קוצה אותה בחורבה אין דורכים ענבים בגת אבל דורכים בעריבה אין עושים זיתים בבד ובקוטב ,42,46,317.0,4083.0,0.1799163179916318,0.1724137931034483,4060002901
2901,4084,ref-y.1.5.9.6.1.7-ref-y.1.5.9.6.1.35,ref-sifra.13.1-01.6.55-ref-sifra.13.1-01.7.5,517044,517202,79202,79222,ref-y.1.5.9.6.1.7,ref-y.1.5.9.6.1.35,615976,616128,93562,93583,ref-sifra.13.1-01.6.55,ref-sifra.13.1-01.7.5,ואכלו אביוני עמך זיתרם מה טעמא דרבי יוסי ואכלו אביוני עמך ויתרם תני רבי שמעון אומר עשירין אוכלין מן האוצר אחר,ואכלו אביוני עמך העניים אוכלים אחר הביעור ולא עשירים דברי ר' יהודה ר' יוסי אומר אחד עניים ואחד עשירים אוכלים אחר הביעור,21,22,327.0,4084.0,0.5882352941176471,0.6956521739130435,4060002902
2902,4086,ref-y.1.5.5.2.2.21-ref-y.1.5.5.2.2.39,ref-sifra.13.01-01.6.58-ref-sifra.13.01-01.6.75,471836,471938,72439,72451,ref-y.1.5.5.2.2.21,ref-y.1.5.5.2.2.39,615994,616093,93565,93578,ref-sifra.13.1-01.6.58,ref-sifra.13.1-01.6.75,העניים אוכלין אחר הביעור אבל לא עשירים דברי רבי יודה רבי יוסה אומר אחד עניים ואחד עשירים אוכלין אחר ,העניים אוכלים אחר הביעור ולא עשירים דברי ר' יהודה ר' יוסי אומר אחד עניים ואחד עשירים אוכלים אחר ,12,13,294.0,4084.0,0.12,0.2857142857142857,4060002903
2903,4088,ref-y.1.7.2.4.5.17-ref-y.1.7.2.4.5.33,ref-sifra.13.01-01.8.6-ref-sifra.13.01-01.8.19,663701,663791,100453,100467,ref-y.1.7.2.4.5.17,ref-y.1.7.2.4.5.33,616263,616338,93603,93614,ref-sifra.13.1-01.8.6,ref-sifra.13.1-01.8.19,מה אם השור שאינו אוכל במחובר הרי הוא אוכל בתלוש אדם שהוא אוכל במחובר אינו דין שיאכל ,ומה אם חיה שאינה ברשותך הרי היא אוכלת בהמה שהיא ברשותך אינו דין שתאכל ,14,11,390.0,4088.0,0.42857142857142855,0.625,4060002904
2904,4089,ref-y.1.5.8.1.1.15-ref-y.1.5.8.1.1.30,ref-sifra.13.01-01.8.9-ref-sifra.13.01-01.8.36,497793,497877,76280,76291,ref-y.1.5.8.1.1.15,ref-y.1.5.8.1.1.30,616275,616433,93606,93626,ref-sifra.13.1-01.8.9,ref-sifra.13.1-01.8.36,אדם ואוכלי בהמ' היו בפרשה מה חמית מימר אוכלי אדם אין עושין מהן מלוגמא ואוכלי בהמה ,שאינה ברשותך הרי היא אוכלת בהמה שהיא ברשותך אינו דין שתאכל אילו כן הייתי אומר יכנוס לבהמה ותהא אוכלת לעולם מה אני מקיים ביעור פירות שביעית' בפירות אדם ,11,20,307.0,4088.0,0.7152317880794702,0.8461538461538461,4060002905
2905,4090,ref-y.1.5.9.2.1.3-ref-y.1.5.9.2.1.23,ref-sifra.13.1-01.8.47-ref-sifra.13.1-01.9.5,512280,512390,78454,78472,ref-y.1.5.9.2.1.3,ref-y.1.5.9.2.1.23,616494,616608,93637,93655,ref-sifra.13.1-01.8.47,ref-sifra.13.1-01.9.5,ולבהמתך ולחיה אשר בארצך כו' כל זמן שחיה אוכלת מן השדה הבהמה אוכלת מן הבית כלה לחיה מן השדה,בהמה לחיה כל זמן שחיה אוכלת בשדה בהמה אוכלת בבית כלה לחיה שבשדה לבהמתך שבבית אשר בארצך מה שבארצך,19,19,319.0,4090.0,0.6458333333333334,0.5263157894736843,4060002906
2906,4092,ref-y.1.5.7.1.1.70-ref-y.1.5.7.1.1.77,ref-sifra.13.01-01.10.1-ref-sifra.13.01-01.10.8,490555,490590,75267,75274,ref-y.1.5.7.1.1.70,ref-y.1.5.7.1.1.77,616734,616770,93673,93680,ref-sifra.13.1-01.10.1,ref-sifra.13.1-01.10.8,תהיה אף להד לקת הנר ולצבוע בה צבע ,תהיה אף להדלקת הנר אף לצבוע בה צבע ,7,7,300.0,4092.0,0.11428571428571428,0.5,4060002907
2907,4093,ref-y.1.5.8.1.2.54-ref-y.1.5.8.1.2.63,ref-sifra.13.1-01.11.83-ref-sifra.13.1-01.11.92,498629,498686,76404,76413,ref-y.1.5.8.1.2.54,ref-y.1.5.8.1.2.63,617372,617427,93785,93794,ref-sifra.13.1-01.11.83,ref-sifra.13.1-01.11.92,"מיני מלוגמיו' שעושין מהן מלוגמ' לאדם לא כ""ש שתעשה מהן",ולא לעשות ממנה זלפין ולא לעשות ממנה מלוגמא ולא לעשות,10,10,314.0,4093.0,0.7924528301886793,1.0,4060002908
2908,4095,ref-y.2.8.1.2.2.3-ref-y.2.8.1.2.2.11,ref-sifra.13.2-00.1.1-ref-sifra.13.2-00.1.34,1645534,1645577,245253,245261,ref-y.2.8.1.2.2.3,ref-y.2.8.1.2.2.11,617468,617636,93801,93830,ref-sifra.13.2-00.1.1,ref-sifra.13.2-00.1.34,וספרת לך שבע שבתות שנים שבע שנים שבע פעמים,וספרת לך בבית דין שבע שבתות יכול שבע שבתות ימים תלמוד לומר שבע שבתות שנים אי שבע שבתות שנים יכול יספור שבע שמיטות זו אחרי זו ויעשה יובל תלמוד לומר,9,30,1883.0,4095.0,0.726027397260274,0.7222222222222222,4060002909
2909,4097,ref-y.2.8.4.3.2.28-ref-y.2.8.4.3.2.38,ref-sifra.13.02-00.1.37-ref-sifra.13.02-00.2.11,1679730,1679784,250518,250528,ref-y.2.8.4.3.2.28,ref-y.2.8.4.3.2.38,617643,617744,93833,93847,ref-sifra.13.2-00.1.37,ref-sifra.13.2-00.2.11,שבעה בלא שבת אמר לון שניא היא דכתיב ולקחתם לכם ביום ,שנאמרו שני כתובים הללו ואם לאו לא שמענו ומנין שיספור לשני שבוע תלמוד לומר והיו לך ימי שבע שבתות ,10,14,1925.0,4097.0,0.7291666666666666,0.7222222222222222,4060002910
2910,4098,ref-y.2.8.3.5.2.16-ref-y.2.8.3.5.2.29,ref-sifra.13.02-00.3.3-ref-sifra.13.02-00.3.24,1673200,1673279,249522,249533,ref-y.2.8.3.5.2.16,ref-y.2.8.3.5.2.29,618057,618183,93890,93901,ref-sifra.13.2-00.3.3,ref-sifra.13.2-00.3.24,שופר עד כדון יובל ראש השנה והעברת שופר תרועה בעשור לחדש ביום הכיפורים שאין ,בשופר תלמוד לומר והעברת שופר אין לי אלא ביובל בראש השנה מנין תלמוד לומר והעברת שופר תרועה בעשור לחדש ביום הכפורים שאין ,11,11,1919.0,4098.0,0.4117647058823529,0.3529411764705882,4060002911
2911,4099,ref-y.2.8.3.5.2.1-ref-y.2.8.3.5.2.33,ref-sifra.13.2-00.4.1-ref-sifra.13.2-00.4.35,1673107,1673304,249509,249536,ref-y.2.8.3.5.2.1,ref-y.2.8.3.5.2.33,618293,618503,93916,93938,ref-sifra.13.2-00.4.1,ref-sifra.13.2-00.4.35,מניין שהיא פשוטה לפניה תלמוד לומר והעברת שופר ומניין שהיא פשוטה לאחריה תלמוד לו' תעבירו שופר עד כדון יובל ראש השנה והעברת שופר תרועה בעשור לחדש ביום הכיפורים,ומנין שהיא פשוטה לפניה תלמוד לומר והעברת שופר תרועה ומנין שפשוטה לאחריה תלמוד לומר תעבירו שופר אין לי אלא ביובל בראש השנה מנין,28,23,1919.0,4099.0,0.40764331210191085,0.375,4060002912
2912,4101,ref-y.4.4.1.2.9.73-ref-y.4.4.1.2.9.90,ref-sifra.13.02-00.5.69-ref-sifra.13.02-02.1.19,3141291,3141378,472192,472203,ref-y.4.4.1.2.9.73,ref-y.4.4.1.2.9.90,619043,619156,94014,94029,ref-sifra.13.2-00.5.69,ref-sifra.13.2-02.1.19,בית דין חורון תני רבי שמעון בן יוחי וקדשתם את שנת החמשים שנה שנים אתה מקדש ולא חדשים ,בבית דין בלבד וקדשתם את שנת החמשים שנה מה תלמוד לומר לפי שנאמר בעשור לחדש יכול אין שנה מתקדשת אלא בעשור לחדש ,11,15,3488.0,4101.0,0.6422018348623854,0.6666666666666667,4060002913
2913,4102,ref-y.2.8.2.4.7.15-ref-y.2.8.2.4.7.25,ref-sifra.13.2-02.1.1-ref-sifra.13.2-02.1.29,1663379,1663440,248025,248034,ref-y.2.8.2.4.7.15,ref-y.2.8.2.4.7.25,619058,619213,94016,94038,ref-sifra.13.2-02.1.1,ref-sifra.13.2-02.1.29,או' וקדשתם את שנת החמשים שנה שנים מקדשין ואין מקדשין,וקדשתם את שנת החמשים שנה מה תלמוד לומר לפי שנאמר בעשור לחדש יכול אין שנה מתקדשת אלא בעשור לחדש כשהוא אומר מלמד שהיא,10,23,1898.0,4101.0,0.6782608695652174,0.7222222222222222,4060002914
2914,4103,ref-y.4.6.1.5.1.129-ref-y.4.6.1.5.1.134,ref-sifra.13.02-02.1.3-ref-sifra.13.02-02.1.18,3341878,3341906,503498,503503,ref-y.4.6.1.5.1.129,ref-y.4.6.1.5.1.134,619069,619151,94017,94028,ref-sifra.13.2-02.1.3,ref-sifra.13.2-02.1.18,שני' עשר לשני' עשר חדשי שנה ,שנת החמשים שנה מה תלמוד לומר לפי שנאמר בעשור לחדש יכול אין שנה מתקדשת אלא בעשור ,5,11,4151.0,4101.0,0.7125,0.7692307692307692,4060002915
2915,4105,ref-y.3.6.4.3.3.140-ref-y.3.6.4.3.3.179,ref-sifra.13.02-02.2.17-ref-sifra.13.02-02.3.39,2647886,2648113,396829,396867,ref-y.3.6.4.3.3.140,ref-y.3.6.4.3.3.179,619536,619772,94084,94123,ref-sifra.13.2-02.2.17,ref-sifra.13.2-02.3.39,לכל יושביה בזמן שיושבין עליה ולא בזמן שגלו מתוכה היו עליה ולא היו מעורבבין שבט יהודה בבנימן ושבט בנימן ביהודה יכול יהא היובל נוהג תלמוד לומר יושביה לכל יושביה נמצאת אומר כיון שגלו שבט ראובן וגד וחצי שבט מנשה בטלו ,בכל מדינה יושביה בזמן שיושביה עליה ולא בזמן שגלו מתוכה היו עליה אבל היו מעורבבים שבט יהודה בבנימין ושבט בנימין ביהודה יכול יהיה היובל נוהג תלמוד לומר יושביה' לכל יושביה נמצאת אומר כיון שגלו שבט ראובן וגד וחצי שבט מנשה בטלו ,38,39,3047.0,4105.0,0.07623318385650224,0.2142857142857143,4060002916
2916,4106,ref-y.1.5.10.2.2.119-ref-y.1.5.10.2.2.157,ref-sifra.13.02-02.3.1-ref-sifra.13.02-02.3.39,523916,524142,80209,80246,ref-y.1.5.10.2.2.119,ref-y.1.5.10.2.2.157,619547,619772,94086,94123,ref-sifra.13.2-02.3.1,ref-sifra.13.2-02.3.39,יושביה בזמן שיושביה עליה לא בזמן שגלו מתוכה היו עליה אבל היו מעורבבין שבט יהודה בבנימן ושבט בנימן ביהודה יכול יהו היובילות נוהגין תלמוד לומר יושביה לכל יושביה נמצאת אומר כיון שגלו שבט ראובן וגד וחצי שבט המנשה בטלו ,יושביה בזמן שיושביה עליה ולא בזמן שגלו מתוכה היו עליה אבל היו מעורבבים שבט יהודה בבנימין ושבט בנימין ביהודה יכול יהיה היובל נוהג תלמוד לומר יושביה' לכל יושביה נמצאת אומר כיון שגלו שבט ראובן וגד וחצי שבט מנשה בטלו ,37,37,337.0,4105.0,0.06074766355140187,0.2857142857142857,4060002917
2917,4107,ref-y.4.4.10.5.4.110-ref-y.4.4.10.5.4.115,ref-sifra.13.02-02.3.33-ref-sifra.13.02-02.3.38,3306231,3306260,498067,498072,ref-y.4.4.10.5.4.110,ref-y.4.4.10.5.4.115,619738,619767,94117,94122,ref-sifra.13.2-02.3.33,ref-sifra.13.2-02.3.38,שבט ראובן וגד וחצי שבט מנשה ,שבט ראובן וגד וחצי שבט מנשה ,5,5,3963.0,4105.0,0.0,0.0,4060002918
