baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-mek,baseOrder,grp-ref-m,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-m.4.9.6.10.91-ref-m.4.9.6.10.99,ref-mek.3.9.5.137-ref-mek.3.9.5.145,621853,621888,ref-m.4.9.6.10.91,ref-m.4.9.6.10.99,172773,172808,ref-mek.3.9.5.137,ref-mek.3.9.5.145,עד יעבור עמך ה' עד יעבור עם זו קנית ,עד יעבור עמך ה' עד יעבור עם זו קנית ,9,9,170,170.0,355,355.0,0.0,0.0,36,עד יעבור עמך ה' עד יעבור עם זו קנית ,0.0,1030000268
ref-m.4.9.6.10.97-ref-m.4.9.6.10.114,ref-mek.3.9.5.167-ref-mek.3.9.5.182,621878,621969,ref-m.4.9.6.10.97,ref-m.4.9.6.10.114,172914,172997,ref-mek.3.9.5.167,ref-mek.3.9.5.182,עם זו קנית ואומר לקדושים אשר בארץ המה ואדירי כל חפצי בם בית המקדש קנין אחד מנין שנאמר ,עם זו קנית שמים וארץ נקראו קנין שנאמר קונה שמים וארץ בית המקדש נקרא קנין שנאמר ,18,16,173,171.0,356,355.0,0.5232558139534884,0.6,53,עם זו קנית ואר קוי שאר המ ואר בית המקדש נא נין שנאמר ,0.38372093023255816,1030000269
ref-m.4.9.6.11.21-ref-m.4.9.6.11.25,ref-mek.3.10.2.5-ref-mek.3.10.2.33,622150,622175,ref-m.4.9.6.11.21,ref-m.4.9.6.11.25,174944,175082,ref-mek.3.10.2.5,ref-mek.3.10.2.33,ה' ימלוך לעולם ועד ר'_יוסי_הגלילי_אומר אילו אמרו ישראל על הים ה' מלך לעולם ועד לא היה אומה ולשון שולטת בהן לעולם אלא אמרו ה' ימלוך לעולם ועד,ה' ימלוך לעולם ועד ר'_יוסי_הגלילי_אומר אילו אמרו ישראל על הים ה' מלך לעולם ועד לא היה אומה ולשון שולטת בהן לעולם אלא אמרו ה' ימלוך לעולם,27,26,178,177.0,358,358.0,0.02857142857142857,0.0,136,ה' ימלוך לעולם ועד ר'_יוסי_הגלילי_אומר אילו אמרו ישראל על הים ה' מלך לעולם ועד לא היה אומה ולשון שולטת בהן לעולם אלא אמרו ה' ימלוך לעולם,0.02857142857142858,1030000270
ref-m.4.9.6.11.22-ref-m.4.9.6.11.25,ref-mek.3.10.2.58-ref-mek.3.10.2.61,622157,622175,ref-m.4.9.6.11.22,ref-m.4.9.6.11.25,175211,175229,ref-mek.3.10.2.58,ref-mek.3.10.2.61,ה' ימלוך לעולם ועד ,ה' ימלוך לעולם ועד ,4,4,180,180.0,361,357.0,0.0,0.0,19,ה' ימלוך לעולם ועד ,0.0,1030000271
ref-m.4.9.6.11.20-ref-m.4.9.6.11.24,ref-mek.5.3.1.56-ref-mek.5.3.1.66,622143,622171,ref-m.4.9.6.11.20,ref-m.4.9.6.11.24,218065,218124,ref-mek.5.3.1.56,ref-mek.5.3.1.66,עשיתיו ואומר ה' ימלוך לעולם ,כשעשה לדור המבול שנאמר ה' למבול ישב וישב ה' מלך לעולם ,5,11,202,202.0,357,357.0,0.5925925925925926,0.8181818181818181,23,עשו ואמר ה' מלוך לעולם ,0.5740740740740741,1030000272
ref-m.4.9.6.11.44-ref-m.4.9.6.11.47,ref-mek.1.17.1.445-ref-mek.1.17.1.448,622268,622284,ref-m.4.9.6.11.44,ref-m.4.9.6.11.47,64226,64242,ref-mek.1.17.1.445,ref-mek.1.17.1.448,ה' חפץ למען צדקו ,ה' חפץ למען צדקו ,4,4,79,78.0,363,362.0,0.0,0.0,17,ה' חפץ למען צדקו ,0.0,1030000273
ref-m.4.9.6.11.43-ref-m.4.9.6.11.50,ref-mek.7.18.1.325-ref-mek.7.18.1.332,622261,622303,ref-m.4.9.6.11.43,ref-m.4.9.6.11.50,353580,353622,ref-mek.7.18.1.325,ref-mek.7.18.1.332,שנאמר ה' חפץ למען צדקו יגדיל תורה ויאדיר ,שנאמר ה' חפץ למען צדקו יגדיל תורה ויאדיר ,8,8,399,398.0,362,362.0,0.0,0.0,41,שנאמר ה' חפץ למען צדקו יגדיל תורה ויאדיר ,0.0,1030000274
ref-m.4.10.1.4.41-ref-m.4.10.1.4.57,ref-mek.1.7.2.108-ref-mek.1.7.2.117,623586,623672,ref-m.4.10.1.4.41,ref-m.4.10.1.4.57,21247,21289,ref-mek.1.7.2.108,ref-mek.1.7.2.117,ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן עד ,ונאמר להלן לילה מה להלן עד חצות אף כאן עד ,17,10,32,32.0,369,364.0,0.573170731707317,0.5833333333333333,36,ונאמר להלן ה מה להלן עד ו אף כאן עד ,0.5609756097560976,1030000275
ref-m.4.10.1.4.41-ref-m.4.10.1.4.57,ref-mek.1.14.1.50-ref-mek.1.14.1.59,623586,623672,ref-m.4.10.1.4.41,ref-m.4.10.1.4.57,47367,47409,ref-mek.1.14.1.50,ref-mek.1.14.1.59,ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן עד ,ונאמר להלן חצות מה להלן עד חצות אף כאן עד ,17,10,66,66.0,370,364.0,0.5853658536585366,0.5454545454545454,35,ונאמר להלן  מה להלן עד ו אף כאן עד ,0.5731707317073171,1030000276
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-mek.1.18.4.282-ref-mek.1.18.4.303,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,19,22,100,100.0,365,364.0,0.5225225225225225,0.736842105263158,62,נאמר כאן ה ונאמר להלן ה מה  האמור להלן  יו ם ר  אף  האמור כאן ,0.4414414414414415,1030000277
ref-m.4.10.1.4.38-ref-m.4.10.1.4.47,ref-mek.5.3.2.18-ref-mek.5.3.2.27,623571,623620,ref-m.4.10.1.4.38,ref-m.4.10.1.4.47,220672,220723,ref-mek.5.3.2.18,ref-mek.5.3.2.27,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן ,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן ,10,10,205,205.0,364,364.0,0.28,0.4285714285714286,37,נאמר כאן  ונאמר להלן  מה  האמור להלן ,0.26,1030000278
ref-m.4.10.1.4.44-ref-m.4.10.1.4.61,ref-mek.6.8.3.167-ref-mek.6.9.1.6,623602,623699,ref-m.4.10.1.4.44,ref-m.4.10.1.4.61,270930,271007,ref-mek.6.8.3.167,ref-mek.6.9.1.6,מה להלן עד שעושה מעשה אף כאן עד שעושה מעשה וכל העם רואים את הקולות רואין,מה להלן עד שעושה מעשה אף כאן עד שעושה מעשה וכל העם רואים את הקולות רואין,16,16,234,234.0,371,371.0,0.0,0.0,72,מה להלן עד שעושה מעשה אף כאן עד שעושה מעשה וכל העם רואים את הקולות רואין,0.0,1030000279
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-mek.7.1.2.114-ref-mek.7.1.2.132,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,19,17,254,254.0,366,364.0,0.43010752688172044,0.6666666666666667,65,נאמר כאן ע ונאמר להלן ע מה ע האמור להלן  יראלהור אף עד האמור כאן ,0.30107526881720426,1030000280
ref-m.4.10.1.4.41-ref-m.4.10.1.4.56,ref-mek.7.4.2.154-ref-mek.7.4.2.166,623586,623669,ref-m.4.10.1.4.41,ref-m.4.10.1.4.56,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,16,13,280,280.0,367,364.0,0.4430379746835443,0.6153846153846154,47,ונאמר להלן  מה  האמור להלן אי אה אף  האמור כאן ,0.40506329113924056,1030000281
ref-m.4.10.1.4.41-ref-m.4.10.1.4.56,ref-mek.7.10.1.43-ref-mek.7.10.1.58,623586,623669,ref-m.4.10.1.4.41,ref-m.4.10.1.4.56,319878,319953,ref-mek.7.10.1.43,ref-mek.7.10.1.58,ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,ונאמר להלן שור מה שור האמור בסיני עשה בו כל בהמה כשור אף שור האמור כאן ,16,16,298,298.0,368,364.0,0.4050632911392405,0.6666666666666667,49,ונאמר להלן  מה  האמור  עשהו כל הור אף  האמור כאן ,0.379746835443038,1030000282
ref-m.5.1.1.1.2-ref-m.5.1.1.1.17,ref-mek.1.12.1.177-ref-mek.1.12.1.192,627622,627709,ref-m.5.1.1.1.2,ref-m.5.1.1.1.17,40821,40907,ref-mek.1.12.1.177,ref-mek.1.12.1.192,הזבחים שנזבחו שלא לשמן כשרים אלא שלא עלו לבעלים לשם חובה חוץ מן הפסח ומן החטאת ,הזבחים שלא נזבחו לשמן כשרין אלא שלא עלו לשום חובה לבעלים חוץ מן הפסח ומן החטאת ,16,16,53,53.0,373,373.0,0.27848101265822783,0.23529411764705888,67,הזבחים שנזבחו לשמן כשרי אלא שלא עלו לשם חובה חוץ מן הפסח ומן החטאת ,0.15189873417721522,1030000283
ref-m.5.1.1.3.40-ref-m.5.1.1.3.56,ref-mek.1.12.1.177-ref-mek.1.12.1.192,628398,628495,ref-m.5.1.1.3.40,ref-m.5.1.1.3.56,40821,40907,ref-mek.1.12.1.177,ref-mek.1.12.1.192,הזבחים הנאכלים שנזבחו שלא לשמן כשרים אלא שלא עלו לבעלים משום חובה חוץ מן הפסח ומן החטאת ,הזבחים שלא נזבחו לשמן כשרין אלא שלא עלו לשום חובה לבעלים חוץ מן הפסח ומן החטאת ,17,16,54,53.0,374,374.0,0.29545454545454547,0.2777777777777778,69,הזבחים ל נזבחו לשמן כשרי אלא שלא עלו לשום חובה חוץ מן הפסח ומן החטאת ,0.21590909090909094,1030000284
ref-m.5.1.6.1.11-ref-m.5.1.6.1.24,ref-mek.6.11.1.262-ref-mek.6.11.1.269,635796,635881,ref-m.5.1.6.1.11,ref-m.5.1.6.1.24,280279,280333,ref-mek.6.11.1.262,ref-mek.6.11.1.269,לצפון כצפון ומחצי המזבח לדרום כדרום,מחצי המזבח לצפון כצפון ומחצי המזבח לדרום כדרום,6,8,243,243.0,375,375.0,0.2391304347826087,0.19999999999999996,35,לצפון כצפון ומחצי המזבח לדרום כדרום,0.23913043478260865,1030000285
ref-m.5.1.7.6.20-ref-m.5.1.7.6.41,ref-mek.8.2.1.155-ref-mek.8.2.1.170,639903,640027,ref-m.5.1.7.6.20,ref-m.5.1.7.6.41,362315,362400,ref-mek.8.2.1.155,ref-mek.8.2.1.170,מה אם נבלת בהמה שהיא מטמאה במגע ובמשא שחיטתה מטהרת את טריפתה מטומאתה נבלת העוף שאינה מטמאה במגע ובמשא אינו דין שתהא ,מה נבלה שהיא מטמאה במשא הרי היא מותרת בהנאה טרפה שאינה מטמאה במשא אינו דין שתהא ,22,16,413,413.0,377,377.0,0.4224137931034483,0.7142857142857143,69,מה נבלה שהיא מטמאה במשא יה מרת א טרפה שאינה מטמאה במשא אינו דין שתהא ,0.4051724137931034,1030000286
ref-m.5.1.7.6.22-ref-m.5.1.7.6.38,ref-mek.8.5.1.260-ref-mek.8.5.1.272,639909,640012,ref-m.5.1.7.6.22,ref-m.5.1.7.6.38,378364,378441,ref-mek.8.5.1.260,ref-mek.8.5.1.272,נבלת בהמה שהיא מטמאה במגע ובמשא שחיטתה מטהרת את טריפתה מטומאתה נבלת העוף שאינה מטמאה במגע ובמשא ,בנבלה שהיא מטמאה במשא לפיכך אסורה באכילה תאמר_בבשר_בחלב שאינו מטמא במשא ,17,11,444,443.0,378,377.0,0.53125,0.8421052631578947,48,נבלה שהיא מטמאה במשא י ארה אה בל שאינ מטמא במשא ,0.5,1030000287
ref-m.5.1.9.1.29-ref-m.5.1.9.1.58,ref-mek.6.11.2.329-ref-mek.6.11.3.27,643409,643545,ref-m.5.1.9.1.29,ref-m.5.1.9.1.58,282953,283097,ref-mek.6.11.2.329,ref-mek.6.11.3.27,עליו פורענות ולא תעלה במעלות על מזבחי מכאן אמרו עשה כבש למזבח אין_לי_אלא עלייה ירידה מנין_תלמוד_לומר_לא תגלה ערותך עליו הא לא עליה ולא ירידה,עליו פורענות ולא תעלה במעלות על מזבחי מכאן אמרו עשה כבש למזבח אין_לי_אלא עלייה ירידה מנין_תלמוד_לומר_לא תגלה ערותך עליו הא לא עליה ולא ירידה,24,24,250,250.0,379,379.0,0.0,0.0,140,עליו פורענות ולא תעלה במעלות על מזבחי מכאן אמרו עשה כבש למזבח אין_לי_אלא עלייה ירידה מנין_תלמוד_לומר_לא תגלה ערותך עליו הא לא עליה ולא ירידה,0.0,1030000288
ref-m.5.1.9.1.63-ref-m.5.1.9.1.77,ref-mek.6.11.3.10-ref-mek.6.11.3.27,643566,643628,ref-m.5.1.9.1.63,ref-m.5.1.9.1.77,283011,283097,ref-mek.6.11.3.10,ref-mek.6.11.3.27,למזבח אם עלתה לא תרד אף כל_דבר_שהוא ראוי למזבח אם עלה לא ירד ,למזבח אין_לי_אלא עלייה ירידה מנין_תלמוד_לומר_לא תגלה ערותך עליו הא לא עליה ולא ירידה ,13,13,252,249.0,381,381.0,0.5882352941176471,0.7857142857142857,39,למזבח א עלה רד _ד_וא רו ל א עלה לא ירד ,0.5411764705882354,1030000289
ref-m.5.1.9.2.45-ref-m.5.1.9.2.53,ref-mek.1.17.1.261-ref-mek.1.17.1.273,644087,644133,ref-m.5.1.9.2.45,ref-m.5.1.9.2.53,63340,63408,ref-mek.1.17.1.261,ref-mek.1.17.1.273,בקדש הקדש מקבלו לא היה פסולו בקדש אין הקדש ,תקדיש הקדישו שתקבל שכר או אם הקדישו מקודש ואם לא הקדישו אינו מקודש ,9,13,77,76.0,382,382.0,0.5223880597014925,0.75,33,קדש הקדש קבלו א הי וו קדש אי קדש ,0.5074626865671642,1030000290
ref-m.5.1.9.4.17-ref-m.5.1.9.4.25,ref-mek.6.11.1.206-ref-mek.6.11.1.220,644426,644476,ref-m.5.1.9.4.17,ref-m.5.1.9.4.25,279966,280052,ref-mek.6.11.1.206,ref-mek.6.11.1.220,עולה שעלתה חיה לראש המזבח תרד שחטה בראש המזבח ,עולותיך הבשר והדם על מזבח ה' אלהיך הבשר והדם בראש המזבח ואין שחיטה בראש המזבח ,9,15,242,242.0,383,383.0,0.5,0.7142857142857143,39,עול שעל חה לראש המזבח  שחטה בראש המזבח ,0.5,1030000291
ref-m.5.1.11.3.5-ref-m.5.1.11.3.25,ref-mek.6.3.1.222-ref-mek.6.3.1.240,647400,647507,ref-m.5.1.11.3.5,ref-m.5.1.11.3.25,244582,244689,ref-mek.6.3.1.222,ref-mek.6.3.1.240,הבגד אינו טעון כבוס מן הקרן ומן היסוד אינו טעון כבוס נשפך על הרצפה ואספו אינו טעון כבוס אין טעון כבוס ,שאין טעונין כיבוס בגדים טעונין טבילה וכאן שהוא טעון כיבוס בגדים אינו_דין_שיהא טעון טבילה אין כיבוס בגדים ,21,17,217,217.0,384,384.0,0.6285714285714286,0.8333333333333334,56,אי טעון כבוס ן ה ון הוא טעון כבוס  אינו טעון ב אין כבוס ,0.4666666666666667,1030000292
ref-m.5.1.11.3.38-ref-m.5.1.11.3.57,ref-mek.6.3.1.222-ref-mek.6.3.1.243,647572,647678,ref-m.5.1.11.3.38,ref-m.5.1.11.3.57,244582,244708,ref-mek.6.3.1.222,ref-mek.6.3.1.243,שאין טעונין כיבוס בגדים טעונין טבילה וכאן שהוא טעון כיבוס בגדים אינו_דין_שיהא טעון טבילה אין כיבוס בגדים בתורה שאינו טעון,שאין טעונין כיבוס בגדים טעונין טבילה וכאן שהוא טעון כיבוס בגדים אינו_דין_שיהא טעון טבילה אין כיבוס בגדים בתורה שאינו טעון,20,20,218,218.0,385,385.0,0.0,0.0,121,שאין טעונין כיבוס בגדים טעונין טבילה וכאן שהוא טעון כיבוס בגדים אינו_דין_שיהא טעון טבילה אין כיבוס בגדים בתורה שאינו טעון,0.0,1030000293
ref-m.5.1.12.5.1-ref-m.5.1.12.5.6,ref-mek.7.10.1.485-ref-mek.7.10.1.489,649853,649895,ref-m.5.1.12.5.1,ref-m.5.1.12.5.6,322206,322242,ref-mek.7.10.1.485,ref-mek.7.10.1.489,פרים הנשרפים ושעירים הנשרפים בזמן שהם ,פרים הנשרפים ושעירים הנשרפים שהן ,6,5,300,300.0,387,387.0,0.15789473684210525,0.5,32,פרים הנשרפים ושעירים הנשרפים שה ,0.1578947368421053,1030000294
ref-m.5.2.1.1.4-ref-m.5.2.1.1.13,ref-mek.1.12.1.178-ref-mek.1.12.1.188,655305,655356,ref-m.5.2.1.1.4,ref-m.5.2.1.1.13,40829,40886,ref-mek.1.12.1.178,ref-mek.1.12.1.188,שלא לשמן כשרות אלא שלא עלו לבעלים משום חובה חוץ ,שלא נזבחו לשמן כשרין אלא שלא עלו לשום חובה לבעלים חוץ ,10,11,57,53.0,388,388.0,0.4074074074074074,0.2727272727272727,39,שלא לשמן כשר אלא שלא עלו לשום חובה חוץ ,0.2777777777777778,1030000295
ref-m.5.2.6.4.11-ref-m.5.2.6.4.24,ref-mek.4.6.4.10-ref-mek.4.6.4.23,665781,665870,ref-m.5.2.6.4.11,ref-m.5.2.6.4.24,197994,198074,ref-mek.4.6.4.10,ref-mek.4.6.4.23,לשנים ושנים לארבעה ומבדיל מנחת כהנים כופל אחד לשנים ושנים לארבעה ואינו מבדיל מנחת ,בשנת הארבעים תלמוד לומר ויניחהו אהרן אימתי נעשה הארון בשנה שניה כך לא הניחו ,14,14,196,196.0,389,389.0,0.7073170731707317,1.0,35,שנ ארבע מד מ ניו א יי עה או ביל נח ,0.5731707317073171,1030000296
ref-m.5.2.7.5.32-ref-m.5.2.7.6.40,ref-mek.1.5.1.106-ref-mek.1.5.2.31,668175,668417,ref-m.5.2.7.5.32,ref-m.5.2.7.6.40,13648,13886,ref-mek.1.5.1.106,ref-mek.1.5.2.31,להביא מין אחר מה_תלמוד_לומר מן הכבשים ומן העזים מזה_בפני_עצמו ומזה_בפני_עצמו והיה לכם להביא פסח דורות שלא יבוא אלא מן הכשבים ומן העזים דברי_ר'_אליעזר ר'_יאשיה_אומר תקחו למה_נאמר_לפי_שנאמר וזבחת פסח לה' אלהיך צאן ובקר צאן לפסח,להביא מין אחר מה_תלמוד_לומר מן הכבשים ומן העזים מזה_בפני_עצמו ומזה_בפני_עצמו והיה לכם להביא פסח דורות שלא יבוא אלא מן הכשבים ומן העזים דברי_ר'_אליעזר ר'_יאשיה_אומר תקחו למה_נאמר_לפי_שנאמר וזבחת פסח לה' אלהיך צאן ובקר צאן לפסח,34,34,18,17.0,390,390.0,0.0,0.0,225,להביא מין אחר מה_תלמוד_לומר מן הכבשים ומן העזים מזה_בפני_עצמו ומזה_בפני_עצמו והיה לכם להביא פסח דורות שלא יבוא אלא מן הכשבים ומן העזים דברי_ר'_אליעזר ר'_יאשיה_אומר תקחו למה_נאמר_לפי_שנאמר וזבחת פסח לה' אלהיך צאן ובקר צאן לפסח,0.0,1030000297
ref-m.5.2.7.6.11-ref-m.5.2.7.6.26,ref-mek.1.5.2.117-ref-mek.1.5.2.151,668273,668354,ref-m.5.2.7.6.11,ref-m.5.2.7.6.26,14312,14489,ref-mek.1.5.2.117,ref-mek.1.5.2.151,אמור אם כן מה_תלמוד_לומר וזבחת פסח לה' אלהיך צאן ובקר צאן לפסח ובשר לחגיגה ר'_עקיבא_אומר כתוב_אחד_אומר וזבחת פסח לה' אלהיך צאן ובקר וכתוב אחר אומר מן הכשבים ומן העזים,אמור אם כן מה_תלמוד_לומר וזבחת פסח לה' אלהיך צאן ובקר צאן לפסח ובשר לחגיגה ר'_עקיבא_אומר כתוב_אחד_אומר וזבחת פסח לה' אלהיך צאן ובקר וכתוב אחר אומר מן הכשבים ומן העזים,29,29,19,19.0,391,391.0,0.0,0.0,166,אמור אם כן מה_תלמוד_לומר וזבחת פסח לה' אלהיך צאן ובקר צאן לפסח ובשר לחגיגה ר'_עקיבא_אומר כתוב_אחד_אומר וזבחת פסח לה' אלהיך צאן ובקר וכתוב אחר אומר מן הכשבים ומן העזים,0.0,1030000298
ref-m.5.2.7.6.18-ref-m.5.2.7.6.26,ref-mek.1.12.4.6-ref-mek.1.12.4.14,668311,668354,ref-m.5.2.7.6.18,ref-m.5.2.7.6.26,43926,43972,ref-mek.1.12.4.6,ref-mek.1.12.4.14,והלא אין פסח בא אלא מן הכבשים ומן העזים ,פסח דורות שלא יביא אלא מן הכבשים ומן העזים ,9,9,62,62.0,395,390.0,0.32558139534883723,0.33333333333333337,32,ולא יבא אלא מן הכבשים ומן העזים ,0.2558139534883721,1030000299
ref-m.5.2.8.2.15-ref-m.5.2.8.2.22,ref-mek.8.3.4.37-ref-mek.8.3.4.44,668995,669037,ref-m.5.2.8.2.15,ref-m.5.2.8.2.22,369443,369483,ref-mek.8.3.4.37,ref-mek.8.3.4.44,כיצד נרה שנה וזורעה שנה נרה שנה וזורעה,כיצד נרה שנה וזורעה שנה נרה שנה וזורעה,8,8,425,425.0,396,396.0,0.0,0.0,38,כיצד נרה שנה וזורעה שנה נרה שנה וזורעה,0.0,1030000300
ref-m.5.2.10.7.1-ref-m.5.2.10.7.6,ref-mek.1.9.1.32-ref-mek.1.9.1.37,675469,675517,ref-m.5.2.10.7.1,ref-m.5.2.10.7.6,29079,29126,ref-mek.1.9.1.32,ref-mek.1.9.1.37,החטים והשעורים והכוסמין ושבולת שועל והשיפון ,החטים והשעורים והכוסמים ושבולת שועל ושיפון ,6,6,37,36.0,398,398.0,0.045454545454545456,0.2857142857142857,42,החטים והשעורים והכוסמי ושבולת שועל ושיפון ,0.045454545454545414,1030000301
ref-m.5.2.10.7.1-ref-m.5.2.10.7.6,ref-mek.1.18.2.30-ref-mek.1.18.2.35,675469,675517,ref-m.5.2.10.7.1,ref-m.5.2.10.7.6,70245,70292,ref-mek.1.18.2.30,ref-mek.1.18.2.35,החטים והשעורים והכוסמין ושבולת שועל והשיפון ,החטים והשעורים והכסומים ושבולת שועל ושיפון ,6,6,95,93.0,399,398.0,0.06818181818181818,0.2857142857142857,41,החטים והשעורים והכסמי ושבולת שועל ושיפון ,0.06818181818181823,1030000302
ref-m.5.2.12.1.6-ref-m.5.2.12.1.15,ref-mek.7.10.3.124-ref-mek.7.10.3.131,679400,679451,ref-m.5.2.12.1.6,ref-m.5.2.12.1.15,326201,326241,ref-mek.7.10.3.124,ref-mek.7.10.3.131,קדשן בכלי יש להם פדיון משקדשו בכלי אין להם פדיון ,קדשים יש להם פדיון וקדשים אין להם פדיון ,10,8,324,324.0,400,400.0,0.2857142857142857,0.5,37,קדשי יש להם פדיון קדשי אין להם פדיון ,0.24489795918367352,1030000303
ref-m.5.3.4.4.85-ref-m.5.3.4.4.99,ref-mek.8.5.1.399-ref-mek.8.5.1.416,691210,691282,ref-m.5.3.4.4.85,ref-m.5.3.4.4.99,379120,379207,ref-mek.8.5.1.399,ref-mek.8.5.1.416,לא_אם_אמרת בבהמה טמאה שלא היתה לה שעת הכושר תאמר בטרפה שהיתה לה שעת ,לא_אם_אמרת בערלה שלא היתה לה שעת היתר לפיכך אסורה בהנאה תאמר_בבשר_בחלב שהיתה לו שעת ,13,14,446,446.0,401,401.0,0.42857142857142855,0.6875,54,לא_אם_אמרת בה שלא היתה לה שעת הכור תאמרבר שהיתה ל שעת ,0.3571428571428571,1030000304
ref-m.5.3.8.4.59-ref-m.5.3.8.4.82,ref-mek.8.4.7.137-ref-mek.8.4.7.154,698034,698155,ref-m.5.3.8.4.59,ref-m.5.3.8.4.82,376501,376599,ref-mek.8.4.7.137,ref-mek.8.4.7.154,במשא אם_למדת_על טהורה שאסורה להתבשל בחלבה יכול אף טומאה אסור להתבשל בחלבה תלמוד לומר בחלב אמו,במשא אם_למדת_על טהורה שאסורה להתבשל בחלבה יכול אף טומאה אסור להתבשל בחלבה תלמוד לומר בחלב אמו,16,16,438,438.0,404,404.0,0.0,0.0,93,במשא אם_למדת_על טהורה שאסורה להתבשל בחלבה יכול אף טומאה אסור להתבשל בחלבה תלמוד לומר בחלב אמו,0.0,1030000305
ref-m.5.3.8.4.31-ref-m.5.3.8.4.88,ref-mek.8.5.1.62-ref-mek.8.5.1.109,697891,698179,ref-m.5.3.8.4.31,ref-m.5.3.8.4.88,377394,377633,ref-mek.8.5.1.62,ref-mek.8.5.1.109,בשלשה מקומות פרט לחיה פרט לבהמה פרט לעוף רבי יוסי_הגלילי_אומר נאמר לא תאכלו כל נבלה ונאמר לא_תבשל_גדי_בחלב_אמו את שאסור בנבלה אסור לבשל בחלב עוף שאסור משום נבלה יכול יהא אסור לבשל בחלב תלמוד לומר בחלב אמו יצא עוף שאין לו חלב אם,בשלשה מקומות פרט לחיה פרט לבהמה פרט לעוף רבי יוסי_הגלילי_אומר נאמר לא תאכלו כל נבלה ונאמר לא_תבשל_גדי_בחלב_אמו את שאסור בנבלה אסור לבשל בחלב עוף שאסור משום נבלה יכול יהא אסור לבשל בחלב תלמוד לומר בחלב אמו יצא עוף שאין לו חלב אם,42,42,441,441.0,402,402.0,0.0,0.0,227,בשלשה מקומות פרט לחיה פרט לבהמה פרט לעוף רבי יוסי_הגלילי_אומר נאמר לא תאכלו כל נבלה ונאמר לא_תבשל_גדי_בחלב_אמו את שאסור בנבלה אסור לבשל בחלב עוף שאסור משום נבלה יכול יהא אסור לבשל בחלב תלמוד לומר בחלב אמו יצא עוף שאין לו חלב אם,0.0,1030000306
ref-m.5.3.12.3.77-ref-m.5.3.12.3.90,ref-mek.2.1.1.13-ref-mek.2.1.1.26,703677,703745,ref-m.5.3.12.3.77,ref-m.5.3.12.3.90,82798,82867,ref-mek.2.1.1.13,ref-mek.2.1.1.26,שלח תשלח אמר הריני נוטל את האם ומשלח את הבנים חייב לשלח שנאמר שלח ,לשלחם וישלחם יצחק הפה שאמר גם את ישראל לא אשלח הוא שאמר אנכי אשלח ,14,14,110,110.0,406,406.0,0.696969696969697,0.8888888888888888,34,שלח שלח י  א ם את י לשלח שאמר שלח ,0.48484848484848486,1030000307
ref-m.5.4.1.5.2-ref-m.5.4.1.5.18,ref-mek.1.19.3.4-ref-mek.1.19.3.18,705189,705287,ref-m.5.4.1.5.2,ref-m.5.4.1.5.18,79131,79217,ref-mek.1.19.3.4,ref-mek.1.19.3.18,תפדה בשה בשה ולא בעגל ולא בחיה ולא בשחוטה ולא בטרופה ולא בכוי ולא בכלאים,תפדה בשה בשה ולא בעגל ולא בחיה ולא בשחוטה ולא בטרופה ולא בכוי ולא בכלאים,15,15,103,103.0,407,407.0,0.0,0.0,72,תפדה בשה בשה ולא בעגל ולא בחיה ולא בשחוטה ולא בטרופה ולא בכוי ולא בכלאים,0.0,1030000308
