baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-sifra,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifra.11.4-10.14.42-ref-sifra.11.4-10.14.55,ref-y.3.5.7.3.3.40-ref-y.3.5.7.3.3.54,518149,518222,ref-sifra.11.4-10.14.42,ref-sifra.11.4-10.14.55,2318273,2318351,ref-y.3.5.7.3.3.40,ref-y.3.5.7.3.3.54,ונאמר להלן זימה מה זימה שנאמרה להלן עשה למטה כלמעלה אף זימה שנאמר כאן ,ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן ,1,1,2798,2758.0,3155,3153.0,0.5131578947368421,0.6666666666666667,6,ונאמר להלן מה להלן אף כאן,4070002442,14,15
ref-sifra.11.4-10.14.45-ref-sifra.11.4-10.15.8,ref-y.4.4.7.13.1.67-ref-y.4.4.7.13.1.85,518166,518279,ref-sifra.11.4-10.14.45,ref-sifra.11.4-10.15.8,3249569,3249658,ref-y.4.4.7.13.1.67,ref-y.4.4.7.13.1.85,מה זימה שנאמרה להלן עשה למטה כלמעלה אף זימה שנאמר כאן כשה למטה כלמעלה באש ישרפו אותו ואתהן את אחת מהן דברי ,מה לא תחיה שנאמר להלן מיתה בחרב אף לא תחיה שנאמר כאן מיתה בחרב אמר רבי עקיבה מן הדבר ,22,8,3931,3914.0,3158,3153.0,0.5887850467289719,0.6470588235294117,5,מה להלן אף שנאמר כאן,4070002443,22,19
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.105,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,14071,14133,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.105,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף כאן ,1,1,29,4.0,3183,3159.0,0.2727272727272727,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4070002444,13,13
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.1.2.3.6.1.7-ref-y.1.2.3.6.1.31,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,242024,242138,ref-y.1.2.3.6.1.7,ref-y.1.2.3.6.1.31,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן שדך ונאמר בכלאי' שדך מה שדך שנ' להלן בית רובע אף כאן בית רובע מה טעמ' דר' יהושע נאמר כאן שדך ונאמ' להלן ,1,1,158,155.0,3184,3159.0,0.6902654867256637,0.6666666666666667,7,נאמר כאן ונאמר מה להלן אף כאן,4070002445,13,25
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.42,ref-y.1.4.8.1.2.5-ref-y.1.4.8.1.2.20,518626,518689,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.42,427265,427339,ref-y.1.4.8.1.2.5,ref-y.1.4.8.1.2.20,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף ,נאמר כאן פן תקדש ונאמר להלן פן תוקדש בו מה פן האמור להלן אסור בחנייה אף ,1,1,237,214.0,3174,3159.0,0.4305555555555556,0.5454545454545454,7,נאמר כאן ונאמר להלן מה להלן אף,4070002446,12,16
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.1.7.2.4.9.110-ref-y.1.7.2.4.9.128,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,665158,665252,ref-y.1.7.2.4.9.110,ref-y.1.7.2.4.9.128,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן נפשו ונאמר להלן נפשו דכתיב ואליו הוא נושא את נפשו מה נפשו האמורה להלן שכרו אף כאן ,1,1,414,391.0,3185,3159.0,0.5054945054945055,0.6153846153846154,9,נאמר כאן ונאמר להלן מה האמורה להלן אף כאן,4070002447,13,19
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.42,ref-y.1.9.2.1.11.70-ref-y.1.9.2.1.11.84,518626,518689,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.42,779725,779795,ref-y.1.9.2.1.11.70,ref-y.1.9.2.1.11.84,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף ,נאמר כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן עשויה בשמן אף ,1,5,541,531.0,3175,3159.0,0.4264705882352941,0.6153846153846154,7,נאמר כאן ונאמר להלן מה להלן אף,4070002448,12,15
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.42,ref-y.1.11.2.3.5.3-ref-y.1.11.2.3.5.14,518626,518689,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.42,873523,873582,ref-y.1.11.2.3.5.3,ref-y.1.11.2.3.5.14,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף ,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן שלמים אף ,1,1,685,664.0,3176,3159.0,0.3548387096774194,0.6363636363636364,6,כאן ונאמר להלן מה להלן אף,4070002449,12,12
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.42,ref-y.2.3.5.1.1.35-ref-y.2.3.5.1.1.51,518626,518689,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.42,1290200,1290290,ref-y.2.3.5.1.1.35,ref-y.2.3.5.1.1.51,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף ,נאמר כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן משש שעות ולמעלן אף ,1,5,935,924.0,3177,3159.0,0.4883720930232558,0.5,7,נאמר כאן ונאמר להלן מה להלן אף,4070002450,12,17
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.40,ref-y.2.5.2.4.3.22-ref-y.2.5.2.4.3.33,518626,518680,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.40,1416081,1416145,ref-y.2.5.2.4.3.22,ref-y.2.5.2.4.3.33,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן ,נאמר כאן עריכה ונאמר להלן וערך הכהן אותם מה עריכה שנאמר להלן ,1,1,1237,1220.0,3162,3159.0,0.3278688524590163,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,4070002451,10,12
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.42,ref-y.2.5.8.1.2.162-ref-y.2.5.8.1.2.177,518626,518689,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.42,1477978,1478067,ref-y.2.5.8.1.2.162,ref-y.2.5.8.1.2.177,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף ,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן עינוי רעבון אף ,1,4,1526,1510.0,3178,3159.0,0.5232558139534884,0.6153846153846154,7,נאמר כאן ונאמר להלן מה להלן אף,4070002452,12,16
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.40,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.1.126,518626,518680,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.40,1493692,1493742,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.1.126,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,1598,1580.0,3163,3159.0,0.3584905660377358,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,4070002453,10,10
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.18,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,1561422,1561492,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.18,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן מלא קומץ אף כאן ,1,1,1685,1660.0,3186,3159.0,0.2753623188405797,0.5,9,נאמר כאן ונאמר להלן מה האמורה להלן אף כאן,4070002454,13,14
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.40,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.20,518626,518680,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.40,1595673,1595752,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.20,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן ,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן ,1,15,1753,1749.0,3164,3159.0,0.5064935064935064,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,4070002455,10,15
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.40,ref-y.2.8.1.1.12.202-ref-y.2.8.1.1.12.211,518626,518680,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.40,1641869,1641919,ref-y.2.8.1.1.12.202,ref-y.2.8.1.1.12.211,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,1844,1827.0,3165,3159.0,0.3584905660377358,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,4070002456,10,10
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.40,ref-y.2.8.1.1.12.263-ref-y.2.8.1.1.12.272,518626,518680,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.40,1642172,1642222,ref-y.2.8.1.1.12.263,ref-y.2.8.1.1.12.272,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמ' להלן ,1,1,1872,1853.0,3166,3159.0,0.3773584905660377,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,4070002457,10,10
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.42,ref-y.2.10.1.1.3.68-ref-y.2.10.1.1.3.86,518626,518689,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.42,1836010,1836105,ref-y.2.10.1.1.3.68,ref-y.2.10.1.1.3.86,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף ,נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות יהושע בן נון אף ,1,4,1981,1964.0,3179,3159.0,0.532608695652174,0.6666666666666667,7,נאמר כאן ונאמר להלן מה להלן אף,4070002458,12,19
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.2.10.4.4.5.69-ref-y.2.10.4.4.5.81,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,1913238,1913298,ref-y.2.10.4.4.5.69,ref-y.2.10.4.4.5.81,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן בני ישראל ונאמר להלן בני ישראל מה להלן עשר' אף כאן ,1,1,2066,2054.0,3187,3159.0,0.4242424242424242,0.4444444444444444,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4070002459,13,13
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.125,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,1928666,1928730,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.125,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף כאן ,1,1,2105,2082.0,3188,3159.0,0.2575757575757575,0.4444444444444444,9,נאמר כאן ונאמר להלן מה האמורה להלן אף כאן,4070002460,13,13
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.78,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,1930736,1930868,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.78,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה","נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",1,1,2136,2136.0,3189,3189.0,0.0,0.0,28,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",4070002461,28,28
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.2.12.1.3.1.81-ref-y.2.12.1.3.1.103,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,1930879,1930993,ref-y.2.12.1.3.1.81,ref-y.2.12.1.3.1.103,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,אף כאן מעשר ויביא כולם מן המעשר עולא בר ישמעאל אמר נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן ,1,4,2199,2199.0,3191,3189.0,0.7,0.7058823529411764,6,נאמר כאן ונאמר להלן מה להלן,4070002462,13,23
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.40,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.17,518626,518680,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.40,2056186,2056257,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.17,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן ,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן ,1,1,2343,2343.0,3167,3167.0,0.5,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,4070002463,10,14
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.40,ref-y.3.1.1.1.23.35-ref-y.3.1.1.1.23.47,518626,518680,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.40,2056345,2056416,ref-y.3.1.1.1.23.35,ref-y.3.1.1.1.23.47,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן ,נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ,1,1,2364,2364.0,3168,3167.0,0.4117647058823529,0.7,5,כאן ונאמר להלן מה להלן,4070002464,10,13
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.3.1.6.3.1.34-ref-y.3.1.6.3.1.51,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,2123162,2123246,ref-y.3.1.6.3.1.34,ref-y.3.1.6.3.1.51,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן חוייה ונאמר להלן ובת כהן כי תהיה לאיש זר מה הוייה שנ' להלן נישואין אף כאן ,1,1,2444,2440.0,3192,3159.0,0.4457831325301205,0.5833333333333333,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4070002465,13,18
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.77,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,2206411,2206483,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.77,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף כאן ,1,1,2601,2577.0,3193,3159.0,0.3380281690140845,0.5833333333333333,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4070002466,13,15
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.3.5.2.1.8.8-ref-y.3.5.2.1.8.31,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,2267819,2267942,ref-y.3.5.2.1.8.8,ref-y.3.5.2.1.8.31,מה מנחת שנאמר להלן שעורין אף בן שעורין אמר רבי לעזר נאמר כאן אביב ונאמר במצרים אביב מה אביב האמור במצרים שעורין אף כאן,מה מנחת שנאמר להלן שעורין אף בן שעורין אמר רבי לעזר נאמר כאן אביב ונאמר במצרים אביב מה אביב האמור במצרים שעורין אף כאן,10,10,2637,2637.0,3180,3180.0,0.0,0.0,22,מה מנחת שנאמר להלן שעורין אף בן שעורין אמר_רבי_לעזר נאמר כאן אביב ונאמר במצרים אביב מה אביב האמור במצרים שעורין אף כאן,4070002467,24,24
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.42,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.50,518626,518689,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.42,2318253,2318328,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.50,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף ,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף ,1,5,2767,2758.0,3181,3159.0,0.4054054054054054,0.4444444444444444,7,נאמר כאן ונאמר להלן מה להלן אף,4070002468,12,15
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.3.5.8.1.1.42-ref-y.3.5.8.1.1.58,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,2327493,2327584,ref-y.3.5.8.1.1.42,ref-y.3.5.8.1.1.58,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן בלשון הקודש אף כאן ,1,1,2852,2825.0,3195,3159.0,0.4418604651162791,0.6153846153846154,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4070002469,13,17
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.98,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,2327701,2327789,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.98,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן בלשון הקודש אף כאן ,1,1,2876,2854.0,3196,3159.0,0.4216867469879518,0.6666666666666667,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4070002470,13,17
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.3.2.4.4.6.91-ref-y.3.2.4.4.6.103,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,2418731,2418790,ref-y.3.2.4.4.6.91,ref-y.3.2.4.4.6.103,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן שומה ונאמר להלן שומה מה שומה שנ' להלן ממון אף כאן ,1,1,2958,2953.0,3197,3159.0,0.3484848484848485,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4070002471,13,13
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.140,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,2879134,2879199,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.140,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן כגרים אף כאן ,1,1,3317,3293.0,3198,3159.0,0.2272727272727272,0.5,9,נאמר כאן ונאמר להלן מה האמורה להלן אף כאן,4070002472,13,13
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.41,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.144,518626,518686,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.41,2983586,2983647,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.144,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה ,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן ,2,1,3419,3392.0,3173,3159.0,0.4576271186440678,0.375,6,נאמר כאן ונאמר להלן מה להלן,4070002473,11,12
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.40,ref-y.4.4.1.3.2.4-ref-y.4.4.1.3.2.16,518626,518680,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.40,3154598,3154667,ref-y.4.4.1.3.2.4,ref-y.4.4.1.3.2.16,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן ,נאמר כאן זדון ונאמר להלן זדון בזדון דברו הנביא מה זדון שנאמר להלן ,1,1,3518,3518.0,3169,3169.0,0.5,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,4070002474,10,13
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.40,ref-y.4.4.1.3.2.32-ref-y.4.4.1.3.2.45,518626,518680,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.40,3154751,3154821,ref-y.4.4.1.3.2.32,ref-y.4.4.1.3.2.45,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן ,נאמר כאג דיבר ונאמר להלן אשר ידבר הנביא בשם יי' מה דיבר שנאמר להלן ,1,1,3542,3542.0,3170,3169.0,0.4776119402985074,0.75,5,נאמר ונאמר להלן מה להלן,4070002475,10,14
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.147,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,3157857,3157962,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.147,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן עשר' אף כאן ,1,2,3578,3555.0,3199,3159.0,0.5631067961165048,0.6153846153846154,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4070002476,13,21
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.40,ref-y.4.4.6.1.1.29-ref-y.4.4.6.1.1.42,518626,518680,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.40,3211011,3211083,ref-y.4.4.6.1.1.29,ref-y.4.4.6.1.1.42,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן ,נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן ,1,14,3640,3636.0,3171,3159.0,0.4788732394366197,0.7272727272727273,4,כאן להלן מה להלן,4070002477,10,14
ref-sifra.11.4-11.1.30-ref-sifra.11.4-11.1.42,ref-y.4.4.7.1.1.25-ref-y.4.4.7.1.1.42,518619,518689,ref-sifra.11.4-11.1.30,ref-sifra.11.4-11.1.42,3223728,3223819,ref-y.4.4.7.1.1.25,ref-y.4.4.7.1.1.42,תהרוגו נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף ,הרג נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן חרב אף ,2,4,3682,3681.0,3160,3159.0,0.4719101123595505,0.5714285714285714,8,נאמר כאן ונאמר להלן מה האמורה להלן אף,4070002478,13,18
ref-sifra.11.4-11.1.30-ref-sifra.11.4-11.1.42,ref-y.4.4.7.3.1.35-ref-y.4.4.7.3.1.53,518619,518689,ref-sifra.11.4-11.1.30,ref-sifra.11.4-11.1.42,3226737,3226838,ref-y.4.4.7.3.1.35,ref-y.4.4.7.3.1.53,תהרוגו נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף ,יהרגנו במקל נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן בחרב אף ,2,3,3722,3722.0,3161,3159.0,0.5154639175257731,0.7058823529411764,7,נאמר כאן ונאמר להלן מה להלן אף,4070002479,13,19
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.40,ref-y.4.4.7.5.3.14-ref-y.4.4.7.5.3.28,518626,518680,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.40,3229067,3229139,ref-y.4.4.7.5.3.14,ref-y.4.4.7.5.3.28,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן ,נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן ,1,1,3783,3764.0,3172,3159.0,0.5211267605633803,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,4070002480,10,15
ref-sifra.11.4-11.1.37-ref-sifra.11.4-11.1.44,ref-y.4.4.7.13.1.45-ref-y.4.4.7.13.1.53,518659,518699,ref-sifra.11.4-11.1.37,ref-sifra.11.4-11.1.44,3249457,3249502,ref-y.4.4.7.13.1.45,ref-y.4.4.7.13.1.53,מה הריגה האמורה להלן סקילה אף כאן סקילה ,מה לא יחיה שנאמר להלן בסקילה אף כאן בסקילה ,8,9,3920,3914.0,3202,3159.0,0.2558139534883721,0.5,4,מה להלן אף כאן,4070002481,8,9
ref-sifra.11.4-11.1.15-ref-sifra.11.4-11.1.35,ref-y.4.4.9.7.3.69-ref-y.4.4.9.7.3.75,518534,518652,ref-sifra.11.4-11.1.15,ref-sifra.11.4-11.1.35,3270169,3270201,ref-y.4.4.9.7.3.69,ref-y.4.4.9.7.3.75,מות יומת בסקילה אתה אומר בסקילה או באחת מכל המיתות שבתורה תלמוד לומר ואת הבהמה תהרוגו נאמר כאן הריגה ונאמר להלן ,נאמר כאן מות יומת ונאמר להלן כל ,21,7,3946,3946.0,3159,3159.0,0.7857142857142857,0.625,4,נאמר כאן ונאמר להלן,4070002482,21,7
ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.70,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,3323464,3323537,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.70,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן נשירה אף כאן ,1,1,4002,3979.0,3200,3159.0,0.3333333333333333,0.5454545454545454,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4070002483,13,15
