baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifra,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.6.2.10.3.8-ref-t.6.2.10.3.16,ref-sifra.9.1-02.4.44-ref-sifra.9.1-02.4.58,1291771,1291828,ref-t.6.2.10.3.8,ref-t.6.2.10.3.16,400390,400468,ref-sifra.9.1-02.4.44,ref-sifra.9.1-02.4.58,משמשים שכיבה עם מלאכתם ומוציא אני את אלו שאין משמשים שכיבה עם מלאכתם ומוציא אני את אלו שאין משמשים שכיבה עם מלאכתם אשר ישב,משמשים שכיבה עם מלאכתם ומוציא אני את אלו שאין משמשים שכיבה עם מלאכתם ומוציא אני את אלו שאין משמשים שכיבה עם מלאכתם אשר ישב,18,18,2301,2301.0,2782,2782.0,0.0,0.0,18,משמשים שכיבה עם מלאכתם ומוציא_אני_את_אלו שאין משמשים שכיבה עם מלאכתם ומוציא_אני_את_אלו שאין משמשים שכיבה עם מלאכתם אשר ישב,2040002055,18,18
ref-t.6.2.10.3.8-ref-t.6.2.10.3.15,ref-sifra.9.1-02.6.46-ref-sifra.9.1-02.6.56,1291771,1291820,ref-t.6.2.10.3.8,ref-t.6.2.10.3.15,401154,401214,ref-sifra.9.1-02.6.46,ref-sifra.9.1-02.6.56,משמשת ישיבה ושכיבה עם מלאכתה ועכשיו משמשת ישיבה ,משמשים ישיבה עם מלאכתם ומוציא אני את אלו שאין משמשים ישיבה ,8,8,2308,2308.0,2781,2781.0,0.4915254237288136,0.8,3,ישיבה עם ישיבה,2040002056,8,8
ref-t.6.2.11.1.1-ref-t.6.2.11.1.16,ref-sifra.9.1-02.6.10-ref-sifra.9.1-02.6.15,1292868,1292954,ref-t.6.2.11.1.1,ref-t.6.2.11.1.16,400975,401008,ref-sifra.9.1-02.6.10,ref-sifra.9.1-02.6.15,עריבה שהיא פחותה משני לגין הרי היא כקערה ושיעורה בזיתים ושל שני לגין עד תשעת קבין ,ועריבה משני לוגין ועד תשעה קבין ,16,6,2306,2306.0,2784,2784.0,0.6707317073170732,0.6428571428571428,2,משני קבין,2040002057,16,6
ref-t.6.2.11.2.35-ref-t.6.2.11.2.41,ref-sifra.4.9-14.1.9-ref-sifra.4.9-14.1.19,1293406,1293453,ref-t.6.2.11.2.35,ref-t.6.2.11.2.41,208970,209031,ref-sifra.4.9-14.1.9,ref-sifra.4.9-14.1.19,זבין וזבות נדות ויולדות יושבות ושוכבות טהורה ,זבים וזבות נדות ויולדות יכול יהיו חייבים תלמוד לומר כל טהור ,7,7,1150,1148.0,2785,2785.0,0.4333333333333333,0.6,3,וזבות נדות ויולדות,2040002058,7,7
ref-t.6.2.11.3.1-ref-t.6.2.11.3.7,ref-sifra.9.1-02.5.14-ref-sifra.9.1-02.5.19,1293698,1293738,ref-t.6.2.11.3.1,ref-t.6.2.11.3.7,400700,400731,ref-sifra.9.1-02.5.14,ref-sifra.9.1-02.5.19,עריבת הפיסינות שמשני לוג ועד תשעת קבין ,ועריבה משני לוג ועד תשעה קבין ,7,6,2304,2304.0,2786,2786.0,0.3076923076923077,0.7,3,לוג ועד קבין,2040002059,7,6
ref-t.6.2.11.3.1-ref-t.6.2.11.3.7,ref-sifra.9.1-02.6.10-ref-sifra.9.1-02.6.15,1293698,1293738,ref-t.6.2.11.3.1,ref-t.6.2.11.3.7,400975,401008,ref-sifra.9.1-02.6.10,ref-sifra.9.1-02.6.15,עריבת הפיסינות שמשני לוג ועד תשעת קבין ,ועריבה משני לוגין ועד תשעה קבין ,7,6,2307,2306.0,2787,2786.0,0.358974358974359,0.8181818181818181,2,ועד קבין,2040002060,7,6
ref-t.6.2.11.11.22-ref-t.6.2.11.12.6,ref-sifra.5.3-00.6.20-ref-sifra.5.3-00.6.30,1296002,1296108,ref-t.6.2.11.11.22,ref-t.6.2.11.12.6,270053,270119,ref-sifra.5.3-00.6.20,ref-sifra.5.3-00.6.30,טמאה דברי ר' מאיר ר' יהודה אומ' מיטמאת ומיטהרת אפי' עשרה פעמים ביום כיצד התירה טהורה וקשרה טמאה ומיטמאת ,הטמא טמא שבמעי הטהור טהור ודגים שבמעי הטהור טמא שבמעי הטמא ,12,11,1364,1356.0,2788,2788.0,0.7115384615384616,0.8461538461538461,0,,2040002061,12,11
ref-t.6.2.11.11.22-ref-t.6.2.11.12.7,ref-sifra.6.1-02.2.14-ref-sifra.6.1-02.2.22,1296002,1296117,ref-t.6.2.11.11.22,ref-t.6.2.11.12.7,313787,313837,ref-sifra.6.1-02.2.14,ref-sifra.6.1-02.2.22,טמאה דברי ר' מאיר ר' יהודה אומ' מיטמאת ומיטהרת אפי' עשרה פעמים ביום כיצד התירה טהורה וקשרה טמאה ומיטמאת ומיטהרת ,טמאה שבעים אמר להם טימא וטיהר בזכר וטימא וטיהר ,13,9,1697,1696.0,2789,2788.0,0.6875,0.8666666666666667,1,טמאה,2040002062,13,9
ref-t.6.3.1.9.11-ref-t.6.3.1.9.28,ref-sifra.7.5-12.14.11-ref-sifra.7.5-12.14.24,1298120,1298238,ref-t.6.3.1.9.11,ref-t.6.3.1.9.28,356179,356257,ref-sifra.7.5-12.14.11,ref-sifra.7.5-12.14.24,התחתון טמא והעליון טהור מתפרק ומקבל טומאה מיכן ולהבא טבלא שגררה העליונה טמאה והתחתונה טהורה נתפרקה ומקבלת טומא' ,הטמא יושב תחת האילן והטהור עומד טמא הטהור יושב תחת האילן והטמא עומד טהור ,16,14,2044,2040.0,2790,2790.0,0.7053571428571429,0.8666666666666667,2,טמא טהור,2040002063,16,14
ref-t.6.3.1.14.37-ref-t.6.3.1.14.52,ref-sifra.5.9-00.7.9-ref-sifra.5.9-00.7.24,1299329,1299404,ref-t.6.3.1.14.37,ref-t.6.3.1.14.52,298439,298519,ref-sifra.5.9-00.7.9,ref-sifra.5.9-00.7.24,עץ ובין של אבן טהור וכל שניטל ורגליו ניטלות עמו של עץ טהור ושל אבן טמא ,עצם הלא דין הוא מה אם העץ שאביו טהור כלים הנעשים ממנו טמאים העצם שאביו טמא ,16,12,1606,1606.0,2791,2791.0,0.6933333333333334,0.8235294117647058,2,טהור טמא,2040002064,16,12
ref-t.6.3.2.7.23-ref-t.6.3.2.7.27,ref-sifra.9.2-03.11.2-ref-sifra.9.2-03.11.7,1301407,1301441,ref-t.6.3.2.7.23,ref-t.6.3.2.7.27,406239,406282,ref-sifra.9.2-03.11.2,ref-sifra.9.2-03.11.7,מרכב ורז האשקלוני ומדוכה המדית ,המרכב המיוחד זרז האשקלוני ומדוכה המדית ,5,6,2331,2331.0,2792,2792.0,0.2051282051282051,0.625,3,האשקלוני ומדוכה המדית,2040002065,5,6
ref-t.6.3.3.2.3-ref-t.6.3.3.2.22,ref-sifra.5.8-00.5.89-ref-sifra.5.8-00.5.117,1302610,1302702,ref-t.6.3.3.2.3,ref-t.6.3.3.2.22,293929,294082,ref-sifra.5.8-00.5.89,ref-sifra.5.8-00.5.117,מטמא כלי שטף מאחוריו שאין תוכו טמא וכלים שנטמאו במשקים תוכו טהור אם כן למה נאמר משקה בכל כלי יטמא מלמד שהכלים מטמאים את המשקים ר' אליעזר אומר אין,מטמא כלי שטף מאחוריו שאין תוכו טמא וכלים שנטמאו במשקים תוכו טהור אם כן למה נאמר משקה בכל כלי יטמא מלמד שהכלים מטמאים את המשקים ר' אליעזר אומר אין,15,15,1549,1549.0,2793,2793.0,0.0,0.0,24,מטמא כלי שטף מאחוריו שאין תוכו טמא וכלים שנטמאו במשקים תוכו טהור אם_כן_למה_נאמר משקה בכל כלי יטמא מלמד שהכלים מטמאים את המשקים ר'_אליעזר_אומר אין,2040002066,24,24
ref-t.6.3.3.4.53-ref-t.6.3.3.4.60,ref-sifra.5.7-00.6.5-ref-sifra.5.7-00.6.19,1303200,1303241,ref-t.6.3.3.4.53,ref-t.6.3.3.4.60,287385,287473,ref-sifra.5.7-00.6.5,ref-sifra.5.7-00.6.19,שיטמא מאוירו ומה אם כלי חרס שאינו מטמא מאחוריו נטמא מאוירו כלי שטף שמטמא מאחוריו,שיטמא מאוירו ומה אם כלי חרס שאינו מטמא מאחוריו נטמא מאוירו כלי שטף שמטמא מאחוריו,12,12,1444,1444.0,2795,2795.0,0.0,0.0,12,שיטמא מאוירו ומה_אם_כלי_חרס שאינו מטמא מאחוריו נטמא מאוירו כלי שטף שמטמא מאחוריו,2040002067,12,12
ref-t.6.3.3.6.3-ref-t.6.3.3.6.14,ref-sifra.5.8-00.5.94-ref-sifra.5.8-00.5.108,1303555,1303624,ref-t.6.3.3.6.3,ref-t.6.3.3.6.14,293957,294032,ref-sifra.5.8-00.5.94,ref-sifra.5.8-00.5.108,תוכו טמא וכלים שנטמאו במשקים תוכו טהור אם כן למה נאמר משקה בכל כלי יטמא,תוכו טמא וכלים שנטמאו במשקים תוכו טהור אם כן למה נאמר משקה בכל כלי יטמא,3,3,1553,1553.0,2797,2797.0,0.0,0.0,12,תוכו טמא וכלים שנטמאו במשקים תוכו טהור אם_כן_למה_נאמר משקה בכל כלי יטמא,2040002068,12,12
ref-t.6.3.3.7.91-ref-t.6.3.3.8.9,ref-sifra.9.4-00.8.16-ref-sifra.9.4-00.9.15,1304222,1304299,ref-t.6.3.3.7.91,ref-t.6.3.3.8.9,415299,415382,ref-sifra.9.4-00.8.16,ref-sifra.9.4-00.9.15,ונגע בהן ככר טמא נטמאו המשקין משקין טמאין שהיו נותנין על גבי הארץ ונגע בו ,תהיה כל שבעה וכל הנוגע בה יטמא יכול לא יהיה נוגע בה מטמא בגדים במגע הין אם מטמאה ,13,16,2391,2391.0,2799,2799.0,0.8148148148148148,0.8421052631578947,0,,2040002069,13,16
ref-t.6.3.3.7.91-ref-t.6.3.3.8.9,ref-sifra.9.4-00.10.23-ref-sifra.9.4-00.10.46,1304222,1304299,ref-t.6.3.3.7.91,ref-t.6.3.3.8.9,415748,415856,ref-sifra.9.4-00.10.23,ref-sifra.9.4-00.10.46,ונגע בהן ככר טמא נטמאו המשקין משקין טמאין שהיו נותנין על גבי הארץ ונגע בו ,לטמא אדם ממקום אחר יהא הנוגע בה מטמא אדם וכלי חרש אם כן למה נאמר וכל הנוגע בה יטמא עד הערב אין הנוגע בה ,13,17,2402,2398.0,2800,2799.0,0.7211538461538461,0.8235294117647058,0,,2040002070,13,17
ref-t.6.3.4.14.20-ref-t.6.3.4.14.27,ref-sifra.7.2-00.6.10-ref-sifra.7.2-00.6.15,1308272,1308311,ref-t.6.3.4.14.20,ref-t.6.3.4.14.27,325751,325779,ref-sifra.7.2-00.6.10,ref-sifra.7.2-00.6.15,ר' דוסא בן הרכינס מטהר וחכמים אומ' שלש ,ר' דוסא בן הרכינס אומר שלשים ,8,6,1805,1803.0,2801,2801.0,0.3846153846153846,0.6,4,ר' דוסא בן הרכינס,2040002071,8,6
ref-t.6.3.5.1.16-ref-t.6.3.5.1.21,ref-sifra.10.2-03.8.6-ref-sifra.10.2-03.8.11,1308568,1308602,ref-t.6.3.5.1.16,ref-t.6.3.5.1.21,435269,435300,ref-sifra.10.2-03.8.6,ref-sifra.10.2-03.8.11,והגדול לפי גודלו והקטן לפי קוטנו ,הגדול לפי גדלו והקטן לפי קטנו ,6,6,2554,2554.0,2802,2802.0,0.0909090909090909,0.0,3,לפי והקטן לפי,2040002072,6,6
ref-t.6.3.5.2.16-ref-t.6.3.5.2.21,ref-sifra.10.2-03.8.6-ref-sifra.10.2-03.8.11,1308803,1308835,ref-t.6.3.5.2.16,ref-t.6.3.5.2.21,435269,435300,ref-sifra.10.2-03.8.6,ref-sifra.10.2-03.8.11,הגדול לפי גודלו והקטן לפי קטנו ,הגדול לפי גדלו והקטן לפי קטנו ,6,6,2555,2554.0,2803,2803.0,0.032258064516129,0.0,5,הגדול לפי והקטן לפי קטנו,2040002073,6,6
ref-t.6.3.6.6.38-ref-t.6.3.6.6.50,ref-sifra.4.4-06.6.77-ref-sifra.4.4-06.6.91,1312704,1312772,ref-t.6.3.6.6.38,ref-t.6.3.6.6.50,181897,181977,ref-sifra.4.4-06.6.77,ref-sifra.4.4-06.6.91,לבגד ר' שמעון או' דבר שהוא מקבל טומאה טמאה ולדבר שאין מקבל טומאה ,בגד מיוחד לקבל טומאה וראוי לכיבוס אף כל המקבל טומאה יצא דבר שאינו מקבל טומאה ,11,15,812,812.0,2805,2804.0,0.4935064935064935,0.75,3,טומאה מקבל טומאה,2040002074,11,15
ref-t.6.3.6.6.32-ref-t.6.3.6.6.50,ref-sifra.9.4-07.5.17-ref-sifra.9.4-07.5.29,1312667,1312772,ref-t.6.3.6.6.32,ref-t.6.3.6.6.50,417985,418058,ref-sifra.9.4-07.5.17,ref-sifra.9.4-07.5.29,טהורה ולעולם אינה טמא' עד שיצביענה לבגד ר' שמעון או' דבר שהוא מקבל טומאה טמאה ולדבר שאין מקבל טומאה ,טמאה שאם נטמאה המפה נטמאה הככר ושלא כנגדו טהורה שאין מגעו מטמא בגדים ,17,13,2449,2447.0,2804,2804.0,0.71,0.8571428571428572,2,טמאה שאין,2040002075,17,13
ref-t.6.4.1.1.35-ref-t.6.4.1.2.5,ref-sifra.3.8-13.8.5-ref-sifra.3.8-13.8.16,1317273,1317377,ref-t.6.4.1.1.35,ref-t.6.4.1.2.5,128652,128707,ref-sifra.3.8-13.8.5,ref-sifra.3.8-13.8.16,אדם אדם' זה המת בטומאת אדם זה טמא מת טמאתו לרבות זבים,אדם אדם' זה המת בטומאת אדם זה טמא מת טמאתו לרבות זבים,12,12,477,477.0,2818,2818.0,0.0,0.0,12,אדם אדם' זה המת בטומאת אדם זה טמא מת טמאתו לרבות זבים,2040002076,12,12
ref-t.6.4.1.1.35-ref-t.6.4.1.1.45,ref-sifra.4.9-00.2.4-ref-sifra.4.9-00.2.20,1317273,1317325,ref-t.6.4.1.1.35,ref-t.6.4.1.1.45,206585,206680,ref-sifra.4.9-00.2.4,ref-sifra.4.9-00.2.20,הטמא במת טמאה שבעה טמא בזב טמאת ערב כל הטמא במת ,טומאות הקלות טומאות חמורות טומאת מת ובועל נדה וכל המטמאין את האדם מנין תלמוד לומר בכל טמא ,11,15,1108,1092.0,2816,2806.0,0.6777777777777778,0.875,1,טמא,2040002077,11,15
ref-t.6.4.1.1.22-ref-t.6.4.1.1.44,ref-sifra.4.9-14.2.20-ref-sifra.4.9-14.2.34,1317213,1317320,ref-t.6.4.1.1.22,ref-t.6.4.1.1.44,209243,209329,ref-sifra.4.9-14.2.20,ref-sifra.4.9-14.2.34,זב וכל טמא לנפש בשעה שטמאי נפש חייבים זבים ומצורעים חייבים ובשעה שאין טמאי מתים,זב וכל טמא לנפש בשעה שטמאי נפש חייבים זבים ומצורעים חייבים ובשעה שאין טמאי מתים,15,15,1153,1153.0,2810,2810.0,0.0,0.0,15,זב וכל טמא לנפש בשעה שטמאי נפש חייבים זבים ומצורעים חייבים ובשעה שאין טמאי מתים,2040002078,15,15
ref-t.6.4.1.1.13-ref-t.6.4.1.1.48,ref-sifra.4.9-15.1.1-ref-sifra.4.9-15.2.10,1317155,1317340,ref-t.6.4.1.1.13,ref-t.6.4.1.1.48,209931,210062,ref-sifra.4.9-15.1.1,ref-sifra.4.9-15.2.10,מטמא את הטהור לקדש במשא תלמוד לומר כי תגע במגע מטמא ואין מטמא במשא בכל טמא ואפילו טומאת מת אדם,יכול יהיו טמא מטמא את הטהור לקדש במשא תלמוד לומר כי תגע במגע מטמא ואין מטמא במשא בכל טמא ואפילו טומאת מת אדם או בבהמה טמאה,18,24,1157,1157.0,2808,2808.0,0.2295081967213114,0.0714285714285714,18,מטמא את הטהור לקדש במשא תלמוד_לומר_כי תגע במגע מטמא ואין מטמא במשא בכל טמא ואפילו טומאת מת אדם,2040002079,18,24
ref-t.6.4.1.1.33-ref-t.6.4.1.1.48,ref-sifra.5.3-00.6.6-ref-sifra.5.3-00.6.30,1317265,1317340,ref-t.6.4.1.1.33,ref-t.6.4.1.1.48,269982,270119,ref-sifra.5.3-00.6.6,ref-sifra.5.3-00.6.30,הטמא יכול אף טמא שבמעי הטהור תלמוד לומר מה ראית לומר בבהמה שבמעי הטמא טמא שבמעי הטהור טהור ודגים שבמעי הטהור טמא שבמעי הטמא,הטמא יכול אף טמא שבמעי הטהור תלמוד לומר מה ראית לומר בבהמה שבמעי הטמא טמא שבמעי הטהור טהור ודגים שבמעי הטהור טמא שבמעי הטמא,24,24,1356,1356.0,2812,2812.0,0.0,0.0,24,הטמא יכול אף טמא שבמעי הטהור תלמוד לומר מה ראית לומר בבהמה שבמעי הטמא טמא שבמעי הטהור טהור ודגים שבמעי הטהור טמא שבמעי הטמא,2040002080,24,24
ref-t.6.4.1.1.13-ref-t.6.4.1.1.24,ref-sifra.5.9-00.6.11-ref-sifra.5.9-00.6.28,1317155,1317229,ref-t.6.4.1.1.13,ref-t.6.4.1.1.24,298211,298301,ref-sifra.5.9-00.6.11,ref-sifra.5.9-00.6.28,שניטמא במשא המת אלא אדם בלבד האוכלין והמשקין והכלים אין מיטמין במשא ,ואין מטמאים במשא והלא דין הוא ומה אם בהמה שלא עשה דמה כבשרה מטמאה במשא שרץ שעשה דמו ,12,13,1601,1590.0,2806,2806.0,0.7380952380952381,0.8421052631578947,2,במשא במשא,2040002081,12,13
ref-t.6.4.1.1.39-ref-t.6.4.1.1.48,ref-sifra.5.9-11.3.52-ref-sifra.5.9-11.3.66,1317294,1317340,ref-t.6.4.1.1.39,ref-t.6.4.1.1.48,299399,299493,ref-sifra.5.9-11.3.52,ref-sifra.5.9-11.3.66,טמא בזב טמאת ערב כל הטמא במת טומאת ערב טהור ,טמאים ותלושים טהורים טמאת את הכל וכשאתה אומר מחוברים טהורים ותלושים טמאים טמאת מקצת וטהרת ,10,10,1612,1608.0,2825,2806.0,0.6888888888888889,0.9411764705882352,1,טמאת,2040002082,10,15
ref-t.6.4.1.1.38-ref-t.6.4.1.1.48,ref-sifra.6.1-02.2.10-ref-sifra.6.1-02.2.22,1317289,1317340,ref-t.6.4.1.1.38,ref-t.6.4.1.1.48,313763,313837,ref-sifra.6.1-02.2.10,ref-sifra.6.1-02.2.22,שבעה טמא בזב טמאת ערב כל הטמא במת טומאת ערב טהור ,וטמאה שבעים' יכול תהיה טמאה שבעים אמר להם טימא וטיהר בזכר וטימא וטיהר ,11,13,1696,1696.0,2824,2806.0,0.6714285714285714,0.8666666666666667,0,,2040002083,11,13
ref-t.6.4.1.1.35-ref-t.6.4.1.1.45,ref-sifra.7.5-12.8.20-ref-sifra.7.5-12.9.12,1317273,1317325,ref-t.6.4.1.1.35,ref-t.6.4.1.1.45,355120,355261,ref-sifra.7.5-12.8.20,ref-sifra.7.5-12.9.12,הטמא במת טמאה שבעה טמא בזב טמאת ערב כל הטמא במת ,וטמא טמא יקרא טמא יקרא ומנין לרבות שאר הטמאים תל ל וטמא טמא יקרא טמא יקרא ארבה אני את הטמאים החמורים ולא ארבה את הטמאים הקלים טמא מת ,11,22,2022,2017.0,2817,2806.0,0.7368421052631579,0.9375,1,טמא,2040002084,11,22
ref-t.6.4.1.1.34-ref-t.6.4.1.1.48,ref-sifra.7.5-16.12.87-ref-sifra.7.5-16.13.1,1317270,1317340,ref-t.6.4.1.1.34,ref-t.6.4.1.1.48,364401,364488,ref-sifra.7.5-16.12.87,ref-sifra.7.5-16.13.1,כל הטמא במת טמאה שבעה טמא בזב טמאת ערב כל הטמא במת טומאת ערב טהור ,"מטמאים בביאה אי מה בגד מטמא בכל הטומאות אף כולם מטמאים בכל הטומאות תל ל ""זאת לטהרו ",15,15,2083,2080.0,2815,2806.0,0.5542168674698795,0.8,0,,2040002085,15,15
ref-t.6.4.1.1.40-ref-t.6.4.1.2.2,ref-sifra.9.1-00.2.57-ref-sifra.9.1-00.2.65,1317298,1317361,ref-t.6.4.1.1.40,ref-t.6.4.1.2.2,395952,396012,ref-sifra.9.1-00.2.57,ref-sifra.9.1-00.2.65,בזב טמאת ערב כל הטמא במת טומאת ערב טהור בזב מכלום כיצד אדם ,בזבים שטומאתם וטהרתם בכל אדם הואיל וטומאתם וטהרתם בכל ,13,9,2237,2236.0,2826,2806.0,0.7288135593220338,0.8666666666666667,1,אדם,2040002086,13,9
ref-t.6.4.1.1.37-ref-t.6.4.1.2.2,ref-sifra.9.1-00.8.33-ref-sifra.9.1-00.10.2,1317284,1317361,ref-t.6.4.1.1.37,ref-t.6.4.1.2.2,397162,397297,ref-sifra.9.1-00.8.33,ref-sifra.9.1-00.10.2,לטומאה והרי הוא טהור אף אתה אל תתמה על הזוב שאף על פי שגרם לטומאה לא יהיה טמא תל ל זובו טמא טמא לימד על הזוב שהוא טמא יכול הדם,לטומאה והרי הוא טהור אף אתה אל תתמה על הזוב שאף על פי שגרם לטומאה לא יהיה טמא תל ל זובו טמא טמא לימד על הזוב שהוא טמא יכול הדם,24,24,2265,2265.0,2821,2821.0,0.0,0.0,24,לטומאה והרי הוא טהור אף_אתה_אל_תתמה_על הזוב שאף_על_פי שגרם לטומאה לא יהיה טמא תל ל זובו טמא טמא לימד על הזוב שהוא טמא יכול הדם,2040002087,24,24
ref-t.6.4.1.1.13-ref-t.6.4.1.1.24,ref-sifra.9.2-04.2.8-ref-sifra.9.2-04.2.25,1317155,1317229,ref-t.6.4.1.1.13,ref-t.6.4.1.1.24,406857,406948,ref-sifra.9.2-04.2.8,ref-sifra.9.2-04.2.25,שניטמא במשא המת אלא אדם בלבד האוכלין והמשקין והכלים אין מיטמין במשא ,מטמא במשא אלא המרכב בלבד משכב ומושב מנין ודין הוא ומה אם מרכב שאין מגעו מטמא בגדים משאו ,12,14,2333,2333.0,2807,2806.0,0.6363636363636364,0.8571428571428572,3,במשא אלא בלבד,2040002088,12,14
ref-t.6.4.1.1.34-ref-t.6.4.1.1.44,ref-sifra.9.4-00.13.1-ref-sifra.9.4-00.13.20,1317270,1317320,ref-t.6.4.1.1.34,ref-t.6.4.1.1.44,416254,416366,ref-sifra.9.4-00.13.1,ref-sifra.9.4-00.13.20,כל הטמא במת טמאה שבעה טמא בזב טמאת ערב כל הטמא ,יכול לענין לטמא לא תטמא אלא משכב המיוחד לשכיבה ומושב המיוחד לישיבה אבל לענין ליטמא תטמא את הכל שהרבה מיטמאים ,11,15,2409,2405.0,2814,2806.0,0.7064220183486238,0.8666666666666667,0,,2040002089,11,15
ref-t.6.4.1.1.37-ref-t.6.4.1.1.48,ref-sifra.9.4-00.14.39-ref-sifra.9.4-00.14.55,1317284,1317340,ref-t.6.4.1.1.37,ref-t.6.4.1.1.48,416793,416867,ref-sifra.9.4-00.14.39,ref-sifra.9.4-00.14.55,טמאה שבעה טמא בזב טמאת ערב כל הטמא במת טומאת ערב טהור ,טמא מקצת טמא על הטהור או על מקצתו מקצת טהור על הטמא או על מקצתו בזב טמא ,12,17,2438,2430.0,2820,2806.0,0.6388888888888888,0.7,2,טמא טהור,2040002090,12,17
ref-t.6.4.1.1.36-ref-t.6.4.1.1.49,ref-sifra.12.4-04.4.31-ref-sifra.12.4-04.4.39,1317279,1317345,ref-t.6.4.1.1.36,ref-t.6.4.1.1.49,551291,551333,ref-sifra.12.4-04.4.31,ref-sifra.12.4-04.4.39,במת טמאה שבעה טמא בזב טמאת ערב כל הטמא במת טומאת ערב טהור בזב ,המת טומאת אדם זה טמא מת טומאתו לרבות זבים ,14,9,3145,3145.0,2819,2806.0,0.5645161290322581,0.7692307692307692,1,טומאת,2040002091,14,9
ref-t.6.4.2.1.21-ref-t.6.4.2.1.35,ref-sifra.5.4-06.6.30-ref-sifra.5.4-06.6.50,1318520,1318600,ref-t.6.4.2.1.21,ref-t.6.4.2.1.35,276672,276769,ref-sifra.5.4-06.6.30,ref-sifra.5.4-06.6.50,אבר הפורש ממנה כפורש מן החי ובשר הפורש ממנה כפורש מן החי ואסורה לבני נח ,אבר מן המת שהבשר הפורש ממנו טמא אינו דין שיהא טמא לא אם אמרת באבר מן החי שאסורו נוהג בבן נח ,15,15,1399,1396.0,2827,2827.0,0.6195652173913043,0.625,4,אבר מן הפורש נח,2040002092,15,15
ref-t.6.4.2.1.75-ref-t.6.4.2.1.89,ref-sifra.5.4-06.6.30-ref-sifra.5.4-06.6.50,1318800,1318882,ref-t.6.4.2.1.75,ref-t.6.4.2.1.89,276672,276769,ref-sifra.5.4-06.6.30,ref-sifra.5.4-06.6.50,ואבר הפורש ממנה כפורש מן החי ובשר הפורש ממנה כפורש מן החי ואסורה לבני נח ,אבר מן המת שהבשר הפורש ממנו טמא אינו דין שיהא טמא לא אם אמרת באבר מן החי שאסורו נוהג בבן נח ,15,15,1400,1396.0,2828,2828.0,0.6304347826086957,0.625,3,מן הפורש נח,2040002093,15,15
ref-t.6.4.2.8.92-ref-t.6.4.2.8.109,ref-sifra.5.4-06.6.23-ref-sifra.5.4-06.6.34,1320834,1320941,ref-t.6.4.2.8.92,ref-t.6.4.2.8.109,276635,276697,ref-sifra.5.4-06.6.23,ref-sifra.5.4-06.6.34,שהבשר הפורש ממנו טהור הרי הוא מטמא אבר מן המת שהבשר הפורש ממנו טהור הרי הוא מטמא אבר,שהבשר הפורש ממנו טהור הרי הוא מטמא אבר מן המת שהבשר הפורש,14,10,1397,1396.0,2829,2829.0,0.3214285714285714,0.0,10,שהבשר הפורש ממנו טהור הרי_הוא_מטמא אבר מן המת שהבשר הפורש,2040002094,14,10
ref-t.6.4.3.7.3-ref-t.6.4.3.7.30,ref-sifra.1.5.26-ref-sifra.1.5.31,1322651,1322802,ref-t.6.4.3.7.3,ref-t.6.4.3.7.30,1235,1270,ref-sifra.1.5.26,ref-sifra.1.5.31,מטמאין במגע ובאהיל ואין מטמאין במשא ר' אליעזר אומ' מטמאין במשא ומה אם מטמאין במגע הקל לא יטמאו במשא חמור אמ' לו ר' עקיבא אם מטמא במגע המרובה ,ברובו לטמא אדם במגע וכמשא ולטמא ,23,6,5,5.0,2847,2831.0,0.7943262411347518,0.875,1,במגע,2040002095,23,6
ref-t.6.4.3.7.3-ref-t.6.4.3.7.30,ref-sifra.1.5.44-ref-sifra.1.5.49,1322651,1322802,ref-t.6.4.3.7.3,ref-t.6.4.3.7.30,1330,1365,ref-sifra.1.5.44,ref-sifra.1.5.49,מטמאין במגע ובאהיל ואין מטמאין במשא ר' אליעזר אומ' מטמאין במשא ומה אם מטמאין במגע הקל לא יטמאו במשא חמור אמ' לו ר' עקיבא אם מטמא במגע המרובה ,ברובו לטמא אדם במגע ובמשא ולטמא ,23,6,9,6.0,2848,2831.0,0.7872340425531915,0.875,1,במגע,2040002096,23,6
ref-t.6.4.3.7.3-ref-t.6.4.3.7.22,ref-sifra.4.9-00.1.3-ref-sifra.4.9-00.2.7,1322651,1322764,ref-t.6.4.3.7.3,ref-t.6.4.3.7.22,206366,206612,ref-sifra.4.9-00.1.3,ref-sifra.4.9-00.2.7,שאין טבול יום מטמא במגע הטמא מטמאו במשא,טמא מטמא בשר הקדש במשא ודין הוא ומה אם אפר חטאת שאין טבול יום מטמא במגע הטמא מטמאו במשא בשר קדש שטבול יום מטמאו במגע אינו דין שיהיה טמא מטמאו במשא תלמוד לומר אשר יגע במגעו הוא מטמא ואינו מטמא במשא אין לי אלא טומאות הקלות טומאות חמורות,8,36,1094,1094.0,2836,2836.0,0.8333333333333334,0.7,8,שאין טבול יום מטמא במגע הטמא מטמאו במשא,2040002097,8,36
