baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.6.2.9.6.42-ref-t.6.2.9.6.62,ref-sifre-n.127.1.171-ref-sifre-n.127.1.191,1291061,1291164,ref-t.6.2.9.6.42,ref-t.6.2.9.6.62,222906,223015,ref-sifre-n.127.1.171,ref-sifre-n.127.1.191,טומאת ערב אמרת מקום שמגעו טומאת שבעה היסטו טומאת שבעה מקום שמגעו טומאת ערב היסטו טומאת ערב אף כאן טומאת ערב אמרת מקום שמגעו טומאת שבעה היסטו טומאת שבעה מקום שמגעו טומאת ערב היסטו טומאת,טומאת ערב אף כאן טומאת ערב אמרת מקום שמגעו טומאת שבעה היסטו טומאת שבעה מקום שמגעו טומאת ערב היסטו טומאת ערב אמרת מקום שמגעו טומאת שבעה היסטו טומאת שבעה מקום שמגעו טומאת ערב היסטו טומאת ערב,35,36,760,760.0,819,819.0,0.202127659574468,0.0,31,טומאת ערב אמרת מקום שמגעו טומאת שבעה היסטו טומאת שבעה מקום שמגעו טומאת ערב היסטו טומאת ערב אמרת מקום שמגעו טומאת שבעה היסטו טומאת שבעה מקום שמגעו טומאת ערב היסטו טומאת,2050000606,35,36
ref-t.6.2.9.6.42-ref-t.6.2.9.6.63,ref-sifre-n.130.1.3-ref-sifre-n.130.1.26,1291061,1291168,ref-t.6.2.9.6.42,ref-t.6.2.9.6.63,226948,227063,ref-sifre-n.130.1.3,ref-sifre-n.130.1.26,יגע בהם הטמא יטמא למה נאמר לפי שהוא אומר בחלל חרב בא הכתוב ולימד על החרב שהיא טמאה טומאת ז' הנוגע בה טמא טומאת,יגע בהם הטמא יטמא למה נאמר לפי שהוא אומר בחלל חרב בא הכתוב ולימד על החרב שהיא טמאה טומאת ז' הנוגע בה טמא טומאת,24,24,801,801.0,820,820.0,0.0,0.0,17,יגע בהם הטמא יטמא למה_נאמר_לפי_שהוא_אומר בחלל חרב בא_הכתוב_ולימד_על החרב שהיא טמאה טומאת ז' הנוגע בה טמא טומאת,2050000607,24,24
ref-t.6.2.9.6.42-ref-t.6.2.9.6.61,ref-sifre-n.130.1.134-ref-sifre-n.130.1.153,1291061,1291159,ref-t.6.2.9.6.42,ref-t.6.2.9.6.61,227630,227731,ref-sifre-n.130.1.134,ref-sifre-n.130.1.153,"הנוגעת תטמא עד הערב טומאת ערב מטמא ואין מקבל טומאה מן המת לטמא את חבירו טומאת ז' ת""ל והנפש הנוגעת תטמא עד הערב טומאת ערב","טומאה מן המת לטמא את חבירו טומאת ז' ת""ל והנפש הנוגעת תטמא עד הערב טומאת ערב מטמא ואין מקבל טומאה",18,13,823,823.0,818,818.0,0.55,0.0,16,"טומאה מן המת לטמא את חבירו טומאת ז' ת""ל והנפש הנוגעת תטמא עד הערב טומאת ערב",2050000608,25,20
ref-t.6.2.9.6.46-ref-t.6.2.9.6.63,ref-sifre-n.158.3.21-ref-sifre-n.158.3.26,1291082,1291168,ref-t.6.2.9.6.46,ref-t.6.2.9.6.63,282883,282912,ref-sifre-n.158.3.21,ref-sifre-n.158.3.26,טומאת שבעה פרש טמא טומאת שבעה נגע בהן השרץ טמאין טומאת ערב פרש טמא טומאת ערב נגעו בהן ,טמא והנוגע בה טמא טומאת שבעה ,18,6,984,984.0,826,817.0,0.686046511627907,0.7272727272727273,2,טמא טומאת,2050000609,18,6
ref-t.6.2.11.7.59-ref-t.6.2.11.7.75,ref-sifre-n.38.1.306-ref-sifre-n.38.1.318,1294769,1294856,ref-t.6.2.11.7.59,ref-t.6.2.11.7.75,62261,62326,ref-sifre-n.38.1.306,ref-sifre-n.38.1.318,מלמעלה קבעו ולא נתן עליו מעזיבה טהור נתן עליו מעזיבה ולא קבעו טמא קבעו ולא נתן עליו ,עולה בימי גמרו לא עולה בימי ספרו לא עולה בטהור ולא עולה בטמא ,17,13,272,269.0,828,828.0,0.7023809523809523,0.6363636363636364,1,ולא,2050000610,17,13
ref-t.6.4.1.1.21-ref-t.6.4.1.1.44,ref-sifre-n.1.4.53-ref-sifre-n.1.4.67,1317205,1317320,ref-t.6.4.1.1.21,ref-t.6.4.1.1.44,2092,2166,ref-sifre-n.1.4.53,ref-sifre-n.1.4.67,מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא,כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא,2,2,3,3.0,829,829.0,0.2714285714285714,0.0999999999999999,11,מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא,2050000611,11,15
ref-t.6.4.1.1.33-ref-t.6.4.1.1.47,ref-sifre-n.127.1.126-ref-sifre-n.127.1.134,1317265,1317335,ref-t.6.4.1.1.33,ref-t.6.4.1.1.47,222662,222714,ref-sifre-n.127.1.126,ref-sifre-n.127.1.134,שנטמאה טומאת ערב מרובה תאמר במת שמטמאה טומאת שבעה,שנטמאה טומאת ערב מרובה תאמר במת שמטמאה טומאת שבעה,9,9,748,748.0,831,831.0,0.0,0.0,9,שנטמאה טומאת ערב מרובה תאמר במת שמטמאה טומאת שבעה,2050000612,9,9
ref-t.6.4.1.1.35-ref-t.6.4.1.1.47,ref-sifre-n.127.1.141-ref-sifre-n.127.1.152,1317273,1317335,ref-t.6.4.1.1.35,ref-t.6.4.1.1.47,222747,222815,ref-sifre-n.127.1.141,ref-sifre-n.127.1.152,שהמת מטמא טומאת שבעה ונבילה מטמאה טומאת ערב מנין שמטמאה,במת ריבה שהמת מטמא טומאת שבעה ונבילה מטמאה טומאת ערב מנין שמטמאה,10,12,754,754.0,833,833.0,0.140625,0.1999999999999999,10,שהמת מטמא טומאת שבעה ונבילה מטמאה טומאת ערב מנין שמטמאה,2050000613,10,12
ref-t.6.4.1.1.35-ref-t.6.4.1.1.47,ref-sifre-n.127.1.171-ref-sifre-n.127.1.191,1317273,1317335,ref-t.6.4.1.1.35,ref-t.6.4.1.1.47,222906,223015,ref-sifre-n.127.1.171,ref-sifre-n.127.1.191,טומאת ערב אף כאן טומאת ערב אמרת מקום שמגעו טומאת שבעה היסטו טומאת ערב אמרת מקום שמגעו טומאת שבעה היסטו טומאת שבעה מקום שמגעו טומאת ערב היסטו טומאת ערב,טומאת ערב אף כאן טומאת ערב אמרת מקום שמגעו טומאת שבעה היסטו טומאת ערב אמרת מקום שמגעו טומאת שבעה היסטו טומאת שבעה מקום שמגעו טומאת ערב היסטו טומאת ערב,29,29,758,758.0,834,834.0,0.0,0.0,29,טומאת ערב אף כאן טומאת ערב אמרת מקום שמגעו טומאת שבעה היסטו טומאת ערב אמרת מקום שמגעו טומאת שבעה היסטו טומאת שבעה מקום שמגעו טומאת ערב היסטו טומאת ערב,2050000614,29,29
ref-t.6.4.1.1.35-ref-t.6.4.1.1.46,ref-sifre-n.130.1.134-ref-sifre-n.130.1.153,1317273,1317331,ref-t.6.4.1.1.35,ref-t.6.4.1.1.46,227630,227731,ref-sifre-n.130.1.134,ref-sifre-n.130.1.153,"טומאה מן המת לטמא את חבירו טומאת ז' ת""ל והנפש הנוגעת תטמא עד הערב טומאת ערב מטמא ואין מקבל טומאה","טומאה מן המת לטמא את חבירו טומאת ז' ת""ל והנפש הנוגעת תטמא עד הערב טומאת ערב מטמא ואין מקבל טומאה",13,13,824,824.0,835,835.0,0.0,0.0,20,"טומאה מן המת לטמא את חבירו טומאת ז' ת""ל והנפש הנוגעת תטמא עד הערב טומאת ערב מטמא ואין מקבל טומאה",2050000615,20,20
ref-t.6.4.1.2.8-ref-t.6.4.1.2.18,ref-sifre-n.130.1.51-ref-sifre-n.130.1.67,1317389,1317449,ref-t.6.4.1.2.8,ref-t.6.4.1.2.18,227192,227295,ref-sifre-n.130.1.51,ref-sifre-n.130.1.67,כלים בכלים שלשה במת ושנים בזב כלים אדם וכלים ארבעה במת ,כלים הנוגעים באדם הנוגע  בכלים הנוגעים במת הרי הן טמאים כלים הנוגעים בכלים וכלים הנוגעים במת ,11,11,804,803.0,839,839.0,0.6021505376344086,0.6923076923076923,6,כלים בכלים במת כלים וכלים במת,2050000616,11,16
ref-t.6.4.3.7.16-ref-t.6.4.3.7.31,ref-sifre-n.125.1.396-ref-sifre-n.125.1.419,1322727,1322808,ref-t.6.4.3.7.16,ref-t.6.4.3.7.31,218029,218155,ref-sifre-n.125.1.396,ref-sifre-n.125.1.419,מטמאין במגע הקל לא יטמאו במשא חמור אמ' לו ר' עקיבא אם מטמא במגע המרובה יטמאו ,טמא יהיה לרבות שאר טמאים דברי רבי יאשיה ר' יונתן אומר אינו צריך שהרי כבר נאמר והזרתם את בני ישראל מטמאתם ולא ימותו בטומאתם ,16,9,686,686.0,842,840.0,0.7073170731707317,0.95,0,,2050000617,16,24
ref-t.6.4.3.7.12-ref-t.6.4.3.7.38,ref-sifre-n.129.5.55-ref-sifre-n.129.5.75,1322706,1322839,ref-t.6.4.3.7.12,ref-t.6.4.3.7.38,226418,226529,ref-sifre-n.129.5.55,ref-sifre-n.129.5.75,"לנוגע שהמזה שלא נגע מטמא בגדים והמזה נוגע דין הוא שיטמא בגדים והרי דברים ק""ו ומה אם המזה שאין נוגע מטמא","לנוגע שהמזה שלא נגע מטמא בגדים והמזה נוגע דין הוא שיטמא בגדים והרי דברים ק""ו ומה אם המזה שאין נוגע מטמא",5,5,788,788.0,840,840.0,0.0,0.0,17,"לנוגע שהמזה שלא נגע מטמא בגדים והמזה נוגע דין הוא שיטמא בגדים והרי_דברים_ק""ו_ומה_אם המזה שאין נוגע מטמא",2050000618,21,21
ref-t.6.4.7.1.10-ref-t.6.4.7.1.21,ref-sifre-n.1.4.53-ref-sifre-n.1.4.72,1328767,1328832,ref-t.6.4.7.1.10,ref-t.6.4.7.1.21,2092,2190,ref-sifre-n.1.4.53,ref-sifre-n.1.4.72,טומאה תחתיו כלים שעל גביו טמאין טומאה על גביו כלים שתחתיו טמאין ,כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא תחת ,2,7,5,3.0,843,843.0,0.723404255319149,0.8888888888888888,0,,2050000619,12,20
ref-t.6.4.7.1.53-ref-t.6.4.7.1.60,ref-sifre-n.126.1.329-ref-sifre-n.126.1.334,1328998,1329040,ref-t.6.4.7.1.53,ref-t.6.4.7.1.60,220224,220254,ref-sifre-n.126.1.329,ref-sifre-n.126.1.334,כלי אבנים כלי גללים וכלי אדמה,כלי אבנים כלי גללים וכלי אדמה,1,1,697,697.0,844,844.0,0.0,0.0,6,כלי אבנים כלי גללים וכלי אדמה,2050000620,6,6
ref-t.6.4.7.1.53-ref-t.6.4.7.1.60,ref-sifre-n.126.1.624-ref-sifre-n.126.1.629,1328998,1329040,ref-t.6.4.7.1.53,ref-t.6.4.7.1.60,221690,221720,ref-sifre-n.126.1.624,ref-sifre-n.126.1.629,כלים אפי' כלי גללים וכלי אבנים וכלי אדמה ,כלי גללים כלי אבנים וכלי אדמה ,3,1,721,717.0,845,844.0,0.2682926829268293,0.2857142857142857,5,כלי גללים אבנים וכלי אדמה,2050000621,8,6
ref-t.6.4.7.1.53-ref-t.6.4.7.1.61,ref-sifre-n.126.1.647-ref-sifre-n.126.1.653,1328998,1329046,ref-t.6.4.7.1.53,ref-t.6.4.7.1.61,221807,221841,ref-sifre-n.126.1.647,ref-sifre-n.126.1.653,כלים אפי' כלי גללים וכלי אבנים וכלי אדמה ואין ,כלי גללים כלי אבנים כלי אדמה שאין ,4,2,733,723.0,846,844.0,0.2826086956521739,0.5555555555555556,4,כלי גללים אבנים אדמה,2050000622,9,7
ref-t.6.4.7.1.89-ref-t.6.4.7.1.115,ref-sifre-n.1.4.53-ref-sifre-n.1.4.75,1329188,1329327,ref-t.6.4.7.1.89,ref-t.6.4.7.1.115,2092,2202,ref-sifre-n.1.4.53,ref-sifre-n.1.4.75,כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא תחת אבן מסמא כל,כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא תחת אבן מסמא כל,4,4,6,6.0,848,848.0,0.0,0.0,23,כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא תחת אבן מסמא כל,2050000623,23,23
ref-t.6.4.10.11.5-ref-t.6.4.10.11.11,ref-sifre-n.124.1.701-ref-sifre-n.124.1.706,1341145,1341182,ref-t.6.4.10.11.5,ref-t.6.4.10.11.11,214323,214357,ref-sifre-n.124.1.701,ref-sifre-n.124.1.706,ומוקפת צמיד פתיל ונתונה על גבי המת ,שמוקף צמיד פתיל ונתון באהל המת ,7,6,675,675.0,850,850.0,0.3142857142857143,0.5555555555555556,3,צמיד פתיל המת,2050000624,7,6
ref-t.6.4.15.10.3-ref-t.6.4.15.10.12,ref-sifre-n.1.5.237-ref-sifre-n.1.5.244,1355158,1355215,ref-t.6.4.15.10.3,ref-t.6.4.15.10.12,3525,3572,ref-sifre-n.1.5.237,ref-sifre-n.1.5.244,אדם הנוגע במת מטמא כלים וכלים הנוגעין במת מטמאין אדם ,ואדם מטמא בנגעים וכלים מטמאים בנגעים מה אדם ,10,8,27,27.0,857,851.0,0.5660377358490566,0.7,3,מטמא וכלים אדם,2050000625,10,8
ref-t.6.4.15.10.4-ref-t.6.4.15.10.39,ref-sifre-n.125.1.1-ref-sifre-n.125.1.15,1355162,1355351,ref-t.6.4.15.10.4,ref-t.6.4.15.10.39,216156,216232,ref-sifre-n.125.1.1,ref-sifre-n.125.1.15,הנוגע במת מטמא כלים וכלים הנוגעין במת מטמאין אדם אדם הנוגע במת מטמא כלי חרש ואין כלי חרש הנוגעין במת מטמאין אדם והלא דברים קל וחומר ומה אם אדם שהוא מטמא מן המת ומן הנוגע במת ,הנוגע במת לכל נפש אדם וטמא שבעת ימים בא הכתוב ולימד על המת שמטמא במגע ,36,15,683,683.0,861,851.0,0.7068965517241379,0.8095238095238095,4,הנוגע במת אדם המת,2050000626,36,15
ref-t.6.4.15.9.104-ref-t.6.4.15.9.122,ref-sifre-n.127.1.126-ref-sifre-n.127.1.134,1355029,1355137,ref-t.6.4.15.9.104,ref-t.6.4.15.9.122,222662,222714,ref-sifre-n.127.1.126,ref-sifre-n.127.1.134,שנטמאה טומאת ערב מרובה תאמר במת שמטמאה טומאת שבעה,שנטמאה טומאת ערב מרובה תאמר במת שמטמאה טומאת שבעה,9,9,750,750.0,851,851.0,0.0,0.0,9,שנטמאה טומאת ערב מרובה תאמר במת שמטמאה טומאת שבעה,2050000627,9,9
ref-t.6.4.15.9.104-ref-t.6.4.15.9.118,ref-sifre-n.127.1.145-ref-sifre-n.127.1.152,1355029,1355114,ref-t.6.4.15.9.104,ref-t.6.4.15.9.118,222768,222815,ref-sifre-n.127.1.145,ref-sifre-n.127.1.152,טומאת שבעה מטומאת שבעה ואתם דנין טומאת שבעה מטומאת ערב מוטב לדון טומאת שבעה מטומא' ,טומאת שבעה ונבילה מטמאה טומאת ערב מנין שמטמאה ,15,8,757,752.0,853,851.0,0.5421686746987951,0.75,4,טומאת שבעה טומאת ערב,2050000628,15,8
ref-t.6.4.15.9.104-ref-t.6.4.15.10.4,ref-sifre-n.127.1.171-ref-sifre-n.127.1.188,1355029,1355168,ref-t.6.4.15.9.104,ref-t.6.4.15.10.4,222906,222999,ref-sifre-n.127.1.171,ref-sifre-n.127.1.188,טומאת ערב אף כאן טומאת ערב אמרת מקום שמגעו טומאת שבעה היסטו טומאת שבעה מקום שמגעו טומאת ערב,טומאת ערב אף כאן טומאת ערב אמרת מקום שמגעו טומאת שבעה היסטו טומאת שבעה מקום שמגעו טומאת ערב,18,18,759,759.0,852,852.0,0.0,0.0,18,טומאת ערב אף כאן טומאת ערב אמרת מקום שמגעו טומאת שבעה היסטו טומאת שבעה מקום שמגעו טומאת ערב,2050000629,18,18
ref-t.6.4.15.10.3-ref-t.6.4.15.10.23,ref-sifre-n.130.1.45-ref-sifre-n.130.1.64,1355158,1355272,ref-t.6.4.15.10.3,ref-t.6.4.15.10.23,227163,227274,ref-sifre-n.130.1.45,ref-sifre-n.130.1.64,הנוגעים באדם הנוגע בכלים הנוגעים במת הרי הן טמאים כלים הנוגעים בכלים,"וכלים מנין אמרת ק""ו הוא ומה כלים הנוגעים באדם הנוגע בכלים הנוגעים במת הרי הן טמאים",7,11,803,803.0,858,858.0,0.6097560975609756,0.1818181818181817,9,הנוגעים באדם הנוגע בכלים הנוגעים במת הרי הן טמאים,2050000630,12,16
ref-t.6.4.15.9.123-ref-t.6.4.15.10.35,ref-sifre-n.130.1.79-ref-sifre-n.130.1.98,1355138,1355334,ref-t.6.4.15.9.123,ref-t.6.4.15.10.35,227350,227462,ref-sifre-n.130.1.79,ref-sifre-n.130.1.98,אם כלים הנוגעים בכלים טמאים כלים הנוגעים באדם הנוגע במת דין הוא שיהו טמאים או יהיה אדם מקבל טומאה מן המת,אם כלים הנוגעים בכלים טמאים כלים הנוגעים באדם הנוגע במת דין הוא שיהו טמאים או יהיה אדם מקבל טומאה מן המת,21,21,813,813.0,856,856.0,0.0,0.0,21,אם כלים הנוגעים בכלים טמאים כלים הנוגעים באדם הנוגע במת דין הוא שיהו טמאים או יהיה אדם מקבל טומאה מן המת,2050000631,21,21
ref-t.6.4.15.10.24-ref-t.6.4.15.10.35,ref-sifre-n.130.1.117-ref-sifre-n.130.1.127,1355273,1355334,ref-t.6.4.15.10.24,ref-t.6.4.15.10.35,227542,227594,ref-sifre-n.130.1.117,ref-sifre-n.130.1.127,מטמאין אדם והלא דברים קל וחומר ומה אם אדם שהוא מטמא מן המת ,הם מקבלים טומאה מן המת לטמא אדם טומאת ז' אדם שמטמא ,13,11,820,820.0,863,856.0,0.7796610169491526,0.6666666666666667,2,מן המת,2050000632,13,11
ref-t.6.4.15.10.50-ref-t.6.4.15.10.61,ref-sifre-n.124.1.463-ref-sifre-n.124.1.473,1355397,1355460,ref-t.6.4.15.10.50,ref-t.6.4.15.10.61,213077,213154,ref-sifre-n.124.1.463,ref-sifre-n.124.1.473,שאינו מטמא מן המת ומן הנוגע במת לטמא את הנוגע בו אינו דין ,שאינה מטמאה במגע השורפה מטמא בגדים בגדים המנוגעים שמטמאים במגע אינו דין ,13,12,663,663.0,864,864.0,0.5416666666666666,0.6923076923076923,3,מטמא אינו דין,2050000633,13,12
ref-t.6.4.18.9.43-ref-t.6.4.18.9.55,ref-sifre-n.153.7.69-ref-sifre-n.153.7.82,1364925,1364993,ref-t.6.4.18.9.43,ref-t.6.4.18.9.55,269509,269584,ref-sifre-n.153.7.69,ref-sifre-n.153.7.82,דר בתוכה מדור העמים אע'פ שחרב הרי זה טמא ואין מדור העמים ובית ,ונדריה עליה נדריה שבאו עמה מבית אביה לבית בעלה אתה אומר נדריה שבאו עמה ,13,14,929,929.0,865,865.0,0.7183098591549296,0.8666666666666667,0,,2050000634,13,14
ref-t.6.5.1.2.2-ref-t.6.5.1.2.11,ref-sifre-n.160.5.35-ref-sifre-n.160.5.57,1367107,1367159,ref-t.6.5.1.2.2,ref-t.6.5.1.2.11,287091,287200,ref-sifre-n.160.5.35,ref-sifre-n.160.5.57,ולא במראה שני במראה שני ולא במראה שלישי לא יראה ,שלשתם לא ראי אבן כראי העץ ולא ראי העץ כראי אבן ולא ראי זה וזה כראי כלי ברזל ולא ראי ברזל כראי שניהם ,10,23,993,993.0,866,866.0,0.68,0.8181818181818181,2,ולא ולא,2050000635,10,23
ref-t.6.5.1.7.17-ref-t.6.5.1.7.25,ref-sifre-n.127.1.213-ref-sifre-n.127.1.223,1368515,1368558,ref-t.6.5.1.7.17,ref-t.6.5.1.7.25,223132,223184,ref-sifre-n.127.1.213,ref-sifre-n.127.1.223,כל ריב וכל נגע מקיש ריבין לנגעים מה נגעים ,כל הורג נפש וכל נוגע בחלל מקיש הורג לנוגע מה נוגע ,9,11,764,764.0,867,867.0,0.48,0.6666666666666667,4,כל וכל מקיש מה,2050000636,9,11
ref-t.6.5.3.8.25-ref-t.6.5.3.9.1,ref-sifre-n.25.1.411-ref-sifre-n.25.1.422,1376776,1376836,ref-t.6.5.3.8.25,ref-t.6.5.3.9.1,41618,41676,ref-sifre-n.25.1.411,ref-sifre-n.25.1.422,מה בשר חי האמור להלן כעדשה אף בשר חי האמור כן כעדשה שיער ,מה פרוע האמור להלן גידול שער אף פרוע האמור כאן גידול שער ,13,12,186,182.0,868,868.0,0.4035087719298245,0.5,5,מה האמור להלן אף האמור,2050000637,13,12
ref-t.6.5.3.8.25-ref-t.6.5.3.9.2,ref-sifre-n.116.2.279-ref-sifre-n.116.2.291,1376776,1376841,ref-t.6.5.3.8.25,ref-t.6.5.3.9.2,183037,183099,ref-sifre-n.116.2.279,ref-sifre-n.116.2.291,מה בשר חי האמור להלן כעדשה אף בשר חי האמור כן כעדשה שיער לבן ,מה יומת האמור להלן סקילה אף יומת האמור כאן סקילה ר' יוחנן בן ,14,1,558,554.0,869,868.0,0.4754098360655737,0.6923076923076923,5,מה האמור להלן אף האמור,2050000638,14,13
ref-t.6.5.3.8.25-ref-t.6.5.3.9.2,ref-sifre-n.157.8.96-ref-sifre-n.157.8.111,1376776,1376841,ref-t.6.5.3.8.25,ref-t.6.5.3.9.2,281130,281198,ref-sifre-n.157.8.96,ref-sifre-n.157.8.111,מה בשר חי האמור להלן כעדשה אף בשר חי האמור כן כעדשה שיער לבן ,מה בגד האמור להלן עשה בו כל מעשה עזים כשק אף בגד האמור כאן עשה בו ,14,3,982,976.0,870,868.0,0.5757575757575758,0.7142857142857143,5,מה האמור להלן אף האמור,2050000639,14,16
ref-t.6.5.3.11.23-ref-t.6.5.3.11.31,ref-sifre-n.129.1.153-ref-sifre-n.129.2.12,1377483,1377538,ref-t.6.5.3.11.23,ref-t.6.5.3.11.31,225531,225621,ref-sifre-n.129.1.153,ref-sifre-n.129.2.12,מטומאה לטהרה טהור ואם מטמאה לטמאה שטמא הבא בכולו ,טומאה כך הביא כולם לענין הזאה והזה הטהור על הטמא טהור על הטמא טהור טהור על הטהור טמא ,9,18,782,782.0,872,871.0,0.6588235294117647,0.7272727272727273,1,טהור,2050000640,9,18
ref-t.6.5.3.11.23-ref-t.6.5.3.11.28,ref-sifre-n.129.5.81-ref-sifre-n.129.5.96,1377483,1377520,ref-t.6.5.3.11.23,ref-t.6.5.3.11.28,226555,226638,ref-sifre-n.129.5.81,ref-sifre-n.129.5.96,מטומאה לטהרה טהור ואם מטמאה לטמאה ,"שיטמא בגדים אין לי אלא טהורים טמאים מנין אמרת ק""ו הוא אם טהורים מטמאים ק""ו לטמאים ",6,10,791,790.0,871,871.0,0.6951219512195121,0.9090909090909092,0,,2050000641,6,16
ref-t.6.5.5.13.38-ref-t.6.5.5.13.55,ref-sifre-n.1.4.53-ref-sifre-n.1.4.89,1385037,1385160,ref-t.6.5.5.13.38,ref-t.6.5.5.13.55,2092,2265,ref-sifre-n.1.4.53,ref-sifre-n.1.4.89,כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא תחת אבן מסמא כל שטבול יום מטמא טמא מת מטמא חמור טמא מת שהוא מטמא את האדם כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא תחת אבן מסמא כל שטבול יום מטמא טמא מת מטמא חמור טמא מת שהוא מטמא את האדם כל,כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא תחת אבן מסמא כל שטבול יום מטמא טמא מת מטמא חמור טמא מת שהוא מטמא את האדם כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא תחת אבן מסמא כל שטבול יום מטמא טמא מת מטמא חמור טמא מת שהוא מטמא את האדם כל,15,15,7,7.0,878,878.0,0.0,0.0,73,כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא תחת אבן מסמא כל שטבול יום מטמא טמא מת מטמא חמור טמא מת שהוא מטמא את האדם כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא תחת אבן מסמא כל שטבול יום מטמא טמא מת מטמא חמור טמא מת שהוא מטמא את האדם כל,2050000642,73,73
ref-t.6.5.5.13.40-ref-t.6.5.5.13.53,ref-sifre-n.26.1.418-ref-sifre-n.26.1.433,1385050,1385145,ref-t.6.5.5.13.40,ref-t.6.5.5.13.53,45390,45479,ref-sifre-n.26.1.418,ref-sifre-n.26.1.433,מיטמא בנגעים וחומר בטומאת המת מטומאת הנגעים שהכל מיטמאין במת ואין הכל מיטמאין בנגעים ,בנגעם ובזיבתם אף אמו האמור כאן מטמא בנגעם ובזיבתם לא יטמא להם במותם במותם אין מטמא ,14,16,207,201.0,881,873.0,0.7058823529411765,0.7857142857142857,0,,2050000643,14,16
ref-t.6.5.5.13.26-ref-t.6.5.5.13.53,ref-sifre-n.124.1.463-ref-sifre-n.124.1.479,1384982,1385145,ref-t.6.5.5.13.26,ref-t.6.5.5.13.53,213077,213185,ref-sifre-n.124.1.463,ref-sifre-n.124.1.479,"שאינה מטמאה במגע השורפה מטמא בגדים בגדים המנוגעים שמטמאים במגע אינו דין ששורפם מטמא בגדים ת""ל והשורף","שאינה מטמאה במגע השורפה מטמא בגדים בגדים המנוגעים שמטמאים במגע אינו דין ששורפם מטמא בגדים ת""ל והשורף",4,4,664,664.0,873,873.0,0.0,0.0,17,"שאינה מטמאה במגע השורפה מטמא בגדים בגדים המנוגעים שמטמאים במגע אינו דין ששורפם מטמא בגדים ת""ל והשורף",2050000644,17,17
ref-t.6.5.5.13.38-ref-t.6.5.5.13.60,ref-sifre-n.125.1.2-ref-sifre-n.125.1.41,1385037,1385194,ref-t.6.5.5.13.38,ref-t.6.5.5.13.60,216163,216347,ref-sifre-n.125.1.2,ref-sifre-n.125.1.41,במת לכל נפש אדם וטמא שבעת ימים בא הכתוב ולימד על המת שמטמא במגע הא עד שלא יאמר יש לי בדין אם מטמא באהל לא יטמא במגע אלא אם אמרת כן ענשת מן הדין לכך נאמר הנוגע במת ללמדך שאין,במת לכל נפש אדם וטמא שבעת ימים בא הכתוב ולימד על המת שמטמא במגע הא עד שלא יאמר יש לי בדין אם מטמא באהל לא יטמא במגע אלא אם אמרת כן ענשת מן הדין לכך נאמר הנוגע במת ללמדך שאין,33,33,684,684.0,875,875.0,0.0,0.0,25,במת לכל נפש אדם וטמא שבעת ימים בא_הכתוב_ולימד_על המת שמטמא במגע הא עד_שלא_יאמר_יש_לי_בדין אם מטמא באהל לא יטמא במגע אלא_אם_אמרת כן_ענשת_מן_הדין_לכך_נאמר הנוגע במת ללמדך שאין,2050000645,40,40
