baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-sifra,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifra.11.4-10.9.78-ref-sifra.11.4-10.9.97,ref-sifre-n.153.4.312-ref-sifre-n.153.5.13,515629,515715,ref-sifra.11.4-10.9.78,ref-sifra.11.4-10.9.97,266992,267087,ref-sifre-n.153.4.312,ref-sifre-n.153.5.13,שאין כל נעוריה בבית אביה ושמע אביה להוציא את החרש ושמע אביה אין לי אלא ששמע אביה השמיעוהו,שאין כל נעוריה בבית אביה ושמע אביה להוציא את החרש ושמע אביה אין לי אלא ששמע אביה השמיעוהו,18,18,2052,2052.0,1519,1519.0,0.0,0.0,16,שאין כל נעוריה בבית אביה ושמע אביה להוציא את החרש ושמע אביה אין_לי_אלא ששמע אביה השמיעוהו,4050001253,18,18
ref-sifra.11.4-10.9.99-ref-sifra.11.4-10.9.119,ref-sifre-n.155.1.256-ref-sifre-n.155.1.264,515719,515822,ref-sifra.11.4-10.9.99,ref-sifra.11.4-10.9.119,274172,274225,ref-sifre-n.155.1.256,ref-sifre-n.155.1.264,ערות אביך כמשמעו הרי אתה דן נאמר כאן ערות אביו אביו ונאמר להלן ערות אביך לא תגלה מה ערות אביך שנאמרה ,בנעוריה בית אביה נעורים בבית אביה אמרתי ולא נעורים ,21,9,2057,2057.0,1523,1519.0,0.7128712871287128,0.9333333333333332,0,,4050001254,21,9
ref-sifra.11.4-10.9.99-ref-sifra.11.4-10.9.119,ref-sifre-n.156.3.23-ref-sifre-n.156.3.41,515719,515822,ref-sifra.11.4-10.9.99,ref-sifra.11.4-10.9.119,276264,276376,ref-sifre-n.156.3.23,ref-sifre-n.156.3.41,ערות אביך כמשמעו הרי אתה דן נאמר כאן ערות אביו אביו ונאמר להלן ערות אביך לא תגלה מה ערות אביך שנאמרה ,לאב בכל מדות שאמרנו בנעוריה בית אביה נעוריה בבית אביה אמרתי ולא נעוריה בבית הבעל ר' ישמעאל אומר בנעוריה ,21,13,2062,2058.0,1524,1519.0,0.7211538461538461,0.95,0,,4050001255,21,19
ref-sifra.11.4-10.9.178-ref-sifra.11.4-10.9.188,ref-sifre-n.26.1.410-ref-sifre-n.26.1.416,516118,516172,ref-sifra.11.4-10.9.178,ref-sifra.11.4-10.9.188,45350,45384,ref-sifre-n.26.1.410,ref-sifre-n.26.1.416,ונאמר להלן ערות אביו מה ערות אביו שנאמר להלן עשה אמו ,ונאמר להלן אמו מה אמו האמור להלן ,11,7,437,406.0,1530,1530.0,0.4716981132075472,0.625,4,ונאמר להלן מה אמו,4050001256,11,7
ref-sifra.11.4-10.9.178-ref-sifra.11.4-10.9.198,ref-sifre-n.157.8.93-ref-sifre-n.157.8.110,516118,516220,ref-sifra.11.4-10.9.178,ref-sifra.11.4-10.9.198,281114,281195,ref-sifre-n.157.8.93,ref-sifre-n.157.8.110,ונאמר להלן ערות אביו מה ערות אביו שנאמר להלן עשה אמו שאינה אשת אביו כאמו שהיא אשת אביו אף כאן עשה ,ונאמר להלן בגד מה בגד האמור להלן עשה בו כל מעשה עזים כשק אף בגד האמור כאן עשה ,21,5,2111,2066.0,1531,1530.0,0.4897959183673469,0.7058823529411764,8,ונאמר להלן מה להלן עשה אף כאן עשה,4050001257,21,18
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.12.1.14-ref-sifre-n.12.1.27,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,23314,23390,ref-sifre-n.12.1.14,ref-sifre-n.12.1.27,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן שבועה מה שבועה האמורה להלן היא נשבעת מאליה אף שבועה האמורה כאן ,1,2,150,113.0,1533,1532.0,0.5131578947368421,0.6666666666666667,6,ונאמר להלן מה להלן אף כאן,4050001258,15,14
ref-sifra.11.4-10.10.30-ref-sifra.11.4-10.10.62,ref-sifre-n.16.1.7-ref-sifre-n.16.1.36,516451,516632,ref-sifra.11.4-10.10.30,ref-sifra.11.4-10.10.62,26974,27127,ref-sifre-n.16.1.7,ref-sifre-n.16.1.36,מכל מיתות האמורות בתורה תלמוד לומר דמיהם בם ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן בסקילה עונש שמענו אזהרה לא שמענו תלמוד לומר ערות כלתך ,כל אלות שבתורה תלמוד לומר האלה הכהן למה נאמר שהיה בדין נאמר כאן וכתב ונאמר להלן וכתב מה וכתב האמור להלן כשר בכל אדם אף וכתב האמור כאן כשר בכל ,13,14,185,183.0,1532,1532.0,0.6551724137931034,0.7083333333333333,8,תלמוד לומר ונאמר להלן מה להלן אף כאן,4050001259,33,30
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.22.1.195-ref-sifre-n.22.1.207,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,33522,33596,ref-sifre-n.22.1.195,ref-sifre-n.22.1.207,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן הפלאה מה הפלאה האמורה להלן בנדר ובנדבה אף הפלאה האמורה כאן ,1,4,276,243.0,1534,1532.0,0.4473684210526316,0.6666666666666667,6,ונאמר להלן מה להלן אף כאן,4050001260,15,13
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.25.1.408-ref-sifre-n.25.1.420,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,41601,41666,ref-sifre-n.25.1.408,ref-sifre-n.25.1.420,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן פרוע מה פרוע האמור להלן גידול שער אף פרוע האמור כאן ,1,5,333,295.0,1535,1532.0,0.4736842105263157,0.6666666666666667,6,ונאמר להלן מה להלן אף כאן,4050001261,15,13
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.25.1.646-ref-sifre-n.25.1.667,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,42870,42982,ref-sifre-n.25.1.646,ref-sifre-n.25.1.667,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,1,3,375,340.0,1536,1532.0,0.6727272727272727,0.6363636363636364,6,ונאמר להלן מה להלן אף כאן,4050001262,15,22
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.26.1.410-ref-sifre-n.26.1.423,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,45350,45423,ref-sifre-n.26.1.410,ref-sifre-n.26.1.423,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,1,4,443,406.0,1537,1532.0,0.5131578947368421,0.5833333333333333,6,ונאמר להלן מה להלן אף כאן,4050001263,15,14
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.29.1.153-ref-sifre-n.29.1.168,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,48837,48924,ref-sifre-n.29.1.153,ref-sifre-n.29.1.168,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן ,1,4,518,473.0,1538,1532.0,0.5411764705882353,0.6363636363636364,6,ונאמר להלן מה להלן אף כאן,4050001264,15,16
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.30.1.836-ref-sifre-n.30.1.857,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,53483,53597,ref-sifre-n.30.1.836,ref-sifre-n.30.1.857,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות בימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,1,3,578,545.0,1539,1532.0,0.6636363636363637,0.6923076923076923,6,ונאמר להלן מה להלן אף כאן,4050001265,15,22
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.31.3.326-ref-sifre-n.31.3.347,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,57225,57339,ref-sifre-n.31.3.326,ref-sifre-n.31.3.347,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות בימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,1,3,626,592.0,1540,1532.0,0.6636363636363637,0.6923076923076923,6,ונאמר להלן מה להלן אף כאן,4050001266,15,22
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.39.1.91-ref-sifre-n.39.1.102,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,62802,62867,ref-sifre-n.39.1.91,ref-sifre-n.39.1.102,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן ברכה מה ברכה האמורה להלן בעמידה אף ברכה האמורה כאן ,1,6,686,650.0,1541,1532.0,0.3684210526315789,0.6363636363636364,6,ונאמר להלן מה להלן אף כאן,4050001267,15,12
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.73.2.61-ref-sifre-n.73.2.74,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,98036,98113,ref-sifre-n.73.2.61,ref-sifre-n.73.2.74,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן תרועה מה תרועה האמורה להלן תקיעה לאחר תרועה אף תרועה האמורה כאן ,1,8,849,817.0,1542,1532.0,0.5,0.6666666666666667,6,ונאמר להלן מה להלן אף כאן,4050001268,15,14
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.73.2.139-ref-sifre-n.73.2.152,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,98447,98526,ref-sifre-n.73.2.139,ref-sifre-n.73.2.152,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן תרועה מה תרועה האמורה להלן תוקע ומריע ותוקע אף תרועה האמורה כאן ,1,8,891,857.0,1543,1532.0,0.5526315789473685,0.6666666666666667,6,ונאמר להלן מה להלן אף כאן,4050001269,15,14
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.75.1.42-ref-sifre-n.75.1.56,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,99704,99785,ref-sifre-n.75.1.42,ref-sifre-n.75.1.56,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,1,9,939,899.0,1544,1532.0,0.4871794871794871,0.7142857142857143,6,ונאמר להלן מה להלן אף כאן,4050001270,15,15
ref-sifra.11.4-10.10.42-ref-sifra.11.4-10.10.62,ref-sifre-n.101.1.90-ref-sifre-n.101.1.102,516519,516632,ref-sifra.11.4-10.10.42,ref-sifra.11.4-10.10.62,138349,138408,ref-sifre-n.101.1.90,ref-sifre-n.101.1.102,מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן בסקילה עונש שמענו אזהרה לא שמענו תלמוד לומר ערות כלתך ,מה מעשה האמור להלן של ספיר אף מעשה האמור כאן של ספיר מכל ,9,13,983,979.0,1555,1532.0,0.6454545454545455,0.7857142857142857,4,מה להלן אף כאן,4050001271,21,13
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.110.1.114-ref-sifre-n.110.1.126,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,156771,156836,ref-sifre-n.110.1.114,ref-sifre-n.110.1.126,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן ,1,2,1073,1037.0,1545,1532.0,0.4473684210526316,0.6666666666666667,6,ונאמר להלן מה להלן אף כאן,4050001272,15,13
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.113.1.62-ref-sifre-n.113.1.73,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,167778,167839,ref-sifre-n.113.1.62,ref-sifre-n.113.1.73,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן ,1,3,1175,1133.0,1546,1532.0,0.3684210526315789,0.6363636363636364,6,ונאמר להלן מה להלן אף כאן,4050001273,15,12
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.53,ref-sifre-n.116.2.276-ref-sifre-n.116.2.288,516498,516585,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.53,183020,183087,ref-sifre-n.116.2.276,ref-sifre-n.116.2.288,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן בסקילה ,ונאמר להלן יומת מה יומת האמור להלן סקילה אף יומת האמור כאן סקילה ,2,2,1311,1311.0,1553,1547.0,0.3253012048192771,0.5,6,ונאמר להלן מה להלן אף כאן,4050001274,16,13
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.116.2.297-ref-sifre-n.116.2.308,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,183124,183185,ref-sifre-n.116.2.297,ref-sifre-n.116.2.308,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן יומת מה יומת האמור להלן בחנק אף יומת האמור כאן ,1,1,1350,1350.0,1547,1547.0,0.3947368421052631,0.6363636363636364,6,ונאמר להלן מה להלן אף כאן,4050001275,15,12
ref-sifra.11.4-10.10.41-ref-sifra.11.4-10.10.52,ref-sifre-n.123.1.110-ref-sifre-n.123.1.121,516516,516577,ref-sifra.11.4-10.10.41,ref-sifra.11.4-10.10.52,205527,205589,ref-sifre-n.123.1.110,ref-sifre-n.123.1.121,בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,מה חקה האמורה להלן בבגדי לבן הכתוב מדבר אף חקה האמורה כאן ,6,1,1428,1428.0,1554,1532.0,0.5932203389830508,0.8333333333333334,3,מה להלן כאן,4050001276,12,12
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.124.1.639-ref-sifre-n.124.1.653,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,213993,214074,ref-sifre-n.124.1.639,ref-sifre-n.124.1.653,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן טהור מה טהור האמור להלן טמא לתרומה וטהור לחטאת אף טהור האמור כאן ,1,1,1555,1535.0,1548,1532.0,0.5657894736842105,0.6923076923076923,6,ונאמר להלן מה להלן אף כאן,4050001277,15,15
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.142.2.215-ref-sifre-n.142.2.228,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,253868,253940,ref-sifre-n.142.2.215,ref-sifre-n.142.2.228,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן ,1,4,1916,1875.0,1549,1532.0,0.5,0.7692307692307692,5,להלן מה להלן אף כאן,4050001278,15,14
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.153.3.20-ref-sifre-n.153.3.33,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,264592,264659,ref-sifre-n.153.3.20,ref-sifre-n.153.3.33,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן ,1,3,2039,2010.0,1550,1532.0,0.4868421052631579,0.6666666666666667,6,ונאמר להלן מה להלן אף כאן,4050001279,15,14
ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,ref-sifre-n.157.8.93-ref-sifre-n.157.8.109,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,281114,281191,ref-sifre-n.157.8.93,ref-sifre-n.157.8.109,ונאמר להלן בגד מה בגד האמור להלן עשה בו כל מעשה עזים כשק אף בגד האמור כאן,ונאמר להלן בגד מה בגד האמור להלן עשה בו כל מעשה עזים כשק אף בגד האמור כאן,4,4,2105,2105.0,1551,1551.0,0.0,0.0,17,ונאמר להלן בגד מה בגד האמור להלן עשה בו כל מעשה עזים כשק אף בגד האמור כאן,4050001280,17,17
ref-sifra.11.4-10.11.52-ref-sifra.11.4-10.11.60,ref-sifre-n.116.2.279-ref-sifre-n.116.2.288,517039,517085,ref-sifra.11.4-10.11.52,ref-sifra.11.4-10.11.60,183037,183087,ref-sifre-n.116.2.279,ref-sifre-n.116.2.288,מה דמיהם בם האמור להלן בסקילה אף כאן בסקילה ,מה יומת האמור להלן סקילה אף יומת האמור כאן סקילה ,9,10,1320,1272.0,1556,1556.0,0.4081632653061224,0.375,5,מה האמור להלן אף כאן,4050001281,9,10
ref-sifra.11.4-10.11.114-ref-sifra.11.4-10.11.121,ref-sifre-n.111.1.6-ref-sifre-n.111.1.17,517347,517393,ref-sifra.11.4-10.11.114,ref-sifra.11.4-10.11.121,159663,159733,ref-sifre-n.111.1.6,ref-sifre-n.111.1.17,היו בכלל כל העריות והרי הכתוב מוציאן מכללן ,היתה בכלל כל המצוות שהצבור מביאים עליה פר והרי הכתוב מוציאה מכללה ,8,12,1104,1104.0,1557,1557.0,0.4393939393939394,0.7142857142857143,4,בכלל כל והרי הכתוב,4050001282,8,12
ref-sifra.11.4-10.11.115-ref-sifra.11.4-10.11.121,ref-sifre-n.127.1.65-ref-sifre-n.127.1.70,517351,517393,ref-sifra.11.4-10.11.115,ref-sifra.11.4-10.11.121,222345,222380,ref-sifre-n.127.1.65,ref-sifre-n.127.1.70,בכלל כל העריות והרי הכתוב מוציאן מכללן ,בכלל חלל והרי הכתוב מוציאו מכללו ,7,6,1613,1613.0,1558,1557.0,0.2564102564102564,0.6666666666666667,3,בכלל והרי הכתוב,4050001283,7,6
ref-sifra.11.4-10.13.19-ref-sifra.11.4-10.13.28,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,517825,517876,ref-sifra.11.4-10.13.19,ref-sifra.11.4-10.13.28,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,אומר כאן זימה ונאמר להלן זימה מה זימה האמורה להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,1,1,95,79.0,1562,1559.0,0.28,0.3333333333333333,6,כאן ונאמר להלן מה האמורה להלן,4050001284,10,10
ref-sifra.11.4-10.13.19-ref-sifra.11.4-10.13.37,ref-sifre-n.12.1.11-ref-sifre-n.12.1.27,517825,517917,ref-sifra.11.4-10.13.19,ref-sifra.11.4-10.13.37,23299,23390,ref-sifre-n.12.1.11,ref-sifre-n.12.1.27,אומר כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן ,נאמר כאן שבועה ונאמר להלן שבועה מה שבועה האמורה להלן היא נשבעת מאליה אף שבועה האמורה כאן ,1,1,139,113.0,1568,1559.0,0.4157303370786517,0.5833333333333333,8,כאן ונאמר להלן מה האמורה להלן אף כאן,4050001285,19,17
ref-sifra.11.4-10.13.19-ref-sifra.11.4-10.13.37,ref-sifre-n.16.1.18-ref-sifre-n.16.1.34,517825,517917,ref-sifra.11.4-10.13.19,ref-sifra.11.4-10.13.37,27032,27118,ref-sifre-n.16.1.18,ref-sifre-n.16.1.34,אומר כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן ,נאמר כאן וכתב ונאמר להלן וכתב מה וכתב האמור להלן כשר בכל אדם אף וכתב האמור כאן ,1,1,209,183.0,1569,1559.0,0.4318181818181818,0.6153846153846154,7,כאן ונאמר להלן מה להלן אף כאן,4050001286,19,17
ref-sifra.11.4-10.13.20-ref-sifra.11.4-10.13.37,ref-sifre-n.22.1.193-ref-sifre-n.22.1.207,517830,517917,ref-sifra.11.4-10.13.20,ref-sifra.11.4-10.13.37,33512,33596,ref-sifre-n.22.1.193,ref-sifre-n.22.1.207,כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן ,כאן הפלאה ונאמר להלן הפלאה מה הפלאה האמורה להלן בנדר ובנדבה אף הפלאה האמורה כאן ,12,1,264,243.0,1583,1559.0,0.3975903614457831,0.5833333333333333,8,כאן ונאמר להלן מה האמורה להלן אף כאן,4050001287,18,15
ref-sifra.11.4-10.13.20-ref-sifra.11.4-10.13.37,ref-sifre-n.25.1.406-ref-sifre-n.25.1.420,517830,517917,ref-sifra.11.4-10.13.20,ref-sifra.11.4-10.13.37,41592,41666,ref-sifre-n.25.1.406,ref-sifre-n.25.1.420,כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן ,כאן פרוע ונאמר להלן פרוע מה פרוע האמור להלן גידול שער אף פרוע האמור כאן ,12,1,322,295.0,1584,1559.0,0.4457831325301205,0.5833333333333333,7,כאן ונאמר להלן מה להלן אף כאן,4050001288,18,15
ref-sifra.11.4-10.13.19-ref-sifra.11.4-10.13.37,ref-sifre-n.25.1.643-ref-sifre-n.25.1.667,517825,517917,ref-sifra.11.4-10.13.19,ref-sifra.11.4-10.13.37,42856,42982,ref-sifre-n.25.1.643,ref-sifre-n.25.1.667,אומר כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,1,1,364,340.0,1570,1559.0,0.532258064516129,0.5454545454545454,7,כאן ונאמר להלן מה להלן אף כאן,4050001289,19,25
ref-sifra.11.4-10.13.19-ref-sifra.11.4-10.13.37,ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,517825,517917,ref-sifra.11.4-10.13.19,ref-sifra.11.4-10.13.37,45337,45423,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,אומר כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן ,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,1,1,430,406.0,1571,1559.0,0.3636363636363636,0.6153846153846154,7,כאן ונאמר להלן מה להלן אף כאן,4050001290,19,17
ref-sifra.11.4-10.13.19-ref-sifra.11.4-10.13.37,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,517825,517917,ref-sifra.11.4-10.13.19,ref-sifra.11.4-10.13.37,48822,48924,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,אומר כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן ,1,1,501,473.0,1572,1559.0,0.46,0.5454545454545454,7,כאן ונאמר להלן מה להלן אף כאן,4050001291,19,19
ref-sifra.11.4-10.13.19-ref-sifra.11.4-10.13.37,ref-sifre-n.30.1.833-ref-sifre-n.30.1.857,517825,517917,ref-sifra.11.4-10.13.19,ref-sifra.11.4-10.13.37,53469,53597,ref-sifre-n.30.1.833,ref-sifre-n.30.1.857,אומר כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות בימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,1,1,568,545.0,1573,1559.0,0.5161290322580645,0.6153846153846154,7,כאן ונאמר להלן מה להלן אף כאן,4050001292,19,25
ref-sifra.11.4-10.13.19-ref-sifra.11.4-10.13.37,ref-sifre-n.31.3.323-ref-sifre-n.31.3.347,517825,517917,ref-sifra.11.4-10.13.19,ref-sifra.11.4-10.13.37,57211,57339,ref-sifre-n.31.3.323,ref-sifre-n.31.3.347,אומר כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות בימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,1,1,618,592.0,1574,1559.0,0.5161290322580645,0.6153846153846154,7,כאן ונאמר להלן מה להלן אף כאן,4050001293,19,25
ref-sifra.11.4-10.13.19-ref-sifra.11.4-10.13.37,ref-sifre-n.39.1.88-ref-sifre-n.39.1.102,517825,517917,ref-sifra.11.4-10.13.19,ref-sifra.11.4-10.13.37,62788,62867,ref-sifre-n.39.1.88,ref-sifre-n.39.1.102,אומר כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן ,נאמר כאן ברכה ונאמר להלן ברכה מה ברכה האמורה להלן בעמידה אף ברכה האמורה כאן ,1,1,674,650.0,1575,1559.0,0.3977272727272727,0.5454545454545454,8,כאן ונאמר להלן מה האמורה להלן אף כאן,4050001294,19,15
ref-sifra.11.4-10.13.15-ref-sifra.11.4-10.13.27,ref-sifre-n.65.1.108-ref-sifre-n.65.1.119,517809,517871,ref-sifra.11.4-10.13.15,ref-sifra.11.4-10.13.27,89343,89410,ref-sifre-n.65.1.108,ref-sifre-n.65.1.119,מנין הרי אתה דן אומר כאן זימה ונאמר להלן זימה מה זימה האמורה ,הימנו גזרה שוה נאמר כאן במועדו ונאמר להלן במועדו מה מועדו האמור ,13,6,785,784.0,1559,1559.0,0.515625,0.6666666666666667,4,כאן ונאמר להלן מה,4050001295,13,12
