baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-mek,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.4.4.13.9.55-ref-t.4.4.13.9.68,ref-mek.5.3.2.18-ref-mek.5.3.2.29,927506,927582,ref-t.4.4.13.9.55,ref-t.4.4.13.9.68,220672,220729,ref-mek.5.3.2.18,ref-mek.5.3.2.29,נאמ' כאן אבדה ונאמרה להלן אבדה מתבקשת מה אבידה האמורה להלן אבידה מתבקשת אף ,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף ,4,1,318,314.0,512,511.0,0.4666666666666667,0.5,5,כאן להלן מה להלן אף,2030000397,14,12
ref-t.4.4.13.9.55-ref-t.4.4.13.9.71,ref-mek.7.1.2.114-ref-mek.7.1.2.132,927506,927599,ref-t.4.4.13.9.55,ref-t.4.4.13.9.71,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,נאמ' כאן אבדה ונאמרה להלן אבדה מתבקשת מה אבידה האמורה להלן אבידה מתבקשת אף אבידה האמורה כן ,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל הכתוב מדבר אף עבד עברי האמור כאן ,1,1,394,392.0,514,511.0,0.4891304347826087,0.5833333333333333,5,כאן להלן מה להלן אף,2030000398,17,17
ref-t.4.4.13.9.58-ref-t.4.4.13.9.71,ref-mek.7.4.2.154-ref-mek.7.4.2.166,927520,927599,ref-t.4.4.13.9.58,ref-t.4.4.13.9.71,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,ונאמרה להלן אבדה מתבקשת מה אבידה האמורה להלן אבידה מתבקשת אף אבידה האמורה כן ,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,4,1,419,418.0,515,511.0,0.4285714285714285,0.5,4,להלן מה להלן אף,2030000399,14,13
ref-t.4.4.13.9.58-ref-t.4.4.13.9.72,ref-mek.7.16.5.40-ref-mek.7.16.5.53,927520,927605,ref-t.4.4.13.9.58,ref-t.4.4.13.9.72,346915,346985,ref-mek.7.16.5.40,ref-mek.7.16.5.53,ונאמרה להלן אבדה מתבקשת מה אבידה האמורה להלן אבידה מתבקשת אף אבידה האמורה כן אבידה ,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן כך גנבה ואבדה ,5,5,563,562.0,516,511.0,0.4337349397590361,0.5,5,להלן מה האמורה להלן אף,2030000400,15,14
ref-t.4.4.14.4.65-ref-t.4.4.14.4.72,ref-mek.6.11.2.287-ref-mek.6.11.2.293,930356,930398,ref-t.4.4.14.4.65,ref-t.4.4.14.4.72,282726,282765,ref-mek.6.11.2.287,ref-mek.6.11.2.293,שאינם לא רואין ולא שומעין ולא מדברין על ,שאינם רואות ולא שומעות ולא מדברות על ,8,7,386,384.0,517,517.0,0.225,0.6666666666666667,4,שאינם ולא ולא על,2030000401,8,7
ref-t.4.4.14.8.3-ref-t.4.4.14.8.10,ref-mek.5.3.1.448-ref-mek.5.3.1.454,931507,931544,ref-t.4.4.14.8.3,ref-t.4.4.14.8.10,220142,220178,ref-mek.5.3.1.448,ref-mek.5.3.1.454,ויהונתן בן גרשום בן מנשה ובניו היו,ויהונתן בן גרשום בן מנשה ובניו היו,7,7,313,312.0,518,518.0,0.0,0.0,7,ויהונתן בן גרשום בן מנשה ובניו היו,2030000402,7,7
ref-t.4.5.1.4.68-ref-t.4.5.1.4.80,ref-mek.3.3.1.378-ref-mek.3.3.1.395,933498,933562,ref-t.4.5.1.4.68,ref-t.4.5.1.4.80,147519,147617,ref-mek.3.3.1.378,ref-mek.3.3.1.395,ואמרו להן היאך אתם חתומין על השטר זה שהרי אתם הייתם עמנו אותו ,עליך הורגנו כל היום הרי אתם נאים הרי אתם גיבורים בואו והתערבו עמנו וישראל אומרים להן מכירים אתם ,13,18,237,237.0,520,520.0,0.6875,0.8571428571428572,3,אתם אתם עמנו,2030000403,13,18
ref-t.4.5.1.7.58-ref-t.4.5.1.7.63,ref-mek.6.8.2.161-ref-mek.6.8.2.166,934570,934602,ref-t.4.5.1.7.58,ref-t.4.5.1.7.63,268558,268590,ref-mek.6.8.2.161,ref-mek.6.8.2.166,ועשיתם לו כאשר זמם לעשות לאחיו ,ועשיתם לו כאשר זמם לעשות לאחיו ,1,1,365,362.0,521,521.0,0.0,0.0,6,ועשיתם לו כאשר זמם לעשות לאחיו,2030000404,6,6
ref-t.4.5.4.1.10-ref-t.4.5.4.1.27,ref-mek.1.16.4.150-ref-mek.1.16.4.164,938244,938342,ref-t.4.5.4.1.10,ref-t.4.5.4.1.27,59847,59919,ref-mek.1.16.4.150,ref-mek.1.16.4.164,תוציא מן הבית מן הבשר חוצה חוץ לחבורה לא תוציא מן הבית מן הבשר חוצה חוץ לחבורה לא תוציא מן הבית מן הבשר חוצה,תוציא מן הבית מן הבשר חוצה חוץ לחבורה לא תוציא מן הבית מן הבשר חוצה חוץ לחבורה לא תוציא מן הבית מן הבשר חוצה,24,24,72,72.0,522,522.0,0.0,0.0,24,תוציא מן הבית מן הבשר חוצה חוץ לחבורה לא תוציא מן הבית מן הבשר חוצה חוץ לחבורה לא תוציא מן הבית מן הבשר חוצה,2030000405,24,24
ref-t.4.5.5.14.73-ref-t.4.5.5.14.94,ref-mek.5.3.7.30-ref-mek.5.3.7.43,945449,945567,ref-t.4.5.5.14.73,ref-t.4.5.5.14.94,224418,224492,ref-mek.5.3.7.30,ref-mek.5.3.7.43,האשה ברעי דברי ר' יוסי ר' יהודה אומ' האיש ברעי והאשה במים וחכמים אומ' אחד האיש ואחד האשה בין ברעי בין במים ,למי כשהוא אומר וישאלו איש לרעהו מי קרוי איש הלא משה שנאמר והאיש משה ,18,14,320,320.0,524,524.0,0.6915887850467289,0.8666666666666667,0,,2030000406,18,14
ref-t.4.5.5.16.18-ref-t.4.5.5.16.26,ref-mek.6.7.1.389-ref-mek.6.7.1.398,945765,945816,ref-t.4.5.5.16.18,ref-t.4.5.5.16.26,263566,263622,ref-mek.6.7.1.389,ref-mek.6.7.1.398,שחייבין מיתה בידי שמים וכרת בידי שמים אין מלקין ,שחייבין עליהם מיתות בית דין מיתה בידי שמים כרת ומלקות ,9,10,358,358.0,525,525.0,0.4259259259259259,0.6666666666666667,4,שחייבין מיתה בידי שמים,2030000407,9,10
ref-t.4.6.1.5.28-ref-t.4.6.1.5.43,ref-mek.6.8.2.105-ref-mek.6.8.2.119,947754,947842,ref-t.4.6.1.5.28,ref-t.4.6.1.5.43,268266,268349,ref-mek.6.8.2.105,ref-mek.6.8.2.119,נאמ' לפי ששלש מצות אמורות בפרשה ב' מפורשה וא' סתומה תלמד סתומה מן המפורשה מה מפורשה ,אמרת שלש מצות נאמרו בענין זה שתים מפורשות וא' סתומה נלמד סתומה ממפורשות מה מפורשת ,16,15,361,361.0,526,526.0,0.3452380952380952,0.7894736842105263,5,מצות וא' סתומה סתומה מה,2030000408,16,15
ref-t.4.6.1.5.28-ref-t.4.6.1.5.43,ref-mek.7.5.2.305-ref-mek.7.5.2.318,947754,947842,ref-t.4.6.1.5.28,ref-t.4.6.1.5.43,306463,306546,ref-mek.7.5.2.305,ref-mek.7.5.2.318,נאמ' לפי ששלש מצות אמורות בפרשה ב' מפורשה וא' סתומה תלמד סתומה מן המפורשה מה מפורשה ,אמרת שלש מצות נאמרו בענין שתים מפורשות ואחת סתומה נלמד סתומה ממפורשות מה מפורשות ,16,14,430,430.0,527,526.0,0.3571428571428571,0.8421052631578947,4,מצות סתומה סתומה מה,2030000409,16,14
ref-t.4.6.1.7.86-ref-t.4.6.1.7.119,ref-mek.1.19.3.166-ref-mek.1.19.3.194,948668,948830,ref-t.4.6.1.7.86,ref-t.4.6.1.7.119,79960,80105,ref-mek.1.19.3.166,ref-mek.1.19.3.194,כלל ופרט אין בכלל אלא מה שבפרט וכשהוא אומר כל בכור אדם בבניך תפדה חזר וכלל או כלל בכלל הראשון ואמרת לאו אלא כלל ופרט וכלל אלא כעין הפרט,כלל ופרט אין בכלל אלא מה שבפרט וכשהוא אומר כל בכור אדם בבניך תפדה חזר וכלל או כלל בכלל הראשון ואמרת לאו אלא כלל ופרט וכלל אלא כעין הפרט,23,23,126,126.0,529,529.0,0.0,0.0,29,כלל ופרט אין בכלל אלא מה שבפרט וכשהוא אומר כל בכור אדם בבניך תפדה חזר וכלל או כלל בכלל הראשון ואמרת לאו אלא כלל ופרט וכלל אלא כעין הפרט,2030000410,29,29
ref-t.4.6.1.7.86-ref-t.4.6.1.7.119,ref-mek.6.8.3.38-ref-mek.6.8.3.70,948668,948830,ref-t.4.6.1.7.86,ref-t.4.6.1.7.119,270276,270433,ref-mek.6.8.3.38,ref-mek.6.8.3.70,כלל ופרט אין בכלל אלא מה שבפרט וכשהוא אומר וכל אשר לרעך חזר וכלל או כלל כלל הראשון הרי אמרת לאו אלא חזר וכלל כלל ופרט וכלל אי אתה דן אלא כעין הפרט,כלל ופרט אין בכלל אלא מה שבפרט וכשהוא אומר וכל אשר לרעך חזר וכלל או כלל כלל הראשון הרי אמרת לאו אלא חזר וכלל כלל ופרט וכלל אי אתה דן אלא כעין הפרט,22,22,366,366.0,531,531.0,0.0,0.0,33,כלל ופרט אין בכלל אלא מה שבפרט וכשהוא אומר וכל אשר לרעך חזר וכלל או כלל כלל הראשון הרי אמרת לאו אלא חזר וכלל כלל ופרט וכלל אי אתה דן אלא כעין הפרט,2030000411,33,33
ref-t.4.6.1.7.84-ref-t.4.6.1.7.94,ref-mek.7.8.4.125-ref-mek.7.8.4.143,948659,948708,ref-t.4.6.1.7.84,ref-t.4.6.1.7.94,316714,316802,ref-mek.7.8.4.125,ref-mek.7.8.4.143,אדם וגו' כלל ופרט וכלל אי אתה דן אלא כעין הפרט ,באדם חזר וכלל או כלל כלל הראשון אמרת לאו אלא כלל ופרט וכלל אי אתה דן אלא כעין הפרט ,6,14,458,456.0,528,528.0,0.4578313253012048,0.3333333333333333,9,כלל ופרט וכלל אי אתה דן אלא כעין הפרט,2030000412,11,19
ref-t.4.6.1.7.103-ref-t.4.6.1.7.119,ref-mek.7.8.4.108-ref-mek.7.8.4.143,948751,948830,ref-t.4.6.1.7.103,ref-t.4.6.1.7.119,316635,316802,ref-mek.7.8.4.108,ref-mek.7.8.4.143,כלל עין תחת עין פרט כלל ופרט אין בכלל אלא מה שבפרט וכשהוא אומר כאשר יתן מום באדם חזר וכלל או כלל כלל הראשון אמרת לאו אלא כלל ופרט וכלל אי אתה דן אלא כעין הפרט,כלל עין תחת עין פרט כלל ופרט אין בכלל אלא מה שבפרט וכשהוא אומר כאשר יתן מום באדם חזר וכלל או כלל כלל הראשון אמרת לאו אלא כלל ופרט וכלל אי אתה דן אלא כעין הפרט,23,23,456,456.0,535,535.0,0.0,0.0,34,כלל עין_תחת_עין פרט כלל ופרט אין בכלל אלא מה שבפרט וכשהוא אומר כאשר יתן מום באדם חזר וכלל או כלל כלל הראשון אמרת לאו אלא כלל ופרט וכלל אי אתה דן אלא כעין הפרט,2030000413,34,34
ref-t.4.6.1.7.86-ref-t.4.6.1.7.119,ref-mek.7.15.2.218-ref-mek.7.15.2.249,948668,948830,ref-t.4.6.1.7.86,ref-t.4.6.1.7.119,342000,342148,ref-mek.7.15.2.218,ref-mek.7.15.2.249,כלל ופרט אין בכלל אלא מה שבפרט וכשהוא אומר על כל אבדה אשר יאמר חזר וכלל או כלל כלל הראשון אמרת לאו אלא כלל ופרט וכלל אי אתה דן אלא כעין הפרט,כלל ופרט אין בכלל אלא מה שבפרט וכשהוא אומר על כל אבדה אשר יאמר חזר וכלל או כלל כלל הראשון אמרת לאו אלא כלל ופרט וכלל אי אתה דן אלא כעין הפרט,21,21,545,545.0,530,530.0,0.0,0.0,32,כלל ופרט אין בכלל אלא מה שבפרט וכשהוא אומר על כל אבדה אשר יאמר חזר וכלל או כלל כלל הראשון אמרת לאו אלא כלל ופרט וכלל אי אתה דן אלא כעין הפרט,2030000414,32,32
ref-t.4.6.1.7.165-ref-t.4.6.1.7.177,ref-mek.6.3.4.33-ref-mek.6.3.4.40,949080,949144,ref-t.4.6.1.7.165,ref-t.4.6.1.7.177,245549,245582,ref-mek.6.3.4.33,ref-mek.6.3.4.40,"אין לי אלא בהמה חיה מנין ת""ל בהמה","אין לי אלא בהמה חיה מנין ת""ל בהמה",6,6,332,332.0,538,538.0,0.0,0.0,6,"אין_לי_אלא בהמה חיה מנין ת""ל בהמה",2030000415,6,6
ref-t.4.6.3.1.56-ref-t.4.6.3.1.67,ref-mek.1.18.3.342-ref-mek.1.18.3.355,953962,954018,ref-t.4.6.3.1.56,ref-t.4.6.3.1.67,74694,74759,ref-mek.1.18.3.342,ref-mek.1.18.3.355,מה עונו ישא האמור להלן נטילת נשמה אף עונו ישא האמור כן ,מה זה בעיניכם האמור להלן על גובה של ראש אף בין עיניך האמור כאן ,12,12,104,102.0,540,540.0,0.492063492063492,0.6923076923076923,5,מה האמור להלן אף האמור,2030000416,12,12
ref-t.4.6.3.6.36-ref-t.4.6.3.6.43,ref-mek.1.19.7.415-ref-mek.1.19.7.429,955569,955600,ref-t.4.6.3.6.36,ref-t.4.6.3.6.43,88196,88264,ref-mek.1.19.7.415,ref-mek.1.19.7.429,אביך לא תרצח לא תנאף לא תגנב לא ,אביך לא תרצח לא רצח לפוטיפר לא תנאף לא נאף לאשת פוטיפר לא תגנוב לא ,8,15,149,149.0,541,541.0,0.5223880597014925,0.5,7,אביך לא תרצח לא תנאף לא לא,2030000417,8,15
ref-t.4.6.3.6.37-ref-t.4.6.3.6.42,ref-mek.6.8.2.16-ref-mek.6.8.2.39,955574,955597,ref-t.4.6.3.6.37,ref-t.4.6.3.6.42,267817,267934,ref-mek.6.8.2.16,ref-mek.6.8.2.39,לא תרצח לא תנאף לא תגנב ,לא תרצח לא תנאף למה נאמר לפי שהוא אומר מות יומת הנואף והנואפת עונש שמענו אזהרה לא שמענו תלמוד לומר לא תנאף לא תגנוב ,6,13,360,360.0,542,541.0,0.7931034482758621,0.6666666666666667,5,לא תרצח לא תנאף לא,2030000418,6,13
ref-t.4.6.6.1.2-ref-t.4.6.6.1.11,ref-mek.7.16.2.124-ref-mek.7.16.2.136,961599,961660,ref-t.4.6.6.1.2,ref-t.4.6.6.1.11,345181,345255,ref-mek.7.16.2.124,ref-mek.7.16.2.136,ולקח בעליו ולא ישלם מכאן אמרו כל הנשבעים נשבעים ולא משלמין ולקח בעליו,ולקח בעליו ולא ישלם מכאן אמרו כל הנשבעים נשבעים ולא משלמין ולקח בעליו,11,11,558,558.0,543,543.0,0.0,0.0,11,ולקח בעליו ולא ישלם מכאן_אמרו_כל הנשבעים נשבעים ולא משלמין ולקח בעליו,2030000419,11,11
ref-t.4.6.6.2.11-ref-t.4.6.6.2.19,ref-mek.4.1.5.295-ref-mek.4.1.5.300,962054,962092,ref-t.4.6.6.2.11,ref-t.4.6.6.2.19,183839,183870,ref-mek.4.1.5.295,ref-mek.4.1.5.300,חבול אמ' לו חבלת בי והוא או' לא חבלתי ,חבולה אחת סוף שחבלין בך חבולות ,9,6,268,268.0,545,545.0,0.6052631578947368,0.75,0,,2030000420,9,6
ref-t.4.6.6.3.14-ref-t.4.6.6.3.30,ref-mek.7.16.2.38-ref-mek.7.16.2.51,962387,962476,ref-t.4.6.6.3.14,ref-t.4.6.6.3.30,344762,344840,ref-mek.7.16.2.38,ref-mek.7.16.2.51,שבועת ייי תהיה בין שניהם בזמן שאחד מהן חשוד לא בזמן ששניהן חשודין בין שניהם אינה יוצא ,שניהם להוציא את היורשין בין שניהם להוציא את שכנגדו חשוד על השבועה בין שניהם ,17,14,557,557.0,546,546.0,0.6744186046511628,0.6428571428571428,5,בין שניהם חשוד בין שניהם,2030000421,17,14
ref-t.4.7.1.14.107-ref-t.4.7.1.14.114,ref-mek.1.15.4.42-ref-mek.1.15.4.54,969138,969183,ref-t.4.7.1.14.107,ref-t.4.7.1.14.114,54437,54505,ref-mek.1.15.4.42,ref-mek.1.15.4.54,ועבדום וענו אותם נאמ' ודור רביעי ישובו הנה ,ועבדום וענו אותם ד' מאות שנה וכתוב אחד אומר ודור רביעי ישובו הנה ,8,11,63,63.0,547,547.0,0.3538461538461538,0.4166666666666666,7,ועבדום וענו אותם ודור רביעי ישובו הנה,2030000422,8,11
ref-t.4.7.1.15.41-ref-t.4.7.1.15.47,ref-mek.1.17.1.648-ref-mek.1.17.1.654,969367,969401,ref-t.4.7.1.15.41,ref-t.4.7.1.15.47,65217,65248,ref-mek.1.17.1.648,ref-mek.1.17.1.654,הנה בן הנולד לבית דוד יאשיהו שמו ,הנה בן נולד לבית דוד יאשיה שמו ,7,7,85,85.0,548,548.0,0.0606060606060606,0.2857142857142857,5,הנה בן לבית דוד שמו,2030000423,7,7
ref-t.4.8.4.5.17-ref-t.4.8.4.5.32,ref-mek.1.19.1.78-ref-mek.1.19.1.95,989820,989892,ref-t.4.8.4.5.17,ref-t.4.8.4.5.32,77575,77664,ref-mek.1.19.1.78,ref-mek.1.19.1.95,ואתן לכם ארץ יפה כארצכם כאשר נשבע לך והיכן נשבע לו והבאתי אתכם אל הארץ על שמכם ואתן לכם ארץ יפה כארצכם כאשר נשבע לך והיכן נשבע לו והבאתי אתכם,הארץ על שמכם ואתן לכם ארץ יפה כארצכם כאשר נשבע לך והיכן נשבע לו והבאתי אתכם אל הארץ,30,18,114,114.0,549,549.0,0.524822695035461,0.0,16,הארץ על שמכם ואתן לכם ארץ יפה כארצכם כאשר נשבע לך והיכן נשבע לו והבאתי אתכם,2030000424,30,18
ref-t.4.8.4.5.18-ref-t.4.8.4.5.41,ref-mek.6.2.3.104-ref-mek.6.2.4.5,989824,989935,ref-t.4.8.4.5.18,ref-t.4.8.4.5.41,240629,240700,ref-mek.6.2.3.104,ref-mek.6.2.4.5,לכם את ארץ כנען להיות לכם לאלים כל זמן שאתם בארץ כנען הרי אני לכם אלוה אין אתם בארץ כנען כביכול אין אני לכם ,אתם מסגלין לי מאחרי תלמוד לומר כי לי כל הארץ ואתם תהיו לי כביכול איני ,24,13,328,328.0,551,549.0,0.6296296296296297,0.6,2,אתם כביכול,2030000425,24,13
ref-t.4.8.6.7.10-ref-t.4.8.6.7.33,ref-mek.6.6.3.254-ref-mek.6.6.3.281,997176,997310,ref-t.4.8.6.7.10,ref-t.4.8.6.7.33,260423,260595,ref-mek.6.6.3.254,ref-mek.6.6.3.281,מפני מה אינו מבטלה אמרו להן אילו לדבר אחד היו עובדין היו אומרין הרי הן עובדין לחמה וללבנה לכוכבים ולמזלות יאבד עולמו מפני השוטים ,מפני מה אינו מבטלה אמר לו וכי לדבר אחד אתם עובדין והרי אתם עובדין לחמה וללבנה ולכוכבים ולמזלות להרים ולגבעות לאפיקים וגיאיות ואפילו לאדם יאבד עולמו מפני השוטים ,24,28,339,339.0,552,552.0,0.4125,0.4615384615384615,15,מפני מה אינו מבטלה לדבר אחד עובדין עובדין לחמה וללבנה ולמזלות יאבד עולמו מפני השוטים,2030000426,24,28
ref-t.4.8.6.8.51-ref-t.4.8.6.8.75,ref-mek.7.3.2.333-ref-mek.7.3.2.345,997805,997943,ref-t.4.8.6.8.51,ref-t.4.8.6.8.75,296908,296979,ref-mek.7.3.2.333,ref-mek.7.3.2.345,ימות החמה בימות הגשמים ולא של ימות הגשמים בימות החמה,שלא יתן של ימות החמה בימות הגשמים ולא של ימות הגשמים בימות החמה,10,13,415,415.0,553,553.0,0.1746031746031746,0.1666666666666666,10,ימות החמה בימות הגשמים ולא של ימות הגשמים בימות החמה,2030000427,10,13
ref-t.4.8.8.4.7-ref-t.4.8.8.4.18,ref-mek.1.19.9.408-ref-mek.1.19.9.415,1004740,1004807,ref-t.4.8.8.4.7,ref-t.4.8.8.4.18,91909,91955,ref-mek.1.19.9.408,ref-mek.1.19.9.415,על הדינין ועל ע'ז ועל קללת השם ועל גלוי עריות ועל שפיכות דמים ,על עבודה זרה ועל גילוי עריות ועל שפיכות דמים ,13,9,167,166.0,555,555.0,0.3870967741935484,0.5454545454545454,6,על ועל עריות ועל שפיכות דמים,2030000428,13,9
ref-t.4.8.8.4.7-ref-t.4.8.8.4.18,ref-mek.6.2.2.30-ref-mek.6.2.2.37,1004740,1004807,ref-t.4.8.8.4.7,ref-t.4.8.8.4.18,239301,239347,ref-mek.6.2.2.30,ref-mek.6.2.2.37,על הדינין ועל ע'ז ועל קללת השם ועל גלוי עריות ועל שפיכות דמים ,על עבודה זרה ועל גילוי עריות ועל שפיכות דמים ,13,9,327,326.0,556,555.0,0.3870967741935484,0.5454545454545454,6,על ועל עריות ועל שפיכות דמים,2030000429,13,9
ref-t.4.9.1.7.68-ref-t.4.9.1.7.79,ref-mek.1.18.4.282-ref-mek.1.18.4.295,1007784,1007842,ref-t.4.9.1.7.68,ref-t.4.9.1.7.79,76979,77052,ref-mek.1.18.4.282,ref-mek.1.18.4.295,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא,9,9,105,105.0,558,558.0,0.0,0.0,14,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא,2030000430,14,14
ref-t.4.9.1.7.83-ref-t.4.9.1.7.105,ref-mek.1.19.3.175-ref-mek.1.19.3.189,1007855,1007956,ref-t.4.9.1.7.83,ref-t.4.9.1.7.105,80006,80078,ref-mek.1.19.3.175,ref-mek.1.19.3.189,האמור כך מקצתו ולא כולו אתה או' דבר מקצתו ולא כולו או אינו אלא כולו ת'ל בין דם לדם ולא כל דם בין ,כל בכור אדם בבניך תפדה חזר וכלל או כלל בכלל הראשון ואמרת לאו אלא כלל ,23,15,128,126.0,565,557.0,0.711340206185567,0.8888888888888888,2,או אלא,2030000431,23,15
ref-t.4.9.1.7.71-ref-t.4.9.1.7.90,ref-mek.3.8.1.320-ref-mek.3.8.1.338,1007797,1007892,ref-t.4.9.1.7.71,ref-t.4.9.1.7.90,166308,166404,ref-mek.3.8.1.320,ref-mek.3.8.1.338,ונאמר להלן דבר מה דבר האמור להלן מקצתו ולא כולו אף דבר האמור כך מקצתו ולא כולו אתה או' דבר ,אמר עשרת הדברות אחד מה שאי אפשר לבשר ודם לעשות כן שנאמר וידבר אלהים את כל הדברים האלה לאמר ,20,17,254,254.0,564,557.0,0.7362637362637363,0.8,1,מה,2030000432,20,17
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-mek.5.3.2.18-ref-mek.5.3.2.27,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,220672,220723,ref-mek.5.3.2.18,ref-mek.5.3.2.27,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן ,1,1,314,314.0,559,557.0,0.28,0.4285714285714286,6,כאן ונאמר להלן מה האמור להלן,2030000433,10,10
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-mek.7.1.2.114-ref-mek.7.1.2.123,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,285420,285470,ref-mek.7.1.2.114,ref-mek.7.1.2.123,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן ,1,2,392,392.0,560,557.0,0.1428571428571428,0.4285714285714286,6,כאן ונאמר להלן מה האמור להלן,2030000434,10,10
ref-t.4.9.1.7.71-ref-t.4.9.1.7.84,ref-mek.7.16.5.40-ref-mek.7.16.5.51,1007797,1007864,ref-t.4.9.1.7.71,ref-t.4.9.1.7.84,346915,346973,ref-mek.7.16.5.40,ref-mek.7.16.5.51,ונאמר להלן דבר מה דבר האמור להלן מקצתו ולא כולו אף דבר האמור כך ,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן כך ,14,3,562,562.0,563,557.0,0.4375,0.5833333333333333,6,ונאמר להלן מה להלן אף כך,2030000435,14,12
ref-t.4.9.1.7.67-ref-t.4.9.1.7.82,ref-mek.8.1.6.74-ref-mek.8.1.6.84,1007780,1007854,ref-t.4.9.1.7.67,ref-t.4.9.1.7.82,360832,360882,ref-mek.8.1.6.74,ref-mek.8.1.6.84,ונאמר להלן אמו מה להלן בסמוך לו אף כאן בסמוך לו,ונאמר להלן אמו מה להלן בסמוך לו אף כאן בסמוך לו,11,11,594,594.0,557,557.0,0.0,0.0,11,ונאמר להלן אמו מה להלן בסמוך לו אף כאן בסמוך לו,2030000436,11,11
ref-t.4.9.1.7.126-ref-t.4.9.1.7.142,ref-mek.1.18.4.282-ref-mek.1.18.4.303,1008056,1008133,ref-t.4.9.1.7.126,ref-t.4.9.1.7.142,76979,77094,ref-mek.1.18.4.282,ref-mek.1.18.4.303,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן ,נאמר כאן מימים ימימה ונאמר להלן ימים תהיה גאולתו מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,1,3,109,105.0,567,566.0,0.5495495495495496,0.7777777777777778,7,נאמר כאן מה להלן לא אף כאן,2030000437,17,22
ref-t.4.9.1.7.126-ref-t.4.9.1.7.145,ref-mek.4.4.4.50-ref-mek.4.4.4.57,1008056,1008149,ref-t.4.9.1.7.126,ref-t.4.9.1.7.145,192696,192738,ref-mek.4.4.4.50,ref-mek.4.4.4.57,נאמר כאן לאכלה ונאמר להלן לחם אבירים אכל,נאמר כאן לאכלה ונאמר להלן לחם אבירים אכל,8,8,291,291.0,569,569.0,0.0,0.0,8,נאמר כאן לאכלה ונאמר להלן לחם אבירים אכל,2030000438,8,8
ref-t.4.9.1.7.126-ref-t.4.9.1.7.135,ref-mek.5.3.2.18-ref-mek.5.3.2.27,1008056,1008101,ref-t.4.9.1.7.126,ref-t.4.9.1.7.135,220672,220723,ref-mek.5.3.2.18,ref-mek.5.3.2.27,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן ,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן ,4,1,315,314.0,566,566.0,0.44,0.625,4,נאמר כאן מה להלן,2030000439,10,10
ref-t.4.9.1.7.126-ref-t.4.9.1.7.142,ref-mek.7.1.2.114-ref-mek.7.1.2.132,1008056,1008133,ref-t.4.9.1.7.126,ref-t.4.9.1.7.142,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן ,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל הכתוב מדבר אף עבד עברי האמור כאן ,1,1,395,392.0,568,566.0,0.4021739130434782,0.7142857142857143,7,נאמר כאן מה להלן אף האמור כאן,2030000440,17,17
ref-t.5.1.1.1.5-ref-t.5.1.1.1.20,ref-mek.1.12.1.177-ref-mek.1.12.1.192,1013013,1013100,ref-t.5.1.1.1.5,ref-t.5.1.1.1.20,40821,40907,ref-mek.1.12.1.177,ref-mek.1.12.1.192,הזבחים שנזבחו שלא לשמן כשרין אלא שלא עלו לבעלים לשם חובה חוץ מן הפסח ומן החטאת ,הזבחים שלא נזבחו לשמן כשרין אלא שלא עלו לשום חובה לבעלים חוץ מן הפסח ומן החטאת ,11,16,51,51.0,571,571.0,0.2658227848101265,0.125,13,הזבחים שלא לשמן כשרין אלא שלא עלו חובה חוץ מן הפסח ומן החטאת,2030000441,16,16
